orf	hap a (post-SGA) | expression of ttLCC1 (ABTS overlay assay) | standard | YPD + Cu(II)S | Strawn G~Mayor T, 2024
YBL057C	-0.49079553323900704
YBL058W	-2.1053190033125593
YBL059W	0.5847511611989281
YBL060W	0.1999236162947585
YBL061C	-0.22399708655884254
YBL062W	-0.10804007260045323
YBL063W	1.2370736865803151
YBL064C	0.8074268734501452
YBL065W	0.30347166222197175
YBL066C	0.22138742629078648
YBL067C	-2.1828225547564415
YBL068W	-0.016607455187967763
YBL069W	0.05305787586557951
YBL070C	-0.15119428428525974
YBL071C	-0.6216517979783521
YBL072C	-1.98257033526328
YBL075C	0.18499939410913305
YBL078C	0.0785122661122973
YBL079W	-0.5073895787863449
YBL080C	-2.229846157213134
YBL081W	0.44379830543322024
YBL082C	-2.1198086452531513
YBL083C	-3.6892403306203936
YBL085W	-0.4863802646533079
YBL086C	-0.2876797389492437
YBL087C	-2.0488471077538812
YBL088C	0.022181799438232248
YBL089W	-0.24989761137087874
YBL090W	-1.9524109529003777
YBL091C	-0.7280234872086213
YBL091C-A	1.5586120969193422
YBL093C	-1.0501780265597884
YBL094C	0.8945620175530585
YBL095W	-0.3379696615462877
YBL096C	0.32773356856135144
YBL098W	0.5445405007878318
YBL099W	-2.44146981780846
YBL100C	
YBL101C	-0.2855143787303854
YBL102W	-0.012016667545185785
YBL103C	1.9715251456733363
YBL104C	-0.6830041043663927
YBL106C	0.2739796204365478
YBL107C	2.1029562435369358
YBR001C	0.631557556362215
YBR003W	-4.097690359925916
YBR005W	0.7889561203478771
YBR006W	0.6534397438120171
YBR007C	-0.0618007033537206
YBR008C	0.3055475829471954
YBR009C	0.39079213180426714
YBR010W	0.9941535985681131
YBR012C	0.028911517974235596
YBR013C	0.787790134964116
YBR014C	1.6883519403642875
YBR015C	-1.21505796398473
YBR016W	0.5465060734464914
YBR018C	0.4775303766430121
YBR019C	-0.6066893894131439
YBR020W	0.7600968834812659
YBR021W	-0.3530805664562228
YBR022W	0.9256129866046373
YBR023C	1.2696782826538537
YBR024W	-0.13390890719657514
YBR025C	0.5729219944135774
YBR026C	-0.6710434514077862
YBR027C	0.5730123911030786
YBR028C	0.6402294531740275
YBR030W	-0.20765659915310622
YBR031W	-0.3508311606627869
YBR032W	-5.877869646356864
YBR033W	1.9638278390882273
YBR034C	0.8731675667373439
YBR035C	-1.0066798114629412
YBR036C	0.9548077872094077
YBR037C	1.2528295297393766
YBR039W	
YBR040W	0.6322646714271833
YBR041W	1.0472543694210017
YBR042C	0.02098802904257867
YBR043C	0.08720549907447635
YBR044C	-1.6215178389456233
YBR045C	0.12121756677198973
YBR046C	0.3103933882581997
YBR047W	0.4181662327657081
YBR048W	0.4868925228338756
YBR050C	0.3510485185909207
YBR051W	0.3233820040992285
YBR052C	0.20458083875866706
YBR053C	-0.5423446881333652
YBR054W	0.224758531796974
YBR056W	0.704534749689456
YBR057C	-0.08004472724269432
YBR058C	-0.9379416954179106
YBR059C	0.8061587132973832
YBR061C	1.2029954784676713
YBR062C	0.6473521653909007
YBR063C	0.5319281400940127
YBR064W	-0.4542546456528858
YBR065C	-0.026490190219086673
YBR066C	-0.10990264621473866
YBR067C	-0.20728929981974628
YBR068C	0.3267719596511319
YBR069C	1.1209757456851095
YBR071W	-0.41982165448574243
YBR072W	-0.5269695232125783
YBR073W	-0.6756669579515971
YBR074W	0.39780126434488006
YBR076W	-0.04295369961864343
YBR077C	-3.001900811885463
YBR078W	1.1149939763646333
YBR081C	-0.25656089977665303
YBR082C	0.8092597580070361
YBR083W	-0.3195644865842748
YBR084C-A	-0.21283682010301871
YBR084W	-1.885309945949207
YBR085W	1.7743961105850574
YBR089C-A	0.3290718074632571
YBR090C	-0.7499544659370717
YBR092C	-1.286008186565099
YBR093C	0.36887494027738965
YBR094W	-0.5500606875457329
YBR095C	-0.1678662492533547
YBR097W	-3.116878353821891
YBR098W	0.6471310819347517
YBR099C	-0.23752215426792422
YBR101C	
YBR103W	-0.5537991715765729
YBR104W	-1.5105739879734497
YBR105C	-1.941808151192469
YBR106W	2.9783147670929533
YBR107C	1.1767514183722796
YBR108W	0.5592428075813138
YBR111C	-1.350973944657199
YBR112C	
YBR113W	0.7720511828047707
YBR114W	0.795028632127948
YBR115C	0.3166414016232467
YBR116C	0.6049844961255686
YBR119W	0.9420905458314771
YBR120C	-4.351329809545243
YBR121C	-3.515657115078421
YBR122C	-3.270007663568448
YBR125C	0.6441081895397275
YBR126C	-0.6030077155044705
YBR127C	-0.1328677888245315
YBR128C	-0.8105741166591683
YBR129C	-0.169317636656517
YBR130C	0.5020644934119755
YBR131W	-1.0629222604688318
YBR132C	1.1163418335208115
YBR133C	-3.3095987601094925
YBR134W	0.47003400779525784
YBR137W	1.2289451375270586
YBR138C	0.47953756473080045
YBR139W	0.46562349594956814
YBR141C	1.3715926804607117
YBR144C	1.0602185069679508
YBR145W	0.7851094162147239
YBR146W	0.37465427162057763
YBR147W	1.1074216465700744
YBR148W	0.27203427072873987
YBR149W	0.40536938275052586
YBR150C	1.9039616442338352
YBR151W	0.4692623715466328
YBR156C	1.1276174172652789
YBR157C	0.23431134285001676
YBR158W	0.6490016408644181
YBR159W	0.7029580520601142
YBR161W	-0.8582942812759087
YBR162C	0.5397097008707815
YBR162W-A	-1.0229352998499277
YBR163W	
YBR164C	-0.3912935301382359
YBR165W	0.7954876217340221
YBR166C	-0.4933454723802985
YBR168W	-0.5440663755641547
YBR169C	-0.20806666934872609
YBR170C	-0.10887951979715282
YBR171W	0.7850041242648974
YBR172C	-1.9242960947490744
YBR173C	-0.7697924055539329
YBR174C	-0.20378055332396663
YBR175W	-0.6651044672672887
YBR176W	2.094032183934368
YBR177C	1.354874511161506
YBR178W	0.5288740038021272
YBR179C	-2.0256029752420464
YBR180W	1.0642339902818723
YBR181C	1.245371475199141
YBR182C	0.9926449400847565
YBR183W	0.9943814085845295
YBR184W	0.436912488411048
YBR185C	0.6444211706706194
YBR186W	1.9200455794787608
YBR187W	2.811670265584791
YBR188C	1.3370937058665848
YBR189W	0.3780612826820468
YBR191W	-0.3456175108104476
YBR194W	-0.3370692772601022
YBR195C	-0.5839009704938124
YBR197C	0.06413823925844776
YBR199W	-0.1618275628758893
YBR200W	-1.1721912326254678
YBR201W	-2.1339053975896296
YBR203W	0.5056250942651099
YBR204C	0.23081873170708447
YBR205W	0.6910106127133027
YBR206W	0.7609716092051831
YBR207W	1.3652112835640384
YBR208C	1.0409035333980967
YBR209W	-0.9806893614654545
YBR210W	-1.0182979031751527
YBR212W	-0.5842344521777038
YBR213W	-0.19213862452011443
YBR214W	-0.4271647137126209
YBR215W	-1.6044410864480412
YBR216C	-0.36421314742891936
YBR217W	0.3579426280422772
YBR218C	-0.24616998529618292
YBR219C	-0.018679004859896802
YBR220C	0.12305233856191315
YBR221C	-0.0008991726149512788
YBR222C	0.21610559984922809
YBR223C	-0.7276564056169602
YBR224W	-1.0894276368111722
YBR225W	-0.12164523101944898
YBR226C	-0.8195306125895225
YBR227C	-0.13359504503759448
YBR228W	-0.11790030102069322
YBR229C	-0.5554040854709689
YBR230C	-0.697937989352125
YBR231C	-0.32629889715338395
YBR232C	0.035031800312433914
YBR233W	-0.08899716090177374
YBR235W	0.5652640959199531
YBR238C	0.35184738143159744
YBR239C	-0.7103807811562896
YBR240C	-0.9287915788888487
YBR241C	-0.5303480241036486
YBR242W	-0.24310758778240715
YBR244W	-0.7597384017314859
YBR245C	-0.7246533574066234
YBR246W	-0.4395061533841138
YBR248C	-1.0700093535279092
YBR249C	-0.6910175169426839
YBR250W	0.25214271875949246
YBR251W	-3.236548951750269
YBR255W	-0.6869579935145134
YBR258C	1.0250201254277365
YBR259W	-0.31948520615788906
YBR260C	-0.23683070481544422
YBR261C	0.40410971674103413
YBR262C	-0.6702025337201918
YBR263W	0.18983773959500158
YBR264C	0.05913841656976663
YBR266C	-0.7397613295130802
YBR267W	-0.43819116129048635
YBR268W	-1.907061483069466
YBR269C	0.21307823359390152
YBR270C	0.7594380010557434
YBR271W	-0.11171344684001072
YBR272C	0.6257766118777514
YBR273C	0.15143412101900464
YBR274W	-0.1922241193584883
YBR275C	-0.01970481475099725
YBR276C	0.4955662640054525
YBR277C	0.7337279994884477
YBR278W	0.8563133839904804
YBR279W	-2.390584861812572
YBR280C	0.4129019481982436
YBR281C	1.2803145626584829
YBR282W	-3.442267977332733
YBR283C	-1.5117953876255517
YBR284W	0.39575289168985245
YBR285W	-1.8551888104525833
YBR286W	
YBR287W	0.0792173790257574
YBR288C	-0.6362278638615543
YBR289W	-1.5683283085076702
YBR290W	-0.3689825941328891
YBR291C	-0.28041967631348735
YBR292C	0.5034206439404372
YBR293W	-0.6607503663060709
YBR294W	1.9238126869733811
YBR295W	-0.13003588660368762
YBR296C	0.5917222844126867
YBR297W	-0.2800521019989806
YBR298C	0.5860233077081124
YBR299W	-0.09634437492981274
YBR300C	-0.09242833831002084
YBR301W	1.1453749896035836
YCL001W	-0.8483212062834915
YCL001W-A	-0.70848710388568
YCL002C	0.8748007615598352
YCL005W	-0.5269883707714212
YCL007C	
YCL008C	5.886256219340567
YCL009C	-0.431961678972385
YCL010C	-0.4081349650788484
YCL011C	0.555602103407376
YCL014W	0.8864434123763754
YCL016C	0.110833634686767
YCL022C	
YCL023C	-0.18488498390760005
YCL024W	-0.1461222039296344
YCL025C	-0.7653748010282045
YCL026C-A	0.5168087002944016
YCL027W	0.5152487383444453
YCL028W	0.33510363599181786
YCL029C	-0.6696795131259625
YCL030C	-2.070282450224641
YCL032W	-1.4199707675877817
YCL033C	-0.8653624263602939
YCL034W	0.49818794117493487
YCL035C	0.6475119782590762
YCL036W	-0.5670796957642213
YCL037C	0.37698432109023844
YCL038C	0.23838901716761313
YCL039W	-0.893356678691374
YCL040W	-0.9957039029646152
YCL042W	-0.3011063381666041
YCL044C	-0.12405526898150311
YCL045C	0.5049956322311332
YCL046W	0.35108967270491104
YCL047C	-1.3501353268527356
YCL048W	-0.4867375026245862
YCL049C	-0.8530151038237141
YCL050C	-0.04697019752502144
YCL051W	0.38292167889235285
YCL055W	-0.4598283968800725
YCL056C	-0.5735940510649234
YCL057W	-1.6398863579604714
YCL058C	-0.07800833115920063
YCL061C	-0.6496227496100002
YCL063W	-0.07646119641131244
YCL064C	-2.143416740962914
YCL069W	-0.4696288719397905
YCL076W	0.41444596909676173
YCR001W	-0.48859285153598453
YCR002C	-0.7905224779019862
YCR003W	-4.201098526598122
YCR004C	0.2687836018622675
YCR005C	-0.9875017214354355
YCR006C	-0.9602352717681066
YCR007C	-0.8415432762540155
YCR008W	-0.3748859785871063
YCR009C	1.4599741009758886
YCR010C	0.3565439164079054
YCR011C	0.16134839635958162
YCR014C	-0.05156234270351371
YCR015C	-0.6268335709668993
YCR016W	0.12653626228418563
YCR017C	1.567987046747243
YCR019W	-0.82558382782954
YCR020C	0.72831619933827
YCR020C-A	0.7706954790380213
YCR020W-B	
YCR021C	0.1731168413959985
YCR022C	0.7381679963460562
YCR023C	0.5127407268630325
YCR024C	-3.975192595329054
YCR024C-A	-0.22372932565458856
YCR025C	-0.323674865319253
YCR026C	-0.3522452360933233
YCR027C	0.00892324335979274
YCR028C	0.355857999531825
YCR028C-A	-2.4196203869174417
YCR030C	1.5760089477279473
YCR031C	-1.3455313003655551
YCR032W	0.7481671784497891
YCR033W	1.7740923156541761
YCR034W	
YCR036W	-0.45510057170857116
YCR037C	-0.21879096188018124
YCR043C	-0.2698738994009347
YCR044C	2.41123011598317
YCR045C	0.3040139414877705
YCR046C	
YCR047C	0.8391695858841212
YCR048W	0.9444751933503409
YCR049C	-0.07427041972697564
YCR050C	
YCR051W	-0.6337132099552987
YCR053W	-0.2980015367867681
YCR059C	0.5107768367806814
YCR060W	1.5842915330597798
YCR061W	0.3761956245217303
YCR063W	0.04130779313345809
YCR065W	-0.09764915626298103
YCR066W	-0.842069469905358
YCR067C	0.14089991152539452
YCR068W	0.15097160374607657
YCR069W	0.6812094532757699
YCR071C	-6.417069968404603
YCR073C	1.5940110829924923
YCR073W-A	0.2633568116025442
YCR075C	0.47441163189347196
YCR076C	-0.7270140868288321
YCR077C	-0.3613966259094139
YCR079W	0.7689932558367297
YCR081W	
YCR082W	0.12046475565051086
YCR083W	0.9468607733194405
YCR084C	
YCR085W	0.5004823244103694
YCR086W	-0.7030034584358522
YCR087C-A	0.182255523022727
YCR087W	0.6094464429774549
YCR088W	2.220860738836315
YCR089W	-0.4372670864915433
YCR090C	2.0870857981596846
YCR091W	-0.009824346661182703
YCR092C	-0.6723778883783874
YCR094W	-0.8319363955094143
YCR095C	1.7170777894451277
YCR098C	-0.5047536125193653
YCR099C	0.1050323365430888
YCR100C	-0.16442535856551543
YCR101C	-0.236899043589627
YCR102C	-0.0355908346910496
YCR102W-A	0.2655393416631023
YCR105W	0.32356153980591257
YCR106W	-1.0136047556308794
YCR107W	-0.17011733399821272
YDL001W	-1.3387098787009306
YDL002C	-0.2608417741985923
YDL006W	-0.8434588848407545
YDL009C	-0.8439223618583876
YDL010W	-0.27963318665757514
YDL011C	-1.754290947289996
YDL012C	-0.13400183274220798
YDL013W	-1.393217642487565
YDL018C	-0.34117563563876785
YDL019C	0.10102581460672727
YDL020C	-0.28763149252881415
YDL021W	-2.7576077942846724
YDL022W	0.09664370460649487
YDL023C	-0.17850588340174878
YDL024C	0.4215395825283182
YDL025C	0.44116902601894187
YDL026W	-0.1430000474814024
YDL027C	-0.39094748280094144
YDL032W	-2.8583559900642825
YDL033C	-4.031590944738405
YDL034W	-0.021167969273108638
YDL035C	-0.7468796377283042
YDL036C	-0.03716586765661822
YDL037C	0.2250126739232535
YDL039C	-0.27382257605198096
YDL040C	1.0852743278049424
YDL041W	
YDL042C	
YDL044C	-5.148432324621047
YDL045W-A	-5.325164658589462
YDL046W	0.3441600475104902
YDL047W	-0.17490386021563578
YDL048C	
YDL049C	
YDL050C	-0.04776345672892943
YDL051W	-0.6150390260613933
YDL052C	-0.20188063253003938
YDL053C	-0.5247373880645143
YDL054C	-0.5339954698545807
YDL056W	1.899366879692031
YDL057W	1.6015323246176596
YDL059C	0.25706313018559585
YDL061C	0.011682874868566525
YDL062W	-0.36579397570901945
YDL063C	-0.09520986367993645
YDL065C	0.3343694593813684
YDL066W	0.3141612138232329
YDL067C	-2.7226238046827063
YDL068W	-4.905692748722192
YDL069C	-4.236655976598418
YDL070W	-0.8987532959381511
YDL071C	-0.589662817614108
YDL072C	-2.061627892499666
YDL073W	
YDL074C	-0.9287691413374106
YDL075W	-1.2532553829919475
YDL076C	0.4944025574628328
YDL077C	-0.09265986147961852
YDL078C	0.865191996887682
YDL079C	0.7490377576997166
YDL080C	0.2628360013666976
YDL081C	0.5181060298769281
YDL082W	-1.015111880678764
YDL083C	-1.1850159039246069
YDL085W	0.008427311819649397
YDL086W	-0.1488574987877079
YDL088C	1.6833750994579038
YDL089W	0.19246681119674688
YDL090C	
YDL091C	0.9549680975152585
YDL093W	1.3044578523641437
YDL094C	1.2202526116634802
YDL095W	4.104703351579594
YDL096C	4.012402948555653
YDL099W	0.46595047880450696
YDL100C	0.8595608083218753
YDL101C	-1.7702559312593176
YDL104C	0.04925294860629611
YDL106C	-0.014981124673976165
YDL107W	-3.785888317815905
YDL109C	0.08795238193900116
YDL110C	-1.031469733715855
YDL112W	-0.254726851046895
YDL113C	0.059750020048299136
YDL114W	-0.5089326819187568
YDL115C	0.08051442136298803
YDL116W	-0.8537986784035428
YDL117W	-2.097458857285329
YDL118W	-0.509468862604653
YDL119C	-2.0503106748727125
YDL121C	-1.0819547730609322
YDL122W	-1.0414472017399385
YDL123W	-0.6951029259386852
YDL124W	-0.9126706867419885
YDL125C	0.3412522478859326
YDL127W	0.1875995798510234
YDL128W	-0.17128622185625578
YDL129W	-0.584727695700027
YDL130W	-2.78940616997216
YDL130W-A	1.0486548294109361
YDL131W	-0.3229237190460877
YDL133C-A	0.2828805344232608
YDL133W	-0.049550168448813346
YDL134C	0.38116664180298937
YDL135C	-0.2226273334705391
YDL136W	-2.1919269581383696
YDL137W	0.39068291134097727
YDL138W	0.3810761753664873
YDL142C	-0.29751039888767145
YDL144C	0.03125774579795363
YDL146W	
YDL149W	0.40827594977199894
YDL151C	-2.2523669028867945
YDL154W	0.062036333650089766
YDL155W	-1.8124157964380894
YDL156W	0.5235400446734865
YDL157C	-0.26544921874170113
YDL158C	
YDL159W	
YDL160C	-0.8008627932127756
YDL161W	0.8683872889232416
YDL162C	-0.3682082402313502
YDL167C	1.2172736008768446
YDL168W	0.29910056052840556
YDL169C	0.40232506154202935
YDL170W	0.5855751627149831
YDL171C	0.03723976791759903
YDL172C	-0.583200366921223
YDL173W	0.09694049725603326
YDL174C	0.6857283591396436
YDL175C	0.5124966197237404
YDL176W	1.060003368390339
YDL177C	0.924500033509054
YDL178W	0.836946675742445
YDL179W	1.6831490488732275
YDL180W	1.7716326421093942
YDL181W	
YDL182W	1.155234964563214
YDL183C	-0.4969276625021113
YDL184C	-0.09418428123791289
YDL185W	0.10307466563306905
YDL186W	0.41002224273935656
YDL187C	0.5548249128688632
YDL188C	0.4875838220014801
YDL189W	0.18374676172211216
YDL190C	0.6675616889593213
YDL191W	-1.9947907564679082
YDL192W	-0.0056584311292166385
YDL194W	0.9184344391245808
YDL197C	-0.4599770213084702
YDL198C	-1.0776350735020557
YDL199C	-0.38760838614901943
YDL200C	0.34375162261851067
YDL201W	0.42726906977240436
YDL202W	-2.5753257407148125
YDL203C	-0.13774237525904837
YDL204W	-0.11134550378681857
YDL206W	-3.3455273168414124
YDL210W	-1.0448403449192705
YDL211C	-0.22184130350349987
YDL213C	0.07896692488792735
YDL214C	-0.11735916066894019
YDL215C	-0.3247466472277412
YDL216C	0.024071102546255385
YDL218W	0.01938316223467501
YDL219W	-0.20156276079857485
YDL222C	-0.589563928562105
YDL223C	-3.620445417816429
YDL224C	-0.1930166868064924
YDL225W	-1.606951942649627
YDL226C	0.1142314963349173
YDL227C	-0.7015963087590968
YDL229W	0.03338185871824371
YDL230W	-0.5647875123395462
YDL231C	-1.0051923200229889
YDL232W	0.7395185339562734
YDL233W	0.28807391585290715
YDL234C	-0.051680647845422346
YDL236W	-0.19609013405884532
YDL237W	0.16611396298815792
YDL238C	0.6666948265105496
YDL239C	-0.7335608926625329
YDL240W	0.10385272692365072
YDL241W	-0.35565225756557545
YDL242W	0.14708168424398202
YDL243C	-0.8198343566615679
YDR001C	-0.719514453690437
YDR003W	-0.39959727800093586
YDR004W	-0.16523909102625509
YDR005C	0.3096749027022419
YDR006C	-1.0554524711993556
YDR007W	-1.3888921982072295
YDR008C	-1.234536019919878
YDR009W	-2.613620059141153
YDR010C	-0.2750321727098189
YDR011W	-0.5299246999469918
YDR014W	0.9998109680146726
YDR015C	2.500400809851079
YDR017C	-0.3097596977985884
YDR018C	0.30280140612889744
YDR019C	1.795798299863648
YDR020C	2.321825556808832
YDR022C	0.3638536196971878
YDR024W	-0.03816572576132867
YDR025W	-3.4742275868811494
YDR026C	0.693816815675876
YDR027C	
YDR028C	-0.4317855153981316
YDR029W	0.9973679956735017
YDR030C	0.7012308905511633
YDR031W	-0.15230076546603258
YDR032C	-0.032835964891641534
YDR033W	0.5118382285978708
YDR034C	-0.16450903248223545
YDR035W	
YDR036C	-0.03664022564943792
YDR042C	
YDR043C	
YDR046C	
YDR048C	-2.070741915694701
YDR049W	0.47177929481480874
YDR050C	1.016276727782962
YDR051C	0.36259132018499357
YDR055W	0.06072673736206774
YDR056C	-0.07736400205143606
YDR057W	-2.888660702474495
YDR058C	1.308954830558975
YDR059C	0.36679156856909706
YDR061W	0.4341578802118889
YDR063W	-0.21368098816833658
YDR065W	-3.1058736896038366
YDR066C	0.3701531020013215
YDR067C	3.469321092945868
YDR068W	1.7465464408492881
YDR069C	
YDR070C	0.5117480277229111
YDR071C	0.42144943705059196
YDR072C	0.019082992074986645
YDR073W	0.14649744285956653
YDR074W	0.42318379419471724
YDR075W	1.0343566294197652
YDR076W	0.7752176116742527
YDR077W	1.0355929852687977
YDR078C	0.6173382980492463
YDR079W	
YDR080W	2.2919771798137556
YDR083W	0.702022673020931
YDR084C	0.7964924071803923
YDR085C	0.4481843896479427
YDR089W	0.35252321853716134
YDR090C	0.7936698932593304
YDR092W	1.1353816869451132
YDR093W	1.3113956368928963
YDR094W	0.09331674580772402
YDR095C	0.2604957926726453
YDR096W	0.8469391934439673
YDR097C	2.0398958893600785
YDR098C	1.9396248868309751
YDR099W	-0.18434485962357364
YDR100W	-0.6963824665510666
YDR101C	-1.0230905648348785
YDR102C	0.2089852786474374
YDR103W	
YDR104C	-0.623724422318218
YDR105C	-0.22753609569031089
YDR107C	0.16234193333119215
YDR108W	0.5661628295036417
YDR109C	0.011511116480804903
YDR110W	-0.10908935510215977
YDR111C	0.782625746597382
YDR112W	0.23192325750552123
YDR114C	-3.526112532163791
YDR115W	-2.910791778715834
YDR116C	-1.6333032777788825
YDR117C	-0.3236469343103012
YDR119W	-0.21185643519378264
YDR120C	-1.109568832985933
YDR121W	-0.29863157128362156
YDR122W	-0.45711558352482506
YDR123C	-0.6513521609987131
YDR124W	0.11890296988685674
YDR125C	0.005929366350122571
YDR126W	0.6371488828457031
YDR127W	
YDR128W	-1.1958364155786123
YDR129C	-0.19465021406740304
YDR130C	-0.20705926453006596
YDR131C	-0.13528057414721653
YDR132C	-0.13937040336508855
YDR133C	-0.7645401170104842
YDR135C	0.21806165145217482
YDR136C	0.8702370762519717
YDR137W	-0.5304444684188159
YDR138W	-0.2405113905516003
YDR139C	0.08897881215844339
YDR140W	-1.0060864438928931
YDR142C	-0.6602156982900623
YDR143C	-0.21320724226132412
YDR144C	-0.8245555565346133
YDR146C	-0.9856814817244026
YDR147W	0.7480074744956581
YDR148C	-0.06975288488490317
YDR149C	-0.8438708492013399
YDR150W	-0.718262061687466
YDR151C	-0.24574452098071223
YDR152W	0.538313836871458
YDR153C	0.7387042015005129
YDR154C	-0.8602212663036317
YDR155C	-0.4552945369718251
YDR156W	-0.6458411826327143
YDR157W	0.3712014834835773
YDR158W	0.4984704589767716
YDR159W	2.1701121704629642
YDR161W	-0.05690606785716575
YDR162C	-0.7167885807923149
YDR163W	-0.29320074790812195
YDR165W	-1.0452072822498621
YDR169C	0.21042628915501674
YDR171W	0.30381168217422544
YDR173C	-0.08522744982787045
YDR174W	-0.6926344503225296
YDR175C	-3.236031813422455
YDR176W	-1.109863790985201
YDR178W	-1.0476765103365564
YDR179C	0.8037948370907513
YDR179W-A	1.1776468345613365
YDR181C	0.8554778086690854
YDR183W	0.013977049418582984
YDR184C	-0.21972761769583263
YDR185C	-0.6778935948530508
YDR186C	0.5195644755489642
YDR191W	-0.3175899619787294
YDR192C	-0.16497902815325494
YDR193W	-0.9076740914162876
YDR194C	-3.2530873795847572
YDR195W	-3.106687096071749
YDR197W	-3.4127663521691587
YDR198C	1.0309962400872361
YDR199W	0.8588402661577824
YDR200C	-0.3437182146512832
YDR202C	-0.662396408127692
YDR203W	-1.6478258556037033
YDR204W	-3.1390365423652877
YDR205W	1.6641349838974937
YDR206W	-0.3516200990839777
YDR207C	-3.5879789793666013
YDR209C	-0.05906610785493512
YDR210W	0.5455880564750939
YDR213W	-0.1713973172539031
YDR214W	-0.20639849224468332
YDR215C	0.006003937388457827
YDR216W	-0.0058807710927167856
YDR217C	1.6637834497847817
YDR218C	0.8519742110991784
YDR219C	0.0748759375487148
YDR220C	-0.5683203261803467
YDR221W	-0.4823337025801498
YDR222W	-0.8777142923861073
YDR223W	-0.24627898201994783
YDR225W	0.9752042080064588
YDR226W	-0.9765917854233802
YDR227W	
YDR229W	0.27842893308033373
YDR230W	-2.7379152252716223
YDR231C	-2.803046505551386
YDR233C	-2.497430223262944
YDR234W	-1.2687656450861444
YDR237W	-3.972840987409865
YDR239C	0.4313243151740047
YDR241W	1.0745214739266835
YDR242W	-0.3519713356955053
YDR244W	0.7438814801743915
YDR245W	-1.651681095438436
YDR247W	0.8215979247972708
YDR248C	-1.5896531896159825
YDR249C	0.7635817521160974
YDR250C	-0.5655059154300655
