orf	hap a | growth (colony size) | sirolimus [10 nM] | quantitative | discrete | quantitative	hap a | growth (colony size) | sirolimus [30 nM] | quantitative | discrete | quantitative
YAL001C	1.13527081793483	0.039321484982408776
YAL002W	0.15356639131211	0.25301998078664334
YAL003W	1.16641525582328	0.07753089308142966
YAL004W	0.557096125365633	0.25077132877167335
YAL005C	0.432398884089235	0.34314828505848
YAL007C	0.902147567673957	0.24981765828090996
YAL008W	1.02316848532957	0.35609327006293445
YAL009W	1.07540982548761	0.44359960964282336
YAL010C	0.471444105042255	0.7715042406407389
YAL011W	0.423498319792797	0.18940667500997443
YAL012W	0.52962277276053	0.26413935680319556
YAL013W	0.761856283729094	1.090702457884571
YAL014C	0.903283112531886	0.4707333891721411
YAL015C	1.03906582193426	0.16779279369999
YAL016W	0.313412966779138	0.0792665378489689
YAL017W	0.790792514550131	0.19796902983422665
YAL018C	1.1094510530391	0.2343481894998311
YAL019W	1.06510693831531	0.24802575566418555
YAL020C	0.176905605051731	0.08219562867588255
YAL021C	0.845851191032338	0.29500246031977784
YAL022C	1.08720052941345	0.23260190530517777
YAL023C	0.789465124958187	0.3074752407258988
YAL024C	0.642799136911736	0.23412023650556002
YAL025C	1.11502087671424	0.056435220683209115
YAL026C	0.418232645153407	0.3320034346616778
YAL027W	0.945925906898692	0.18422421311861
YAL028W	0.989733727526459	0.17843045637204336
YAL029C	0.956833684631361	0.23022726980177335
YAL030W	1.06140858877612	0.12584794556583778
YAL031C	1.00078797970958	0.22341457639595333
YAL032C	1.04131081422759	0.061066821064995884
YAL033W	1.07144773806625	0.050891846153152336
YAL034C	0.986347009430404	0.3838127993086333
YAL034W-A	1.11280041214623	0.04654322110807789
YAL035W	1.50979628259319	1.0861872973680933
YAL036C	0.859834794759627	0.23826869384758334
YAL037W	0.990702097334837	0.12149501523616443
YAL038W	1.14699489668642	0.048802234559963555
YAL039C	1.00612722179788	0.2552268082586522
YAL040C	1.03779257620801	0.28932663627123556
YAL041W	1.14231955260575	0.08437515761702166
YAL042W	1.11947910822745	0.1690219870758411
YAL043C	1.12147410450848	0.057356944124364
YAL044C	1.61564251301488	0.17129991817007667
YAL045C	1.19280150448762	0.15006265499519333
YAL046C	1.2446266997046	0.35614286160797
YAL047C	0.677514985765815	0.29753261209469883
YAL048C	1.87980138919291	0.9032099482934122
YAL049C	1.17286633413808	0.28305321960733776
YAL051W	1.20284715816606	0.14594858433422442
YAL053W	0.858521990704943	0.06521739672998433
YAL054C	1.00485068568087	0.21744142405822775
YAL055W	0.990469932371908	0.25019369115168
YAL056C-A	0.480217494254456	0.28657237214248554
YAL056W	0.857577356131978	0.22746734190386558
YAL058W	0.565355212160419	0.18112994867809556
YAL059W	0.761573237299593	0.30481936098338885
YAL060W	1.05288347991164	0.2071020908616389
YAL061W	1.0290108464044	0.18389789766522
YAL062W	0.888992223220187	0.10176790041570899
YAL064C-A	1.11900556760788	0.15771675246686334
YAL065C	1.06265344710116	0.37211126991466553
YAL066W	1.016806682347	0.11408066235592
YAL067C	1.03915503860974	0.3938731493550078
YAL068C	1.01446725821231	0.30885982648682553
