orf	hap a | growth (colony size) | sirolimus [10 nM] | quantitative | discrete | quantitative	hap a | growth (colony size) | sirolimus [30 nM] | quantitative | discrete | quantitative
YCL023C	0.21608999944098709	-0.08812078047225542
YCL024W	0.23020470832683926	-0.08289321476299026
YCL025C	0.4489465271898304	-0.07791173094141302
YCL026C-A	0.496000910783127	-0.081624668211723
YCL027W	0.17469030571421432	-0.08346129054816262
YCL028W	0.14279293431299306	-0.084805251258783
YCL029C	-0.0036904274336030237	-0.08095341752661009
YCL030C	0.2060319432832258	-0.08308924560467541
YCL031C	0.38230202153138604	-0.08560536404061893
YCL032W	0.46100309011381535	-0.08178078006624637
YCL033C	-0.2532350463938606	-0.08047644285769007
YCL034W	0.15590571251936972	-0.08795895086536519
YCL035C	0.3553285765225016	-0.07105173872681578
YCL036W	-0.5467075719764019	-0.08360773693071695
YCL037C	-0.3051587433564684	-0.08126692621208902
YCL038C	-0.017354218959508984	-0.07429347937666532
YCL039W	-0.08667055170850183	-0.08453293811220743
YCL040W	0.3686800348835272	-0.07716993237696546
YCL041C	0.2800991513014108	-0.09026695985377672
YCL042W	0.44112882310287516	-0.0802205518376446
YCL043C	0.28086011284273554	-0.09063379645467272
YCL044C	-0.23802169598930353	-0.0575743439020039
YCL045C	-0.5650037216432511	-0.08685631463355523
YCL046W	0.03966652643824892	-0.058267741661532264
YCL047C	-0.012607252097357377	-0.055214105498685426
YCL048W	0.25619484233259027	-0.06186852924149276
YCL049C	0.07290180621702476	-0.06759377207262511
YCL050C	-0.3881084397076853	-0.06284606195347671
YCL051W	-0.08785540604926662	-0.06115903597089486
YCL052C	0.03740889697559817	-0.09115604495284978
