orf	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009
YAL055W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.5328417536821468	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-1.8738165425872946
YAL058W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.1045477342709589	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YAL066W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	2.251975564773368
YBL009W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.025651467537319	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL010C	-7.389188740777325	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL017C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.431403696453181	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL022C	0.0	0.22973042524880158	0.012658498878897365	-5.127716335668949	-3.4388074866468266	-2.547222325971803	0.16154970906881053	-5.927923786413526	-4.179150744978775	-0.07343992322592909	-4.047000514427301	-3.9367125962676255
YBL024W	0.0	0.22973042524880158	0.012658498878897365	-3.68040652175241	-4.449520820178847	-2.547222325971803	0.16154970906881053	-6.201520268863381	-6.590688060314981	-0.07343992322592909	-4.255023905355808	-6.916451340472548
YBL031W	0.0	0.22973042524880158	-4.6420523745891	-2.7155333124747174	-3.6914858200298317	-2.547222325971803	0.16154970906881053	0.09119882748328469	-3.4452046055286254	-0.07343992322592909	-2.590836777927758	-4.24232682644249
YBL038W	0.0	0.22973042524880158	0.012658498878897365	4.5210157571079765	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	6.04913051834626	3.441841558998922	3.1688182552979596
YBL043W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.9242134103083532	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL046W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-2.040032039826975	0.16154970906881053	-4.833537856614106	-3.654903502514382	-0.07343992322592909	-4.359035600820061	-3.249080578374182
YBL047C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.4088619059578555	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL051C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.0266236576747265
YBL054W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-1.4153951973249987
YBL056W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.3806846678386986	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL061C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-2.590836777927758	-0.04013116153811132
YBL065W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	10.306613459639626	-0.04013116153811132
YBL067C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.8878749539835267	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-1.8738165425872946
YBL071C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	2.204341958906957	1.6624570490302697	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	1.5696310406423661	2.175572007229652
YBL072C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.5328417536821468	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL078C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.9242134103083532	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL079W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.8146141348737181	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL081W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	0.8002335625840621	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL082C	0.0	0.22973042524880158	0.012658498878897365	2.3500510362331686	2.288568070034625	1.5102999631868212	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	1.5696310406423661	-0.04013116153811132
YBL083C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-2.187011223614083	-0.07343992322592909	-0.09455608678568364	-2.943466348199318
YBL087C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.259641930859469	-2.040032039826975	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBL090W	0.0	0.22973042524880158	0.012658498878897365	5.124061512906535	-0.06976304154009036	3.0318708216213053	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR006W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.512320264242474	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.1030272152184426
YBR015C	0.0	0.22973042524880158	4.6673693723468945	3.073705943191438	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	1.9463613345985038
YBR020W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	1.7832114032686146	1.4088619059578555	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR026C	0.0	0.22973042524880158	0.012658498878897365	4.5210157571079765	3.383507514694314	3.133308878850271	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR027C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.1754158197318003	-2.040032039826975	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.4850450029370226
YBR031W	0.0	0.22973042524880158	0.012658498878897365	2.108832733913746	2.3727941811622935	1.5610189918013042	0.16154970906881053	3.921549581781255	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	2.4047826798607996
YBR035C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	-18.739766251982466	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-3.0068835597847703	-0.04013116153811132
YBR037C	-9.852251654369768	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR048W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	3.383507514694314	3.4376230505371677	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	2.3283791223170835
YBR058C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	1.7832114032686146	1.9667712207171666	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	1.9463613345985038
YBR068C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-2.547222325971803	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR069C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	3.0257947771419094	-0.04013116153811132
YBR074W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	3.857888340855934	-0.04013116153811132
YBR077C	0.0	0.22973042524880158	0.012658498878897365	-3.197969917113564	-5.0391035980725265	-3.1051316407311136	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-4.2827071018068095	-2.174789996070746	-4.318730383986205
YBR099C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	1.7832114032686146	-1.5328417536821468	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	1.869957777054788
YBR106W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.8146141348737181	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR119W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-3.4388074866468266	-3.460164841032493	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR129C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	2.193701213427885	-0.04013116153811132
YBR131W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.611738020415787	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR134W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.5328417536821468	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	4.065911731784441	-0.04013116153811132
YBR138C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	7.602309377569046	-0.04013116153811132
YBR149W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	4.273935122712947	-0.04013116153811132
YBR156C	0.0	0.22973042524880158	0.012658498878897365	3.073705943191438	-0.06976304154009036	1.9160521921026836	0.16154970906881053	0.09119882748328469	-0.09002225375651256	4.5184879079532125	-0.09455608678568364	3.3216253703853917
YBR162C	0.0	0.22973042524880158	4.309314689772433	4.7622340594274	4.14154251484333	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	4.901148560551475	2.609747995284897	3.627239600560255
YBR163W	0.0	0.22973042524880158	0.012658498878897365	3.073705943191438	-0.06976304154009036	2.4232424782475115	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR168W	-6.773423012379215	0.22973042524880158	0.012658498878897365	-0.062131986961062736	3.4677336258219826	2.879713735777857	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	1.7776544315708724	2.4047826798607996
YBR175W	-8.004954469175436	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.3322378878495904
YBR181C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	3.383507514694314	3.1840279074647535	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	2.4811862374045153
YBR184W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	2.8457623040440856	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR187W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-3.5546948085490455
YBR208C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.5328417536821468	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR213W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-3.9673551271773215	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR215W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.2285275819952501	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR221C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	-3.7391519268146856	-3.4452046055286254	-0.07343992322592909	-0.09455608678568364	-2.1030272152184426
YBR225W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-3.4452046055286254	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR230C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-4.074301296485896	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR231C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.5965463753701425	-2.5979413545862857	0.16154970906881053	-4.286344891714396	-4.179150744978775	-0.07343992322592909	-0.09455608678568364	-3.5546948085490455
YBR233W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.025651467537319	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR238C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.1045477342709589	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR246W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	0.9016716198130277	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR251W	0.0	0.22973042524880158	0.012658498878897365	4.279797454788554	2.4570202922899615	2.879713735777857	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR255W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-3.561602898261459	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR259W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	2.401724604356391	-0.04013116153811132
YBR260C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	4.468742546680965	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR268W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	2.57539956409096	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR269C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.7649985976254796	-2.1414700970559406	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.943466348199318
YBR277C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.3322378878495904
YBR281C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.259641930859469	-1.482122725067664	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-1.9502201001310104
YBR284W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-1.5858330418381217	-1.025651467537319	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR286W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.259641930859469	-1.3806846678386986	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-1.9667666051422397	-1.9502201001310104
YBR288C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	1.30742384872889	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR290W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.1270895247662847	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YBR291C	0.0	0.22973042524880158	0.012658498878897365	-4.645279731030103	-4.365294709051179	-3.2572887265745623	0.16154970906881053	0.09119882748328469	-2.816107914571354	-0.07343992322592909	-2.590836777927758	-3.783905481180194
YBR292C	0.0	0.22973042524880158	0.012658498878897365	-2.474315010155294	-1.9227374863487954	-1.9385939825980092	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.0266236576747265
YBR295W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.5965463753701425	-1.8371559253690437	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-2.3322378878495904
YBR296C	0.0	0.22973042524880158	0.012658498878897365	-2.9567516147941406	-2.8492247087531477	-2.2429081542849065	0.16154970906881053	0.09119882748328469	-2.6064090175855967	-0.07343992322592909	-0.09455608678568364	-2.561448560480738
YBR297W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.0069635974764637	-1.431403696453181	0.16154970906881053	0.09119882748328469	-2.39671012059984	-0.07343992322592909	-0.09455608678568364	-2.7142556755681704
YBR298C	0.0	0.22973042524880158	0.012658498878897365	-3.9216248240718334	-3.354581375519158	-2.699379411815251	0.16154970906881053	-5.380730821513816	-4.493699090457411	-0.07343992322592909	-3.8389771234987955	-4.395133941529922
YBR300C	0.0	0.22973042524880158	0.012658498878897365	-1.991878405516448	-2.5965463753701425	-1.6849988395255953	-9.289108271456827	0.09119882748328469	-2.816107914571354	-0.07343992322592909	-0.09455608678568364	-2.2558343303058743
YCL001W-A	0.0	0.22973042524880158	0.012658498878897365	-4.162843126391256	-4.365294709051179	-2.547222325971803	0.16154970906881053	0.09119882748328469	-4.284000193471654	-0.07343992322592909	-3.4229303416417833	-3.47829125100533
YCL005W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-2.4280941531148055	-2.3443462115138716	0.16154970906881053	0.09119882748328469	-3.340355157035747	-0.07343992322592909	4.898005295498465	-3.5546948085490455
YCL009C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-1.2285275819952501	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YCL010C	0.0	0.22973042524880158	0.012658498878897365	-4.042233975231545	-3.354581375519158	-2.8515364976586994	0.16154970906881053	-5.927923786413526	-4.388849641964532	-5.048028407003333	-4.1510122098915545	-4.471537499073637
YCL016C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	2.2203663637895805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YCL037C	0.0	0.22973042524880158	0.012658498878897365	1.6263961292748992	1.446306958757941	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YCL045C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-3.2355057085428682	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YCL055W	0.0	0.22973042524880158	0.012658498878897365	-2.474315010155294	-1.7542852640934585	-1.8878749539835267	0.16154970906881053	0.09119882748328469	-2.9209573630642325	-0.07343992322592909	-0.09455608678568364	-2.2558343303058743
YCL058C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	3.888864181460325	2.626118592705443	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	2.5575897949482314
YCL063W	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-1.9227374863487954	-1.8117964110618023	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-0.04013116153811132
YCR007C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-0.011270895247662805	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	8.226379550354565	-0.04013116153811132
YCR009C	0.0	0.22973042524880158	0.012658498878897365	-0.062131986961062736	-0.06976304154009036	-3.460164841032493	0.16154970906881053	0.09119882748328469	-0.09002225375651256	-0.07343992322592909	-0.09455608678568364	-3.47829125100533
