orf	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [37.5 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | monomethylarsonous acid [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [5 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [75 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [150 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009	hom | growth (pooled culture, microarray) | sodium arsenite [300 uM], time [15 gen] | YPD | Jo WJ~Vulpe CD, 2009
YDR126W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.4	-2.7	-2.8
YDR135C	-0.8	0.0	-1.4	-2.85	-4.8	-4.2	0.0	0.0	-0.8	0.0	-0.7	-2.35
YDR136C	0.0	0.0	0.0	-3.0	-3.5	-5.1	0.0	0.0	0.0	0.0	0.0	-2.15
YDR140W	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.8	1.55	0.0	0.0	1.4
YDR144C	0.0	0.0	0.0	0.0	1.0	1.1	0.0	0.0	0.0	0.0	0.0	1.1
YDR146C	0.0	0.0	0.0	0.0	-1.9	-2.5	0.0	0.0	0.0	0.0	0.0	0.0
YDR149C	0.0	0.0	-1.7	0.0	-2.55	-2.65	0.0	-0.8	-2.2	0.0	-1.25	-2.75
YDR150W	0.0	0.0	0.0	0.0	-1.2	-1.85	0.0	0.0	0.0	0.0	0.0	0.0
YDR151C	-1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR153C	-1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR154C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7	0.0	0.0	0.0	0.0
YDR156W	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR159W	0.0	0.0	0.0	1.9	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR173C	0.0	0.0	0.0	1.4	2.0	0.0	0.0	-1.0	-1.8	0.0	0.0	0.0
YDR174W	0.0	0.0	0.0	0.0	0.0	2.35	0.0	0.0	1.6	0.0	0.0	0.0
YDR175C	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	2.9	0.0
YDR176W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2	0.0	0.0	0.0
YDR181C	0.0	0.0	0.0	0.0	0.0	0.0	-1.9	-3.05	-4.0	-4.0	-4.5	-4.9
YDR194C	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0
YDR218C	0.0	0.0	0.0	0.0	0.0	-0.8	0.0	0.0	0.0	0.0	0.0	0.0
YDR221W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0
YDR225W	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
YDR226W	0.0	0.0	-2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR237W	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	1.5
YDR253C	0.0	0.0	-1.1	0.0	-2.55	-4.15	0.0	0.0	0.0	0.0	0.0	-1.95
YDR255C	0.0	0.0	0.0	0.0	0.0	-1.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR259C	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0
YDR265W	0.0	0.0	0.0	-1.05	-1.2	-2.3	0.0	0.0	0.0	0.0	0.0	-1.25
YDR268W	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR271C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1
YDR291W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0
YDR295C	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0
YDR296W	0.0	0.0	0.0	1.7	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0
YDR298C	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0
YDR310C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.25
YDR312W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0
YDR317W	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR329C	0.0	0.0	0.0	-1.3	0.0	-2.35	0.0	0.0	0.0	0.0	0.0	-1.4
YDR334W	0.0	0.0	-2.1	0.0	-2.8	-3.35	0.0	0.0	0.0	0.0	-1.1	-2.85
YDR335W	0.0	0.0	0.0	0.0	2.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0
YDR337W	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0
YDR347W	0.0	0.0	0.0	2.0	1.6	3.15	0.0	0.0	0.0	0.0	0.0	0.0
YDR349C	0.0	0.0	1.8	1.35	1.9	2.85	0.0	0.0	1.6	0.0	0.0	1.7
YDR350C	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0
YDR354W	0.0	0.0	0.0	0.0	-2.15	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YDR359C	0.0	0.0	0.0	1.5	0.0	0.0	0.0	-0.9	-1.5	0.0	-1.6	-2.2
YDR363W	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0
YDR363W-A	0.0	0.0	0.0	2.1	2.65	3.95	0.0	0.0	0.0	1.6	0.0	1.5
YDR371W	-0.7	0.0	0.0	-1.5	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR377W	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR378C	0.0	0.0	1.6	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0
YDR384C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0
YDR385W	0.0	0.0	0.0	0.0	1.8	2.0	0.0	0.0	0.0	1.5	1.45	1.65
YDR388W	0.0	0.0	0.0	0.0	0.0	-2.5	0.0	0.0	0.0	0.0	0.0	0.0
YDR389W	0.0	0.0	1.9	0.0	1.7	0.0	0.0	1.5	2.2	0.0	0.0	0.0
YDR392W	0.0	0.0	0.0	1.6	2.0	3.2	0.0	0.0	0.0	0.0	0.0	1.4
YDR393W	0.0	0.0	0.0	0.0	0.0	2.15	0.0	0.0	0.0	0.0	0.0	0.0
YDR400W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0
YDR414C	0.0	0.0	1.65	2.0	2.7	3.45	0.0	0.0	0.0	0.0	1.5	2.45
YDR417C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
YDR418W	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
YDR435C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.35	0.0
YDR442W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9
YDR443C	0.0	0.0	1.0	0.8	1.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
YDR447C	0.0	0.0	0.0	0.0	1.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR450W	0.0	0.0	0.0	0.0	2.4	4.2	0.0	0.0	1.4	0.0	0.0	1.55
YDR455C	0.0	0.0	0.0	0.0	0.0	-2.25	0.0	0.0	0.0	0.0	0.0	0.0
YDR456W	0.0	0.0	0.0	0.0	0.0	-1.6	0.0	0.0	0.0	0.0	2.2	0.0
YDR457W	0.0	0.0	0.0	0.0	1.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0
YDR458C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.4	0.0
YDR462W	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0
YDR463W	0.0	0.0	-1.9	-1.85	-3.4	-3.1	0.0	0.0	-1.9	0.0	0.0	-2.55
YDR471W	0.0	0.0	0.0	0.0	1.1	1.4	0.0	0.6	0.0	0.0	0.0	1.5
YDR477W	0.0	0.0	-1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1	-1.9
YDR483W	0.0	0.0	0.0	0.0	-1.45	-1.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR484W	0.0	0.0	0.0	0.0	-2.15	-2.4	0.0	0.0	0.0	0.0	0.0	-1.8
YDR497C	0.0	0.0	0.0	0.8	0.8	0.9	0.0	0.0	0.0	0.0	0.0	0.0
YDR500C	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
YDR506C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0
YDR507C	0.0	0.0	0.0	1.6	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0
YDR512C	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0
YDR516C	0.0	0.0	0.0	0.0	1.0	-2.9	0.0	0.0	1.1	0.0	0.0	1.15
YDR525W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7
YDR539W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6	0.0	0.0	0.0
YDR540C	0.0	0.0	0.8	0.95	1.25	1.8	0.0	0.0	0.0	0.0	0.0	1.1
YEL003W	0.0	0.0	0.0	0.0	0.0	-3.8	-2.0	-1.7	-2.3	-1.45	-2.1	-3.3
YEL005C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3
YEL028W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0
YEL046C	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL050C	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	1.65
YEL053C	0.0	0.0	0.0	0.0	0.0	-1.1	0.0	0.0	0.0	0.0	0.0	-1.0
YEL054C	0.0	0.0	0.0	0.0	1.25	1.25	0.0	0.0	0.0	0.0	0.0	1.2
YEL060C	0.0	0.0	0.0	0.0	0.0	-2.4	0.0	0.0	0.0	0.0	0.0	0.0
YEL062W	0.0	0.0	1.2	1.1	2.1	3.55	0.0	0.0	0.0	0.0	0.0	1.55
YEL065W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8	0.0	0.0	0.0
YEL067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0
YER002W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8	0.0
YER007C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
YER017C	0.0	0.0	0.0	2.7	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0
YER040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3	-2.15	-2.35
YER050C	0.0	0.0	0.0	1.8	1.8	3.05	0.0	0.0	0.0	0.0	0.0	0.0
YER055C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0
YER056C-A	0.0	0.0	0.0	0.0	-1.1	-2.25	0.0	0.0	0.0	0.0	0.0	0.0
YER065C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9
YER074W	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0
YER075C	0.0	0.0	0.0	0.0	0.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YER077C	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0
YER084W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1	0.0	0.0	-1.5
YER087W	0.0	0.0	0.0	1.3	1.3	2.0	0.0	0.0	0.0	0.0	0.0	0.0
YER089C	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0
YER092W	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0
YER110C	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	-1.2	-1.6	-2.0	-3.05
YER111C	0.0	0.0	1.5	1.6	2.35	2.4	0.0	0.0	0.0	0.0	0.0	0.0
YER119C-A	0.0	0.0	0.0	0.0	1.25	1.8	0.0	0.0	0.0	0.0	0.0	0.0
YER120W	0.0	0.0	0.0	0.0	0.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YER122C	0.0	0.0	0.0	1.85	2.2	2.8	0.0	0.0	0.0	1.2	1.3	2.6
YER131W	0.0	0.0	0.0	1.1	1.45	1.75	0.0	0.0	0.0	0.0	0.0	1.0
YER139C	0.0	0.0	0.0	1.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.9
YER141W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	0.0
YER149C	0.0	0.0	0.0	-0.6	-1.25	-1.75	0.0	0.0	0.0	0.0	0.0	-0.9
YER151C	0.0	0.0	-2.15	-2.2	-2.1	-3.1	0.0	0.0	0.0	0.0	0.0	0.0
YER153C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0	0.0
YER161C	0.0	0.0	1.1	0.0	0.9	1.8	0.0	0.0	0.0	0.0	0.0	0.0
YER167W	0.0	0.0	1.1	1.0	1.2	1.55	0.0	0.0	0.0	0.0	0.0	0.0
YER177W	0.0	0.0	0.0	-0.9	-1.3	-3.0	0.0	0.0	0.0	0.0	-1.65	-2.95
YFL016C	0.0	0.0	-2.2	0.0	-1.9	-2.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL023W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.7	-1.6	-2.7
YFL025C	0.0	0.0	0.0	0.0	0.0	-2.4	0.0	0.0	0.0	0.0	0.0	0.0
YFL036W	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	2.2
YFL041W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0
YFR010W	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	-1.5	0.0	0.0	-1.9
YFR016C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0
YFR026C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0
YFR030W	0.0	0.0	0.0	0.0	0.0	-3.7	0.0	0.0	0.0	0.0	0.0	0.0
YFR031C-A	0.0	0.0	0.0	0.0	1.5	1.8	0.0	0.0	0.0	0.0	0.0	1.6
YFR034C	0.0	0.0	0.0	-2.1	0.0	0.0	0.0	0.0	0.0	-3.0	0.0	0.0
YFR036W	-1.7	0.0	-2.8	-4.15	-5.7	-3.9	0.0	-2.9	-4.5	-3.65	-4.35	-3.45
YFR040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5	-2.0
YFR045W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0
YFR049W	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	0.0	0.0	0.0	0.0
YGL003C	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
YGL007W	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0
YGL012W	0.0	0.0	0.0	0.0	0.0	-2.2	0.0	0.0	0.0	-1.7	-1.4	0.0
YGL014W	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	1.1
YGL019W	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL020C	-1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL025C	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL031C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15
YGL043W	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	-3.0	0.0	0.0	0.0
YGL045W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.95	-2.2
YGL054C	0.0	0.0	0.0	0.0	1.5	2.1	0.0	0.0	0.0	0.0	0.0	0.0
YGL062W	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0	0.0	0.0	0.0
YGL064C	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0
YGL066W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
YGL071W	0.0	0.0	-1.6	1.9	0.0	2.7	0.0	0.0	-1.2	0.0	0.0	0.0
YGL072C	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0
YGL076C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.75	0.0	0.0	1.7
YGL078C	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	1.5
YGL082W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.8	0.0	0.0	0.0
YGL086W	0.0	0.0	0.0	0.0	0.0	-1.6	0.0	0.0	0.0	0.0	0.0	0.0
YGL087C	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL088W	0.0	0.0	0.0	0.0	1.95	3.2	0.0	0.0	0.0	0.0	0.0	2.0
YGL105W	0.0	0.0	0.0	0.0	1.6	2.2	0.0	0.0	0.0	0.0	0.0	0.0
YGL115W	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL118C	-1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL127C	0.0	1.3	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL133W	0.0	0.0	0.0	-1.5	-2.05	-3.55	0.0	0.0	0.0	0.0	-1.0	-1.3
YGL136C	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0
YGL147C	0.0	0.0	0.0	0.0	1.8	1.95	0.0	0.0	1.15	0.0	0.0	1.5
YGL148W	0.0	0.0	0.0	-2.35	-2.2	-2.65	0.0	0.0	0.0	-2.0	-2.65	-3.85
YGL149W	-1.2	0.0	0.0	-1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0
YGL152C	0.0	0.0	0.0	0.0	-1.8	-2.5	0.0	0.0	0.0	0.0	0.0	0.0
YGL153W	0.0	0.0	0.0	-0.8	-1.15	-1.8	0.0	0.0	0.0	0.0	0.0	-1.15
YGL163C	0.0	0.0	0.0	0.0	0.0	-2.3	0.0	0.0	0.0	0.0	0.0	0.0
YGL168W	0.0	0.0	0.0	-1.8	0.0	-1.6	0.0	0.0	0.0	0.0	0.0	0.0
YGL175C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5	-2.4
YGL209W	0.0	0.0	0.0	0.0	0.0	-1.2	0.0	0.0	0.0	0.0	0.0	-0.8
YGL213C	0.0	0.0	0.0	0.0	0.9	1.35	0.0	0.0	0.0	0.0	0.0	1.1
YGL214W	0.0	0.0	0.0	0.0	0.7	1.1	0.0	0.0	1.3	0.0	0.0	1.35
YGL218W	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0
YGL219C	0.0	0.0	0.0	0.0	3.3	4.5	0.0	0.0	0.0	0.0	0.0	0.0
YGL220W	0.0	0.0	0.0	0.0	0.0	-1.7	0.0	0.0	0.0	0.0	0.0	0.0
YGL227W	-1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL240W	0.0	0.0	0.0	2.2	2.2	3.9	0.0	0.0	0.0	0.0	0.0	0.0
YGL244W	0.0	0.0	1.4	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0
YGL249W	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL250W	0.0	0.0	0.0	0.0	-1.5	-1.2	0.0	0.0	0.0	0.0	0.0	0.0
YGL252C	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	0.0	0.0	0.0	0.0
YGL253W	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	0.0	0.0	-1.0	-1.45	-1.8
YGR012W	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0
YGR028W	-0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR034W	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.9
YGR035C	-1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR049W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0
YGR054W	0.0	0.0	0.0	0.0	0.0	-0.9	0.0	0.0	0.0	0.0	0.0	0.0
YGR056W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8	0.0	0.0	0.0
YGR057C	0.0	0.0	-1.6	-2.7	-4.1	-3.55	0.0	-1.2	-2.5	-1.95	-2.8	-4.7
YGR063C	0.0	0.0	1.5	1.95	2.6	3.0	0.0	0.0	0.0	0.0	1.3	2.95
YGR064W	0.0	0.0	1.8	1.65	2.55	2.8	0.0	0.0	0.0	0.0	1.45	2.95
YGR072W	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.95
YGR077C	0.0	0.0	0.0	-0.9	-1.2	-1.95	0.0	0.0	0.0	0.0	-0.7	-1.1
YGR078C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.3	-2.4	0.0	0.0	0.0
YGR081C	0.0	0.0	0.0	1.2	1.9	2.15	0.0	0.0	0.0	0.0	0.0	1.5
YGR085C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6
YGR089W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6
YGR097W	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	0.0	0.0	1.4
YGR101W	0.0	0.0	0.0	1.9	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
YGR102C	0.0	0.0	0.0	1.55	1.5	3.25	0.0	0.0	0.0	0.0	1.4	1.45
YGR104C	0.0	0.0	1.5	0.0	2.15	2.45	0.0	0.0	0.0	0.0	0.0	0.0
YGR106C	0.0	0.0	0.0	0.0	-1.4	-1.75	0.0	0.0	0.0	0.0	0.0	-1.7
YGR118W	0.0	0.0	0.0	0.0	1.8	2.75	0.0	0.0	0.0	0.0	0.0	1.3
YGR122W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.05	-2.35
YGR123C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8
YGR133W	0.0	0.0	-1.1	-1.0	-1.4	-2.3	0.0	-0.8	-1.4	-0.8	-1.0	-1.9
YGR134W	0.0	0.0	0.0	0.0	0.8	0.9	0.0	0.0	0.0	0.0	0.0	0.0
YGR138C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3	0.0	0.0	0.0
YGR144W	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0
YGR148C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
YGR150C	0.0	0.0	0.0	1.1	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0
YGR153W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1	0.0
YGR157W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0
YGR159C	0.0	0.0	1.55	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0
YGR160W	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	0.0	0.0
YGR161C	0.0	0.0	0.0	0.0	0.0	0.0	-1.4	0.0	0.0	0.0	0.0	0.0
YGR162W	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	0.0	0.0	0.0
YGR163W	0.0	0.0	0.0	0.0	-2.95	-3.55	0.0	0.0	0.0	0.0	0.0	-2.85
YGR170W	0.0	0.0	0.0	0.0	0.0	-1.65	0.0	0.0	0.0	0.0	0.0	0.0
YGR178C	0.0	0.0	0.0	0.0	-0.9	-1.3	0.0	0.0	0.0	0.0	0.0	0.0
YGR184C	0.0	0.0	0.0	0.0	-1.6	-1.8	0.0	0.0	0.0	0.0	0.0	0.0
YGR200C	0.0	0.0	0.0	0.0	1.7	2.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR205W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2	0.0
YGR208W	0.0	0.0	0.0	0.0	0.0	-4.1	0.0	0.0	0.0	0.0	0.0	0.0
YGR209C	0.0	0.0	0.0	0.0	0.0	-2.75	0.0	0.0	0.0	0.0	0.0	0.0
YGR214W	0.0	0.0	0.0	0.0	1.4	2.3	0.0	0.0	0.0	0.0	0.0	0.0
YGR215W	0.0	0.0	0.0	1.5	2.3	3.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR219W	0.0	0.0	0.0	1.5	0.0	2.55	0.0	0.0	0.0	0.0	0.0	0.0
YGR220C	0.0	0.0	0.0	1.3	1.1	2.2	0.0	0.0	0.0	0.0	0.0	0.0
YGR221C	0.0	0.0	0.0	0.0	0.0	-1.1	0.0	0.0	0.0	0.0	0.0	0.0
YGR223C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1
YGR228W	0.0	0.0	0.0	-1.1	-1.6	-2.1	0.0	0.0	0.0	0.0	0.0	-1.5
