orf	hom | growth (spot assay) | ethanol [6%] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | pH [3.0] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | sodium chloride [1.2 M] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | glucitol [1.2 M] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | paraquat [1 mM] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | benomyl [15 ug/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | ultraviolet light [100 J/m2] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | hydroxyurea [11.4 mg/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | mycophenolic acid [20 ug/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | cycloheximide [0.18 ug/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | sirolimus [0.1 ug/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | calcium dichloride [0.7 M] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | cadmium dichloride [55 uM] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | hygromycin B [50 ug/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | caffeine [2 mg/ml] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | antimycin A [1 ug/ml], galactose [2%] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | antimycin A [1 ug/ml], raffinose [2%] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | YPG [3%] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | YPL [2% lactate] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | YPD [low-phosphate] | Dudley AM~Church GM, 2005	hom | growth (spot assay) | low iron (4,7-diphenyl-1,10-phenanthroline [200 μM]) | Dudley AM~Church GM, 2005	hom | growth (spot assay) | 1,4-dithiothreitol [unknown] | Dudley AM~Church GM, 2005
YAL002W	-0.06526586143147523	-2.9932652038945466	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	-2.3522852979686477	0.0	-0.06319725816137256	-0.09985868084489256	-1.5099554018820813	0.06147054942950086	-0.03788755336660741	-5.997658642140687	-4.593591347823649	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL004W	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	0.06147054942950086	-0.03788755336660741	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL005C	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	0.06147054942950086	-0.03788755336660741	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL007C	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	0.06147054942950086	-0.03788755336660741	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL008W	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	0.06147054942950086	-0.03788755336660741	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL009W	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	-6.024113844091112	-3.788755336660744	-0.05997658642140681	0.0	-5.561790292173373	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-2.9895316306018587	0.11164387962154826
YAL010C	-2.2190392886701598	0.12603221911134874	-2.4227701837170788	0.1287666715129765	-0.0844223474172081	-2.3522852979686477	3.1716158361469717	-2.148706777486669	-0.09985868084489256	-1.5099554018820813	6.147054942950113	-1.2881768144646528	1.9192507654850197	-1.1483978369559122	-0.04181797212160427	-2.748495014213926	10.957104190290956	-1.2258495469678414	-1.364278998474513	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL011W	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	-4.8036141874307114	0.0	-0.06319725816137256	-0.09985868084489256	-1.5099554018820813	0.06147054942950086	-2.5384660755626984	-0.05997658642140681	0.0	-4.18179721216043	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL013W	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-5.9065902485387305	0.06147054942950086	-5.03904459775879	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-1.2258495469678414	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
YAL014C	-0.06526586143147523	0.12603221911134874	-0.07125794657991401	0.1287666715129765	-0.0844223474172081	0.09904359149341628	0.0	-0.06319725816137256	-0.09985868084489256	-0.04441045299653177	0.06147054942950086	-0.03788755336660741	-0.05997658642140681	0.0	-0.04181797212160427	-0.0808380886533507	0.10957104190290906	-0.0360543984402306	-0.05298170867862219	-0.08700773545616677	-0.08792740090005459	0.11164387962154826
