orf	hom | growth (pooled culture, microarray) | lanthanum(3+) [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | praseodymium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | neodymium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | samarium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | europium(3+) [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | gadolinium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | terbium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | dysprosium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | holmium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | erbium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | thulium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | ytterbium [IC20] | YPD | Pallares RM~Abergel RJ, 2021	hom | growth (pooled culture, microarray) | lutetium [IC20] | YPD | Pallares RM~Abergel RJ, 2021
YAL001C	0.5548057817605091	0.0918458151928828	-1.8432475290639894	1.6101946669404814	-1.007638898118062	-0.6889987868655205	-0.9920278851064501	-3.077441274979613	1.6705323761133828		1.149531891682762	2.1941092293957136	
YAL002W	-0.20813623065262848	1.1929927842711077	1.9564953355048003	0.8582362102479838	-1.7672615605834487	-1.0462279492066378	-0.28872178343835936	-0.9549952906062278	1.7036373030267702		2.1791729605293364	0.06833058739670628	
YAL004W	-0.2031219717346043	0.12203269504772957	-0.4695188480552124	-0.9080871316023011	-0.11847047004144116	-0.03494507196685373	-0.06966607731641368	0.3671420274715278			-0.20475907244599328	-0.4383822811555961	
YAL005C	0.05728385819631072	0.557852846399581	0.5886154345106862	0.3147176003418353	0.4522753422184909	0.6301610897165925	0.059171676744954264	0.34647442531533434	0.7021795660614973		0.10619444505304051	-0.2121143113789672	
YAL007C	0.6862369433106361	-0.6038526693065354	0.6219807170915478	-0.30322378554532864	-0.1614700413936528	-0.7264895264041266	0.41311046264383733	0.290439128625775	0.5968499795970097		0.5396837977856177	0.5216806841969722	
YAL008W	0.47569788754276654	0.6676515779019824	0.3210955520556688	0.003604462777614038	-0.12603291981874218	-3.9421138647191785	-0.2958130996958461	0.5370029558406226			-0.07259028074717089	-0.2978144065984592	
YAL009W	-1.0474099594900725	-1.4007060725098701	-1.305335384306031	-1.2175019157115852		-1.6034587695346036		-3.7978017717730497			0.5913742665850568	-0.5162494923441072	
YAL011W	0.2540524907491509	0.9917840174559547	0.5100398975600446	2.4630611518058947	-0.6815999402383487	-1.4611940890906554	0.16721047238003844	0.282066391151263	0.9699748194132051		2.0328557253409163	1.9470286041435685	
YAL013W	-0.2763239342300964	-0.12537989627742743	-1.4269507418600336	-0.43887478829021564		-1.9723816651539048	-0.640671272668661	-1.10085834160999			3.989773812713453	4.688848432768208	
YAL014C	-0.3489042690863321	0.3674139014470341	-0.558472195367112	1.4229794612735915	0.00820540519167641	-0.629189761477412	0.02454189911510792	0.3961731947070761	1.4762729009799684		1.9298072006367386	1.2087167472548077	
