orf	hom | protein aggregates (Ire1) | 1,4-dithiothreitol [2 mM] | Cohen N~Schuldiner M, 2017
YBR010W	0.05926713661832268
YBR012C	0.05926713661832268
YBR013C	0.05926713661832268
YBR014C	0.05926713661832268
YBR015C	0.05926713661832268
YBR016W	0.05926713661832268
YBR018C	0.05926713661832268
YBR019C	0.05926713661832268
YBR020W	0.05926713661832268
YBR021W	0.05926713661832268
YBR022W	0.05926713661832268
YBR023C	0.05926713661832268
YBR024W	0.05926713661832268
YBR025C	0.05926713661832268
YBR026C	0.05926713661832268
YBR027C	0.05926713661832268
YBR028C	0.05926713661832268
YBR030W	0.05926713661832268
YBR031W	0.05926713661832268
YBR032W	0.05926713661832268
YBR033W	0.05926713661832268
YBR034C	0.05926713661832268
YBR035C	0.05926713661832268
YBR036C	0.05926713661832268
YBR037C	-5.80817938859565
YBR040W	0.05926713661832268
YBR041W	0.05926713661832268
YBR042C	0.05926713661832268
YBR043C	0.05926713661832268
YBR044C	0.05926713661832268
YBR045C	0.05926713661832268
YBR046C	0.05926713661832268
YBR047W	0.05926713661832268
YBR048W	0.05926713661832268
YBR050C	0.05926713661832268
YBR051W	0.05926713661832268
YBR052C	0.05926713661832268
YBR053C	0.05926713661832268
YBR054W	0.05926713661832268
YBR056W	0.05926713661832268
YBR056W-A	0.05926713661832268
YBR057C	0.05926713661832268
YBR058C	0.05926713661832268
YBR058C-A	0.05926713661832268
YBR059C	0.05926713661832268
YBR061C	0.05926713661832268
YBR062C	0.05926713661832268
YBR063C	0.05926713661832268
YBR064W	0.05926713661832268
YBR065C	0.05926713661832268
YBR066C	0.05926713661832268
YBR067C	0.05926713661832268
YBR068C	0.05926713661832268
YBR069C	0.05926713661832268
YBR071W	0.05926713661832268
YBR072C-A	0.05926713661832268
YBR072W	0.05926713661832268
YBR073W	0.05926713661832268
YBR074W	0.05926713661832268
YBR076W	0.05926713661832268
YBR077C	0.05926713661832268
YBR081C	-5.80817938859565
YBR082C	0.05926713661832268
YBR083W	0.05926713661832268
YBR084C-A	0.05926713661832268
YBR084W	0.05926713661832268
YBR085C-A	0.05926713661832268
YBR085W	0.05926713661832268
YBR089C-A	0.05926713661832268
YBR090C	0.05926713661832268
YBR092C	0.05926713661832268
YBR093C	0.05926713661832268
YBR094W	0.05926713661832268
YBR095C	0.05926713661832268
YBR097W	0.05926713661832268
YBR098W	0.05926713661832268
YBR099C	0.05926713661832268
YBR101C	0.05926713661832268
YBR103W	5.926713661832294
YBR104W	0.05926713661832268
YBR105C	0.05926713661832268
YBR106W	0.05926713661832268
YBR107C	0.05926713661832268
YBR108W	0.05926713661832268
YBR111C	0.05926713661832268
YBR111W-A	0.05926713661832268
YBR112C	0.05926713661832268
YBR113W	0.05926713661832268
YBR114W	0.05926713661832268
YBR115C	0.05926713661832268
YBR116C	0.05926713661832268
YBR119W	0.05926713661832268
YBR120C	0.05926713661832268
YBR121C	0.05926713661832268
YBR122C	0.05926713661832268
YBR125C	0.05926713661832268
YBR126C	0.05926713661832268
YBR127C	0.05926713661832268
YBR128C	0.05926713661832268
YBR129C	0.05926713661832268
YBR130C	0.05926713661832268
YBR131W	0.05926713661832268
YBR132C	0.05926713661832268
YBR133C	0.05926713661832268
YBR134W	0.05926713661832268
YBR137W	0.05926713661832268
YBR138C	0.05926713661832268
YBR139W	0.05926713661832268
YBR141C	0.05926713661832268
YBR144C	0.05926713661832268
YBR145W	0.05926713661832268
YBR146W	0.05926713661832268
YBR147W	0.05926713661832268
YBR148W	0.05926713661832268
YBR149W	0.05926713661832268
YBR150C	0.05926713661832268
YBR151W	0.05926713661832268
YBR156C	0.05926713661832268
YBR157C	0.05926713661832268
YBR158W	0.05926713661832268
YBR159W	0.05926713661832268
YBR161W	0.05926713661832268
YBR162C	0.05926713661832268
YBR162W-A	0.05926713661832268
YBR163W	-5.80817938859565
YBR164C	0.05926713661832268
YBR165W	0.05926713661832268
YBR166C	0.05926713661832268
YBR168W	0.05926713661832268
YBR169C	0.05926713661832268
YBR170C	0.05926713661832268
YBR171W	-5.80817938859565
YBR172C	0.05926713661832268
YBR173C	0.05926713661832268
YBR174C	0.05926713661832268
YBR175W	-5.80817938859565
YBR176W	0.05926713661832268
YBR177C	0.05926713661832268
YBR178W	0.05926713661832268
YBR179C	5.926713661832294
YBR180W	0.05926713661832268
YBR181C	0.05926713661832268
YBR182C	0.05926713661832268
YBR182C-A	0.05926713661832268
YBR183W	0.05926713661832268
YBR184W	0.05926713661832268
YBR185C	0.05926713661832268
YBR186W	0.05926713661832268
YBR187W	0.05926713661832268
YBR188C	0.05926713661832268
YBR189W	0.05926713661832268
YBR191W	0.05926713661832268
YBR194W	0.05926713661832268
YBR195C	0.05926713661832268
YBR196C-A	0.05926713661832268
YBR196C-B	0.05926713661832268
YBR197C	0.05926713661832268
YBR199W	0.05926713661832268
YBR200W	0.05926713661832268
YBR200W-A	0.05926713661832268
YBR201W	0.05926713661832268
YBR203W	0.05926713661832268
YBR204C	0.05926713661832268
YBR205W	0.05926713661832268
YBR206W	0.05926713661832268
YBR207W	0.05926713661832268
YBR208C	0.05926713661832268
YBR209W	0.05926713661832268
YBR210W	0.05926713661832268
YBR212W	0.05926713661832268
YBR213W	0.05926713661832268
YBR214W	0.05926713661832268
YBR215W	0.05926713661832268
YBR216C	0.05926713661832268
YBR217W	0.05926713661832268
YBR218C	0.05926713661832268
YBR219C	0.05926713661832268
YBR220C	0.05926713661832268
YBR221C	0.05926713661832268
YBR221W-A	0.05926713661832268
YBR222C	0.05926713661832268
YBR223C	0.05926713661832268
YBR224W	0.05926713661832268
YBR225W	0.05926713661832268
YBR226C	0.05926713661832268
YBR227C	0.05926713661832268
YBR228W	0.05926713661832268
YBR229C	0.05926713661832268
YBR230C	0.05926713661832268
YBR231C	0.05926713661832268
YBR232C	0.05926713661832268
YBR233W	0.05926713661832268
YBR235W	0.05926713661832268
YBR238C	0.05926713661832268
YBR239C	0.05926713661832268
YBR240C	0.05926713661832268
YBR241C	0.05926713661832268
YBR242W	0.05926713661832268
YBR244W	0.05926713661832268
YBR245C	0.05926713661832268
YBR246W	0.05926713661832268
YBR248C	0.05926713661832268
YBR249C	0.05926713661832268
YBR250W	0.05926713661832268
YBR251W	0.05926713661832268
YBR255W	0.05926713661832268
YBR258C	0.05926713661832268
YBR259W	0.05926713661832268
YBR260C	0.05926713661832268
YBR261C	0.05926713661832268
YBR262C	0.05926713661832268
YBR263W	0.05926713661832268
YBR264C	0.05926713661832268
YBR266C	0.05926713661832268
YBR267W	0.05926713661832268
YBR268W	5.926713661832294
YBR269C	0.05926713661832268
YBR270C	0.05926713661832268
YBR271W	0.05926713661832268
YBR272C	0.05926713661832268
YBR273C	0.05926713661832268
YBR274W	0.05926713661832268
YBR275C	0.05926713661832268
YBR276C	0.05926713661832268
YBR277C	0.05926713661832268
YBR278W	0.05926713661832268
YBR279W	0.05926713661832268
YBR280C	0.05926713661832268
YBR281C	0.05926713661832268
YBR282W	0.05926713661832268
YBR283C	0.05926713661832268
YBR284W	0.05926713661832268
YBR285W	0.05926713661832268
YBR286W	0.05926713661832268
YBR287W	0.05926713661832268
YBR288C	0.05926713661832268
YBR289W	0.05926713661832268
YBR290W	0.05926713661832268
YBR291C	0.05926713661832268
YBR292C	0.05926713661832268
YBR293W	0.05926713661832268
YBR294W	0.05926713661832268
YBR295W	0.05926713661832268
YBR296C	0.05926713661832268
YBR296C-A	0.05926713661832268
YBR297W	0.05926713661832268
YBR298C	0.05926713661832268
YBR299W	0.05926713661832268
YBR300C	0.05926713661832268
YBR301W	0.05926713661832268
YCL001W	0.05926713661832268
YCL001W-A	0.05926713661832268
YCL001W-B	0.05926713661832268
YCL002C	0.05926713661832268
YCL005W	0.05926713661832268
YCL007C	0.05926713661832268
YCL008C	0.05926713661832268
YCL009C	0.05926713661832268
YCL010C	-5.80817938859565
YCL011C	0.05926713661832268
YCL014W	0.05926713661832268
YCL016C	0.05926713661832268
YCL021W-A	0.05926713661832268
YCL022C	0.05926713661832268
YCL023C	0.05926713661832268
YCL024W	0.05926713661832268
YCL025C	0.05926713661832268
YCL026C-A	0.05926713661832268
YCL026C-B	0.05926713661832268
YCL027W	0.05926713661832268
YCL028W	0.05926713661832268
YCL029C	0.05926713661832268
YCL030C	0.05926713661832268
YCL032W	0.05926713661832268
YCL033C	0.05926713661832268
YCL034W	0.05926713661832268
YCL035C	0.05926713661832268
YCL036W	0.05926713661832268
YCL037C	0.05926713661832268
YCL038C	0.05926713661832268
YCL039W	0.05926713661832268
YCL040W	0.05926713661832268
YCL042W	0.05926713661832268
YCL044C	0.05926713661832268
YCL045C	0.05926713661832268
YCL046W	0.05926713661832268
YCL047C	0.05926713661832268
YCL048W	0.05926713661832268
YCL049C	0.05926713661832268
YCL050C	0.05926713661832268
YCL051W	0.05926713661832268
YCL055W	0.05926713661832268
YCL056C	0.05926713661832268
YCL057C-A	0.05926713661832268
YCL057W	0.05926713661832268
YCL058C	0.05926713661832268
YCL061C	0.05926713661832268
YCL063W	0.05926713661832268
YCL064C	0.05926713661832268
YCL069W	0.05926713661832268
YCL076W	0.05926713661832268
YCR001W	0.05926713661832268
YCR002C	0.05926713661832268
YCR003W	-5.80817938859565
YCR004C	0.05926713661832268
YCR005C	0.05926713661832268
YCR006C	0.05926713661832268
YCR007C	0.05926713661832268
YCR008W	0.05926713661832268
YCR009C	0.05926713661832268
YCR010C	0.05926713661832268
YCR011C	0.05926713661832268
YCR014C	0.05926713661832268
YCR015C	0.05926713661832268
YCR016W	0.05926713661832268
YCR017C	0.05926713661832268
YCR019W	0.05926713661832268
YCR020C	0.05926713661832268
YCR020C-A	0.05926713661832268
YCR020W-B	0.05926713661832268
YCR021C	0.05926713661832268
YCR022C	0.05926713661832268
YCR023C	0.05926713661832268
YCR024C	0.05926713661832268
YCR024C-A	0.05926713661832268
YCR025C	0.05926713661832268
YCR026C	0.05926713661832268
YCR027C	0.05926713661832268
YCR028C	0.05926713661832268
YCR028C-A	0.05926713661832268
YCR030C	0.05926713661832268
YCR031C	0.05926713661832268
YCR032W	0.05926713661832268
YCR033W	-5.80817938859565
YCR034W	0.05926713661832268
YCR036W	0.05926713661832268
YCR037C	0.05926713661832268
YCR043C	0.05926713661832268
YCR044C	0.05926713661832268
YCR045C	0.05926713661832268
YCR046C	0.05926713661832268
YCR047C	0.05926713661832268
YCR048W	0.05926713661832268
YCR049C	0.05926713661832268
YCR050C	0.05926713661832268
YCR051W	0.05926713661832268
YCR053W	0.05926713661832268
YCR059C	0.05926713661832268
YCR060W	0.05926713661832268
YCR061W	0.05926713661832268
YCR063W	0.05926713661832268
YCR065W	0.05926713661832268
YCR066W	0.05926713661832268
YCR067C	0.05926713661832268
YCR068W	0.05926713661832268
YCR069W	0.05926713661832268
YCR071C	0.05926713661832268
YCR073C	0.05926713661832268
YCR073W-A	0.05926713661832268
YCR075C	0.05926713661832268
YCR075W-A	0.05926713661832268
YCR076C	0.05926713661832268
YCR077C	0.05926713661832268
YCR079W	0.05926713661832268
YCR081W	0.05926713661832268
YCR082W	0.05926713661832268
YCR083W	0.05926713661832268
YCR084C	0.05926713661832268
YCR085W	0.05926713661832268
YCR086W	0.05926713661832268
YCR087C-A	0.05926713661832268
YCR087W	0.05926713661832268
YCR088W	0.05926713661832268
YCR089W	0.05926713661832268
YCR090C	0.05926713661832268
YCR091W	0.05926713661832268
YCR092C	0.05926713661832268
YCR094W	0.05926713661832268
YCR095C	0.05926713661832268
YCR098C	0.05926713661832268
YCR099C	0.05926713661832268
YCR100C	0.05926713661832268
YCR101C	0.05926713661832268
YCR102C	0.05926713661832268
YCR102W-A	0.05926713661832268
YCR105W	0.05926713661832268
YCR106W	0.05926713661832268
YCR107W	0.05926713661832268
YDL001W	0.05926713661832268
YDL002C	5.926713661832294
YDL006W	0.05926713661832268
YDL009C	0.05926713661832268
YDL010W	0.05926713661832268
YDL011C	0.05926713661832268
YDL012C	0.05926713661832268
YDL013W	0.05926713661832268
YDL018C	0.05926713661832268
YDL019C	0.05926713661832268
YDL020C	0.05926713661832268
YDL021W	0.05926713661832268
YDL022W	0.05926713661832268
YDL023C	0.05926713661832268
YDL024C	0.05926713661832268
YDL025C	0.05926713661832268
YDL026W	0.05926713661832268
YDL027C	0.05926713661832268
YDL032W	0.05926713661832268
YDL033C	0.05926713661832268
YDL034W	0.05926713661832268
YDL035C	0.05926713661832268
YDL036C	0.05926713661832268
YDL037C	0.05926713661832268
YDL039C	0.05926713661832268
YDL040C	0.05926713661832268
YDL041W	0.05926713661832268
YDL042C	0.05926713661832268
YDL044C	5.926713661832294
YDL045W-A	-5.80817938859565
YDL046W	0.05926713661832268
YDL047W	5.926713661832294
YDL048C	0.05926713661832268
YDL049C	0.05926713661832268
YDL050C	0.05926713661832268
YDL051W	0.05926713661832268
YDL052C	0.05926713661832268
YDL053C	0.05926713661832268
YDL054C	0.05926713661832268
YDL056W	0.05926713661832268
YDL057W	0.05926713661832268
YDL059C	0.05926713661832268
YDL061C	0.05926713661832268
YDL062W	0.05926713661832268
YDL063C	0.05926713661832268
YDL065C	0.05926713661832268
YDL066W	0.05926713661832268
YDL067C	-5.80817938859565
YDL068W	0.05926713661832268
YDL069C	0.05926713661832268
YDL070W	0.05926713661832268
YDL071C	0.05926713661832268
YDL072C	0.05926713661832268
YDL073W	0.05926713661832268
YDL074C	-5.80817938859565
YDL075W	0.05926713661832268
YDL076C	0.05926713661832268
YDL077C	0.05926713661832268
YDL078C	0.05926713661832268
YDL079C	0.05926713661832268
YDL080C	0.05926713661832268
YDL081C	0.05926713661832268
YDL082W	0.05926713661832268
YDL083C	0.05926713661832268
YDL085C-A	0.05926713661832268
YDL085W	0.05926713661832268
YDL086W	0.05926713661832268
YDL088C	0.05926713661832268
YDL089W	0.05926713661832268
YDL090C	0.05926713661832268
YDL091C	0.05926713661832268
YDL093W	0.05926713661832268
YDL094C	0.05926713661832268
YDL095W	0.05926713661832268
YDL096C	0.05926713661832268
YDL099W	0.05926713661832268
YDL100C	0.05926713661832268
YDL101C	0.05926713661832268
YDL104C	0.05926713661832268
YDL106C	0.05926713661832268
YDL107W	-5.80817938859565
YDL109C	0.05926713661832268
YDL110C	0.05926713661832268
YDL112W	0.05926713661832268
YDL113C	0.05926713661832268
YDL114W	0.05926713661832268
YDL115C	0.05926713661832268
YDL116W	0.05926713661832268
YDL117W	0.05926713661832268
YDL118W	0.05926713661832268
YDL119C	0.05926713661832268
YDL121C	0.05926713661832268
YDL122W	0.05926713661832268
YDL123W	0.05926713661832268
YDL124W	0.05926713661832268
YDL125C	0.05926713661832268
YDL127W	0.05926713661832268
YDL128W	0.05926713661832268
YDL129W	0.05926713661832268
YDL130W	0.05926713661832268
YDL130W-A	0.05926713661832268
YDL131W	0.05926713661832268
YDL133C-A	0.05926713661832268
YDL133W	0.05926713661832268
YDL134C	0.05926713661832268
YDL135C	0.05926713661832268
YDL136W	0.05926713661832268
YDL137W	0.05926713661832268
YDL138W	0.05926713661832268
YDL142C	0.05926713661832268
YDL144C	0.05926713661832268
YDL146W	0.05926713661832268
YDL149W	0.05926713661832268
YDL151C	0.05926713661832268
YDL154W	0.05926713661832268
YDL155W	0.05926713661832268
YDL156W	0.05926713661832268
YDL157C	0.05926713661832268
YDL159W	0.05926713661832268
YDL159W-A	0.05926713661832268
YDL160C	0.05926713661832268
YDL160C-A	0.05926713661832268
YDL161W	0.05926713661832268
YDL162C	0.05926713661832268
YDL167C	0.05926713661832268
YDL168W	0.05926713661832268
YDL169C	0.05926713661832268
YDL170W	0.05926713661832268
YDL171C	0.05926713661832268
YDL172C	0.05926713661832268
YDL173W	0.05926713661832268
YDL174C	0.05926713661832268
YDL175C	0.05926713661832268
YDL176W	0.05926713661832268
YDL177C	0.05926713661832268
YDL178W	0.05926713661832268
YDL179W	0.05926713661832268
YDL180W	0.05926713661832268
YDL181W	0.05926713661832268
YDL182W	0.05926713661832268
YDL183C	0.05926713661832268
YDL184C	0.05926713661832268
YDL185W	0.05926713661832268
YDL186W	0.05926713661832268
YDL187C	0.05926713661832268
YDL188C	0.05926713661832268
YDL189W	0.05926713661832268
YDL190C	0.05926713661832268
YDL191W	0.05926713661832268
YDL192W	0.05926713661832268
YDL194W	0.05926713661832268
YDL197C	0.05926713661832268
YDL198C	0.05926713661832268
YDL199C	0.05926713661832268
YDL200C	0.05926713661832268
YDL201W	0.05926713661832268
YDL202W	0.05926713661832268
YDL203C	0.05926713661832268
YDL204W	0.05926713661832268
YDL206W	0.05926713661832268
YDL210W	0.05926713661832268
YDL211C	0.05926713661832268
YDL213C	0.05926713661832268
YDL214C	0.05926713661832268
YDL215C	0.05926713661832268
YDL216C	0.05926713661832268
YDL218W	0.05926713661832268
YDL219W	0.05926713661832268
YDL222C	0.05926713661832268
YDL223C	0.05926713661832268
YDL224C	0.05926713661832268
YDL225W	0.05926713661832268
YDL226C	0.05926713661832268
YDL227C	0.05926713661832268
YDL229W	0.05926713661832268
YDL230W	0.05926713661832268
YDL231C	0.05926713661832268
YDL232W	0.05926713661832268
YDL233W	0.05926713661832268
YDL234C	0.05926713661832268
YDL236W	0.05926713661832268
YDL237W	0.05926713661832268
YDL238C	0.05926713661832268
YDL239C	0.05926713661832268
YDL240W	0.05926713661832268
YDL241W	0.05926713661832268
YDL242W	0.05926713661832268
YDL243C	0.05926713661832268
YDR001C	0.05926713661832268
YDR003W	0.05926713661832268
YDR003W-A	0.05926713661832268
YDR004W	0.05926713661832268
YDR005C	0.05926713661832268
YDR006C	0.05926713661832268
YDR007W	0.05926713661832268
YDR008C	0.05926713661832268
YDR009W	0.05926713661832268
YDR010C	0.05926713661832268
YDR011W	0.05926713661832268
YDR014W	0.05926713661832268
YDR015C	0.05926713661832268
YDR017C	0.05926713661832268
YDR018C	0.05926713661832268
YDR019C	0.05926713661832268
YDR020C	0.05926713661832268
YDR022C	0.05926713661832268
YDR024W	0.05926713661832268
YDR025W	0.05926713661832268
YDR026C	0.05926713661832268
YDR027C	0.05926713661832268
YDR028C	-5.80817938859565
YDR029W	0.05926713661832268
YDR030C	0.05926713661832268
YDR031W	0.05926713661832268
YDR032C	0.05926713661832268
YDR033W	0.05926713661832268
YDR034C	-5.80817938859565
YDR034W-B	0.05926713661832268
YDR035W	0.05926713661832268
YDR036C	0.05926713661832268
YDR042C	0.05926713661832268
YDR043C	0.05926713661832268
YDR046C	0.05926713661832268
YDR048C	0.05926713661832268
YDR049W	0.05926713661832268
YDR050C	0.05926713661832268
YDR051C	0.05926713661832268
YDR055W	0.05926713661832268
YDR056C	0.05926713661832268
YDR057W	0.05926713661832268
YDR058C	0.05926713661832268
YDR059C	0.05926713661832268
YDR061W	0.05926713661832268
YDR063W	0.05926713661832268
YDR065W	0.05926713661832268
YDR066C	0.05926713661832268
YDR067C	0.05926713661832268
YDR068W	0.05926713661832268
YDR069C	0.05926713661832268
YDR070C	0.05926713661832268
YDR071C	0.05926713661832268
YDR072C	0.05926713661832268
YDR073W	0.05926713661832268
YDR074W	0.05926713661832268
YDR075W	0.05926713661832268
YDR076W	0.05926713661832268
YDR077W	0.05926713661832268
YDR078C	0.05926713661832268
YDR079C-A	0.05926713661832268
YDR079W	5.926713661832294
YDR080W	0.05926713661832268
YDR083W	0.05926713661832268
YDR084C	0.05926713661832268
YDR085C	0.05926713661832268
YDR089W	0.05926713661832268
YDR090C	0.05926713661832268
YDR092W	0.05926713661832268
YDR093W	0.05926713661832268
YDR094W	0.05926713661832268
YDR095C	0.05926713661832268
YDR096W	0.05926713661832268
YDR097C	0.05926713661832268
YDR098C	0.05926713661832268
YDR099W	0.05926713661832268
YDR100W	0.05926713661832268
YDR101C	0.05926713661832268
YDR102C	0.05926713661832268
YDR103W	0.05926713661832268
YDR104C	0.05926713661832268
YDR105C	0.05926713661832268
YDR107C	0.05926713661832268
YDR108W	0.05926713661832268
YDR109C	0.05926713661832268
YDR110W	0.05926713661832268
YDR111C	0.05926713661832268
YDR112W	0.05926713661832268
YDR114C	0.05926713661832268
YDR115W	0.05926713661832268
YDR116C	0.05926713661832268
YDR117C	0.05926713661832268
YDR119W	0.05926713661832268
YDR120C	0.05926713661832268
YDR121W	0.05926713661832268
YDR122W	0.05926713661832268
YDR123C	0.05926713661832268
YDR124W	0.05926713661832268
YDR125C	0.05926713661832268
YDR126W	0.05926713661832268
YDR127W	0.05926713661832268
YDR128W	0.05926713661832268
YDR129C	0.05926713661832268
YDR130C	0.05926713661832268
YDR131C	0.05926713661832268
YDR132C	0.05926713661832268
YDR133C	0.05926713661832268
YDR135C	0.05926713661832268
YDR136C	0.05926713661832268
YDR137W	0.05926713661832268
YDR138W	-5.80817938859565
YDR139C	0.05926713661832268
YDR140W	0.05926713661832268
YDR142C	0.05926713661832268
YDR143C	0.05926713661832268
YDR144C	0.05926713661832268
YDR146C	0.05926713661832268
YDR147W	0.05926713661832268
YDR148C	0.05926713661832268
YDR149C	0.05926713661832268
YDR150W	0.05926713661832268
YDR151C	0.05926713661832268
YDR152W	0.05926713661832268
YDR153C	0.05926713661832268
YDR154C	0.05926713661832268
YDR155C	0.05926713661832268
YDR156W	0.05926713661832268
YDR157W	0.05926713661832268
YDR158W	0.05926713661832268
YDR159W	0.05926713661832268
YDR161W	0.05926713661832268
YDR162C	0.05926713661832268
YDR163W	0.05926713661832268
YDR165W	0.05926713661832268
YDR169C	0.05926713661832268
YDR169C-A	0.05926713661832268
YDR171W	0.05926713661832268
YDR173C	0.05926713661832268
YDR174W	0.05926713661832268
YDR175C	0.05926713661832268
YDR176W	0.05926713661832268
YDR178W	0.05926713661832268
YDR179C	0.05926713661832268
YDR179W-A	0.05926713661832268
YDR181C	0.05926713661832268
YDR182W-A	0.05926713661832268
YDR183W	0.05926713661832268
YDR184C	0.05926713661832268
YDR185C	0.05926713661832268
YDR186C	0.05926713661832268
YDR191W	0.05926713661832268
YDR192C	0.05926713661832268
YDR193W	0.05926713661832268
YDR194C	0.05926713661832268
YDR194W-A	0.05926713661832268
YDR195W	-5.80817938859565
YDR197W	0.05926713661832268
YDR198C	0.05926713661832268
YDR199W	0.05926713661832268
YDR200C	0.05926713661832268
YDR202C	0.05926713661832268
YDR203W	0.05926713661832268
YDR204W	0.05926713661832268
