orf	hap a | growth (relative abundance in pooled culture) | MMS + time [10 generations] (methyl methanesulfonate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [10 generation] (carmustine [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [10 generations] (dimethyl sulfoxide [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [10 generations] (N-ethyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [10 generations] (methyl carbamate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [10 generations (menadione [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [10 generation] (hydroquinone [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [10 generations] (N-methyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MMS + time [20 generations] (methyl methanesulfonate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [20 generation] (carmustine [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [20 generations] (dimethyl sulfoxide [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [20 generations] (N-ethyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [20 generations] (methyl carbamate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [20 generations] (menadione [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [20 generation] (hydroquinone [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [20 generations] (N-methyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013
YAL028W	-0.0818271262811328	-0.103840761691999	-0.295495422289131	0.0	-0.0164235494774849	0.0	0.0	-0.157891519297175	-0.0345478470337244	0.0	-0.0375972764269519	-0.199926528100698	-0.0175126119488822	-0.000891517466561798	0.0	-0.0208153553057091
YAL030W	-0.16203274231056	0.0	-0.11897076484603	0.0	-0.0157107651110167	-0.0474023171728479	0.0	0.0	-0.00524039106337071	-0.112267769377397	-0.0693184667932236	-0.118926707933091	0.0	-0.0643046081305956	0.0	-0.0961565589918045
YAL031C	-0.211800996668243	0.0	-0.193539773460193	0.0	-0.0143698331832018	-0.149846848312481	0.0	0.0	-0.14751910901753	-0.0822321388700589	0.0	0.0	0.0	-0.294761321456042	0.0	-0.0284855918687215
YAL034C	-0.494963281907001	-0.735962989469413	-0.178201825701917	0.0	0.0	0.0	0.0	-0.093748493656991	-0.322869730375726	0.0	-0.176725676071146	0.0	0.0	0.0	0.0	-0.0570434522276644
YAL036C	0.0	-0.136019129933044	0.0	-0.124288918005068	0.0	0.0	0.0	-0.193878600019364	0.0	-0.154545029180993	-0.0241528591915592	0.0	0.0	-0.00901613197194706	0.0	-0.20167217089658
YAL037W	-4.61851006932079e-05	0.0	-0.134957129945895	-0.109196608684921	-0.017693019087063	0.0	-0.0436830201531597	-0.0259127521866631	-0.00469230593237846	-0.084455926565008	-0.15223730259067	0.0	0.0	0.0	-0.0513181484495373	-0.09694139254385
YAL039C	0.0	-0.286103200443535	0.0	-0.162619890243774	-0.114901211891703	0.0	-0.280699962500912	0.0	0.0	-0.952895735556295	0.0	0.0	-0.305962796965216	0.0	0.0	0.0
YAL040C	0.0	0.0	-1.25665292008253	0.0	-0.252531369550772	0.0	0.0	0.0	0.0	-0.145703180263577	-1.21971789391766	-0.107304673884731	-0.371042039603598	0.0	0.0	0.0
YAL042C-A	0.0	0.0	0.0	-0.0186244028006368	-0.0912383765714986	-0.0362244126778775	-0.215554630167561	0.0	0.0	0.0	0.0	0.0	-0.190964122437524	0.0	-0.445518420003625	-0.00255999569706056
YAL042W	-0.0875016184043496	0.0	0.0	0.0	0.0	0.0	-0.172758907186251	0.0	-0.0602885780203799	-0.125035418688332	-0.0205535146693379	0.0	-0.0490242038221131	0.0	-0.290451328245582	0.0
YAL045C	0.0	0.0	-0.0362132991166337	0.0	0.0	-0.359362457447905	-0.656558350718894	0.0	-0.249443136020334	-0.126973832770808	0.0	0.0	0.0	-0.0935901785956239	-0.18934972814891	0.0
YAL048C	0.0	0.0	-0.531997395537502	-0.02608788845883	0.0	0.0	0.0	0.0	0.0	-0.0776239027211196	-0.0776239027211196	-0.315884127328637	0.0	0.0	0.0	0.0
YAL051W	-0.385058162972991	0.0	-0.0722249459490074	-0.0178963408201076	-0.0562900454424033	-0.0109109868008819	-0.441727554546773	0.0	-0.442664916301988	-0.453434342050738	0.0	0.0	0.0	-0.0016446453092005	0.0	-0.0219894802164724
YAL054C	-0.00451051791003998	-0.118265494959778	-0.193253598466044	-0.0512441533713996	-0.0765858516090114	-0.101465114171008	-0.133645837360289	0.0	-0.219036820308999	-0.443312122832336	-0.0509555283057139	0.0	-0.0194989768232761	-0.0360948592967008	-0.0227373219119453	-0.0227373219119453
YAL055W	-0.728492687640824	-1.8133803533548	-0.732133934672808	-0.106999974877093	-0.194715394138576	-0.0748383499304657	-0.0400132203117569	0.0	-1.45994917489971	-1.54425103688519	-0.504382949459633	-0.0881538006948519	-1.38476369610965	0.0	0.0	-0.131918855428991
YAL056C-A	0.0	0.0	-0.083622625656619	0.0	0.0	0.0	-0.0286879025312099	0.0	-0.0351847984278706	-0.122005492135348	-0.142107244348987	-0.0294367003174161	-0.514419582187729	-0.105545152295988	-1.83332964377389	0.0
YAL056W	0.0	-0.06732269379884	-0.0462904058310798	0.0	0.0	0.0	-0.143014360913613	-0.0505163980459753	0.0	0.0	0.0	-0.0261115344807086	0.0	0.0	0.0	0.0
YAL058W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.27658144799131	0.0	0.0	0.0
YAL059W	0.0	0.0	-1.23286203817796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.36657649833022	0.0	-0.0403206562508851	0.0	-0.267594856112006	0.0
YAL060W	0.0	-0.510606462053312	-0.00110824735851756	0.0	0.0	-0.00320716670576182	0.0	0.0	0.0	-0.0724827035605964	-0.0587292798122281	0.0	-0.0567682987412832	-0.357422596214524	-0.136118799114135	-0.0647210307999471
YAL061W	0.0	-0.337712764750327	-0.378312441980418	-0.0176924423288294	-0.110448228833324	-0.328397222091946	-0.0771491316173036	-0.0168242721893974	0.0	-0.100107277461529	-0.117012364699442	0.0	-0.0257495248112258	-0.089196556702698	0.0	0.0
YAL062W	0.0	-0.279207877194501	-0.0987795176168773	0.0	0.0	-0.0572547827324827	0.0	0.0	0.0	-0.163777098241475	-0.105600525348024	0.0	-0.0694741718184808	-0.0791054914048255	0.0	0.0
YAL064C-A	-0.156879553169363	-1.30551617758264	-0.266202178698034	-0.387441844891624	0.0	-0.0381384296307861	-0.121133800951308	-0.18635218036106	-0.957444684494953	-0.955453806398542	-0.0656281529128115	-0.0799788975831479	-0.0588205546167666	0.0	0.0	-0.0495710240088094
YAL065C	-0.0681456255839823	-0.11810278673562	-0.0787283161264929	-0.00590908719447825	-0.0110150908059072	-0.0358543444300627	-0.066579785688428	0.0	-0.0890902694854194	-0.347146895931266	0.0	0.0	-0.0888365738441674	0.0	0.0	0.0
YAL066W	0.0	-0.571382997588366	0.0	0.0	-0.0268461508787046	-0.0301557123470824	0.0	0.0	-0.00207572402926148	-0.0451969944818496	-0.186280309013066	-0.0943357698739211	0.0	0.0	0.0	0.0
YAL067C	0.0	-0.540484005808231	-0.0735891552719172	0.0	0.0	0.0	-0.0774356631712778	0.0	0.0	-0.121928602208228	-0.30451523263294	-0.100721690571171	-0.147077156870924	-0.0327660998411279	0.0	0.0
YAL068C	0.0	-0.88107240290506	0.0	0.0	0.0	-0.51678218379284	-0.147225363121287	0.0	-0.333412813463946	-0.121829513348861	0.0	0.0	0.0	0.0	0.0	0.0
YAR002C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.270167222394448	-0.543601430681389	0.0	0.0	0.0	0.0	0.0	0.0
YAR003W	0.0	0.0	-1.05518950027414	-0.126674710141034	-0.793993935234176	-0.561305976389217	-0.806831967525617	0.0	0.0	0.0	-1.5321386464768	-0.282578990055637	-1.98461523914108	-0.637776004338518	-0.615907007551343	0.0
YAR020C	0.0	-0.414902702460274	-0.0470558531071297	0.0	0.0	0.0	0.0	0.0	-0.0828000028354725	-0.311222750624935	0.0	0.0	0.0	0.0	0.0	-0.00389710324672876
YAR023C	0.0	0.0	-0.180031626166782	0.0	0.0	-0.0669116907820353	0.0	-0.105086120664296	-0.0430985727302371	-0.110312053254122	-0.223144298676825	0.0	-0.0616377127144405	-0.0399831186635442	-0.0134038274530903	-0.0477276760678462
YAR027W	0.0	0.0	0.0	-0.182241402158113	0.0	-0.0725355291261192	0.0	0.0	0.0	-0.0742456205504514	-0.147717423837651	-0.08308173937034	-0.0675090815454569	-0.00807090506513131	0.0	0.0
YAR028W	0.0	0.0	0.0	-0.0619363873791734	0.0	0.0	0.0	-0.0680893886302183	-0.0469764680803619	0.0	-0.0447128991473233	0.0	-0.142507499916645	-0.0452977521814626	0.0	-0.142652292492189
YAR030C	0.0	0.0	-0.163946813308563	-0.0341979199908691	-0.0113328698122386	0.0	0.0	-0.0153679845907915	-0.0339515969944499	-0.39043244137725	-0.146950022893039	0.0	0.0	0.0	0.0	-0.0811836001315238
YAR031W	-0.170097991637313	-0.661484007880734	-0.367579077955251	0.0	-0.99813726004488	-3.84600548454965	-4.0	-0.16300867205767	0.0	-0.39190385205249	-1.8210221635926	-0.00800953958782369	-1.46363052541505	-2.87579592575873	-3.11281987488448	-0.376669271220873
YAR035W	-0.0231756105130092	0.0	0.0	0.0	0.0	-0.091752821347213	0.0	-0.0155122361633371	0.0	-0.155561270502636	-0.241497257063997	0.0	0.0	-0.053352421077431	0.0	-0.0752300012976903
YAR042W	0.0	-0.584686519137176	-0.103306977470538	0.0	-0.658790210437382	-2.76719999254558	-2.73812736224828	-0.519759139465607	0.0	-0.127677615319327	-1.55042229468955	0.0	-1.25622752337423	-1.98247351094814	-1.81628165557715	-0.584194850015614
YAR047C	0.0	0.0	-0.155757191956386	0.0	-0.0534111841122709	-0.00716309650050562	0.0	-0.0839487014107627	0.0	-0.0779962599775441	-0.199641780193422	0.0	0.0	0.0	0.0	-0.0240019462807837
YAR050W	-0.00323381194595385	-0.0413671323740781	-0.17011094405296	-0.113706247523913	-0.119927635517332	0.0	-0.0333277087080757	0.0	0.0	-0.0457487138167361	-0.145778859925336	0.0	0.0	0.0	-0.0379486345761473	-0.00260371348832766
YBL001C	0.0	-0.00343789605254585	0.0	-0.0506955636331465	0.0	0.0	0.0	-0.0194990474738832	0.0	-0.0177638389373218	0.0	0.0	0.0	-0.149460399222065	0.0	0.0
YBL003C	0.0	-0.0144882066915804	-0.320656904759111	-0.0502006134755344	-0.120340522200073	-0.0139429808003335	0.0	0.0	0.0	-0.00699321452003421	-0.193583148121312	-0.248341785877466	-0.126516476146808	-0.0405127834534089	-0.0894659802306723	-0.239171501216523
YBL005W	0.0	-0.583799183262784	-0.378800502599863	-0.111498261439996	-0.217388896827365	0.0	0.0	0.0	0.0	-0.044054079926009	-0.101451805858634	-0.148025172666691	-0.51382133670349	0.0	0.0	0.0
YBL006C	0.0	0.0	-0.252224739868061	0.0	-1.13535199292798	-0.327835584497659	-1.71585491153199	0.0	0.0	-0.374405482333435	-0.902871315586112	0.0	-2.81832309555583	-0.749460907890359	-2.27039772988167	0.0
YBL007C	0.0	0.0	-2.06515444815927	-0.657258348664482	-2.15476261053475	-1.12232282670444	-3.82804119631228	-0.503243819400432	0.0	0.0	-2.81774739878676	-0.707649923634812	-4.55923310096708	-0.70982441122259	-3.59797789892088	-0.35456728780111
YBL008W	-0.372203546274328	0.0	-4.10999756307444	0.0	-0.764347742032576	-0.528552516320778	0.0	-0.0414502279201225	0.0	0.0	-5.23666162365384	-0.162036182596208	-2.09156319325734	-0.407833242873446	-0.147887867447261	-0.0785598522060109
YBL009W	-0.659543855245232	-0.873347557178586	-0.162605421522513	-0.0122491967912515	-0.0313789234121984	-0.0313656060995875	-0.0688145970134855	-0.213373717541764	-0.79760523926895	-0.232623580524017	-0.213600786553148	-0.212007657043517	-0.180546908611908	-0.209709326158955	-0.950117062241117	-0.307933128723985
YBL010C	-0.0814341676220209	-0.346882501960127	-0.211581445537965	0.0	0.0	-0.160924384876644	-0.0577822906490173	0.0	-0.132690101161537	0.0	-0.345877998622954	-0.000338982714692904	0.0	-0.224602046254025	-0.152013565456865	0.0
YBL012C	0.0	-0.188055460155793	-0.548956713023902	-0.213875761458812	-1.22138953504258	0.0	-2.15443644268905	0.0	0.0	-0.334106331119425	-0.494476096256413	-0.502925560258452	-1.42492407895792	0.0	-2.14309358681801	0.0
YBL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.508484645863578	0.0	0.0	0.0	-0.752554144557352	0.0	0.0	0.0
YBL015W	-0.93178387771659	-1.2109738319874	-0.397841428646306	0.0	0.0	-0.154641164527596	0.0	-0.0139398881805048	-1.93446842350283	-0.270041310148011	-0.373973915362386	-0.191206341828762	0.0	-0.310920309664908	-0.0147279738659574	0.0
YBL019W	-0.195002358174937	-0.188559179120412	-0.317788033412613	0.0	-0.211209312384849	-0.102984229102369	0.0	-0.148731312339983	-0.293247955136398	0.0	-0.280148797082155	-0.0541175328976458	0.0	-0.0164443553571489	0.0	-0.152029658363137
YBL021C	0.0	-0.314981455585382	0.0	0.0	-0.367746529579026	0.0	0.0	-0.00260893224130676	0.0	-1.62256924103063	0.0	0.0	-2.40110121318989	0.0	0.0	0.0
YBL022C	0.0	-0.253357426755031	-0.728253905749275	-0.279734336972365	-0.736968679352347	0.0	-1.3026167983443	0.0	0.0	-1.08952158038711	-0.0551197060419057	0.0	-0.895403554924814	-0.0632433819012936	-1.38124008390907	-0.155457495580059
YBL025W	0.0	0.0	0.0	0.0	-0.0509009683388144	-0.081759305488964	-0.0252801787285568	-0.0252659441849634	0.0	0.0	0.0	-0.0819127128649659	0.0	0.0	0.0	-0.0256518065579843
YBL027W	-0.652855819948003	-0.120267537815922	-0.613221176502195	-0.0229498209838184	-0.588367375270022	-0.0242844674338336	-0.536104146354465	-0.468877267271469	0.0	0.0	-1.12891618199298	-0.177418997057515	-2.03149955186034	-0.511482189434946	-0.57214948733531	-0.414201244792213
YBL028C	-0.340907356953929	0.0	-0.0418383927902246	0.0	-0.0661899063828901	-0.240686365747125	-0.348575962973979	0.0	-0.0648450806738827	-0.049871938869404	-0.173075110775625	-0.156092874834368	-0.20043221906681	-0.283679873457654	-0.809076077467406	0.0
YBL029W	0.0	-0.00142917218964467	0.0	-0.076640545748258	-0.0992050437440635	0.0	0.0	-0.0365611578208895	-0.242776261566718	-0.0123935683563063	-0.0872376483262733	-0.0236782498710104	-0.0566947424106079	-0.0612667013812862	-0.0256021600282161	-0.0256021600282161
YBL031W	0.0	0.0	-0.596605427773127	-0.181210697021328	-1.56958696830702	0.0	-0.158337495487829	-0.0812506031945484	-0.173500197139532	-0.0480945789151868	-0.516631957885787	-0.207418392540066	-2.32985871576557	-0.0218524944762697	-0.177291568305545	-0.134281934986105
YBL032W	0.0	0.0	-2.21244753430653	-0.190259123566197	-0.0828288283647218	0.0	0.0	-0.0347594754061413	-0.0120683835459561	-0.496797583696194	-1.42978658184819	-0.416893718294865	0.0	-0.093433778751872	-0.435311818138254	0.0
YBL036C	-1.79131725746878	0.0	-0.49986456535464	-0.0592981030766824	-0.135709470368941	-0.568583189323466	-1.17168232465595	-0.61063309268757	-1.99736083320249	-0.173671133715637	-0.49035936521349	-0.15816441467254	-0.0875642998886086	-0.578468975731266	-1.13277209613035	-0.279483672256146
YBL038W	0.0	0.0	-0.258570496235625	-0.584678508267328	-0.0585290031379468	0.0	0.0	0.0	0.0	-0.281379851500608	-0.172507792302651	-1.23729816111023	0.0	0.0	0.0	0.0
YBL039C	-0.162322171220874	0.0	0.0	0.0	0.0	-0.643984903221106	-1.22685660088667	0.0	-1.24726974875093	0.0	-0.229932731786997	-0.486326244693809	0.0	-0.593040381927087	-1.2039224683324	-0.605918126995753
YBL042C	0.0	0.0	-0.855227019245691	-0.0306157721841043	0.0	0.0	0.0	0.0	0.0	-0.326461622638274	-0.92307607908636	-0.189502754876724	-1.27463678882161	0.0	0.0	0.0
YBL043W	-0.234813486427084	0.0	-0.652188312356723	-0.0854707083093078	-0.013703612350193	-0.0468425344820032	-0.312728141265006	0.0	-0.18015030269991	0.0	-0.393249532943146	0.0	-0.255214349506024	-0.524863343272982	-0.602364739446513	0.0
YBL044W	0.0	0.0	0.0	-0.0344131271930319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.241566906456577	0.0	0.0	-0.744877753060029	0.0
YBL045C	0.0	0.0	0.0	-0.0577838359557399	0.0	0.0	-0.0559357826461859	0.0	0.0	-0.536871459217164	0.0	0.0	0.0	0.0	0.0	0.0
YBL046W	-0.552209084022687	0.0	0.0	-0.21222226771687	0.0	0.0	0.0	0.0	-0.66724601664948	-0.0646335163244558	-0.0156420282186023	-0.320408047815517	0.0	-0.0470510861336031	-0.178662032344815	-0.0349397892305854
YBL047C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.192363097169458	0.0
YBL048W	-0.0623867942591367	-0.0728237192808967	0.0	0.0	0.0	-0.0493107222078248	-0.421492549869977	0.0	0.0	0.0	-0.186896911512591	-0.0476666000478745	-0.155357993765385	-0.297594542325444	-0.755615041229562	-0.0079037637778514
YBL049W	-0.315366455837355	-0.418956086330143	-0.508714524463604	-0.108531961561637	-0.413560514388556	-3.34219214492766	-6.18045846710859	-0.24637888172547	0.0	-0.178529547960925	-1.69610920977138	-0.244883530221403	-0.958252420055653	-2.06681367188326	-5.5185903883544	0.0
YBL051C	0.0	-0.00834469038531838	0.0	0.0	-1.0250286147527	-2.20932618659157	-4.26039595199578	-0.126601455471132	-2.02285664332231	-0.187996862970245	0.0	0.0	-0.214216534276234	-2.08530541820472	-2.72949952008892	-0.345448191483555
YBL052C	0.0	0.0	-0.355812498476391	-0.132944065437524	-0.42473058318314	-0.659561947681489	-0.4372359799305	-0.207571829616338	0.0	0.0	-0.58249955667329	0.0	-0.459887939956148	-0.337975521913748	0.0	-0.0176620528830469
YBL053W	-0.410429212454785	-1.56923704696503	-0.207335341113079	0.0	-0.999975712170131	-7.2874710206139	-8.0	-0.592072801080014	0.0	-1.50411337680225	-2.67983841977631	-0.156234389287012	-1.91464500730499	-6.11224976309812	-7.10831709167954	-0.43451501514687
YBL054W	-0.489137412397312	0.0	-0.155680146787817	0.0	-0.0127377962094419	-0.170726204310771	-0.757725640447672	-0.0816199533582687	-1.10282027334038	-0.113744900799528	-0.409039790178478	-0.0564806418619641	-0.150485029618138	-0.575081974577927	-0.336629029622449	-0.588939425913035
YBL055C	0.0	0.0	-0.0351785339101527	-0.0111573786814683	0.0	-0.00752918488535137	-0.214993062407108	-0.0865896382472284	-0.183982614527175	-0.241808833932273	-0.00770207952282842	-0.0482624344450562	0.0	-0.0233851944808183	-0.186477145991353	-0.154348405546591
YBL056W	0.0	-0.0274553620471143	-0.796419547791439	-0.115322018179113	0.0	0.0	0.0	0.0	0.0	-0.0441429121732795	-0.498629131147986	-0.464469285017036	-0.521836164613398	0.0	-0.338626336668288	0.0
YBL057C	-0.294794162903892	-0.819047126410708	-0.0931889333018439	0.0	-1.310048216083	-0.517353938410658	-0.391233669862672	0.0	-0.702592545431775	-0.191936157043123	-0.129922034791357	-0.0297684023210465	-1.63258222752347	-0.300754280045076	-0.537468504069814	-0.169004955127987
YBL058W	-0.011369239485957	-0.120694232743036	-0.0255249402574214	0.0	0.0	-0.0428894288788759	-0.17150132924202	0.0	-0.0253359754685867	0.0	-0.0259229638786642	-0.0257731144667404	0.0	0.0	-0.0437353341409281	-0.186366402311002
YBL060W	-0.304732447335508	0.0	-0.0832675330878527	-0.0769438956209596	-0.110355926824552	0.0	-0.0487726200557597	0.0	-0.0692671229915369	0.0	-0.0649965955680543	-0.287567361565347	-0.085123365242914	0.0	0.0	0.0
YBL061C	-0.0615660846209325	0.0	-0.294989519409092	-0.0540930384881955	-0.617003136193739	-0.07411412614896	-0.624364035571952	-0.118069375496591	0.0	-0.133028960257991	-0.661145140170841	-0.015023901573973	-1.38550654221715	0.0	-0.496076328743348	-0.110533719209584
YBL062W	0.0	-0.273124200502935	-0.339716395854725	-0.0606267553245607	-0.493626635752691	0.0	-0.544722613114792	-0.101737458250239	0.0	0.0	-0.686426633515317	-0.0156921574319471	-0.987387128147274	0.0	-0.61902852009853	-0.337938208347368
YBL063W	-0.161696710660982	-0.192380203974786	0.0	-0.000503531749046715	-0.065107872071879	0.0	-0.181028894063807	0.0	-0.112555732257831	-0.0386061028557876	-0.198017100684765	0.0	-0.213847886370905	-0.0376015064727788	-0.392819909077976	0.0
YBL064C	-0.759982448097499	0.0	-1.44779376312308	-0.0248775202382427	-0.111509796476624	-0.316764632118151	-0.0176832070140485	-0.0895882756797555	-2.21117589139586	-0.00792000168016571	-0.93031185850414	-0.213203233606546	-0.192644518607216	-0.649624109599354	-0.817576190447506	-0.0634619293337879
YBL065W	0.0	0.0	-0.121969100370613	-0.00634238034426282	-0.0686349530824915	0.0	0.0	0.0	-0.128867151168317	0.0	-0.191452548445553	0.0	-0.247187988401118	-0.0939120520186556	-0.142931021704325	0.0
YBL066C	-0.181454072488407	0.0	-0.00332739910031155	0.0	0.0	0.0	0.0	0.0	-0.237812111326786	0.0	-0.291205876066493	0.0	-0.240851637404885	-0.0532575155889559	-0.363329113459445	0.0
