ORF	hap a | growth (relative abundance in pooled culture) | MMS + time [10 generations] (methyl methanesulfonate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [10 generation] (carmustine [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [10 generations] (dimethyl sulfoxide [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [10 generations] (N-ethyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [10 generations] (methyl carbamate [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [10 generations (menadione [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [10 generation] (hydroquinone [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [10 generations] (N-methyl-N-nitrosourea [unknown], time [10 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MMS + time [20 generations] (methyl methanesulfonate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | BCNU + time [20 generation] (carmustine [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | DMSO + time [20 generations] (dimethyl sulfoxide [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | ENU + time [20 generations] (N-ethyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MC + time [20 generations] (methyl carbamate [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | Menadione + time [20 generations] (menadione [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | HQ + time [20 generation] (hydroquinone [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013	hap a | growth (relative abundance in pooled culture) | MNU + time [20 generations] (N-methyl-N-nitrosourea [unknown], time [20 generations]) | Svensson JP~Samson LD, 2013
YJL078C	0.000	-0.134	-0.250	0.000	0.000	0.000	0.000	-0.189	-0.034	-0.011	-0.207	0.000	-0.002	0.000	0.000	-0.056
YJL079C	0.000	-0.369	0.000	0.000	0.000	-0.007	-0.173	0.000	0.000	-0.352	0.000	-0.017	-0.143	0.000	0.000	0.000
YJL082W	-0.336	-0.872	-0.407	-0.124	-0.165	-0.313	-2.056	-0.377	-0.013	0.000	-0.256	-0.035	-0.099	-0.175	-2.215	-0.524
YJL083W	-0.100	0.000	-0.338	0.000	-0.061	0.000	-0.427	0.000	-0.072	0.000	-0.231	0.000	0.000	0.000	-0.166	0.000
YJL084C	0.000	0.000	-0.623	0.000	0.000	0.000	-1.931	-0.362	-0.052	0.000	-1.543	-0.166	0.000	-0.037	-0.835	-0.626
YJL088W	0.000	-0.232	-0.035	-0.013	0.000	-0.401	-0.070	0.000	0.000	-0.028	-0.167	-0.190	-0.038	-0.383	0.000	0.000
YJL089W	-0.171	0.000	-0.202	-0.089	-0.348	-0.244	-0.002	-0.021	-0.191	0.000	-0.390	-0.070	0.000	-0.052	0.000	-0.068
YJL092W	-3.873	-1.515	-0.430	-3.782	0.000	0.000	0.000	-1.993	-2.121	-2.458	-0.453	-3.412	0.000	-0.000	-0.407	-2.065
YJL093C	0.000	-0.264	-0.143	0.000	-0.090	-1.843	-3.855	-0.201	0.000	-0.339	-0.812	-0.314	-0.261	-1.517	-2.910	-0.270
YJL094C	-0.508	0.000	-0.036	-0.055	-0.746	-1.461	-1.373	-0.063	-0.524	0.000	-0.096	-0.012	-0.923	-1.551	-0.818	-0.200
YJL095W	-0.425	0.000	-0.825	0.000	-1.156	0.000	-2.902	-0.580	-0.178	-0.262	-0.462	0.000	-1.093	-0.030	-1.981	0.000
YJL096W	0.000	-0.143	-0.086	-0.363	-0.031	0.000	0.000	0.000	0.000	-0.353	0.000	-0.169	0.000	0.000	0.000	0.000
YJL098W	0.000	0.000	-0.147	-0.005	-0.006	-0.066	-0.096	0.000	0.000	0.000	-0.827	-0.190	-0.442	-0.053	-0.666	-0.006
YJL101C	-0.050	-1.112	0.000	0.000	0.000	0.000	-0.553	0.000	0.000	-0.661	0.000	0.000	-0.204	0.000	-0.216	-0.051
YJL102W	0.000	0.000	0.000	-0.382	0.000	0.000	0.000	0.000	0.000	-0.295	0.000	-0.254	0.000	0.000	0.000	0.000
YJL103C	-0.250	0.000	-0.182	-0.025	-0.127	-0.049	0.000	-0.155	-0.818	-0.404	-0.049	0.000	0.000	-0.046	0.000	-0.169
YJL105W	-0.230	-0.885	-0.531	-0.194	-0.208	-0.967	-0.134	-0.061	-0.189	-0.138	-0.259	-0.036	-0.020	-0.444	-0.058	-0.089
YJL106W	0.000	-0.022	-0.270	-0.368	0.000	-0.029	0.000	0.000	0.000	-0.042	-0.087	-0.151	-0.007	-0.055	0.000	0.000
YJL107C	0.000	0.000	-0.337	-0.058	0.000	-0.338	0.000	-0.033	-0.003	-0.004	-0.266	0.000	-0.005	-0.030	0.000	-0.025
YJL108C	0.000	-0.257	-0.058	-0.140	-0.103	-0.104	-0.127	0.000	0.000	-0.112	-0.132	-0.273	-0.037	-0.189	0.000	-0.020
YJL110C	-0.683	-0.002	0.000	0.000	0.000	-0.512	-1.293	0.000	-0.350	0.000	0.000	-0.062	0.000	-1.003	-0.174	0.000
YJL112W	-0.132	0.000	-0.104	-0.084	0.000	-0.150	-0.323	-0.074	-0.160	-0.104	-0.208	-0.014	0.000	-0.065	-0.062	-0.054
YJL116C	-0.070	0.000	-0.209	-0.132	-0.035	-0.023	0.000	-0.069	-0.052	0.000	-0.047	-0.256	0.000	0.000	-0.015	-0.214
YJL118W	-0.093	-0.008	-0.272	-0.017	-0.006	-0.157	-0.129	-0.029	0.000	-0.003	-0.226	-0.011	0.000	-0.123	-0.119	-0.053
YJL119C	0.000	0.000	0.000	-0.003	0.000	-0.198	-0.008	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL120W	-0.225	-5.425	-2.419	-0.708	-1.061	-8.000	-7.807	0.000	0.000	-4.277	-3.016	-0.831	-3.043	-8.000	-8.000	0.000
YJL121C	0.000	-0.785	-0.983	-0.032	-0.150	-2.206	-1.714	0.000	0.000	-0.668	-1.430	0.000	-0.496	-2.275	-2.435	0.000
YJL122W	0.000	0.000	-0.050	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	-0.102	-0.074	0.000	0.000	0.000	0.000
YJL126W	-0.005	0.000	-0.075	-0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.099	0.000	0.000
YJL128C	-0.417	-1.853	-2.072	-0.402	-0.214	-0.290	-2.123	-1.616	-0.790	-0.803	-1.578	-0.207	0.000	-0.318	-2.089	-1.321
YJL129C	0.000	0.000	0.000	-0.059	0.000	-1.391	-0.658	0.000	0.000	0.000	0.000	0.000	0.000	-0.592	0.000	0.000
YJL130C	-0.164	-0.297	-0.168	-0.034	0.000	0.000	0.000	0.000	-0.526	-0.827	0.000	0.000	0.000	-0.056	0.000	0.000
YJL131C	0.000	-0.423	0.000	-0.120	-0.318	-0.396	-0.678	-0.499	0.000	-0.106	-0.004	-0.279	-0.404	-0.502	-0.542	-0.071
YJL132W	0.000	-0.097	-0.229	-0.001	-0.006	-0.391	-0.793	-0.629	0.000	-0.015	-0.059	0.000	0.000	-0.103	-0.525	-0.165
YJL133W	-0.475	-0.141	-0.014	-0.157	-0.156	0.000	-0.193	0.000	-0.264	-0.504	0.000	-0.014	-0.161	0.000	-0.566	0.000
YJL134W	0.000	-0.772	0.000	-0.007	0.000	-0.151	0.000	0.000	0.000	-0.087	-0.053	-0.000	-0.256	-0.070	0.000	0.000
YJL135W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	-0.035	-0.332	-0.114	0.000	0.000	-0.020	-0.005	0.000	-0.042
YJL136C	0.000	-0.712	0.000	-0.103	-0.016	-0.314	-1.261	-0.162	0.000	-1.058	0.000	-0.314	0.000	-0.570	-1.047	-0.449
YJL137C	0.000	-0.572	-0.115	-0.011	-0.013	-0.200	0.000	0.000	-0.030	-0.027	-0.050	-0.008	0.000	-0.157	0.000	0.000
YJL138C	-0.323	0.000	-0.314	0.000	-0.071	-2.006	-3.599	-0.707	-0.806	0.000	-0.277	-0.326	0.000	-1.610	-2.597	-0.519
YJL139C	0.000	0.000	-0.050	0.000	0.000	0.000	0.000	0.000	-0.051	0.000	-0.148	0.000	-0.283	-0.104	0.000	-0.000
YJL140W	0.000	-0.031	-0.051	-0.051	-0.051	-0.051	0.000	0.000	0.000	0.000	-0.128	0.000	0.000	-0.051	0.000	-0.026
YJL141C	0.000	-0.602	-0.265	0.000	-0.186	-0.483	-3.743	-0.690	-0.185	-0.141	-0.447	-0.150	0.000	-0.760	-3.082	-0.981
YJL142C	0.000	0.000	-0.162	-0.319	-0.079	-0.139	-0.157	0.000	-0.138	-0.175	-0.149	-0.049	0.000	0.000	0.000	0.000
YJL144W	-0.119	-0.201	-0.181	-0.062	-0.155	-0.174	-0.175	-0.170	-0.303	-0.393	0.000	-0.014	0.000	0.000	0.000	-0.068
YJL145W	-0.679	0.000	-0.061	0.000	-0.076	-0.517	-0.264	-0.367	-1.253	-1.791	0.000	0.000	-0.365	-1.595	0.000	-0.026
YJL146W	-0.391	-0.433	-0.224	-0.075	-0.317	-0.212	-0.867	-0.697	-0.492	-0.818	0.000	-0.030	-0.112	-0.404	-0.081	-0.167
YJL147C	0.000	0.000	0.000	-0.041	0.000	0.000	0.000	-0.157	-0.281	-0.259	0.000	0.000	0.000	0.000	0.000	-0.121
YJL148W	0.000	0.000	-2.220	-0.002	-0.114	-0.231	0.000	0.000	0.000	0.000	-1.715	-0.292	-0.779	-0.179	-0.357	-0.229
YJL149W	-0.261	-1.068	0.000	-0.067	-0.328	-0.237	-0.312	-0.174	-0.445	-0.218	0.000	-0.050	-0.238	-0.105	-0.354	-0.237
YJL150W	-0.044	-0.317	0.000	0.000	-0.021	0.000	0.000	-0.068	-0.445	-0.085	0.000	0.000	0.000	0.000	0.000	0.000
YJL151C	-0.014	0.000	-0.066	-0.078	-0.033	-0.270	-0.760	-0.149	-0.196	0.000	0.000	0.000	0.000	-0.090	-0.083	-0.071
YJL152W	-0.245	-0.536	-0.255	0.000	-0.128	-1.167	-2.681	-0.587	-0.815	-0.132	-0.047	0.000	-0.218	-0.755	-1.832	-0.148
YJL153C	-0.109	0.000	-0.172	-0.144	0.000	0.000	-0.031	-0.055	-0.109	-0.269	0.000	0.000	-0.017	0.000	0.000	0.000
YJL154C	-0.138	-0.666	0.000	-0.251	-0.130	-0.004	-2.053	0.000	-0.809	-0.586	0.000	-0.594	0.000	-0.104	-0.946	-0.373
YJL155C	-0.018	-0.394	0.000	-0.009	-0.110	-0.120	-0.332	-0.386	-0.219	-1.035	0.000	0.000	-0.097	0.000	0.000	-0.198
YJL157C	-0.458	-0.059	0.000	-0.001	-0.172	-0.074	0.000	-0.006	-0.088	-0.091	0.000	0.000	-0.102	0.000	0.000	0.000
YJL158C	-0.161	-0.412	-0.232	-0.113	-0.005	-0.151	-0.163	-0.155	-0.793	-0.185	-0.023	0.000	-0.017	-0.050	-0.336	0.000
YJL159W	-0.082	-0.036	0.000	0.000	-0.223	0.000	-0.441	-0.113	-0.224	0.000	0.000	0.000	-0.495	0.000	-0.244	-0.119
YJL160C	-0.253	0.000	-0.310	0.000	-0.320	-0.038	0.000	-0.082	-0.580	-0.369	-0.261	0.000	-0.039	0.000	0.000	-0.060
YJL161W	-0.278	-0.769	-0.090	-0.031	-0.047	0.000	0.000	0.000	-0.103	-0.424	-0.407	0.000	0.000	-0.002	0.000	-0.048
YJL162C	-0.260	0.000	-0.140	0.000	0.000	0.000	0.000	-0.106	-0.698	-0.082	0.000	0.000	0.000	0.000	0.000	0.000
YJL163C	-0.011	0.000	0.000	0.000	-0.004	-0.119	0.000	-0.053	-0.935	-0.432	0.000	-0.014	0.000	-0.324	0.000	-0.040
YJL164C	-0.400	-0.015	0.000	-0.061	0.000	0.000	-0.334	-0.604	-0.899	-0.852	0.000	0.000	0.000	-0.036	0.000	-0.043
YJL165C	-0.427	0.000	-0.574	0.000	0.000	-0.604	-1.783	-0.111	0.000	0.000	-0.611	-0.011	0.000	-0.446	-1.162	-0.269
YJL166W	0.000	0.000	0.000	-0.199	-0.059	0.000	0.000	0.000	0.000	-1.008	0.000	0.000	-0.990	0.000	0.000	0.000
YJL168C	0.000	-0.384	0.000	-0.160	-0.165	0.000	0.000	0.000	-0.563	-0.394	-0.410	-0.051	-0.366	-0.041	0.000	0.000
YJL169W	-0.169	-0.072	-0.633	-0.010	-1.097	-0.074	0.000	-0.051	-1.319	-0.372	-0.928	-0.026	-0.290	-0.300	0.000	0.000
YJL171C	0.000	0.000	-0.609	-0.047	-0.178	-0.079	-0.142	-0.100	-0.810	-0.523	-0.489	0.000	0.000	0.000	0.000	0.000
YJL172W	-0.533	-1.050	-1.402	0.000	-2.054	-3.118	-3.854	-0.229	-0.330	-0.069	-1.522	-0.062	-1.973	-2.139	-2.984	-0.120
YJL177W	0.000	0.000	-0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.003	0.000	0.000	0.000	0.000
YJL178C	-0.687	-0.005	-0.526	-0.050	-0.068	-0.182	-0.405	-0.011	-0.780	0.000	-0.383	-0.058	-0.025	-0.211	-0.376	-0.026
YJL181W	-0.505	-1.491	-0.945	-0.228	0.000	-0.117	-0.266	-0.086	-0.442	-0.224	-0.250	0.000	0.000	-0.072	-0.054	0.000
YJL182C	-0.222	-1.087	-0.101	-0.045	-0.188	-0.088	0.000	0.000	-0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL183W	0.000	-0.384	0.000	-0.054	-0.681	-0.672	-0.985	-0.414	0.000	-0.000	-0.038	-0.666	-1.162	-0.291	-1.798	-0.051
YJL185C	-0.581	-0.134	-0.377	0.000	0.000	-0.359	-1.870	0.000	-0.061	0.000	-0.297	-0.238	-0.235	-0.748	-2.423	-0.004
YJL186W	0.000	0.000	-0.029	-0.115	0.000	0.000	0.000	-0.063	0.000	0.000	-0.107	-0.192	0.000	-0.075	-0.005	-0.018
YJL187C	0.000	0.000	0.000	-0.094	-0.866	-0.341	-0.164	-0.352	-0.050	0.000	0.000	0.000	-0.660	-0.317	0.000	0.000
YJL190C	0.000	0.000	0.000	-0.043	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	0.000	-0.091	-0.051
YJL191W	0.000	0.000	-0.212	-0.051	0.000	0.000	-0.008	0.000	-0.052	-0.035	-0.139	-0.314	0.000	-0.314	-0.095	-0.026
YJL192C	0.000	0.000	-0.147	-0.171	0.000	0.000	-0.452	-0.408	-0.285	0.000	-0.140	-0.202	0.000	0.000	-0.117	-0.344
YJL196C	0.000	-0.677	-0.029	-0.106	-0.015	-1.987	-4.362	-0.378	0.000	-0.196	-0.899	-0.085	-0.273	-1.292	-3.897	-0.363
YJL197W	-0.090	-0.152	0.000	0.000	-0.041	0.000	0.000	-0.152	0.000	-0.113	0.000	-0.092	-0.717	0.000	0.000	-0.137
YJL198W	-0.355	0.000	0.000	-0.023	-0.003	0.000	0.000	-0.238	-0.330	-0.293	0.000	0.000	0.000	0.000	0.000	-0.245
YJL199C	0.000	-0.018	0.000	-0.029	0.000	0.000	0.000	0.000	-0.047	0.000	-0.088	-0.079	0.000	0.000	0.000	-0.029
YJL200C	-0.196	-0.660	-0.204	-0.014	-0.815	-1.645	-2.417	-0.538	-0.143	-0.241	-0.393	-0.025	-0.600	-1.401	-2.312	0.000
YJL201W	-0.124	0.000	-0.029	-0.038	-0.203	0.000	-0.522	-0.075	-0.183	0.000	-0.219	-0.081	-0.315	0.000	-0.633	0.000
YJL204C	-2.929	-0.101	-3.375	-2.269	-1.636	-1.427	-0.495	-0.761	-1.389	-0.027	-3.112	-1.334	-1.815	-1.191	-0.300	-1.618
YJL206C	-0.232	-0.088	0.000	0.000	0.000	0.000	-0.006	-0.043	-0.325	-0.222	0.000	0.000	0.000	-0.049	-0.022	-0.088
YJL206C-A	-0.213	-0.243	-0.733	-0.002	-0.068	-0.061	-0.413	-0.426	-0.983	-0.303	-0.114	-0.004	-0.003	0.000	0.000	-0.199
YJL207C	-0.704	-0.638	-0.606	-0.213	-0.291	-0.116	-0.158	-0.174	-0.339	-0.293	-0.135	0.000	-0.065	-0.021	0.000	-0.001
YJL209W	0.000	-0.599	-0.269	-0.244	0.000	0.000	-0.067	-0.224	0.000	-1.674	-0.040	-0.058	-0.023	0.000	0.000	-0.127
YJL210W	-1.929	-2.191	-0.899	-0.383	-0.350	0.000	0.000	-0.138	-3.759	-3.280	0.000	0.000	-3.827	0.000	0.000	-0.226
YJL211C	-2.090	-2.287	-1.204	-0.157	-0.313	0.000	0.000	0.000	-4.014	-3.261	-0.444	-0.040	-3.562	0.000	0.000	0.000
YJL212C	0.000	-1.094	0.000	0.000	0.000	0.000	-0.011	0.000	-0.000	-0.348	0.000	0.000	-0.092	0.000	0.000	0.000
YJL213W	0.000	-0.431	-0.277	0.000	-0.007	-0.715	-1.146	-0.437	-0.013	-0.275	-0.309	-0.056	-0.002	-0.723	-0.641	-0.231
YJL214W	-0.300	-0.718	-0.654	-0.013	-0.359	-2.626	-3.361	-0.547	-0.089	-0.081	-1.561	0.000	-1.522	-1.391	-1.658	-0.258
YJL215C	-0.173	-0.321	-0.134	0.000	-0.033	-0.049	-0.450	-0.469	-0.363	-0.711	0.000	0.000	-0.150	0.000	0.000	-0.090
YJL216C	0.000	-0.205	-0.455	-0.042	-0.190	0.000	-0.051	-0.165	-0.447	-0.392	-0.116	0.000	0.000	0.000	-0.041	-0.090
YJL217W	0.000	-0.311	-0.155	0.000	0.000	0.000	-0.451	-0.367	0.000	-0.150	0.000	-0.004	0.000	0.000	0.000	0.000
YJL218W	0.000	-0.564	0.000	0.000	0.000	0.000	-0.164	0.000	-1.476	0.000	-0.090	0.000	-0.461	-0.014	-0.512	0.000
YJR001W	-0.523	-1.338	-0.182	-0.062	0.000	-0.039	0.000	0.000	-0.979	-0.213	0.000	0.000	0.000	0.000	0.000	0.000
YJR003C	-0.706	-0.128	-0.361	-0.009	-0.056	-0.267	-0.011	-0.079	-0.388	-0.412	0.000	-0.039	0.000	0.000	0.000	0.000
YJR005W	0.000	0.000	-0.296	0.000	-0.086	0.000	-0.056	-0.103	0.000	0.000	-1.366	0.000	-0.006	0.000	-0.444	-0.076
YJR008W	-0.322	-0.048	-0.245	-0.021	0.000	-0.256	-0.179	0.000	-0.433	-0.236	0.000	0.000	-0.129	-0.252	-0.274	0.000
YJR009C	-0.056	-0.387	-0.867	-0.123	-0.095	-0.163	0.000	-0.020	-0.026	-0.021	-0.138	-0.009	-0.121	-0.043	-0.008	-0.031
YJR010C-A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR010W	-0.083	-0.652	-0.117	-0.088	0.000	-0.212	-0.120	-0.000	-0.005	-0.042	-0.200	-0.189	0.000	-0.244	-0.137	-0.090
YJR011C	0.000	0.000	-4.000	0.000	-4.000	0.000	0.000	0.000	0.000	0.000	-4.000	0.000	-4.000	0.000	0.000	0.000
YJR014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.283	0.000	0.000	0.000	-0.003	0.000	-0.040	0.000	-0.333
YJR015W	-0.051	0.000	-0.565	-0.043	-0.152	-0.132	0.000	-0.093	-0.754	-0.092	-0.171	0.000	0.000	0.000	0.000	0.000
YJR019C	-0.358	0.000	-0.275	0.000	-0.329	-0.114	-0.325	-0.193	-0.395	-0.095	-0.369	-0.120	0.000	-0.015	0.000	-0.172
YJR020W	-0.105	-0.051	-0.744	-0.232	-0.189	-0.277	-0.316	-0.198	-0.026	-0.082	-0.331	-0.133	0.000	-0.118	-0.030	-0.065
YJR021C	-0.152	0.000	-0.456	-0.087	-0.311	-0.001	-0.106	0.000	-0.111	-0.008	-0.066	-0.073	0.000	-0.030	-0.015	0.000
YJR025C	0.000	-0.040	-3.535	0.000	-3.854	-0.216	0.000	0.000	0.000	0.000	-3.537	0.000	-3.638	0.000	0.000	0.000
YJR026W	-0.147	-1.870	-0.378	-0.462	-0.189	-0.275	-0.246	-0.259	-0.262	-0.776	0.000	-0.073	0.000	-0.290	0.000	-0.216
YJR031C	-0.376	-1.186	-0.671	-0.025	0.000	-0.234	-0.457	0.000	-1.120	-0.286	-0.008	0.000	0.000	0.000	0.000	0.000
YJR033C	0.000	-0.225	-0.956	-0.076	-0.089	-0.670	-3.133	0.000	0.000	0.000	-1.011	-0.255	-2.413	-1.768	-3.558	-0.244
YJR034W	0.000	0.000	0.000	-0.061	0.000	-0.057	-0.653	0.000	0.000	-0.177	-0.130	-0.031	-0.026	0.000	-0.120	0.000
YJR035W	-1.952	-1.573	-1.999	-0.803	-1.670	-3.497	-4.000	-1.258	-0.659	-0.823	-1.908	-0.806	-1.954	-3.472	-4.000	-0.608
YJR037W	-0.250	-0.312	-0.114	-0.065	0.000	-0.252	0.000	0.000	-0.284	0.000	-0.136	-0.181	0.000	0.000	0.000	0.000
YJR039W	-0.803	0.000	-0.589	-1.095	0.000	-0.047	0.000	-0.202	-0.413	-0.014	-0.496	-0.627	0.000	-0.057	0.000	-0.312
YJR043C	-4.960	-6.805	-6.175	-6.186	-5.108	-2.484	-7.275	-5.794	-5.277	-8.000	-6.888	-6.570	-7.957	-1.558	-6.227	-4.887
YJR048W	0.000	-0.270	-0.028	-0.091	0.000	0.000	-0.199	0.000	-0.096	-0.168	0.000	0.000	-0.010	0.000	0.000	0.000
YJR050W	-0.304	0.000	0.000	0.000	-0.083	-0.706	-0.369	0.000	-1.634	0.000	-0.977	0.000	-1.112	-0.646	-0.866	0.000
YJR051W	-0.245	-0.835	-0.104	-0.069	-0.328	-0.553	-0.208	-0.338	-0.412	0.000	-0.175	0.000	-0.070	-0.304	-0.245	-0.204
YJR053W	-0.240	-1.026	0.000	-0.316	-0.112	-0.063	0.000	-0.143	-0.332	-0.413	0.000	-0.072	-0.009	-0.167	0.000	-0.076
YJR054W	-0.762	0.000	0.000	0.000	0.000	-0.499	-1.137	0.000	-2.656	0.000	0.000	0.000	-0.552	-0.282	-3.513	0.000
YJR056C	0.000	-0.073	0.000	0.000	0.000	-0.197	-0.318	0.000	-0.985	0.000	-0.338	0.000	-0.583	-0.276	-0.827	0.000
YJR058C	0.000	0.000	-0.424	-0.509	-0.020	0.000	-0.248	-0.062	0.000	0.000	-2.132	-0.312	-0.338	0.000	-0.367	-0.052
YJR059W	-0.056	-0.696	-0.626	0.000	-0.437	-0.482	-0.890	0.000	0.000	0.000	-0.992	-0.352	-1.739	-0.035	-0.258	0.000
YJR060W	-1.489	-0.925	-3.640	-0.038	-1.595	-1.451	-1.454	-0.866	-2.856	0.000	-3.407	-0.321	-0.924	-1.419	-1.431	-0.395
YJR061W	-0.043	-0.582	-0.544	-0.166	0.000	-0.007	-0.005	-0.041	0.000	-0.030	-0.193	-0.208	0.000	-0.096	0.000	-0.067
YJR062C	-0.301	-0.222	-0.696	-0.262	0.000	0.000	0.000	0.000	-0.348	0.000	-0.890	-0.259	0.000	-0.027	0.000	0.000
YJR066W	0.000	-0.923	0.000	-0.096	-0.100	-2.004	-1.609	0.000	0.000	0.000	-0.809	-0.169	-0.449	-1.567	-2.129	-0.104
YJR069C	0.000	-0.210	-0.005	-0.012	-0.025	-0.297	-0.820	0.000	-0.067	-0.190	-0.087	-0.004	-0.064	-0.167	-0.622	-0.000
YJR070C	0.000	-0.177	0.000	-0.184	0.000	-0.804	-0.950	-0.074	0.000	-0.225	0.000	-0.179	0.000	-0.999	-0.487	0.000
YJR073C	-0.144	-2.368	0.000	-0.610	-0.510	-2.592	-5.205	0.000	0.000	-0.684	-0.115	-0.119	-0.772	-1.799	-4.161	0.000
YJR075W	0.000	-0.929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJR077C	0.000	0.000	0.000	0.000	-0.187	0.000	-0.117	0.000	0.000	0.000	0.000	0.000	-0.051	0.000	-0.132	0.000
YJR078W	0.000	-0.944	0.000	-0.036	-0.013	-0.313	-0.475	-0.543	-0.026	-0.631	0.000	0.000	0.000	-0.349	-0.024	-0.116
YJR079W	-0.551	-0.400	-0.389	0.000	-0.351	-0.111	-0.478	-0.144	-0.195	-0.463	-0.206	0.000	-0.227	-0.018	0.000	0.000
YJR082C	-0.415	-0.542	0.000	0.000	-0.446	-0.143	-0.083	0.000	-0.136	0.000	-0.136	-0.041	-0.279	-0.131	-0.354	0.000
YJR083C	-0.296	-0.192	-0.283	-0.314	-0.113	-0.046	-0.412	-0.162	-0.004	-0.071	-0.276	-0.338	-0.004	-0.164	-0.006	-0.031
YJR084W	0.000	-0.281	-0.744	-0.001	-0.045	-0.192	-0.662	0.000	-0.052	-0.076	-0.934	-0.042	-0.177	-0.227	-0.568	0.000
YJR087W	-0.408	-0.397	0.000	-0.014	-0.020	-0.350	-1.681	0.000	-1.083	-0.421	0.000	0.000	-0.288	-0.136	-1.073	-0.051
YJR091C	0.000	0.000	-0.025	0.000	0.000	-0.041	-0.052	0.000	-0.137	-0.047	-0.007	-0.088	0.000	-0.097	-0.044	-0.049
YJR092W	0.000	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.001	0.000	0.000	0.000	0.000
YJR094C	-0.202	-0.129	-0.315	-0.031	0.000	-0.927	-0.266	0.000	-0.338	-0.207	-0.472	-0.140	0.000	-0.585	-0.796	0.000
YJR094W-A	0.000	-0.031	-0.070	0.000	-0.028	-0.001	0.000	0.000	0.000	0.000	-0.150	-0.104	-0.236	0.000	-0.186	0.000
YJR095W	-0.102	0.000	-0.048	0.000	0.000	0.000	-0.095	0.000	-0.034	-0.126	-0.062	0.000	0.000	0.000	-0.131	0.000
YJR097W	0.000	-0.052	0.000	0.000	0.000	0.000	-0.051	-0.036	0.000	0.000	0.000	-0.000	-0.101	-0.000	0.000	-0.044
YJR098C	0.000	0.000	0.000	-0.025	0.000	0.000	0.000	0.000	-0.143	0.000	-0.043	-0.028	0.000	-0.223	-0.050	0.000
YJR099W	-0.093	-0.226	-0.555	-0.178	-0.141	-0.556	-0.520	-0.438	-0.142	-0.234	-0.847	-0.124	-0.228	-0.270	-0.515	-0.456
YJR100C	-0.088	-0.581	-0.457	-0.194	-0.016	-0.062	0.000	-0.009	0.000	-0.214	-0.230	-0.115	0.000	-0.187	-0.048	-0.318
YJR102C	-1.985	0.000	-0.160	0.000	-3.415	-1.447	-2.849	0.000	-3.825	-0.139	-0.737	-0.238	-2.613	-1.294	-1.982	0.000
YJR103W	-0.443	-0.085	-0.066	-0.248	-0.011	-0.383	-0.196	-0.081	-0.046	-0.214	0.000	-0.251	0.000	-0.419	-0.101	0.000
YJR106W	0.000	-0.687	-0.357	-0.107	0.000	-0.062	0.000	-0.059	-0.112	-0.194	-0.223	0.000	0.000	-0.147	-0.036	-0.009
YJR108W	-0.463	-1.019	-0.287	0.000	-0.330	-2.776	-3.915	-0.536	-0.111	-0.455	-0.468	-0.086	-0.309	-1.524	-1.534	-0.407
YJR110W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
