orf	hap a | growth (colony size) | lithium hexafluorophosphate [3 mM] | YPD | Jin X~Liu B, 2021
YBR148W	0.18087
YBR149W	0.006843333333333333
YBR150C	-0.02759333333333333
YBR151W	-0.09653666666666666
YBR157C	0.06736666666666667
YBR158W	0.04695666666666667
YBR161W	0.040119999999999996
YBR162C	0.016286666666666668
YBR162W-A	-0.10965333333333332
YBR164C	0.046546666666666674
YBR165W	0.005550000000000001
YBR168W	-0.08356333333333332
YBR169C	0.06746
YBR170C	0.024006666666666666
YBR171W	-0.046270000000000006
YBR172C	0.16819666666666666
YBR176W	-0.022010000000000002
YBR177C	-0.022169999999999995
YBR178W	0.05075333333333334
YBR180W	0.012366666666666666
YBR181C	-0.05237
YBR182C	0.012353333333333334
YBR183W	0.07153333333333334
YBR184W	0.010576666666666665
YBR185C	-0.1894366666666667
YBR186W	-0.08933666666666668
YBR187W	-0.13092333333333336
YBR188C	-0.0034966666666666653
YBR189W	0.0036399999999999996
YBR194W	0.04701333333333333
YBR195C	-0.00891
YBR197C	-0.055889999999999995
YBR199W	-0.007459999999999999
YBR201W	-0.01069
YBR203W	-0.019016666666666668
YBR204C	0.01052333333333333
YBR205W	-0.05362
YBR206W	0.03814
YBR207W	-0.02513666666666667
YBR208C	0.015999999999999997
YBR210W	0.08185333333333333
YBR212W	-0.011913333333333333
YBR213W	-0.21023333333333336
YBR214W	-0.07507333333333334
YBR215W	-0.00400333333333333
YBR216C	-0.04685999999999999
YBR217W	-0.11595666666666667
YBR218C	-0.01229
YBR219C	0.033299999999999996
YBR220C	0.058879999999999995
YBR221C	-0.22494333333333336
YBR222C	0.11486
YBR223C	0.004740000000000001
YBR224W	0.05232666666666666
YBR225W	0.009966666666666665
YBR226C	-0.08882
YBR227C	0.10150333333333333
YBR228W	0.06966
YBR229C	-0.009489999999999998
YBR230C	0.06529333333333333
YBR231C	-0.12203333333333334
YBR232C	0.039093333333333334
YBR233W	0.12198666666666667
YBR235W	-0.09863666666666666
YBR238C	-0.01124
YBR239C	0.09701333333333334
YBR240C	0.02308
YBR241C	0.017653333333333333
YBR242W	0.05400666666666667
YBR244W	0.026639999999999997
YBR245C	0.011726666666666668
YBR246W	0.02758333333333333
YBR249C	0.03428333333333333
YBR250W	-0.07281666666666665
YBR255W	-0.02821333333333333
YBR258C	-0.031343333333333334
YBR259W	0.03765666666666667
YBR260C	-0.08436333333333333
YBR261C	-0.018359999999999998
YBR262C	-0.12336333333333334
YBR263W	-0.017060000000000002
YBR264C	0.005169999999999998
YBR266C	-0.026313333333333338
YBR267W	-0.047999999999999994
YBR269C	0.03045666666666667
YBR270C	0.007390000000000001
YBR271W	0.06467666666666666
YBR272C	0.027366666666666664
YBR273C	-0.03796333333333333
YBR274W	0.016616666666666665
YBR275C	0.09812333333333334
YBR276C	0.001879999999999999
YBR277C	-0.06421
YBR278W	-0.10168
YBR280C	-0.055966666666666665
YBR281C	0.030283333333333332
YBR283C	-0.11779333333333335
YBR284W	0.03426
YBR285W	0.029140000000000003
YBR286W	-0.011770000000000001
YBR287W	0.06392
YBR288C	0.011393333333333333
YBR289W	0.1314
YBR290W	-0.02634
YBR291C	-0.0074333333333333335
YBR292C	0.02047
YBR293W	0.024950000000000003
YBR294W	0.006306666666666668
YBR295W	0.024723333333333333
YBR296C	0.007846666666666668
YBR297W	0.12664666666666666
YBR298C	-0.06843333333333333
YBR299W	0.14477333333333334
YBR300C	0.008363333333333339
YBR301W	-0.038200000000000005
YCL001W	0.09375
YCL001W-A	-0.05641666666666667
YCL002C	-0.09151
YCL009C	-0.21350666666666665
YCL010C	-0.034183333333333336
YCL011C	-0.0039700000000000004
YCL014W	0.005866666666666666
YCL016C	0.07125333333333334
YCL022C	-0.07539333333333333
YCL023C	0.08616000000000001
YCL024W	0.05046333333333333
YCL025C	-0.03834666666666667
YCL026C-A	0.025946666666666663
YCL027W	0.06611
YCL028W	-0.015606666666666666
YCL029C	0.04306666666666666
YCL032W	-0.10131999999999998
YCL033C	-0.1907
YCL034W	-0.02627
YCL035C	0.08496333333333334
YCL036W	-0.37782333333333334
YCL037C	-0.25955666666666666
YCL038C	0.05536
YCL039W	0.04481666666666667
YCL040W	0.20292
YCL042W	0.09472666666666667
YCL044C	-0.012673333333333333
YCL045C	-0.04252
YCL046W	-0.02078333333333333
YCL047C	-0.07871666666666666
YCL048W	0.017996666666666664
YCL049C	0.010490000000000005
YCL050C	0.040766666666666666
YCL051W	0.011623333333333331
YCL055W	0.06756333333333332
YCL056C	0.013696666666666668
YCL057W	0.04713333333333333
YCL061C	0.03927166666666666
YCL063W	0.03801166666666666
YCL064C	0.07794333333333332
YCL069W	-0.04994333333333333
YCL076W	0.04052666666666666
YCR001W	0.016716666666666668
YCR005C	0.011963333333333333
YCR006C	-0.09574666666666666
YCR007C	0.02143666666666667
YCR008W	0.10315666666666667
YCR009C	0.13876
YCR010C	0.008526666666666669
YCR011C	-0.001200000000000002
YCR014C	-0.1439966666666667
YCR015C	0.007503333333333333
YCR016W	0.046443333333333336
YCR017C	0.01614666666666667
YCR019W	-0.01445
YCR020C	0.05393666666666667
YCR020C-A	-0.02649
YCR021C	-0.02238
YCR022C	-0.026889999999999997
YCR023C	0.022146666666666665
YCR024C-A	0.05368666666666667
YCR025C	-0.05769333333333334
YCR026C	-0.043353333333333334
YCR027C	-0.17210666666666666
YCR028C-A	-0.48398
YCR030C	0.02828
YCR031C	-0.02627
YCR032W	0.028226666666666667
YCR033W	0.008706666666666666
YCR034W	-0.17583000000000001
YCR036W	-0.018323333333333334
YCR037C	0.038143333333333335
YCR044C	-0.27421999999999996
YCR045C	-0.0962
YCR048W	0.021276666666666666
YCR049C	-0.05055333333333334
YCR050C	0.05329666666666666
YCR051W	0.019483333333333335
YCR053W	-0.34335999999999994
YCR059C	0.02104
YCR060W	-0.018263333333333336
YCR061W	-0.04034833333333334
YCR063W	-0.007460000000000004
YCR065W	-0.09058666666666666
YCR067C	0.04523666666666667
YCR068W	-0.04387666666666667
YCR069W	0.03206333333333334
YCR071C	-0.50404
YCR073C	0.12707666666666667
YCR073W-A	0.06841666666666667
YCR075C	0.03956666666666667
YCR076C	-0.23698666666666668
YCR077C	-0.3491433333333333
YCR079W	-0.18634666666666666
YCR082W	-0.04058
YCR083W	0.03511
YCR085W	0.02729
YCR086W	0.09635333333333333
YCR087C-A	-0.0010499999999999995
YCR087W	-0.007999999999999998
YCR088W	-0.10195
YCR089W	-0.37886
YCR090C	0.009229999999999999
YCR091W	-0.09157333333333334
YCR092C	0.052969999999999996
YCR095C	-0.05928999999999999
YCR098C	-0.00738
YCR099C	-0.011756666666666665
YCR100C	0.00673
YCR101C	-0.05298666666666666
YCR102C	-0.037346666666666674
YCR102W-A	0.04126333333333334
YCR105W	0.059143333333333326
YCR106W	-0.03392333333333333
YCR107W	0.033433333333333336
YDL001W	-0.017486666666666668
YDL002C	0.034633333333333335
YDL006W	0.08603333333333334
YDL010W	-0.005296666666666666
YDL011C	-0.013793333333333333
YDL012C	0.0046366666666666665
YDL013W	-0.08877000000000002
YDL018C	0.0436
YDL019C	-0.09947666666666666
YDL020C	0.08248666666666667
YDL023C	0.03927
YDL024C	0.050493333333333335
YDL025C	-0.12915666666666667
YDL026W	-0.011906666666666668
YDL027C	-0.025296666666666665
YDL033C	-0.4681666666666667
YDL035C	-0.013
YDL036C	-0.010363333333333334
YDL037C	0.00416
YDL039C	0.045088333333333334
YDL048C	-0.09495333333333333
YDL050C	0.05991333333333334
YDL051W	0.00924
YDL053C	-0.08135333333333333
YDL054C	-0.07820666666666666
YDL056W	0.03913
YDL059C	-0.07329666666666666
YDL061C	-0.054906666666666666
YDL062W	-0.44203333333333333
YDL065C	0.007173333333333333
YDL066W	-0.00267
YDL070W	-0.05624666666666667
YDL071C	-0.1621233333333333
YDL074C	0.09814833333333334
YDL076C	0.056369999999999996
YDL077C	-0.02041333333333334
YDL078C	-0.06964333333333333
YDL079C	-0.08222333333333333
YDL080C	-0.03626333333333333
YDL081C	-0.11877333333333333
YDL082W	0.06413333333333333
YDL083C	0.04729
YDL085W	0.04816666666666666
YDL086W	0.05985333333333334
YDL088C	0.11828333333333334
YDL089W	0.02934666666666667
YDL091C	0.0021966666666666684
YDL093W	0.04467666666666666
YDL094C	0.013223333333333332
YDL095W	-0.021033333333333334
YDL096C	-0.0050166666666666675
YDL099W	-0.006910000000000002
YDL100C	-0.03466333333333333
YDL104C	-0.5337966666666666
YDL106C	-0.05633
YDL109C	-0.025173333333333336
YDL110C	0.028829999999999998
YDL112W	0.13959999999999997
YDL113C	0.08155333333333332
YDL114W	-0.11849333333333333
YDL117W	0.008486666666666668
YDL118W	-0.010270000000000001
YDL119C	-9.000000000000095e-05
YDL121C	-0.003106666666666667
YDL122W	0.016633333333333337
YDL123W	0.01737666666666667
YDL124W	0.12954000000000002
YDL125C	0.06162
YDL127W	0.0572
YDL128W	0.05610333333333334
YDL129W	0.021133333333333337
YDL130W	-0.08034666666666668
YDL130W-A	-0.015366666666666667
YDL131W	0.031540000000000006
YDL133C-A	-0.009576666666666666
YDL133W	0.03605333333333333
YDL134C	0.16523333333333334
YDL135C	-0.03723
YDL136W	-0.05986666666666667
YDL137W	0.055106666666666665
YDL138W	0.006720000000000001
YDL142C	0.028183333333333338
YDL144C	0.026006666666666668
YDL146W	0.06012666666666666
YDL149W	-0.032260000000000004
YDL154W	-0.07086666666666666
YDL155W	-0.018033333333333335
YDL156W	0.05337333333333333
YDL157C	-0.06104999999999999
YDL161W	0.11997666666666666
YDL162C	0.11214333333333333
YDL167C	0.03585
YDL168W	0.02433
YDL169C	0.09482
YDL170W	-0.05867333333333333
YDL171C	0.12574333333333335
YDL172C	-0.013536666666666664
YDL173W	-0.11795333333333334
YDL174C	-0.014479999999999998
YDL175C	-0.03785333333333333
YDL176W	-0.09011333333333334
YDL177C	0.012913333333333332
YDL178W	-0.012316666666666668
YDL179W	0.00712666666666667
YDL180W	0.06027333333333334
YDL181W	0.14034
YDL182W	0.18548
YDL183C	0.1476333333333333
YDL184C	-0.11531000000000001
YDL186W	-0.06471333333333333
YDL187C	-0.39636333333333335
YDL188C	-5.9999999999999866e-05
YDL189W	0.01906666666666667
YDL190C	0.10791333333333335
YDL191W	-0.02433
YDL194W	0.09085333333333333
YDL197C	-0.027053333333333332
YDL199C	0.048606666666666666
YDL200C	-0.05942666666666666
YDL201W	0.10901666666666666
YDL203C	0.07971
YDL204W	0.044443333333333335
YDL206W	0.025486666666666668
YDL210W	-0.026806666666666663
YDL211C	0.04033
YDL213C	0.04139
YDL214C	0.14132000000000003
YDL215C	0.005596666666666664
YDL216C	0.17928
YDL218W	-0.07681333333333333
YDL219W	0.16864333333333334
YDL222C	0.15549
YDL223C	-0.12442666666666667
YDL224C	-0.13538000000000003
YDL226C	0.13823
YDL229W	-0.02024
YDL230W	-0.006616666666666669
YDL231C	-0.01246
YDL232W	0.11516666666666665
YDL233W	-0.022316666666666665
YDL234C	0.002406666666666666
YDL236W	0.012896666666666666
YDL237W	-0.03918
YDL238C	0.09504666666666667
YDL239C	0.0020499999999999997
YDL240W	-0.02280666666666667
YDL241W	0.09323666666666668
YDL242W	0.052746666666666664
YDL243C	-0.18895333333333333
YDR001C	0.002603333333333334
YDR003W	0.004883333333333332
YDR004W	0.0022299999999999993
YDR005C	-0.13394333333333333
YDR006C	-0.06816333333333334
YDR007W	0.09703333333333335
YDR009W	0.054439999999999995
YDR010C	-0.05992
YDR011W	0.03645
YDR014W	0.05034333333333333
YDR015C	0.05595333333333333
YDR018C	0.046259999999999996
YDR019C	0.01897333333333333
YDR020C	-0.04807666666666666
YDR022C	0.017316666666666664
YDR024W	0.16429333333333335
YDR026C	0.0562
YDR029W	0.043616666666666665
YDR030C	-0.0013066666666666667
YDR031W	-0.04854
YDR032C	-0.07686666666666667
YDR033W	-0.1431
YDR035W	0.01828
YDR036C	0.08477666666666665
YDR042C	-0.07199666666666667
YDR043C	0.011980000000000003
YDR046C	0.03537333333333333
YDR048C	-0.04015333333333333
YDR049W	-0.03309
YDR051C	-0.18696666666666664
YDR055W	-0.054773333333333334
YDR056C	0.07455333333333333
YDR057W	-0.16492333333333334
YDR058C	0.08501333333333333
YDR059C	0.007050000000000001
YDR061W	-0.01613
YDR063W	0.07009
YDR066C	0.03759
YDR067C	0.13791
YDR068W	-0.05778333333333333
YDR070C	-0.050306666666666666
YDR071C	0.04164333333333333
YDR072C	-0.12014000000000002
YDR073W	0.12801
YDR074W	0.22468
YDR075W	-0.08164333333333333
YDR076W	0.06298333333333332
YDR077W	0.07024
YDR080W	0.12030666666666667
YDR083W	0.021993333333333337
YDR084C	-0.13182333333333332
YDR085C	0.04105333333333333
YDR089W	0.01651
YDR090C	-0.03761
YDR092W	0.05010666666666667
YDR093W	-0.23066
YDR094W	0.01829666666666667
YDR095C	-0.09959
YDR096W	-0.12802
YDR097C	0.026396666666666666
YDR098C	0.025836666666666664
YDR099W	0.11477333333333332
YDR100W	-0.05232666666666667
YDR101C	0.021793333333333335
YDR102C	-0.026863333333333336
YDR104C	0.09184666666666667
YDR105C	-0.28190333333333334
YDR107C	-0.03672
YDR108W	-0.028016666666666665
YDR109C	0.0006066666666666628
YDR110W	0.0005333333333333324
YDR111C	0.0051133333333333334
YDR112W	0.028743333333333333
YDR116C	-0.22218666666666667
YDR117C	0.12269333333333332
YDR119W	-0.05460333333333334
YDR120C	0.004153333333333338
YDR121W	-0.029623333333333335
YDR122W	0.07850666666666667
YDR123C	0.04186666666666666
YDR124W	-0.05714666666666666
YDR125C	-0.01755666666666667
YDR126W	-0.35919999999999996
YDR127W	0.02380666666666667
YDR128W	0.07940000000000001
YDR130C	-0.02885333333333333
YDR131C	-0.06206333333333334
YDR132C	0.17043
YDR133C	-0.13460000000000003
YDR135C	0.05316333333333334
YDR139C	-0.06267666666666666
YDR142C	0.09476666666666667
YDR143C	0.059963333333333334
YDR144C	0.09862666666666665
YDR146C	0.031266666666666665
YDR147W	-0.018213333333333335
YDR148C	-0.10473333333333334
YDR149C	-0.041269999999999994
YDR150W	-0.036673333333333336
YDR151C	0.18252666666666664
YDR152W	-0.049576666666666665
YDR153C	0.08333
YDR154C	0.0011699999999999998
YDR155C	-0.03153
YDR156W	0.12335
YDR157W	0.04402
YDR158W	0.08392333333333334
YDR159W	0.07008333333333333
YDR161W	-0.03289
YDR162C	0.056600000000000004
YDR163W	-0.07632666666666667
YDR165W	0.047393333333333336
YDR169C	0.11464999999999999
YDR171W	-0.06514666666666667
YDR178W	-0.0010266666666666688
YDR179C	0.023046666666666663
YDR179W-A	-0.023376666666666667
YDR181C	-0.13697666666666666
YDR183W	0.16492333333333334
YDR184C	-0.060066666666666664
YDR185C	-0.011763333333333334
YDR186C	-0.02043
YDR191W	-0.08408333333333333
YDR192C	-0.011016666666666666
YDR193W	0.12248666666666667
YDR198C	0.059519999999999997
YDR199W	-0.049326666666666664
YDR202C	-0.06637333333333334
YDR203W	-0.14792333333333332
YDR205W	0.20488666666666666
YDR206W	-0.027883333333333333
YDR207C	-0.16691666666666669
YDR209C	-0.34864
YDR210W	0.0011833333333333325
YDR213W	0.015686666666666668
YDR214W	0.02918333333333333
YDR215C	0.11957666666666666
YDR216W	-0.11341333333333332
YDR217C	0.19759333333333337
YDR218C	0.08319333333333334
YDR219C	-0.038926666666666665
YDR220C	0.05459333333333333
YDR221W	-0.011273333333333335
YDR222W	0.06346333333333333
YDR223W	-0.03873666666666667
YDR225W	0.09034666666666664
YDR229W	0.0682
YDR233C	-0.20459333333333332
YDR239C	0.18740666666666664
YDR242W	-0.0026000000000000003
YDR244W	0.10093999999999999
YDR245W	-0.08023333333333334
YDR247W	-0.01633
YDR248C	-0.10120666666666667
YDR249C	0.052520000000000004
YDR250C	-0.014850000000000002
YDR251W	0.04972333333333332
YDR252W	-0.01795333333333333
YDR253C	0.15377
YDR254W	0.03694000000000001
YDR255C	0.007033333333333333
YDR256C	0.030660000000000003
YDR257C	-0.031106666666666668
YDR258C	0.030626666666666667
YDR259C	0.04687333333333333
YDR260C	-0.20196666666666666
YDR261C	-0.0005966666666666667
YDR262W	-0.054799999999999995
YDR263C	0.09297666666666667
YDR265W	0.14616333333333334
YDR266C	-0.05783666666666667
YDR269C	0.023326666666666666
YDR270W	-0.007826666666666668
YDR271C	-0.04479333333333333
YDR272W	0.15817666666666666
YDR273W	0.016063333333333332
YDR274C	0.01825
YDR275W	-0.01285
YDR276C	0.0
YDR277C	-0.015099999999999995
YDR278C	0.008753333333333333
YDR279W	0.045976666666666666
YDR281C	-0.0017599999999999977
YDR282C	0.10132666666666668
YDR284C	0.003936666666666667
YDR285W	-0.008976666666666666
YDR286C	0.07478666666666667
YDR287W	-0.12422666666666667
YDR289C	0.08844666666666667
YDR290W	-0.02066333333333334
YDR291W	0.04318666666666667
YDR294C	0.020176666666666673
YDR297W	-0.2462466666666667
YDR304C	0.06381
YDR305C	0.15675333333333333
YDR306C	-0.09927666666666667
YDR307W	0.046496666666666665
YDR309C	0.10399333333333334
YDR310C	-0.023076666666666665
YDR312W	0.01867666666666667
YDR313C	0.022923333333333337
YDR314C	-0.07353
YDR315C	-0.07752666666666667
YDR316W	-0.18539666666666665
YDR317W	-0.012563333333333334
YDR318W	-0.08564
YDR319C	0.20238
YDR320C	0.09370333333333332
YDR321W	0.08211
YDR326C	0.07351
YDR329C	-0.06333333333333334
YDR330W	0.07810333333333333
YDR332W	-0.3699666666666667
YDR333C	-0.025773333333333343
YDR334W	-0.04551333333333333
YDR335W	0.12642
YDR336W	0.03658666666666666
YDR338C	0.010383333333333336
YDR340W	-0.11447333333333333
YDR344C	-0.05025666666666667
YDR345C	0.021133333333333334
YDR346C	-0.07112
YDR348C	-0.040273333333333335
YDR349C	0.004386666666666666
YDR351W	0.008236666666666668
YDR352W	-0.007116666666666667
YDR354W	0.08037666666666667
YDR357C	0.13374
YDR358W	-0.3135833333333333
YDR359C	-0.38034000000000007
YDR360W	-0.3701666666666667
YDR363W	-0.011563333333333335
YDR363W-A	-0.05902000000000001
YDR368W	-0.01771
YDR369C	0.0045
YDR370C	0.10251
YDR371W	-0.008800000000000002
YDR372C	-0.04633333333333334
YDR374C	0.06088333333333334
YDR375C	-0.5969066666666667
YDR378C	-0.18384666666666669
YDR379W	-0.013239999999999997
YDR380W	-0.08991333333333335
YDR382W	-0.012106666666666674
YDR383C	-0.00014000000000000123
YDR384C	0.08519333333333334
YDR385W	-0.08815333333333335
YDR386W	-0.2859066666666667
YDR387C	0.03488666666666667
YDR388W	-0.16239666666666666
YDR389W	0.04291333333333333
YDR391C	0.09031666666666666
YDR393W	-0.11439666666666666
YDR395W	0.035173333333333334
YDR399W	-0.007846666666666667
YDR400W	-0.01832
YDR401W	-0.021323333333333333
YDR402C	-0.04785999999999999
YDR403W	-0.0504
YDR406W	0.024070000000000005
YDR408C	0.08597666666666666
YDR409W	-0.01095
YDR411C	-0.05732333333333334
YDR414C	-0.05833333333333333
YDR415C	-0.033536666666666666
YDR419W	0.0642
YDR420W	0.07946000000000002
YDR421W	0.03061
YDR422C	-0.1035
YDR423C	-0.17417333333333332
YDR424C	-0.011830000000000002
YDR425W	0.10132666666666666
YDR426C	0.10384333333333334
YDR428C	0.07028333333333332
YDR430C	-0.07423666666666667
YDR431W	-0.024613333333333334
YDR435C	0.002773333333333331
YDR436W	0.09852333333333334
YDR438W	0.026366666666666663
YDR440W	0.007586666666666666
YDR441C	0.0031733333333333323
YDR444W	0.09724333333333333
YDR445C	0.012159999999999999
YDR446W	0.03479666666666666
YDR447C	-0.043173333333333334
YDR451C	0.0229
YDR452W	-0.02884
YDR453C	0.02779
YDR455C	-0.21858
YDR458C	-0.24065
YDR459C	0.08367666666666666
YDR461W	-0.014833333333333332
YDR463W	-0.13119666666666666
YDR465C	0.15144666666666667
YDR466W	-0.03404666666666667
YDR467C	-0.008753333333333333
YDR469W	0.05126
YDR471W	0.05565666666666667
YDR475C	0.07157
YDR476C	0.007653333333333334
YDR477W	0.04339666666666667
YDR479C	-0.08012666666666667
YDR480W	0.0018533333333333342
YDR481C	0.039689999999999996
YDR482C	-0.07648666666666666
YDR485C	-0.058379999999999994
YDR486C	-0.055183333333333334
YDR488C	-0.006553333333333332
YDR490C	0.05292333333333333
YDR491C	0.07549666666666667
YDR492W	-0.0013733333333333282
YDR493W	0.009983333333333335
YDR494W	-0.16381
YDR496C	0.009510000000000003
YDR497C	0.09444000000000001
YDR501W	0.05622333333333334
YDR502C	0.08047
YDR503C	0.05269666666666667
YDR504C	-0.07193333333333334
YDR505C	-0.08693000000000001
YDR506C	0.04016666666666667
YDR508C	-0.14226666666666668
YDR509W	-0.048906666666666675
YDR511W	-0.03879333333333334
