orf	hom | growth (relative abundance in pooled culture) | copper(II) sulfate [500 mM], YPD [standard] | Schlecht U~St Onge RP, 2014	hom | growth (relative abundance in pooled culture) | copper(II) sulfate [500 mM], YPE [2%] | Schlecht U~St Onge RP, 2014	hom | growth (relative abundance in pooled culture) | copper(II) sulfate [500 mM], YPG [2%] | Schlecht U~St Onge RP, 2014	hom | growth (relative abundance in pooled culture) | copper(II) sulfate [500 mM], YPL [2%] | Schlecht U~St Onge RP, 2014
YAL002W	-0.858381303551124	-0.4950231376359782	-0.7719948281696619	-0.508149655542215
YAL004W	-0.8268093329731111	0.29743260827344326	-0.21483946442138319	0.05252935128003416
YAL005C	-0.22587123072928333	0.04470227767267965	0.06431528393491985	0.00907705262360993
YAL007C	0.056204614530871506	0.16152886471768405	0.13535853563929087	0.24100217722158956
YAL008W	0.06042217988756473	-0.4808950441827208	0.2896373774804152	-0.1444371814642492
YAL009W	-1.3087988223545237	2.5612745942967114	2.3948821929529713	1.7306368640739331
YAL010C	-0.1628164324939907	-0.26688366519581963	-0.18350651064907325	-0.07622235301804861
YAL011W	0.7313649617096502	-1.071615480655467	-0.5222963642091274	-0.026264203742375772
YAL012W	-1.124185600926836	-2.2178543449679458	-0.298991348903581	-1.402642182856091
YAL013W	0.6348797388196583	0.4259005134949014	1.257435013812494	0.20908100955389328
YAL014C	-0.265360933987765	0.07362697477956238	0.17922821221441804	0.04908523464257585
YAL015C	-0.27549008274071735	-0.13819135920557601	-0.08740512023256443	0.19074659494455623
YAL016C-B	0.10413399171038283	0.10146532247426569	-0.6324273068989281	-0.6930564892829894
YAL016W	0.23700194848348216	0.061751254962243894	0.17930689405116199	-0.2641224648350511
YAL017W	-0.2536548384818293	0.10069724360985505	0.021668402599243176	-0.18884043491556426
YAL018C	-0.4473405963094345	-0.10250174770990692	0.8843858892786491	0.35666964094964315
YAL019W	-0.6510222201459903	0.4548145360905916	0.9206664555340383	1.2551185556942048
YAL020C	0.47099736774294493	-0.5640091614891037	0.5852075827125369	0.8682613554282909
YAL021C	-2.3012953418563713	-1.6901935655595595	-0.7073034937153622	-0.8364712522759477
YAL022C	-0.33973418229449454	0.3070910515845367	-0.0631043430872302	0.2224806600253858
YAL023C	-0.10010141357869291	0.22196607175264405	1.297687234551781	1.2734291170846963
YAL024C	0.42238680009764096	2.434045522654441	0.24865776352914729	0.5794889265822738
YAL026C	1.3117979625748561	1.173458698568353	0.8430165821034478	2.267813338857276
YAL027W	-0.5550313805624661	-0.13051974143814798	0.634927243880482	0.2088045503401239
YAL028W	-0.41322903899721186	0.3962508588037717	0.010268204813265786	0.051748719238584616
YAL029C	0.421317349688033	0.4418080721687953	0.8345729281611064	-0.46408877240791474
YAL030W	-0.19346242474987224	0.23478652038292966	0.42152233683503326	-0.3698514270593329
YAL031C	-0.2745666477076472	0.3833840300489641	-0.027943037359004254	-0.23823445986636352
YAL034C	0.37119795566361846	-0.6601589826817772	0.05275311243752683	-0.508187109746237
YAL035W	-0.15391621500122665	0.5732950061700604	-0.8283106646956966	0.9695367004828084
YAL036C	-0.4773019601669438	-0.16680706231358583	0.011194460862087358	0.21347185889620382
YAL037C-A	-0.44050938789753263	-0.44688879633488504	-0.021578724519406664	-0.22215133500323928
YAL037W	0.06280851510695787	0.18196955581037966	0.1314380393842713	-0.3639608496891427
YAL039C	0.3588567812227473	-0.20563666618406162	-0.13251162613274683	-0.26966262267884744
YAL040C	-2.932673976783175	-1.388686760805853	-1.233906867423781	-2.4308053513576975
YAL042C-A	-0.4125762467321373	-0.5306470054144047	-0.7297869155876741	-0.6810266217938589
YAL042W	-0.8404390538587228	-0.53686045201676	-0.8583812716610285	-0.8480216807339853
YAL044C	-0.9214724231154646	2.386939001639727	0.4400415521998103	-0.1022483530558809
YAL044W-A	-0.5429866268891268	-0.7871290774823476	0.1778668225176858	-0.1474019509867659
YAL045C	-0.16346167888789545	0.0012518490913475773	0.2009155389224267	-0.15625425047297528
YAL046C	-0.014540574685111211	0.29266047237338705	0.5423026636999271	-0.6675800443307788
YAL047C	1.142776624945268	-1.0127459011225672	-1.8423179677127324	1.2250355835738578
YAL048C	0.04202424288516132	-1.314512767312709	-2.681261468581954	-1.827200623599575
YAL049C	-0.2686935049523398	0.029396529884796945	0.07240852843108227	0.056243354832699474
YAL051W	-0.28906500572695204	0.008667414489426949	-0.47525271335077435	-0.28698249299959744
YAL053W	-0.19966613792460733	-0.2279368175783491	-0.1768224372458484	-0.011152019945716582
YAL054C	0.10350787763509108	-0.23966168815567732	-0.39240128054937995	-0.3827600064409304
YAL055W	-0.6585079872007884	-0.15853517373031698	-0.12528534020482837	-0.2829496333699896
YAL056C-A	-1.0332205084102286	-0.2484956881158007	-0.33709881751809484	-0.08512998462275076
YAL056W	0.027744236733700686	-0.46283655848657845	-0.34768988703453213	-0.5785819511155715
YAL058W	-0.12878177674187913	-0.06414410515861416	-0.20306010548202652	-0.10473215121268561
YAL059W	-0.365153381003144	-0.0008000378734907712	-0.34462693408804534	-0.1434180002810569
YAL060W	0.03822219473263769	-0.3350310523530444	-0.09819816010761424	-0.19468229273751797
YAL061W	-0.011319653271396276	-0.2843972575463993	-0.27926828195099257	-0.04666970856953373
YAL062W	-0.04366759482924143	-0.08312250510070622	-0.0376605247446903	-0.039566589932338005
YAL064C-A	0.5064130448322112	0.6846009614677281	0.43788095754270384	-0.16567229820595986
YAL065C	-0.1596299592897091	-0.17203383830950003	-0.16326768554417495	-0.20160264087524254
YAL066W	0.7463506920609985	1.1050858746101473	-0.1976369060144586	-0.07513471421506217
YAL067C	-1.5118671125074528	-0.5228277816808176	-1.2557748689227084	-0.7396777089995773
YAL067W-A	-0.6335884818557268	0.9025517039550459	-1.813645146146979	-0.8907790859988302
YAL068C	-0.14823439092301635	-0.34030029999343375	-0.4161688344636862	-0.2954888777257158
YAR002C-A	0.6323771143535476	-0.38178405493389733	0.06624716148752868	0.22740784050568444
YAR002W	2.543797088667233	-0.018445686994988827	-0.11153758226604796	-0.9483385192740181
YAR003W	-0.5073284084844604	0.1614480603504557	-0.21537182826785148	-0.09983545008008446
YAR014C	-1.467559390165752	0.6380864598483784	-0.14386320071367434	1.1503814040189335
YAR015W	-2.5012084516310775	-2.2575799312395737	-2.00730628570507	-0.22941217633659533
YAR018C	-0.541204875574956	0.01993247732825428	0.30128730597766684	-0.4035210492634929
YAR020C	-0.5401615662154633	0.10772847893716156	0.5242886158104763	-0.2704192757535756
YAR023C	-0.53849974732984	0.8375823528049332	0.2968176691124779	0.8813043757354782
YAR027W	-0.09498737822715235	0.0946543940787941	0.20146047847675136	0.13234398932603933
YAR028W	-0.6165716563631457	-0.6034372508754325	-0.45379295307576584	0.13654099247763335
YAR029W	-0.988918482982997	0.31819482249978215	0.39124174674044154	0.21340425908045893
YAR030C	-0.4694572610328556	0.1796606697070135	0.331921365090998	0.30534302482729364
YAR031W	-0.23421017100297442	0.4695806933599134	0.21887959086892686	-0.048070112117061435
YAR035C-A	-0.8964573528773989	-0.32595902918502184	-0.4300628715803409	0.19675342163763915
YAR035W	-0.09087750356074743	0.12256866066502616	0.793222526151549	0.12415193982941966
YAR042W	-0.4908442422032425	0.13047474309617363	0.2164430753415403	-0.08440333780348738
YAR047C	-0.5944248744856653	0.8314532755782269	0.3021629808493296	-0.5419629290764983
YAR050W	0.4295285558738632	-0.36520729168171295	-0.21651569376117402	-0.09487294326847744
YBL001C	-0.23503755095317946	-0.2849382666088042	-0.4653439738600738	-0.055379590644138055
YBL002W	0.20786235223989136	0.025702262872849307	-0.3571139978337241	0.41074218602713036
YBL003C	-0.6340328437708759	-0.5790116152685787	-0.5313474978671533	-0.2238923731838069
YBL005W	-0.3531536315557709	-0.2535994511057134	-0.3900222516712784	-0.2104331578523103
YBL006C	-1.0289723143558522	-0.8950257285407783	-1.6052095044228305	0.5536971226804348
YBL007C	1.8278624121640037	-0.43746178184061396	-0.5506769994441546	1.2638723319266747
YBL008W	0.9726607177680603	-1.5044480419331658	-0.7861601494415582	-0.6349001047077699
YBL008W-A	-0.4442272107759029	-0.5144399106484262	-0.21548530783489114	-0.31620602980261775
YBL009W	-0.870750533144184	-0.40777959849798845	-0.4400839265541649	-0.13727485185714444
YBL010C	-1.3089287406022745	-0.5391268660872882	-0.3507170013308728	-0.4373950508604899
YBL011W	-1.579918680506183	-0.27842935461649976	-0.1399859445574372	-0.32040956082765626
YBL012C	0.8564575527201317	-2.5808861418600246	-0.6387520740978507	-1.1055119919586842
YBL013W	1.0728986060932328	0.18852801955937484	-3.379779343959513	1.9544237429116171
YBL015W	0.08299908719315441	-0.276122930634787	-0.27002215812772484	0.17219124663632185
YBL017C	0.19868740050113798	-0.2765707828243317	-1.3119763061576124	0.13493384296276453
YBL019W	0.19702110433994738	-2.6507769037734796	-1.7062291171906727	-1.8578408489207439
YBL021C	0.14447079416195444	3.0855436628959176	1.4392160159393308	0.7217620684984597
YBL022C	-0.5237384342543565	-0.2628604149164712	0.1335713050048021	0.12293675012924617
