orf	gene	5-fluorouracil_19.2_1	5-fluorouracil_19.2_2	5-fluorouracil_19.2_3	5-fluorouracil_19.2_4	5-fluorouracil_19.2_5	5-fluorouracil_38.5_1	5-fluorouracil_38.5_2	5-fluorouracil_4.8_1	5-fluorouracil_76.9_1	5-fluorouracil_76.9_2	5-fluorouracil_9.6_1	alverine-citrate_500_1	alverine-citrate_500_2	alverine-citrate_500_3	alverine-citrate_500_4	atorvastatin_125_1	atorvastatin_125_2	atorvastatin_62.5_1	atorvastatin_62.5_2	atorvastatin_62.5_3	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_31.25_1	cisplatin_31.25_2	cisplatin_62.5_1	cisplatin_62.5_2	dyclonine_250_1	dyclonine_500_1	dyclonine_500_2	dyclonine_500_3	dyclonine_500_4	fenpropimorph_1.17_1	fenpropimorph_2.34_1	fenpropimorph_2.34_2	fenpropimorph_4.69_1	fenpropimorph_4.69_2	fluconazole_130.6_1	fluconazole_130.6_2	fluconazole_16.3_1	fluconazole_32.6_1	fluconazole_32.6_2	fluconazole_65.3_1	fluconazole_65.3_2	lovastatin_154.5_1	lovastatin_154.5_2	lovastatin_154.5_3	lovastatin_77.2_1	methotrexate_125_1	methotrexate_125_2	methotrexate_125_3	methotrexate_250_1	methotrexate_250_2	methotrexate_250_3	methotrexate_250_4	methotrexate_250_5	methotrexate_250_6	methotrexate_250_7	methotrexate_250_8	methotrexate_250_9	methotrexate_500_1	miconazole_0.025_1	miconazole_0.025_2	miconazole_0.05_1	miconazole_0.05_2	miconazole_0.05_3	miconazole_0.05_4	miconazole_0.1_1	miconazole_0.1_2	miconazole_0.2_1	miconazole_0.2_2
YPL198W	RPL7B	5.882902	8.062588	5.049486	5.884816	9.559728	0.417254	9.213555	9.35874	0.810163	2.457029	7.390634	9.439357	8.262757	9.299642	6.874769	7.557864	0.045105	9.255785	9.553062	9.483683	8.919366	9.529021	9.520909	9.528224	9.459807	9.573806	9.56528	8.004608	8.467103	8.783522	9.576161	8.737814	9.189804	9.439033	9.06838	7.781752	6.663318	4.342241	8.480007	9.57624	9.350429	4.593247	45.07269	27.072891	9.497476	9.549505	2.38944	6.421144	9.300172	8.422187	9.228488	7.136784	9.571694	7.192594	7.137788	8.736968	9.518641	7.630056	8.191058	9.053515	2.049607	8.936837	7.947498	7.977128	9.040149	9.576131	8.893214	8.736046	9.285043	15.516787	7.370951
YHL033C	RPL8A	2.221111	9.558255	0.962646	6.595274	9.710364	0	9.473151	9.263176	1.824878	1.225544	8.061622	8.358785	10.295529	10.195284	6.308544	7.656223	4.224772	8.951952	10.321332	10.377556	8.434053	7.324252	10.163552	9.011333	10.111278	5.631753	6.941069	10.401432	10.352398	10.370127	8.998456	10.3734	8.093729	8.073503	8.251376	10.396748	9.525569	7.869293	5.980842	9.653465	10.1508	10.054206	66.970135	10.303359	9.994208	4.510049	6.831742	7.321766	7.907558	0	10.225361	9.686281	9.609606	10.182859	10.023684	10.256318	9.461436	9.910458	4.157838	10.090927	8.08	9.984279	10.072079	2.691615	10.337519	10.252677	9.634912	10.387393	10.364994	21.924883	11.145889
YLL045C	RPL8B	6.834586	8.8606	7.410127	2.297139	9.103068	2.410581	9.383246	9.29248	5.046819	2.84306	9.269599	6.406477	8.999928	9.285053	8.911185	5.839043	8.787073	7.256417	9.228415	9.349624	9.153233	9.195984	7.552843	9.321348	9.248393	9.198479	9.335713	7.918546	8.400712	9.207744	8.206749	9.232716	9.38668	9.199728	9.385148	8.822617	8.045958	38.123742	21.957847	8.765335	6.463442	8.853762	41.458292	17.01439	7.878555	2.770228	3.74126	7.515779	9.315786	6.834942	8.953964	6.747345	7.278373	9.273258	9.048936	9.057017	8.531425	9.146316	0.95784	9.208346	0	9.058683	9.374283	6.581731	8.522321	9.332667	9.338776	8.86546	8.991376	8.955964	9.371297
YGL147C	RPL9A	9.493834	8.543711	7.1589	9.281823	9.508042	8.847095	9.272994	8.947268	8.271731	9.312104	8.633008	8.947226	9.158877	7.52565	9.408935	3.861913	9.268225	8.982012	9.186994	8.977032	8.228336	9.043736	9.489738	8.897697	9.159971	9.103481	9.342814	9.374639	9.31819	8.541775	8.494374	9.507865	9.320616	5.800359	8.033302	9.485931	9.348449	2.423384	3.882996	8.621846	9.105527	7.952386	9.162268	0	8.572382	8.228289	9.146349	9.173072	4.234028	9.497152	9.305276	9.506629	8.707294	8.791874	8.948328	9.347586	8.568874	9.102734	9.060856	9.43619	9.476741	9.29396	9.416681	9.507683	9.300676	9.48761	9.005023	9.18335	9.311903	6.342223	6.332641
YNL067W	RPL9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML091C	RPM2	6.977092	10.155445	10.890065	11.165088	10.069226	10.130935	10.940367	10.776085	7.812221	8.718887	11.25589	10.588123	9.902933	10.23694	11.287087	10.54609	11.311497	11.285608	10.307667	10.822241	10.961786	9.973161	10.94908	8.479116	11.327827	11.29804	6.213636	9.383816	9.656491	9.531891	9.801824	9.871528	23.630841	9.806388	11.191094	12.468508	11.234125	13.532418	9.205537	10.634626	10.543836	11.263713	8.73425	5.29326	10.946213	10.884983	3.440041	11.349016	7.965127	11.146166	10.763618	8.024185	9.43773	8.409962	9.212157	9.046886	9.636315	9.59584	9.431778	10.205466	9.805872	11.291101	6.652075	8.576605	11.30198	11.246066	8.315228	11.223694	5.340767	6.839032	5.479293
YHR200W	RPN10	7.362511	8.408277	7.531148	7.835895	7.937564	8.604316	8.417935	6.673926	8.468551	8.430541	8.041781	7.983568	7.433952	7.3139	8.749725	8.521536	2.824419	8.487812	7.294172	7.034008	7.93955	4.52751	7.796918	8.278854	6.769583	5.743667	8.637329	8.666369	8.29293	7.681994	8.403624	8.301359	7.637008	7.331835	8.038494	2.537711	2.585036	10.402529	6.4858	8.587455	7.950101	7.776084	6.510793	1.645449	5.357645	8.751075	5.250161	7.889385	7.86765	8.639053	8.415405	6.555551	7.743243	8.700687	5.58954	8.006907	7.381798	6.559531	7.752558	7.181225	4.24923	8.738751	8.725772	7.769872	8.775267	8.155541	8.476692	7.556067	7.813898	1.175454	2.763977
YFR004W	RPN11	11.318137	10.377279	11.521273	8.29608	10.695672	11.489382	5.817192	10.094612	5.788191	7.7074	11.43374	10.744972	11.237553	10.687102	11.513774	1.4763	7.14015	5.785317	9.657349	8.382938	11.149733	11.520746	10.629975	9.238624	11.209968	9.548499	10.179656	10.739383	10.707461	11.476823	7.220106	11.250347	11.408853	9.009444	10.560565	5.045189	6.75778	0	1.290997	11.404666	11.388306	8.681919	0	0	4.199946	2.891117	10.539768	11.155986	8.250407	11.511774	11.478521	10.750562	10.212726	8.307009	8.601841	10.69619	8.693112	9.475789	10.477184	11.380196	11.35257	11.137619	11.393512	11.515287	11.51239	10.43706	11.324883	10.786313	3.066886	9.873863	9.903891
YFR052W	RPN12	10.6448	10.699675	10.84225	10.173594	3.494038	10.731217	6.146385	7.394118	9.992795	10.076493	9.565822	6.613669	10.547978	10.830782	8.846865	1.121625	0	10.281693	10.46447	9.524472	10.892752	10.394713	10.695678	10.466424	10.914114	10.423283	10.578552	10.630411	10.654115	8.557658	7.273756	10.916375	10.917305	10.587041	8.090142	0	2.035986	0	0	10.994792	10.024107	7.68344	0	0	6.541071	10.785752	10.45794	6.612471	10.852723	10.832855	10.089898	10.988266	8.308927	9.787951	9.038296	9.096375	8.863804	8.426336	10.938465	10.672694	10.994808	8.816878	8.53159	10.985802	5.516197	8.915502	9.628603	7.712095	0.59024	10.992576	10.96498
YLR421C	RPN13	8.306167	8.151608	7.825825	7.360989	7.788944	2.427046	2.243782	8.330556	3.05608	4.357454	8.413461	5.466186	8.580095	8.412403	8.596116	7.910499	5.492514	8.59029	8.032722	7.840199	8.582882	8.453723	5.643358	8.330429	8.539071	8.495079	8.574471	7.647184	8.003072	8.47827	6.959561	8.518158	7.850773	8.397494	8.556125	6.85091	7.711502	1.125205	3.693342	8.5916	8.214991	8.56854	7.515066	0	8.595672	8.401288	8.51558	7.937404	3.208864	7.548346	8.547586	1.84458	4.944361	7.496111	4.19448	8.577858	4.674472	5.391001	8.453195	8.212156	7.277906	8.175255	7.908033	8.533258	7.890489	7.716976	8.287496	8.360997	8.550911	8.401855	8.019421
YGL004C	RPN14	4.321747	11.562505	10.377988	11.568386	11.54664	10.756235	11.696458	11.754864	8.576663	11.229114	11.326193	11.650505	8.879906	9.625452	11.765198	11.084608	11.488199	11.743387	11.5855	11.414621	9.996318	10.320603	9.774953	11.16465	11.783667	10.942562	10.399067	11.718832	11.104439	10.734257	11.778215	11.365293	10.581608	10.964734	11.693603	5.97697	11.651816	11.053659	9.273106	10.789011	11.579891	11.401273	0	9.647557	11.109435	9.456513	11.699285	11.134716	11.756759	11.602518	11.691932	11.519627	11.439809	7.493702	9.475062	10.402695	11.70424	10.633617	10.136649	11.238455	11.659295	11.586509	11.650662	6.810924	11.646778	11.702033	11.593249	11.794587	11.794208	11.281838	11.634591
YIL075C	RPN2	7.566659	7.525666	7.702304	8.520517	7.785292	8.678819	7.735989	5.660989	8.686798	8.40254	6.139336	8.30057	8.689188	8.66159	8.621382	0	1.109989	6.902373	8.223541	4.191304	8.60829	3.616708	8.229047	6.506943	8.281851	7.536487	5.641289	7.688508	7.63459	8.05712	6.599958	8.668881	5.176955	8.668125	1.89727	8.219768	8.616221	0	0	6.388414	8.65541	0.060908	0	0	0.556289	0.454584	7.594441	5.308818	6.928945	8.665825	8.310945	8.485435	3.241146	7.877581	5.405025	6.797021	3.193509	5.657932	2.737504	8.613207	7.889832	6.854783	6.244414	8.601878	8.177951	4.691968	6.023839	5.197703	7.124446	0	0
YER021W	RPN3	8.145262	7.566012	9.064929	8.85364	9.026632	8.673733	8.116015	5.860321	7.582466	7.24462	8.276674	7.529571	8.837327	8.922197	1.04824	0	9.05172	0	8.982737	8.142228	7.578858	7.561445	8.620283	7.91722	8.863636	8.39669	8.745657	7.187362	8.84411	7.870735	7.60016	9.054237	8.684289	8.998286	9.064289	8.9265	4.944607	0.216658	5.638408	8.968762	8.537231	8.859687	0	0	0	0	9.019266	9.018033	5.644562	7.973453	9.023634	6.91148	7.412526	8.893944	8.103077	7.747217	7.71466	7.40347	6.532106	8.978134	2.266492	9.023368	8.947755	9.039785	8.451249	7.99912	6.862707	6.789808	1.212733	7.808881	8.424358
YDL020C	RPN4	4.18663	8.240269	6.122049	5.91821	9.891533	2.206893	3.562519	10.357876	5.04175	3.983607	8.178703	7.704498	10.025771	4.866785	10.182021	10.353657	0	10.271829	10.370454	9.460888	10.210752	10.369763	7.608719	10.360719	10.217894	10.34168	9.375753	3.437494	10.08365	10.051725	8.245611	10.119529	8.178145	7.380785	8.956993	19.814511	5.490833	10.369162	10.028929	4.304579	9.776101	9.984156	1.435309	48.017511	8.285485	10.211961	6.590511	4.327182	10.102575	6.818414	10.211569	9.492895	0	9.901257	10.016033	9.621929	1.239704	8.967065	3.922762	10.339011	9.21523	10.334959	10.365	0.442703	9.201885	9.749675	6.639564	6.818144	8.800103	1.626536	1.386772
YDL147W	RPN5	3.487805	1.780798	0.627029	5.130785	6.766774	7.036876	9.033125	6.718977	4.742908	6.010291	8.271197	4.925291	6.291639	7.498679	9.014322	0	0	0	8.997007	9.013323	8.324211	8.825689	4.144367	8.265337	8.731898	8.925676	8.169443	8.863326	8.927434	8.890649	7.815844	8.290332	6.067962	8.558062	8.95976	4.679938	8.557227	0	0	9.025294	8.823851	3.785207	0	0	0.951027	3.054513	0.652965	1.486706	7.504338	8.940364	8.980322	6.202928	8.915913	4.241196	8.648715	8.640601	8.957551	8.279359	8.498665	8.920719	1.019793	8.800217	9.007003	7.874757	7.057863	6.374524	8.213507	5.113971	1.95907	0	0
YDL097C	RPN6	4.162284	3.36675	4.515435	5.522016	0.122103	7.149511	4.977102	0.29612	3.512726	7.896194	2.228154	9.001358	9.205659	7.34507	7.697248	0	0	0	7.136116	5.27377	9.220881	6.591343	0.386589	2.092869	5.007881	4.518351	0.190006	8.446115	9.200458	7.672153	8.885192	8.98137	5.179511	8.112374	9.217316	8.609555	7.257854	0	0	8.561633	5.99251	4.388358	0	0	5.352479	2.57573	7.596832	4.513431	9.203633	8.516833	9.213293	9.108062	8.249593	8.736899	6.209795	4.941592	7.824619	7.138583	4.583814	7.449616	7.951249	7.341077	9.153195	6.903968	6.90886	2.627397	6.967236	4.299803	0	0.446185	1.138402
YPR108W	RPN7	9.054048	8.87065	7.911859	10.218466	9.376045	9.228185	10.183063	8.975302	6.958561	8.866388	9.126047	7.609334	8.886947	10.110789	10.03807	9.265483	3.41995	9.620324	7.385292	1.90279	9.790543	9.339057	7.034878	10.152642	10.213354	9.595568	9.942102	7.107107	9.412919	8.166215	6.32973	10.224077	9.76967	9.573427	9.584297	10.051152	9.751288	0	0	10.073174	9.705076	9.056261	0	0	10.220366	10.024993	5.914442	5.10344	7.159239	9.802295	10.152701	9.148107	8.814019	9.978123	5.758709	9.795051	8.597095	4.943799	7.483565	9.901846	10.067113	9.320142	9.94155	9.72081	10.111705	8.14198	10.225551	7.634096	5.4741	10.110447	9.959264
YOR261C	RPN8	9.334642	5.097869	10.239792	9.202244	0	8.52249	0	4.332746	4.061444	7.871123	8.712135	9.940501	8.405389	6.865841	6.98043	0	0	3.733218	4.606355	0.578856	10.05581	3.530793	10.250721	8.653342	9.836027	10.259276	9.638894	9.715622	6.599653	6.930426	9.927282	10.188279	10.235179	9.912317	4.921047	0	0	0	0	8.697624	9.850601	5.306273	4.519081	0	0	0	6.749443	10.245076	6.374182	9.426511	9.865253	10.05118	8.93083	4.046828	5.578571	10.100214	9.185744	7.31697	6.745838	10.217161	22.729471	10.096346	9.97719	9.991493	5.860813	7.656514	8.999231	7.081516	0	10.248179	9.899776
YDR427W	RPN9	8.448184	11.246262	10.875208	11.257365	10.116708	11.144535	11.396025	8.992671	9.664832	10.286094	11.316989	10.456148	10.871023	10.874786	10.924298	3.147159	2.094621	9.092846	8.515647	10.889099	10.552527	11.230267	11.369117	11.418324	11.409314	10.509816	10.157737	11.417747	11.396799	7.471757	10.728791	10.561565	7.119171	7.195814	5.769432	11.351514	6.892106	10.696887	9.698345	9.089292	10.267875	6.102819	5.954894	0	4.524373	11.401108	10.377774	11.40855	8.498173	11.368333	10.113323	10.470469	8.767782	11.254655	10.869479	10.640638	6.294004	10.882963	11.406731	10.673459	11.227695	11.075813	11.254529	11.009484	9.326483	9.65415	11.347903	8.0015	1.169373	10.9693	11.253294
YDL140C	RPO21	9.637649	9.54419	8.358604	0	8.35151	6.77919	9.201477	9.559623	8.711443	8.27784	9.274605	9.425407	8.664711	8.828339	9.506852	8.657321	9.407125	8.015413	9.441538	8.699369	9.066356	9.431212	8.778181	6.501653	9.646302	9.112111	9.582812	7.871968	9.602104	8.75353	9.628388	9.648235	5.56739	1.695289	6.539161	9.088397	7.045931	2.508752	6.46822	9.430342	7.228609	9.623131	21.263851	10.900682	9.211296	9.636308	8.59362	8.567719	8.159826	7.251824	9.519395	8.529313	9.645395	9.601317	9.186426	8.344314	9.644871	9.650352	7.276146	8.775138	8.168312	9.622635	9.486327	6.160309	8.136686	9.563366	3.826772	9.650732	8.208093	9.202663	8.690636
YPR187W	RPO26	0	0	0	0.036564	0.168842	3.407356	0	0	4.906085	4.371168	0	4.455765	4.145821	6.410179	6.249279	6.47976	7.106603	4.570936	7.094412	5.138559	7.079524	7.105054	7.106073	6.992351	6.651821	6.765882	7.103527	3.606359	6.856249	6.032141	5.653582	6.359279	6.679312	6.067982	6.933969	6.552864	6.033808	7.060348	7.035042	6.479733	7.084369	6.798683	6.302408	7.086304	6.147279	5.393342	6.799006	7.108136	5.70302	4.302052	5.833491	4.43615	6.963457	3.048201	6.954447	5.601081	6.990443	6.987766	7.105694	2.548673	2.615563	6.656277	7.103844	5.293899	7.082063	5.145673	7.110252	6.754728	7.11123	6.938671	7.010314
YOR116C	RPO31	8.696728	6.007007	9.700586	9.298452	6.288246	9.033744	7.226841	3.550982	9.770314	9.095705	5.053302	7.940243	9.098575	9.776964	7.109096	0	0	5.184432	3.121489	5.262733	9.76485	8.382061	9.653873	9.771089	9.712247	7.792162	2.451839	9.683745	8.597059	4.318777	9.703829	3.158625	7.300821	8.5103	9.767042	0.3317	85.192376	0	5.518719	7.67451	7.782502	6.906682	7.410512	9.136416	5.387345	0	9.574208	7.398805	8.382389	9.769019	8.194684	8.518182	8.219685	8.932041	3.554702	8.551783	7.922956	4.259911	9.696011	9.228549	6.215944	7.10662	9.721033	9.774274	6.055188	6.363251	8.208087	5.99645	0	0	7.120773
YFL036W	RPO41	9.575699	9.004615	8.89612	11.190524	11.028818	10.657601	6.460572	10.652752	7.345536	9.823671	11.268444	9.794052	11.261212	10.766326	10.808249	10.204167	11.051705	10.881419	11.135917	10.776315	10.669407	10.948156	11.08593	10.911504	11.289274	9.945417	10.077445	5.582647	11.300101	10.215441	9.626626	10.390996	11.239095	11.284928	8.546183	4.557595	8.163452	9.585989	11.052786	10.344501	10.264153	11.299545	11.639088	0.74648	9.065717	10.120834	10.617986	8.866418	8.996177	11.070095	11.300022	7.390022	11.093046	10.747576	10.938504	11.27117	11.082348	11.153623	9.740746	11.201581	10.835575	11.174791	10.941904	5.77124	9.719633	11.219229	11.29556	11.276719	11.202878	0	3.482954
YLR340W	RPP0	8.331132	9.545425	9.610384	9.792336	7.106066	9.426938	9.529907	6.009503	8.804348	9.656456	7.587646	3.162114	2.628556	1.633831	9.594937	1.071868	9.770352	6.920573	6.959707	8.844103	8.465509	5.671398	9.617218	8.529057	9.747893	8.323917	6.196861	7.14395	5.866294	5.615963	8.771317	4.601858	8.663718	4.776078	9.586629	9.487255	8.519914	38.222793	25.844456	9.789069	5.272765	6.209976	1.883949	9.626816	8.796565	4.10668	7.947809	8.971793	6.06556	8.735257	8.127311	9.396415	8.598592	5.068023	7.900068	6.288503	8.328641	9.335828	7.837072	9.666483	9.579119	9.563665	9.45625	6.95462	9.793525	9.3063	9.732392	8.830983	9.596403	4.216005	6.218288
YHR062C	RPP1	5.94424	5.165214	5.074703	7.647327	7.528065	8.214303	8.192001	8.145416	8.13886	8.166193	8.205186	7.468533	6.75308	7.389672	8.054363	0.375647	3.032215	5.404429	6.993083	4.707262	7.492132	6.419046	6.039004	8.158694	8.177498	7.877091	8.046328	6.490857	7.827007	8.231721	7.340775	7.066512	8.231762	7.539293	7.750541	5.401103	2.417723	4.926465	6.537446	7.386152	7.8263	7.90032	4.395569	7.989495	0.738141	0	7.36563	7.653351	5.72883	8.032822	8.132304	5.494142	6.885364	6.258922	7.80113	7.730141	7.409742	7.788609	6.445092	7.70466	6.687881	8.118381	8.231628	6.371742	7.867636	7.44773	7.887844	6.506945	7.348698	8.087492	7.546035
YDL081C	RPP1A	0	0	0	3.531584	3.533816	1.757487	0	0	0.152871	2.475388	0	4.371118	0.452129	4.234235	3.677064	2.958894	0	1.974456	5.689493	4.807655	8.098635	7.766799	4.52792	8.40246	8.326807	7.893218	7.954149	5.488762	6.880179	3.695538	7.745988	2.986548	8.367803	7.00624	4.72206	8.399923	7.456163	8.173008	7.798848	8.40737	7.963759	8.166432	3.979797	0	4.244914	0	0	8.156313	0.565814	2.395632	3.599479	6.964794	0	3.563895	4.314163	0	0	4.838221	6.371845	1.924162	5.347167	4.7587	8.223021	5.855475	7.919674	4.331538	8.229318	3.740888	5.443989	6.569474	5.485133
YDL130W	RPP1B	3.446716	4.626439	3.446714	8.54631	1.886907	8.675433	6.633788	2.23078	7.543505	7.349036	0	1.699722	5.428712	1.743472	4.72379	3.032303	5.775681	1.348195	5.946944	8.463979	5.305004	8.537035	1.070722	8.666815	7.988722	1.904365	7.941415	6.898862	8.023201	0.477514	4.941271	1.18372	3.852745	8.623214	8.388729	8.554507	8.690644	3.116197	5.109561	8.67707	8.436765	8.494096	6.597086	1.395637	1.966577	0	8.496571	8.656346	3.721269	8.63016	8.147386	7.79288	0	6.656318	4.95307	7.937352	0	5.306213	8.17769	0.60376	6.892283	8.703799	8.703871	8.618603	8.532983	7.123076	7.822134	5.04758	8.275968	6.250045	6.257932
YOL039W	RPP2A	10.000728	10.291298	6.189878	9.869662	8.761841	10.002048	10.358267	10.000164	10.373379	10.118847	10.096993	2.560197	10.386788	9.894797	7.297599	7.087575	0.391417	7.314839	9.562833	9.147304	8.697011	6.512013	9.976544	9.615528	8.843263	7.215068	9.998519	10.207863	10.301521	9.673625	10.081595	10.388993	10.381985	10.090437	10.109386	0	0	97.16062	47.135626	10.324808	8.523111	10.383771	28.637717	1.006661	5.96139	8.052776	20.082403	3.316827	7.731718	10.345335	10.090151	3.788492	0.71574	9.452536	8.545731	4.398988	0.2508	9.730004	10.252572	9.478888	8.124081	10.385435	10.291887	2.315953	8.71113	10.367097	9.369487	9.913671	10.178048	7.567485	0.846765
YDR382W	RPP2B	6.1734	6.098404	6.832044	5.342485	3.26879	7.764515	7.579419	3.502443	7.55886	8.401699	4.713736	7.993869	6.942501	5.503932	4.65429	6.745344	2.923644	6.960129	8.477772	7.952459	4.589745	7.858091	2.333275	7.280599	6.613479	8.096446	8.520841	8.274683	6.143862	0.593672	8.384669	7.987859	7.635891	5.309049	0.138867	8.472277	2.44781	7.206829	5.051845	8.488174	8.515926	8.520318	4.903661	8.473597	7.821651	0.913781	5.89596	8.370209	6.456477	7.099387	8.052234	5.725557	8.427534	6.710682	6.642034	8.048352	8.364116	6.905983	7.374331	0	8.515385	8.16097	8.513509	7.850727	8.451042	8.350403	8.446186	6.556401	8.489581	5.351558	3.514602
YIR015W	RPR2	3.360929	9.499829	7.975198	0	9.783627	5.214672	9.631698	9.543601	8.095539	8.890664	9.700672	9.089605	9.780272	9.344785	9.331302	9.186473	9.5671	9.272877	9.758607	9.752063	9.781968	9.578435	8.972102	9.406154	9.502801	9.668056	9.520765	7.80644	9.759192	9.721572	9.665144	9.13796	9.753253	9.17614	4.440796	8.911644	7.064995	8.180577	9.284691	8.5798	8.6802	9.722638	11.32531	4.955425	9.001298	9.329974	4.356297	9.06852	8.912002	8.492069	9.696218	0	8.097442	7.02834	9.753604	9.464632	9.202817	9.705824	2.036749	9.601994	9.720773	9.614622	8.891542	3.918812	9.622846	9.747071	8.573472	9.781305	6.777562	3.754974	3.345341
YGR214W	RPS0A	9.254022	9.064454	9.231212	9.414838	1.75382	7.79113	4.544964	7.365272	9.291036	5.728437	8.76229	6.500957	7.462492	8.286263	9.383888	4.191455	3.216247	7.33862	8.876095	8.274171	9.667802	9.598126	3.155331	4.677104	7.99154	9.108179	9.564546	9.415821	0	0	7.880953	8.410078	5.390193	12.247979	8.075497	30.925247	52.776605	9.587654	7.271095	7.52006	7.241778	3.8798	6.596095	0	6.532185	0	9.67217	9.285841	1.796852	9.183559	7.932297	0	6.180795	0.000679	5.221675	0.382827	6.105046	4.739366	9.554521	4.944234	9.1402	8.687817	8.987527	9.657443	7.337493	8.041654	4.059269	4.76209	3.352991	6.708122	5.94169
YLR048W	RPS0B	8.361372	9.354651	8.15606	8.587521	4.720586	8.150624	8.559989	9.316193	0	3.588947	6.604751	10.043619	9.775402	9.587655	7.243839	10.014038	10.02664	10.043733	10.043776	8.125902	9.530723	6.370438	0	9.811792	1.406475	9.927588	8.600378	9.876244	9.832059	6.735856	9.467625	9.146428	9.065474	9.904329	9.342295	5.217978	10.026872	9.936153	10.007173	10.038447	9.490048	9.641841	0	0	4.766501	7.455146	9.24356	10.016726	8.857156	5.426291	8.038572	9.717676	9.42305	9.410941	9.597457	9.058614	8.666366	9.562772	9.049814	6.24255	10.002224	7.614566	8.342409	3.002868	7.692979	2.886255	10.041065	0.854839	2.873508	9.684051	10.043826
YOR293W	RPS10A	0	0	0	0	0	0.154708	4.062742	0	0	0	0	5.199443	8.367094	8.382703	6.191018	5.2861	5.756853	8.388616	7.766545	6.491697	8.085045	7.773155	0	6.445587	6.582036	8.346592	8.020387	8.388975	8.288989	7.27007	8.387646	0.439768	7.119368	8.068186	8.091066	8.343514	7.343621	7.980705	7.815147	4.109726	7.634268	7.735013	0	0	5.650988	5.810804	6.013119	6.626513	8.291405	7.712908	3.946231	7.524822	7.578624	7.593923	4.846971	4.447728	7.602913	5.368417	4.645239	1.83535	3.888519	5.351207	8.234327	4.831617	6.057641	0.031086	4.619288	0	0	0	0
YMR230W	RPS10B	9.810648	9.869341	9.709469	7.277906	2.575102	7.882461	6.45099	6.200871	9.876159	9.838671	6.081625	9.879298	9.884545	8.69182	9.800719	9.85833	7.931502	8.357762	9.886638	9.88803	8.374282	9.860407	6.257904	9.799439	8.454472	7.763456	8.996162	8.64135	9.679777	9.863489	8.72186	9.796093	6.530785	0.787289	9.409969	3.047398	7.218903	8.605015	9.45986	6.828616	9.057078	7.631062	3.149095	0	0	5.007265	7.905209	9.881942	7.753803	9.802969	9.881565	4.214544	9.550758	3.836021	9.739505	7.244058	9.703973	9.88198	8.455683	9.428426	3.82946	9.234681	9.848243	9.711711	9.644868	8.227568	9.333879	3.617746	5.04876	6.630684	8.815441
YDR025W	RPS11A	0	0	0	6.76016	0	0	0	0	2.899458	0	0	8.58503	9.619314	7.648809	8.093956	10.057029	10.18532	10.256076	9.468739	10.261241	9.917123	10.250606	0	9.955656	7.968238	10.286889	9.712724	10.179924	10.233531	9.469846	10.019304	0	2.63826	10.29026	9.552568	5.536926	8.338024	0.980216	4.833684	10.081257	9.981194	4.312835	0	0	9.87048	4.762696	7.499293	8.83249	8.840368	9.292834	0	5.605671	10.266338	10.257138	10.293612	10.292878	10.282633	10.240806	9.671424	6.98805	8.64782	8.209513	10.008472	3.41167	9.383567	5.530407	9.510795	0	2.29809	4.851554	7.572959
YBR048W	RPS11B	9.630322	5.982692	7.770772	8.096261	0	9.951022	0	6.548165	10.39093	10.406735	1.819026	8.136738	8.132436	10.080694	10.400969	6.157745	5.153078	10.09192	10.303688	9.849751	9.117726	9.957078	9.86027	10.354636	8.771161	10.144185	10.35214	9.520152	8.086644	7.093485	10.355402	9.950598	0	8.040498	5.68437	8.094783	10.181861	117.212782	95.393504	10.407445	8.855111	8.59439	35.989111	0	4.339868	0	2.955906	6.21995	8.898546	10.369395	10.313523	10.16852	10.298524	5.563078	8.371762	9.290096	10.204108	10.237926	6.183623	7.566567	9.496061	9.779496	9.213375	10.384534	10.418997	9.999921	10.313553	9.87811	1.591911	2.690437	0
YOR369C	RPS12	3.319552	3.652841	6.460243	5.427556	4.943837	8.810903	9.340817	8.467407	0	2.02283	6.324612	9.230271	9.817542	9.644027	9.794027	8.390967	6.719642	9.785668	9.804365	9.531558	7.050992	8.809435	2.289207	5.381225	9.810777	7.315851	8.808042	6.137365	9.818137	5.707141	5.958841	9.463509	9.780557	7.302585	8.306113	4.817297	1.716384	8.668168	5.024762	8.075368	9.776438	4.331039	3.824476	0	0	0	9.815783	7.127444	2.293249	6.683052	8.626608	0	6.776545	5.180714	6.213824	0	7.762192	7.584888	8.894654	1.487485	3.801775	9.694337	7.688401	9.809654	3.653591	4.5877	6.23675	4.495938	0	9.817819	9.787307
