orf	gene	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_250_1	cisplatin_250_2	cisplatin_500_1	cisplatin_500_2	cisplatin_66_1	cisplatin_66_2
YDR197W	CBS2	2.066213	2.116299	6.502486	7.753718	5.757691	22.259823	4.734235	7.287158	3.744787
YDR198C	YDR198C	8.069539	9.109409	9.075899	5.162742	9.127172	9.041636	8.562159	7.311718	5.867418
YDR199W	YDR199W	10.379541	10.898607	11.110983	6.844543	9.867101	6.75682	8.679924	7.782695	10.881756
YDR200C	YDR200C	9.653175	9.012363	9.208021	10.117625	10.078797	10.125772	8.821489	10.436523	7.306763
YDR201W	SPC19	0	0	0	0	0	0	0	0	0
YDR202C	RAV2	9.039528	9.079501	9.078834	8.798775	7.414579	8.933613	6.089543	8.241479	3.800284
YDR203W	YDR203W	8.529319	8.061554	9.438353	4.947506	8.898043	4.779174	-4.743525	1.237437	5.46577
YDR204W	COQ4	2.328138	8.548071	7.73867	8.460095	6.28392	2.146329	0.827011	2.207566	8.027991
YDR205W	MSC2	9.293415	8.809722	9.121414	9.302584	9.144205	8.180291	8.287951	9.257411	1.688488
YDR206W	EBS1	7.018512	8.217388	9.635566	2.508463	4.368018	5.71412	5.533454	6.327627	4.883677
YDR207C	UME6	6.571307	5.948977	7.302518	6.174535	7.10965	6.425995	6.333221	6.619853	6.45182
YDR208W	MSS4	0	0	0	0	0	0	0	0	0
YDR209C	YDR209C	8.16127	8.544807	8.077808	8.675465	8.630791	8.418773	8.63156	6.48474	8.711062
YDR210W	YDR210W	7.242611	7.599129	10.648518	5.847361	6.33031	5.612715	4.971513	7.219283	8.410984
YDR211W	GCD6	0	0	0	0	0	0	0	0	0
YDR212W	TCP1	0	0	0	0	0	0	0	0	0
YDR213W	UPC2	6.324778	3.899938	10.134551	3.458072	3.975361	-0.965659	5.090356	0.894175	9.19955
YDR214W	YDR214W	2.107328	5.225251	10.291773	1.901208	1.166844	0.893644	5.325599	8.103627	3.922037
YDR215C	YDR215C	6.386886	6.496719	9.391466	3.557226	6.244569	4.850408	8.620885	5.777224	5.645387
YDR216W	ADR1	10.207009	10.152208	10.162889	6.132133	10.029254	10.213559	9.966282	10.069243	10.17587
YDR217C	RAD9	2.755381	6.054346	0.391681	14.673789	54.478267	126.813208	184.252414	150.619165	99.607624
YDR218C	SPR28	9.545728	7.660822	8.762129	6.044974	5.825343	3.960159	9.503034	7.464177	7.259507
YDR219C	YDR219C	8.617434	8.113976	8.404073	7.742739	7.76212	7.426789	4.461483	8.38414	8.372279
YDR220C	YDR220C	9.620294	6.465805	10.268492	6.936854	8.986228	7.441222	2.284441	10.135968	9.824988
YDR221W	YDR221W	9.897744	9.773854	9.794053	9.281128	9.19922	9.4704	9.587578	9.053034	9.908007
YDR222W	YDR222W	6.874834	8.97472	10.098708	9.01052	8.15841	8.926393	3.280149	9.664109	7.633136
YDR223W	YDR223W	9.226556	9.545436	9.655376	4.949698	5.129793	8.086335	8.742687	9.321655	8.625236
YDR224C	HTB1	0	0	0	0	0	0	0	0	0
YDR225W	HTA1	8.213224	7.268937	8.325013	5.604613	8.528533	7.319195	1.522682	8.286768	5.909364
YDR226W	ADK1	9.165296	9.446368	9.570321	9.594634	9.504212	9.119721	9.613164	9.596817	9.178269
YDR227W	SIR4	0	0	0	0	0	0	0	0	0
YDR228C	PCF11	0	0	0	0	0	0	0	0	0
YDR229W	YDR229W	6.382853	6.972176	9.773502	4.014757	4.149559	4.075239	3.948575	5.843758	5.988254
YDR230W	YDR230W	1.462516	3.282437	8.385689	7.883438	14.790085	8.26806	62.804471	21.690095	0.881279
YDR231C	COX20	4.652876	4.078679	7.38638	1.428948	1.29552	5.322043	2.669123	3.616942	6.193165
YDR232W	HEM1	0	0	0	0	0	0	0	0	0
YDR233C	YDR233C	5.395221	0.508123	10.563701	4.305234	5.597555	-1.022555	-2.290257	-10.612349	7.322471
YDR234W	LYS4	9.038606	9.487777	9.852182	1.829598	6.944422	9.869747	9.217924	5.075306	6.707135
YDR235W	PRP42	0	0	0	0	0	0	0	0	0
YDR236C	FMN1	0	0	0	0	0	0	0	0	0
YDR237W	MRPL7	6.890697	7.002185	6.841573	7.001499	6.351124	5.459011	6.88465	7.00551	5.865135
YDR238C	SEC26	0	0	0	0	0	0	0	0	0
YDR239C	YDR239C	7.009781	2.536083	9.983741	4.787143	6.530581	-2.405028	-4.880091	1.451492	4.83551
YDR240C	SNU56	0	0	0	0	0	0	0	0	0
YDR241W	BUD26	7.468403	7.866193	8.213018	7.828212	7.826146	7.563576	7.877748	7.463133	7.460452
YDR242W	AMD2	8.671682	7.567039	9.271578	7.01144	6.739133	7.79339	6.517752	9.162216	8.138085
YDR243C	PRP28	0	0	0	0	0	0	0	0	0
YDR244W	PEX5	7.760641	8.236792	8.061632	8.031674	6.406435	6.566713	6.201669	8.238115	8.221035
YDR245W	MNN10	8.758001	9.06422	9.319589	9.208529	9.25952	9.144041	9.315268	9.325522	8.913864
YDR246W	TRS23	0	0	0	0	0	0	0	0	0
YDR247W	YDR247W	9.926423	9.615528	9.990424	0.429516	8.549248	3.148595	4.097368	9.003883	9.91839
YDR248C	YDR248C	9.095371	8.342052	7.562086	8.312132	9.315648	5.553443	4.744727	9.314913	9.362172
YDR249C	YDR249C	8.652426	8.685698	8.549267	5.826282	8.354241	6.846636	8.290721	6.938015	6.671594
YDR250C	YDR250C	4.740524	7.522093	9.703837	7.070862	9.149886	7.681341	6.954033	10.120334	7.345537
YDR251W	PAM1	7.962646	8.050107	7.804398	7.500363	6.543754	6.90472	7.595616	9.4022	9.137966
YDR252W	BTT1	3.468269	6.759471	9.011777	7.992365	8.974632	6.043979	9.334368	9.190971	9.316731
YDR253C	MET32	7.779125	7.646113	8.848775	8.822133	7.241244	2.169358	7.690921	5.788262	6.305679
YDR254W	CHL4	7.729429	5.903538	7.83864	8.225068	4.590332	8.152907	8.224254	2.310432	8.089825
YDR255C	YDR255C	7.927094	8.088969	8.801592	8.231322	4.982423	6.028079	7.218047	5.876128	6.651936
YDR256C	CTA1	9.071916	7.480228	9.064436	5.694033	8.129123	-1.22212	5.760539	8.73769	7.886807
YDR257C	RMS1	7.841934	9.171985	9.501575	4.066206	1.716704	7.575714	5.384693	9.562243	9.531903
YDR258C	HSP78	4.532066	3.980584	8.628904	-2.706923	1.501981	4.185623	3.171942	4.948962	-3.981395
YDR259C	YAP6	7.441693	6.151445	9.435015	6.96561	9.349409	-0.066231	9.166121	9.440483	6.53551
YDR260C	SWM1	8.127796	9.191196	8.80151	9.05242	9.12625	9.222567	4.583172	9.172255	8.302102
YDR261C	EXG2	9.706496	7.202274	9.806087	9.890333	8.381887	9.657433	9.563183	9.928639	9.77082
YDR262W	YDR262W	5.909758	8.697272	8.9729	8.730509	7.616189	7.982332	7.18433	7.820795	8.495025
YDR263C	DIN7	5.747412	8.454194	9.744326	9.196562	9.117902	9.621072	7.223715	8.992231	6.415352
YDR264C	AKR1	7.424415	7.701787	8.070118	7.23279	7.397685	7.546665	7.76958	8.032511	7.200138
YDR265W	PEX10	8.675246	3.547797	8.9272	8.92714	6.009936	8.916464	7.716666	8.900288	4.52726
YDR266C	YDR266C	7.622867	7.745663	7.370092	7.620453	7.659774	7.172261	7.782973	7.512685	6.85886
YDR267C	YDR267C	0	0	0	0	0	0	0	0	0
YDR268W	MSW1	7.999203	7.966894	7.979604	6.129204	7.982799	7.871449	7.864615	7.62606	7.986979
YDR269C	YDR269C	5.663032	4.961269	8.658476	6.076162	6.552691	5.53553	5.447905	7.45953	5.31966
YDR270W	CCC2	7.875909	9.989083	8.519033	5.088072	7.385438	10.177488	10.313038	10.410304	10.406237
YDR271C	YDR271C	4.562364	8.442796	7.318036	5.941376	6.548284	7.860409	6.87398	7.585787	3.102433
YDR272W	GLO2	10.209986	10.198463	8.641965	8.564502	7.151917	10.083868	7.442101	8.146969	8.963779
YDR273W	YDR273W	9.346379	9.467125	9.598388	6.970271	8.784535	9.039363	9.344379	8.38508	6.687286
YDR274C	YDR274C	6.224002	6.639682	8.143577	4.857261	6.501128	4.161967	7.161182	8.411938	7.914105
YDR275W	YDR275W	8.11633	7.768775	8.340342	9.257847	5.085293	7.826785	9.176938	7.23082	5.240124
YDR276C	PMP3	2.092095	7.426919	6.880005	6.809257	7.897083	6.233403	7.885077	5.745784	7.59701
YDR277C	MTH1	8.599837	8.510994	8.633726	8.477792	8.1784	8.635675	8.30442	8.541045	8.478614
YDR278C	YDR278C	8.316021	9.094636	8.89818	5.066705	8.319523	6.699885	8.494258	8.212924	6.009282
YDR279W	YDR279W	8.935179	9.169194	8.40866	4.350367	9.08701	8.332474	9.154377	8.787453	9.066454
YDR280W	RRP45	0	0	0	0	0	0	0	0	0
YDR281C	PHM6	10.030457	9.664076	8.766975	-0.568465	2.060138	9.865667	9.286663	8.183058	9.462248
YDR282C	YDR282C	3.017033	7.585729	8.962873	8.301028	8.058395	9.318176	7.238474	8.727697	6.292428
YDR283C	GCN2	7.391453	7.366924	7.344386	6.511915	7.510575	7.007567	7.359237	5.784656	7.096124
YDR284C	DPP1	8.243819	9.22902	9.25317	7.818167	9.628886	8.001826	9.2119	6.807213	8.096147
YDR285W	ZIP1	3.021753	8.536877	7.750937	1.761974	8.392803	9.024319	7.649176	0.113295	-2.186654
YDR286C	YDR286C	6.185361	10.0915	8.501793	-9.52502	10.001891	9.205139	12.006291	2.182245	5.432313
YDR287W	YDR287W	10.213858	10.011477	10.975662	10.516519	9.954586	10.29125	10.842846	11.309409	7.974741
YDR288W	YDR288W	0	0	0	0	0	0	0	0	0
YDR289C	RTT103	4.882807	5.965432	9.320706	3.995959	6.092948	2.220242	13.445313	5.011388	2.015434
YDR290W	YDR290W	8.429621	9.845022	10.285286	8.465416	9.410606	8.818331	10.300082	10.282282	10.190642
YDR291W	YDR291W	3.533289	5.293777	6.87739	5.302656	6.57291	46.229436	46.161656	62.795304	53.055075
YDR292C	SRP101	0	0	0	0	0	0	0	0	0
YDR293C	SSD1	7.574727	6.811041	7.418091	6.151587	6.033694	6.037752	6.545587	6.916073	6.65971
YDR294C	DPL1	3.737986	5.184197	9.77599	5.463257	9.866717	0.420662	5.721743	9.459259	5.989344
YDR295C	PLO2	9.251651	9.839888	9.551634	8.730957	9.152729	8.670863	9.673191	9.079056	9.183275
YDR296W	MHR1	8.877145	8.886264	8.974423	8.934036	8.978828	8.90489	8.925725	8.945918	8.901544
YDR297W	SUR2	6.075367	7.430442	8.580193	6.324416	6.754939	5.463375	6.104001	6.509736	4.81378
YDR298C	ATP5	7.616645	7.785547	8.184113	7.786169	7.900978	7.853218	8.092134	8.35101	7.760871
YDR299W	BFR2	0	0	0	0	0	0	0	0	0
YDR300C	PRO1	8.52913	8.69706	9.027711	8.77744	8.853057	8.70408	8.996352	8.947974	-5.795691
YDR301W	CFT1	0	0	0	0	0	0	0	0	0
YDR302W	GPI11	0	0	0	0	0	0	0	0	0
YDR303C	RSC3	0	0	0	0	0	0	0	0	0
YDR304C	CPR5	8.942746	8.652578	8.860633	9.205039	7.630125	8.943424	8.973066	8.717382	6.059449
YDR305C	HNT2	8.522224	8.373498	8.173247	8.523294	5.324309	7.893033	5.22612	5.684263	7.809543
YDR306C	YDR306C	8.935282	6.770542	8.72014	8.966986	8.495842	8.610249	5.785142	8.413028	8.164064
YDR307W	YDR307W	9.251552	9.198052	9.081791	8.730235	9.252243	8.577391	8.375134	5.069153	5.29217
YDR308C	SRB7	0	0	0	0	0	0	0	0	0
YDR309C	GIC2	7.55497	9.637586	9.967491	5.714282	9.299687	7.500755	9.917053	9.689146	5.374828
YDR310C	SUM1	7.136794	5.877491	8.406257	6.609996	8.562741	8.259195	8.598252	7.313126	6.654946
YDR311W	TFB1	0	0	0	0	0	0	0	0	0
YDR312W	SSF2	7.917001	10.568794	8.964694	-7.175466	9.948793	10.405423	0.309559	9.274522	9.876658
YDR313C	PIB1	8.936241	7.841279	8.90398	9.166586	8.468651	5.534704	8.762828	7.60438	6.646148
YDR314C	YDR314C	7.741551	8.951818	8.977141	8.991454	7.535245	8.790227	8.282242	8.286619	9.00762
YDR315C	IPK1	6.494386	10.292701	7.115874	10.411803	10.45394	8.688106	9.434544	10.116473	10.207218
YDR316W	YDR316W	6.609867	8.665334	8.543846	8.704939	5.938457	4.533583	6.609476	8.210104	8.344253
YDR317W	YDR317W	6.015201	6.61522	6.556771	6.137909	6.619766	6.534687	6.502942	6.300433	6.311482
YDR318W	MCM21	7.967475	10.935379	8.169488	7.15374	9.62215	9.188518	4.032275	8.304638	9.162409
YDR319C	YDR319C	8.331964	6.913004	8.25756	7.727601	6.634486	5.367731	4.480649	8.337706	6.396024
YDR320C	SWA2	7.343875	8.044775	8.08951	8.243311	8.170175	8.047714	8.686163	8.656072	7.96835
YDR321W	ASP1	9.713136	8.597752	9.08449	8.295368	5.186889	5.709812	7.167742	9.04379	4.946605
YDR322W	MRPL35	8.01272	8.128536	8.387064	8.006294	8.157479	8.321699	8.343899	8.172836	8.188182
YDR323C	PEP7	5.512327	6.08177	6.846436	5.762225	7.214816	5.638292	6.362576	6.56511	5.769776
YDR324C	YDR324C	0	0	0	0	0	0	0	0	0
YDR325W	YCG1	0	0	0	0	0	0	0	0	0
YDR326C	YDR326C	8.113817	8.375958	9.315489	8.295635	6.818994	8.169347	6.342402	6.906771	8.67441
YDR327W	YDR327W	0	0	0	0	0	0	0	0	0
YDR328C	SKP1	0	0	0	0	0	0	0	0	0
YDR329C	PEX3	6.285002	5.942788	8.226313	8.214341	8.225524	3.340949	7.158869	7.960605	7.507592
YDR330W	YDR330W	7.983272	5.677442	9.74981	2.377245	4.000656	8.418276	9.006648	9.797974	7.079795
YDR331W	GPI8	0	0	0	0	0	0	0	0	0
YDR332W	YDR332W	7.112504	7.391181	7.944305	7.362457	7.340538	7.139542	7.4673	7.905627	7.385768
YDR333C	YDR333C	6.660777	4.881753	7.161069	5.281389	6.984669	8.16792	7.956601	7.161577	6.431323
YDR334W	SWR1	6.275964	5.982416	6.273384	6.302747	3.191077	6.108611	6.336688	6.365045	5.681552
YDR335W	MSN5	4.574948	6.703281	7.404354	7.557097	3.287503	6.789311	13.751025	7.244199	7.136473
YDR336W	YDR336W	4.789772	9.671566	9.123079	9.611356	7.231439	3.00896	7.884318	9.468646	9.656135
YDR337W	MRPS28	7.615122	7.583847	7.5829	7.449334	7.502967	7.191047	7.072044	7.3432	7.308438
YDR338C	YDR338C	9.207889	9.125911	9.128777	8.384819	8.445868	7.242665	8.736298	8.50789	8.736513
YDR339C	YDR339C	0	0	0	0	0	0	0	0	0
YDR340W	YDR340W	10.408671	9.904973	7.27044	10.425004	10.263662	10.41461	10.334195	5.578999	8.194597
YDR341C	YDR341C	0	0	0	0	0	0	0	0	0
YDR344C	YDR344C	8.932602	10.322402	9.333882	5.068829	10.12938	4.702406	10.152538	9.863016	9.178174
YDR345C	HXT3	7.276314	8.877448	9.434907	9.558413	9.435689	9.031463	9.359841	9.451477	9.470347
YDR346C	YDR346C	9.416753	9.354025	9.390607	9.290605	9.179446	8.956965	9.003085	9.445856	9.126355
YDR347W	MRP1	6.556223	6.906834	7.449717	6.852754	6.797595	7.50885	7.072173	7.479623	7.233062
YDR348C	YDR348C	7.882139	5.252974	8.669496	8.77815	8.750815	5.051405	6.00787	7.971618	9.509743
YDR349C	YPS7	9.365645	9.057148	9.740077	7.373609	5.999702	9.40708	9.763891	5.061468	5.967839
YDR350C	TCM10	7.455294	8.646336	8.541437	8.416653	8.677417	8.338842	5.052996	8.622703	8.590215
YDR351W	SBE2	9.357255	9.752518	9.737922	9.522348	6.753984	8.869198	9.44919	9.770311	9.772094
YDR352W	YDR352W	9.643692	9.217332	9.658743	7.911255	9.559103	9.227111	9.377201	9.541152	9.565061
YDR353W	TRR1	0	0	0	0	0	0	0	0	0
YDR354W	TRP4	5.856644	6.34557	6.2214	6.60231	6.522756	5.644931	6.60477	6.349009	6.60717
YDR355C	YDR355C	0	0	0	0	0	0	0	0	0
YDR356W	NUF1	0	0	0	0	0	0	0	0	0
YDR357C	YDR357C	6.876596	6.864409	6.793177	6.773556	6.676873	6.786655	6.845237	6.708546	6.727886
YDR358W	GGA1	7.512648	7.570165	7.666104	7.396667	7.526362	7.513124	7.667356	7.554408	7.414118
YDR359C	VID21	7.070153	7.085234	7.284941	7.560725	7.163642	7.539877	7.354001	7.72925	7.514345
YDR360W	YDR360W	8.576463	8.572683	8.58567	8.458696	8.716372	8.298297	8.104423	8.695299	7.093081
YDR361C	BCP1	0	0	0	0	0	0	0	0	0
YDR362C	TFC6	0	0	0	0	0	0	0	0	0
YDR363W	ESC2	5.710651	7.443536	7.551531	4.931093	3.705736	3.107804	4.753825	5.075525	4.496685
YDR363W-A	SEM1	6.289039	7.203953	7.2732	6.576053	5.194624	3.579305	1.544131	6.039061	6.879271
YDR364C	CDC40	0	0	0	0	0	0	0	0	0
YDR365C	YDR365C	0	0	0	0	0	0	0	0	0
YDR367W	YDR367W	0	0	0	0	0	0	0	0	0
YDR368W	YPR1	8.254485	8.370543	8.367959	7.7838	8.01128	8.382044	8.065939	8.332069	8.179577
YDR369C	XRS2	7.332235	8.701287	9.196875	7.417167	8.252029	8.640054	7.99681	9.28498	8.24875
YDR370C	YDR370C	8.033383	8.516421	8.499431	8.292545	8.510967	8.223514	8.376233	8.520418	8.521045
YDR371W	CTS2	8.010411	6.16255	8.056004	8.170971	7.919698	8.229136	6.821909	6.313783	8.178293
YDR372C	YDR372C	5.22368	8.151686	8.146606	7.929662	2.466601	4.144973	43.234944	51.08768	0.070987
YDR373W	FRQ1	0	0	0	0	0	0	0	0	0
YDR374C	YDR374C	7.553664	7.620658	7.687431	7.628711	7.690234	7.517936	7.480919	7.360591	7.472108
YDR375C	BCS1	4.670807	6.352232	6.944664	7.241557	7.107705	4.940584	7.321462	5.027813	7.353586
YDR376W	ARH1	0	0	0	0	0	0	0	0	0
YDR377W	ATP17	6.676749	7.894068	8.471868	5.827683	4.669096	6.337217	8.164567	8.10071	5.734539
YDR378C	LSM6	7.138142	7.376254	8.299025	8.260787	7.564156	7.465	7.627949	8.267208	7.169292
YDR379W	RGA2	5.367312	2.468887	9.448108	8.427497	7.539297	0.689006	2.466572	3.361698	4.69023
YDR380W	ARO10	8.522165	6.223606	8.404916	8.718893	8.573831	8.699566	7.607673	8.762564	8.70359
YDR381W	YRA1	0	0	0	0	0	0	0	0	0
YDR382W	RPP2B	8.231273	9.347528	10.14221	9.760306	8.510254	8.74219	10.172095	10.11156	8.801178
YDR383C	YDR383C	8.847158	9.03924	9.477826	6.372633	6.836799	5.770706	8.957019	7.74231	9.31203
YDR384C	YDR384C	8.484059	7.954191	8.622816	8.180996	8.147618	7.483634	8.601034	8.40313	8.518501
YDR385W	EFT2	8.125422	7.905054	-0.83193	8.545364	1.447028	4.52773	1.331492	8.079982	7.546122
YDR386W	MUS81	8.471604	3.607492	58.253736	94.76684	101.179817	111.414576	106.570744	94.086796	118.985957
YDR387C	YDR387C	8.667887	8.876479	8.355392	8.865239	8.840234	8.910477	8.87651	7.069018	8.699657
YDR388W	RVS167	5.695086	7.143262	9.077632	9.058579	6.928497	5.996756	7.34577	9.045407	4.823662
YDR389W	SAC7	8.719231	8.74999	5.454076	0.270629	4.936776	0.791662	16.845185	19.035422	14.205674
YDR390C	UBA2	0	0	0	0	0	0	0	0	0
YDR391C	YDR391C	8.047739	8.067593	8.205225	8.088944	8.101796	7.692241	7.921639	8.192714	8.301257
YDR392W	SPT3	4.453702	4.455895	7.901638	4.576044	7.446645	8.358309	4.831208	6.679226	4.06496
YDR393W	SHE9	4.097081	4.923639	7.579532	3.480252	5.694533	2.694271	1.962081	4.211849	2.09972
YDR394W	RPT3	0	0	0	0	0	0	0	0	0
YDR395W	SXM1	8.906599	8.922568	8.919261	8.872971	8.920965	8.665721	8.049854	8.766634	8.869162
YDR396W	YDR396W	0	0	0	0	0	0	0	0	0
YDR397C	NCB2	0	0	0	0	0	0	0	0	0
YDR398W	YDR398W	0	0	0	0	0	0	0	0	0
YDR399W	HPT1	7.899704	8.127677	8.159362	8.101438	8.159329	7.917989	7.911234	8.149359	7.55056
YDR400W	URH1	8.515299	8.709927	8.689961	8.546172	8.60112	8.677022	8.592443	8.284647	8.561852
YDR401W	YDR401W	9.886558	9.588829	8.97835	9.694733	9.5002	9.750574	9.879056	9.864776	9.873066
YDR402C	DIT2	8.510967	8.434469	9.015364	8.932776	8.883159	8.853762	8.932728	8.725238	8.923923
YDR403W	DIT1	7.250272	7.385125	7.772346	5.917232	7.921902	4.11613	-0.133146	0.817627	7.042055
YDR404C	RPB7	0	0	0	0	0	0	0	0	0
YDR405W	MRP20	8.118113	8.959573	9.372924	8.611812	8.763806	8.704622	8.987698	9.363459	9.020993
YDR406W	PDR15	7.940133	8.069434	8.226827	7.303324	7.812268	7.823253	7.606876	7.550577	7.660527
YDR407C	TRS120	0	0	0	0	0	0	0	0	0
YDR408C	ADE8	8.083026	8.086194	7.554822	8.021407	8.079936	7.70274	8.030351	7.331351	6.320573
YDR409W	SIZ1	7.569537	7.462779	8.30322	7.635723	6.500037	2.110786	16.601877	3.989315	12.742811
YDR410C	STE14	0	0	0	0	0	0	0	0	0
YDR411C	YDR411C	8.646825	8.42382	8.682109	7.685047	8.061322	8.330327	8.681769	8.518571	8.675804
YDR412W	YDR412W	0	0	0	0	0	0	0	0	0
YDR413C	YDR413C	0	0	0	0	0	0	0	0	0
YDR414C	ERD1	4.424531	5.570001	9.141119	7.172396	43.703657	2.302163	4.147722	80.136578	299.823897
YDR415C	YDR415C	7.449854	6.62856	8.416539	6.233101	7.623356	6.634467	6.07609	6.291528	6.79166
YDR416W	SYF1	0	0	0	0	0	0	0	0	0
YDR417C	YDR417C	7.512204	8.042197	7.852267	7.992582	6.649467	8.028189	7.469698	7.218315	6.794816
YDR418W	RPL12B	9.151281	9.389706	9.883952	9.705622	8.944176	9.483419	9.900639	9.680285	8.339241
YDR419W	RAD30	9.12954	9.144092	9.131177	8.851771	8.678323	8.741212	3.50681	8.20222	7.06736
YDR420W	HKR1	8.902255	8.852745	8.904172	7.898778	8.868042	8.731835	8.837425	8.773462	8.895054
YDR421W	ARO80	8.676087	8.919538	8.947153	8.84941	8.955855	7.836225	8.92669	8.960477	8.895032
YDR422C	SIP1	9.417836	9.211667	8.22307	8.802625	8.912319	9.324238	7.195383	9.281666	9.402051
YDR423C	CAD1	8.419071	8.658884	8.366222	8.422357	8.134679	8.72328	8.692787	7.616562	8.636281
YDR424C	DYN2	8.823476	8.944637	7.812052	8.752973	7.063623	8.93541	8.859107	8.815763	8.909411
YDR425W	YDR425W	8.89266	9.242658	9.446838	7.986372	8.715124	7.943491	9.128455	9.475289	9.201514
YDR426C	YDR426C	6.569716	6.12231	7.893728	8.061196	6.315489	9.408986	8.814624	8.828728	8.480104
YDR427W	RPN9	0	0	0	0	0	0	0	0	0
YDR428C	YDR428C	9.2785	7.327006	9.155013	9.31747	9.320454	9.233705	8.985224	6.151671	9.031934
YDR429C	TIF35	0	0	0	0	0	0	0	0	0
YDR430C	YDR430C	6.069836	5.527112	9.598664	4.087921	3.926944	6.360887	5.798111	6.249213	6.783985
YDR431W	YDR431W	8.397037	7.326715	7.512154	8.503665	8.466797	8.736081	8.822682	8.588571	8.775871
YDR432W	NPL3	7.449165	7.333973	8.191655	7.765245	7.685332	8.162997	8.060415	8.208642	7.28522
YDR433W	KRE22	10.317402	10.396407	10.393988	10.353599	10.392021	10.394993	10.218608	10.399309	10.243419
YDR434W	GPI17	0	0	0	0	0	0	0	0	0
YDR435C	PPM1	7.284437	9.692343	4.941323	7.463639	0.796822	1.972357	68.542251	9.057062	47.528133
YDR436W	PPZ2	8.929697	8.662131	9.439921	8.703132	8.709262	8.662662	9.317698	9.348072	9.345774
YDR437W	YDR437W	0	0	0	0	0	0	0	0	0
YDR438W	YDR438W	9.388987	9.61586	9.675787	7.770903	8.884685	9.567253	9.676674	8.784873	9.566504
YDR439W	LRS4	-0.603985	4.781282	7.193379	6.312283	2.104846	6.848699	0.523823	4.289576	8.650706
YDR440W	DOT1	8.966636	9.415246	9.355868	8.157364	8.628112	3.947145	5.800294	5.575249	5.292444
YDR441C	APT2	7.84994	9.205661	8.785559	9.011409	8.880741	9.150873	7.691178	3.592836	7.614706
YDR442W	YDR442W	7.828812	8.379665	8.772538	8.578659	7.567393	8.775024	2.601089	4.979764	7.618683
YDR443C	SSN2	7.093627	6.749852	7.610093	6.770767	2.177427	8.361609	8.502679	7.285172	8.524192
YDR444W	YDR444W	9.180873	9.117676	8.87602	9.164954	8.74838	7.117366	9.135477	7.282036	8.182923
YDR445C	YDR445C	8.467702	9.000264	5.919928	1.596814	9.617794	5.182104	9.157274	9.553846	8.027328
YDR446W	ECM11	9.522484	11.072409	11.759555	9.411647	10.198692	11.56348	11.741024	8.91782	10.210001
YDR447C	RPS17B	8.527057	7.2775	8.619795	8.245112	0.718143	8.73486	8.727994	7.085518	6.652663
YDR448W	ADA2	8.250161	5.872302	7.952266	7.900358	5.548075	6.095523	7.203677	5.940858	8.201476
YDR449C	YDR449C	0	0	0	0	0	0	0	0	0
YDR450W	RPS18A	7.160288	6.463976	8.314824	8.240618	7.549209	8.382659	7.779957	8.39725	7.583326
YDR451C	YHP1	7.745893	7.731519	8.677781	2.920442	6.947187	9.01184	2.054038	17.443239	9.352631
YDR452W	PHM5	9.428609	8.465841	9.42398	9.433444	8.696294	9.441429	7.947478	9.215723	9.092548
YDR453C	YDR453C	9.495204	10.141916	10.097885	10.152062	9.825322	9.891468	8.798322	10.114901	9.605106
YDR454C	GUK1	0	0	0	0	0	0	0	0	0
YDR455C	YDR455C	9.10094	9.111935	8.413068	8.833505	8.920014	12.176903	8.886421	4.754168	2.303952
YDR456W	NHX1	5.931446	6.858533	8.509718	5.436482	5.78053	10.81722	0.699586	3.570265	0.413847
YDR457W	TOM1	4.016307	3.883401	5.007347	3.649575	4.385895	3.321949	2.728895	4.273819	4.314298
YDR458C	YDR458C	7.407307	7.404278	7.147822	7.547063	6.945435	7.325157	6.985892	7.244832	6.968276
YDR459C	YDR459C	9.277317	9.397491	9.436405	6.801536	7.750647	7.088324	6.714022	7.872508	9.227935
YDR460W	TFB3	0	0	0	0	0	0	0	0	0
YDR461W	MFA1	8.231876	8.467918	9.430301	6.698507	5.403574	6.710182	4.699847	9.336313	9.181474
YDR462W	MRPL28	9.115587	8.874856	9.136679	7.519673	8.958652	9.154332	8.432947	9.146374	5.491755
YDR463W	STP1	5.582419	5.559954	6.926914	5.593739	5.728329	5.430264	5.826751	7.188807	5.588956
YDR464W	SPP41	0	0	0	0	0	0	0	0	0
YDR465C	RMT2	10.271834	8.477558	10.407405	9.014679	5.3945	10.378064	10.32791	10.198929	10.154907
YDR466W	YDR466W	9.227288	9.230734	8.680525	9.243612	8.640234	9.232004	9.21745	8.728256	9.211737
YDR467C	YDR467C	9.030076	8.865085	9.072191	9.159759	9.253115	9.282723	8.353688	8.544006	9.264065
YDR468C	TLG1	0	0	0	0	0	0	0	0	0
YDR469W	YDR469W	9.080328	8.890532	9.143306	9.077943	8.889241	6.634316	2.281706	6.874629	8.036396
YDR470C	UGO1	12.090064	12.380105	13.072206	12.573574	12.605037	12.640785	13.043055	12.77058	12.46548
YDR471W	RPL27B	9.545602	4.718151	9.16172	7.489169	10.083196	8.485712	9.510795	10.061883	9.844155
YDR472W	TRS31	0	0	0	0	0	0	0	0	0
YDR473C	PRP3	0	0	0	0	0	0	0	0	0
YDR474C	YDR474C	10.828206	10.288728	10.891152	10.480519	10.739134	10.82382	10.845865	10.822594	10.837519
YDR475C	YDR475C	0	0	0	0	0	0	0	0	0
