orf	gene	cisplatin_125_1	cisplatin_125_2	cisplatin_125_3	cisplatin_250_1	cisplatin_250_2	cisplatin_500_1	cisplatin_500_2	cisplatin_66_1	cisplatin_66_2
YMR202W	ERG2	9.360478	5.058918	1.621976	4.298015	4.310919	20.790438	5.652546	4.57385	22.09173
YMR203W	TOM40	0	0	0	0	0	0	0	0	0
YMR204C	YMR204C	10.332503	10.054919	10.311738	9.642317	10.40831	10.297696	10.449231	7.912118	10.417102
YMR205C	PFK2	9.394972	9.220744	9.566702	9.482347	9.475239	8.803103	9.54237	9.382183	8.767811
YMR206W	YMR206W	5.904797	7.038334	9.528138	6.328328	4.658795	8.791596	9.887243	3.10728	7.576189
YMR207C	HFA1	5.865993	4.96688	6.611903	5.350115	4.646486	2.602502	5.86877	6.632183	6.571589
YMR208W	ERG12	0	0	0	0	0	0	0	0	0
YMR209C	YMR209C	9.411814	9.421989	9.238828	9.596315	7.608815	8.717129	9.314305	3.47098	9.054808
YMR210W	YMR210W	7.055271	7.79518	8.847767	6.146005	8.5704	8.914786	6.881637	7.785025	6.985572
YMR211W	YMR211W	0	0	0	0	0	0	0	0	0
YMR213W	CEF1	0	0	0	0	0	0	0	0	0
YMR214W	SCJ1	8.24588	8.606394	7.937553	8.459919	0.076778	29.469824	61.336358	5.583114	4.533983
YMR215W	YMR215W	9.944582	9.883976	9.905204	9.280773	7.237268	8.240993	9.985744	9.727209	9.986497
YMR216C	SKY1	7.509715	6.654125	6.474679	7.259001	7.517524	5.878206	7.465816	7.542209	5.707173
YMR217W	GUA1	0	0	0	0	0	0	0	0	0
YMR218C	TRS130	0	0	0	0	0	0	0	0	0
YMR219W	ESC1	6.970985	7.111817	5.737338	7.200454	7.194721	6.828876	3.674407	7.063494	4.072411
YMR220W	ERG8	0	0	0	0	0	0	0	0	0
YMR221C	YMR221C	5.962745	6.034385	10.53302	3.377714	9.997825	2.243341	10.485401	6.958603	8.299768
YMR222C	YMR222C	6.135584	8.846446	8.310732	6.661868	9.319419	9.261011	9.476346	6.979457	7.815137
YMR223W	UBP8	7.675175	8.647623	8.891657	8.530323	0.079297	2.733675	4.156	2.663916	1.170307
YMR224C	MRE11	9.239605	9.274576	8.766268	9.195772	9.156098	9.25714	9.043089	8.263266	9.226273
YMR225C	MRPL44	7.616333	10.135614	10.160253	0.288662	10.058191	8.784344	10.13145	10.160673	5.924824
YMR226C	YMR226C	7.382319	7.317721	8.977022	6.152936	7.763649	6.815632	6.981735	3.310241	9.012765
YMR227C	TAF67	0	0	0	0	0	0	0	0	0
YMR228W	MTF1	6.918536	7.034789	7.415636	7.274296	7.100948	7.028062	7.232744	7.4252	6.776527
YMR229C	RRP5	0	0	0	0	0	0	0	0	0
YMR230W	RPS10B	6.930068	7.087387	7.660032	8.093405	7.694679	5.659069	8.087632	7.821373	7.644067
YMR231W	PEP5	0	0	0	0	0	0	0	0	0
YMR232W	FUS2	9.14589	7.39813	10.051128	4.164619	5.959981	6.982833	4.015507	7.657085	8.87226
YMR233W	TRI1	8.168358	8.761547	8.818811	7.794138	7.469924	8.819469	8.827092	8.826649	8.136718
YMR234W	RNH1	5.442115	6.518143	9.354916	3.18503	5.048633	7.961221	6.335321	7.726016	9.501909
YMR235C	RNA1	0	0	0	0	0	0	0	0	0
YMR236W	TAF17	0	0	0	0	0	0	0	0	0
YMR237W	YMR237W	-2.691751	-0.033805	9.916806	3.228728	3.0411	-0.093031	6.85687	9.724534	6.622438
YMR238W	DFG5	4.230782	-0.677684	9.502331	-1.992677	6.321886	4.386905	5.201201	2.923445	4.543106
YMR239C	RNT1	0	0	0	0	0	0	0	0	0
YMR240C	CUS1	0	0	0	0	0	0	0	0	0
YMR241W	YHM2	8.057774	9.660513	10.259309	6.382348	7.94252	8.812783	9.648935	8.264084	9.065509
YMR242C	RPL20A	6.537049	6.36989	5.996092	0.503735	0.063516	-0.355891	0.425838	6.575415	6.29382
YMR243C	ZRC1	7.979557	8.291969	10.77609	9.036416	5.347586	4.554241	9.150298	8.764848	9.198416
YMR244C-A	YMR244C-A	9.88351	8.120421	7.712198	9.102115	6.976033	8.77592	9.306468	6.629287	7.441991
YMR244W	YMR244W	8.323901	7.16905	9.608044	8.428587	8.031909	9.626363	7.703168	8.280467	8.858162
YMR245W	YMR245W	7.198973	8.440242	8.717128	8.196344	8.686058	4.024233	8.726497	8.685941	8.139359
YMR246W	FAA4	5.713608	5.103218	9.454342	1.62406	5.270618	3.221351	9.543474	6.438978	6.949565
YMR247C	YMR247C	5.963686	9.373231	9.929214	3.391422	5.357579	0.896326	5.391553	7.330723	3.198904
YMR250W	GAD1	8.924138	7.654415	8.217605	8.744863	7.907511	8.384999	8.098787	8.078622	7.298575
YMR251W	YMR251W	6.633356	9.306371	8.368848	7.33734	9.319882	9.233831	9.53698	8.1716	6.907496
YMR251W-A	HOR7	7.123666	6.38935	8.850298	7.28438	6.43325	8.116322	7.040652	8.136458	7.304986
YMR252C	YMR252C	7.669423	8.271685	9.907996	4.0192	2.801178	7.649887	9.323332	8.228527	9.011273
YMR253C	YMR253C	8.261921	8.719845	9.609118	3.503634	7.785644	6.921161	7.923325	9.240276	9.012145
YMR254C	YMR254C	9.359212	7.943209	9.163536	8.466737	9.60716	7.234553	9.698661	7.702802	9.665347
YMR255W	GFD1	5.788379	9.760515	9.647638	6.765695	7.533709	7.312225	8.169221	9.68884	9.338653
YMR256C	COX7	7.935187	7.93908	8.072729	8.014417	8.070116	7.926552	8.024303	8.011954	7.883227
YMR257C	PET111	6.466548	3.567138	9.241353	8.88304	8.481426	0.207508	9.200149	5.545039	9.078298
YMR258C	YMR258C	8.34173	8.329853	8.573548	8.585164	9.1836	8.451126	9.096439	9.061881	8.262474
YMR259C	YMR259C	8.016656	8.315244	9.642209	8.988455	-1.18978	9.723793	5.669811	9.170754	8.745705
YMR260C	TIF11	0	0	0	0	0	0	0	0	0
YMR261C	TPS3	8.124998	8.01252	8.127623	7.662458	7.098428	6.94546	8.010304	7.813304	8.267056
YMR262W	YMR262W	5.206636	4.340483	9.651391	4.31458	6.125195	7.527073	6.385551	8.837036	5.2895
YMR263W	SAP30	10.339483	9.476277	10.121485	10.547003	9.146761	-1.314266	9.104306	9.255707	0.467441
YMR264W	CUE1	8.938031	7.184846	9.053321	9.323198	6.807383	9.251776	10.001777	6.81479	9.489719
YMR265C	YMR265C	7.677848	7.165064	9.024172	6.904788	5.53848	6.590783	8.299148	8.507317	5.809317
YMR266W	RSN1	7.88747	8.02087	8.70971	8.10658	8.395712	7.690816	8.14362	8.453342	7.767379
YMR267W	PPA2	6.885041	7.41551	7.555579	6.997009	7.507506	7.371198	7.052536	6.48472	6.396854
YMR268C	PRP24	0	0	0	0	0	0	0	0	0
YMR269W	YMR269W	6.720622	6.112498	7.007324	6.28983	6.541389	5.881903	6.366414	5.336082	6.501646
YMR270C	RRN9	0	0	0	0	0	0	0	0	0
YMR271C	URA10	8.420421	8.480752	9.007697	7.44784	8.957429	8.978384	5.17763	7.892342	6.555353
YMR272C	SCS7	9.5588	8.985711	9.572541	9.698023	9.008894	9.73589	9.674215	9.724738	9.726709
YMR273C	ZDS1	8.99676	9.473117	9.660183	3.199906	7.034023	9.003575	6.178386	6.923541	8.720584
YMR274C	RCE1	9.192815	8.379447	9.487927	8.838367	9.314096	9.089856	9.07739	7.658906	9.518476
YMR275C	BUL1	4.506847	7.029683	7.026207	6.912666	6.039501	5.861457	4.855255	5.303	3.516165
YMR276W	DSK2	8.834781	8.670213	10.185685	4.699103	5.390853	4.888422	3.852615	7.645818	8.180225
YMR277W	FCP1	0	0	0	0	0	0	0	0	0
YMR278W	YMR278W	7.365689	7.879246	9.852493	6.186529	6.538968	5.84599	6.527072	8.16211	8.789394
YMR279C	YMR279C	6.601603	8.403096	9.086881	9.028781	7.924949	5.666285	8.791891	8.003101	9.011477
YMR280C	CAT8	8.593217	7.280043	9.236411	7.357745	5.765938	7.283862	6.669249	6.302012	8.096694
YMR281W	GPI12	0	0	0	0	0	0	0	0	0
YMR282C	AEP2	7.905206	7.858456	7.900065	7.907094	7.672252	7.694695	7.835784	6.680836	7.887488
YMR283C	RIT1	7.401426	6.588588	10.165715	4.579842	3.01571	5.572736	2.440759	5.637751	8.89514
YMR284W	YKU70	5.509074	6.34799	9.261371	7.04245	2.407588	9.641054	3.948199	10.150431	10.25314
YMR285C	NGL2	10.567234	10.39185	9.936505	3.85923	9.917131	-0.482093	10.556114	8.610164	9.503133
YMR286W	MRPL33	4.178848	7.388308	7.774233	7.599847	7.626186	7.225222	7.404691	5.076452	7.845096
YMR287C	MSU1	5.274144	5.389881	6.636251	5.384481	6.812595	6.937275	2.410431	6.781511	0.259056
YMR288W	HSH155	0	0	0	0	0	0	0	0	0
YMR289W	YMR289W	8.597551	8.912131	7.74611	7.589769	8.029206	7.776315	8.842317	8.848121	8.041579
YMR290C	HAS1	0	0	0	0	0	0	0	0	0
YMR290W-A	YMR290W-A	0	0	0	0	0	0	0	0	0
YMR291W	YMR291W	9.25443	9.77506	7.754728	9.664131	9.115903	9.089633	9.405953	6.547795	8.484126
YMR292W	GOT1	-3.118504	6.90199	10.146951	1.436967	5.921235	5.2696	5.44477	5.936377	3.293445
YMR293C	YMR293C	7.419105	7.171783	7.778713	6.938057	7.495756	6.878626	7.087995	6.777294	7.031548
YMR294W	JNM1	6.356131	9.255628	9.263626	5.637287	9.237261	13.26491	9.152929	23.17922	6.485934
YMR294W-A	YMR294W-A	6.048071	7.07299	8.938001	8.193276	8.138981	9.064991	8.388208	7.970573	9.457448
YMR295C	YMR295C	9.014593	7.832701	9.007958	8.249787	8.193314	4.47121	8.325544	7.108295	3.672418
YMR296C	LCB1	0	0	0	0	0	0	0	0	0
YMR297W	PRC1	7.914792	9.422976	11.417519	10.545954	4.27702	9.099691	6.57001	8.443929	6.843394
YMR298W	YMR298W	0	0	0	0	0	0	0	0	0
YMR299C	YMR299C	6.340756	8.012472	8.512327	7.99533	5.646376	8.25042	7.209933	8.413096	8.80535
YMR300C	ADE4	6.495836	7.503427	7.794384	7.374393	7.19949	7.315842	7.326837	7.29263	6.273801
YMR301C	ATM1	0	0	0	0	0	0	0	0	0
YMR302C	PRP12	8.315791	9.170346	10.541395	6.735994	6.151651	7.26239	9.892399	9.088898	9.795841
YMR303C	ADH2	8.551549	8.508881	9.662499	6.503209	7.846512	9.118605	7.39377	8.575944	9.401365
YMR304C-A	YMR304C-A	8.892268	9.018097	8.212705	8.589941	6.612453	8.836287	7.553061	6.985846	8.299546
YMR304W	UBP15	9.306815	8.862952	8.772111	9.290692	6.713621	9.221845	9.202806	6.998635	8.445252
YMR305C	SCW10	10.363749	8.24523	10.478876	10.243673	4.712379	6.257232	4.765343	10.445988	8.372779
YMR306C-A	YMR306C-A	6.045995	7.928815	9.595069	2.652579	4.661926	5.976407	5.411801	7.564243	8.15857
YMR306W	FKS3	5.760742	6.566414	9.159342	7.243462	3.650595	8.225466	9.211183	7.497711	5.826662
YMR307W	GAS1	6.825975	6.82285	7.307283	6.746066	6.80208	6.865178	7.132135	6.165166	6.648463
YMR308C	PSE1	0	0	0	0	0	0	0	0	0
YMR309C	NIP1	0	0	0	0	0	0	0	0	0
YMR310C	YMR310C	5.906676	7.389659	10.409157	1.564228	4.757052	1.941908	7.165777	8.670098	4.816361
YMR311C	GLC8	8.663002	7.797247	8.561911	8.382	8.158684	7.529735	7.857096	8.346456	8.05776
YMR312W	TOT6	2.062591	6.933176	7.633865	6.592374	6.526011	6.075636	7.108958	5.542762	7.106045
YMR313C	YMR313C	6.881127	7.459828	8.251769	7.996736	7.100105	7.034307	7.982621	8.32368	8.843042
YMR314W	PRE5	0	0	0	0	0	0	0	0	0
YMR315W	YMR315W	5.475853	5.393083	6.008954	5.141475	5.401965	5.860748	5.809765	5.683017	5.689264
YMR316C-A	YMR316C-A	8.175896	7.750991	8.894041	6.239574	6.628589	6.631895	6.659397	8.515085	7.521464
YMR316C-B	YMR316C-B	7.965669	7.388926	9.815353	5.847734	7.66336	6.519876	6.083703	9.258511	9.361132
YMR316W	DIA1	7.816069	8.814059	8.224608	6.890548	8.058713	8.212249	8.811052	8.698794	8.408982
YMR317W	YMR317W	8.725278	9.358937	9.979543	5.42444	7.1858	8.074176	9.916977	9.489034	7.636471
YMR318C	YMR318C	7.885543	8.265707	9.890253	3.781309	6.683573	5.324124	5.714513	8.405957	9.744063
YMR319C	FET4	9.01885	8.85872	7.1628	8.870876	8.984877	7.648378	7.43784	8.593308	8.542811
YMR320W	YMR320W	8.218789	8.461003	9.039314	7.0022	8.447742	8.896208	7.707516	8.933403	8.422143
YMR322C	YMR322C	9.658925	6.943955	9.826785	6.656572	6.30802	6.97179	7.451569	5.675677	7.717343
YMR326C	YMR326C	8.529558	9.335451	10.589237	5.984199	3.826085	8.093516	5.555419	8.149749	9.553925
YNL001W	DOM34	4.085852	2.916951	7.226266	6.548572	7.29882	7.354559	2.316023	1.157322	5.527131
YNL002C	RLP7	0	0	0	0	0	0	0	0	0
YNL003C	PET8	8.671798	8.895399	8.873049	8.853998	8.491309	8.817611	8.904333	8.758255	8.730882
YNL004W	HRB1	10.071537	10.043745	9.710179	8.26773	9.658407	9.963104	8.277093	8.610711	9.997613
YNL005C	MRP7	8.046229	8.075642	8.517912	8.494774	8.231104	8.575768	8.581644	8.582784	7.765989
YNL006W	LST8	0	0	0	0	0	0	0	0	0
YNL007C	SIS1	0	0	0	0	0	0	0	0	0
YNL008C	YNL008C	9.150055	8.801318	9.286602	9.219428	9.058736	8.949951	8.876547	9.258144	8.386852
YNL009W	IDP3	8.062379	4.420881	7.92472	7.710554	7.858343	8.090644	4.914211	7.998574	3.621684
YNL010W	YNL010W	7.131269	7.022	7.137509	7.051435	7.13753	7.022955	4.937359	1.683711	7.136715
YNL011C	YNL011C	8.937837	8.644783	8.946858	8.344325	8.712231	9.21751	9.095333	8.144136	8.404096
YNL012W	SPO1	5.112056	6.255434	6.552739	3.411113	5.965537	6.537344	5.429347	5.350926	7.55374
YNL013C	YNL013C	7.562862	1.79087	8.516604	0.019982	7.914195	7.364946	7.655957	0.827271	2.518263
YNL014W	HEF3	7.725593	6.930789	7.597161	7.427569	6.692121	7.642254	7.024529	7.299867	6.936898
YNL015W	PBI2	7.318812	6.548863	8.168444	6.196531	6.147571	5.969673	6.507929	5.2345	7.127244
YNL016W	PUB1	6.922922	4.550726	7.146471	7.577767	4.765011	5.682469	4.772229	7.519269	6.415996
YNL018C	YNL018C	0	0	0	0	0	0	0	0	0
YNL020C	ARK1	6.636379	2.498958	8.78548	7.773106	5.200307	0.404823	11.333868	5.106052	4.674957
YNL021W	HDA1	11.297401	12.610763	12.770393	12.425087	12.206216	11.693867	12.390321	11.272918	11.297077
YNL022C	YNL022C	4.439295	4.021629	8.265583	4.225723	8.133498	3.398489	9.296062	1.796857	3.665583
YNL023C	FAP1	1.216397	6.570119	8.931422	4.3914	8.623696	6.750119	4.910835	10.823062	6.169922
YNL024C	YNL024C	5.895448	7.898397	6.213656	7.991601	4.791052	6.072665	5.16005	7.151409	8.05228
YNL025C	SSN8	7.986693	7.099111	7.518223	8.122657	7.674359	4.510253	8.139609	8.076522	3.552992
YNL026W	YNL026W	0	0	0	0	0	0	0	0	0
YNL027W	CRZ1	8.877161	8.742557	8.445368	6.551091	8.030856	10.746105	3.497717	0.118483	6.069283
YNL028W	YNL028W	8.039309	7.883306	8.126613	7.60498	7.706226	7.529906	7.914982	8.115349	7.578021
YNL029C	KTR5	8.121892	8.50024	8.860158	8.381886	8.688913	8.707839	8.859017	8.790381	8.221846
YNL030W	HHF2	7.755227	7.724049	8.469495	7.778789	7.70696	7.89961	8.183026	8.459394	7.820746
YNL031C	HHT2	7.016476	0.825811	6.703741	6.676043	7.76353	7.479831	7.666286	7.764645	7.759649
YNL032W	SIW14	7.687924	7.631719	7.442095	7.312339	6.363543	7.636514	7.07833	7.48542	7.6877
YNL034W	YNL034W	9.047878	9.092431	8.709904	9.065698	1.267673	7.093463	9.086176	7.574434	7.242941
YNL035C	YNL035C	7.113168	7.154309	6.851166	7.158318	6.906551	6.265704	7.131313	6.660288	3.971134
YNL037C	IDH1	5.59036	8.538786	9.619409	7.932808	8.360446	9.465547	8.456939	9.704901	7.647366
YNL038W	GPI15	0	0	0	0	0	0	0	0	0
YNL039W	TFC5	0	0	0	0	0	0	0	0	0
YNL040W	YNL040W	0	0	0	0	0	0	0	0	0
YNL041C	YNL041C	6.624765	7.157836	2.82032	7.226459	2.612712	6.791393	5.037861	6.335889	7.247607
YNL042W	BOP3	0	0	0	0	0	0	0	0	0
YNL043C	YNL043C	7.467712	8.537474	8.222495	8.575391	7.412564	8.332776	7.904752	8.578147	8.565144
YNL044W	YIP3	7.647844	8.438863	8.655513	9.037376	8.506683	9.040724	8.780878	7.881465	8.918936
YNL045W	YNL045W	9.493509	8.477978	9.398281	9.497447	9.363097	8.880342	8.469377	9.458838	9.548994
YNL046W	YNL046W	9.286421	6.566552	9.291811	5.158158	8.069172	8.991341	4.734662	8.238389	5.313589
YNL047C	YNL047C	8.64292	9.28396	9.225107	9.080802	9.297866	9.181789	9.290405	9.117901	9.027654
YNL049C	SFB2	9.743204	9.330104	9.587218	9.873879	9.641821	9.926962	4.591844	9.606814	9.706477
YNL050C	YNL050C	0	0	0	0	0	0	0	0	0
YNL051W	YNL051W	5.564174	6.252502	6.586648	6.047951	4.936931	5.191995	5.547464	5.872353	7.035834
YNL052W	COX5A	7.311054	9.080287	9.1955	8.788176	6.671673	6.906738	7.571861	9.312692	5.389637
YNL053W	MSG5	7.182211	8.732812	8.735546	7.342513	7.017415	6.818811	7.72658	7.02069	7.554861
YNL054W	VAC7	7.442523	7.748067	8.428306	7.91383	7.96432	7.84873	8.233909	7.937903	7.606253
YNL055C	POR1	6.663115	6.762934	7.592241	6.235008	6.438348	6.371416	6.757985	7.63237	7.230596
YNL056W	YNL056W	8.254725	7.934977	8.214646	8.175976	8.262436	7.053507	8.218288	8.261688	8.235171
YNL057W	YNL057W	8.756059	8.798495	8.193323	8.824677	8.819577	8.807857	8.779416	8.766284	8.735488
YNL058C	YNL058C	7.700168	7.342601	9.475205	6.522533	7.317441	6.727382	5.826789	6.762828	8.190589
YNL059C	ARP5	8.805391	9.739044	11.176098	9.912171	10.156295	10.211912	10.870284	11.086214	9.504901
YNL061W	NOP2	0	0	0	0	0	0	0	0	0
YNL062C	GCD10	0	0	0	0	0	0	0	0	0
YNL063W	YNL063W	9.500004	8.024882	10.287129	7.921093	7.882326	10.139024	8.665367	9.77073	8.917241
YNL064C	YDJ1	8.213256	8.026299	7.91878	8.176606	8.206244	7.847425	8.08387	7.037934	8.208028
YNL065W	BZR1	8.272601	7.382525	9.397197	7.988118	9.153349	6.296549	7.261427	8.981661	7.824049
YNL066W	SUN4	8.689926	7.432412	8.266311	6.266649	8.568383	8.125495	7.731385	8.718105	8.455071
YNL067W	RPL9B	7.309119	7.194787	7.887536	6.738481	7.862927	7.258808	7.839951	4.847704	7.06829
YNL068C	FKH2	9.668302	6.882833	9.836091	4.802775	9.802569	8.134461	20.149784	20.846443	-0.321485
YNL069C	RPL16B	7.984094	7.205659	4.696064	7.770423	8.31584	5.309707	7.445681	8.104393	6.078777
YNL070W	TOM7	4.461879	7.81127	7.534963	1.412877	1.671373	32.133479	36.434263	13.215198	17.318305
YNL071W	LAT1	5.779066	3.39284	6.971796	4.052371	7.000865	4.515185	3.265875	4.760316	5.971955
YNL072W	RNH35	7.837322	7.705526	7.875072	7.871419	7.570423	7.476591	7.605634	7.832958	7.845746
YNL073W	MSK1	6.411127	7.763877	8.273581	6.921232	6.636004	7.767038	8.059157	7.787344	7.293635
YNL074C	MLF3	8.376221	7.968075	8.52585	8.623411	6.836258	8.189977	8.057969	7.850678	8.667798
YNL075W	IMP4	0	0	0	0	0	0	0	0	0
YNL076W	MKS1	7.554085	7.124233	7.829155	6.517367	7.853671	7.081878	7.571671	7.802739	7.690316
YNL077W	YNL077W	9.017272	7.375768	8.830073	8.978594	9.032972	8.957977	8.616812	6.60129	8.894316
YNL078W	JIP1	5.741691	7.8261	8.616329	7.808313	8.608026	8.559983	7.161047	4.102493	7.105444
YNL079C	TPM1	6.758106	6.792336	7.236759	6.823711	6.755388	6.65556	6.989511	7.210301	6.72899
YNL080C	YNL080C	6.434188	7.167017	7.728399	6.564793	7.162361	6.534843	7.067346	7.26264	6.498889
YNL081C	YNL081C	6.760757	6.736676	7.351529	6.574196	6.667376	6.618629	6.837043	7.183728	6.515605
YNL082W	PMS1	5.682199	9.493036	9.14908	7.247315	8.350289	9.101417	9.771559	7.790004	9.769329
YNL083W	YNL083W	8.399854	9.431906	9.170011	7.309633	9.733939	2.758853	4.955733	7.85302	6.929726
YNL084C	END3	6.431212	6.921116	-0.994415	6.552424	6.682863	2.654195	6.608148	7.162323	2.077833
YNL085W	MKT1	-12.493461	9.460398	3.656833	5.409399	10.094707	1.220057	9.860048	-1.574786	10.232323
YNL086W	YNL086W	8.478839	8.39563	8.780172	7.071242	7.946404	7.758853	7.953665	8.093276	7.562389
YNL087W	YNL087W	9.368411	8.458781	9.705255	9.695572	9.259354	8.537905	9.589626	8.177752	9.797268
YNL088W	TOP2	0	0	0	0	0	0	0	0	0
YNL089C	YNL089C	8.036452	8.124284	8.180522	7.084392	7.966965	8.049351	8.05023	8.046942	8.19033
YNL090W	RHO2	9.041558	9.194843	8.824735	5.318729	8.478442	8.561845	0.731164	1.037729	7.859131
YNL091W	YNL091W	4.990141	5.841688	6.626603	1.431702	6.563383	5.955536	1.722382	6.859427	3.602895
YNL092W	YNL092W	5.909976	5.58024	9.885335	3.92977	3.641371	5.378792	5.450096	7.434049	6.374521
YNL093W	YPT53	8.879692	8.331823	8.827239	8.483913	8.900568	8.828248	8.61616	8.892452	8.691633
YNL094W	YNL094W	10.382292	9.075412	10.418311	10.407818	10.396573	2.640776	0.314799	7.433645	10.359406
YNL095C	YNL095C	7.223755	7.526352	9.040914	6.825522	8.459183	8.260973	6.473236	7.985524	8.150891
YNL096C	RPS7B	7.895943	7.882955	7.89705	6.221422	7.141866	7.640063	7.680951	6.817334	5.086969
YNL097C	PHO23	5.706945	-0.635355	7.927667	6.294645	-1.024831	7.440392	1.658752	5.523225	6.136051
YNL098C	RAS2	8.986326	9.253967	8.785762	3.17866	8.832909	6.025035	6.960575	4.226746	6.272921
YNL099C	YNL099C	7.852245	8.274842	8.149259	8.206863	7.539307	8.258848	6.518536	8.27993	8.309461
YNL100W	YNL100W	8.317213	8.034175	7.902856	8.446936	7.999705	7.462658	8.114732	8.432931	6.701627
YNL101W	YNL101W	8.217909	9.362383	10.640983	1.493481	2.87728	1.783248	2.28601	6.469376	6.880392
YNL102W	POL1	0	0	0	0	0	0	0	0	0
YNL103W	MET4	0	0	0	0	0	0	0	0	0
YNL104C	LEU4	7.268248	8.058662	10.129905	7.921803	2.68906	5.433617	7.338555	8.938223	7.484264
YNL105W	YNL105W	5.423368	6.466635	9.726275	-3.220955	4.584696	7.597166	9.072059	2.822246	2.867972
YNL106C	INP52	9.553824	7.1337	9.567293	9.088238	9.377685	6.408793	8.917522	9.502878	8.445392
YNL107W	YAF9	4.471437	4.480269	6.654425	6.648621	5.251918	4.298427	5.450482	6.813061	4.725669
YNL108C	YNL108C	8.122772	7.802884	9.641894	2.948409	6.406694	3.889134	6.912507	8.644483	8.867791
YNL109W	YNL109W	9.194168	8.380709	8.625759	9.135003	6.750447	6.270579	8.786722	6.523907	7.56587
YNL110C	NOP15	0	0	0	0	0	0	0	0	0
YNL111C	CYB5	7.912403	8.130194	7.886645	7.525876	7.977353	7.934541	8.129299	7.933837	8.03047
YNL112W	DBP2	0	0	0	0	0	0	0	0	0
YNL113W	RPC19	0	0	0	0	0	0	0	0	0
YNL114C	YNL114C	0	0	0	0	0	0	0	0	0
YNL115C	YNL115C	0.179864	10.016121	10.141206	2.921695	8.403102	2.142878	9.80151	5.716817	7.312799
YNL116W	YNL116W	10.259408	10.121254	10.177048	9.442893	10.351808	10.131137	9.854785	10.280629	10.376904
YNL117W	MLS1	6.740206	8.520826	8.456817	8.5185	6.295204	6.549913	8.634852	7.924684	8.567564
YNL118C	DCP2	0	0	0	0	0	0	0	0	0
YNL119W	YNL119W	6.837209	6.706019	6.706117	6.584423	5.068431	5.747618	3.668547	6.623392	6.884999
YNL120C	YNL120C	0.792606	7.91037	7.717311	5.759362	6.031718	7.998554	7.65771	7.763299	6.783618
YNL121C	TOM70	6.915045	6.904951	6.219582	6.810907	7.416243	7.333666	7.546837	7.158057	7.149366
YNL122C	YNL122C	9.262818	9.670599	9.671526	9.188398	9.544428	9.528731	4.839185	5.745998	7.220683
YNL123W	YNL123W	5.738064	9.8163	8.92619	10.208669	8.430279	5.347144	-0.239603	8.881674	7.295705
YNL124W	YNL124W	0	0	0	0	0	0	0	0	0
YNL125C	ESBP6	9.255938	9.796297	9.796807	4.663271	8.909372	4.903918	9.63533	9.330897	4.88846
YNL126W	SPC98	0	0	0	0	0	0	0	0	0
YNL127W	YNL127W	5.628304	7.622807	10.132212	6.240111	7.168137	1.761474	7.773486	8.400423	3.238506
YNL128W	TEP1	8.434438	8.406482	8.470392	5.212281	8.432263	8.30222	5.72248	8.474776	6.476192
YNL129W	YNL129W	9.554645	10.486429	10.408821	8.988984	6.779949	7.965789	9.637671	10.60924	10.300048
YNL130C	CPT1	8.919534	9.327554	9.410745	9.320485	8.931596	8.699175	8.829425	9.436076	9.307719
YNL131W	TOM22	0	0	0	0	0	0	0	0	0
YNL132W	KRE33	0	0	0	0	0	0	0	0	0
YNL133C	FYV6	9.696039	9.854005	10.337051	9.922804	9.809317	10.003719	10.250767	10.346056	9.764335
YNL134C	YNL134C	6.693526	8.984115	10.06149	5.040917	8.543146	9.274057	9.289139	8.947509	8.479413
YNL135C	FPR1	8.443928	6.779536	8.433163	8.37452	8.442257	8.406084	8.430488	2.27708	1.424944
YNL136W	YNL136W	3.25472	5.536982	7.54385	0.670969	7.829884	4.984545	3.038006	6.834711	1.502524
YNL137C	NAM9	0	0	0	0	0	0	0	0	0
YNL138W	SRV2	7.946043	7.689817	8.483772	8.167547	8.207696	7.831979	7.644337	8.425816	7.831974
YNL139C	RLR1	7.691871	7.710659	8.426109	8.119548	8.149796	7.927006	8.358544	8.430144	7.694418
YNL140C	YNL140C	5.703628	6.72111	8.800765	3.341169	3.374488	5.641091	4.38629	7.647392	5.343928
YNL141W	AAH1	9.338995	10.297152	8.897406	0.875675	6.59149	9.442588	9.027647	10.281581	9.384867
YNL142W	MEP2	10.072313	10.19572	9.82398	6.863503	9.844632	9.049426	10.19538	8.790377	10.129295
YNL143C	YNL143C	9.037526	8.519522	9.714128	5.784091	5.582531	9.086217	8.925273	8.574987	8.335342
YNL144C	YNL144C	9.412481	8.698015	9.526258	8.024354	7.423854	8.940056	9.277705	7.929516	9.551873
YNL145W	MFA2	6.557348	8.179698	9.998986	4.465641	4.552678	5.487637	6.308797	8.470309	7.489946
YNL146W	YNL146W	10.244219	10.520219	10.625681	9.240782	9.723933	10.554365	8.518764	10.209479	10.382118
YNL147W	LSM7	8.001729	7.6176	8.027222	7.95898	7.896875	8.035642	7.851506	7.866636	7.63839
YNL148C	ALF1	-0.471787	5.778487	7.718939	6.165217	5.223452	1.356933	3.48833	8.023635	2.700915
YNL149C	YNL149C	0	0	0	0	0	0	0	0	0
YNL150W	YNL150W	0	0	0	0	0	0	0	0	0
YNL151C	RPC31	0	0	0	0	0	0	0	0	0
YNL152W	YNL152W	0	0	0	0	0	0	0	0	0
YNL153C	GIM3	9.451264	9.141966	9.723369	9.246215	9.489749	9.321512	9.521535	9.402752	9.164328
