orf	hap a | growth (pooled culture, barseq) | paraquat [1 mM] | YPD | Helsen J~Jelier R, 2020
YAL002W	-4.942199803011198
YAL004W	0.08794168905947437
YAL005C	-0.23880171216269344
YAL007C	-0.176282771883695
YAL008W	-0.021154745458274043
YAL011W	-1.533932743332553
YAL012W	-0.3693552093595951
YAL014C	-0.35735208143618896
YAL015C	0.03969779341721264
YAL017W	0.06019264584644508
YAL018C	-0.24035578230585034
YAL019W	-0.0034903858459343373
YAL020C	-0.04361994438745917
YAL021C	-3.6740995124448106
YAL022C	-0.31485551617266133
YAL023C	0.7329235875886114
YAL024C	-0.15288443779181185
YAL026C	0.8697498021642796
YAL027W	-0.0010375213362912438
YAL028W	-0.0971190356360486
YAL029C	-0.08874363273518734
YAL030W	-0.10256633718875802
YAL031C	-0.1716307566397749
YAL034C	-0.21076483338005028
YAL036C	-0.30141050637105293
YAL037W	-0.15436292778067712
YAL039C	1.0802218400486836
YAL040C	-0.42284588577977733
YAL042C-A	-2.027019498597189
YAL042W	-1.8628204584854433
YAL044C	3.225842151625503
YAL045C	0.2419713323902141
YAL048C	1.971821376877597
YAL049C	0.2049184551469889
YAL051W	0.43831036258229117
YAL053W	-0.612067027501626
YAL054C	0.08561819577329881
YAL055W	-0.7817368436001348
YAL056C-A	0.3726349221965118
YAL056W	1.1514167717978234
YAL058W	0.10741116785173316
YAL059W	-0.3403255734177851
YAL060W	-0.23316179645022103
YAL061W	0.1714034715412676
YAL062W	0.2916686364993452
YAL064C-A	-0.06765596807623707
YAL065C	-0.15421582544966336
YAL066W	0.009662533950846573
YAL067C	-0.04642356501923804
YAL068C	1.276642298391616
YAR002C-A	-0.03497990853095302
YAR003W	-0.30897636851175814
YAR015W	-0.2735012664419293
YAR020C	0.15781480160422176
YAR023C	-0.08024634944421462
YAR027W	0.048724281427749865
YAR028W	0.1409083137474816
YAR029W	1.4947363898118398
YAR030C	0.07158929420726758
YAR031W	-0.20398580664881535
YAR035W	-0.2811482720309366
YAR042W	-1.2189415897573663
YAR047C	0.36229778440381116
YAR050W	-0.388408690378439
YBL001C	-1.0426285745222275
YBL002W	2.0742530157665033
YBL003C	-0.30381939238775696
YBL005W	-0.36459775626420093
YBL006C	1.9207431758518974
YBL008W	-2.8002607933550614
YBL009W	-0.36581425162696485
YBL010C	-0.8382089915029873
YBL011W	-0.47011792993271195
YBL013W	0.5859824065936112
YBL015W	-0.08064887924096328
YBL016W	0.38126758767074215
YBL017C	-0.8808158139494454
YBL019W	-0.40266220196912106
YBL021C	0.3856139544338273
YBL022C	0.7420292238751458
YBL024W	-4.681976972042373
YBL027W	0.45848339935481525
YBL028C	-0.33640002794637336
