orf	hap a | growth (pooled culture, barseq) | paraquat [1 mM] | YPD | Helsen J~Jelier R, 2020
YEL064C	-0.5798896365
YEL065W	-0.30064265199999995
YEL066W	0.043172662500000014
YEL067C	-0.144224936
YEL068C	-0.027890235
YEL071W	-0.1163352175
YEL072W	-0.082558796
YER001W	0.551427938
YER002W	-0.9591509165000001
YER004W	-0.036866468999999985
YER005W	1.8950414205
YER007C-A	-0.5154578275
YER007W	0.190691312
YER010C	-0.122276887
YER011W	-0.205155057
YER014W	-0.31912460200000003
YER016W	-0.811509868
YER017C	-1.28889089
YER019C-A	0.061380598
YER019W	0.3398993735
YER020W	-0.172507781
YER024W	0.1431981505
YER028C	-0.4168514335
YER030W	0.854673308
YER031C	-2.182488126
YER032W	-0.018245617999999998
YER033C	0.758888734
YER034W	-0.1940474925
YER035W	0.4842696965
YER038W-A	0.0511559575
YER039C	0.221339734
YER039C-A	0.21954647100000002
YER040W	1.2185196075
YER041W	0.19655109099999998
YER042W	-0.088375926
YER044C-A	-0.108627588
YER045C	0.2846422495
YER046W-A	-0.065683413
YER047C	0.1233306005
YER048C	1.0466972155
YER049W	-0.6540132705
YER050C	2.2818613435
YER051W	0.322746448
YER053C	0.5362865649999999
YER054C	0.2755781725
YER055C	-0.233640395
YER056C	-1.000662945
YER056C-A	0.6546149944999999
YER057C	-0.320990294
YER058W	1.304969528
YER059W	-2.4747419555
YER060W	-0.3163349615
YER060W-A	-0.09664494450000001
YER061C	0.0
YER062C	0.355000437
YER063W	0.5928215569999999
YER064C	-0.664231632
YER065C	0.24966964749999998
YER066C-A	0.341241624
YER066W	-0.2637707935
YER067C-A	0.39456706599999997
YER067W	0.1807313025
YER068C-A	-0.037635094
YER069W	0.24006510350000002
YER070W	0.0
YER071C	0.1387087735
YER072W	-0.7788905614999999
YER073W	-4.1814933165
YER074W	0.584088088
YER075C	-0.5859913295
YER078C	1.889315934
YER079W	0.183523193
YER080W	0.0959845835
YER081W	0.406739259
YER083C	-1.5405329645
YER084W	-1.146364997
YER085C	0.018419198999999997
YER086W	0.322145596
YER087C-B	-0.739721588
YER087W	5.31091873
YER088C	-0.2625382925
YER089C	0.257714545
YER090W	-0.2687388455
YER091C	-0.1207100455
YER091C-A	-0.113005951
YER092W	3.3192915735
YER093C-A	1.1751612055
YER095W	-0.539609181
YER096W	-0.477987406
YER097W	0.044835844
YER098W	-0.355388612
YER122C	2.812433256
YER144C	0.062476749
YER175C	0.4840121545
YER176W	0.0183394745
YER177W	-1.496212274
YER178W	3.1299324024999997
YER179W	-0.15401595
YER180C	-0.04629588900000001
YER181C	-0.23545080699999998
YER182W	0.2556425725
YER183C	-0.3130089525
YER184C	0.224963728
YER185W	0.1271197505
YER186C	0.592710939
YER187W	-0.0044573419999999996
YER188W	0.005724285499999995
YFL001W	-8.28007552
YFL003C	-0.048387073499999995
YFL004W	0.3812108345
YFL007W	0.24996625025000002
YFL010C	0.180104421
YFL010W-A	0.2769190775
YFL011W	0.262777182
YFL012W	-0.319831522
YFL012W-A	3.026906344
YFL013C	2.965917226
YFL015C	-0.35472296150000004
YFL016C	6.452114924
YFL018C	2.836038907
YFL019C	-0.2355774645
YFL020C	-0.455903336
YFL021W	-0.6361786445
YFL023W	-0.125873352
YFL025C	1.712809534
YFL027C	0.0336428665
YFL028C	-0.1274675805
YFL030W	0.242095738
YFL031W	0.42392839449999997
YFL032W	0.2791803605
YFL033C	-1.084273814
YFL034C-A	-0.13789195099999998
YFL034W	-0.615153004
YFL036W	3.6631270479999998
YFL040W	-0.29254183899999997
YFL041W	-0.152583064
YFL042C	0.42582291625
YFL044C	0.111667748
YFL046W	0.701398563
YFL047W	-0.076505391
YFL048C	0.06003860850000001
YFL049W	0.8896400915
YFL050C	-0.014710064000000002
YFL051C	0.5284678815
YFL052W	-0.014217232499999996
YFL053W	-0.243653301
YFL055W	-0.1902593505
YFL063W	0.551112981
YFR001W	0.0
YFR006W	0.044899372
YFR007W	0.22648849699999998
YFR008W	-0.45616676850000004
YFR009W	0.0955224915
YFR010W	-3.2716653315
YFR012W	0.20975756
YFR014C	0.045467601499999996
YFR015C	0.044215876499999994
YFR016C	0.0855595225
YFR017C	-0.067194142
YFR018C	0.650917344
YFR019W	-2.2418026209999997
YFR020W	-0.163535138
YFR021W	-2.4724906785
YFR022W	0.082590162
YFR023W	0.22401806149999998
YFR024C-A	-1.0122730260000001
YFR025C	-0.1129469885
YFR026C	0.0701738175
YFR030W	0.41389904499999997
YFR031C-A	0.9324763755000001
YFR032C	0.085037802
YFR032C-A	-0.2370758955
YFR033C	0.6460105935
YFR034C	-0.23933754
YFR035C	0.48691586500000006
YFR038W	0.043879545
YFR039C	-0.0398441805
YFR040W	-5.531704578
YFR043C	-0.3130986685
YFR044C	0.267733253
YFR046C	-0.12050931200000001
YFR047C	0.13441812549999999
YFR048W	3.036451522
YFR049W	-0.041636901
YFR053C	-0.2465610735
YFR054C	-0.13238831750000002
YFR055W	-0.1292694265
YFR056C	-0.153275088
YFR057W	-0.23874556
YGL002W	0.248476076
YGL003C	-0.155389019
YGL004C	-0.18776206550000002
YGL005C	-8.662016878
YGL006W	-0.83860897
YGL010W	-0.2366575775
YGL012W	-0.106965287
YGL013C	0.361377398
YGL014W	-0.9907237659999999
YGL015C	-0.219420638
YGL016W	0.185817791
YGL017W	-0.37214585099999997
YGL019W	2.284236278
YGL020C	-2.006696543
YGL021W	-0.1537828985
YGL023C	-1.4682049595
YGL026C	-0.28838005850000004
YGL027C	-0.831540375
YGL029W	-0.19825198249999998
YGL031C	-0.134405641
YGL032C	0.0884497175
YGL033W	0.393504733
YGL034C	-0.951163691
YGL035C	-3.514010333
YGL036W	-0.0033374395
YGL037C	-0.5549346165
YGL039W	0.46914932750000005
YGL041C	0.081168723
YGL042C	0.8460646439999999
YGL043W	0.9132456369999999
YGL045W	-1.61064023325
YGL049C	-0.4254082085
YGL050W	-0.5201381805
YGL051W	-0.279532723
YGL053W	-0.1545770115
YGL054C	-0.4266622
YGL056C	0.211935181
YGL057C	0.6155244575000001
YGL058W	-0.529834364
YGL059W	0.038781266
YGL060W	-0.6539258445
YGL062W	0.764558291
YGL063W	-0.1615717465
YGL064C	2.3842738949999998
YGL066W	-2.382652783
YGL067W	-0.303070049
YGL071W	0.0
YGL072C	3.1848173025
YGL077C	0.350789417
YGL078C	0.324998929
YGL079W	-0.7857476905
YGL080W	-0.276907281
YGL082W	-0.64590765
YGL083W	-0.4684566285
YGL084C	2.0529548665
YGL085W	-0.4729931235
YGL086W	-0.3347934725
YGL087C	0.18825123100000002
YGL088W	0.8667200225
YGL089C	0.2133045615
YGL090W	0.301848391
YGL094C	-1.1004205805
YGL096W	0.7359213025
YGL101W	-1.015759543
YGL107C	2.96886886
YGL108C	-0.006114322
YGL109W	0.7742859415
YGL114W	0.3644124775
YGL115W	0.6971213445
YGL117W	0.08457666
YGL121C	-0.241770514
YGL124C	-3.915714741
YGL125W	-0.248403296
YGL126W	0.2863210865
YGL139W	0.0038995470000000006
YGL194C	1.645318619
YGL195W	-0.298020711
YGL197W	0.493163466
YGL198W	-0.029495269
YGL199C	-0.119798824
YGL202W	-0.317937742
YGL203C	-2.227402277
YGL205W	-0.15134898149999998
YGL208W	-0.08192754
YGL209W	-0.8019809760000001
YGL210W	-0.890182157
YGL211W	0.2076199185
YGL212W	-3.896539961
YGL213C	-0.9174365435
YGL214W	-1.2676276375
YGL215W	0.990825744
YGL216W	-0.301080001
YGL217C	-0.534516443
YGL218W	0.14472963799999997
YGL219C	4.4118274955
YGL221C	-0.5907272605
YGL222C	-0.315684168
YGL224C	0.24566296599999998
YGL226C-A	-0.201925413
YGL226W	0.183891757
YGL227W	0.43451080599999997
YGL228W	-0.408546706
YGL229C	-0.079308297
YGL230C	-0.46452555200000006
YGL231C	-1.423556814
YGL232W	0.233876376
YGL234W	-0.926036376
YGL235W	-0.11224636849999999
YGL236C	0.0029448265000000004
YGL237C	1.437890154
YGL240W	3.229927526
YGL241W	-0.756296172
YGL242C	-0.3262230265
YGL243W	-0.46841048799999996
YGL246C	-2.8944026395
YGL248W	-0.332154685
YGL249W	-0.29130622500000003
YGL250W	-0.17153772
YGL251C	-0.247994843
YGL252C	2.325165035
YGL253W	-1.8554712979999999
YGL254W	-0.102523845
YGL255W	0.029858854500000004
YGL257C	-0.3378406695
YGL258W	-0.18682725649999998
YGL259W	-0.33225148849999997
YGL260W	-0.4497698495
YGL261C	-0.2582343035
YGL262W	-0.37655784049999996
YGL263W	-0.4203656515
YGR001C	-0.100656146
YGR003W	-0.0995342155
YGR004W	-0.8549297825
YGR007W	-0.957652436
YGR008C	-0.2622036765
YGR011W	-0.9515445364999999
YGR012W	-0.3717280675
YGR014W	-0.1229078315
YGR015C	-0.25433204
YGR016W	0.1987469805
YGR017W	-1.1981408655
YGR018C	-0.8926458055
YGR019W	-0.5851501555
YGR021W	-0.024268403
YGR022C	-0.4266671345
YGR023W	0.38181242800000004
YGR025W	-0.08294175449999999
YGR026W	0.0537031955
YGR027C	0.288937716
YGR028W	0.2276007205
YGR031W	0.1590541215
YGR032W	0.37510708
YGR033C	-0.4511907205
YGR034W	0.8810117715
YGR035C	0.169971911
YGR036C	4.424655154
YGR037C	1.027260522
YGR038W	0.3167751025
YGR039W	0.2677992895
YGR040W	0.441802813
YGR041W	-0.0061692065000000015
YGR042W	0.142987888
YGR043C	0.04849073449999999
YGR044C	-0.2365494775
YGR045C	0.144162833
YGR049W	-0.020176065
YGR050C	0.8468414774999999
YGR051C	0.48296048999999996
YGR052W	0.3166713355
YGR053C	3.4535000000002203e-06
YGR054W	-1.093506777
YGR055W	-0.76695343
YGR056W	2.0483718565
YGR057C	-3.8685504035
YGR058W	0.401190571
YGR059W	0.27831755
YGR062C	1.352881174
YGR063C	-1.519496145
YGR064W	-0.122394517
YGR066C	-0.12011173
YGR067C	0.3469712145
YGR068C	0.19600525800000002
YGR069W	0.18174846050000001
YGR070W	-0.102854095
YGR071C	2.276199492
YGR072W	-0.951259863
YGR077C	0.8426224055
YGR078C	2.472261479
YGR079W	0.210591088
YGR080W	0.0524761595
YGR081C	-0.751253352
YGR084C	1.33041067
YGR085C	-0.2878856835
YGR086C	0.005750461
YGR087C	0.2642486575
YGR088W	-0.13776438200000002
YGR089W	0.4336971595
YGR093W	-0.053634771
YGR096W	0.544808051
YGR097W	1.083445683
YGR100W	0.2474074365
YGR101W	0.5407529265000001
YGR102C	2.5847472825000004
YGR104C	1.3004572665
YGR105W	-1.571695702
YGR106C	0.8808013205
YGR107W	0.3710171735
YGR108W	-0.059216519
YGR109C	0.2757624445
YGR110W	0.7106514645
YGR111W	1.150092277
YGR112W	0.8028204750000001
YGR117C	-0.038108524
YGR118W	-0.201850842
YGR121C	0.2633451605
YGR122C-A	0.130978692
YGR122W	-3.256501033
YGR123C	0.291666353
YGR124W	-0.1396795685
YGR125W	0.492593163
YGR126W	0.180044938
YGR127W	0.066928609
YGR129W	-0.1736965435
YGR130C	-0.2148691035
YGR131W	0.130489617
YGR132C	-0.138466812
YGR133W	-0.582859571
YGR134W	0.28891328299999997
YGR135W	1.4325131515
YGR136W	-0.30222373750000003
YGR137W	0.24003694050000002
YGR138C	0.336360269
YGR139W	0.45018660899999996
YGR141W	0.156880555
YGR142W	-0.102834003
YGR143W	2.9223788695
YGR144W	0.7973967534999999
YGR146C	0.173400299
YGR148C	0.12075918199999999
YGR149W	-0.1840238825
YGR150C	0.816261082
YGR151C	0.10120994450000001
YGR152C	-0.0016435184999999998
YGR153W	0.247821233
YGR154C	0.3071288065
YGR157W	-2.206406118
YGR161C	-0.039946471
YGR162W	1.4431441710000001
YGR163W	-2.203343141
YGR164W	0.24798699600000002
YGR165W	0.6837127795
YGR166W	-1.408322857
YGR168C	0.06662899249999998
YGR169C	0.636926581
YGR170W	-1.0246435315
YGR171C	4.037926887
YGR173W	-0.3750131315
YGR174C	0.650604124
YGR176W	0.131536089
YGR177C	0.142008935
YGR178C	-1.0556845235
YGR181W	-0.71593937
YGR182C	-0.374613184
YGR183C	1.440872414
YGR184C	-0.346186881
YGR187C	0.4319078505
YGR188C	2.8986777819999996
YGR189C	0.5303932165
YGR192C	0.469731901
YGR193C	2.5622415065
YGR194C	0.17036484600000001
YGR196C	0.10833387650000001
YGR197C	-0.395311853
YGR199W	0.37656906349999997
YGR200C	-3.4830408349999997
YGR201C	-0.071355216
YGR202C	0.101557113
YGR203W	0.165853191
YGR205W	0.0682127025
YGR206W	-1.458156094
YGR207C	0.40999513200000004
YGR208W	-0.0119854715
YGR209C	-2.3713598965
YGR210C	0.3622048155
YGR212W	0.019475797999999996
YGR213C	-0.562774841
YGR214W	0.8241239795
YGR215W	1.815388929
YGR217W	-1.187357483
YGR219W	3.6748433345000002
YGR220C	4.7630270105
YGR221C	0.539529965
YGR222W	1.203688733
YGR223C	2.32135697
YGR224W	-0.07539680750000001
YGR225W	0.056791258
YGR226C	0.355354123
YGR227W	0.9171346499999999
YGR228W	-1.1764753215
YGR229C	-0.237727902
YGR230W	-0.283470787
YGR231C	-0.39476659700000005
YGR232W	-0.213878787
YGR233C	0.396379631
YGR234W	0.1796268425
YGR235C	0.212875821
YGR236C	-0.07041679249999999
YGR237C	-0.9302300800000001
YGR238C	0.421805428
YGR239C	0.29227003549999997
YGR240C	-0.1775882285
YGR241C	-0.238188032
YGR242W	-0.45141368449999997
YGR243W	-2.003684614
YGR244C	-0.6676299864999999
YGR247W	-0.29773464
YGR248W	0.6647368835
YGR249W	-0.2107152135
YGR250C	-0.0658813765
YGR252W	-2.037992714
YGR254W	-0.332402411
YGR255C	2.552137391
YGR256W	0.1712765865
YGR257C	4.897879717
YGR258C	0.4942440105
YGR259C	0.037914736
YGR260W	0.27538389750000003
YGR261C	-5.9245956925
YGR263C	0.8187380415000001
YGR266W	0.13177298199999998
YGR268C	-1.5516304375
YGR269W	0.395642192
YGR271C-A	0.0
YGR271W	0.805465576
YGR273C	0.223605561
YGR275W	0.08366399849999999
YGR276C	1.0350744645
YGR279C	-0.155094619
YGR281W	-0.0424124715
YGR283C	-0.802607708
YGR284C	0.12253289549999999
YGR286C	0.1376620465
YGR287C	-0.2919002705
YGR288W	-0.7808482965
YGR289C	-0.316229657
YGR290W	0.061670827
YGR291C	-0.34965006499999995
YGR292W	-0.5394672375
YGR295C	-0.2297741055
YHL002W	-1.6253126635
YHL003C	1.9007099775
YHL005C	0.574112988
YHL006C	0.786206363
YHL007C	-0.19538705399999998
YHL008C	0.6841893185
YHL009C	-0.097699202
YHL011C	-0.6281016269999999
YHL012W	0.725571425
YHL016C	2.666754449
YHL017W	1.3738953245
YHL019C	2.402220992
YHL020C	4.164292174
YHL021C	0.481874735
YHL022C	0.056176101
YHL023C	0.7845489615000001
YHL024W	-0.08855089199999999
YHL025W	2.191866494
YHL026C	0.324658775
YHL027W	-3.5533592885
YHL028W	0.2819495565
YHL030W	0.327680034
YHL032C	1.0966060375
YHL033C	-3.6114858305000004
YHL034C	0.249778249
YHL035C	1.0501237105
YHL036W	0.378407424
YHL037C	0.191707297
YHL038C	1.202516349
YHL039W	0.339850125
YHL040C	0.4694257175
YHL041W	0.284722517
YHL042W	0.419631716
YHL043W	1.206150739
YHL044W	0.779847616
YHL045W	0.24898880499999998
YHL046C	0.707250955
YHL047C	-0.121527352
YHR001W-A	-0.15382647
YHR003C	0.017032807500000004
YHR004C	-4.34932005
YHR005C	0.433800588
YHR006W	0.30943162150000003
YHR008C	-6.798465951
YHR009C	2.2602120935
YHR010W	5.520517184
YHR014W	-0.080292185
YHR015W	0.090545571
YHR016C	-0.29235150649999997
YHR017W	0.04705348350000001
YHR018C	1.134102642
YHR021C	4.850573481
YHR021W-A	-0.136194386
YHR022C	0.0620492745
YHR028C	-0.34853322249999996
YHR029C	-0.337281591
YHR030C	-0.337418985
YHR031C	-0.15108454500000001
YHR032W	-0.6396966635
YHR033W	-0.019205668500000002
YHR034C	2.175691273
YHR035W	0.314606885
YHR037W	0.025162622
YHR038W	0.262245099
YHR039C	-0.111978511
YHR043C	-0.4505561795
YHR044C	-1.144217207
YHR045W	-6.007787840000001
YHR046C	-0.44711564299999995
YHR047C	-0.0107092625
YHR049C-A	3.9351865124999996
YHR050W	-2.17756352
YHR057C	0.528614411
YHR059W	0.293540967
YHR061C	0.341740328
YHR064C	-1.5400664635
YHR073W	1.2931072479999999
YHR075C	1.4385942255
YHR076W	1.196965147
YHR077C	-1.1901974655
YHR078W	0.9649456085000001
YHR079C	0.502604858
YHR079C-A	0.007087187000000002
YHR080C	0.232586857
YHR082C	0.7045048775
YHR086W	0.14713984
YHR087W	-0.10189248299999999
YHR091C	4.118349093
YHR092C	-0.5647483645
YHR094C	-0.45421113199999996
YHR095W	0.287264869
YHR096C	-0.0299957955
YHR097C	1.309306514
YHR103W	-0.382324079
YHR104W	0.082918043
YHR105W	0.008700467000000003
YHR106W	-0.096178067
YHR108W	-0.962836825
YHR109W	0.1346628
YHR110W	0.3782045785
YHR113W	0.582475515
YHR114W	0.12176929
YHR115C	0.7285044595
YHR117W	0.865783172
YHR121W	-0.376237589
YHR123W	-0.012371175
YHR125W	-0.26313569
YHR126C	-5.016799664
YHR127W	0.324530384
YHR130C	0.469267257
YHR131C	-0.2870532095
YHR132C	-0.9865361875
YHR132W-A	-0.9858524655
YHR133C	0.157908844
YHR134W	0.357182109
YHR135C	0.34286104900000003
YHR136C	0.863260429
YHR137W	0.3308557055
YHR138C	0.2282845205
YHR139C	0.168753821
YHR140W	-0.433639361
YHR142W	2.4478988705
YHR143W	1.241771825
YHR146W	-0.104005964
YHR150W	0.898095236
YHR151C	-1.5499932615
YHR152W	-0.260892451
YHR153C	0.182049703
YHR155W	0.273379639
YHR156C	0.411042843
YHR157W	-2.318100397
YHR158C	0.1107157745
YHR159W	-0.147049012
YHR160C	-0.2048751865
YHR161C	-0.05330729000000001
YHR162W	0.331858203
YHR167W	-1.717221098
YHR168W	1.3697961085
YHR171W	-0.17027509799999999
YHR176W	0.062145012
YHR177W	1.1752333689999999
YHR178W	-3.8492081134999996
YHR179W	0.286156734
YHR180W	-0.175542188
YHR181W	-0.598520731
YHR182W	-0.285658607
YHR184W	-2.043723097
YHR185C	-0.191636302
YHR193C	0.2489768445
YHR194W	0.4075945055
YHR195W	-0.17081695
YHR198C	0.492284123
YHR199C	0.38849244299999997
YHR200W	-0.9302268345
YHR202W	0.7400043065
YHR203C	0.483423735
YHR204W	0.240454127
YHR206W	-8.6036204495
YHR207C	-0.12385221749999999
YHR209W	0.1405736175
YHR210C	0.32506302200000003
YIL001W	-0.2203072995
YIL002C	-0.228817349
YIL005W	0.619690283
YIL006W	2.297250451
YIL007C	1.3423806150000002
YIL008W	0.447702029
YIL009C-A	0.027854698499999997
YIL009W	-0.394191444
YIL010W	-0.6217313250000001
YIL011W	0.9844609225
YIL012W	-0.383150019
YIL013C	-0.0321965425
YIL014C-A	1.0608771275
YIL014W	-0.20029969849999998
YIL015W	-0.3960739725
YIL016W	0.31013634
YIL017C	1.0942741
YIL020C	-0.028428380499999996
YIL023C	2.057108131
YIL024C	-0.344560919
YIL025C	-0.33904916
YIL027C	-6.096104964
YIL028W	1.272240535
YIL029C	0.98828263
YIL030C	-0.6542959070000001
YIL032C	2.724858578
YIL034C	1.8751618575
YIL035C	3.066787871
YIL036W	1.366815573
YIL037C	-0.633595644
YIL039W	-9.077380298000001
YIL040W	-7.722554149
YIL041W	0.9136152925000001
YIL042C	0.250266749
YIL043C	1.7695828675
YIL044C	1.0328040695
YIL045W	-0.219205555
YIL047C	-0.228501089
YIL050W	1.3275427015
YIL052C	0.2580966095
YIL053W	1.4691276305
YIL054W	0.2178273745
YIL055C	2.6046629875
YIL056W	0.198429296
YIL057C	2.0012381705
YIL058W	-0.1675865265
YIL059C	-0.327082606
YIL060W	-0.385591815
YIL064W	1.05191894
YIL065C	-0.5966663944999999
YIL066C	0.48716273750000005
YIL067C	-0.426571136
YIL069C	1.430400619
YIL070C	0.7588965400000001
YIL071C	-0.550740434
YIL072W	-0.019837398
YIL073C	0.9550908124999999
YIL074C	-0.0673920615
YIL076W	5.85785189
YIL077C	1.78751186
YIL079C	1.5374422105
YIL084C	0.103234122
YIL085C	-0.1388560945
YIL086C	-0.2606818945
YIL087C	-0.2469019705
YIL088C	-0.185574732
YIL089W	0.191961279
YIL090W	-0.52950635
YIL093C	0.19350930900000002
YIL094C	-0.1092231645
YIL095W	-0.388745966
YIL096C	0.2686870495
YIL097W	7.244077229
YIL098C	3.362929327
YIL099W	0.059698901
YIL100W	-0.714519164
YIL101C	2.1596100865
YIL102C	0.3176908005
YIL103W	1.2941413595
YIL105C	-0.654269772
YIL107C	2.178152488
YIL108W	-0.530690328
YIL110W	1.337970618
YIL111W	2.4302930045
YIL112W	1.414683549
YIL113W	0.3363938785
YIL114C	-0.044433202
YIL116W	2.4566038645
YIL117C	0.041167729
YIL119C	0.004201238
YIL120W	-0.160340943
YIL121W	-0.884417717
YIL122W	-0.360530888
YIL123W	1.983607042
YIL124W	2.2618293229999997
YIL125W	2.635404694
YIL128W	-5.573336138
YIL130W	0.3200930365
YIL131C	-0.12144193950000001
YIL132C	0.264550654
YIL133C	0.163184397
YIL135C	1.512801394
YIL136W	-0.09259512050000002
YIL137C	0.402381398
YIL138C	-0.560295224
YIL139C	0.1912114455
YIL140W	1.4605768515
YIL141W	1.1358897705
YIL145C	-0.46352148849999997
YIL146C	0.4070546095
YIL148W	0.734248163
YIL149C	-0.251826351
YIL152W	0.258027948
YIL153W	-0.8109090565
YIL154C	-0.105599126
YIL155C	-0.408115162
YIL156W	-0.8750158610000001
YIL157C	-1.2334240140000001
YIL158W	0.156580726
YIL159W	1.922198479
YIL160C	1.861955296
YIL161W	2.2542334449999997
YIL162W	-0.484062283
YIL163C	0.44757841249999997
YIL164C	-0.188746539
YIL165C	-0.051821994499999996
YIL166C	-0.0827971995
YIL173W	-0.44269152050000005
YIR001C	-0.418840746
YIR002C	-0.23186640749999998
YIR003W	-0.10862872500000001
YIR004W	0.8431039565
YIR005W	2.256090119
YIR007W	0.274210793
YIR009W	-0.506269273
YIR013C	-0.005344944000000001
YIR014W	-0.0967786375
YIR016W	0.0450676105
YIR017C	0.18679811899999998
YIR018W	-0.0072923285000000004
YIR019C	-0.3099564025
YIR020C	-0.16040663600000002
YIR020W-A	-0.221898291
YIR023W	-0.7623552605
YIR024C	1.3630431585
YIR025W	-0.40755537249999996
YIR027C	-0.1007078015
YIR028W	0.38334416849999997
YIR029W	0.051479366
YIR030C	-0.3339361475
YIR031C	-0.035845222499999996
YIR032C	-0.272227448
YIR033W	0.0
YIR034C	-0.0401279125
YIR035C	0.06463574799999999
YIR036C	-0.1788479915
YIR037W	-7.587506858
YIR038C	-0.277837275
YIR039C	-0.224577031
YIR042C	0.8743156605
YJL003W	8.223557612
YJL004C	-0.5949252684999999
YJL006C	-0.460039789
YJL007C	-0.28839424199999997
YJL012C	-0.580948567
YJL013C	-0.035350243
YJL016W	-0.19054004175
YJL020C	0.12778941475000002
YJL022W	1.1845517885
YJL023C	2.2324011945
YJL024C	-5.707801463499999
YJL027C	5.699046246
YJL028W	-1.057347528
YJL029C	-3.876371126
YJL036W	-1.5253789165
YJL037W	-0.273276462
YJL038C	-0.18970522150000002
YJL042W	0.08321421350000001
YJL043W	-0.0450620575
YJL044C	0.171723487
YJL045W	-0.163375132
YJL046W	3.5166761859999998
YJL047C	-1.1764123930000001
YJL048C	-0.2860289715
YJL049W	-0.12464828
YJL051W	0.74371482
YJL052W	0.952562308
YJL053W	-0.651986043
YJL055W	0.059920986999999995
YJL057C	-0.037812740000000004
YJL058C	-0.416464811
YJL060W	-0.0538716845
YJL062W	2.7955998455
YJL063C	3.7289741750000003
YJL064W	0.6364089589999999
YJL065C	0.204585115
YJL066C	-0.127332722
YJL067W	0.342651671
YJL068C	0.4300804225
YJL070C	0.037572469
YJL071W	0.9117421855000001
YJL073W	-0.284240153
YJL077C	-0.10315967549999999
YJL078C	-0.021977226000000002
YJL079C	0.451577604
YJL082W	0.097726439
YJL083W	-0.12392073049999999
YJL084C	1.5034573390000001
YJL088W	0.294832875
YJL089W	0.106184625
YJL092W	0.341446765
YJL093C	0.1631575165
YJL094C	-1.2920441409999999
YJL095W	-0.2412378395
YJL096W	2.7601796145
YJL098W	0.775090117
YJL099W	0.6750864599999999
YJL100W	-0.260478138
YJL101C	0.21348287300000002
YJL102W	3.548783875
YJL103C	1.2907038725
YJL105W	0.1436461925
YJL106W	-0.0957980265
YJL107C	-0.068205559
YJL108C	0.16067528450000002
YJL110C	0.184479279
YJL112W	-0.676572537
YJL115W	-0.5366082144999997
YJL116C	-0.13732486900000002
YJL118W	-0.1723679885
YJL119C	-0.321312182
YJL120W	-8.3263726235
YJL121C	-6.665134310000001
YJL122W	0.6772308825
YJL123C	1.4158625085
YJL124C	1.3100374365
YJL126W	0.354495448
YJL128C	2.1994696605
YJL130C	-0.6715831219999999
YJL131C	-0.120133423
YJL133W	-0.429604463
YJL134W	1.141247398
YJL135W	0.9327217050000001
YJL136C	0.35366240449999997
YJL137C	-0.09931761750000001
YJL138C	-0.1020951585
YJL141C	0.6626370235
YJL142C	0.273451523
YJL144W	0.460341646
YJL145W	0.03765832150000001
YJL146W	0.6722256360000001
YJL147C	0.467829916
YJL148W	0.074017341
YJL149W	0.34071359300000004
YJL150W	-0.397385789
YJL152W	-0.397004653
YJL153C	-0.19640628
YJL154C	-2.4247853765
YJL155C	-0.0032135704999999995
YJL157C	0.305165669
YJL158C	0.07859725849999999
YJL159W	0.471457727
YJL162C	-0.48455141
YJL164C	0.6033370220000001
YJL166W	0.553891091
YJL168C	-1.1821823835
YJL169W	-0.6819657335
YJL170C	-0.0059926545
YJL171C	0.195065494
YJL177W	-0.430468236
YJL178C	0.744352696
YJL179W	6.8702130415
YJL181W	-0.281131599
YJL182C	-0.226951945
YJL183W	1.264846556
YJL185C	-1.319423437
YJL186W	-0.230312254
YJL187C	1.100456909
YJL188C	5.320516233
YJL190C	-0.797026665
YJL192C	-0.097280609
YJL193W	0.5440878955
YJL197W	0.471555648
YJL198W	0.026173467000000002
YJL199C	-0.271863086
YJL201W	0.560615737
YJL204C	-4.310274454
YJL205C	0.31614669700000003
YJL207C	0.6698345485
YJL208C	0.2839234135
YJL210W	-0.8259524935
YJL211C	-0.5070088340000001
YJL212C	-0.22611207
YJL213W	-0.19913173099999998
YJL214W	0.846625889
YJL215C	-0.1695777055
YJL216C	0.0764078125
YJL217W	0.032704227
YJL218W	-0.0660355735
YJR001W	0.1825980945
YJR003C	0.2349972595
YJR004C	1.445843953
YJR005W	-0.3152824945
YJR008W	-0.275566869
YJR009C	-0.177182226
YJR010C-A	-0.039764498
YJR010W	0.034576952499999994
YJR011C	0.843015647
YJR014W	-0.621550136
YJR015W	-0.080749916
YJR018W	6.531442548
YJR019C	-0.334583887
YJR020W	-0.2809971095
YJR021C	-0.318849437
YJR024C	-0.1015751895
YJR025C	0.049349627
YJR030C	0.1138092185
YJR031C	-0.1333915435
YJR032W	2.758157015
YJR033C	1.212600731
YJR035W	0.5409087025
YJR036C	-0.144088704
YJR037W	0.27744650800000004
YJR038C	0.0378101535
YJR039W	0.047945923499999994
YJR040W	-1.937150559
YJR043C	-8.803589971000001
YJR044C	1.0546052915
YJR047C	0.788058479
YJR048W	0.344280243
YJR049C	-0.057739617
YJR050W	-0.6190277605000001
YJR051W	0.050978231
YJR052W	-1.2018470515000002
YJR053W	0.265935101
YJR054W	1.633201054
YJR056C	0.3591992415
YJR058C	-0.051368473
YJR059W	0.67621286
YJR060W	-1.308051179
YJR061W	0.29067300799999995
YJR062C	-0.15464789350000002
YJR063W	2.5767428629999998
