orf	hap ? | cell size | YPD [standard] | Jorgensen P~Tyers M, 2002	het | cell size | YPD [standard] | Jorgensen P~Tyers M, 2002
YLR226W	0.5609756097560976	
YLR233C	0.12195121951219523	
YLR240W	0.2195121951219512	
YLR244C	-0.09756097560975607	
YLR260W	-0.09756097560975607	
YLR264W	-0.09756097560975607	
YLR268W	0.1707317073170731	
YLR288C	-0.14634146341463417	
YLR295C	-0.2195121951219512	
YLR312W-A	-0.09756097560975607	
YLR318W	0.29268292682926833	
YLR320W	0.41463414634146334	
YLR322W	0.6585365853658536	
YLR337C	0.1707317073170731	
YLR338W	0.1707317073170731	
YLR357W	0.09756097560975618	
YLR358C	0.29268292682926833	
YLR382C	-0.09756097560975607	
YLR386W	0.41463414634146334	
YLR399C	0.6829268292682926	
YLR402W	-0.14634146341463417	
YLR403W	-0.3902439024390244	
YLR418C	0.29268292682926833	
YLR422W	0.2195121951219512	
YLR423C	0.5853658536585367	
YLR452C	0.3414634146341464	
YML014W	0.4390243902439024	
YML061C	-0.19512195121951215	
YML063W	-0.2195121951219512	
YML088W	-0.2195121951219512	
YML094W	0.09756097560975618	
YML112W	0.3414634146341464	
YML122C	-0.14634146341463417	
YMR014W	0.853658536585366	
YMR021C	-0.14634146341463417	
YMR024W	-0.09756097560975607	
YMR032W	0.7804878048780488	
YMR060C	-0.1707317073170732	
YMR091C	0.6341463414634145	
YMR097C	-0.2682926829268293	
YMR116C	0.29268292682926833	
YMR121C	0.19512195121951215	
YMR158W	-0.024390243902439046	
YMR198W	0.46341463414634143	
YMR216C	-0.1707317073170732	
YMR242C	-0.09756097560975607	
YMR256C	-0.07317073170731703	
YMR257C	-0.09756097560975607	
YMR269W	-0.07317073170731703	
YMR275C	0.2195121951219512	
YMR282C	-0.09756097560975607	
YMR284W	0.24390243902439024	
YNL005C	-0.29268292682926833	
YNL055C	-0.09756097560975607	
YNL059C	0.6585365853658536	
YNL064C	0.4390243902439024	
YNL073W	-0.2195121951219512	
YNL138W	0.7317073170731707	
YNL139C	0.6585365853658536	
YNL148C	0.4390243902439024	
YNL171C	0.41463414634146334	
YNL197C	0.09756097560975618	
YNL213C	-0.12195121951219512	
YNL226W	-0.09756097560975607	
YNL227C	-0.14634146341463417	
YNL228W	-0.12195121951219512	
YNL229C	0.29268292682926833	
YNL238W	0.36585365853658547	
YNL243W	0.8048780487804879	
YNL248C	-0.12195121951219512	
YNL250W	0.2682926829268293	
YNL252C	-0.14634146341463417	
YNL255C	0.20731707317073167	
YNL284C	-0.14634146341463417	
YNL298W	0.2195121951219512	
YNL302C	-0.04878048780487809	
YNL315C	-0.1097560975609756	
YNL324W	0.19512195121951215	
YNL325C	0.19512195121951215	
YNR023W	0.04878048780487809	
YNR052C	0.36585365853658547	
YOL004W	0.2195121951219512	
YOL009C	-0.12195121951219512	
YOL023W	-0.14634146341463417	
YOL033W	-0.19512195121951215	
YOL051W	0.2195121951219512	
YOL076W	0.3170731707317074	
YOL081W	0.2195121951219512	
YOL086C	0.36585365853658547	
YOL115W	0.853658536585366	
YOR014W	0.3414634146341464	
YOR026W	0.29268292682926833	
YOR033C	-0.04878048780487809	
YOR035C	0.12195121951219523	
YOR065W	-0.31707317073170727	
YOR073W	0.24390243902439024	
YOR078W	-0.07317073170731703	
YOR080W	0.7804878048780488	
YOR083W	-0.2195121951219512	
YOR141C	0.4390243902439024	
YOR150W	-0.1707317073170732	
YOR187W	-0.14634146341463417	
YOR198C	0.5121951219512195	
YOR200W	-0.14634146341463417	
YOR241W	0.8048780487804879	
YOR258W	0.7317073170731707	
YOR293W	0.0	
YOR295W	-0.2195121951219512	
YOR309C	-0.13414634146341464	
YOR330C	-0.04878048780487809	
YOR360C	0.024390243902439046	
YOR369C	0.6097560975609757	
YPL005W	-0.09756097560975607	
YPL029W	-0.1707317073170732	
YPL031C	-0.024390243902439046	
YPL040C	-0.19512195121951215	
YPL042C	0.24390243902439024	
YPL050C	0.12195121951219523	
YPL055C	0.3414634146341464	
YPL078C	-0.14634146341463417	
YPL079W	-0.12195121951219512	
YPL080C	-0.09756097560975607	
YPL104W	-0.14634146341463417	
YPL129W	0.36585365853658547	
YPL148C	-0.09756097560975607	
YPL161C	0.29268292682926833	
YPL172C	-0.12195121951219512	
YPL180W	0.3170731707317074	
YPL193W	-0.1707317073170732	
YPL254W	0.29268292682926833	
YPL268W	0.2195121951219512	
YPR043W	0.19512195121951215	
YPR044C	0.14634146341463405	
YPR045C	0.3414634146341464	
YPR047W	-0.07317073170731703	
YPR067W	-0.024390243902439046	
YPR087W	0.6829268292682926	
YPR099C	-0.12195121951219512	
YPR100W	0.0	
YPR119W	0.5121951219512195	
YPR135W	0.7317073170731707	
YPR139C	0.5365853658536586	
YPR141C	0.3414634146341464	
YPR159W	0.6097560975609757	
YPR163C	0.8292682926829269	
YAL041W		-0.12857142857142856
YBL105C		0.18571428571428572
YBR091C		-0.09999999999999998
YBR154C		-0.042857142857142816
YBR190W		-0.0714285714285714
YBR196C		0.19999999999999996
YBR202W		0.18571428571428572
YCR035C		0.12857142857142856
YCR052W		0.15714285714285725
YDL007W		0.47142857142857153
YDL014W		-0.0714285714285714
YDR060W		-0.0714285714285714
YDR064W		-0.0714285714285714
YDR081C		0.15714285714285725
YDR404C		0.15714285714285725
YDR526C		0.22857142857142865
YDR531W		-0.0714285714285714
YER125W		0.1428571428571428
YFL039C		0.15714285714285725
YFR004W		0.12857142857142856
YFR052W		0.1428571428571428
YGL030W		-0.05714285714285716
YGL047W		-0.05714285714285716
YGL097W		0.17142857142857149
YGR115C		0.2142857142857142
YGR265W		0.18571428571428572
YHR143W-A		0.15714285714285725
YIL004C		0.17142857142857149
YJL086C		0.18571428571428572
YJL091C		0.12857142857142856
YKL165C		0.27142857142857135
YKL180W		-0.0714285714285714
YLR009W		-0.05714285714285716
YLR029C		-0.042857142857142816
YLR212C		0.15714285714285725
YLR293C		0.30000000000000004
YNL061W		-0.0714285714285714
YNL126W		0.19999999999999996
YOL040C		-0.09999999999999998
YOL120C		-0.11428571428571432
YOL144W		0.12857142857142856
YOR117W		0.18571428571428572
YOR206W		-0.042857142857142816
YOR259C		0.12857142857142856
YOR310C		-0.05714285714285716
YOR341W		-0.08571428571428574
YPL093W		-0.0714285714285714
YPL131W		-0.0714285714285714
YPL142C		-0.042857142857142816
YPL169C		-0.0714285714285714
YPL235W		-0.042857142857142816
YPR016C		-0.05714285714285716
YPR108W		0.12857142857142856
