ORF	hom | growth (culture turbidity) | freeze-thaw | YP4D, YPD | Ando A~Shima J, 2007
YER128W	-0.015
YER129W	-0.015
YER130C	-0.015
YER131W	-0.003
YER132C	-0.006
YER134C	-0.014
YER135C	0.004
YER137C	0.044
YER139C	-0.021
YER140W	-0.010
YER141W	NaN
YER142C	-0.001
YER143W	-0.010
YER144C	-0.006
YER145C	-0.012
YER149C	-0.007
YER150W	-0.005
YER151C	-0.427
YER152C	-0.014
YER153C	-0.006
YER154W	NaN
YER155C	-0.031
YER156C	0.076
YER158C	0.000
YER161C	-0.009
YER162C	-0.004
YER163C	0.004
YER164W	-0.042
YER166W	-0.023
YER167W	-0.011
YER169W	-0.019
YER170W	-0.007
YER173W	-0.011
YER174C	-0.006
YER175C	0.014
YER176W	0.000
YER177W	0.018
YER178W	-0.021
YER179W	-0.008
YER180C	-0.010
YER181C	-0.006
YER182W	-0.010
YER183C	-0.001
YER184C	-0.006
YER185W	-0.015
YER186C	-0.002
YER187W	0.006
YER188W	-0.002
YFL001W	-0.753
YFL003C	-0.065
YFL004W	-0.098
YFL006W	0.004
YFL007W	0.016
YFL010C	0.013
YFL010W-A	0.019
YFL011W	0.011
YFL012W	0.013
YFL013C	-0.014
YFL013W-A	-0.019
YFL014W	0.007
YFL015C	0.017
YFL016C	NaN
YFL018C	0.007
YFL019C	0.011
YFL020C	0.001
YFL021W	-0.003
YFL023W	0.567
YFL025C	0.063
YFL027C	0.020
YFL028C	0.004
YFL030W	0.023
YFL031W	0.008
YFL032W	0.009
YFL033C	-0.006
YFL034C-A	-0.006
YFL034W	0.030
YFL035C-B	0.030
YFL036W	-0.011
YFL040W	0.019
YFL041W	0.015
YFL042C	0.004
YFL043C	0.004
YFL044C	0.029
YFL046W	0.015
YFL047W	0.017
YFL048C	0.023
YFL049W	0.025
YFL050C	0.008
YFL051C	0.021
YFL052W	0.013
YFL053W	0.004
YFL054C	0.018
YFL055W	0.000
YFL056C	0.041
YFL063W	0.013
YFR001W	-0.639
YFR006W	0.002
YFR007W	0.024
YFR008W	-0.021
YFR009W	0.023
YFR010W	0.056
YFR011C	0.010
YFR012W	0.028
YFR013W	-0.001
YFR014C	0.021
YFR015C	0.018
YFR016C	0.015
YFR017C	0.012
YFR018C	0.020
YFR019W	-0.927
YFR020W	0.023
YFR021W	0.027
YFR022W	0.005
YFR023W	0.032
YFR024C	-0.017
YFR024C-A	0.030
YFR025C	-0.001
YFR026C	0.002
YFR030W	0.021
YFR031C-A	0.040
YFR032C	-0.003
YFR032C-A	-0.002
YFR033C	-0.006
YFR034C	-0.007
YFR035C	-0.005
YFR036W	-0.009
YFR038W	-0.007
YFR039C	0.004
YFR040W	-0.014
YFR041C	-0.001
YFR043C	-0.005
YFR044C	-0.008
YFR045W	-0.002
YFR046C	-0.011
YFR047C	-0.003
YFR048W	-0.002
YFR049W	-0.001
YFR053C	-0.006
YFR054C	-0.007
YFR055W	-0.001
YFR056C	-0.002
YFR057W	-0.007
YGL002W	0.058
YGL003C	0.217
YGL004C	0.038
YGL005C	0.036
YGL006W	0.019
YGL007W	-0.007
YGL009C	0.002
YGL010W	0.026
YGL012W	0.075
YGL013C	0.033
YGL014W	0.032
YGL015C	0.024
YGL016W	0.150
YGL017W	0.019
YGL019W	-0.064
YGL020C	-0.406
YGL021W	0.020
YGL023C	0.062
YGL025C	-0.062
YGL026C	-0.206
YGL027C	-0.006
YGL028C	0.011
YGL031C	0.155
YGL032C	0.007
YGL033W	0.006
YGL034C	-0.006
YGL035C	-0.003
YGL036W	-0.000
YGL037C	-0.006
YGL038C	NaN
YGL039W	-0.000
YGL041C	0.016
YGL042C	0.041
YGL043W	0.044
YGL045W	-0.000
YGL046W	-0.006
YGL049C	0.017
YGL050W	0.004
YGL051W	0.008
YGL053W	0.009
YGL054C	0.084
YGL056C	0.010
YGL057C	0.026
YGL058W	0.013
YGL059W	0.009
YGL060W	0.048
YGL062W	0.013
YGL063W	0.025
YGL064C	NaN
YGL066W	0.200
YGL067W	0.032
YGL070C	-0.920
YGL071W	0.021
YGL072C	-0.093
YGL076C	NaN
YGL077C	0.042
YGL078C	0.060
YGL079W	0.044
YGL080W	0.025
YGL081W	0.004
YGL082W	-0.007
YGL083W	0.006
YGL084C	-0.028
YGL085W	0.013
YGL086W	0.028
YGL087C	0.027
YGL088W	0.244
YGL089C	0.015
YGL090W	0.028
YGL094C	0.001
YGL095C	-0.875
YGL096W	0.017
YGL101W	0.018
YGL104C	0.055
YGL105W	1.273
YGL107C	0.031
YGL108C	0.016
YGL109W	0.022
YGL110C	-0.007
YGL114W	0.021
YGL115W	-0.152
YGL117W	0.082
YGL118C	0.040
YGL121C	0.028
YGL124C	0.068
YGL125W	0.008
YGL126W	-0.002
YGL127C	0.078
YGL129C	0.070
YGL131C	0.031
YGL132W	0.031
YGL133W	0.060
YGL135W	NaN
YGL136C	0.060
YGL138C	0.012
YGL139W	0.011
YGL140C	0.048
YGL141W	0.040
YGL143C	0.960
YGL144C	-0.011
YGL146C	-0.015
YGL147C	0.010
YGL148W	0.413
YGL149W	0.049
YGL151W	0.108
YGL152C	0.059
YGL153W	0.055
YGL154C	0.000
YGL156W	0.022
YGL157W	0.035
YGL158W	0.001
YGL159W	0.004
YGL160W	-0.009
YGL161C	0.007
YGL162W	0.024
YGL163C	0.386
YGL164C	0.041
YGL165C	0.034
YGL166W	0.038
YGL167C	-0.951
YGL168W	NaN
YGL170C	-0.001
YGL173C	-0.327
YGL174W	-0.234
YGL175C	0.021
YGL176C	0.018
YGL177W	0.036
YGL179C	0.012
YGL180W	-0.022
YGL181W	0.021
YGL194C	0.040
YGL195W	0.171
YGL196W	0.043
YGL197W	0.135
YGL198W	0.050
YGL199C	0.007
YGL200C	-0.015
YGL202W	-0.024
YGL203C	-0.009
YGL205W	-0.016
YGL206C	0.401
YGL208W	0.047
YGL209W	0.047
YGL210W	0.050
YGL211W	0.482
YGL212W	0.377
YGL213C	0.051
YGL214W	0.015
YGL215W	0.006
YGL216W	-0.024
YGL217C	0.007
YGL218W	-0.596
YGL219C	-0.007
YGL220W	0.035
YGL221C	0.071
YGL222C	0.065
YGL223C	-0.401
YGL224C	0.044
YGL226C-A	-0.011
YGL226W	-0.020
YGL227W	-0.028
YGL228W	-0.002
YGL229C	-0.006
YGL230C	0.044
YGL231C	0.070
YGL232W	0.081
YGL234W	0.122
YGL235W	0.019
YGL236C	-0.002
YGL237C	-0.002
YGL240W	NaN
YGL241W	0.009
YGL242C	0.048
YGL243W	0.045
YGL244W	0.213
YGL246C	NaN
YGL248W	-0.027
YGL249W	-0.028
YGL250W	-0.003
YGL251C	0.039
YGL252C	0.039
YGL253W	0.082
YGL254W	0.031
YGL255W	0.038
YGL256W	0.042
YGL257C	0.052
YGL258W	0.046
YGL259W	0.044
YGL260W	-0.017
YGL261C	-0.024
YGL262W	0.007
YGL263W	0.020
YGR001C	0.016
YGR003W	0.037
YGR004W	0.131
YGR006W	NaN
YGR007W	0.032
YGR008C	0.036
YGR010W	0.021
YGR011W	0.016
YGR012W	0.041
YGR014W	0.018
YGR015C	0.019
YGR016W	0.047
YGR017W	0.059
YGR018C	0.035
YGR019W	0.035
YGR020C	-0.977
YGR021W	0.004
YGR022C	0.019
YGR023W	0.006
YGR025W	0.034
YGR026W	0.010
YGR027C	0.090
YGR028W	-0.002
YGR031W	0.084
YGR032W	0.008
YGR033C	-0.005
YGR034W	0.029
YGR035C	-0.007
YGR036C	NaN
YGR037C	0.208
YGR038W	-0.005
YGR039W	-0.001
YGR040W	-0.002
YGR041W	0.026
YGR042W	0.033
YGR043C	0.058
YGR044C	0.072
YGR045C	-0.017
YGR049W	0.036
YGR050C	0.003
YGR051C	0.013
YGR052W	0.010
YGR053C	0.004
YGR054W	0.028
YGR055W	0.031
YGR056W	-0.450
YGR057C	0.034
YGR058W	0.050
YGR059W	0.017
YGR061C	0.125
YGR062C	0.036
YGR063C	0.010
YGR064W	0.276
YGR066C	0.044
YGR067C	0.032
YGR068C	0.078
YGR069W	0.020
YGR070W	0.040
YGR071C	0.023
YGR072W	0.066
YGR076C	0.004
YGR077C	0.016
YGR078C	0.655
YGR079W	0.013
YGR080W	0.041
YGR081C	0.273
YGR084C	0.022
YGR085C	0.137
YGR086C	-0.013
YGR087C	-0.002
YGR088W	0.000
YGR089W	-0.007
YGR092W	0.079
YGR093W	0.004
YGR096W	0.023
YGR097W	0.025
YGR100W	-0.021
YGR101W	-0.460
YGR102C	0.016
YGR104C	-0.497
YGR105W	-0.966
YGR106C	0.012
YGR107W	0.012
YGR108W	0.010
YGR109C	0.023
YGR110W	0.011
YGR111W	-0.039
YGR112W	-0.017
YGR117C	0.011
YGR118W	0.065
YGR121C	0.024
YGR122C-A	0.020
YGR122W	0.011
YGR123C	-0.049
YGR124W	-0.031
YGR125W	-0.021
YGR126W	-0.027
YGR127W	-0.024
YGR129W	-0.026
YGR130C	-0.013
YGR131W	-0.035
YGR132C	-0.033
YGR133W	-0.032
YGR134W	0.013
YGR135W	0.004
YGR136W	-0.018
YGR137W	-0.006
YGR138C	-0.032
YGR139W	-0.031
YGR141W	-0.041
YGR142W	-0.028
YGR143W	-0.037
YGR144W	-0.026
YGR146C	-0.034
YGR148C	0.021
YGR149W	-0.030
YGR150C	NaN
YGR151C	-0.030
YGR152C	-0.026
YGR153W	0.001
YGR154C	0.002
YGR155W	0.137
YGR157W	-0.018
YGR159C	-0.557
YGR160W	-0.757
YGR161C	-0.027
YGR162W	-0.027
YGR163W	0.070
YGR164W	-0.091
YGR165W	NaN
YGR166W	-0.017
YGR167W	0.014
YGR168C	-0.010
YGR169C	-0.017
YGR170W	-0.014
YGR171C	-0.024
YGR173W	-0.023
YGR174C	-0.024
YGR176W	-0.026
YGR177C	-0.016
YGR178C	-0.011
YGR180C	NaN
YGR181W	-0.006
YGR182C	-0.008
YGR183C	-0.025
YGR184C	0.003
YGR187C	0.000
YGR188C	-0.018
YGR189C	-0.026
YGR192C	0.013
YGR193C	-0.002
YGR194C	-0.012
YGR196C	-0.024
YGR197C	-0.022
YGR199W	-0.027
YGR200C	0.098
YGR201C	0.003
YGR202C	-0.011
YGR203W	-0.018
YGR204W	0.044
YGR205W	-0.005
YGR206W	-0.016
YGR207C	-0.046
YGR208W	-0.029
YGR209C	-0.024
YGR210C	0.002
YGR212W	-0.035
YGR213C	-0.008
YGR214W	0.075
YGR215W	NaN
YGR217W	0.008
YGR219W	NaN
YGR220C	NaN
YGR221C	-0.009
YGR222W	NaN
YGR223C	-0.004
YGR224W	-0.009
YGR225W	-0.002
YGR226C	-0.005
YGR227W	-0.006
YGR228W	-0.006
YGR229C	-0.014
YGR230W	-0.002
YGR231C	-0.006
YGR232W	-0.007
YGR233C	-0.009
YGR234W	-0.004
YGR235C	-0.005
YGR236C	-0.002
YGR237C	-0.006
YGR238C	0.007
YGR239C	-0.008
YGR240C	0.073
YGR241C	-0.002
YGR242W	-0.001
YGR243W	-0.006
YGR244C	-0.004
YGR247W	-0.003
YGR248W	0.000
YGR249W	-0.007
YGR250C	0.001
YGR252W	-0.190
YGR254W	0.003
YGR255C	NaN
YGR256W	-0.011
YGR257C	-0.301
YGR258C	0.010
YGR259C	-0.013
YGR260W	-0.011
YGR261C	-0.013
YGR262C	NaN
YGR263C	-0.005
YGR266W	-0.003
YGR268C	-0.007
YGR269W	-0.009
YGR270W	-0.019
YGR271W	0.013
YGR272C	NaN
YGR273C	0.018
YGR275W	-0.009
YGR276C	0.012
YGR279C	-0.006
YGR281W	-0.009
YGR282C	-0.009
YGR283C	-0.013
YGR284C	-0.002
YGR285C	-0.438
YGR286C	0.000
YGR287C	-0.007
YGR288W	0.002
YGR289C	0.030
YGR290W	-0.004
YGR291C	0.018
YGR292W	0.015
YGR295C	-0.088
YHL002W	-0.004
YHL003C	-0.034
YHL005C	-0.089
YHL006C	-0.015
YHL007C	-0.020
YHL008C	-0.007
YHL009C	-0.016
YHL010C	0.006
YHL011C	-0.374
YHL012W	-0.002
YHL013C	0.040
YHL014C	-0.015
YHL016C	-0.015
YHL017W	-0.025
YHL019C	0.014
YHL020C	0.034
YHL021C	-0.005
YHL022C	-0.014
YHL023C	0.016
YHL024W	-0.002
YHL025W	-0.293
YHL026C	-0.011
YHL027W	-0.162
YHL028W	-0.077
YHL029C	-0.028
YHL030W	-0.011
YHL031C	-0.022
YHL032C	-0.030
YHL033C	-0.073
YHL034C	0.091
YHL035C	0.005
YHL036W	-0.001
YHL037C	-0.046
YHL038C	NaN
YHL039W	-0.007
YHL040C	-0.060
YHL041W	-0.027
YHL042W	-0.022
YHL043W	-0.023
YHL044W	-0.001
YHL045W	0.003
YHL046C	-0.012
YHL047C	0.017
YHR001W-A	0.008
YHR003C	0.007
YHR004C	-0.007
YHR005C	-0.013
YHR006W	-0.001
YHR008C	NaN
YHR009C	-0.002
YHR010W	-0.874
YHR011W	-0.020
YHR012W	0.024
YHR013C	0.137
YHR014W	0.006
YHR015W	0.019
YHR016C	-0.001
YHR017W	-0.001
YHR018C	0.008
YHR021C	-0.476
YHR021W-A	-0.007
YHR022C	-0.039
YHR025W	-0.008
YHR026W	NaN
YHR028C	-0.032
YHR029C	0.023
YHR030C	0.020
YHR031C	0.060
YHR032W	-0.004
YHR033W	-0.027
YHR034C	0.069
YHR035W	-0.024
YHR037W	-0.006
YHR038W	-0.038
YHR039C	-0.019
YHR039C-B	NaN
YHR041C	0.035
YHR043C	-0.006
YHR044C	-0.023
YHR045W	-0.004
YHR046C	0.001
YHR047C	-0.008
YHR048W	-0.005
YHR049C-A	0.002
YHR049W	-0.001
YHR050W	-0.010
YHR051W	NaN
YHR057C	-0.005
YHR059W	NaN
YHR060W	NaN
YHR061C	-0.012
YHR064C	-0.362
YHR066W	0.101
YHR067W	-0.015
YHR073W	-0.005
YHR075C	-0.009
YHR076W	0.020
YHR077C	0.035
YHR078W	0.013
YHR079C	-0.001
YHR079C-B	0.002
YHR080C	0.016
YHR081W	0.157
YHR082C	0.002
YHR086W	-0.013
YHR087W	0.006
YHR091C	NaN
YHR092C	-0.012
YHR093W	0.001
YHR094C	-0.007
YHR095W	-0.009
YHR096C	-0.007
YHR097C	-0.018
YHR100C	0.111
YHR103W	0.005
YHR104W	-0.006
YHR105W	-0.003
YHR106W	-0.009
YHR108W	-0.009
YHR109W	-0.014
YHR110W	-0.012
YHR111W	0.239
YHR112C	0.020
YHR113W	-0.009
YHR114W	-0.008
YHR115C	-0.006
YHR116W	-0.020
YHR117W	-0.013
YHR120W	-0.475
YHR121W	-0.007
YHR123W	-0.003
YHR124W	-0.002
YHR125W	-0.005
YHR126C	-0.002
YHR127W	0.005
YHR129C	-0.017
YHR130C	-0.006
YHR131C	-0.001
YHR132C	-0.015
YHR132W-A	-0.053
YHR133C	-0.007
YHR134W	0.004
YHR135C	0.002
YHR136C	-0.011
YHR137W	-0.005
YHR138C	-0.003
YHR139C	-0.018
YHR139C-A	-0.006
YHR140W	0.016
YHR142W	0.005
YHR143W	0.002
YHR146W	0.006
YHR147C	-0.007
YHR150W	0.024
YHR151C	0.010
YHR152W	-0.002
YHR153C	-0.005
YHR154W	0.029
YHR155W	-0.005
YHR156C	0.001
YHR157W	0.003
YHR158C	0.003
YHR159W	0.025
YHR160C	0.024
YHR161C	0.020
YHR162W	0.013
YHR163W	-0.006
YHR167W	0.023
YHR168W	0.018
YHR171W	-0.007
YHR176W	-0.010
YHR177W	-0.012
YHR178W	-0.003
YHR179W	0.002
YHR180W	0.006
YHR181W	-0.002
YHR182W	0.006
YHR183W	0.156
YHR184W	0.030
YHR185C	0.004
YHR189W	-0.007
YHR191C	0.000
YHR193C	0.003
YHR194W	-0.306
YHR195W	0.020
YHR198C	0.003
YHR199C	0.000
YHR200W	0.030
YHR202W	0.003
YHR203C	0.093
YHR204W	0.002
YHR206W	-0.001
YHR207C	0.017
YHR209W	0.002
YHR210C	-0.003
YIL001W	-0.016
YIL002C	0.010
YIL005W	-0.011
YIL006W	0.009
YIL007C	0.014
YIL008W	0.089
YIL009C-A	0.004
YIL009W	0.024
YIL010W	0.024
YIL011W	-0.012
YIL012W	-0.004
YIL013C	-0.011
YIL014W	-0.006
YIL015C-A	0.698
YIL015W	0.002
YIL016W	-0.000
YIL017C	0.002
YIL018W	0.018
YIL020C	0.007
YIL023C	0.005
YIL024C	-0.014
YIL025C	-0.009
YIL027C	-0.000
YIL028W	-0.012
YIL029C	-0.029
YIL030C	0.006
YIL032C	-0.011
YIL034C	0.009
YIL035C	-0.002
YIL036W	-0.007
YIL037C	-0.002
YIL038C	0.097
YIL039W	-0.007
YIL040W	0.001
YIL041W	-0.031
YIL042C	0.093
YIL043C	-0.001
YIL044C	-0.010
YIL045W	0.023
YIL047C	0.039
YIL049W	0.003
YIL050W	-0.003
YIL052C	0.024
YIL053W	-0.028
YIL054W	0.030
YIL055C	0.042
YIL056W	0.027
YIL057C	0.023
YIL058W	0.019
YIL059C	0.018
YIL060W	0.590
YIL064W	-0.006
YIL065C	-0.033
YIL066C	0.010
YIL067C	NaN
YIL069C	0.041
YIL070C	0.006
YIL071C	0.016
YIL072W	-0.009
YIL073C	-0.005
YIL074C	0.011
YIL076W	-0.005
YIL077C	-0.016
YIL079C	-0.005
YIL084C	0.002
YIL085C	0.002
YIL086C	0.010
YIL087C	0.001
YIL088C	0.009
YIL089W	0.031
YIL090W	0.013
YIL092W	0.003
YIL093C	-0.004
YIL094C	0.011
YIL095W	-0.002
YIL096C	-0.005
YIL097W	-0.022
YIL098C	-0.010
YIL099W	-0.055
YIL100W	0.002
YIL101C	0.000
YIL102C	-0.002
YIL103W	-0.012
YIL105C	-0.001
YIL107C	-0.001
YIL108W	0.003
YIL110W	-0.291
YIL111W	0.038
YIL112W	-0.005
YIL113W	-0.001
YIL114C	-0.011
YIL116W	-0.013
YIL117C	-0.017
YIL119C	-0.022
YIL120W	-0.000
YIL121W	0.017
YIL122W	-0.008
YIL123W	-0.001
YIL124W	0.017
YIL125W	0.002
YIL128W	NaN
YIL130W	-0.011
YIL131C	0.010
YIL132C	-0.000
YIL133C	0.001
YIL134W	0.006
YIL135C	0.014
YIL136W	0.005
YIL137C	-0.015
YIL138C	-0.015
YIL139C	-0.013
YIL140W	-0.003
YIL141W	-0.004
YIL145C	0.000
YIL146C	-0.017
YIL148W	-0.056
YIL149C	-0.010
YIL152W	-0.009
YIL153W	-0.008
YIL154C	0.010
YIL155C	-0.009
YIL156W	0.001
YIL157C	0.007
YIL158W	-0.014
YIL159W	-0.009
YIL160C	-0.010
YIL161W	-0.018
YIL162W	-0.009
YIL163C	-0.008
YIL164C	-0.009
YIL165C	-0.012
YIL166C	-0.008
YIL167W	-0.019
YIL168W	-0.005
YIL170W	0.013
YIL173W	-0.020
YIR001C	-0.005
YIR002C	-0.015
YIR003W	-0.021
YIR004W	-0.028
YIR005W	-0.075
YIR007W	-0.015
YIR009W	-0.014
YIR013C	-0.012
YIR014W	-0.010
YIR016W	-0.020
YIR017C	-0.002
YIR018W	-0.002
YIR019C	0.002
YIR020C	-0.002
YIR020W-B	-0.007
YIR021W	NaN
YIR023W	0.021
YIR024C	-0.004
YIR025W	-0.003
YIR026C	NaN
YIR027C	-0.015
YIR028W	0.004
YIR029W	-0.002
YIR030C	0.021
YIR031C	-0.005
YIR032C	0.011
YIR033W	-0.035
YIR034C	0.006
YIR035C	-0.004
YIR036C	-0.002
YIR037W	0.000
YIR038C	-0.007
YIR039C	0.001
YIR042C	0.004
YIR043C	0.016
YIR044C	0.015
YJL003W	NaN
YJL004C	0.024
YJL006C	-0.001
YJL007C	-0.016
YJL012C	0.012
YJL013C	-0.022
YJL016W	-0.006
YJL017W	0.002
YJL020C	-0.017
YJL021C	-0.010
YJL022W	-0.016
YJL023C	-0.005
YJL024C	0.017
YJL027C	0.012
YJL028W	0.000
YJL029C	NaN
YJL030W	0.016
YJL036W	0.040
YJL037W	0.023
YJL038C	0.032
YJL042W	-0.001
YJL043W	0.006
YJL044C	0.006
YJL045W	0.029
YJL046W	-0.011
YJL047C	0.095
YJL048C	0.015
YJL049W	0.009
YJL051W	0.031
YJL052W	0.082
YJL053W	0.036
YJL055W	-0.004
YJL056C	0.013
YJL057C	-0.011
YJL058C	0.016
YJL059W	0.025
YJL060W	0.029
YJL062W	-0.212
YJL063C	NaN
YJL064W	0.028
YJL065C	0.045
YJL066C	0.012
YJL067W	0.011
YJL068C	0.011
YJL070C	-0.014
YJL071W	0.014
YJL073W	0.008
YJL075C	0.133
YJL077C	0.016
YJL078C	0.008
YJL079C	0.021
YJL080C	0.022
YJL082W	0.024
YJL083W	0.032
YJL084C	0.031
YJL088W	0.039
YJL089W	0.020
YJL092W	0.036
YJL093C	0.024
YJL094C	0.039
YJL095W	0.024
YJL096W	-0.262
YJL098W	0.036
YJL099W	0.051
YJL100W	0.027
YJL101C	0.008
YJL102W	0.022
YJL103C	-0.009
YJL105W	0.002
YJL106W	0.001
YJL107C	0.015
YJL108C	0.012
YJL110C	0.020
YJL112W	0.002
YJL115W	0.052
YJL116C	0.012
YJL117W	-0.009
YJL118W	0.016
YJL119C	0.021
YJL120W	0.437
YJL121C	0.020
YJL122W	0.009
YJL123C	0.011
YJL124C	0.080
YJL126W	0.014
YJL127C	0.133
YJL128C	0.001
YJL129C	-0.051
YJL130C	-0.028
YJL131C	-0.016
YJL132W	-0.001
YJL133W	-0.005
YJL134W	0.002
YJL135W	0.027
YJL136C	-0.412
YJL137C	-0.007
YJL138C	0.007
YJL139C	0.008
YJL140W	-0.904
YJL141C	0.007
YJL142C	-0.003
YJL144W	-0.023
YJL145W	-0.014
YJL146W	-0.006
YJL147C	0.038
YJL148W	0.064
YJL149W	0.040
YJL150W	0.018
YJL151C	0.009
YJL152W	-0.001
YJL153C	-0.031
YJL154C	-0.020
YJL155C	-0.014
YJL157C	-0.023
YJL158C	-0.014
YJL159W	-0.000
YJL160C	-0.006
YJL161W	-0.005
YJL162C	0.023
YJL163C	-0.002
YJL164C	-0.024
YJL165C	-0.002
YJL166W	NaN
YJL168C	-0.036
YJL169W	-0.031
YJL170C	-0.020
YJL171C	-0.001
YJL172W	-0.010
YJL175W	-0.302
YJL176C	0.248
YJL177W	-0.042
YJL178C	-0.002
YJL179W	0.014
YJL180C	NaN
YJL181W	-0.022
YJL182C	-0.019
YJL183W	-0.605
YJL184W	NaN
YJL185C	-0.011
YJL186W	0.017
YJL187C	0.015
YJL188C	-0.646
YJL189W	-0.604
YJL190C	-0.004
YJL191W	0.011
YJL192C	-0.026
YJL193W	-0.008
YJL196C	-0.004
YJL197W	-0.005
YJL198W	0.013
YJL199C	0.027
YJL200C	-0.004
YJL201W	-0.029
YJL204C	-0.037
YJL206C	-0.017
YJL206C-A	-0.029
YJL207C	-0.006
YJL208C	-0.010
YJL209W	NaN
YJL210W	-0.012
YJL211C	0.038
YJL212C	-0.034
YJL213W	-0.006
YJL214W	-0.020
YJL215C	-0.036
YJL216C	-0.023
YJL217W	-0.032
YJL218W	-0.027
YJR001W	0.012
YJR003C	0.006
YJR004C	-0.001
YJR005W	0.002
YJR008W	-0.020
YJR009C	-0.010
YJR010C-A	-0.009
YJR010W	0.001
YJR011C	0.017
YJR014W	0.008
YJR015W	0.000
YJR018W	0.053
YJR019C	-0.022
YJR020W	-0.016
YJR021C	-0.002
YJR024C	0.018
YJR025C	-0.007
YJR026W	-0.013
YJR030C	0.006
YJR031C	-0.012
YJR032W	-0.233
YJR033C	-0.003
YJR034W	NaN
YJR035W	-0.015
YJR036C	0.001
YJR037W	-0.015
YJR038C	-0.004
YJR039W	-0.005
YJR040W	-0.006
YJR043C	0.057
YJR044C	-0.018
YJR047C	-0.010
YJR048W	-0.002
YJR049C	-0.038
YJR050W	-0.021
YJR051W	0.001
YJR052W	-0.002
YJR053W	-0.008
YJR054W	-0.017
YJR055W	-0.139
YJR056C	-0.015
YJR058C	0.003
YJR059W	0.004
YJR060W	0.020
YJR061W	-0.021
YJR062C	-0.006
YJR063W	0.071
YJR066W	0.007
YJR069C	0.009
YJR070C	0.039
YJR073C	0.003
YJR074W	-0.018
YJR075W	0.024
YJR077C	-0.033
YJR078W	0.013
YJR079W	-0.006
YJR080C	-0.011
YJR082C	-0.006
YJR083C	0.011
YJR084W	-0.003
YJR087W	-0.009
YJR088C	0.037
YJR090C	-0.986
YJR091C	-0.006
YJR092W	0.000
YJR094C	0.002
YJR094W-A	0.023
YJR095W	-0.011
YJR096W	-0.015
YJR097W	-0.012
YJR098C	-0.008
YJR099W	-0.032
YJR100C	-0.015
YJR102C	0.098
YJR103W	-0.005
YJR104C	-0.043
YJR105W	0.103
YJR106W	0.009
YJR107W	0.002
YJR108W	0.006
YJR109C	0.000
YJR110W	0.022
YJR111C	0.032
YJR113C	NaN
YJR115W	-0.001
YJR116W	0.003
YJR117W	-0.001
YJR118C	-0.234
YJR119C	-0.011
YJR120W	-0.027
YJR121W	NaN
YJR122W	-0.068
YJR124C	-0.016
YJR125C	-0.002
YJR126C	-0.005
YJR127C	-0.010
YJR128W	-0.005
YJR129C	0.009
YJR130C	0.011
YJR131W	0.019
YJR133W	0.001
YJR134C	-0.001
YJR135C	0.022
YJR137C	0.001
YJR139C	0.013
YJR140C	0.003
YJR142W	-0.013
YJR144W	-0.145
YJR145C	0.038
YJR146W	-0.001
YJR147W	-0.001
YJR148W	-0.003
YJR149W	-0.004
YJR150C	-0.015
YJR152W	0.011
YJR153W	-0.013
YJR154W	0.011
YKL001C	-0.025
YKL002W	0.070
YKL003C	NaN
YKL005C	0.006
YKL006W	0.548
YKL007W	0.017
YKL008C	0.011
YKL009W	-0.174
YKL010C	0.008
YKL011C	-0.008
YKL015W	0.011
YKL016C	NaN
YKL017C	0.004
YKL020C	-0.003
YKL023W	-0.000
YKL025C	-0.009
YKL026C	-0.001
YKL027W	0.018
YKL029C	0.003
YKL030W	-0.017
YKL031W	-0.002
YKL032C	0.003
YKL033W-A	-0.004
YKL034W	0.013
YKL037W	-0.001
YKL038W	0.009
YKL039W	0.006
YKL040C	0.014
YKL041W	0.148
YKL043W	0.007
YKL044W	0.001
YKL046C	0.005
YKL047W	-0.001
YKL048C	-0.081
YKL050C	0.001
YKL051W	0.005
YKL053C-A	0.006
YKL053W	0.021
YKL054C	0.236
YKL055C	NaN
YKL056C	0.044
YKL057C	-0.296
YKL061W	0.003
YKL062W	-0.020
YKL063C	0.000
YKL064W	0.002
YKL065C	0.005
YKL066W	-0.011
YKL067W	-0.014
YKL068W	0.009
YKL069W	0.007
YKL070W	0.002
YKL071W	-0.001
YKL072W	-0.015
YKL073W	-0.010
YKL074C	-0.023
YKL075C	0.044
YKL076C	0.044
YKL077W	0.014
YKL079W	-0.011
YKL080W	NaN
YKL081W	-0.011
YKL084W	0.003
YKL085W	0.009
YKL086W	-0.006
YKL087C	0.006
YKL090W	-0.010
YKL091C	0.009
YKL092C	-0.007
YKL093W	-0.012
YKL094W	0.004
YKL096W	0.005
YKL096W-A	-0.004
YKL097C	-0.029
YKL098W	-0.489
YKL100C	-0.488
YKL101W	-0.193
YKL102C	-0.043
YKL103C	-0.003
YKL105C	-0.007
YKL106W	-0.020
YKL107W	0.008
YKL109W	0.004
YKL110C	0.105
YKL113C	-0.466
YKL114C	-0.464
YKL115C	-0.006
YKL116C	-0.493
YKL117W	-0.498
YKL118W	-0.384
YKL119C	-0.992
YKL120W	0.010
YKL121W	0.012
YKL123W	-0.488
YKL124W	0.004
YKL126W	0.210
YKL127W	-0.015
YKL128C	-0.497
YKL129C	-0.001
YKL130C	-0.499
YKL131W	-0.490
YKL132C	-0.067
YKL133C	-0.023
YKL134C	NaN
YKL135C	0.009
YKL136W	0.007
YKL137W	-0.495
YKL138C	0.006
YKL139W	-0.271
