ORF	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012
YMR056C	-0.270	0.016	0.730	0.010	0.005	-0.061	-0.000	-0.691	0.459	0.114	-0.013	0.051	-0.173	-0.072	-0.575	0.107	-0.011	-0.028	-1.008	0.203	-0.825	0.078	-0.121	-1.211	-0.999	0.228	1.083	-0.013	1.115	-0.084	-0.231	-0.002	1.246
YMR057C	-0.087	1.217	0.416	0.112	0.202	-0.040	-0.709	-0.006	-1.585	0.209	0.003	0.153	-0.130	-1.252	-0.186	0.696	0.005	0.027	-0.508	-0.286	0.910	-0.007	0.444	0.005	-0.018	0.129	-0.004	0.362	0.053	-0.004	-0.074	-0.013	0.125
YMR058W	0.034	1.450	-0.011	0.806	0.252	-1.171	0.149	-0.768	0.004	-0.088	0.039	0.557	0.020	0.484	0.053	0.828	-0.020	-0.059	-1.937	0.019	0.265	0.019	-0.009	-0.029	-0.070	-0.001	0.001	1.335	0.121	0.285	-0.057	0.272	-0.242
YMR060C	0.130	-0.104	-0.024	3.064	0.839	-1.562	-0.726	-0.149	-0.008	-0.001	2.560	2.374	0.058	-0.030	1.340	2.684	0.063	0.597	0.014	-1.796	0.139	-0.049	0.128	0.066	0.000	0.022	0.003	0.365	0.099	0.021	0.155	0.067	0.506
YMR061W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.394	-0.252	-2.673	-4.448	2.470	2.964	-0.342	-1.506	-0.066	-2.484	-4.634	0.027	-2.500	0.295	-2.626	-2.082	-1.124
YMR062C	-0.747	0.024	-0.542	0.159	0.226	0.022	-0.240	-1.474	-1.618	-0.682	-0.029	0.093	0.233	-1.007	-0.859	-1.337	-0.052	-0.031	-2.141	-1.230	-0.184	0.311	0.908	-0.115	-0.173	-2.211	0.008	-0.045	0.023	-0.415	-1.015	-0.954	-0.006
YMR063W	-0.770	0.882	0.027	-4.181	-6.236	-4.392	-0.260	0.013	0.964	-4.202	-2.205	-2.058	-0.036	0.033	-0.531	-0.101	-0.145	-0.652	-5.455	0.422	-0.396	-1.171	-3.058	-2.289	-0.987	0.567	0.431	1.295	2.644	0.054	-3.078	-0.006	-0.058
YMR064W	0.268	-0.526	-0.761	3.674	1.902	0.683	4.358	0.077	5.027	1.670	2.139	6.789	5.746	3.131	6.159	7.349	-0.011	-0.017	-1.314	-0.495	0.015	-0.035	-0.537	-0.072	0.628	2.087	-0.066	-0.010	-0.022	-0.416	-0.826	0.026	0.040
YMR065W	-0.477	0.261	0.077	0.031	0.058	0.543	0.011	0.039	0.004	0.100	0.044	0.020	-0.120	-0.520	-0.023	0.083	0.210	0.038	0.893	-0.278	0.149	-0.261	0.130	-0.743	-0.143	0.143	-0.011	-0.110	-1.246	-0.130	-1.083	-0.103	-1.175
YMR066W	0.497	-0.174	-0.427	5.360	4.198	0.318	0.200	0.276	3.643	0.315	4.630	2.660	0.216	2.607	4.644	3.164	-0.619	-0.114	0.179	-1.178	1.150	0.616	-0.034	-0.059	0.097	-0.019	-0.179	-0.157	0.045	0.191	-2.869	-0.375	-0.212
YMR067C	-0.265	0.172	0.711	-2.546	-0.089	-0.015	-0.018	-0.069	-0.059	-2.335	-1.449	-3.454	1.278	-3.219	-1.579	-3.484	0.039	0.198	0.893	-1.402	0.004	-0.048	0.492	-1.950	-0.354	-0.582	0.825	-0.001	-0.705	-2.425	-0.379	-0.161	-0.798
YMR068W	-1.038	0.269	1.330	-0.161	0.021	0.988	0.136	0.010	0.061	-1.218	-1.423	-0.376	-0.089	0.018	-2.261	-1.615	0.003	-0.993	-0.269	-1.886	-0.006	0.080	0.151	0.071	0.441	1.667	-0.916	0.670	1.197	-0.020	-0.023	-1.032	0.347
YMR069W	0.011	0.038	-0.058	-1.142	-0.530	0.411	0.006	0.438	-0.126	-0.476	-1.352	0.033	0.575	0.007	-0.113	0.057	-0.199	0.080	-0.109	0.008	-0.230	-0.228	0.346	-0.023	-0.021	-0.004	0.044	-0.201	-0.833	-0.017	-0.215	-1.115	-0.125
YMR070W	0.766	0.396	-0.021	0.013	-0.719	0.027	0.014	-0.257	-1.791	-0.261	-0.027	-1.372	-0.046	-0.429	-0.485	-0.036	1.509	0.355	-0.423	-0.147	2.916	3.185	0.630	0.039	1.363	1.693	0.236	1.982	3.458	-1.148	-0.094	2.963	3.566
YMR071C	-11.389	1.147	0.209	-9.424	-9.203	-1.481	-0.748	-3.384	-15.564	-15.885	-20.922	-16.374	-1.045	-6.113	-22.034	-14.561	-0.483	-17.663	0.916	-0.338	-1.941	-1.968	0.010	-0.464	0.575	-0.021	-5.948	-19.142	-11.945	-0.007	-0.414	-5.072	-15.666
YMR072W	-0.082	-0.306	-2.583	4.620	2.456	0.023	0.721	-0.112	-0.561	2.046	3.578	1.968	-7.424	1.126	3.957	0.355	-0.024	1.159	-0.156	-1.342	0.099	0.154	-0.062	-0.009	0.441	0.019	1.078	0.054	1.944	-2.707	-1.072	-0.813	2.104
YMR073C	-3.778	-0.248	-0.024	3.068	2.773	-0.055	0.659	-0.149	-1.612	-3.861	-3.909	-0.971	1.442	-2.812	-4.424	-6.201	0.219	0.001	2.086	-0.001	-0.162	0.144	0.279	-1.582	0.427	0.001	-0.501	0.031	-0.312	-0.835	-0.025	-0.249	-0.086
YMR074C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.632	-0.045	-3.002	0.846	-0.183	-0.720	0.151	-0.071	-0.151	0.032	0.116	0.262	0.019	-0.097	-0.306	-0.017	0.083
YMR075C-A	-0.318	0.339	-0.055	-1.338	-1.468	-0.212	-2.984	0.103	-2.571	-0.316	0.316	0.086	-0.115	-1.862	-1.445	-0.109	-0.100	0.022	-1.223	-1.458	1.080	0.773	1.511	-0.430	0.382	-0.042	-0.020	-0.064	0.149	-0.182	-2.305	-0.031	0.478
YMR075W	-0.372	1.251	-0.029	-0.498	-0.125	0.486	-0.496	-2.064	0.396	0.002	0.576	1.025	-0.439	0.156	0.240	-0.013	0.783	1.023	0.078	-0.396	0.567	0.733	0.153	0.700	0.193	1.130	0.743	1.192	1.223	-0.018	0.075	0.667	1.082
YMR076C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.009	-0.362	-0.163	-0.813	-2.969	-0.191	-0.043	-0.191	-1.689	1.358	-0.464	0.139	0.066	0.198	-0.041	0.040	0.041
YMR077C	-4.696	0.920	-0.038	-4.297	-6.952	-0.598	-0.115	-0.567	-4.159	-0.517	-0.354	-1.781	-0.060	-2.943	-0.466	-5.351	0.062	0.072	-1.462	-2.288	-0.145	0.020	0.009	0.187	1.179	0.258	-0.034	0.040	1.126	-0.064	0.185	0.043	0.856
YMR078C	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.312	0.055	-2.800	-2.715	0.212	0.175	-0.623	0.298	-0.070	0.350	-0.184	0.011	-0.021	0.060	-0.787	0.131	-0.114
YMR079W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.094	-2.774	0.940	-0.614	-0.099	0.070	-1.070	0.061	0.509	0.424	0.114	1.118	3.221	0.168	-0.514	0.224	1.743
YMR080C	0.274	0.986	-0.248	1.217	0.836	0.842	-0.066	-0.029	0.493	1.197	0.143	1.188	-0.047	0.260	-0.019	1.572	1.696	0.012	0.285	0.004	-0.031	-0.316	0.314	-0.232	0.139	0.080	0.100	0.023	0.698	-0.215	-0.080	-0.528	0.321
YMR081C	-0.287	0.188	0.807	0.052	0.057	0.138	0.011	0.021	-0.027	0.164	0.366	0.088	-0.068	-0.915	0.488	0.871	-0.051	1.550	-0.283	1.090	2.620	1.283	-0.656	0.096	0.212	0.048	0.668	0.451	2.097	-0.136	-0.003	0.875	2.952
YMR082C	-0.060	1.566	0.164	-0.035	-0.047	0.624	-1.334	0.195	-0.062	-0.010	0.047	-0.017	0.024	-0.083	-0.033	0.279	-1.497	0.150	-1.467	-1.473	0.294	0.555	-0.005	0.063	0.052	0.046	0.026	-0.650	0.331	-0.115	0.073	-0.054	0.154
YMR083W	0.032	0.049	0.037	-0.005	0.018	1.146	0.415	1.217	0.242	-0.042	0.267	0.696	0.131	0.805	0.108	0.307	0.089	-0.302	-0.798	0.003	0.004	0.115	0.017	-0.154	-0.951	1.468	-1.623	0.001	-0.006	-0.003	-0.035	-0.018	0.036
YMR084W	-0.090	-0.015	-0.195	-0.002	-0.040	2.114	0.040	-0.055	0.866	-0.121	-0.360	-0.018	-0.014	-0.259	-0.867	0.061	-0.062	0.094	1.427	-1.268	0.005	0.286	-0.248	-0.446	0.224	0.060	2.339	0.033	-0.065	0.354	-0.456	0.343	0.025
YMR085W	0.001	0.123	0.017	-0.301	-0.076	0.041	0.016	1.382	0.003	-0.434	0.105	-0.338	0.180	0.040	-0.136	0.696	-0.018	-0.519	-0.091	-0.115	-0.093	0.049	0.117	-0.067	0.057	-0.024	0.313	0.048	-0.205	0.251	-0.064	0.047	-0.122
YMR086C-A	0.005	0.162	0.011	0.065	0.276	0.320	-0.007	0.273	0.041	-0.073	0.045	0.006	-0.481	0.003	0.005	0.827	-0.093	-0.036	-0.483	-0.328	0.083	0.716	0.047	-0.685	0.007	-0.914	-0.169	-0.890	-1.486	-0.121	-2.267	-0.223	-2.074
YMR086W	-0.486	-0.820	-0.037	1.306	0.185	0.205	0.742	0.101	-0.029	-1.259	-0.003	0.012	0.006	0.005	0.016	0.830	-1.474	-1.188	1.753	0.036	-0.160	-0.083	-0.104	-0.194	-0.051	-0.444	-0.700	-0.415	-1.414	0.104	-1.205	-0.573	-1.967
YMR087W	-1.279	-0.038	0.696	0.682	1.171	0.116	1.232	0.047	-0.222	-1.563	1.327	-0.476	0.508	0.059	0.018	0.138	0.019	-0.018	-0.249	-0.212	0.776	-0.029	-0.682	0.404	-1.019	0.249	-0.160	0.982	0.676	0.011	-1.218	-0.021	-0.445
YMR088C	-3.059	0.010	0.393	-1.192	-0.004	0.288	-0.446	-0.682	-1.650	-0.013	-1.073	0.024	-0.075	0.106	-0.945	-0.444	-3.129	-1.338	0.334	-0.009	0.016	0.447	0.469	0.000	-0.703	-0.210	0.224	-0.419	-0.022	0.007	-0.330	-0.021	0.137
YMR089C	2.942	-0.851	-0.188	4.669	2.869	0.606	0.639	0.305	3.028	-0.013	2.270	3.079	-0.020	0.058	4.835	3.835	1.724	-0.030	1.139	0.212	0.104	0.011	-0.149	-0.098	-0.052	0.122	-0.050	1.373	0.647	0.493	0.576	2.267	0.071
YMR090W	-1.707	0.050	-0.041	-0.546	-0.300	1.235	0.871	-0.499	0.282	0.005	-0.024	0.009	0.829	-0.004	-0.996	0.198	-0.200	-0.029	-0.775	0.007	0.232	0.035	0.033	-0.465	0.021	0.137	0.053	-0.098	0.658	-0.115	-0.968	0.018	-0.023
YMR091C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.086	7.481	0.969	3.799	1.959	8.118	-0.140	0.123	2.271	1.685	4.236	5.077	5.991	-1.404	5.629	2.300	5.193
YMR092C	-0.293	0.007	1.939	0.099	-0.082	2.040	1.636	-1.625	0.030	-2.004	0.190	-0.609	1.314	0.064	-0.051	0.194	-0.039	0.250	-0.815	0.020	-0.042	0.034	0.356	0.035	0.039	1.708	0.100	1.069	0.007	0.009	-0.171	0.021	-0.024
YMR093W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.056	3.513	1.086	0.251	1.681	1.586	-0.013	0.492	0.178	3.710	2.146	4.647	2.346	-0.212	0.593	1.299	3.714
YMR094W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.219	0.692	0.944	0.018	-0.077	0.091	0.305	-1.438	0.001	-0.002	0.114	-0.224	0.058	-0.053	-1.365	-0.565	0.510
YMR095C	-1.339	0.011	1.320	0.445	0.464	0.384	0.113	-0.129	0.514	-0.053	1.025	0.260	0.209	0.462	0.126	0.956	0.906	-0.733	-1.488	0.002	-0.304	-1.447	0.130	0.034	0.880	0.958	0.219	0.232	0.086	-0.035	0.272	0.000	1.079
YMR096W	-0.690	0.065	0.151	0.019	-0.008	0.921	-0.027	0.134	-0.170	-0.363	-0.010	0.096	-0.032	0.219	-0.060	0.021	-0.079	-1.093	-1.831	-0.394	-0.277	0.673	0.003	0.842	0.361	0.576	-0.007	0.166	0.866	1.647	-0.065	0.941	0.468
YMR097C	0.408	-2.729	-3.463	6.369	2.785	2.223	0.065	1.971	5.274	0.922	5.540	6.758	0.045	0.008	8.413	6.781	0.005	-0.482	-0.588	-0.381	-0.301	-2.000	1.385	0.328	-0.019	0.388	0.706	0.067	0.629	0.162	0.177	0.201	0.442
YMR098C	-0.802	-0.273	-0.399	5.610	2.528	0.624	0.234	0.231	-2.574	-0.115	1.722	0.218	1.800	0.268	0.903	0.187	-0.030	-2.389	-5.230	0.044	-0.006	-0.479	-0.439	-4.060	-0.853	0.081	-0.098	0.005	-0.005	0.266	-0.547	-1.106	-2.275
YMR099C	1.268	0.005	0.209	0.021	0.953	0.079	-0.009	-0.531	0.706	0.213	1.255	1.806	-0.046	0.058	0.157	2.581	-0.016	-0.107	-0.512	0.009	-0.013	-0.022	0.020	0.031	-0.452	0.113	0.044	0.007	0.032	0.610	-0.173	0.623	0.000
YMR100W	-0.383	-0.806	0.089	3.668	1.565	2.214	0.067	-0.136	0.684	0.018	0.827	2.008	-0.013	-2.898	0.006	2.469	0.100	0.641	-0.757	-0.037	0.239	1.849	0.658	-0.945	-0.020	-1.133	-0.040	1.008	1.600	0.014	-0.840	0.076	0.854
YMR101C	0.535	-0.025	-0.341	-0.049	0.070	0.196	1.806	-0.553	-0.117	-0.158	-0.050	-0.061	-0.121	0.246	0.134	0.008	-1.200	0.004	-3.230	-0.103	0.006	-0.160	-0.006	-0.611	-0.024	-0.026	0.745	-0.434	1.040	-0.994	-0.223	-0.043	-0.125
YMR102C	0.606	-1.181	-0.045	2.521	0.971	0.798	-0.812	-0.940	-0.064	-0.527	-0.806	0.645	0.302	-0.167	-0.076	0.196	-0.254	0.317	-0.789	-0.483	1.741	2.028	-0.081	-0.025	-2.442	-0.034	-2.872	-0.156	-1.412	-0.014	-0.301	0.066	-0.239
YMR103C	0.288	0.008	-0.253	1.091	1.553	-0.033	-0.041	0.103	0.305	-0.749	-0.041	1.044	0.097	0.059	0.169	0.123	0.028	0.045	-0.156	-0.116	0.130	0.025	-0.078	0.510	-0.364	-0.464	-0.232	-0.018	0.036	-0.086	-0.106	0.349	0.084
YMR104C	-0.005	0.290	0.188	0.150	0.027	0.087	0.553	0.090	0.039	0.284	0.305	0.135	0.097	0.004	0.056	0.157	-0.152	-0.194	-4.117	-0.285	-0.046	0.099	-0.018	-0.030	-0.153	-0.071	0.029	0.030	0.021	0.026	-0.473	-0.059	-0.026
YMR105C	0.010	-0.082	-0.303	0.065	0.285	-0.069	0.065	0.030	0.299	-0.447	-0.038	0.762	0.412	0.673	-0.011	0.077	0.016	-0.060	-1.074	0.012	-0.582	-0.008	0.137	-0.179	-0.193	0.120	-0.069	-0.021	-1.127	-0.077	-0.400	-0.066	0.008
YMR106C	-0.117	0.152	0.391	1.512	0.196	-1.548	-0.108	0.917	0.062	-0.027	1.092	0.647	-0.068	0.807	1.195	0.461	0.059	0.315	-0.316	-0.547	-0.117	0.034	0.252	-0.181	0.010	-0.057	0.079	-0.102	0.058	-0.128	-0.027	-0.951	0.098
YMR107W	-0.552	0.752	0.278	0.024	-0.407	0.370	0.018	-1.159	-0.020	-0.067	0.467	0.001	-0.037	-0.106	-0.034	0.003	0.432	0.006	0.166	-0.021	-0.108	1.056	0.565	1.632	0.023	0.363	-0.039	0.175	0.114	-0.045	-0.002	-0.252	0.500
YMR108W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.099	0.010	-1.246	-0.748	0.319	0.240	0.864	-2.039	-0.026	-0.015	0.036	0.674	0.061	-0.066	-0.008	0.043	0.355
YMR109W	0.268	0.149	1.067	-0.008	-0.221	0.635	-0.191	0.294	0.479	0.155	1.484	1.135	0.319	0.393	0.325	0.294	0.025	0.822	-0.350	-0.812	-0.111	-0.242	1.701	0.416	0.013	0.678	-0.018	0.490	0.497	0.058	0.087	0.302	1.126
YMR110C	0.499	0.496	-1.398	2.383	2.152	0.298	0.073	-0.016	-0.025	0.324	0.288	0.711	0.441	0.034	1.045	1.005	-0.112	-0.519	-0.455	0.050	-0.389	-0.705	0.082	-0.352	-0.837	0.504	-0.677	0.909	0.006	0.799	-0.755	0.237	0.038
YMR111C	-0.001	-0.615	-0.186	-1.784	-1.322	0.069	0.919	0.111	-0.046	-1.787	0.014	0.638	0.100	0.270	-0.682	0.009	1.066	-0.030	-1.125	1.068	-0.025	-0.394	0.290	-0.204	-1.417	-0.059	0.010	-0.115	-0.988	1.258	-0.072	0.281	-0.188
YMR112C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.461	-0.131	0.277	0.699	-1.439	-0.148	0.365	-0.042	-0.178	0.084	0.047	-0.006	0.197	-0.005	0.006	-0.531	0.020
YMR113W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.902	0.057	-0.714	0.169	-0.021	-0.003	0.285	0.058	-0.039	0.996	0.258	0.038	0.137	-0.062	0.174	0.121	0.056
YMR114C	0.077	-0.027	-0.251	0.003	0.888	0.608	0.724	0.354	0.116	-1.259	0.017	1.389	0.437	0.004	0.129	0.020	1.181	0.001	-0.802	0.563	0.057	-0.926	1.550	-0.024	-0.303	0.198	0.080	1.836	0.125	0.027	-0.279	0.165	0.934
YMR115W	0.007	-0.006	-0.111	1.996	1.583	1.626	0.097	-1.110	-0.013	0.003	0.165	1.564	-0.055	0.205	1.821	1.111	-0.031	-0.024	-1.395	-0.496	-0.044	-0.039	-0.002	-0.074	0.011	-0.078	-0.044	0.241	0.051	0.079	0.006	0.017	-0.040
YMR116C	2.764	-1.561	-4.499	2.421	2.772	-0.308	0.407	-1.891	0.257	0.344	0.810	5.416	-5.625	5.636	0.107	1.125	0.099	0.082	-3.374	-1.186	-1.158	-2.070	0.222	-0.160	1.293	2.397	0.078	1.558	1.173	-0.016	0.023	0.019	1.851
YMR117C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.068	-2.540	-0.970	0.414	-0.088	-0.910	-2.201	-1.269	-2.871	0.034	0.059	-0.199	0.361	-0.599	-0.050	-0.092	-0.596
YMR118C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.107	-0.224	-1.182	-0.661	0.010	0.012	-0.272	0.051	-1.506	0.014	0.446	1.244	-0.099	0.103	-0.131	0.159	0.165
YMR119W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.109	1.439	-6.789	-0.366	0.090	0.173	-0.893	0.235	-0.042	0.392	-0.184	0.348	0.479	0.093	0.023	0.221	1.848
YMR119W-A	0.418	-1.038	0.563	0.111	0.028	-0.478	-0.027	-0.417	-0.698	-1.848	-0.013	-0.282	0.041	0.542	0.030	0.171	0.323	1.631	-0.826	-0.224	-0.032	0.066	0.090	-0.554	0.078	0.064	0.289	1.593	1.412	-0.014	0.007	0.186	0.540
YMR120C	-0.045	0.451	-0.077	-0.135	-0.066	-0.011	-1.157	-0.232	-0.071	0.084	0.015	0.128	-0.235	0.008	0.015	1.062	0.067	0.085	-0.554	-0.028	-0.807	-0.041	0.396	-1.316	0.001	-0.002	0.559	0.132	0.081	-0.005	-0.446	-0.619	0.027
YMR121C	0.076	-0.087	0.005	5.412	2.443	1.002	-0.171	-0.130	0.292	1.555	2.802	1.436	-0.412	0.190	2.710	1.025	1.055	1.030	0.026	0.096	0.519	0.018	0.631	0.141	-0.157	0.016	-0.009	-0.552	-0.554	-0.001	-0.008	-0.582	0.006
YMR122C	-0.141	-0.951	1.210	-0.005	0.085	-0.792	0.020	0.673	-0.148	-0.007	0.243	1.399	-1.184	0.017	0.059	0.145	0.570	-0.037	-0.342	0.489	0.371	0.829	0.455	0.008	-0.220	-0.042	0.016	1.775	0.457	-0.343	-0.797	0.007	0.977
YMR123W	-0.128	2.762	0.188	-2.279	-2.450	-0.338	0.274	-0.018	-1.455	-6.214	-5.191	-1.169	-4.029	0.205	-4.735	-1.246	-0.275	-0.955	-1.690	-0.281	-1.834	-1.172	0.390	0.013	-0.025	-0.506	0.005	-0.718	-0.688	0.799	-0.975	0.022	-1.115
YMR124W	-0.021	0.117	-0.147	-0.093	-0.044	-0.016	0.631	0.289	1.055	-0.004	0.312	0.847	1.712	1.560	0.124	0.295	0.362	0.043	0.251	0.148	-0.688	-0.064	-0.378	-1.409	-0.117	-0.084	-0.037	0.020	0.065	0.519	-0.260	0.001	-0.013
YMR125W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.013	-0.115	-0.284	0.599	-2.617	-1.218	-0.003	0.524	-0.209	-0.177	-0.099	-0.731	-0.127	-0.057	-1.344	-0.650	-0.665
YMR126C	-0.032	-0.126	0.156	2.467	2.158	0.095	0.426	-0.117	-0.257	-1.902	-0.084	-0.925	-0.083	0.076	-2.564	-0.960	-0.241	-0.011	-0.557	-0.043	-0.031	1.279	0.215	-0.003	-1.018	0.041	2.028	0.026	-0.638	2.158	-0.183	0.225	0.007
YMR127C	2.241	-0.234	-1.402	2.379	2.250	1.644	1.227	0.179	1.512	-2.074	2.115	1.041	3.057	0.274	1.298	1.160	0.007	0.093	-0.338	0.070	-0.126	-0.400	0.002	-1.158	-1.318	-0.263	-0.137	0.127	0.120	0.019	-1.732	1.088	0.153
YMR128W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.693	-0.059	-0.084	0.271	-0.096	0.041	-0.075	-0.123	0.008	1.056	0.933	0.071	1.021	0.261	0.043	-0.076	0.048
YMR129W	-0.426	-0.012	-0.140	-0.123	-0.194	0.138	0.333	1.460	0.300	-0.541	0.111	0.156	-0.279	0.001	-1.050	0.160	0.020	-0.003	1.072	-0.633	0.010	0.068	0.423	-0.855	-1.057	-0.827	-0.336	-0.753	0.002	0.145	-0.073	-0.714	0.026
YMR130W	-1.211	-0.025	-0.018	-0.041	-0.101	0.110	0.202	0.859	0.122	-0.032	-0.094	0.470	0.022	-0.044	-0.166	0.036	-0.323	-0.154	0.366	0.018	0.019	-0.025	0.211	-0.246	-2.091	-2.485	-0.026	0.014	-0.425	-0.041	-0.174	-2.283	-0.013
YMR131C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.059	1.335	-0.714	0.204	0.096	0.823	-0.098	-0.214	0.005	-0.246	1.567	0.030	-0.068	-0.040	-1.245	0.118	0.013
YMR132C	0.122	-0.025	-0.017	0.000	0.718	-0.114	0.134	0.055	0.064	0.060	-0.040	0.414	2.536	0.070	0.151	-0.015	-0.118	-0.432	-1.048	0.192	-2.208	-0.002	-0.059	-1.714	-1.568	-0.031	-0.424	-0.006	-0.206	-0.535	-1.110	0.452	-0.847
YMR133W	-0.675	-0.685	-0.102	0.002	0.033	-0.024	-0.581	-0.870	-0.104	0.009	0.817	0.012	-0.215	-0.012	-0.027	0.002	-1.079	0.028	-0.517	-0.016	-0.048	0.048	0.003	-0.033	-0.065	-0.050	-1.025	0.002	-0.116	-0.090	-1.913	0.944	0.290
YMR134W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.005	2.735	0.261	-1.256	1.665	0.751	0.329	0.359	0.724	-0.014	1.066	1.316	2.000	0.118	0.328	0.418	1.812
YMR135C	-0.053	-0.115	-1.765	2.217	1.835	1.139	0.792	-0.155	-1.838	-0.541	0.439	2.270	0.140	-0.168	0.802	1.760	0.002	-2.062	0.274	0.003	0.003	0.155	0.075	-1.730	-0.205	-1.500	0.009	-0.131	-0.281	0.922	-1.163	-0.271	-1.016
