orf	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012
YAL001C	0.04452858589594341	-0.09395536031698928	-0.12406540562041739	-0.40557886070253935	0.04404421925490537	-1.3232139899184883	-0.7468090802011917	-1.9280569665508	-1.6784806128282157	-1.0133748281624044	-1.0873952023135927	0.21025993485228553	1.634012050667187	-1.4336656829709207	-2.076019120582759	0.08345203399968322	0.625490566229433	-0.1967388433513226	0.12051014506008818	1.061583680163426	0.022363354340705015	0.16035128198248103	-0.3651192164832902	-0.013817718013923811	0.40910140527234146	-1.2696555960531288	0.04897446741336634	-1.9852881176000625	0.814609806139885	-0.07233226342247495	0.19847148534765927	-0.06972475762585453	-0.1283978693354647
YAL002W	2.0751313649802148	-0.05919270925776851	1.206443401998694	0.6909324422149655	-0.05034351587618536	-0.1390004997741512	0.4544890607973502	-0.14261095092858775	0.3326807093445749	0.026698614365932013	0.21978449301805458	-0.1771977118922916	-0.15837078668352955	-1.7257610117012006	-2.677402970581055	-0.40616282718431973	-1.1610238832736681	-1.807068784702222	-0.17754826616648403	0.43533496701688124	-0.021759702256476256	-0.17300772595682026	-1.590690947726263	-1.1891256346243313	1.0103522199933972	-0.4944090455607222	-0.9028221898539251	-1.9582016157706938	-0.05816905183771483	-0.06072203646515403	-1.042948033165075	-0.08318677199567923	-2.1034824395386287
YAL003W																	1.7270087625999142	0.622419662494033	0.053921384144017565	2.1382556488511235	-0.31276435612917247	0.1486991660951215	0.09345172609920276	0.2632308186458234	0.8512792388699496	-0.3917495657029479	0.11491551088142597	-1.816660383161071	-0.5476710300068449	-0.06770121045650672	0.15387442599092457	-0.01828509873566016	-0.19879471653022632
YAL004W	0.04822124298467427	-0.10848682672179444	-0.12623331183031664	-0.30427832843216707	0.21064614757942224	-0.5703299227948264	-0.5410059161227686	-0.46441477579265905	-0.0009010278449453198	-0.6415258226346024	0.0010048122362864612	0.017574586254554114	0.42894093617056916	-0.4389407054990707	-0.10247257940621869	0.08816761987681945	-0.4051039416858456	-0.5526702191521243	0.09376854404296779	0.20218932133952225	-4.114997532187483	0.02400835752410717	-1.8088143483482217	-2.0510386904227853	0.12097448039224237	-2.4257801215218073	-2.2403519515833623	-0.8936275210292912	0.7830296360692643	-0.10183676142047832	-0.20735856496300245	-0.03301866624011225	-1.591157131704433
YAL005C	0.07803311553587995	0.03259219811830209	-0.01652033412075736	0.28900859645267446	0.5136506432828782	0.02877484168004317	-0.06863685949050156	-0.09435760552273272	0.01150263461540724	0.031516387644815506	-0.11915794018840688	0.07780415852057604	1.2908831096683009	0.10547480870294593	0.07303104573087334	0.13823365386376446	-1.203255587512537	3.4303092177198655	2.417110079144006	3.373768386246867	2.145363121094243	0.8534612095504133	3.2471418783935566	3.187145214273915	1.4744315289367669	3.6856378995429186	3.117141948853915	0.5097271110528143	4.487048100276225	-0.6663744413534912	-0.5472848848548505	2.288941425659448	1.1162067777498677
YAL007C	0.09244950473505179	-0.021152520233396907	-0.06817928719841533	0.05355139702707725	0.5306773157668612	-0.07387611200263425	-0.4426874987720396	-0.2034055558830626	-0.08496143545299295	-0.1384356321538102	-0.6101930012593441	0.32420385596020374	1.1402237174029408	-0.31371110625376686	-0.41192688153299106	-0.009093047137174773	0.22668071672574366	0.03393943639301657	0.15497180599662666	-0.02520810371129554	-2.5206526256635367	0.095723924785544	-0.9008623277602313	-0.5694558142775863	0.2750805013169037	-1.1761050404551907	0.034779207506885394	-0.6171959576597424	-2.5878315023175724	-0.058689094205234445	-0.15413973419421922	-0.03357286114308262	-0.02838425336498891
YAL008W	-1.2804808195978303	0.016298609242028916	0.02650898240141303	-0.22156352162057102	-0.037500234244554606	-1.114204507768071	-0.8390547182114588	-0.9865067911737518	-0.6250953080634294	-0.9952719586932999	0.2881929099004061	-0.011181127318300033	0.20413992626353986	-0.23176723998644072	-0.6380661097916089	-0.22953054793960395	-0.10562562583944632	-0.5264862810198898	0.9691356293758135	0.4848969401127841	-0.6590333855042448	0.11664910591430895	-1.042330244144516	-0.07022533220955066	0.41268683787506383	-0.7999821945377888	-0.015740453485998528	-4.243073873880897	1.0341672168240954	-0.007174060436464642	0.25584950740081025	0.2820334205704024	0.06250019737766546
YAL009W	0.4941723840507155	-0.12131738509684321	-0.8804133570069769	-0.13902792253018853	-0.18010417427044154	-1.126999253978325	-1.9042736270969027	-0.38142719856586	-0.2567622399346483	-1.8277786943909817	0.02322920919127768	-0.10611155938750978	-0.20845315350623553	-1.3705151977628938	-1.532215407619687	-2.442013570827873	0.04794567015656155	0.015286001498116783	0.143235818507621	0.6078319282970247	0.11113213480721493	0.07678450287658746	0.04738793968909014	-0.2341810486837201	0.7340689294252447	-0.7095464375410461	-0.11734758770902323	-0.7936639030563511	0.9834306394115921	-0.03371116266934054	-0.17821335945131536	-0.8606955187702953	-1.8248581130114927
YAL010C	0.25009932908921806	0.35962682065443335	-0.031262657545810604	0.6786983191540931	0.4805847675971225	0.46497603404872145	0.8253366531655697	-0.11709411041671014	0.30177242503689117	1.6226415422159355	0.008602465774226749	-0.2530603731214456	-0.05811644962601907	1.7195056337844827	0.2935788630920689	0.24674460418820174	0.26877034428793634	0.1830804142458901	0.20998429331940088	1.584326920670221	-0.007384707464252288	0.08163993583771141	0.06299714556574511	0.16602947472477197	0.31310741404964404	-0.4540069450001744	-0.058595412110590356	-0.7900195105311997	-1.2527870970990114	0.04235947054534961	-0.12915505145514455	-0.16468276274190533	0.07035287410590897
YAL011W	2.281529883446749	-0.002509824166915532	1.0813799673062732	0.4991774797791996	0.024236257394733784	-1.1700107744153758	-1.4823262019330783	-0.07738075547896957	0.027779592590496	-1.754008066581317	0.9280111987749977	1.516774009724784	-0.028880613186276896	-0.9311904985791692	-1.82986478221883	-0.011071555668484372	0.11936734386699342	0.9212634239812775	3.39845585967678	0.4739740678628236	-0.4305600931154053	-0.2033626764374741	-0.009835193804559845	-0.31258313205300997	4.087541668642182	-0.2439425492840872	0.05051425952998114	-3.470982603989657	1.0439883276680186	-0.4270179000129518	0.7331317528073766	0.024865436041491357	-4.7770341616971805
