orf	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YER182W	-0.06491609611356104	-1.2118204697647867			0.0	0.0
YER183C	0.3585221119668724	-0.14934965798730923			0.0	0.0
YER184C	-0.31767466211120204	-0.7086094188446167			0.0	0.0
YER185W	-0.2019782311430597	-0.2548270892033698			0.0	0.0
YER186C	-0.4258843121749112	-1.116298862620715			0.0	0.0
YER187W	-0.47370437468222437	-0.45877057978529545			0.0	0.0
YER188W	0.07423583754949406	0.17890677768819385				
YFL001W					0.0	0.0
YFL003C	-0.2953551075348361	-0.5133329376541739			0.0	0.0
YFL004W	0.4848251839768533	-1.3264253035746787			0.0	0.0
YFL007W	0.7179997032995745	0.4636732705751537			0.0	0.0
YFL010C	0.23425029610840864	0.026444378147648214			0.0	0.0
YFL010W-A	0.3832374911801427	0.4338859584585648			0.0	0.0
YFL011W	0.3431001184783693	0.2565596138073969				
YFL012W					0.0	0.0
YFL012W-A	-0.4894828489593397	-0.33668765249396143				
YFL013C	-0.23892538074548686	0.20424610835057813			0.0	0.0
YFL014W	-0.7761879668429046	-1.2596829802298302			0.0	0.0
YFL015C	0.2669500984299709	0.08784595953300182				
YFL016C	-2.2182883812335814	1.0317431838585476			-2.287217260963698	0.0
YFL018C	-0.5390417662732351	-0.6429557359471474			-2.162725144779994	0.0
YFL019C	-0.31850333996535857	0.7019190306003794				
YFL020C	0.12211438032579422	0.02986172975270782			0.0	0.0
YFL021W	-0.8706914593954107	-0.706969301021818			0.0	0.0
YFL023W	-0.18703960196295524	-0.3331550330768264			0.0	0.0
YFL025C	0.8713424341497995	0.8504638312991458				
YFL027C	0.5459557289839253	-0.8016139687328452			0.0	0.0
YFL028C	-1.6488834217615416	-1.2482541389933324			0.0	0.0
YFL030W	0.38116579654475147	0.5218639276790338				
YFL031W	0.23712827189919547	0.8197408157668858			0.0	0.0
YFL032W	0.4774529373013618	0.5663550429869695				
YFL033C	-1.097003879069974	-1.8389075028307975			0.0	0.0
YFL034C-A	0.11236963890794086	0.062252964345612304			0.0	0.0
YFL034W	0.772566771308635	0.9876174599810471			0.0	0.0
YFL036W	-2.2299533285049287	0.31438035917448587			-4.630538709605447	0.0
YFL040W	0.3532993262419144	0.3109599940318557			0.0	0.0
YFL041W	-0.7779523290008535	-0.9894063293667046				
YFL042C	0.34892979252669787	0.5849640141776163			0.0	0.0
YFL044C	0.3036707303096516	0.552470168630433			0.0	0.0
YFL046W	0.526445715841021	0.6588254433408092			0.0	0.0
YFL047W	0.5366051072512134	0.37139498324143955			0.0	0.0
YFL048C	-0.6699865541014306	-1.0932679017374098			0.0	0.0
YFL049W	0.18761974715751234	-0.8367819521817392			0.0	0.0
YFL050C	0.14411789259742175	-0.3040028240032413			0.0	0.0
YFL051C	-0.2161197555929554	-0.24356022561129168			0.0	0.0
YFL052W	-0.19485073061458402	-0.32517367882109416			0.0	0.0
YFL053W	0.6049959154399719	0.2936419469980141			0.0	0.0
YFL054C	0.17353720068102055	0.07192996085388158			0.0	0.0
YFL055W	-0.593336963244558	-0.18856037742560144			0.0	0.0
YFL063W	-1.0578843119007832	-1.2351753859369314				
YFR001W					0.0	0.0
YFR006W	0.6282387117097074	0.07178983135684869			0.0	0.0
YFR007W	-1.150594202160847	-0.9996598909506687			0.0	0.0
YFR008W	-1.1392838692865486	-1.7898245096496612			0.0	0.0
YFR009W	0.19031979361925355	-0.36766832548850764			0.0	0.0
YFR010W	0.14820342372973846	-0.04443628566602556			0.0	0.0
YFR011C	-0.6078643330436638	-0.19497597289808957			0.0	0.0
YFR012W	1.3425378695549113	1.6699200351843637				
YFR013W					0.0	0.0
YFR014C	-0.21509330244612895	-0.04256186529711277				
YFR015C	0.8200228874610822	0.4980087642701696			0.0	0.0
YFR016C	-0.17931387938926838	-0.1694067846575078			0.0	0.0
YFR017C	-0.6009207342972367	-0.8517607406764031			0.0	0.0
YFR018C					0.0	0.0
YFR019W					0.0	0.0
YFR020W	0.434650979577552	0.2372985884249114				
YFR021W	0.35620903068927934	0.36275592441092397			0.0	0.0
YFR022W	0.6318284048166768	0.5007616308409121			0.0	0.0
YFR023W	0.44874161375081867	0.28495316479758365			0.0	0.0
YFR024C-A	-0.31202820550134874	-0.9491944374090201			0.0	0.0
YFR025C	-0.6706080624920482	-1.0655056868682637			0.0	0.0
YFR026C	-0.5272642133775616	-0.8842820847539181			0.0	0.0
YFR030W	-0.00025807105163357883	-0.10208073908523448			0.0	0.0
YFR031C-A	0.496720319541022	0.6542674677652778			0.0	0.0
YFR032C	-0.27366328265429896	-0.6308367946069823			0.0	0.0
YFR032C-A	1.0233475843795767	0.5882935965009323			0.0	0.0
YFR033C	-1.1882268773845168	-1.2155497225084035			0.0	0.0
YFR034C	1.2554520392059398	1.0608464229466104			0.0	0.0
YFR035C	-0.6977553499124489	0.09308499459948874			0.0	0.0
YFR036W	0.027212724239759387	-0.3809632998655992			-1.7154236344648826	-3.35851550061791
YFR038W	-0.5389901294399806	-0.8062028330684754			0.0	0.0
YFR039C	-0.48938579659804216	-0.5654641240879714			0.0	0.0
YFR040W	-0.45743317303236725	0.3322536505057104			0.0	0.0
YFR041C	-0.4604349527968606	-1.0050239878263354				
YFR043C	-0.7265170660352044	-1.5122400301778323			0.0	0.0
YFR044C	-0.6924311569125455	-2.787086964044165			0.0	0.0
YFR045W	-1.2338663724152392	-0.9651247503916006			0.0	0.0
YFR046C	-0.14052100539933784	0.37226514221495016			0.0	0.0
YFR047C	-0.13877026789980193	-0.3263836141556898			0.0	0.0
YFR048W	0.0798910039866433	-0.13278228316230392			0.0	0.0
YFR049W	-0.009408988887060205	0.36695679578433943			0.0	0.0
YFR053C	0.11947903543825139	0.19881345349518023			0.0	0.0
YFR054C	0.1739932223530151	-0.2297198009339217				
YFR055W	-0.4141210682812238	-0.5915749203684292			0.0	0.0
YFR056C	-0.08126755260064504	0.008284800747216752				
YFR057W	-0.37342066745782004	-0.626256970884064			0.0	0.0
YGL002W	0.008341639142064346	0.031683413214135085				
YGL003C	0.1813268969361961	0.9541897944791742			0.0	0.0
YGL004C	0.2974892414516191	0.48555682702845326			0.0	0.0
YGL005C	2.4462907336328352	0.6248553410762285			0.0	0.0
YGL006W	0.6267642623746091	0.5286828098169074			0.0	0.0
YGL007W	-0.8280008630348848	0.030471971110754163				
YGL009C	-0.15087381718855203	-0.24721903691419556			0.0	0.0
YGL010W	0.39107633574648826	0.6828433377784858				
YGL012W	0.8644119001443163	-0.33337803485705075			0.0	0.0
YGL013C	-0.5348007025106337	-0.5973865275733299				
YGL014W	0.042779052009166534	0.6056139036879519			0.0	0.0
YGL015C	0.2089886862975786	0.4558825225707619				
YGL016W	-0.10322875999683516	-1.2065844482358705			0.0	0.0
YGL017W	-0.14410926760610857	-0.17513062258066486			0.0	0.0
YGL019W	0.27471988650847007	0.06270401558149176			0.0	0.0
YGL020C	0.3099716682277425	0.7777773050962905			0.0	0.0
YGL021W	-0.025713163454537693	0.29837018744628435				
YGL023C						
YGL025C	-3.31873773224426	-1.2515162934135062			-3.5645162614358026	0.0
YGL026C	-4.9813193369348685	0.23700476851177796			-1.4743433737980103	0.0
YGL027C	-0.5816042037464065	0.4647566373317842			0.0	0.0
YGL028C	1.7026456791055267	0.4818833247298927			0.0	0.0
YGL031C	0.33663058318904976	0.40133372562095104			0.0	0.0
YGL032C	0.8869827954512222	0.7942236863878364			0.0	0.0
YGL033W	-0.1867627476597434	-0.52707843589807			0.0	0.0
YGL034C	0.7488449345376229	0.28208503041476574				
YGL035C	-0.18780883524581699	0.2878002044174073			0.0	0.0
YGL036W						
YGL037C	-0.5454204705064684	0.006126354462274991			-1.3879018117427124	0.0
YGL038C						
YGL039W	-0.3421312350276788	-0.8481949723459915			0.0	0.0
YGL041C						
YGL042C	-0.24151754977486264	-0.9308020642312598				
YGL043W	0.269981740459479	-0.956503019402116			0.0	0.0
YGL045W	-0.5324135565944992	-0.6766911589734178				
YGL049C	0.012376155571647693	0.23444928865190978				
YGL050W	-0.013123730228778373	-0.15167053394730629				
YGL051W	0.3711781131583935	0.16361759482375823				
YGL053W	0.4679405616331537	0.07645704766931438				
YGL054C	0.5884161370516301	0.25104408666880756				
YGL056C	0.5174061593688782	0.9380899700082475			0.0	0.0
YGL057C	0.094022698774305	-0.41989594512456435			0.0	0.0
YGL058W						
YGL059W	0.6041187114051666	0.4166598243206265			0.0	0.0
YGL060W	0.5527369516643355	-0.2698956057791983				
YGL062W	0.043813032935298764	0.5264053287979269			0.0	0.0
YGL063W	-0.4542509754167436	-0.45210764821670035				
YGL064C	-3.003740606781399	1.070429472421116			-4.431353469778208	0.0
YGL066W	0.21764812102130582	-2.5114688178371516			0.0	0.0
YGL067W	0.6503243452101253	0.09696492422163534			0.0	0.0
YGL070C					0.0	0.0
YGL071W	0.1127556708963073	0.23064695762220608			0.0	-5.005151762470249
YGL072C	0.4372664162884184	2.0947384265117486				
YGL076C					0.0	0.0
YGL077C	-0.24090201383724819	1.3382952932277623			0.0	0.0
YGL078C						
YGL079W	0.22115133798583683	-0.0103855712714313			0.0	0.0
YGL080W	-0.05745799542615234	-0.15653875321573096			0.0	0.0
YGL081W	-0.8555923516473788	-0.8750192236462886				
YGL082W	-0.3770252916972967	-0.5985173575466973			0.0	0.0
YGL083W	0.7045803479586166	0.06913791829472128			0.0	0.0
YGL084C	-0.18002272246244322	-0.7538192628631402				
YGL085W	-0.01268450608085458	-0.09763501778420783			0.0	0.0
YGL086W	0.03922544247242325	0.4122713602334413			0.0	0.0
YGL087C	-0.147880996103563	-1.7544832477904577			-2.303272331743983	-4.035434584160123
YGL088W						
YGL089C	0.4388484942036737	0.6654401583082746			0.0	0.0
YGL090W	0.6297256036552286	0.48221858078462193				
YGL094C	-0.0718646719041573	0.8629474106853535			-1.8370491924148307	0.0
YGL095C					0.0	0.0
YGL096W	0.14615412579310819	-0.027699851383309625			0.0	0.0
YGL101W	0.5875638182376702	0.2821407808598218			0.0	0.0
YGL104C						
YGL105W					0.0	0.0
YGL107C					-3.3240225256027243	0.0
YGL108C	0.12195698130394617	0.35941240447634404				
YGL109W	-0.42718643135565415	-0.2743299509758959				
YGL110C	0.943945065966666	0.7431517584101045				
YGL114W	0.038221323811305656	0.3327312962106504				
YGL115W					0.0	0.0
YGL117W	-1.2865421636400387	-0.5294056402869654				
YGL118C						
YGL121C	0.1830862820499759	0.4027011182936105				
YGL124C	0.4822371210089171	0.6963289184069177			0.0	0.0
YGL125W	0.20965187743311228	0.2610610855534796				
YGL126W	-1.364370691834469	-0.02380786761088061			0.0	0.0
YGL127C	-0.2845014184630533	-1.1243676094659947			0.0	-3.1348637096366256
YGL129C	-1.4160635168358695	-0.3642743287996202			-2.3817308317527024	0.0
YGL131C	0.03190980967435529	1.322609830172793				
YGL132W	-0.42623892657196016	0.06293153766807202				
YGL133W	0.4550686811507974	0.3553810445912748			0.0	0.0
YGL135W						
YGL136C	-1.05279528423787	-0.7900969815224073			0.0	0.0
YGL138C	-1.458542588819208	-0.7803926371606849				
YGL139W	0.5710275889858081	0.8642432318407113			0.0	0.0
YGL140C	0.4682142990624546	0.7003519910636677			0.0	0.0
YGL141W	0.28138539291194825	0.5331548995716767			0.0	0.0
YGL143C	-2.443922678640104	0.9639310546761365			-2.4637253537647226	0.0
YGL144C	1.04649083976593	0.5692857082743772			0.0	0.0
YGL146C	0.46754861940483644	0.04938493290383545				
YGL147C	1.4439015953640117	1.3361481477087103			0.0	0.0
YGL148W	-2.257818554546724	0.10584732621097678			-1.5560528767870054	0.0
YGL149W	0.6618275385459766	0.38722283594661977				
YGL151W	0.1671678284056043	-0.5380590134209412			0.0	0.0
YGL152C	-0.38309168640891844	0.2271731021876977				
YGL153W	-1.4527629962778312	-0.19929880967083108			0.0	0.0
YGL154C	-0.7618665222462956	-1.028936408449041			0.0	0.0
YGL156W	0.02675483617620142	0.09817711970940889			0.0	0.0
YGL157W	-0.6513960498687691	-1.011578432042389			0.0	0.0
YGL158W	-0.7290951749148025	-0.8199566185406905			0.0	0.0
YGL159W	0.19640485224650955	0.22119876395398458			0.0	0.0
YGL160W	-0.4479817661552306	-0.5254722203729406			0.0	0.0
YGL161C	0.27341714519720595	0.12913519117217562			0.0	0.0
YGL162W	-0.45054494390232136	0.3712239649843081				
YGL163C					-1.8489071414265652	-10.137093296739614
YGL164C	-0.30017972972626544	-0.6588054367997145			0.0	0.0
YGL165C	0.3405580931689973	0.1120250782307054				
YGL166W	-0.3636917903682557	-0.5013367979700107			0.0	0.0
YGL167C	-0.9748858790756919	-1.0977053358101174			0.0	0.0
YGL168W	-0.5024828883290504	-1.125128527702571				
YGL170C	0.04127785106165926	-0.48408580214711494			0.0	0.0
YGL175C					0.0	0.0
YGL176C	-0.2595054583847494	0.07605323363485404				
YGL177W	0.16425252478354918	0.04068484993751524				
YGL179C	0.860032101275501	0.4970105299499086				
YGL180W	0.029444306419083265	-0.13966098402095392			0.0	0.0
YGL181W	-0.5419477379374732	0.2461885242581794			0.0	0.0
YGL194C	-0.41896186586620277	0.8833641277261639			-1.6671565909339265	0.0
YGL195W						
YGL196W	0.8979322926232604	1.2755459071639583			0.0	0.0
YGL197W					0.0	0.0
YGL198W	0.4685378069334467	0.5530502746127735			0.0	0.0
YGL199C	-0.4642162621043406	0.025440116752245973				
YGL200C					0.0	0.0
YGL202W	0.20360103598451892	-0.38991953352542036				
YGL203C	0.5463725564330881	1.1896148833383189			0.0	0.0
YGL205W	0.14309511002067002	0.10061883852598698			0.0	0.0
YGL206C						
YGL208W	0.249130413913	1.0959315341123128				
YGL209W	-0.27492371909012564	0.2459082652641136			0.0	0.0
YGL210W	0.07194079805701402	0.1741747703179603				
YGL211W					0.0	0.0
YGL212W	0.025116144383522516	-0.03773719164658328			0.0	0.0
YGL213C	-0.10846149981013134	0.8552101529728398			0.0	0.0
YGL214W	-0.3813130152489834	0.8075736578255912				
YGL215W	0.6455152762817244	1.3906931777365579			0.0	0.0
YGL216W	-0.7697849995193469	-0.607403526458002			0.0	0.0
YGL217C	0.35219815521949915	0.3089846201543278				
YGL218W						
YGL219C	-2.628191517696125	-0.40483503773110163			0.0	0.0
YGL220W	0.39685032911317497	0.6767710595737281			-1.460160764548846	0.0
YGL221C	-0.2944436863213682	0.024096832380151343			0.0	0.0
YGL222C	-0.15491486598860735	-0.0531928724617945			0.0	0.0
YGL223C					0.0	0.0
YGL224C	0.33325179232874635	0.37263806748931183			0.0	0.0
YGL226C-A	-0.4145851776499932	0.21766614453684957				
YGL226W	1.012261218492888	0.3239995710998389			0.0	0.0
YGL227W	-0.35917014574062084	1.2561161236775191			-2.216614654123944	0.0
YGL228W	0.5052248437649858	-0.6728153729654307				
YGL229C						
YGL230C	0.510525395805086	0.2702810037507282			0.0	0.0
YGL231C	0.5387265723282957	0.14942081932866488			0.0	-2.325238320460184
YGL232W	-1.5978065059760682	-0.44220365699092573			-1.6920060297613007	0.0
YGL234W	-0.2416146643492124	0.1876588441776069				
YGL235W	0.28285362094183514	0.6209904791419348			0.0	0.0
YGL236C	-0.17465414044985642	0.7616624129375107			0.0	0.0
YGL237C	-1.8439213401384709	-0.7217680306466385			0.0	0.0
YGL240W					-1.7759618847236365	0.0
YGL241W	1.1283258885164924	0.214095855900082			0.0	0.0
YGL242C	0.6213268416198584	0.7698441674416879			0.0	0.0
YGL243W	0.14734052869691938	0.43466420453617205			0.0	0.0
YGL244W					0.0	0.0
YGL246C						
YGL248W	0.09365813028891784	0.06133888306201028			0.0	0.0
YGL249W	0.8615998701887702	0.3112907297802289			0.0	0.0
YGL250W	-0.2110669981394246	1.60654534007466				
YGL251C					0.0	0.0
YGL252C	-0.32452867406258523	-0.9177918691545898			-1.8246077363695912	0.0
YGL253W	0.6769826380409112	0.5237888248022541			0.0	0.0
YGL254W	0.2877087275288003	1.0696986895602458			0.0	0.0
YGL255W	0.5822259383663017	0.49018863427446446			0.0	0.0
YGL256W	0.0649038797324161	0.48024320690709404			0.0	0.0
YGL257C	-0.18348329237975022	-0.4350178766538316			0.0	0.0
YGL258W	-0.2955803187834883	-0.4732822699565165			0.0	0.0
YGL259W	-0.49528670459104107	-0.501951559634413			0.0	0.0
YGL260W	-0.3446969012968541	0.11955063492888451				
YGL261C	-0.5167900239236732	-0.8217089906379941			0.0	0.0
YGL262W	-0.7833642424042375	-0.12817488557061463			0.0	0.0
YGL263W	-0.16839942060818075	0.8678896123011365			0.0	0.0
YGR001C	-0.5513848358126235	-0.5767897516626762				
YGR003W	-0.21393147369790275	-0.0919401851601678				
YGR004W						
YGR006W					0.0	0.0
YGR007W	-0.11731192860384806	0.07123006675310987			0.0	0.0
YGR008C	-0.04136347884429856	-0.4045879276503125				
YGR010W					0.0	0.0
YGR011W	0.20273751882117869	0.6144058995501754				
YGR012W	0.6273801715905363	-0.08157361591730615			0.0	0.0
YGR014W						
YGR015C	0.41735201830677404	0.2843858663499183				
YGR016W						
YGR017W	0.25909570060059695	0.29342873921489415			0.0	0.0
YGR018C	0.29385040003347984	0.15387482785801065				
YGR019W					0.0	0.0
YGR020C					0.0	0.0
YGR021W						
YGR022C	0.0314936043557136	-0.011267784395224231				
YGR023W	-1.1174906371310658	-1.4972175453883945			0.0	0.0
YGR025W	-0.07293473640051557	-0.2057493395776064				
YGR026W	0.5522890176891156	0.22684613336128773			0.0	0.0
YGR027C	0.4938834043646304	0.0629526324310662			0.0	0.0
YGR028W	0.5148056537905192	0.4161573169307291			0.0	0.0
YGR031W	0.11059812224899888	0.064573162259656			0.0	0.0
YGR032W	-0.08717094911572855	-0.8877114905092602				
YGR033C	0.5475110552867717	0.35007345154505676			0.0	0.0
YGR034W	0.508845643398012	0.8964353469386385			0.0	0.0
YGR035C	0.26454120905212253	-0.18523079510228552			0.0	0.0
YGR036C					0.0	0.0
YGR037C					0.0	0.0
YGR038W	-1.1831005218903352	-0.18506271504428534			0.0	0.0
YGR039W	0.2909979315940597	0.19178739064932798				
YGR040W	0.16549865221738963	-0.2187790774454216			0.0	0.0
YGR041W	-0.026576058487356835	-0.5312514320489574				
YGR042W	0.2955457057035823	-0.17578214940342843			0.0	0.0
YGR043C	0.2624614267199564	0.15935494593014551				
YGR044C	0.2413749348364871	0.2560465590360024				
YGR045C	0.31689971371114123	0.21777613865817644			0.0	0.0
YGR049W	-0.14223435285455338	-0.022551222443940696			0.0	0.0
YGR050C	0.07289390201539823	0.2190621658164297				
YGR051C	1.1433876684332562	1.3957031839476792				
YGR052W	0.19199519111267965	-0.44434251528165863				
YGR053C	0.17166769846499932	0.21451398423800264				
YGR054W	0.4130163907049596	0.7134684133397012			0.0	0.0
YGR055W	-0.018142457142802926	0.44187032625186773			0.0	0.0
YGR056W					0.0	0.0
YGR057C	0.8098697173561014	1.5286679954064475			0.0	0.0
YGR058W	0.4043289601077812	-0.5597707982327167			0.0	0.0
YGR059W	0.6450175718648136	0.8960586547423135				
YGR061C	0.47818705131630523	0.511086763942178			0.0	0.0
YGR062C	-4.157711846525625	0.9784789072982046				
YGR063C	-1.3067862907978867	1.8134322281402293			-2.5797291605966794	0.0
YGR064W	-2.3896791185020354	1.8874899139377075				
YGR066C	0.5691114269807015	0.2130991283486063				
YGR067C	-0.07952869779406285	-0.16682493634389683				
YGR068C	0.29943837637434617	0.5503682261749401				
YGR069W	0.38801980849613465	0.7918731270827688				
YGR070W					0.0	0.0
YGR071C	0.24301424875968708	0.08017575303143393			0.0	0.0
YGR072W	0.37939459095107003	1.514496834980704			0.0	0.0
YGR076C	-1.4402084023612558	1.289649262994363			-3.434327959526448	0.0
YGR077C	-0.29123287070177223	0.3765684738657659			-1.370751923591579	0.0
YGR078C	0.20587927795292826	0.21834419049023443			0.0	0.0
YGR079W	0.11942366582187006	-0.11020146945360697			0.0	0.0
YGR080W	0.17575260746679489	-0.2891671785431809			0.0	0.0
YGR081C	1.3653949449015408	1.2453577945504797			0.0	0.0
YGR084C	0.28012122369299475	0.1688920389566997			0.0	0.0
YGR085C					0.0	0.0
YGR086C	-0.29860636163830606	-0.02000478319678428			0.0	0.0
YGR087C	0.04117582165619254	0.2670648057785061			0.0	0.0
YGR088W	-0.1826987546860685	0.07815366932156177			0.0	0.0
YGR089W	-0.38029645397744316	0.7305702390528523			0.0	0.0
YGR092W	-3.2911773501578225	-3.8067249349003682			-1.439752889749546	0.0
YGR093W	0.06426370742616455	-0.3453048631770902				
YGR096W	0.3854049939157894	0.2702086788490338				
YGR097W	-0.01880627040885773	-2.098749779855723				
YGR100W	0.18633131484823448	-0.4196691764223767			0.0	0.0
YGR101W					0.0	0.0
YGR102C	-3.3911786101256305	0.6176755878142757			-4.873812842213899	0.0
YGR104C					0.0	0.0
YGR105W					0.0	0.0
YGR106C	0.1089432550627704	-1.2016874496836465			0.0	0.0
YGR107W	0.3675212299551412	0.28779342395787344				
YGR108W	0.49069809609640114	0.5394773013947941				
YGR109C	0.12021439371423714	0.299776002722969			0.0	0.0
YGR110W	0.01719144580525993	0.08532362858641018				
YGR111W	0.1055072281945223	0.44258227450292176			0.0	0.0
YGR112W					-3.47507593136936	0.0
YGR117C						
YGR118W	1.6021964851624995	2.1751772781149703			0.0	0.0
YGR121C	0.6506291891654831	0.38702770938892345				
YGR122C-A	-0.07340320068293288	-0.19014617623369007				
YGR122W	-0.041494126253737655	-0.6189845513418152			0.0	0.0
YGR123C	0.024588577701597066	0.6043030148447411				
YGR124W	0.14941844463752207	0.9408322891974927				
YGR125W	0.3639981048139337	0.5565007751311095			0.0	0.0
YGR126W	0.33721165309579315	0.5647503342306252				
YGR127W	0.05519117803640135	0.742842870809118			0.0	0.0
YGR129W	0.00475319029613727	0.7438524058952687			0.0	0.0
YGR130C	-0.36275175115081537	0.07134006087443674			0.0	0.0
YGR131W	1.001815647042972	0.13580414981591193				
YGR132C	-0.857614275841079	0.6795435141386795			0.0	0.0
YGR133W	-1.999043364279152	0.743038750751207			0.0	0.0
YGR134W	-0.23501516599402697	0.07776492297495445				
YGR135W	-0.41082875356335874	-0.8613603646075472			-2.3563277014344415	0.0
YGR136W	-0.02841694269940574	0.21505340746313995				
YGR137W	1.903015256048613	0.6806057861323157				
YGR138C	-0.2722697102869487	0.262805170422464			0.0	0.0
YGR139W	0.2732852535267246	0.2233052267158335				
YGR141W	0.6678622046010204	0.8159663599597102			0.0	0.0
YGR142W	-0.016262378707922274	0.3893616942373527				
YGR143W	-0.3730193932716857	-0.40347367213358337			0.0	0.0
YGR144W	0.6961069302607096	1.5518044301047238			0.0	0.0
YGR146C	0.3766404191339898	0.839050057750501			0.0	0.0
YGR148C	0.2586962928060261	0.42608240291949795				
YGR149W	0.5006708483502518	0.6452042535217004				
YGR150C	-4.675741267562045	0.39022205921375874			-5.010408790382335	0.0
YGR151C	-1.1107778488079811	-0.2475266437617145				
YGR152C	0.1796844723603904	0.1551646219382272				
YGR153W	0.37489223236959046	-0.06297330864717456			0.0	0.0
YGR154C	-0.14132473581959673	-0.361122921885166			0.0	0.0
YGR155W					0.0	-3.287978579722699
YGR157W	-0.1597768782243571	-0.018543217475043616			0.0	0.0
YGR159C					0.0	0.0
YGR160W						
YGR161C	0.5377373847996854	0.7281443413085199			0.0	0.0
YGR162W	0.20945777271051708	0.8159512922718574			0.0	0.0
YGR163W	0.69750050262806	0.6726500469459336			0.0	0.0
YGR164W	-1.2453135740041883	-0.7473710458464503				
YGR165W					0.0	0.0
YGR166W	-0.8246040303894685	-0.7142711025553801			0.0	0.0
YGR167W	-1.7956564543085436	-1.6321336224241259				
YGR168C	0.8079659979614175	0.7851981413638913			0.0	0.0
YGR169C	-0.009242257907395085	-0.6755207763194362			0.0	0.0
YGR170W	0.5185695434434072	0.9391974450654426			0.0	0.0
YGR171C	-3.1716722983523224	0.9908494790255149			-4.766604244223277	0.0
YGR173W	-0.1846742803855022	0.09063046824823556			0.0	0.0
YGR174C	-2.173314565860477	-0.039955908682937025			-2.4612968257631582	0.0
YGR176W	0.43303468448363414	0.2880141655849199				
YGR177C	0.7888852548780988	0.7348871316227358			0.0	0.0
YGR178C	-0.20939328039840563	1.5451143766979933			0.0	0.0
YGR180C					0.0	0.0
YGR181W	-2.1983366554206687	0.18183066251606786			0.0	0.0
YGR182C	-3.28379888217712	0.0776112325588539				
YGR183C	-7.8910300056049865	-0.9066636282907593			-2.679418106352387	0.0
YGR184C					0.0	0.0
YGR187C	-0.43893847689996096	0.3866276622764264			0.0	0.0
YGR188C					0.0	0.0
YGR189C	-0.0344292120556885	-0.31119689156865454				
YGR192C	0.477116986819947	0.18609933848482174			0.0	0.0
YGR193C	-0.6344218407300254	-0.7068954693513383			0.0	0.0
YGR194C	0.679819553217303	0.653348338806245			0.0	0.0
YGR196C	0.7585563919725954	0.09094387615557792			0.0	0.0
YGR197C	-0.14629139040900196	-0.032000169496554834			0.0	0.0
YGR199W	0.591128626123794	0.4732171440612417			0.0	0.0
YGR200C					0.0	0.0
YGR201C	-0.07394258784475997	-0.23775570021968181			0.0	-2.697267674230005
YGR202C	0.21054525686146722	0.9105236350811902			0.0	0.0
YGR203W	0.05587427734861148	-0.5383121505768717			0.0	0.0
YGR204W					0.0	0.0
YGR205W	0.5121678203808918	0.3555754177645785				
YGR206W	0.3491534484490472	0.39319792756472555			0.0	0.0
YGR207C	-0.15385624869383802	0.15338738815596625			0.0	0.0
YGR208W	0.09689445325988047	-0.3447450985733514				
YGR209C	-0.34498308133657785	0.014553712278455987			0.0	0.0
YGR210C	0.5347947074347003	0.6529113758585081			0.0	-2.2223633570668255
YGR212W	-0.22213470011047906	0.0828909503825439				
YGR213C	0.7013701544695417	0.9961005682422841				
YGR214W	0.9597596238140075	1.3259096538125992			0.0	0.0
YGR215W	-1.7545709546925552	0.03560101205591422			-4.263448753305304	0.0
YGR217W	0.2854827445241666	0.13982044201312813			0.0	0.0
YGR219W	-2.4802053306329026	1.1318001650463712				
YGR220C	-2.947263598072443	-0.08329585263890367			-2.8845641527914783	0.0
YGR221C	-0.5468183977874667	-1.0811986837671597			0.0	0.0
YGR222W	-4.097614038183643	-0.15877894170727522			-2.973934181636435	0.0
YGR223C	-0.7043001629948263	-1.155188564969299			0.0	0.0
YGR224W	-0.7408117590194044	-0.8462843895262315			0.0	0.0
YGR225W						
YGR226C	0.11266048492657312	0.10435637849792281			0.0	0.0
YGR227W	-0.13101074497490162	-0.06186508020558667			0.0	0.0
YGR228W	0.11598950534518539	-0.5456568950208148				
YGR229C	0.01873184097559892	-1.9327490627792598			0.0	0.0
YGR230W	-0.9107815501775777	-0.6945806480690843				
YGR231C	-1.504704673487687	0.3099240904919621			-1.282898185478937	0.0
YGR232W	0.04786248049738949	-0.3267196235948116			0.0	0.0
YGR233C	-0.48984368466160005	-0.19725980494750006			0.0	0.0
YGR234W	-0.6835894379461246	-0.9625105065491057				
YGR235C	-1.0724732726214818	-1.0287103931312462			0.0	0.0
YGR236C	0.012339449870900535	0.11541455461323696			0.0	0.0
