orf	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YFR045W	-1.69261	-1.01116			-0.0	-0.0
YFR046C	0.0648112	0.764016			-0.0	-0.0
YFR047C	0.0676253	-0.163331			-0.0	-0.0
YFR048W	0.419097	0.0936445			-0.0	-0.0
YFR049W	0.275558	0.75697			-0.0	-0.0
YFR053C	0.48273	0.533786			-0.0	-0.0
YFR054C	0.570355	-0.0350249				
YFR055W	-0.374968	-0.515331			-0.0	-0.0
YFR056C	0.160054	0.280889				
YFR057W	-0.309547	-0.561366			-0.0	-0.0
YGL002W	0.30409	0.311947				
YGL003C	0.582143	1.53643			-0.0	-0.0
YGL004C	0.76886	0.914393			-0.0	-0.0
YGL005C	4.2228	1.09929			-0.0	-0.0
YGL006W	1.29813	0.971636			-0.0	-0.0
YGL007W	-1.04023	0.310339				
YGL009C	0.0481703	-0.0582524			-0.0	-0.0
YGL010W	0.91929	1.17626				
YGL012W	1.68012	-0.172615			-0.0	-0.0
YGL013C	-0.568946	-0.523045				
YGL014W	0.359444	1.07375			-0.0	-0.0
YGL015C	0.626606	0.875005				
YGL016W	0.124754	-1.33166			-0.0	-0.0
YGL017W	0.0590435	0.0374337			-0.0	-0.0
YGL019W	0.732261	0.353122			-0.0	-0.0
YGL020C	0.788924	1.30227			-0.0	-0.0
YGL021W	0.249351	0.665932				
YGL023C						
YGL025C	-5.04379	-1.3913			-1.3917004293041	-0.0
YGL026C	-7.71619	0.584479			-0.5756305079752545	-0.0
YGL027C	-0.644177	0.886784			-0.0	-0.0
YGL028C	3.02748	0.909517			-0.0	-0.0
YGL031C	0.831775	0.8026			-0.0	-0.0
YGL032C	1.7164	1.3241			-0.0	-0.0
YGL033W	-0.00951684	-0.429722			-0.0	-0.0
YGL034C	1.49436	0.644316				
YGL035C	-0.0111983	0.651902			-0.0	-0.0
YGL036W						
YGL037C	-0.586016	0.278024			-0.541880975023589	-0.0
YGL038C						
YGL039W	-0.259253	-0.855954			-0.0	-0.0
YGL041C						
YGL042C	-0.0975286	-0.965602				
YGL043W	0.724645	-0.999716			-0.0	-0.0
YGL045W	-0.56510895	-0.6283095000000001				
YGL049C	0.310575	0.581087				
YGL050W	0.269587	0.0685733				
YGL051W	0.887306	0.487069				
YGL053W	1.04284	0.371377				
YGL054C	1.23649	0.603114				
YGL056C	1.12235	1.51506			-0.0	-0.0
YGL057C	0.441812	-0.287454			-0.0	-0.0
YGL058W						
YGL059W	1.26173	0.822943			-0.0	-0.0
YGL060W	1.17914	-0.088352				
YGL062W	0.361106	0.968613			-0.0	-0.0
YGL063W	-0.439472	-0.33021				
YGL064C	-4.53747	1.69072			-1.7301412236521552	-0.0
YGL066W	0.640525	-3.06369			-0.0	-0.0
YGL067W	1.336	0.398598			-0.0	-0.0
YGL070C					-0.0	-0.0
YGL071W	0.471923	0.57604			-0.0	-1.1762447042124902
YGL072C	0.993535	3.05033				
YGL076C					-0.0	-0.0
YGL077C	-0.0965392	2.04627			-0.0	-0.0
YGL078C						
YGL079W	0.646156	0.256107			-0.0	-0.0
YGL080W	0.198325	0.0621115			-0.0	-0.0
YGL081W	-1.08458	-0.891559				
YGL082W	-0.315341	-0.524546			-0.0	-0.0
YGL083W	1.42321	0.361662			-0.0	-0.0
YGL084C	0.00131694	-0.730685				
YGL085W	0.270293	0.140297			-0.0	-0.0
YGL086W	0.353732	0.817118			-0.0	-0.0
YGL087C	0.0529809	-2.05891			-0.8992707166388916	-0.9483545722640796
YGL088W						
YGL089C	0.996078	1.15316			-0.0	-0.0
YGL090W	1.30289	0.909962				
YGL094C	0.175168	1.41532			-0.717242386406354	-0.0
YGL095C					-0.0	-0.0
YGL096W	0.525607	0.233125			-0.0	-0.0
YGL101W	1.23512	0.64439			-0.0	-0.0
YGL104C						
YGL105W					-0.0	-0.0
YGL107C					-1.2978040319093451	-0.0
YGL108C	0.486713	0.746956				
YGL109W	-0.395969	-0.0942379				
YGL110C	1.80796	1.25631				
YGL114W	0.352118	0.711541				
YGL115W					-0.0	-0.0
YGL117W	-1.77728	-0.432811				
YGL118C						
YGL121C	0.584971	0.804415				
YGL124C	1.06582	1.19416			-0.0	-0.0
YGL125W	0.627672	0.61641				
YGL126W	-1.90238	0.238291			-0.0	-0.0
YGL127C	-0.16662	-1.22253			-0.0	-0.7367142919694676
YGL129C	-1.98547	-0.213625			-0.9299034084647124	-0.0
YGL131C	0.341973	2.02545				
YGL132W	-0.394446	0.353424				
YGL133W	1.02215	0.741605			-0.0	-0.0
YGL135W						
YGL136C	-1.40156	-0.778838			-0.0	-0.0
YGL138C	-2.05375	-0.765957				
YGL139W	1.20854	1.41704			-0.0	-0.0
YGL140C	1.04328	1.1995			-0.0	-0.0
YGL141W	0.742975	0.977572			-0.0	-0.0
YGL143C	-3.63763	1.54936			-0.9619166756559101	-0.0
YGL144C	1.97279	1.02553			-0.0	-0.0
YGL146C	1.04221	0.335443				
YGL147C	2.61158	2.04342			-0.0	-0.0
YGL148W	-3.33849	0.410388			-0.6075324946819175	-0.0
YGL149W	1.35449	0.78387				
YGL151W	0.559384	-0.444297			-0.0	-0.0
YGL152C	-0.325092	0.571429				
YGL153W	-2.04446	0.00535421			-0.0	-0.0
YGL154C	-0.933927	-1.09586			-0.0	-0.0
YGL156W	0.333687	0.400207			-0.0	-0.0
YGL157W	-0.756359	-1.07282			-0.0	-0.0
YGL158W	-0.881251	-0.818472			-0.0	-0.0
YGL159W	0.606379	0.563499			-0.0	-0.0
YGL160W	-0.429395	-0.42759			-0.0	-0.0
YGL161C	0.730167	0.441299			-0.0	-0.0
YGL162W	-0.433515	0.762634				
YGL163C					-0.7218721065478605	-2.38228586709488
YGL164C	-0.191821	-0.604569			-0.0	-0.0
YGL165C	0.838088	0.418588				
YGL166W	-0.293909	-0.395554			-0.0	-0.0
YGL167C	-1.27633	-1.18714			-0.0	-0.0
YGL168W	-0.516999	-1.22354				
YGL170C	0.357031	-0.372656			-0.0	-0.0
YGL175C					-0.0	-0.0
YGL176C	-0.126442	0.370841				
YGL177W	0.554698	0.323895				
YGL179C	1.67308	0.929596				
YGL180W	0.33801	0.0845141			-0.0	-0.0
YGL181W	-0.580434	0.596669			-0.0	-0.0
YGL194C	-0.382749	1.44242			-0.650910915576894	-0.0
YGL195W						
YGL196W	1.734	1.96298			-0.0	-0.0
YGL197W					-0.0	-0.0
YGL198W	1.0438	1.00398			-0.0	-0.0
YGL199C	-0.45549	0.30366				
YGL200C					-0.0	-0.0
YGL202W	0.617946	-0.247665				
YGL203C	1.16891	1.84892			-0.0	-0.0
YGL205W	0.52069	0.403448			-0.0	-0.0
YGL206C						
YGL208W	0.691129	1.72457				
YGL209W	-0.151225	0.596297			-0.0	-0.0
YGL210W	0.406318	0.501082				
YGL211W					-0.0	-0.0
YGL212W	0.331053	0.219802			-0.0	-0.0
YGL213C	0.116343	1.40505			-0.0	-0.0
YGL214W	-0.322233	1.34182				
YGL215W	1.32827	2.11582			-0.0	-0.0
YGL216W	-0.946655	-0.536341			-0.0	-0.0
YGL217C	0.856798	0.680021				
YGL218W						
YGL219C	-3.93382	-0.267463			-0.0	-0.0
YGL220W	0.928571	1.1682			-0.5700931665990185	-0.0
YGL221C	-0.182601	0.301877			-0.0	-0.0
YGL222C	0.0416748	0.199287			-0.0	-0.0
YGL223C					-0.0	-0.0
YGL224C	0.826344	0.764511			-0.0	-0.0
YGL226C-A	-0.375714	0.55881				
YGL226W	1.91777	0.699951			-0.0	-0.0
YGL227W	-0.286641	1.93719			-0.8654368053025674	-0.0
YGL228W	1.10277	-0.623165				
YGL229C						
YGL230C	1.11129	0.628648			-0.0	-0.0
YGL231C	1.15662	0.468225			-0.0	-0.5464468192515658
YGL232W	-2.2776	-0.317064			-0.6606129262138415	-0.0
YGL234W	-0.0976847	0.51898				
YGL235W	0.745335	1.09416			-0.0	-0.0
YGL236C	0.00994629	1.28088			-0.0	-0.0
YGL237C	-2.6732	-0.688142			-0.0	-0.0
YGL240W					-0.6933919601202856	-0.0
YGL241W	2.10433	0.554071			-0.0	-0.0
YGL242C	1.28939	1.29174			-0.0	-0.0
YGL243W	0.527514	0.846841			-0.0	-0.0
YGL244W					-0.0	-0.0
YGL246C						
YGL248W	0.441226	0.35131			-0.0	-0.0
YGL249W	1.6756	0.683082			-0.0	-0.0
YGL250W	-0.048583	2.40233				
YGL251C					-0.0	-0.0
YGL252C	-0.230959	-0.948333			-0.7123848465750295	-0.0
YGL253W	1.37885	0.96514			-0.0	-0.0
YGL254W	0.753139	1.68975			-0.0	-0.0
YGL255W	1.22654	0.920541			-0.0	-0.0
YGL256W	0.395007	0.90734			-0.0	-0.0
YGL257C	-0.00424551	-0.307526			-0.0	-0.0
YGL258W	-0.184428	-0.358316			-0.0	-0.0
YGL259W	-0.505432	-0.39637			-0.0	-0.0
YGL260W	-0.263377	0.428577				
YGL261C	-0.539996	-0.820798			-0.0	-0.0
YGL262W	-0.968482	0.0997601			-0.0	-0.0
YGL263W	0.02	1.42188			-0.0	-0.0
YGR001C	-0.595603	-0.495706				
YGR003W	-0.0531873	0.147856				
YGR004W						
YGR006W					-0.0	-0.0
YGR007W	0.102117	0.364439			-0.0	-0.0
YGR008C	0.224195	-0.267135				
YGR010W					-0.0	-0.0
YGR011W	0.616558	1.08542				
YGR012W	1.29912	0.161616			-0.0	-0.0
YGR014W						
YGR015C	0.961525	0.64737				
YGR016W						
YGR017W	0.707147	0.659373			-0.0	-0.0
YGR018C	0.763011	0.474137				
YGR019W					-0.0	-0.0
YGR020C					-0.0	-0.0
YGR021W						
YGR022C	0.341304	0.254936				
YGR023W	-1.50555	-1.71743			-0.0	-0.0
YGR025W	0.173448	-0.00320786				
YGR026W	1.17842	0.570995			-0.0	-0.0
YGR027C	1.08454	0.353452			-0.0	-0.0
YGR028W	1.11817	0.822276			-0.0	-0.0
YGR031W	0.468455	0.355603			-0.0	-0.0
YGR032W	0.150565	-0.908406				
YGR033C	1.17074	0.73456			-0.0	-0.0
YGR034W	1.10859	1.45977			-0.0	-0.0
YGR035C	0.7159	0.0240273			-0.0	-0.0
YGR036C					-0.0	-0.0
YGR037C					-0.0	-0.0
YGR038W	-1.61101	0.0242504			-0.0	-0.0
YGR039W	0.758426	0.52446				
YGR040W	0.556701	-0.0205028			-0.0	-0.0
YGR041W	0.247964	-0.435261				
YGR042W	0.765736	0.0365689			-0.0	-0.0
YGR043C	0.712557	0.481411				
YGR044C	0.678663	0.609754				
YGR045C	0.80006	0.558956			-0.0	-0.0
YGR049W	0.0620572	0.239959			-0.0	-0.0
YGR050C	0.40785	0.560663				
YGR051C	2.12854	2.12247				
YGR052W	0.599291	-0.319903				
YGR053C	0.566617	0.554626				
YGR054W	0.954556	1.21691			-0.0	-0.0
YGR055W	0.26152	0.856406			-0.0	-0.0
YGR056W					-0.0	-0.0
YGR057C	1.59245	2.29896			-0.0	-0.0
YGR058W	0.940592	-0.473116			-0.0	-0.0
YGR059W	1.32747	1.45927				
YGR061C	1.05931	0.94828			-0.0	-0.0
YGR062C	-6.39234	1.56867				
YGR063C	-1.80982	2.67694			-1.007208248460775	-0.0
YGR064W	-3.55044	2.77524				
YGR066C	1.20546	0.552748				
YGR067C	0.162849	0.0484582				
YGR068C	0.771993	1.00042				
YGR069W	0.914377	1.32098				
YGR070W					-0.0	-0.0
YGR071C	0.681298	0.376313			-0.0	-0.0
YGR072W	0.900513	2.28015			-0.0	-0.0
YGR076C	-2.02428	1.9817			-1.340870778835725	-0.0
YGR077C	-0.17744	0.769728			-0.535185113663474	-0.0
YGR078C	0.621608	0.55971			-0.0	-0.0
YGR079W	0.482641	0.123617			-0.0	-0.0
YGR080W	0.573183	-0.113932			-0.0	-0.0
YGR081C	2.48539	1.92291			-0.0	-0.0
YGR084C	0.740943	0.49407			-0.0	-0.0
YGR085C					-0.0	-0.0
YGR086C	-0.189292	0.243339			-0.0	-0.0
YGR087C	0.356867	0.624379			-0.0	-0.0
YGR088W	-0.00298446	0.373629			-0.0	-0.0
YGR089W	-0.320599	1.23961			-0.0	-0.0
YGR092W	-4.99949	-4.78294			-0.562125283712175	-0.0
YGR093W	0.393978	-0.188446				
YGR096W	0.910174	0.628552				
YGR097W	0.260453	-2.51587				
YGR100W	0.590187	-0.287153			-0.0	-0.0
YGR101W					-0.0	-0.0
YGR102C	-5.16023	1.08976			-1.902891424073555	-0.0
YGR104C					-0.0	-0.0
YGR105W					-0.0	-0.0
YGR106C	0.465795	-1.32516			-0.0	-0.0
YGR107W	0.881428	0.651893				
YGR108W	1.07942	0.985964				
YGR109C	0.483912	0.667798			-0.0	-0.0
YGR110W	0.318315	0.383146				
YGR111W	0.460272	0.857351			-0.0	-0.0
YGR112W					-1.356780082019605	-0.0
YGR117C						
YGR118W	2.86602	3.1571			-0.0	-0.0
YGR121C	1.33649	0.783611				
YGR122C-A	0.172695	0.0175029				
YGR122W	0.223985	-0.551713			-0.0	-0.0
YGR123C	0.330205	1.07201				
YGR124W	0.530854	1.5187				
YGR125W	0.875765	1.00856			-0.0	-0.0
YGR126W	0.832709	1.01951				
YGR127W	0.379395	1.2559			-0.0	-0.0
YGR129W	0.298322	1.25724			-0.0	-0.0
YGR130C	-0.292398	0.364585			-0.0	-0.0
YGR131W	1.90098	0.450151				
YGR132C	-1.08783	1.17188			-0.0	-0.0
YGR133W	-2.92254	1.25616			-0.0	-0.0
YGR134W	-0.0870768	0.373113				
YGR135W	-0.369676	-0.873429			-0.9199852190733275	-0.0
YGR136W	0.245005	0.555342				
YGR137W	3.34955	1.17329				
YGR138C	-0.146959	0.618725			-0.0	-0.0
YGR139W	0.729955	0.566295				
YGR141W	1.36419	1.35296			-0.0	-0.0
YGR142W	0.264542	0.786709				
YGR143W	-0.308902	-0.265656			-0.0	-0.0
YGR144W	1.40959	2.32967			-0.0	-0.0
YGR146C	0.896086	1.3836			-0.0	-0.0
YGR148C	0.706505	0.83545				
YGR149W	1.09545	1.1263				
YGR150C	-7.22501	0.787851			-1.956222823277395	-0.0
YGR151C	-1.49476	-0.0586607				
YGR152C	0.579503	0.475849				
YGR153W	0.893276	0.186305			-0.0	-0.0
YGR154C	0.0635193	-0.209442			-0.0	-0.0
YGR155W					-0.0	-0.7726973277737685
YGR157W	0.0338597	0.245279			-0.0	-0.0
YGR159C					-0.0	-0.0
YGR160W						
YGR161C	1.15503	1.23639			-0.0	-0.0
YGR162W	0.62736	1.35294			-0.0	-0.0
YGR163W	1.41183	1.16273			-0.0	-0.0
YGR164W	-1.71101	-0.722126				
YGR165W					-0.0	-0.0
YGR166W	-1.03477	-0.678191			-0.0	-0.0
YGR167W	-2.59562	-1.89651				
YGR168C	1.58939	1.31212			-0.0	-0.0
YGR169C	0.275826	-0.626756			-0.0	-0.0
YGR170W	1.12422	1.51653			-0.0	-0.0
YGR171C	-4.8074	1.58509			-1.8610337803133499	-0.0
YGR173W	-0.00615988	0.39019			-0.0	-0.0
YGR174C	-3.20266	0.216857			-0.9609685011451301	-0.0
YGR176W	0.986733	0.652186				
YGR177C	1.55872	1.24534			-0.0	-0.0
YGR178C	-0.0458927	2.32079			-0.0	-0.0
YGR180C					-0.0	-0.0
YGR181W	-3.24288	0.511244			-0.0	-0.0
YGR182C	-4.98763	0.372909				
YGR183C	-12.3932	-0.933562			-1.04612998101284	-0.0
YGR184C					-0.0	-0.0
YGR187C	-0.414859	0.78308			-0.0	-0.0
YGR188C					-0.0	-0.0
YGR189C	0.235341	-0.143173				
YGR192C	1.05759	0.51691			-0.0	-0.0
YGR193C	-0.729075	-0.668401			-0.0	-0.0
YGR194C	1.38341	1.13711			-0.0	-0.0
YGR196C	1.50997	0.390606			-0.0	-0.0
YGR197C	0.055536	0.227417			-0.0	-0.0
YGR199W	1.24085	0.898014			-0.0	-0.0
YGR200C					-0.0	-0.0
YGR201C	0.171828	-0.0456913			-0.0	-0.6338762475587255
YGR202C	0.629108	1.47847			-0.0	-0.0
YGR203W	0.380493	-0.444633			-0.0	-0.0
YGR204W					-0.0	-0.0
YGR205W	1.11393	0.741863				
YGR206W	0.851904	0.791801			-0.0	-0.0
YGR207C	0.0433764	0.47349			-0.0	-0.0
YGR208W	0.446428	-0.187703				
YGR209C	-0.263837	0.28921			-0.0	-0.0
YGR210C	1.1503	1.13653			-0.0	-0.5222705032016065
YGR212W	-0.066373	0.379917				
YGR213C	1.41805	1.59206				
YGR214W	1.83338	2.02983			-0.0	-0.0
YGR215W	-2.52958	0.317147			-1.66458588630509	-0.0
YGR217W	0.749561	0.455482			-0.0	-0.0
YGR219W	-3.69595	1.77218				
YGR220C	-4.44669	0.15933			-1.1262255171135285	-0.0
YGR221C	-0.588263	-1.16523			-0.0	-0.0
YGR222W	-6.29574	0.059138			-1.1611184165669726	-0.0
YGR223C	-0.841396	-1.26344			-0.0	-0.0
YGR224W	-0.900084	-0.853418			-0.0	-0.0
YGR225W						
YGR226C	0.47177	0.408409			-0.0	-0.0
YGR227W	0.0800978	0.187776			-0.0	-0.0
YGR228W	0.477121	-0.454382				
YGR229C	0.320791	-2.29553			-0.0	-0.0
YGR230W	-1.17329	-0.652055				
YGR231C	-2.12795	0.681268			-0.5008842222998631	-0.0
YGR232W	0.367615	-0.163777			-0.0	-0.0
YGR233C	-0.496683	0.00806067			-0.0	-0.0
YGR234W	-0.808106	-1.00769				
YGR235C	-1.43319	-1.09556			-0.0	-0.0
YGR236C	0.310516	0.423087			-0.0	-0.0
YGR237C	-0.638403	-0.230658			-0.0	-0.0
YGR238C	-0.635127	0.418762			-0.0	-0.0
YGR239C	0.47475	0.462552			-0.0	-0.0
YGR240C	0.9763	0.431188			-0.0	-0.0
YGR241C	0.24646	1.50697			-0.0	-0.0
YGR242W	0.262626	-0.200337				
YGR243W	0.06732	-0.932384			-0.0	-0.0
YGR244C	0.620803	0.65599			-0.8790797460120809	-0.0
YGR247W	0.845995	0.16276			-0.0	-0.0
YGR248W	-0.485258	-0.547874			-0.0	-0.0
YGR249W	0.0148632	-0.0246753			-0.0	-0.0
YGR250C	-0.352777	-0.376793			-0.0	-0.0
YGR252W					-0.0	-0.0
YGR254W	0.545564	-0.971334			-0.0	-0.0
YGR255C	-4.42746	-3.61515			-0.532649039380776	-0.0
YGR256W	-0.737203	-0.111696			-0.0	-0.0
YGR257C					-0.6564733315029475	-0.0
YGR258C	-0.344923	-12.2227			-0.0	-3.79519083643412
YGR259C	0.52434	0.639811				
YGR260W	0.0169545	-1.00502			-0.0	-0.0
YGR261C					-0.0	-0.0
YGR262C					-0.0	-0.0
YGR263C					-0.0	-0.0
YGR266W	-0.0518118	-0.553889			-0.0	-0.0
YGR268C	-0.0127442	0.545639			-0.0	-0.0
YGR269W	-0.481157	-0.864423				
YGR270W	-2.04657	0.309084			-0.5378858549001855	-0.0
YGR271C-A					-0.0	-0.0
YGR271W	-1.54099	-2.53159			-0.0	-0.0
YGR273C	0.0548918	-0.324569			-0.0	-0.0
YGR275W	-0.0833069	-0.453595				
YGR276C	0.911528	0.995532			-0.0	-0.0
YGR279C	0.202407	-0.0351058			-0.0	-0.0
YGR281W	0.614754	0.50623			-0.0	-0.0
YGR282C	-0.144478	-0.0664268			-0.0	-0.0
YGR283C	-0.396904	-0.670539			-0.0	-0.0
YGR284C	0.0191469	0.493456			-0.0	-0.0
YGR285C	1.05342	-0.208834			-0.0	-0.0
YGR286C	1.00959	0.575198			-0.0	-0.0
YGR287C	0.0250799	0.563252			-0.0	-0.0
YGR288W	-0.0582022	-0.486181			-0.0	-0.0
YGR289C	0.115232	0.508408			-0.0	-0.0
YGR290W	-1.81813	-0.562331				
YGR291C	0.0627168	-0.584939				
YGR292W	-0.123039	-1.046			-0.0	-0.0
YGR295C	0.0653247	-1.156			-0.0	-0.0
YHL002W	-0.00376934	0.480469			-0.0	-0.0
YHL003C	-1.16588	-0.929735			-0.0	-0.0
YHL005C						
YHL006C	0.676826	-6.34687			-0.0	-2.140327744436505
YHL007C	0.545813	0.13063			-0.0	-0.0
YHL008C	-0.274962	0.00412389			-0.0	-0.0
YHL009C	-1.63932	-0.691669			-0.0	-0.0
YHL010C	0.872171	0.63235			-0.0	-0.0
YHL011C	-0.235475	-0.0177374			-0.0	-0.0
YHL012W	-0.434303	-0.785767			-0.0	-0.0
YHL013C	1.05396	-2.54305			-0.0	-0.0
YHL014C	1.30159	2.59399			-0.0	-0.0
YHL016C	0.614405	-0.00692554			-0.0	-0.0
YHL017W	-0.161711	0.0761472			-0.0	-0.0
YHL019C	0.317873	-0.156674			-0.0	-0.0
YHL020C	-0.9911	-0.917722				
YHL021C	0.0508618	0.0968626			-0.0	-0.0
YHL022C	1.172	0.196365			-0.0	-0.0
YHL023C	-1.92049	-1.98319			-0.0	-0.0
YHL024W					-0.0	-0.0
YHL025W					-0.0	-0.0
YHL026C	0.446513	0.402037			-0.0	-0.0
YHL027W	-1.2491	-1.0856				
YHL028W	0.331014	-0.8581			-0.0	-0.0
YHL029C	-0.0282273	0.117004			-0.0	-0.0
YHL030W	1.42172	0.531735			-0.0	-0.0
YHL031C	1.92041	1.7531			-0.0	-0.0
YHL032C	1.39605	0.623419			-0.0	-0.0
YHL033C	3.83436	5.75649			-0.0	-0.0
YHL034C	1.7644	0.419817				
YHL035C	0.836741	1.34148			-0.0	-0.0
YHL036W	0.805473	0.127595			-0.0	-0.0
YHL037C	-0.393947	-0.307105				
YHL038C	-5.10323	-0.130324			-1.2441742331374601	-0.0
YHL039W	-1.44477	0.0625611			-0.0	-0.0
YHL040C	-0.453277	0.133923			-0.0	-0.0
YHL041W	-0.374883	0.419522				
YHL042W	-0.09068	1.26287			-0.0	-0.0
YHL043W	-0.271654	-0.217374			-0.0	-0.0
YHL044W	1.01844	-0.924601			-0.0	-0.0
YHL045W	1.28709	0.018281				
YHL046C	-0.0106739	-0.4111			-0.0	-0.0
YHL047C	-0.628051	-0.623849			-0.0	-0.0
YHR001W-A	-0.0658935	-0.848412			-0.0	-0.0
YHR003C	0.472721	-0.177723			-0.0	-0.0
YHR004C	-0.701537	2.64835				
YHR006W	0.703316	0.874371			-0.902454655930485	-0.0
YHR008C					-1.4058411206722852	-0.0
YHR009C	-1.14424	-1.60997			-0.0	-0.0
YHR010W					-0.0	-0.0
YHR011W					-1.4531847682832448	-0.0
YHR012W	1.38652	1.53385				
YHR013C	-2.39314	-0.335706			-1.83182416987023	-0.0
YHR014W	0.240382	0.309815				
YHR015W	0.352431	-0.277344			-0.0	-0.0
YHR016C	-0.374585	-0.855216			-0.0	-0.0
YHR017W	-0.514459	-0.562783			-0.0	-0.0
YHR018C	-1.03591	-1.17504			-0.0	-0.0
YHR021C	2.21787	3.48505			-0.0	-0.0
YHR021W-A	-0.0231608	-0.0117166			-0.0	-0.0
YHR022C	-0.153631	-0.498549			-0.0	-0.0
YHR025W					-1.513128305874095	-0.0
YHR026W					-0.0	-0.5055406384029607
YHR028C	1.74766	0.951252			-0.0	-0.0
YHR029C	0.338329	-0.730225			-0.0	-0.0
YHR030C	-3.06823	-4.66626			-0.0	-0.0
YHR031C					-0.0	-0.0
YHR032W	0.701346	-0.201897			-0.0	-0.0
YHR033W	0.66612	0.734721				
YHR034C	1.59877	2.4968			-0.0	-0.0
YHR035W	0.849383	0.905335			-0.0	-0.0
YHR037W	1.22525	0.144997				
YHR038W					-2.398731524896195	-0.0
YHR039C	0.299076	-0.0974681			-0.0	-0.0
YHR039C-A						
YHR041C	0.214669	-0.699733			-0.0	-0.0
YHR043C	0.16414	0.143212				
YHR044C	-0.0509506	0.340829			-0.0	-0.0
YHR045W	-0.620323	-0.983649			-0.0	-0.0
YHR046C	-0.442483	0.101339			-0.0	-0.0
YHR047C	0.812828	-0.767191				
YHR048W	0.952915	-0.0874439				
YHR049C-A	0.865757	0.671786				
YHR049W	-0.551455	-0.323617			-0.0	-0.0
YHR050W						
YHR051W					-0.631856580469436	-0.0
YHR057C	0.223236	0.301348				
YHR059W					-0.0	-0.0
YHR060W						
YHR061C	-0.0821526	0.139111				
YHR064C	3.8816	1.89025			-0.0	-0.0
YHR066W	3.43487	4.02788			-0.0	-0.0
YHR067W	-1.02293	-0.388291			-0.852466885621136	-0.0
YHR073W	-0.290028	0.247896				
YHR075C	0.322053	-1.4297			-0.0	-0.0
YHR076W	-0.0036049	-1.00901			-0.0	-0.0
YHR077C	-0.649445	0.778425			-0.7104334235876405	-0.0
YHR078W	-0.525894	-0.710294			-0.0	-0.0
YHR079C	-0.289361	-0.2839			-0.0	-0.0
YHR079C-A	-0.825325	-1.21315				
YHR080C	-1.11448	-0.441159				
YHR081W	0.56492	0.509222			-0.0	-0.0
YHR082C	0.220299	-0.202091			-0.515788762115026	-0.0
YHR086W	0.455407	-0.246664			-0.0	-0.0
YHR087W	1.61978	-0.820276			-0.0	-0.0
YHR091C					-0.632504084837213	-0.0
YHR092C	1.80345	0.781059			-0.0	-0.0
YHR093W	0.334004	0.316849				
YHR094C	-1.6507	-1.87399			-0.0	-0.0
YHR095W	-0.713635	-0.035507				
YHR096C	-0.922774	0.918834				
YHR097C	0.27735	0.12424			-0.0	-0.0
YHR100C	-0.917739	0.604353			-1.38526470786023	-0.603666472992935
YHR103W	-1.15975	-1.95783			-0.0	-0.0
YHR104W	-1.498	-4.49799				
YHR105W	-0.894009	1.97849			-0.0	-0.0
YHR106W	0.164238	0.239858			-0.0	-0.0
YHR108W	-0.842604	0.200669			-0.0	-0.0
YHR109W	-0.333177	0.79645				
YHR110W	-0.854529	-0.517982			-0.0	-0.0
YHR111W	-0.225861	0.513576			-0.0	-0.0
YHR112C	-0.635187	-0.223294				
YHR113W	0.433305	0.930565				
YHR114W	-0.730102	0.216544				
YHR115C	-0.217228	0.43245			-0.0	-0.0
YHR116W	-7.38702	0.0415508			-1.44053682631387	-0.0
YHR117W	0.20652	0.475997			-0.0	-0.0
YHR120W					-1.5719502963481449	-0.0
YHR121W	0.315371	2.18164			-0.0	-0.0
YHR123W	-0.513963	-0.222626				
YHR124W	-1.23522	0.638889			-0.0	-0.0
YHR125W	-0.675108	-0.421747				
YHR126C	0.805753	0.339212				
YHR127W	-0.603311	0.580485			-0.0	-0.0
YHR129C	-0.145722	-1.38326			-0.0	-0.0
YHR130C	-0.869308	-0.989288				
YHR131C	1.29649	1.35011			-0.0	-0.0
YHR132C	0.0834911	0.148643			-0.0	-0.0
YHR132W-A	-0.220761	-2.32998			-0.0	-0.0
YHR133C	-0.727766	-0.552318				
YHR134W	-0.569485	-1.17334			-0.0	-0.8076026948314645
YHR135C	-1.21083	-1.01601			-0.0	-0.0
YHR136C	-0.3198	-0.656792			-0.0	-0.0
YHR137W	0.282388	-0.453134			-0.0	-0.0
YHR138C	1.51174	-0.166197			-0.0	-0.0
YHR139C	-0.276519	0.00386647				
YHR139C-A	0.515096	1.23342				
YHR140W	-0.0485839	-1.0045				
YHR142W	-0.210542	-3.20789			-0.0	-0.0
YHR143W	1.00702	1.63183				
YHR146W	0.166048	0.88961				
