orf	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YLR068W	3.49433	4.07611			-0.0	-0.0
YLR069C	-2.12531	0.477884			-1.493283417100605	-0.0
YLR070C	0.87429	0.412884			-0.0	-0.0
YLR072W	-1.541	-1.76724			-0.0	-0.0
YLR073C	1.19728	1.29577				
YLR074C	1.33598	0.390193			-0.0	-0.0
YLR077W	0.763878	-0.777281			-0.0	-0.0
YLR079W					-0.0	-0.0
YLR080W	0.26477	0.483			-0.0	-0.0
YLR081W	0.218094	0.0909685				
YLR082C	0.928735	0.441744			-0.0	-0.0
YLR083C					-0.0	-0.0
YLR084C	0.636555	0.541229				
YLR085C	0.257305	-0.911989			-0.0	-0.0
YLR087C	-1.15805	-0.26715			-0.0	-0.0
YLR089C	-0.160455	0.466943			-0.0	-0.0
YLR090W	0.859813	0.525396			-0.0	-0.0
YLR091W					-2.198397858804245	-0.0
YLR092W	-0.790851	-0.675391			-0.0	-0.0
YLR093C	-0.320617	-1.05226			-0.0	-0.0
YLR094C	-0.265496	-0.772779				
YLR095C	0.739834	0.438595			-0.0	-0.0
YLR096W	0.302636	0.969658				
YLR097C	0.400656	-0.27409				
YLR098C	0.503064	1.0995			-0.0	-0.0
YLR099C	-1.28063	-0.877489				
YLR102C	0.216292	-0.570626			-0.0	-0.0
YLR104W	-0.412753	-0.706402			-0.0	-0.0
YLR107W	0.122225	0.635755				
YLR108C	0.145792	0.474765			-0.0	-0.0
YLR109W	0.150706	0.244732			-0.0	-0.0
YLR110C	0.408371	1.54053			-0.0	-0.0
YLR111W	-0.623525	1.21922				
YLR112W	0.651637	-0.776455				
YLR113W	0.791153	-0.432469			-0.0	-0.0
YLR114C	-0.121223	-0.806835			-1.7127220367032199	-0.0
YLR118C	-0.096941	-0.699722			-0.0	-0.0
YLR119W	-0.436355	-0.753781			-0.0	-0.0
YLR120C	0.529957	-0.0684736			-0.0	-0.0
YLR121C	0.72356	-0.385689				
YLR122C	0.652879	0.832227				
YLR123C	1.10908	1.0813				
YLR124W						
YLR125W					-0.0	-0.0
YLR126C	0.569033	1.10695			-0.0	-0.0
YLR128W	1.1817	0.994248			-0.0	-0.0
YLR130C	-0.548696	-0.0894665			-0.0	-0.0
YLR131C	-1.14983	-1.55103			-0.0	-0.0
YLR133W					-0.0	-0.0
YLR134W					-0.605850569080371	-0.0
YLR135W	1.10421	-2.47807			-0.0	-0.6270230182737435
YLR136C	0.825017	0.207009				
YLR137W	0.765809	0.912113			-0.0	-0.0
YLR138W	-0.878065	-1.61687			-0.0	-0.0
YLR139C					-2.012353009806155	-0.0
YLR142W	0.775015	-1.09582				
YLR143W	0.847749	0.793246			-0.0	-0.0
YLR144C	0.545766	0.7398			-0.0	-0.0
YLR146C	0.157595	-1.42787			-0.5344098081631226	-0.0
YLR148W					-0.0	-0.0
YLR149C						
YLR150W	-1.09849	-1.82024			-0.0	-0.0
YLR151C	0.34149	0.177162				
YLR152C	0.274553	-0.554249				
YLR154C	-0.0618173	1.1828			-0.0	-0.0
YLR164W	0.161696	-0.259845				
YLR165C	0.412135	1.36383			-0.0	-0.0
YLR168C	0.704249	0.290752			-0.0	-0.0
YLR169W	0.574755	-1.65572				
YLR170C	1.18495	-0.179624			-0.0	-0.0
YLR171W	0.555063	-0.324488				
YLR172C	0.799471	-0.25428			-0.0	-0.0
YLR173W	0.0160239	-0.812761				
YLR174W	1.42364	0.887455				
YLR176C	1.15259	1.37242			-0.0	-0.0
YLR177W	-0.0488991	-0.860727			-0.0	-0.0
YLR178C	-0.439121	1.01819				
YLR179C	-0.0201342	-0.120805				
YLR180W	1.53881	0.568415			-0.0	-0.0
YLR181C	-1.56514	-0.0886012			-0.0	-0.0
YLR182W					-0.0	-1.4904860869538
YLR183C	-0.441037	0.54586			-0.0	-0.0
YLR184W						
YLR185W					-0.0	-0.0
YLR187W	0.645892	0.538521			-0.0	-0.0
YLR188W	0.352518	0.687159				
YLR189C	-0.00305594	0.35047			-0.0	-0.0
YLR190W	-1.13428	-0.572052			-0.0	-0.0
YLR191W	-0.149519	0.499998			-0.5470721541639555	-0.0
YLR192C	1.06564	-0.0469738			-0.0	-0.0
YLR193C	-0.506181	1.15464			-0.0	-0.0
YLR194C	0.322793	-0.35202				
YLR199C	0.521736	-0.100397			-0.0	-0.0
YLR200W	1.3104	0.784603			-0.0	-0.7288357629608225
YLR201C	-5.50593	0.721183				
YLR202C	-4.59903	0.652947				
YLR203C	-12.4139	-1.95567			-0.7078222126432845	-0.0
YLR204W	-2.34849	-0.26985			-1.93387266982154	-0.0
YLR205C	-0.114452	-0.305493			-0.0	-0.0
YLR206W	-0.441977	-0.637536				
YLR207W	-0.842758	-0.990325			-0.0	-0.0
YLR209C	0.423707	-0.185603			-0.0	-0.0
YLR210W	0.440143	0.475812			-0.0	-0.0
YLR211C	0.262438	0.769164			-0.0	-0.0
YLR213C	0.329646	0.307358			-0.0	-0.0
YLR214W	0.73018	0.721459			-0.0	-0.0
YLR216C	0.760543	1.29057			-0.0	-0.0
YLR217W	0.669172	1.24125				
YLR218C	-2.8077	-0.651418			-0.0	-0.0
YLR219W	-0.726636	-0.534747			-0.0	-0.0
YLR220W	0.275606	-0.343176			-0.0	-0.0
YLR221C	1.41723	0.955033			-0.0	-0.0
YLR224W	0.248522	-0.913336			-0.0	-0.0
YLR225C	-0.680946	-1.56367			-0.0	-0.0
YLR226W					-0.0	-0.0
YLR227C	0.228836	-0.332962			-0.0	-0.0
YLR228C	-1.29661	-1.35441				
YLR231C	0.213769	-0.0223848			-0.0	-0.0
YLR232W	-0.901033	-2.79583				
YLR233C	-0.448399	-0.98723			-0.0	-0.0
YLR234W					-0.5092495532377725	-2.80674296139333
YLR235C						
YLR236C	0.96907	-0.121634				
YLR237W	0.56655	0.455063			-0.0	-0.0
YLR238W	-1.18145	-1.16808				
YLR239C	-2.26196	-1.34425			-0.941233480294714	-0.0
YLR240W					-0.0	-0.0
YLR241W	0.673312	1.12441			-0.0	-0.0
YLR242C					-0.0	-0.0
YLR244C					-0.0	-0.0
YLR246W	0.599544	0.723377			-0.0	-0.0
YLR247C	-0.287926	-0.728118			-0.0	-0.0
YLR248W	-0.576267	-0.740083			-0.0	-0.0
YLR250W	-1.10051	-1.3736			-0.0	-0.0
YLR251W					-0.0	-0.0
YLR252W	0.359946	-0.147629				
YLR253W	-0.515145	-0.394354				
YLR254C	0.400644	0.232571				
YLR255C	-1.54179	-0.481593				
YLR257W	0.76017	0.964613			-0.0	-0.0
YLR258W	-0.0393381	0.136335			-0.0	-0.0
YLR260W	-5.89912	-0.493722			-1.46224009763953	-0.0
YLR261C	-0.425724	-0.0380193				
YLR262C	-0.961584	-0.015537			-0.0	-0.0
YLR262C-A	0.0613527	-1.17338				
YLR263W	0.250418	-0.053059				
YLR264W	1.94908	1.85622			-0.0	-0.0
YLR265C	-0.607163	-1.31004			-0.0	-0.0
YLR266C	-0.965784	-1.10363			-0.0	-0.0
YLR267W	0.192768	-0.259698				
YLR268W	-0.495805	1.209			-0.551225992988955	-0.0
YLR269C	0.23417	-0.647949				
YLR270W					-0.0	-0.0
YLR271W	0.714124	-1.0451				
YLR273C	-0.530546	-0.405052				
YLR278C	0.275168	-0.931361			-0.0	-0.0
YLR279W	1.11026	0.698025				
YLR280C	0.659512	0.746947				
YLR281C	0.916653	0.587624				
YLR282C	-0.129044	-0.425854				
YLR283W	-0.14101	0.119192			-0.0	-0.0
YLR284C	0.39552	-0.780081			-0.0	-0.0
YLR285W	0.354121	-0.699583				
YLR286C	-0.53209	-0.163383				
YLR287C	0.123171	-0.764799			-0.0	-0.0
YLR287C-A	0.558614	0.239565			-0.0	-0.0
YLR288C	-0.0487351	-1.90679			-0.0	-0.0
YLR289W	-0.29025	0.872301			-0.0	-0.0
YLR290C	0.196713	-0.218407			-0.0	-0.0
YLR292C	-1.67158	0.813882			-0.0	-0.0
YLR294C	-1.31501	-0.0978276				
YLR295C						
YLR296W	-0.15825	1.32339				
YLR297W	0.756438	-0.636266			-0.0	-0.0
YLR299W	-1.20004	-1.13063				
YLR300W	-0.783566	-1.04596				
YLR303W	-0.126866	0.526052			-0.0	-0.0
YLR304C					-1.081748911802323	-0.0
YLR306W	0.400244	0.497359			-0.0	-0.0
YLR307W	0.123273	-0.697545				
YLR308W	-0.845699	-1.77807				
YLR309C	-0.213407	-0.339401			-0.0	-0.0
YLR311C	0.106689	0.742952				
YLR312C	-0.223178	-0.265949			-0.0	-0.0
YLR312W-A					-1.704364203147	-0.0
YLR313C	0.217812	0.360276			-0.0	-0.0
YLR315W	0.22795	0.367909			-1.048003704230915	-0.0
YLR318W	0.466859	-0.622646			-0.0	-0.0
YLR319C	-1.43966	-1.79429			-0.0	-0.0
YLR320W					-0.0	-0.729410052939006
YLR322W	-0.093313	-1.24865				
YLR324W	-3.67463	0.0863401			-0.613455692708277	-0.0
YLR325C	-0.725958	-2.01243			-0.0	-0.0
YLR326W	2.38339	1.35549			-0.0	-0.0
YLR327C						
YLR328W	-0.363095	0.292064			-0.0	-0.0
YLR329W	-0.571065	-1.79105				
YLR330W	-0.665794	-2.68155			-0.0	-0.0
YLR331C	0.276423	-2.47024				
YLR332W					-0.0	-0.0
YLR333C						
YLR334C	-0.104621	-0.929062				
YLR335W	2.08708	1.16284			-0.0	-0.0
YLR337C	0.0514377	-0.0803514				
YLR338W	0.402709	-1.54451				
YLR341W	-0.949766	-0.866257				
YLR342W	1.99146	0.193478			-0.0	-0.0
YLR343W	0.225887	0.305265			-0.0	-0.0
YLR344W	0.0922477	0.694171			-0.0	-0.0
YLR345W	-0.293546	-0.529962			-0.0	-0.0
YLR346C	-0.22495	-0.258688				
YLR348C	0.605814	0.572094			-0.0	-0.0
YLR349W	-0.50214	-1.371				
YLR350W	-3.09654	-1.24274			-0.0	-0.0
YLR351C	-0.202691	-0.973357			-0.0	-0.0
YLR352W	-0.505962	-1.28603			-0.0	-0.0
YLR353W	-0.374244	-0.643346			-0.0	-0.0
YLR354C	0.969512	0.379791			-0.0	-0.0
YLR356W	0.510451	0.673416			-0.0	-0.0
YLR357W					-0.0	-0.0
YLR358C	-0.0291765	-0.679843				
YLR360W	-0.335131	-0.290585				
YLR361C	0.417201	-0.289631			-0.0	-0.0
YLR363C	0.725125	0.986305			-0.0	-0.0
YLR364W	-0.594655	-1.27773			-0.0	-0.0
YLR365W	0.240492	-0.374541				
YLR366W	0.657593	0.556378				
YLR367W	0.447464	0.509452			-0.0	-0.0
YLR368W	-0.102994	0.38039			-0.0	-0.7312279994406445
YLR369W	-3.36783	-0.639446			-0.0	-0.0
YLR370C	0.545756	-0.870163				
YLR371W	0.715004	-0.79165				
YLR372W	-1.00624	1.11014			-0.0	-0.0
YLR373C	-0.534351	-1.32448			-0.0	-0.0
YLR374C	-0.0451874	-0.910662				
YLR375W	1.01399	0.746161			-0.0	-0.0
YLR376C	0.341772	-3.3035			-0.0	-0.7237533532579006
YLR377C	-0.363098	-1.38623				
YLR380W	0.194977	0.107402			-0.0	-0.0
YLR381W	-0.42788	-1.00854			-0.0	-0.0
YLR382C	-2.5167	-0.827306			-1.6140148060273152	-0.0
YLR384C	-1.36628	-2.27288			-0.0	-0.0
YLR385C	-0.156144	-0.990865			-0.0	-0.0
YLR386W	0.945898	0.211255			-0.0	-0.0
YLR387C	0.0946188	0.105522			-0.0	-0.0
YLR388W	1.90476	1.38433			-0.0	-0.0
YLR389C	1.25217	0.327312			-0.0	-0.0
YLR390W	0.358345	0.337242			-0.0	-0.0
YLR390W-A	0.5456425	0.08037839999999999			-0.0	-0.0
YLR392C	-0.128376	0.37038			-0.0	-0.0
YLR393W	-1.74814	0.405001			-0.0	-0.0
YLR394W	-0.689858	-0.916754				
YLR395C	-0.172411	0.175852			-0.0	-0.0
YLR396C					-0.0	-0.0
YLR398C	0.530983	1.58654			-0.5190758848720736	-0.0
YLR399C					-0.0	-0.0
YLR400W	0.543594	0.0717799				
YLR401C	-0.121082	0.760357			-0.0	-0.0
YLR402W	0.511266	-1.33637				
YLR403W					-0.0	-0.0
YLR404W	0.358341	-0.135739			-0.0	-0.0
YLR405W	0.784395	0.71641				
YLR406C	0.382294	1.11033				
YLR407W	-0.356339	-2.21564			-0.0	-0.0
YLR408C	-0.525286	-1.37676			-0.0	-0.0
YLR410W	0.172676	-0.75018			-0.0	-0.0
YLR412W	0.618093	-1.01822			-0.0	-0.0
YLR413W	-3.81919	-0.354435			-0.0	-0.0
YLR414C	-0.316154	-1.03872				
YLR415C	0.00770736	-0.0500754			-0.0	-0.0
YLR416C	-0.182643	-0.264758				
YLR417W	-0.847724	0.115075				
YLR418C	-0.66125	-0.741322			-0.0	-0.0
YLR420W	0.959489	0.47501			-0.0	-0.0
YLR421C	1.2257	1.18804			-0.0	-0.0
YLR422W	0.766315	0.764008			-0.0	-0.0
YLR423C	-1.45463	0.315085			-0.0	-0.0
YLR425W					-0.0	-0.0
YLR426W					-0.0	-0.0
YLR427W	1.84357	1.32252			-0.0	-0.0
YLR428C	-0.648724	0.101177				
YLR429W	0.655904	-0.923432			-0.0	-0.0
YLR431C	0.350719	0.211716			-0.0	-0.0
YLR432W	-0.0351983	-0.09424			-0.0	-0.0
YLR433C	0.549074	-1.06605			-0.0	-0.0
YLR434C	1.01527	0.219544				
YLR435W					-0.0	-0.0
YLR436C					-0.7832235529362235	-0.0
YLR437C	-0.673077	-0.737687			-0.0	-0.0
YLR438W	1.04587	0.235894			-0.0	-0.0
YLR439W					-0.838043261276638	-0.0
YLR441C	2.10978	2.36427			-0.0	-0.0
YLR443W	0.830525	0.175773			-0.0	-0.0
YLR444C	0.56653	-0.11454				
YLR445W	0.502815	0.199598			-0.0	-0.0
YLR446W	0.0604223	-0.79247			-0.0	-0.0
YLR447C					-0.0	-0.0
YLR448W	3.5657	4.26468			-0.0	-0.0
YLR449W	0.356516	-0.844996			-0.0	-0.0
YLR450W	-0.227333	0.820003			-0.0	-0.0
YLR451W	0.351538	1.65097			-0.0	-0.0
YLR452C	0.908964	-0.424837			-0.0	-0.0
YLR453C	0.589815	0.0968103			-0.0	-0.0
YLR454W	0.170843	-0.293883			-0.0	-0.0
YLR455W	0.246033	-0.314747			-0.0	-0.0
YLR456W	0.441979	-0.23638			-0.0	-0.0
YLR460C	0.709879	0.519117			-0.0	-0.0
YLR461W	0.413898	-0.21509			-0.0	-0.0
YML001W	1.2937	1.04815			-0.0	-0.0
YML002W	0.326154	-1.51385			-0.0	-0.0
YML003W	1.04329	0.788678			-0.0	-0.0
YML004C	0.544739	-0.16741			-0.0	-0.0
YML005W	0.0733853	-0.0665867			-0.0	-0.0
YML006C	0.19288	0.207762			-0.0	-0.0
YML007W	-1.01212	-1.02272			-0.0	-0.0
YML008C						
YML009C	-0.583604625	-0.1059795			-0.0	-0.0
YML009C-A	1.53758	1.91414				
YML009W-B						
YML011C	-0.178273	-2.0507			-0.0	-0.873123770558433
YML012C-A						
YML012W	0.128524	0.691542			-0.0	-0.0
YML013W	-1.42125	-0.834866			-1.29013300595363	-0.0
YML014W					-0.0	-0.0
YML016C					-1.0139220145026724	-0.0
YML017W	-2.59534	-1.07351				
YML018C	0.417422	0.647592			-0.0	-0.0
YML019W	-0.892167	-0.88108			-0.0	-0.0
YML020W					-0.0	-0.0
YML021C	-0.0600871	0.64715			-0.0	-0.0
YML022W	1.04958	-0.0284757			-0.0	-0.0
YML024W	0.613501	0.63595			-0.0	-0.0
YML026C	0.723342	1.40548			-0.0	-0.0
YML027W	0.174692	0.133234				
YML028W	-1.29138	-1.21804			-0.0	-0.0
YML029W	-1.4558	-0.942362			-0.0	-0.0
YML030W	-2.50576	-1.42958			-1.0548901676421831	-0.0
YML032C					-0.562630874116163	-1.9811697900103105
YML034C-A	0.712888	-0.525978				
YML034W	-2.75873	-1.205946			-0.0	-0.0
YML035C	-0.288536	-0.615967			-0.0	-0.0
YML036W					-0.0	-0.0
YML037C	0.854592	0.831122			-0.0	-0.0
YML038C	-0.571417	-1.03307			-0.0	-0.0
YML041C	-0.712714	-1.28707			-0.0	-0.0
YML042W	0.0232438	-0.369335				
YML047C	0.0314552	-0.91135				
YML047W-A	-0.423877	-1.48544				
YML048W					-0.0	-0.0
YML050W	0.821156	0.672846			-0.0	-0.0
YML051W	-1.57442	-1.08418			-0.0	-0.0
YML052W	-0.560597	-1.09714			-0.0	-0.0
YML053C	1.75434	-0.354839			-0.0	-0.0
YML054C					-0.0	-0.0
YML055W					-0.0	-0.0
YML056C						
YML057C-A	0.530764	-0.991548				
YML057W	0.79754	0.606906			-0.0	-0.0
YML058W	0.365895	0.714105			-0.0	-0.0
YML059C	-0.263147	0.601766			-0.0	-0.0
YML060W	1.18914	0.578847			-0.0	-0.0
YML061C					-1.68456685937948	-0.0
YML062C	-1.48005	1.33728				
YML063W	2.33583	3.27375			-0.0	-0.0
YML066C	-0.459524	-0.534315			-0.0	-0.0
YML067C	0.567955	0.964996			-0.0	-0.0
YML068W	0.0937671	0.252356				
YML070W	-0.259506	-0.926806			-0.0	-0.0
YML071C	0.825339	-0.451916				
YML072C	-0.666386	-0.808245			-0.0	-0.0
YML073C	0.907658	2.12359				
YML074C	-0.736056	-0.86766			-0.0	-0.0
YML075C	-1.99859	-1.67071			-1.1481380255897895	-0.0
YML076C	1.38422	-0.0609365				
YML078W	-0.0273498	0.0955316			-0.0	-0.0
YML079W					-0.0	-0.0
YML080W					-0.0	-0.0
YML081C-A	-3.93478	0.147208			-0.0	-0.0
YML081W	-0.112247	1.2691			-0.0	-0.0
YML082W	0.468304	0.295089			-0.0	-0.0
YML083C	-0.391147	-0.495546			-0.0	-0.0
YML084W	-0.649057	-0.342453				
YML086C	-0.666583	-0.285888			-0.0	-0.0
YML087C	0.875618	0.403624			-0.0	-0.0
YML088W	0.453384	0.279693			-1.81016232615733	-0.0
YML089C	-2.99836	-2.14474				
YML090W	-1.43617	-0.673398				
YML094C-A	-0.655971	-0.0877603				
YML094W					-1.1872550636613095	-0.0
YML095C	0.657849	-9.68248			-0.0	-2.2190771633748803
YML096W	-0.531664	-1.02418			-0.523006473754517	-2.653351433905825
YML097C	-0.300077	-0.220087			-0.0	-0.0
YML099C	0.186846	1.30346				
YML100W	-0.263254	0.155751			-0.0	-0.0
YML100W-A	0.060568	0.504027				
YML101C	-0.703369	-1.00416			-0.0	-0.0
YML101C-A	0.94104	-1.6408				
YML102W	0.609914	-0.462779			-0.0	-0.0
YML103C	-0.213785	-1.09946			-0.0	-0.0
YML104C	0.0970896	-0.128456			-0.0	-0.0
YML106W	0.0151107	-0.269695			-0.0	-0.0
YML107C	0.260737	-0.189329			-0.0	-0.0
YML108W	0.478159	0.976621			-0.0	-0.0
YML109W	1.27119	-1.4327			-0.0	-0.0
YML110C	-3.90689	0.291264			-1.24206746439349	-0.0
YML111W	-0.025882	-0.581655			-0.0	-0.0
YML112W					-0.0	-0.0
YML113W	0.428661	-0.547961			-0.0	-0.0
YML115C	2.30598	1.72096				
YML116W	0.864362	0.606273			-0.0	-0.0
YML116W-A	-0.121447	-0.957507				
YML117W	-0.962623	-3.70985			-0.0	-0.0
YML118W	0.337207	-0.450034			-0.0	-0.0
YML119W	0.157723	-1.26314			-0.0	-0.0
YML120C	0.658796	-0.776465			-0.0	-0.0
YML121W	0.798474	0.566625				
YML122C	1.64154	0.87387				
YML123C	2.46599	2.05511			-0.0	-0.0
YML124C	0.495105	0.288014			-0.0	-0.0
YML128C	-3.57923	-2.88927			-0.0	-0.0
YML129C	-9.48326	1.13961			-1.468939792005855	-0.0
YML131W	-0.12952	-2.17402			-0.0	-0.0
YMR002W					-0.0	-0.0
YMR003W					-0.0	-0.0
YMR004W	0.32408	0.0435214			-0.0	-0.0
YMR006C	-2.31322	-0.275862			-0.0	-0.0
YMR007W	-0.634548	0.215041				
YMR008C	-1.34586	-1.42463			-0.0	-0.0
YMR009W	-0.367495	-0.116977			-0.0	-0.0
YMR010W	0.900969	1.17446			-0.0	-0.0
YMR011W	1.1924	0.028016			-0.0	-0.0
YMR012W	-0.213298	-0.335638			-0.0	-0.0
YMR014W						
YMR015C	1.62019	1.19036				
YMR016C					-0.0	-0.0
YMR017W	0.140671	0.324344			-0.0	-0.0
YMR018W	-0.640218	-1.04786				
YMR019W	-1.52326	-2.15245			-0.0	-0.0
YMR020W	-1.117	-1.44241			-0.0	-0.0
YMR021C	-7.13142	-0.757522			-0.0	-0.0
YMR022W	-0.749571	-0.15223			-0.0	-0.0
YMR023C					-0.0	-0.0
YMR024W						
YMR025W	-0.983392	-0.569959			-0.0	-0.0
YMR026C					-0.7259846758554475	-0.0
YMR027W	-0.703331	-0.816406			-0.0	-0.0
YMR029C	-5.2103	-1.29981			-0.0	-0.0
YMR030W	0.805598	0.511306				
YMR031C	-1.00339	-1.04889			-0.0	-0.0
YMR031W-A	-3.38034	-1.26728				
YMR032W					-0.0	-0.0
YMR034C	0.190141	0.540141			-0.0	-0.0
YMR035W	-3.07878	-1.26825			-0.0	-0.0
YMR036C	0.188244	-0.278274			-0.0	-0.0
YMR037C	0.257587	-0.691131			-0.0	-0.0
YMR038C					-1.55284171384063	-0.0
YMR039C	-0.350627	-3.13113			-0.9146176716530936	-0.0
YMR040W					-0.0	-0.0
YMR041C	-1.29291	-1.26945			-0.0	-0.0
YMR042W					-0.0	-0.0
YMR044W					-0.0	-0.0
YMR048W	0.631328	-1.67292			-0.0	-0.0
YMR052C-A	-1.0945	-0.868393				
YMR052W	-1.81099	0.516386			-0.0	-0.0
YMR053C	-0.664076	-0.119507			-0.0	-0.0
YMR054W	-0.36737	-0.212337			-0.0	-0.0
YMR055C	-0.657796	0.355764			-0.0	-0.0
YMR056C	-0.331795	-0.0405905			-0.0	-0.0
YMR057C	1.07363	0.853558				
YMR058W	0.755038	-0.100903			-0.0	-0.0
YMR060C	-0.237174	-1.472			-0.62863487882678	-0.0
YMR062C	0.972478	-0.544719				
YMR063W	-0.683106	-0.669306			-0.0	-0.0
YMR064W	-6.33449	0.803429			-0.632123269037403	-0.0
YMR065W	0.748331	-0.212529				
YMR066W	-2.76331	0.686535				
YMR067C	0.566561	0.620109			-0.0	-0.0
YMR068W	-0.770766	-0.937567			-0.0	-0.0
YMR069W	-0.220077	-1.57207				
YMR070W	1.77447	0.366846			-0.0	-0.0
YMR071C	0.319982	-1.31586			-0.0	-0.0
YMR072W	-5.1174	-0.281621			-0.0	-0.0
YMR073C	-1.36492	0.170506			-0.0	-0.0
YMR074C	0.0907524	-0.657668			-0.0	-0.0
YMR075C-A	-1.51676	-3.04477				
YMR075W	-0.525797	-1.53826			-0.0	-0.0
YMR077C	-0.925245	0.512976			-0.0	-0.0
YMR078C	-0.756582	-0.65481			-0.0	-0.0
YMR080C	-0.0733527	0.604027			-0.6708521842206685	-0.0
YMR081C	1.31608	0.60072			-0.0	-0.0
YMR082C	0.188869	-1.36866				
YMR083W	0.575561	-0.124385			-1.50933461402437	-0.0
YMR084W	0.748955	-0.206942			-0.0	-0.0
YMR085W	0.720695	0.291194			-0.0	-0.0
YMR086C-A	-0.183685	-1.6348				
YMR086W	1.88344	1.08606			-0.0	-0.0
YMR087W	-0.653863	-1.55247				
YMR088C	-0.227301	-0.493678			-0.0	-0.0
YMR089C	-1.91026	0.425719			-1.463576501720445	-0.0
YMR090W	1.28731	0.908565			-0.0	-0.0
YMR091C	-0.88602	-1.19094			-0.0	-0.0
YMR092C	1.14159	0.995235			-0.0	-0.0
YMR095C	1.52654	0.624374			-0.0	-0.0
YMR096W	0.0138513	0.286135			-0.0	-0.0
YMR097C	-2.37234	0.194638			-2.00389136039822	-0.0
YMR098C	-5.91991	1.01351			-0.0	-0.0
YMR099C	-0.0781617	-0.238034			-0.0	-0.0
YMR100W	1.82066	1.2539			-0.0	-0.0
YMR101C	0.0592728	-0.628893				
YMR102C	-0.575423	-1.41161			-0.0	-0.0
YMR103C	-0.280716	-0.328025				
YMR104C	-0.184918	0.0964747			-0.0	-0.0
YMR105C	-0.0745927	-0.860672			-0.0	-0.0
YMR106C	0.230571	-0.924009			-0.0	-0.0
YMR107W	0.670219	0.181313				
YMR109W	0.584438	0.369075			-0.0	-0.0
YMR110C	0.108155	0.33709			-0.0	-0.0
YMR111C	-0.0878069	-2.1324				
YMR114C	0.278901	0.141404				
YMR115W	-1.8144	0.669252			-0.0	-0.0
YMR116C	0.208321	0.164908			-0.0	-0.5780028092444525
YMR118C	0.110809	-0.0246256				
YMR119W					-0.0	-0.0
YMR119W-A	-0.161421	-0.47001				
YMR120C	1.17104	1.12273			-0.0	-0.0
YMR121C	-2.55494	-8.39485				
YMR122C	1.26785	0.565864				
YMR123W	-0.133948	-0.26202			-0.0	-0.0
YMR124W	-0.130471	-0.759044			-0.0	-0.0
YMR125W	0.0571255	0.828927			-0.0	-0.0
YMR126C	2.52987	1.47819				
YMR127C	1.3142	1.62956			-0.0	-0.0
YMR129W	-0.0930663	0.350791				
YMR130W	-0.135504	0.297106				
YMR132C	-0.398594	-0.605839				
YMR133W	0.0841945	-0.180382			-0.0	-0.0
YMR135C	-3.35255	-0.54298			-0.0	-0.0
YMR135W-A	-0.209878	-0.366544				
YMR136W	0.90616	0.0039148			-0.0	-0.0
YMR137C	-0.675264	-1.15537			-0.0	-0.0
YMR138W	-8.16569	1.11192			-0.0	-0.0
YMR139W	0.88715	0.957827			-0.0	-0.0
YMR140W	0.9214	0.626717			-0.0	-0.0
YMR141C	0.054385	-0.872012				
YMR142C	1.07981	0.0363354			-0.0	-0.0
YMR143W					-0.0	-0.0
YMR144W	0.0662706	-1.97027			-0.0	-0.0
YMR145C	0.368783	1.42636				
YMR147W	-0.541238	-1.04546			-0.0	-0.0
YMR148W	0.165451	-0.445292			-0.0	-0.0
YMR150C	-6.4136	0.167545			-1.414820149961515	-0.0
YMR151W	-8.58568	-1.43417				
YMR152W	0.479307	-2.66537				
YMR153C-A	-0.351794	-0.614246				
YMR153W	-0.332818	-0.425051			-0.506364786333195	-0.0
YMR154C	-0.198148	-0.976563				
YMR155W	0.115586	0.341899			-0.0	-0.0
YMR156C	-0.69768	1.99521			-0.0	-0.0
YMR157C	0.00818359	-0.712849			-0.0	-0.0
YMR158C-A	-0.159249	-0.0356766				
YMR158W	-2.37259	-0.118911			-1.387530247012375	-0.0
YMR158W-B	0.520115	-0.81824				
YMR159C	-1.96972	-2.03111				
YMR160W	0.0605553	0.448597			-0.0	-0.0
YMR161W	1.28529	-0.204675			-0.0	-0.0
YMR162C	0.00710882	-0.525766			-0.0	-0.0
YMR163C	-0.105057	-0.0748471			-0.0	-0.0
YMR164C	0.0307722	-0.436922			-0.0	-0.0
YMR165C	-0.482411	0.0613193				
YMR166C	0.500942	-0.000313873				
YMR167W	0.988693	0.934777			-0.0	-0.0
YMR169C	-0.19943600000000003	-0.66786			-0.0	-0.0
YMR170C	-0.598245	-0.0249158			-0.0	-0.0
YMR171C	0.19485	0.344093			-0.0	-0.0
YMR172C-A	0.290242	-0.347958				
