orf	hap a | cell size | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | round cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pointed cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | elongated cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pseudohyphal-like cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | budding cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | polarized bud growth cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | clumped cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | slight shmoo | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006
YEL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YEL014C	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-1.5
YEL015W	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL016C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YEL017C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL017W	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YEL020C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL023C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0
YEL024W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL025C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL027W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL028W	-0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YEL029C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YEL030W	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL033W	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-1.5
YEL036C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL037C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL038W	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL039C	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL040W	0.0	0.0	0.5	0.375	0.0	0.0	0.0	0.0	0.0
YEL041W	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-1.5
YEL042W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL043W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL044W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL045C	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	-2.5
YEL046C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL047C	0.0	0.0	0.5	0.125	0.0	0.0	0.125	0.0	-2.0
YEL048C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL049W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YEL050C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL051W	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL052W	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	-0.5
YEL053C	-0.25	0.0	0.125	0.75	0.0	0.0	0.0	0.0	-0.5
YEL054C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL056W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YEL057C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YEL059W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL060C	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-2.0
YEL061C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL062W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-0.5
YEL063C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL064C	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
YEL065W	-0.375	0.0	0.0	0.25	0.0	0.0	0.0	0.125	0.0
YEL066W	0.375	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YEL068C	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	-0.5
YEL071W	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	-2.0
YEL072W	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.125	-1.0
YER001W	-0.25	0.0	0.875	0.0	0.0	0.0	0.0	0.0	-2.0
YER002W	-0.25	0.0	0.75	0.0	0.0	0.0	0.0	0.25	-1.0
YER004W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-1.5
YER005W	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0
YER007C-A	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER007W	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	-1.5
YER010C	0.0	0.0	0.0	0.5	0.0	0.0	0.125	0.0	0.0
YER011W	0.0	0.0	0.25	1.0	0.0	0.0	0.0	0.0	0.0
YER014C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER014W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER016W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER017C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER019C-A	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YER019W	-0.5	0.0	0.125	0.25	0.0	0.0	0.0	0.0	-3.0
YER020W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER024W	-0.125	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YER027C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER030W	-0.25	0.0	1.25	0.125	0.0	0.0	0.0	0.0	-1.0
YER031C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER032W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER033C	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-1.5
YER034W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER035W	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0
YER037W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER038W-A	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	-0.5
YER039C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER039C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER041W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER042W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER044C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER044C-A	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER045C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER046W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-1.0
YER046W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER047C	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.125	-2.5
YER048C	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	-2.0
YER049W	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	-0.5
YER050C	0.0	0.0	0.75	0.375	0.0	0.0	0.0	0.0	-0.5
YER051W	0.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0	-0.5
YER052C	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	-1.0
YER053C	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YER054C	0.0	0.0	0.5	0.0	0.0	0.625	0.0	0.0	-2.0
YER055C	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER056C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER056C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER057C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YER058W	0.0	0.0	0.25	0.625	0.0	0.0	0.0	0.0	-0.5
YER059W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER060W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER060W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER061C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YER062C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER063W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER064C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER065C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YER066C-A	-0.375	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-2.0
YER066W	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	-3.0
YER067C-A	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-1.5
YER067W	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-2.0
YER068C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER068W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
YER069W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER070W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER071C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-1.5
YER072W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER073W	-0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-2.0
YER074W	-0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.25	-2.5
YER075C	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	-1.0
YER077C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER078C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER079W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-1.5
YER080W	-0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER081W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER083C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER084W	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	-1.0
YER085C	-0.375	0.0	0.5	0.125	0.0	0.0	0.0	0.0	-1.0
YER086W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER087C-B	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER087W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER088C	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0
YER089C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER090W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-3.0
YER091C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER091C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER092W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER093C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER095W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER096W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER097W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER098W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YER101C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	-2.0
YER103W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER106W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER110C	0.375	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0
YER111C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER113C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YER114C	0.125	0.25	0.0	0.0	0.0	0.0	0.125	0.0	-2.0
YER115C	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	-2.0
YER116C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER117W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YER118C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER119C	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-2.5
YER119C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YER120W	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	-3.5
YER121W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER122C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YER123W	-0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.5
YER124C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER128W	0.0	0.0	0.125	0.25	0.0	0.0	0.0	0.0	-2.0
YER129W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YER130C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER131W	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0
YER132C	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER134C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER135C	0.125	0.125	0.0	0.125	0.0	0.0	0.0	0.0	-1.5
YER137C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER139C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER140W	0.0	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0
YER141W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YER142C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER143W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER144C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YER145C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-1.0
YER149C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YER150W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER151C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YER152C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0
YER153C	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-3.0
YER154W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER155C	0.0	1.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0
YER156C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER158C	1.0	0.25	0.0	0.25	0.0	0.0	0.0	0.625	-2.5
YER161C	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-1.0
YER162C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER163C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER164W	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
YER166W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YER167W	-1.125	0.0	0.25	0.125	0.0	0.0	0.0	0.0	-1.0
YER169W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER170W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-1.5
YER173W	-0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER174C	-0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
YER175C	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER176W	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.125	-0.5
YER177W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER178W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YER179W	-0.75	0.0	0.25	1.125	0.0	0.0	0.0	0.0	-2.5
YER180C	-0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.25	-1.0
YER181C	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	-2.0
YER182W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YER183C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YER184C	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.75	-1.5
YER185W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER186C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YER187W	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.5	-2.0
YER188W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL001W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL003C	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
YFL004W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL007W	-0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.75
YFL010C	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-2.5
YFL010W-A	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YFL011W	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL012W	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-2.5
YFL012W-A	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.625	-2.0
YFL013C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL014W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-1.0
YFL015C	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFL016C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL018C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL019C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFL020C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL021W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL023W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFL025C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL026W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
YFL027C	0.0	0.0	0.25	0.375	0.0	0.0	0.0	0.0	-1.0
YFL028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFL030W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL031W	-0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL032W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL033C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL034C-A	-0.09375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.75
YFL034W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL036W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFL041W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFL042C	-0.03125	0.0	0.125	0.0625	0.0	0.0	0.0	0.0	-2.25
YFL044C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL046W	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	-2.0
YFL047W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL048C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL049W	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFL050C	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFL051C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL052W	0.375	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-3.5
YFL053W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFL054C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFL055W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFL063W	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-0.5
YFR001W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR006W	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-1.5
YFR007W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR008W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR009W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR010W	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-2.0
YFR011C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR012W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR013W	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.5
YFR014C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR015C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR016C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR017C	-0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR018C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-1.5
YFR019W	-0.75	0.5	0.0	0.0	0.0	0.5	0.0	0.0	-1.0
YFR020W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR021W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR022W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR023W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR024C-A	-0.09375	0.0	0.125	0.0	0.0	0.0	0.0	0.03125	-2.0
YFR025C	0.0	0.5	0.125	0.0	0.0	0.0	0.0	0.0	-2.0
YFR026C	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR030W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR031C-A	-0.375	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-0.5
YFR032C	-0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR032C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFR033C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR034C	-1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR035C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR036W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFR038W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR039C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YFR041C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR043C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR044C	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-1.5
YFR045W	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	-1.0
YFR046C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YFR047C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR048W	0.0	0.0	0.125	0.125	0.0	0.0	0.0	0.0	-2.0
YFR049W	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-1.5
YFR053C	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR054C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YFR055W	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	-2.0
YFR056C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5
YFR057W	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	-1.0
YGL002W	0.0	0.0	0.75	0.0	0.0	0.125	0.0	0.0	0.0
YGL003C	-0.75	0.0	0.5	0.125	0.0	0.0	0.0	0.0	-2.0
YGL004C	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	-2.0
YGL005C	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	-1.5
YGL006W	0.0	0.0	0.0	0.0	0.0	0.125	0.25	0.0	-2.5
YGL007W	0.0	0.0	0.5	0.125	0.0	0.0	0.0	0.0	-2.0
YGL010W	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-2.0
YGL012W	0.125	0.0	0.0	0.0	0.0	0.0	0.0	1.25	-0.5
YGL013C	-0.25	0.0	0.5	0.75	0.0	0.25	0.0	0.0	-2.0
YGL014W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0
YGL015C	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.75	0.0
YGL016W	0.0	0.0	1.375	0.0	0.0	0.0	0.0	0.0	-2.0
YGL017W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YGL019W	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.0	-2.0
YGL020C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5
YGL021W	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0
YGL023C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	-1.5
YGL024W	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	-1.0
YGL025C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0
YGL026C	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-2.5
YGL027C	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
YGL028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5
