ORF	hap a | cell size | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | round cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pointed cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | elongated cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | pseudohyphal-like cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | budding cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | polarized bud growth cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | clumped cell shape | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006	hap a | slight shmoo | YPD [standard] | Narayanaswamy R~Marcotte EM, 2006
YIL025C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YIL027C	-0.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.500
YIL028W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.000
YIL029C	0.000	0.000	0.125	0.250	0.000	0.000	0.000	0.000	-2.500
YIL030C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.125	-2.500
YIL032C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-2.000
YIL034C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL035C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIL036W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL037C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL038C	0.000	0.000	0.500	0.375	0.000	0.000	0.000	0.000	-2.500
YIL039W	-0.250	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YIL040W	0.000	0.000	1.125	3.000	0.000	0.000	0.000	0.000	0.000
YIL041W	-0.250	0.000	0.250	0.000	0.000	0.000	0.250	0.250	-2.000
YIL042C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIL043C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YIL044C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL045W	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL047C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YIL049W	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-4.000
YIL050W	0.000	0.000	0.500	0.000	0.000	0.000	0.125	0.000	-1.500
YIL052C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	1.000	-3.000
YIL053W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-2.000
YIL054W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL055C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	1.500	-1.500
YIL056W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL057C	0.000	0.000	0.250	0.125	0.000	0.000	0.000	0.000	-1.500
YIL058W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL059C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL060W	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL064W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.000
YIL065C	0.000	0.000	0.000	0.750	0.000	0.250	0.000	0.000	-0.500
YIL066C	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL067C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL069C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL070C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL071C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.000
YIL072W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL073C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL074C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL076W	0.000	0.000	0.250	0.500	0.000	0.000	0.000	0.000	-1.000
YIL077C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-1.500
YIL079C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-1.000
YIL084C	0.000	0.000	1.250	0.125	0.000	0.000	0.000	0.000	-3.500
YIL085C	-0.250	0.000	1.000	0.125	0.000	0.000	0.000	0.000	-2.000
YIL086C	-0.750	1.125	0.750	0.000	0.000	0.000	0.000	0.000	-1.500
YIL087C	-1.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL088C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL089W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL090W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL092W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YIL093C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000
YIL094C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL095W	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIL096C	-0.250	0.000	0.375	0.000	0.000	0.000	0.000	0.000	-2.500
YIL097W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL098C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL099W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL100W	-0.500	0.000	0.625	0.000	0.000	0.000	0.125	0.000	0.000
YIL101C	-0.250	0.000	0.125	0.250	0.000	0.000	0.000	0.000	0.000
YIL102C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL103W	1.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL105C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL107C	0.000	0.000	0.250	0.500	0.000	0.250	0.000	0.000	-0.500
YIL108W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL110W	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000
YIL111W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL112W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL113W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL114C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL116W	0.000	0.000	0.250	0.500	0.000	0.000	0.375	0.000	-2.000
YIL117C	-0.500	0.000	0.750	0.500	0.000	0.000	0.000	0.000	-2.500
YIL119C	0.000	0.000	0.250	1.375	0.000	0.000	0.000	0.000	-2.000
YIL120W	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	-2.000
YIL121W	0.000	0.000	1.125	2.625	0.000	0.000	0.000	0.000	-2.000
YIL122W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIL123W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000
YIL124W	-0.500	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-2.000
YIL125W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL128W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL130W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL131C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL132C	0.000	0.000	0.000	0.750	0.000	0.000	0.000	0.000	-2.000
YIL133C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL134W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL135C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL136W	0.375	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YIL137C	0.000	0.000	0.250	1.000	0.000	0.000	0.000	0.000	0.000
YIL138C	-0.125	0.000	0.125	0.125	0.000	0.000	0.000	0.000	-2.500
YIL139C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL140W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL141W	0.000	0.000	0.000	3.500	0.125	0.000	0.000	0.000	-2.000
YIL145C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL146C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL148W	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.000	-2.000
YIL149C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YIL152W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL153W	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-2.000
YIL154C	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000
YIL155C	-0.375	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-1.000
YIL156W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YIL157C	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.000	0.000
YIL158W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIL159W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL160C	0.250	0.000	0.000	0.500	0.000	0.000	0.000	0.625	-2.000
YIL161W	0.000	0.000	0.125	0.125	0.000	0.000	0.000	0.125	-2.000
YIL162W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL163C	0.000	0.000	0.000	0.500	0.000	0.000	0.000	2.625	-2.500
YIL164C	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.000	-1.500
YIL165C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL166C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIL167W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIL168W	0.000	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIL170W	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.500
YIL173W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIR001C	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	-1.500
YIR002C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIR003W	-0.625	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YIR004W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YIR005W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YIR007W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIR009W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIR013C	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.000	-3.000
YIR014W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIR016W	-0.500	0.000	0.000	0.000	0.000	0.000	0.625	0.000	-1.500
YIR017C	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.125	0.000
YIR018W	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.000	0.000
YIR019C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR020C	-0.250	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YIR020W-B	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YIR021W	0.000	0.000	0.250	0.000	0.000	0.000	0.500	0.000	0.000
YIR023W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YIR024C	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR025W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR026C	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.000	0.000
YIR027C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR028W	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR029W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR030C	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YIR031C	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR032C	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.250	0.000
YIR033W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR034C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR035C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR036C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YIR037W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR038C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YIR039C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YIR042C	0.000	0.000	0.250	0.375	0.000	0.000	0.000	0.000	0.000
YIR043C	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000
YIR044C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL003W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL004C	0.000	0.250	0.750	0.000	0.000	0.000	0.000	0.000	-2.500
YJL006C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL007C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL012C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YJL013C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL016W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-1.000
YJL017W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL020C	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL021C	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL022W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL023C	0.500	0.125	0.625	0.125	0.000	0.000	0.000	0.000	-1.500
YJL024C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-0.500
YJL027C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL028W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YJL029C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL030W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-1.000
YJL036W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL037W	0.125	0.000	0.125	0.000	0.000	0.000	0.000	0.500	0.000
YJL038C	0.250	0.000	0.375	0.250	0.000	0.000	0.000	0.000	-2.000
YJL042W	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL043W	-2.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	-2.500
YJL044C	-0.250	0.000	0.750	0.000	0.000	0.125	0.000	0.125	-1.000
YJL045W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YJL046W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YJL047C	0.250	0.000	0.000	1.375	0.000	0.000	0.000	0.250	-0.500
YJL048C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL049W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL051W	-0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.125	-2.000
YJL052W	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YJL053W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL055W	-0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL056C	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	-0.500
YJL057C	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL058C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
YJL059W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YJL060W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL062W	0.250	0.000	1.000	0.000	0.000	0.000	0.000	0.125	-1.000
YJL063C	0.000	0.000	0.000	0.000	0.000	0.750	0.500	0.000	-2.000
YJL064W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL065C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000
YJL066C	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-0.500
YJL067W	0.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL068C	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000
YJL070C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.000
YJL071W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL073W	-0.500	0.000	0.500	0.500	0.000	0.000	0.000	0.000	-2.000
YJL075C	0.000	0.000	0.250	0.125	0.000	0.000	0.000	0.000	0.000
YJL077C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.000
YJL078C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL079C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL080C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL082W	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL083W	-1.250	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-2.500
YJL084C	0.000	0.000	0.500	0.500	0.000	0.000	0.000	0.000	-2.000
YJL088W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL089W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL092W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL093C	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	-1.500
YJL094C	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	-2.000
YJL095W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL096W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL098W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL099W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL100W	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL101C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL102W	-0.375	0.500	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL103C	0.000	0.000	0.750	0.000	0.000	0.000	0.000	0.000	-0.500
YJL105W	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL106W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-2.000
YJL107C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL108C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL110C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL112W	-0.125	0.000	0.500	0.000	0.000	0.500	0.000	0.000	-0.500
YJL115W	0.000	0.000	0.750	1.000	0.000	0.000	0.500	0.000	0.000
YJL116C	-0.500	0.000	0.000	0.625	0.000	0.000	0.000	0.500	-2.500
YJL117W	-1.500	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL118W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YJL119C	0.000	0.000	0.375	0.000	0.000	0.000	0.000	0.000	-2.500
YJL120W	0.000	0.000	0.250	0.000	0.000	0.000	0.125	0.000	0.000
YJL121C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL122W	0.000	0.000	0.750	0.125	0.000	0.000	0.000	0.000	-1.500
YJL123C	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-3.000
YJL124C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL126W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL127C	0.000	0.000	0.000	1.500	0.000	0.000	0.000	0.000	0.000
YJL128C	0.500	0.000	0.000	1.250	0.375	0.000	0.000	0.750	-2.000
YJL129C	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	-2.500
YJL130C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL131C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL132W	0.375	0.000	0.062	0.000	0.000	0.000	0.000	0.062	-2.250
YJL133W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL134W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL135W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-3.500
YJL136C	-0.250	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YJL137C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL138C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL139C	-0.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL140W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL141C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL142C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL144W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL145W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL146W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	-1.500
YJL147C	-0.125	0.000	0.125	0.000	0.000	0.500	0.000	0.000	-2.000
YJL148W	-0.750	0.000	1.500	0.000	0.000	0.000	0.000	0.000	-0.500
YJL149W	0.000	0.000	0.250	1.000	0.000	0.000	0.000	0.625	-2.500
YJL150W	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL151C	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	-3.250
YJL152W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL153C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.000
YJL154C	-0.750	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YJL155C	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	-1.500
YJL157C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL158C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL159W	-0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-2.000
YJL160C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL161W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.750
YJL162C	0.000	0.000	0.500	0.250	0.000	0.000	0.000	0.000	-1.500
YJL163C	0.000	0.000	0.250	0.000	0.000	0.000	0.062	0.000	-2.000
YJL164C	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	-2.500
YJL165C	0.125	0.562	0.062	0.000	0.000	0.000	0.000	0.000	-2.000
YJL166W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL168C	0.000	0.000	0.250	0.125	0.000	0.000	0.000	0.000	-2.500
YJL169W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL170C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.000
YJL171C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL172W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL175W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL176C	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.500	-0.500
YJL177W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL178C	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL179W	1.375	0.000	0.000	1.750	0.000	0.000	0.000	0.250	-1.500
YJL180C	0.000	0.000	0.000	2.500	0.000	0.000	0.000	0.000	-1.000
YJL181W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL182C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL183W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	-1.000
YJL184W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL185C	0.000	0.000	0.500	0.125	0.000	0.000	0.000	0.000	-3.000
YJL186W	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	-2.000
YJL187C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL188C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL189W	-0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YJL190C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.500
YJL191W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL192C	0.500	0.000	0.000	0.500	0.000	0.000	0.000	0.000	-2.000
YJL193W	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	-1.500
YJL196C	-0.250	0.000	0.000	0.062	0.000	0.000	0.000	0.000	-3.000
YJL197W	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	-2.000
YJL198W	-1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.000
YJL199C	-0.250	0.000	0.000	0.250	0.000	0.000	0.000	0.000	-2.000
YJL200C	-0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.750
YJL201W	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL204C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.500
YJL206C	-0.125	0.000	0.250	0.188	0.000	0.000	0.000	0.000	-2.750
YJL206C-A	0.750	0.000	0.375	0.000	0.000	0.000	0.000	0.000	-1.000
YJL207C	0.875	0.000	1.000	0.875	0.000	0.000	0.000	0.000	-2.000
YJL208C	-0.750	0.000	0.375	0.000	0.000	0.000	0.000	0.000	-2.000
YJL209W	0.000	0.000	0.750	0.250	0.000	0.000	0.000	0.000	-2.000
YJL210W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.500
YJL211C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000
YJL212C	-0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.500	-2.000
YJL213W	0.000	0.000	1.000	0.125	0.000	0.000	0.000	0.000	-2.500
YJL214W	0.000	0.000	0.000	0.375	0.000	0.000	0.000	0.000	-2.000
YJL215C	-0.750	0.000	1.000	0.375	0.000	0.000	0.000	0.000	-2.000
