orf	hom | accumulation of glycogen (iodine staining) | minimal complete [standard] | Wilson WA~Roach PJ, 2002
YAL068C	0.04627703127036968
YAL067C	0.04627703127036968
YAL066W	0.04627703127036968
YAL065C	0.04627703127036968
YAL062W	0.04627703127036968
YAL061W	0.04627703127036968
YAL060W	0.04627703127036968
YAL059W	0.04627703127036968
YAL058W	0.04627703127036968
YAL056W	0.04627703127036968
YAL055W	0.04627703127036968
YAL053W	0.04627703127036968
YAL051W	0.04627703127036968
YAL049C	0.04627703127036968
YAL048C	0.04627703127036968
YAL046C	0.04627703127036968
YAL045C	0.04627703127036968
YGR122W	0.04627703127036968
YAL042W	0.04627703127036968
YAL042C-A	0.04627703127036968
YAL040C	0.04627703127036968
YAL037W	0.04627703127036968
YAL036C	0.04627703127036968
YAL035W	0.04627703127036968
YAL034C	0.04627703127036968
YAL031C	0.04627703127036968
YAL030W	0.04627703127036968
YAL029C	0.04627703127036968
YAL028W	0.04627703127036968
YAL027W	0.04627703127036968
YAL026C	0.04627703127036968
YAL023C	0.04627703127036968
YAL022C	0.04627703127036968
YAL021C	2.3369900791536793
YAL020C	0.04627703127036968
YAL019W	0.04627703127036968
YAL018C	0.04627703127036968
YAL017W	0.04627703127036968
YAL015C	-2.2444360166129402
YAL014C	0.04627703127036968
YAL013W	-2.2444360166129402
YAL011W	0.04627703127036968
YGR121C	0.04627703127036968
YAL009W	0.04627703127036968
YAL008W	0.04627703127036968
YAL007C	0.04627703127036968
YAL004W	0.04627703127036968
YAL005C	0.04627703127036968
YAL002W	0.04627703127036968
YAR002W	0.04627703127036968
YAR003W	-2.2444360166129402
YAR014C	0.04627703127036968
YAR015W	2.3369900791536793
YAR018C	0.04627703127036968
YAR020C	0.04627703127036968
YAR023C	0.04627703127036968
YAR027W	0.04627703127036968
YAR028W	0.04627703127036968
YAR029W	0.04627703127036968
YAR031W	0.04627703127036968
YAR030C	0.04627703127036968
YAR035W	0.04627703127036968
YAR042W	0.04627703127036968
YAR047C	0.04627703127036968
YLL001W	0.04627703127036968
YLL002W	0.04627703127036968
YLL005C	0.04627703127036968
YLL010C	0.04627703127036968
YLL012W	0.04627703127036968
YLL013C	0.04627703127036968
YLL014W	0.04627703127036968
YLL015W	0.04627703127036968
YLL019C	0.04627703127036968
YLL020C	0.04627703127036968
YLL021W	0.04627703127036968
YLL023C	0.04627703127036968
YLL024C	2.3369900791536793
YLL025W	0.04627703127036968
YLL026W	0.04627703127036968
YLL028W	0.04627703127036968
YLL029W	0.04627703127036968
YLL032C	0.04627703127036968
YLL038C	0.04627703127036968
YLL039C	0.04627703127036968
YLL040C	0.04627703127036968
YLL041C	0.04627703127036968
YLL042C	0.04627703127036968
YLL043W	0.04627703127036968
YLL045C	0.04627703127036968
YLL046C	0.04627703127036968
YLL047W	0.04627703127036968
YLL051C	0.04627703127036968
YLL052C	0.04627703127036968
YLL053C	0.04627703127036968
YLL054C	0.04627703127036968
YLL055W	0.04627703127036968
YLL056C	0.04627703127036968
YLL057C	0.04627703127036968
YLL058W	0.04627703127036968
YLL060C	0.04627703127036968
YLL061W	0.04627703127036968
YLL062C	0.04627703127036968
YLL063C	0.04627703127036968
YLR001C	0.04627703127036968
YLR003C	0.04627703127036968
YLR004C	0.04627703127036968
YLR006C	0.04627703127036968
YLR011W	0.04627703127036968
YLR012C	0.04627703127036968
YLR013W	0.04627703127036968
YLR014C	0.04627703127036968
YLR015W	0.04627703127036968
YLR016C	0.04627703127036968
YLR017W	0.04627703127036968
YLR018C	0.04627703127036968
YLR019W	0.04627703127036968
YLR020C	0.04627703127036968
YLR021W	0.04627703127036968
YLR023C	0.04627703127036968
YLR024C	4.627703127036988
YLR025W	-2.2444360166129402
YLR028C	0.04627703127036968
YLR042C	0.04627703127036968
YLR043C	0.04627703127036968
YLR044C	0.04627703127036968
YLR046C	0.04627703127036968
YLR047C	0.04627703127036968
YLR048W	2.3369900791536793
YLR049C	0.04627703127036968
YLR053C	0.04627703127036968
YLR054C	0.04627703127036968
YLR055C	-2.2444360166129402
YLR056W	0.04627703127036968
YLR057W	0.04627703127036968
YLR058C	0.04627703127036968
YLR059C	0.04627703127036968
YLR061W	0.04627703127036968
YLR062C	0.04627703127036968
YLR063W	0.04627703127036968
YLR064W	0.04627703127036968
YLR065C	0.04627703127036968
YLR068W	2.3369900791536793
YLR070C	0.04627703127036968
YLR072W	0.04627703127036968
YLR073C	0.04627703127036968
YLR074C	2.3369900791536793
YLR077W	0.04627703127036968
YLR079W	0.04627703127036968
YLR080W	0.04627703127036968
