ORF	hom | rDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (CUP1 copy number) | standard | None | Puddu F~Jackson SP, 2019	hom | mtDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | 2micron copy number | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty1) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty2) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty3) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty4) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty5) | standard | None | Puddu F~Jackson SP, 2019	hom | telomere length | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 1) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 2) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 3) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 4) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 5) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 6) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 7) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 8) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 9) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 10) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 11) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 12) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 13) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 14) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 15) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 16) | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (number of subchromosomal deletions/amplifications) | standard | None | Puddu F~Jackson SP, 2019
YDL194W	100.270	14.778	16.578	40.834	39.349	13.139	1.970	3.033	1.015	770.062	1.711	2.000	2.000	3.000	2.000	1.676	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR007W	130.607	16.943	27.550	88.828	38.414	12.475	1.892	2.969	0.855	795.792	1.539	2.000	1.592	2.138	2.000	1.514	2.000	1.690	1.685	1.890	2.000	2.661	2.000	2.000	2.000	2.000	0.000
YDR048C	126.119	14.158	17.058	46.791	37.671	11.808	2.021	3.029	1.016	715.168	1.730	2.000	1.742	2.000	2.000	1.649	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR011C	125.214	14.637	18.297	63.772	37.601	11.289	1.942	3.075	1.123	740.819	1.858	2.000	1.892	2.000	2.000	1.710	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFR013W	117.710	13.914	15.682	34.854	37.409	11.572	1.973	2.982	1.094	688.097	1.775	2.000	2.000	2.000	2.000	1.759	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL051W	111.775	14.076	16.006	60.373	38.910	11.343	1.900	3.013	0.615	751.073	2.000	2.000	2.000	2.000	2.000	1.739	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	1.500
YNL052W	111.118	13.582	16.577	47.935	37.089	11.748	2.033	3.011	1.161	733.119	2.000	2.000	2.000	2.000	2.000	1.768	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL056W	109.421	15.330	18.513	44.499	37.418	11.941	1.945	2.928	1.128	764.794	1.701	2.000	1.876	2.000	2.000	1.676	2.000	2.000	2.000	2.000	2.000	2.219	2.000	2.000	2.000	2.000	0.000
YNL065W	129.569	11.490	15.637	36.009	37.605	11.637	1.940	2.991	1.095	695.821	1.674	2.000	1.898	2.000	2.000	1.591	2.000	2.000	2.000	2.000	2.000	2.104	2.000	2.000	2.000	2.000	0.000
YNL066W	90.283	14.951	17.398	56.606	37.517	10.739	1.947	3.004	1.045	703.711	1.665	2.000	1.897	2.000	2.000	1.643	2.000	2.000	2.000	2.000	2.000	2.228	2.000	2.000	2.000	2.000	0.000
YNL067W	108.314	13.922	16.824	32.662	37.473	11.875	1.946	3.030	1.030	698.242	1.704	2.000	2.000	2.000	2.000	1.653	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL068C	102.386	13.608	21.300	24.704	38.256	11.423	1.962	2.998	0.987	710.758	1.723	2.000	1.844	2.000	2.000	1.625	2.000	2.000	1.896	2.000	2.000	2.122	2.000	2.000	2.000	2.000	0.000
YNL070W	112.227	14.401	14.479	53.130	36.242	11.653	1.961	3.120	0.733	784.024	1.881	2.000	1.120	2.000	2.000	1.754	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL071W	152.778	14.988	13.387	40.464	37.450	11.628	1.976	2.959	1.056	795.428	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL072W	109.865	12.429	21.079	53.668	37.082	11.374	1.945	3.028	1.093	699.150	1.631	2.000	1.729	2.000	2.000	1.616	2.000	2.000	2.000	2.000	2.000	2.244	2.000	2.000	2.000	2.000	0.000
YNL074C	108.522	12.292	15.126	38.653	37.574	11.174	1.939	3.021	0.995	760.010	1.821	2.000	1.935	2.000	2.000	1.811	2.000	2.000	1.946	2.000	2.000	2.122	2.000	2.000	2.000	2.000	0.000
YNL076W	122.349	14.288	18.593	51.852	36.863	11.245	1.937	3.016	1.089	718.439	1.827	2.000	2.000	2.000	2.000	1.622	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL078W	120.388	14.122	16.621	37.363	37.253	11.656	1.916	2.938	1.152	689.429	1.747	2.000	2.000	2.000	2.000	1.679	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL079C	107.029	11.553	5.765	30.671	37.688	11.081	2.446	2.832	1.028	772.788	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	3.000	2.000	3.000	2.000	3.000	2.000	2.000	2.000	0.000
YNL080C	118.755	15.656	22.462	73.733	36.976	11.308	2.288	2.780	1.043	723.556	1.721	2.882	2.000	2.000	3.000	1.680	2.000	1.890	2.840	2.000	2.899	2.000	2.000	2.898	2.000	2.000	0.000
YNL082W	145.414	14.699	16.988	46.253	37.386	11.233	1.989	2.982	1.005	706.405	1.702	2.000	1.896	2.000	2.000	1.631	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL083W	143.517	12.398	15.539	36.525	37.543	10.666	1.966	2.960	1.053	720.685	1.717	2.000	2.000	2.000	2.000	1.699	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL085W	112.012	14.226	16.636	37.965	37.392	11.707	1.971	3.040	1.012	768.712	1.663	2.000	2.000	2.000	2.000	1.666	2.000	2.000	1.890	2.000	2.000	2.259	2.000	2.000	2.000	2.000	0.000
YNL087W	109.586	14.186	14.529	35.223	37.628	11.678	1.933	3.000	1.030	704.318	1.674	2.000	1.886	2.000	2.000	1.654	2.000	2.000	2.000	2.000	2.000	2.130	2.000	2.000	2.000	2.000	0.000
YNL090W	124.694	13.691	14.961	33.829	37.408	11.155	1.952	3.065	1.010	716.258	1.715	2.000	2.000	2.000	2.000	1.740	2.000	2.000	2.000	2.000	2.000	2.254	2.000	2.000	2.000	2.000	0.000
YNL091W	103.812	13.308	19.867	45.092	36.412	11.590	1.958	2.929	1.144	734.327	1.756	2.000	2.000	2.000	2.000	1.677	2.000	2.000	2.000	2.000	2.000	2.246	2.000	2.000	2.000	2.000	0.000
YNL093W	127.291	13.567	15.571	39.372	36.399	11.813	1.929	3.062	1.069	696.179	1.737	2.000	1.766	2.000	2.000	1.663	2.000	2.000	2.000	2.000	2.000	2.134	2.000	2.000	2.000	2.000	0.000
YNL095C	145.326	14.645	15.445	57.536	37.481	11.715	2.001	3.093	1.069	687.539	1.749	2.000	1.892	2.000	2.000	1.684	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL097C	139.495	14.377	19.550	36.788	37.481	11.025	1.946	3.080	1.188	716.174	1.690	2.000	2.000	2.000	2.000	1.714	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL099C	138.864	8.869	14.174	43.092	37.567	11.552	1.956	3.023	1.112	739.874	1.843	2.000	2.000	2.000	2.000	1.696	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL100W	112.684	16.225	17.223	38.063	37.661	12.279	1.956	2.951	1.132	649.936	1.689	2.000	2.000	2.000	2.000	1.696	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL104C	96.718	15.420	15.736	46.302	37.565	11.440	1.972	2.936	1.086	742.873	1.708	2.000	1.893	2.000	2.000	1.666	2.000	2.000	2.000	2.000	2.000	2.238	2.000	2.000	2.000	2.000	0.000
YNL105W	121.508	14.228	17.708	41.940	37.388	11.275	1.933	2.945	1.096	730.904	1.717	2.000	2.000	2.000	2.000	1.638	2.000	2.000	2.000	2.000	2.000	2.250	2.000	2.000	2.000	2.000	0.000
YNL106C	113.276	13.453	18.753	37.690	38.498	11.785	1.924	2.900	1.007	733.915	1.733	2.000	1.771	2.000	2.000	1.603	2.000	2.000	1.886	2.000	2.000	2.231	2.000	2.000	2.000	2.000	0.000
YNL107W	112.705	13.929	16.486	46.093	36.856	11.402	1.945	3.114	1.068	701.645	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YNL115C	118.197	13.943	17.133	48.483	37.059	11.895	1.881	2.957	1.052	837.922	1.638	2.000	1.722	2.000	2.000	1.543	2.000	2.000	1.893	2.000	3.000	2.123	2.000	2.000	2.000	2.000	0.000
YNL120C	102.586	13.302	20.621	48.268	37.481	11.898	1.929	3.043	1.132	803.075	1.691	2.000	1.728	2.000	2.000	1.623	2.000	2.000	2.000	2.000	2.000	2.354	2.000	2.000	2.000	2.000	0.000
YNL121C	117.621	12.935	15.736	49.417	37.458	10.838	1.916	3.027	1.088	734.752	1.637	2.000	1.829	2.000	2.000	1.633	2.000	2.000	2.000	2.000	2.000	2.129	2.000	2.000	2.000	2.000	0.000
YNL125C	104.975	16.569	15.237	43.734	37.186	11.523	1.993	2.999	1.050	738.681	1.842	2.000	1.788	2.000	2.000	1.661	2.000	2.000	2.000	2.000	2.000	2.114	2.000	2.000	2.000	2.000	0.000
YNL130C	118.577	14.519	15.712	39.948	37.527	11.162	2.011	2.935	1.071	761.693	1.895	2.000	2.000	2.000	2.000	1.671	2.000	2.000	1.891	2.000	2.000	2.125	2.000	2.000	2.000	2.000	0.000
YAL024C	119.080	14.344	30.828	56.803	38.063	11.496	1.939	3.147	1.086	846.152	2.163	2.000	2.000	2.000	2.500	1.761	2.000	2.393	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YBR299W	118.866	13.230	14.037	29.795	37.481	11.709	1.977	3.077	1.118	707.321	1.695	2.000	2.000	2.000	2.000	1.563	2.000	2.000	2.000	2.000	2.000	2.222	2.000	2.000	2.000	2.000	0.000
YCR107W	92.597	13.325	16.178	116.106	36.893	11.569	1.963	2.996	1.113	730.941	1.715	2.000	2.000	2.000	2.000	1.617	2.000	2.000	2.000	2.000	2.000	2.101	2.000	2.000	2.000	2.000	0.000
YDR242W	125.753	13.961	14.149	34.906	37.536	11.567	1.884	2.989	1.145	721.248	1.697	2.000	2.000	2.000	2.000	1.611	2.000	2.000	2.000	2.000	2.000	2.108	2.000	2.000	2.000	2.000	0.000
YDR326C	106.215	14.011	16.122	74.302	37.286	11.232	1.865	2.974	1.037	749.787	1.677	2.000	1.899	2.000	2.000	1.674	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR417C	109.218	13.720	16.348	39.796	38.853	11.095	1.979	2.968	1.188	729.281	2.000	2.000	2.000	2.000	3.333	2.000	2.000	2.000	2.000	2.000	2.000	2.094	2.000	2.000	2.000	2.000	0.000
YDR444W	134.095	15.044	16.076	30.790	37.522	11.831	1.969	2.907	0.955	735.981	1.665	2.000	1.764	2.000	2.000	1.630	2.000	1.898	1.760	2.000	2.000	2.278	2.000	2.000	2.000	2.000	0.000
YDR461W	123.284	19.188	15.032	66.357	36.413	11.426	1.910	2.998	1.155	720.331	1.756	2.000	2.000	2.000	2.000	1.687	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR493W	144.061	14.843	14.817	42.363	37.249	11.342	1.942	3.012	1.119	694.857	1.676	2.000	1.878	2.000	2.000	1.619	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR500C	109.395	13.252	15.314	39.299	38.089	11.621	1.968	3.013	1.031	733.133	1.855	2.000	2.000	2.000	2.000	1.850	2.000	2.000	2.000	2.000	2.000	2.438	2.000	2.000	2.000	2.000	0.000
YDR502C	87.153	13.817	14.512	42.953	37.073	11.570	1.914	3.049	1.086	755.791	1.698	2.000	1.893	2.000	2.000	1.683	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YDR506C	93.530	13.369	16.086	53.509	37.351	11.648	1.918	3.060	1.119	726.453	1.820	2.000	2.000	2.000	2.000	1.720	2.000	2.000	2.000	2.000	2.000	2.053	2.000	2.000	2.000	2.000	0.250
YDR512C	112.746	14.552	8.905	52.068	37.746	11.531	1.992	2.901	0.983	857.579	1.814	2.000	1.888	2.000	2.000	1.800	2.000	2.000	1.886	2.000	2.000	2.096	2.000	2.000	2.000	2.000	0.000
YDR515W	145.877	13.247	16.918	41.058	37.665	11.670	1.988	3.022	1.125	741.889	1.612	2.000	1.879	2.000	2.000	1.600	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YER089C	123.184	13.733	16.855	35.770	39.057	10.739	2.014	3.003	1.041	709.610	1.695	2.000	2.000	2.000	2.000	1.622	2.000	2.000	2.000	2.000	2.000	2.121	2.000	2.000	2.000	2.000	0.000
YFL001W	118.529	14.409	19.580	29.366	37.390	12.505	1.982	3.000	1.051	648.569	1.642	2.000	2.000	2.000	2.000	1.628	2.000	2.000	1.870	2.000	2.000	2.421	2.000	2.000	2.000	2.000	0.000
YFL003C	118.452	8.366	16.816	33.763	37.337	11.099	1.926	2.990	1.066	738.280	1.748	2.000	2.000	2.000	2.000	1.643	2.000	2.000	2.000	2.000	2.000	2.110	2.000	2.000	2.000	2.000	0.000
YFL004W	154.929	14.466	16.056	29.608	37.199	11.215	1.943	2.941	1.044	704.306	1.749	2.000	1.881	2.000	2.000	1.634	2.000	2.000	1.899	2.000	2.000	2.055	2.000	2.000	2.000	2.000	0.000
YFL007W	116.086	14.226	10.821	60.449	37.766	11.671	1.954	3.030	1.069	708.262	1.925	2.000	1.946	2.000	2.000	1.847	2.000	2.000	2.000	2.000	2.000	2.053	2.000	2.000	2.000	2.000	0.000
YFL010C	103.123	11.911	17.271	38.418	37.455	11.622	1.943	3.034	1.097	758.564	1.652	2.000	1.863	2.000	2.000	1.669	2.000	2.000	2.000	2.000	2.000	2.224	2.000	2.000	2.000	2.000	0.000
YFL010W-A	102.790	13.321	21.091	57.559	37.017	11.379	1.981	3.062	1.043	714.634	1.723	2.000	1.895	2.000	2.000	1.622	2.000	2.000	1.889	2.000	2.000	2.274	2.000	2.000	2.000	2.000	0.000
YFL012W	125.218	12.823	17.886	32.752	37.533	11.993	1.908	2.964	1.001	666.519	1.759	2.000	1.890	2.000	2.000	1.653	2.000	2.000	2.000	2.000	2.000	2.248	2.000	2.000	2.000	2.000	0.000
YFL013C	123.576	14.544	17.432	47.860	37.952	11.565	1.961	2.966	0.979	654.252	1.842	2.000	1.877	2.000	2.000	1.729	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YFL016C	118.917	13.516	0.150	36.867	39.222	11.945	1.864	2.957	1.068	646.125	2.000	3.000	2.000	2.000	3.000	2.000	2.000	2.000	2.000	2.000	3.000	2.000	2.000	2.500	2.000	2.000	0.000
YFL033C	124.457	15.281	18.267	39.594	37.598	11.129	1.971	2.991	1.178	737.827	1.867	2.000	2.000	2.000	2.000	1.794	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR122C	115.187	13.980	14.485	29.910	36.837	11.862	1.970	3.051	1.007	659.489	1.772	2.000	2.000	2.000	2.000	1.654	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR162W	139.044	14.790	22.127	49.216	37.948	10.776	1.954	2.998	1.012	791.697	2.000	2.000	2.000	2.000	2.000	1.899	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR254W	112.770	14.332	17.050	38.831	37.854	11.259	1.970	3.098	1.139	701.123	1.673	2.000	1.769	2.000	2.000	1.626	2.000	2.000	2.000	2.000	2.000	2.265	2.000	2.000	2.000	2.000	0.000
YGR255C	112.946	14.198	13.008	31.940	37.689	11.748	1.983	2.886	1.075	810.922	2.558	2.000	1.896	2.000	2.000	1.663	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR257C	91.143	15.110	0.173	38.761	38.674	11.795	1.948	2.947	1.022	680.679	1.885	2.000	1.883	2.000	2.000	1.734	2.000	2.000	2.000	2.000	2.000	2.150	2.000	2.000	2.000	2.000	0.000
YGR258C	122.496	16.346	16.595	60.381	37.383	10.612	1.897	3.033	1.002	679.176	1.747	2.000	1.899	2.000	2.000	1.686	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	1.000
YGR271W	113.632	21.782	19.309	62.410	37.740	11.801	2.024	2.934	1.197	758.726	1.850	2.000	1.899	2.000	2.000	1.692	2.000	2.000	2.000	2.000	2.000	2.214	2.000	2.000	2.000	2.000	0.000
YGR271C-A	102.616	14.631	31.338	110.783	38.092	11.809	1.925	2.841	0.983	780.481	1.883	2.000	2.000	2.000	2.000	2.000	2.000	2.000	1.887	2.000	2.000	2.000	2.500	2.000	2.000	2.000	0.000
YGR273C	97.450	12.991	16.158	44.527	37.513	11.175	2.019	2.997	1.118	742.056	1.728	2.000	1.888	2.000	2.000	1.713	2.000	2.000	2.000	2.000	2.000	2.124	2.000	2.000	2.000	2.000	0.000
YGR276C	137.794	15.863	17.512	32.323	37.344	10.780	1.970	3.016	1.063	716.480	1.888	2.000	2.000	2.000	2.000	1.744	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YGR289C	126.059	13.772	16.014	36.417	38.778	11.185	1.999	3.453	1.083	692.859	1.657	2.000	1.785	2.000	2.000	1.631	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	3.000	0.000
YGR291C	104.114	13.506	17.498	42.785	37.058	11.699	1.939	2.960	1.124	722.466	1.790	2.000	2.000	2.000	2.000	1.632	2.000	2.000	2.000	2.000	2.000	2.287	2.000	2.000	2.000	2.000	0.000
YGR292W	113.134	14.736	18.301	58.987	37.993	11.172	1.947	3.078	1.105	743.052	1.880	2.000	1.888	2.000	2.000	1.706	2.000	2.000	2.000	2.000	2.000	2.174	2.000	2.000	2.000	2.000	0.000
YHR132W-A	121.892	14.193	17.663	58.337	37.129	11.378	1.910	3.058	0.994	759.646	1.740	2.000	1.772	2.000	2.000	1.675	2.000	2.000	2.000	2.000	2.000	2.235	2.000	2.000	2.000	2.000	0.000
YIL030C	110.484	14.846	15.302	29.379	37.475	11.238	1.924	3.011	1.041	755.787	1.848	2.000	1.771	2.000	2.000	1.619	2.000	2.000	2.000	2.000	2.000	2.115	2.000	2.000	2.000	2.000	0.000
YIL058W	112.770	14.293	16.744	62.075	37.634	11.396	1.908	2.977	1.095	790.352	1.896	2.000	1.887	2.000	2.000	1.663	2.000	2.000	2.000	2.000	2.000	2.276	2.000	2.000	2.000	2.000	0.000
YIL092W	116.618	13.374	15.555	65.718	37.232	11.496	1.960	2.996	1.054	763.486	1.869	2.000	1.941	2.000	2.000	1.834	2.000	2.000	2.000	2.000	2.000	2.146	2.000	2.000	2.000	2.000	0.000
YIR023W	139.815	8.738	17.828	61.216	37.777	11.721	1.878	3.066	0.970	701.097	1.692	2.000	1.735	2.000	2.000	1.610	2.000	2.000	2.000	2.000	2.000	2.155	2.000	2.000	2.000	2.000	0.000
YIR030C	131.251	11.082	16.635	34.873	37.173	11.051	2.001	2.974	1.010	771.944	1.730	2.000	2.000	2.000	2.000	1.740	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YIR032C	98.179	14.041	15.961	27.642	37.169	11.607	1.947	2.945	1.119	717.946	1.741	2.000	2.000	2.000	2.000	1.682	2.000	2.000	2.000	2.000	2.000	2.137	2.000	2.000	2.000	2.000	0.000
YIR043C	104.526	13.939	16.634	44.140	37.991	11.660	1.969	3.129	1.020	710.737	1.726	2.000	2.000	2.000	2.000	1.617	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YJR003C	126.656	14.013	13.639	25.985	37.141	11.648	1.908	3.013	1.103	766.025	1.749	2.000	1.745	2.000	2.000	1.613	2.000	2.000	2.000	2.000	2.000	2.220	2.000	2.000	2.000	2.000	0.000
YKL053C-A	102.415	13.574	12.978	89.288	37.478	11.804	1.960	3.056	1.014	695.036	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	1.111	2.000	2.000	2.000	2.000	2.000	0.000
YKR106W	119.164	12.691	20.439	57.093	37.568	11.659	1.953	3.050	1.249	827.571	1.752	2.000	1.889	2.000	2.000	1.656	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YMR191W	121.845	13.272	16.819	38.422	37.229	11.642	1.939	2.979	1.056	782.754	1.844	2.000	1.945	2.000	2.000	1.794	2.000	2.000	2.000	2.000	2.000	2.050	2.000	2.000	2.000	2.000	0.250
YNL140C	117.918	14.069	19.987	39.408	37.556	11.605	1.773	3.024	1.067	739.111	1.822	2.000	1.898	2.000	2.000	1.767	2.000	2.000	1.667	2.000	2.000	2.096	2.000	2.000	2.000	2.000	0.667
YNL138W	104.927	14.347	21.358	23.503	35.542	10.641	2.071	2.164	1.197	783.259	2.000	2.000	2.000	1.426	1.405	2.000	2.000	1.370	2.000	2.000	1.330	2.000	2.000	2.000	2.000	2.000	0.000
YNL142W	122.431	12.657	16.586	52.429	36.833	11.391	1.948	2.982	1.113	784.310	1.690	2.000	1.891	2.000	2.000	1.686	2.000	2.000	2.000	2.000	2.000	2.137	2.000	2.000	2.000	2.000	0.000
YNL315C	126.499	14.742	8.899	32.148	38.362	11.515	1.954	2.922	1.120	763.233	1.890	2.000	1.895	2.000	2.000	1.721	2.000	2.000	2.000	2.000	2.000	2.316	2.000	2.000	2.000	2.000	0.000
YOL151W	116.330	12.192	16.441	35.975	37.204	11.640	1.961	3.012	1.080	722.047	1.869	2.000	2.000	2.000	2.000	1.843	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOL152W	129.850	14.174	15.345	26.261	37.137	11.542	1.925	2.996	1.066	715.607	1.801	2.000	1.935	2.000	2.000	1.765	2.000	2.000	2.000	2.000	2.000	2.121	2.000	2.000	2.000	2.000	0.000
YOL155C	115.396	14.070	14.286	43.671	37.512	11.369	1.965	3.018	1.041	736.420	1.686	2.000	2.000	2.000	2.000	1.642	2.000	2.000	2.000	2.000	2.000	2.175	2.000	2.000	2.000	2.000	0.000
YOR265W	108.309	14.682	14.390	34.449	37.293	11.644	1.970	3.043	0.974	714.180	1.699	2.000	1.872	2.000	2.000	1.640	2.000	2.000	1.875	2.000	2.000	2.163	2.000	2.000	2.000	2.000	0.000
YOR266W	122.202	14.576	14.908	44.564	37.205	11.859	2.012	3.043	0.976	681.823	1.728	2.000	2.000	2.000	2.000	1.605	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR267C	116.811	14.459	13.713	28.884	37.692	11.119	1.984	3.137	1.023	695.024	1.852	2.000	2.000	2.000	2.000	1.670	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR268C	136.491	13.400	15.006	42.757	37.587	11.791	1.951	3.034	0.949	735.189	1.844	2.000	1.890	2.000	2.000	1.593	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR269W	131.536	13.450	15.629	32.316	37.429	11.367	1.934	3.065	1.047	771.341	1.731	2.000	1.778	2.000	2.000	1.608	2.000	2.000	2.000	2.000	2.000	2.151	2.000	2.000	2.000	2.000	0.000
YOR270C	112.370	17.678	19.583	42.703	37.544	11.495	1.940	2.977	1.137	698.883	1.879	2.000	2.000	2.000	2.000	1.772	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR271C	100.307	14.374	14.653	29.057	36.912	10.823	2.008	2.976	0.996	689.158	1.719	2.000	2.000	2.000	2.000	1.630	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR273C	108.559	14.057	16.397	55.058	37.423	11.770	1.945	3.036	1.069	686.869	1.733	2.000	1.879	2.000	2.000	1.699	2.000	2.000	1.885	2.000	2.000	2.144	2.000	2.000	2.000	2.000	0.000
YOR274W	98.635	13.870	18.132	41.778	37.462	11.812	1.957	2.978	1.063	727.895	1.721	2.000	1.899	2.000	2.000	1.610	2.000	2.000	2.000	2.000	2.000	2.285	2.000	2.000	2.000	2.000	0.000
YOR275C	121.779	13.806	14.217	33.196	37.591	10.975	1.953	3.088	1.188	791.668	1.729	2.000	2.000	2.000	2.000	1.585	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YOR276W	114.324	14.081	22.660	44.921	37.591	11.287	1.959	3.033	1.115	780.101	1.678	2.000	1.762	2.000	2.000	1.650	2.000	2.000	2.000	2.000	2.000	2.143	2.000	2.000	2.000	2.000	0.000
YOR302W	151.127	12.973	14.628	37.182	37.471	11.618	1.917	2.980	1.332	906.491	2.000	2.000	2.000	2.000	2.000	1.764	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	1.000
YOR303W	98.171	8.802	17.393	56.965	36.999	11.513	1.977	2.964	1.440	963.586	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YPL004C	111.603	13.351	17.419	57.918	36.419	11.629	1.895	3.000	1.371	912.589	2.000	2.000	1.891	2.000	2.000	1.819	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
YPL017C	128.688	13.071	18.469	40.774	37.167	11.774	2.126	2.860	1.194	824.735	1.500	2.000	1.899	2.000	2.000	1.670	2.000	2.000	2.382	2.000	2.000	2.120	2.000	2.000	2.000	2.000	0.000
YPL027W	117.589	14.046	15.599	60.094	37.115	11.164	1.878	3.047	1.286	864.144	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000
