orf	hom | rDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (CUP1 copy number) | standard | None | Puddu F~Jackson SP, 2019	hom | mtDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | 2micron copy number | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty1) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty2) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty3) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty4) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty5) | standard | None | Puddu F~Jackson SP, 2019	hom | telomere length | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 1) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 2) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 3) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 4) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 5) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 6) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 7) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 8) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 9) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 10) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 11) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 12) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 13) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 14) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 15) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 16) | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (number of subchromosomal deletions/amplifications) | standard | None | Puddu F~Jackson SP, 2019
YAL002W	0.09117376175549557	0.06924624254523387	0.41409277262693833	0.813723660728486	0.28110305989993195	2.1907148489022465	-0.15682430951758497	0.6390682538962985	-0.3900543613620055	-1.0451321442906933	-0.010352919930159257	-0.07830082470274186	-1.1326393265031556	0.09593477989281342	0.10659846076649854	-0.5580915512060425	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL004W	-0.20505925056077653	0.1623072797317987	-0.19568821722926705	0.4583393696752312	0.11355529030918096	0.007616552703785075	0.34217266638325017	-0.2291302875642513	-0.14888018032276215	-0.08145547253278024	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL005C	-1.1341384882175467	0.15495709213682354	0.6445208878025532	1.6433058164071281	-0.20726802904775363	1.2786325971798769	-0.4520671407208965	0.7080908662156938	0.3233958444204026	-0.13991332372707627	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.6099877827457673	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL007C	0.12803476756781298	-3.4184139376582316	0.38998749302148533	0.4115903440728566	-0.3482213829667852	-1.2161515254078206	0.0745912384045703	1.1647865592417734	0.9337294047880098	0.15446996343548094	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.5543239645540087	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL008W	0.5921464107879544	-0.17472184328640913	-0.30825291834292473	-0.06106220759869229	-0.2920300822792364	-0.9922244373748021	0.21483506273689754	0.20885191243915902	-0.19908027793212119	-0.16389721283970382	-0.7023509486502931	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.8229217357016877	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL009W	0.6254082428776291	-0.11441100201046142	0.09496133706215927	2.5504341815739253	0.3350531771894476	1.220855960674924	-0.6452435481007023	-0.4302313401063884	-0.1038371606364296	-0.17391424821401918	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL010C	-0.8837125656481313	-0.3123970165739838	-3.3652332622760417	0.5879821318391408	1.49888014035371	-0.09077577744474766	-0.3702974563428809	-2.101678495028217	0.24124995880682595	1.4324408534532165	-0.7358585637620181	8.96026750050986	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.791598650477978	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL011W	-1.9789335916673163	-0.4288916383123811	1.0142226720952032	0.26692368617396284	0.35311717911413054	0.13739074331998555	-0.6325015174871687	-0.3791080033376657	0.8030523364814799	0.30630620149785437	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL012W	0.01077589924690017	0.1349041993482728	0.2205517009488299	-0.178518722470079	0.09290435365258906	0.03472204624532396	-0.3850931638401042	0.010938110200128534	0.0416805573644477	-1.6048717025272903	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL013W	-0.39145634655596356	0.16523502198001605	1.424586911902854	0.07684253914186831	-0.03868192048823156	-2.9102469984394754	0.6830666998434292	0.9656795015248831	0.9415291303631604	-0.391080654555251	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL014C	-0.7254009131282371	2.8371382525819486	0.26570663557878876	0.9798977795118503	-0.24988593452612065	-1.495185124717038	-0.6865002595535984	-5.534044360580072	-0.9863132859518842	-0.6129582568526085	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.8050313289169744	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL015C	0.33327168836858	-0.03388208368156542	0.1160885391857429	0.904436513263703	0.5249886678384404	-0.6707250200123764	8.351108795918924	-0.3780640249530726	0.38221083598575845	-0.40100663986274776	5.199295208814195	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.7173411478801108	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL017W	-1.0183110559845128	-0.05841981830322232	-0.1061853251016238	0.43091298447378057	0.8716812468719708	0.35800139853066654	-0.4125096495276952	-0.9166232122890657	0.1764681259980733	1.9943931021147745	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.5692134665787846	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL018C	-0.2892901279815714	-0.14941842126251864	-0.5571674213003232	-0.3443829983857085	0.4366490099569934	0.4059052894606144	4.554265388709997	0.9360006084749205	-0.19639750355015578	0.22002085164088503	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	-0.6368917041637958	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
YAL019W	0.35206154409992996	0.5171362826963148	0.2867852078906073	-0.7204552954477753	0.01587945630893071	-0.7725272109756193	-0.3677272431544435	1.2883457110240826	-0.08462079479960535	0.23919829783151403	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	4.440603488205289
YAL020C	-0.30527491842609744	0.1548205878713835	0.062030451005441044	1.4433624303641217	1.0400819488843966	-1.0881534022552692	-0.3729408642613232	0.5948585233743748	0.6828624482619962	-0.06040759008045608	-0.010352919930159257	-0.07830082470274186	-0.09970372641110421	0.09593477989281342	0.10659846076649854	0.058574098783882936	0.066624995033663	0.0	-0.0765417213534036	0.23023365105698343	0.08502150421794467	-0.09585276229405967	0.12247821758191887	0.0	0.059274191977399825	-0.11293287965404138	0.0
