orf	hom | rDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (CUP1 copy number) | standard | None | Puddu F~Jackson SP, 2019	hom | mtDNA copy number | standard | None | Puddu F~Jackson SP, 2019	hom | 2micron copy number | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty1) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty2) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty3) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty4) | standard | None | Puddu F~Jackson SP, 2019	hom | transposable element copy number (Ty5) | standard | None | Puddu F~Jackson SP, 2019	hom | telomere length | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 1) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 2) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 3) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 4) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 5) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 6) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 7) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 8) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 9) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 10) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 11) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 12) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 13) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 14) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 15) | standard | None | Puddu F~Jackson SP, 2019	hom | chromosome ploidy (chromosome 16) | standard | None | Puddu F~Jackson SP, 2019	hom | genome instability (number of subchromosomal deletions/amplifications) | standard | None | Puddu F~Jackson SP, 2019
YDR310C	126.578271710572	14.2365577105738	15.573300380305998	30.8772800614947	37.5311893369445	11.6753157540024	2.01165967904279	3.053180809442885	1.056529813116444	561.9846453634705	1.87448156604207	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR312W	129.5708594217735	13.8416074034539	15.252242814852949	49.6408981168792	36.9848432888673	11.545424459118	1.9259635289017	2.9883126058851097	1.118084295806165	739.437863677601	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR313C	86.15314279652776	13.765092013388799	14.88287207446665	36.00300922370815	37.361300252058	10.9255651249345	2.00658769887931	2.973396277422935	1.13603773573529	761.1453552893385	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR314C	115.939349103847	14.484090188895301	17.0536605377034	30.510669435411003	37.88429440002675	11.754864517517898	2.050162985840695	3.1546568426237602	1.07997375348151	682.661650783077	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR315C	126.0382747941835	13.7449274476417	17.22193995224875	38.1314748287024	37.72414023718875	11.2629729566232	1.9576990932887899	3.030836304184925	1.0833199584952151	705.6900763174135	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.10063129617193	2.0	2.0	0.0
YDR316W	125.57903254514198	14.116708962881049	16.64864679538665	49.122189181383504	36.8146810826409	11.361980256745849	1.9400160878758501	2.980849045416815	1.1084935525674104	740.2373781015075	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR317W	131.24496939169052	14.297403384129701	17.2053003967393	30.40695539025315	36.67334678459965	11.331250866409949	1.94231379416883	2.9265555386153	0.9517783278891181	722.1243525702495	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR318W	140.738463261459	13.7415756503676	20.314697313359098	26.884675699052252	38.9166386965147	11.7691111886567	1.92769939916955	2.940035993052505	1.339719699284005	784.471378500547	2.223566986048075	2.0	2.5	2.0	2.0	1.74646196881413	2.0	2.0	2.0	2.0	2.0	2.3412338208102197	2.0	2.0	2.0	2.0	0.0
YDR319C	118.416011162746	13.98970246485895	16.1450297840551	48.99012293417795	37.417770661071444	11.3642096844082	1.99045258408656	3.14599158767028	1.14531945845886	730.5620832640225	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR320C	129.5022806364695	13.27984444103005	22.10607347625405	38.131607482528	37.45162542433095	11.60211174006985	1.827428479520075	2.974919957310565	1.058011299150789	630.5091538878945	1.86446276623857	2.0	2.0	2.0	2.0	1.8522276835262401	2.0	2.0	2.0	2.0	2.0	2.251617452597535	2.0	2.0	2.0	2.0	0.0
YDR321W	119.5765422786035	13.97381507475105	17.19409096541855	47.06612735853675	37.12098049011915	11.636820243184701	1.91169314100522	2.965469240653405	1.14342887118098	791.4317234635745	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR322W	131.5875779235855	13.604411901445399	0.0926930341054532	31.3625229665328	37.68879671053635	11.49477713188885	1.91030112175102	2.92157282418755	0.978558138533903	773.136504247999	2.0	2.0	2.0	2.0	2.0	1.77658623013245	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR323C	126.688932163775	13.7192487285273	19.8139588358631	131.353437749479	36.8251879477151	11.6350657688598	1.85566082205661	2.85839194558382	1.00891666124183	672.125201555534	2.0	2.0	2.0	2.0	2.0	1.76997067270434	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR326C	106.2153930588223	14.010866271275649	16.12176389337695	74.30167647548996	37.2857959369181	11.2316051890745	1.865332338007345	2.97434647001606	1.0374950057660974	749.786885955241	1.677021483955295	2.0	1.8985631567660302	2.0	2.0	1.67431417389797	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR329C	102.814669084106	14.065834411933	17.6526876294078	58.2538786817829	37.13765376872075	11.350594421290399	1.989442721085485	3.01590198897131	0.9772057259344069	687.8196831747714	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR330W	136.786421253035	13.7133341417065	16.46103715106515	42.3129327815805	37.72094047643605	11.53632393994625	1.901085191974515	3.08831376734258	1.0205529645147622	839.7289172677665	1.8898756660746	2.0	2.0	2.0	2.0	1.7448459601418649	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR332W	133.621394786696	14.5339441127441	0.09412401583550281	48.398399460615295	37.2692566986306	11.5422442127362	1.899867933843665	2.98143712341072	1.16819948907774	806.5305623717541	1.860361934980775	2.0	2.0	2.0	2.0	1.8011777676194551	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR333C	158.116247312078	13.39058868293385	15.3199603449635	24.405005744965003	37.388942808542396	11.39835304389285	1.923269149864745	3.000556817411355	1.044270491116674	664.5101693921674	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR334W	116.2273150308175	14.97428101792405	15.05483873576695	32.1004220351587	37.834969176849896	11.384088513236	1.974737737864655	3.04158415318494	1.0992401409862902	642.954323213508	2.0	2.0	2.0	2.0	2.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR335W	131.51089562068648	14.151278559027851	17.2902204162635	60.03024101654045	37.94336127762145	11.627044470222199	1.9393082566089301	2.95241208282379	1.073692771965785	760.5841160935624	1.8991044129981849	2.0	2.0	2.0	2.5	1.8993180906538298	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR336W	141.3994157202055	14.325422744853249	16.32314000272825	56.5874501997685	37.2928898912241	11.4503876820866	1.93930553945322	2.9934819460293802	1.13560465431165	673.0929522640774	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR337W	138.4570054248295	14.0942204712214	0.07916739933287584	33.4871186836579	37.565753243387	11.4261851095915	1.9371293866428352	3.00315275611906	1.05844405533569	684.253758780124	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR338C	114.6437403839255	14.4232437765022	17.745577872801398	60.2634947005576	36.88338235123235	11.3578507194483	1.933222181430255	3.0214039424359598	1.137829788850355	760.6300107010516	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR344C	116.6675487043735	14.839353459860149	18.06171555912325	35.4737753980242	36.966936034666205	11.536250874805049	2.032120301265095	2.9924095893943603	1.036582757714335	701.442861323047	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR345C	110.568531284337	14.020739279862351	17.4021719166298	32.2467574930317	37.537048139785355	11.4325854487411	2.02866432474707	2.987093115712005	1.1209807418848698	748.20152877141	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR346C	128.198562786543	14.2841594656042	14.45811913607005	28.7702555926178	37.83439858584805	11.3819716794658	1.941190127238525	3.087739097519745	0.9717257762633165	742.947979318802	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR347W	111.949377546146	10.2437648938454	0.0932118137421421	36.5619695490643	37.40376217846255	11.4648058140517	1.943541039108915	3.0300465999980197	1.03488823546913	737.922040156986	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR348C	138.16976009625898	14.36888684936035	16.12964807549215	40.14802899533575	37.12262550980435	11.6412153060583	1.94243315999267	2.9563242315970797	0.9994590748975325	720.4030681376446	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR349C	127.8431522439005	14.2180322124334	14.2818568603046	27.003425555280998	37.0316805380088	11.452952348432099	1.93999411075427	2.98380871702772	1.111473107685575	685.509414675694	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR351W	121.2095286051801	14.25016018380165	14.300189872341075	50.96444980509925	37.20055446436348	11.51307340800535	1.9759423106551774	2.94843255952375	1.1147085496341689	715.6158913175665	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR352W	121.74743210646301	16.360114661855953	15.81991916003525	39.95825341760265	37.52909905154855	11.2925449976909	1.983020371282475	2.97415641238277	1.0649816349653398	712.96955858993	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR354W	129.8139177689235	13.5263686480086	21.93793812467705	44.09477589478955	37.770445662775046	11.650407348614749	1.91281225614027	3.0186952765714548	0.9911572609783601	741.2568635732534	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR357C	135.991110139398	15.58425294560365	15.32329631323225	35.18383904237285	37.269533167892746	11.5303091008309	1.9514201255296	2.96560020087039	1.07790635440312	713.268188320814	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR358W	146.035415162446	14.4642020492183	15.7112523358755	25.257496278404147	38.05290630376825	11.149956425815251	1.9691543491128	2.986462969344135	0.9830682501133985	668.3302112327235	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR359C	127.150528203923	13.61770986322055	36.231007425227496	20.04814087496935	38.57514492461695	12.5430284037908	1.8293842839573649	2.8220805201300347	0.985050309411574	717.1987136870346	2.0	2.0	2.0	2.8242519220981	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR360W	120.07542592496	14.08580396737385	14.69458218648615	62.41926676249772	37.174276857863575	11.6163417831502	1.908133853185075	2.976411157312995	1.0311597379555049	735.1000311847699	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR363W	132.2554134733175	14.17404081699825	22.317798341461852	25.2277991458818	38.945738078572305	12.005325496048549	1.67528385353183	2.9386106470638254	1.061905974940045	777.722370198419	2.0	2.0	2.0	2.5	2.5	2.0	2.0	2.0	1.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR363W-A	110.0447677945635	16.18269417745765	7.882355033490385	10.19416082908159	38.39378439629955	11.662155844879301	1.91865519171919	3.02715962821769	0.916166643364608	588.868591645097	1.7732929061888698	2.0	2.0	2.0	2.0	1.8679979083600249	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR368W	117.5263171693385	13.71256270536955	15.1174085433306	30.187107485669003	37.3385266713273	11.583728317750449	1.991096466881385	3.0657687115921597	1.0016892083901754	696.605286104024	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR369C	131.0891557860885	15.14600381656815	36.14435300101415	30.31827156989425	41.00431306703365	11.7461074303951	1.985598731583965	2.98264185748848	0.9057910384929104	544.6924188468565	2.0	2.0	2.0	2.0	2.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR370C	120.0262014654565	14.12722466061475	16.25308468883615	34.315029656387	37.0899667703682	11.23758382070515	1.9742788749365952	3.0152831057234897	1.070015469445475	690.4853422783431	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR371W	118.86668968886474	13.522599945860875	17.805534434057826	71.6449616009867	37.59935157545635	11.325460729088526	1.9813304609428175	3.00575850365211	1.21339112396796	784.4680119190582	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR372C	111.134908087021	14.1938894152814	15.35173851002415	47.56863448784365	37.5324162305473	11.35500103163865	1.941924755954585	2.9115187248611853	1.026572263193375	684.045993806914	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR374C	108.62700400756651	14.9070400935521	15.5330205428331	27.9291611261712	37.34068883572155	11.040737164023	1.95232380473754	3.0147672456940553	1.05449243271319	747.7030174359991	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR375C	121.008317940397	14.360226801338001	15.715721419611501	32.4452236868292	37.1665555399018	11.541112765967299	1.9734254611272501	2.988663968950355	1.0829523768271796	841.5314067706355	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR377W	116.51038159315749	14.174635261233849	13.2770368332696	46.191870732969306	37.916134254998155	11.76474291776635	2.002854419008255	2.9922185660762	1.0556234721581501	737.9720411953305	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR378C	108.1197836243695	13.4444107387992	17.9453480036235	71.94223658625545	38.959115163922945	11.42367243051105	1.9302518501218349	3.429535022135715	1.242069155717795	839.247267937064	2.0	2.130449330117525	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.0
YDR379W	110.26770322817501	13.445073387641301	20.09435243458605	72.59809161378004	37.68614778333285	11.55977167543275	2.21368784656224	2.99867921213726	1.13288211561507	846.2681438323615	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR380W	157.7466822563265	9.83238423352222	19.5504716155294	37.53106539968685	37.7542898350928	11.06080645103545	1.9731729084554552	3.00263608017684	1.1614667450609	818.412988507043	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR383C	130.676786111218	14.000878522611199	14.41679212981855	38.87389686411535	37.2889264112014	11.48100603511995	1.99805228351689	3.0446986812604	1.101139108500165	765.2279549454825	2.0	2.0	2.0	2.0	2.0	1.874821649386475	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR384C	120.0603248132125	14.335060089898551	14.97862062495255	42.5782838939011	37.4287333275998	11.4893774018792	2.011855964899065	2.9329533806878247	1.13130703891507	740.881743741739	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR385W	125.01457655889749	14.670009121788901	17.583657448824603	73.49915862383804	37.4839944707387	11.430750344134399	1.9381294736996502	2.9735862333218	1.0789526403857201	742.7647924687465	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR386W	143.04145779537748	14.3766862115388	18.7959531120337	60.55872856950781	37.6470424014317	11.684404468718299	1.9440362350204299	2.9533806724836698	1.07431548023175	737.142020642402	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR387C	141.70496439286552	15.1445675122106	17.3742753369098	62.5652212784358	37.47127197508435	11.35308107426445	1.93929602003432	3.0608242322241104	1.02991843474882	752.387576267344	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR388W	119.584080689216	14.352456685680199	18.4716906655375	41.064685443393444	38.041093193334646	11.23736499313255	1.939495065388315	2.95765248379663	0.9967815827645955	697.8037060850155	2.0	2.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR389W	122.059281053302	14.02703997079745	16.69832093142725	37.8783046152426	37.19447747010025	11.4837497759662	2.00958176301687	3.1068322475711296	1.125535732241215	682.420374064798	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR391C	107.0810876740695	12.28470776056485	18.02818594557555	51.30429852897855	37.64878944944775	11.62304085724595	1.9195134220110601	3.012358022861505	1.1357598272819	807.3274464906115	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5
YDR392W	94.40272366884776	10.8472785867533	19.59994709471445	24.5799527287974	37.660049055057954	11.583806003483701	2.19424469215941	3.11376831276594	1.188003084113785	695.9085047412675	1.889793833830605	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR393W	138.412719042351	14.44376784170095	5.1826210251476645	57.0243500523964	37.802035389203894	11.596845697673452	1.950274142985905	2.982957682361035	1.10423406413496	740.6671331683215	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR395W	127.053771841136	14.1403084005427	16.90827594756065	24.389299053028502	36.9053359629428	11.72988699339385	1.966809038646665	2.969973142261115	1.04215220202649	772.6094256147715	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR399W	134.719851568033	13.980983591851452	19.667260103131802	51.958571804435195	37.337189595553255	11.516024021803648	1.9321891020283202	3.0765399828048103	1.07590821082657	674.9872962433165	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR400W	109.0648118245	13.91834969560605	15.14002172493825	45.4709228868053	37.44567496197245	11.132081025735001	1.85090941907382	2.967270143964765	1.10559571602881	792.41599084953	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR401W	137.1026828538735	13.87707291466585	18.248801757072698	34.03471801313625	37.92434763831025	11.608703906818551	1.93451693105561	3.139578306965775	1.0977823594905751	710.7763480471615	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR402C	129.710499344954	11.0445847055339	17.4719975197698	31.596600329780998	37.3450952749494	11.52572247948335	1.9016691637039052	3.05300972407954	1.10021262111675	728.9232587010445	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR403W	112.8969677369825	14.4891074571105	16.9918384826449	41.066414270561594	37.03241670158735	10.86694375364105	1.9801899835107748	3.007314974182445	0.983768806540128	711.3164165684004	2.7760137496478947	2.0	1.8984049191805399	2.0	2.0	1.7525808576686899	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR405W	107.8941122677075	14.00685041864135	0.09273967863328794	42.75399448635325	37.2108176114826	11.34671329944605	1.939333878022535	3.030697278911565	0.9972358267004225	733.1367610942984	1.8597189311634699	2.0	2.0	2.0	2.0	1.72986541908773	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR406W	124.191492793378	14.2203289354408	17.65579217047525	41.97592307415435	37.22022075384335	11.28157140918475	1.951548837850405	2.99984898822108	1.0470047681376902	698.6251607819011	2.0	2.0	2.0	2.0	2.0	1.871213784824395	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR408C	118.82708174333101	19.53321145707355	18.088584848430948	40.61917089589025	37.27374607142515	11.46911573720995	1.9955328344872751	3.0194270015698548	1.0627611593154	679.2381382225481	2.0	2.0	2.0	2.0	2.0	1.771650933168345	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR409W	90.99968779778204	12.2278095477577	18.36913436691635	115.68203278812015	37.8652626376103	11.39332771612025	2.008939325244555	3.064270644966845	1.0067169481460416	722.378955116407	2.0	2.0	2.0	2.0	2.0	1.787711472234205	2.0	2.0	2.0	2.0	2.0	2.10789203567969	2.10086829762961	2.0	2.0	2.0	0.0
YDR411C	97.0791113390181	14.1853113122247	18.1419912477374	71.1115023727704	37.72513893887346	11.27449578507715	1.9995077118620252	3.00709098383119	1.178058221776085	726.4693946237235	2.0	2.0	2.0	2.0	2.0	1.76990348096842	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR414C	133.655428236094	14.01635414537865	19.69974100473285	42.625938147793605	37.29292054656765	11.47879642139475	1.933842667278995	2.994791666666665	1.0608992087276121	640.0413785044515	2.0	2.0	2.0	2.0	2.0	1.89902953255382	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR415C	118.462371134974	13.77520567769515	17.44796807624865	36.579733270937	37.116801052492605	11.00246160688025	1.9245083942411751	2.9383065847698298	1.0199658530982436	692.218167074363	1.764911470974245	2.0	1.890528006135705	2.0	2.0	1.8554514296670899	2.0	2.0	2.0	2.0	2.0	2.103611916688635	2.0	2.0	2.0	2.0	0.0
YDR417C	109.21812785591437	13.7201156778442	16.348455206796732	39.79580466628507	38.85343024053066	11.094840350416298	1.97889348518698	2.9683358457628337	1.18782381194137	729.2808358262706	2.0	2.0	2.0	2.0	3.3333333333333335	2.0	2.0	2.0	2.0	2.0	2.0	2.093576607899243	2.0	2.0	2.0	2.0	0.0
YDR418W	121.6256074319085	38.3824030243932	15.975875256412952	36.02178265061205	37.81754734097985	10.822175803627651	1.96848608389596	3.03790554683412	1.0582612743226298	720.7940742555204	1.891856434618095	2.0	2.0	2.0	3.0	1.77159410053418	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
YDR419W	120.3298587655175	14.388313407581201	15.9074336065766	48.093408387964004	37.40112756837105	11.5314273622276	1.93287174507628	3.0361155698234352	1.12889208622882	760.899922224115	2.0	2.0	2.0	2.0	2.0	1.87150127226463	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR420W	120.2714658755025	14.58197960355705	17.32183972571675	50.82392814281625	37.18922982601305	11.498395865457699	1.948780167080515	3.06673999309869	1.11465797639271	727.5091987479595	1.89216740387887	2.0	2.0	2.0	2.0	1.7584558055895299	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR421W	117.3873044491335	13.857440229928699	16.8962971430771	39.55586483335485	37.1591216222254	11.40614138957525	2.5236955422548197	2.9869260204081653	1.08350332992078	715.641930653421	1.788156864057125	2.0	2.0	2.0	2.0	1.77844742655304	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR422C	98.0091093681379	14.423669241566968	15.968002870566835	66.63812321439744	38.00020185264387	11.527724117567134	1.9755581749731033	2.9949513099926004	1.1449358284538633	767.248802189048	1.9218733614379502	2.0	2.0	2.0	2.0	1.8329575924292332	2.0	2.0	2.0	2.0	2.0	2.0784382339997998	2.0	2.0	2.0	2.0	0.0
YDR423C	107.37751274419051	14.221306418649249	15.9336561283911	37.10773627562795	37.00130004421045	10.9528853582544	1.94902310808226	2.99944578271191	1.181145726778455	772.9070749216726	2.0	2.0	1.886485633091255	2.0	2.0	1.788425414125615	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0
YDR424C	132.7221344857825	19.095072051770103	16.4770811964503	42.5811443390961	37.843986905508444	11.73731921898715	1.9484276982508102	3.027427308825415	0.9366864157947079	667.2388117157565	1.77843961301841	2.0	2.0	2.0	2.0	1.86089813800657	2.0	2.0	2.0	2.0	2.0	2.298926106442765	2.0	2.0	2.0	2.0	0.0
YDR425W	90.87572533317805	15.992276585714801	16.7629671470222	116.51272694714885	37.28090642197844	11.52724512684075	2.002770246351105	2.95246644178606	1.0135767469537451	707.076059599936	2.0	2.0	2.0	2.0	2.0	1.735547891589795	2.0	2.0	2.0	2.0	2.0	2.12852764146299	2.0	2.0	2.0	2.0	0.0
