orf	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | YPD | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (C-lim) | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (N-lim) | Paget CM~Delneri D, 2014
YDR400W			1.24105035585188
YDR401W			
YDR402C	-0.999615495093306	-0.609290021	1.39503381272256
YDR403W	-0.225166575068107	-0.84864532	0.992662725357219
YDR404C	-1.8676369097777	-0.356639029	0.0565493519516236
YDR405W	-0.692770947537348	-0.524957272	3.73659793526521
YDR406W	-0.447484074967631	-0.781114234	5.56495881436946
YDR407C		-0.779141388	0.21861504951336
YDR408C			
YDR409W		-0.509278247	4.03246373435915
YDR410C			
YDR411C		-0.776880238	0.202388734888764
YDR412W	-0.834784464298616	-0.738327745	0.221016431461682
YDR413C	-0.065172307096507	-0.805674585	0.727978884019922
YDR414C		-0.53761592	0.43600559379401
YDR415C			
YDR416W	-0.640783832183138	-0.71469293	-0.0454654839967244
YDR417C		-1.817236615	
YDR418W	-0.178374794714622	0.86491045	-0.254818218390804
YDR419W		0.437421222	-1.1899286881062
YDR420W	-0.684301285105942	-0.716369667	-0.305294590690818
YDR421W		-0.891438442	1.12353782812739
YDR422C		-0.571781533	
YDR423C	0.401247963153011	-0.547878958	-0.332372952610007
YDR424C	-1.12423947457821	-1.009345541	1.06172376273972
YDR425W	-0.205461041210287	-0.657818315	-0.326122831629846
YDR426C		-0.058244714	0.769429327494744
YDR427W	-0.9996583579879401	-0.478791522	2.8193182038637
YDR428C		-1.178481298	0.0489518562256122
YDR429C	0.0106434922193841	-0.414562821	0.54182861490146
YDR430C	-0.878482425051668		-0.286858293623965
YDR431W	1.22535135449156		0.0888000080885969
YDR432W	-0.59733322512326	-0.628598826	-0.414570859148779
YDR433W			
YDR434W	-0.812401083435219	-0.443987697	-0.258992992831491
YDR435C	0.54541456147231	-0.427269816	-0.11454065310741
YDR436W	-0.666510810196644	-0.739703202	-0.258935563863702
YDR437W	-1.45080289501131	-0.571321272	-0.27072779933047
YDR438W		-1.360156106	1.86253873250255
YDR439W		1.002413974	0.562978450078678
YDR440W	-0.881620243094502	-0.206486995	0.0238813460389149
YDR441C	-0.0448496755906648	-0.770152661	0.275556121365246
YDR442W	-0.872185000873927	-1.879195563	-1.06689068579312
YDR443C	-0.521124631914595	0.209180223	1.83340477813404
YDR444W	-0.0903777411627322	-1.130671542	0.203575650109182
YDR445C		-0.815521315	-0.316685830595484
YDR446W	-0.307625956092466	-0.963012212	2.42732335080433
YDR447C		1.139917497	3.22009073687812
YDR448W			
YDR449C		-0.20063864	
YDR450W	0.554476982300952		
YDR451C	-0.752149904889294	0.437722209	0.780076571735276
YDR452W	-1.365594166153	-1.050156266	1.75351483882986
YDR453C	-0.447697101401758	-0.726671098	-0.134094416967512
YDR454C	-1.38348569359573		0.985921147686578
YDR455C		-0.625579943	-0.311109355906596
YDR456W		-0.819248785	0.276198956530724
YDR457W	-0.430831450345618	-0.462822928	-0.605977649252013
YDR458C		0.86543307	2.60250681399734
YDR459C	-0.784887928639453	-0.704872643	-0.21821346543068
YDR460W	1.64449937878127	-0.211871659	0.200586492638927
YDR461W	-1.90888922139667	-0.545983436	-0.413434729765124
YDR462W			
YDR463W	-0.0549345554002818	-1.065255853	0.120460213986733
YDR464W		0.320266909	
YDR465C	-1.77911155573178	0.35501451	-0.198390266467523
YDR466W	-2.3714632367683	-0.645234897	-0.114701364988693
YDR467C		-0.170878921	0.184466827389913
YDR468C			
YDR469W	0.0931256673575315	1.525975929	1.26463717561639
YDR470C		0.642195004	
YDR471W			
YDR472W	1.03579249244948	-0.804940949	0.525503745183335
YDR473C		-0.951645649	-0.3155392044255
YDR475C	-0.34643369024528	1.016769267	
YDR476C	-0.0814649050064114	-0.391389691	-0.571747819293457
YDR477W	0.155927605128563	-0.674687438	-0.365413214741205
YDR478W	-0.689042671232396	-0.685292617	0.113012029121276
YDR479C	-0.69756267349923	-1.385868915	0.672567788499658
YDR480W	-2.13528772084018		0.564890570915699
YDR481C	-0.552112639895235	-0.854636587	
YDR482C	-0.87424282427618	-0.736360732	-0.604124456159816
YDR483W			
YDR484W	-0.25910989406465	-0.827788018	-0.825154091246501
YDR485C		0.396053424	
YDR486C		-0.373795782	-0.39490799054572
YDR487C	-1.17251995208664	1.39834265	1.48897786875566
YDR488C			-0.552498766610574
YDR489W	-0.197477332352965	-0.765627164	3.04372285087933
YDR490C		-0.372160289	-0.866538952898689
YDR491C	-1.1755412566564	-0.972390888	-0.206793289006747
YDR492W			
YDR493W	-1.27489289078429	-0.589945394	-0.315018041456819
YDR494W	-0.912045056941663	-0.558379028	-0.193689871215155
YDR495C	-1.132501121315	-0.332435348	0.0873256685728733
YDR496C	-0.880929402208854	-0.710984025	0.242329056918288
YDR497C		-0.98054084	-0.163031174230371
YDR498C	0.447008894115559	-2.834264917	0.302161869771306
YDR499W		-1.054158276	-1.1615067423237
YDR500C		-0.5727341	0.194674617474853
YDR501W			-2.13746126749744
YDR502C	-0.0116222139365104	1.909304569	-1.54972168289962
YDR503C		2.222195181	-0.161708814167467
YDR504C	0.56711865709739	0.019538151	6.30962195841153
YDR505C			
YDR506C	-0.83864908911444	-0.669362554	-0.0202374462198662
YDR507C		1.002413974	
YDR508C			
YDR509W	-0.610842501537714	-0.734850838	0.0396022688337972
YDR510W	-0.475773634508173		0.65821184915777
YDR511W	-0.903505307658516	-0.850340056	0.0550110630341418
YDR512C	-0.6752011220660805	-0.676535391	-0.0702523106433538
YDR513W	-1.03183845127884	-0.794503279	-0.0636410343474846
YDR514C	-0.578403220339229	-0.409167967	0.692977267249706
YDR515W	-1.01060316439683	-0.616240378	-0.275187447470072
YDR516C		0.352688386	0.277576231404751
YDR517W	-1.06763106559727	-0.530994188	-0.23504162825826
YDR518W			
YDR519W	-0.965482080411959	-0.822473263	-0.233676582937281
YDR520C	-1.18509748111104	-0.584899733	1.47724857588965
YDR521W		-0.924933101	-0.0814766583375086
YDR522C		-0.594844194	-0.0168315626702131
YDR523C	-0.694928654078761	-0.888051074	-0.4417425555725
YDR524C		1.057232503	
YDR525W		0.318801778	-0.360899498729049
YDR525W-A	-1.23919437085888	-0.664558097	0.262098894624559
YDR526C		2.133019018	
YDR527W	-2.5081391070078	-0.455415793	-1.28946436169299
YDR528W	-0.445140554778621	-0.541251138	-0.910470611307599
YDR529C	-0.875221131124624	-0.558994201	-0.119715717581597
YDR530C		-0.357804996	-0.552498767341257
YDR531W	-0.438402908249811	1.282521893	4.22564784652142e-05
YDR532C	0.89910069882025	-0.367231623	0.304609190186045
YDR533C	-1.3603221455174	-0.13304556	0.563852016544311
YDR534C	-0.985991406135725	-0.664643755	1.80113818707887
YDR535C		-1.09477059	-0.100624499973821
YDR536W		-3.20001375	0.249561854976703
YDR537C	-1.02633670294277	-0.629363461	0.0324637335245086
YDR538W	-1.39371002366442	0.946612251	2.20519826836139
YDR539W		-0.457017645	1.95000157375289
YDR540C			
YDR541C	0.24498513028342	-0.280918062	5.34796555915423
YEL001C	1.17915664444211	0.182279359	-1.09849003620779
YEL002C	-1.33676033041616	-0.598646455	-0.650813025002966
YEL003W	-0.290024794680704	-0.406018347	0.553466755287078
YEL004W	-1.44705858528104	-0.450699639	0.41273581438238
YEL005C	0.0962201561930929	-0.438876672	0.121273001025095
YEL006W	-0.664644690596633	-0.447093033	0.703340137353312
YEL007W		-1.357804997	
YEL008W	0.369133331789479	-0.345891449	-0.95382027390636
YEL009C	-0.534781660965394	-0.429878711	-0.665425209164901
YEL010W		2.012682309	1.10998252521236
YEL011W	-0.679051622398544	-1.238481777	0.327661462813924
YEL012W	-1.14644910238939		0.191740061657528
YEL013W	-0.466371045918303	-0.44637917	0.406859247640505
YEL014C	-1.33513263631992	-0.103487808	-2.01313313296899
YEL015W	-0.724356630823487	-0.25650023	-0.971543428124808
YEL016C	-0.875356078327889	-0.03531674	-0.473896132725489
YEL017C-A		-0.805493387	-0.268945193005702
YEL017W		0.245810211	0.459089206915729
YEL018W	-0.752217239331303	-0.787696577	-0.589505798935108
YEL019C	-0.653540220347422	-0.694703668	-0.307386269335505
YEL020C		-0.997586027	
YEL023C	-0.379889814829452	-0.340101463	0.941682616699408
YEL024W	-0.322207220339538	-0.591231468	-0.0380700154848693
YEL025C	-0.667745863890852	-0.154271602	0.674367130562374
YEL026W	-0.517727637282449	-0.65587713	0.0247535259019052
YEL027W	0.992606840149872	-0.125419694	-6.59689288649426
YEL028W		-0.194555499	-1.27863733133618
YEL029C	-1.06937536209398	-0.314690678	2.91206700254928
YEL030W		-0.620839402	1.32197035113984
YEL031W		-0.31502013	-0.503968873333262
YEL032W	-0.39663676900218		3.76833596262108
YEL033W	-0.699016272055977	-0.465193572	1.17032264409905
YEL034W	-1.04948441909356	0.753186055	0.15228642082652
YEL035C		1.809768896	
YEL036C	-1.27455724685845	-0.487935598	-0.122005125929301
YEL037C		-0.492122923	-0.0471504967551038
YEL038W	-1.52275197288054	-0.580197418	-0.309013937701989
YEL039C	-0.714229254913011	-0.9899612	0.18446682712916
YEL040W	-0.993503694007624	-3.154090512	-0.466827426728007
YEL041W			
YEL042W	-1.05075034224106	-0.326096137	0.717590396287862
YEL043W	-1.62709666110269	-1.156676344	0.287672109159723
YEL044W		-0.436756338	0.631419506248679
YEL045C		-0.811101881	-0.0785675790088454
YEL046C			
YEL047C	-0.958961701877944	-1.083925606	-0.348228363934617
YEL048C	-1.77412992490536	-0.107826744	-1.13461851808879
YEL049W	-1.46382847016885	0.834550172	-0.764984230597998
YEL050C	-0.362192859199212	1.121499863	0.300626815271869
YEL051W	-0.860804766663045	-0.689907553	-0.229431938022429
YEL052W	-0.228821020249696	0.270226227	1.18446682717898
YEL053C		0.360867945	-2.38138685058926
YEL054C	-0.370897533488198	-0.285605712	0.00904284496954967
YEL055C	0.1110821883495	2.004765083	0.0849311534623555
YEL056W	1.62948903625128		4.72051972720519
YEL057C	-0.928777812043254	-0.955438209	2.74518178184459
YEL058W	0.125428017311463	-0.611046309	-0.978763521991184
YEL059W		-0.776102825	0.0818050524363624
YEL060C	-0.910805260384886	-0.563927578	-0.152653002552824
YEL061C	-1.1236464770812	-0.633921306	-0.324546820988125
YEL062W	-0.0346510672744004	-0.363650682	-0.0765571486200294
YEL063C	-1.03545717919779	-0.714629093	-0.245799950015154
YEL064C	-0.798802392339391	-0.406933364	1.44750123277173
YEL065W		0.625529633	
YEL066W	0.835004253817962	1.136133424	-1.2045754634587
YEL067C	-1.7835348086529	-1.047830838	-1.62454256174692
YEL068C	-1.40822188468473	-0.407730222	-0.592576206704799
YEL071W		-0.299614564	-0.0212202146121739
YEL072W	-0.813279395935211	-0.517798194	0.000520841334788281
YER001W	-0.414601113576329	0.585796795	-2.16054488072124
YER002W	0.325852607149355	-0.121721064	-0.0499984266303936
YER003C		-4.712955844	0.300848271922116
YER004W	-0.137828767254172	-0.389663226	-0.459389363062769
YER005W	-0.868889496629957	-0.563966147	0.374916355825709
YER006W	2.74560013844974	-1.198533185	0.75006400256618
YER007C-A	0.0944636210330529	-0.792889845	-0.0703470720048005
YER007W			
YER008C		0.556365202	0.447501233223707
YER009W	-1.11933525520696	-0.548652771	-0.371926521790675
YER010C	-0.586838545055454		-1.01605109526778
YER011W	-0.989346287496327	-0.413825479	-0.769880085766504
YER012W	-0.24438459537186	-0.251687308	0.64847117504953
YER013W	-1.48247159085152	0.009016708	-0.000233304168923379
YER014C-A		-0.660551039	
YER014W	-0.0690776488260039	-0.698007313	-0.346047890175249
YER016W	-0.375471508310939	-0.679733091	-0.996598732323695
YER017C	-0.718169507620372	-0.866871262	-0.305228161261194
YER018C	-0.709273653556729	-0.290425867	-0.109555271375455
YER019C-A	-0.727356377188676	-0.230633756	0.475399519844947
YER019W	-0.652731915331304	-0.314347041	0.222177992281287
YER020W	-1.05594694401328	-0.421078574	0.871757261854787
YER021W		-0.599902891	0.541309448238071
YER022W		-0.429954782	-0.109302997832758
YER023W	-0.386670956936516	-0.589712802	1.53239013031226
YER024W	-0.756680216315865	0.759551955	0.016013212817354
YER025W	-0.522651653819418	-0.516044916	0.254527410199951
YER027C	-1.42956430667367	-0.449643863	-0.0696186224454017
YER028C	-2.22983334025344	-0.638192969	0.241464387571981
YER030W		-0.871276455	-0.312295069840038
YER031C			
YER032W	-0.565035372207038	-1.227518656	0.510236988300804
YER033C	-1.18114025555354	-0.708906851	-0.426727215400221
YER034W		0.396053424	
YER035W	-0.824674522141142	-0.526695292	0.183233226843264
YER036C	-1.09885864787553	-0.71688609	-0.634753449842321
YER037W	-1.159083518607749	-0.688715422	-0.48130031355211
YER038C	0.844841588738471	1.511454406	4.50350664222151
YER038W-A		-0.746075586	0.708626048555774
YER039C		-0.599387922	0.155320481368352
YER039C-A	0.0325237525969965	-0.411061578	0.0860631230681656
YER040W		-0.368407569	-4.74770317749893
YER041W	0.22646041818747	0.547770565	-2.6717976957405
YER042W	2.54322276810617	1.043735829	0.660200257867756
YER043C		0.029562885	-0.459389362836783
YER044C	-0.657727811783449	-0.651647891	-0.180625447297846
YER044C-A	-0.383883935996611	-0.178451415	-0.817760127732972
YER045C		3.875508711	-0.356403089725239
YER046W	-0.970514270962245	-0.763987698	-1.26743805477926
YER046W-A	-0.763241535199844	-3.293187155	0.219024048789755
YER047C		-1.773871578	
YER048C	-1.33352992664904	-0.252581663	0.0653283672986782
YER048W-A	-0.19074247403276	-1.055643128	0.0569167773529458
YER049W	-0.818115999863211	-0.596687718	1.47134797497399
YER050C	-1.55431538583167	-0.662840265	0.780076571473092
YER051W		1.642195004	
YER052C		-0.427325919	-0.62541642890914
YER053C	0.226021719780445	-0.286294294	-0.0343677753304988
YER054C	-1.14705892569735	-0.202799415	-0.456327398572094
YER055C	-0.650382772525197	-0.600182202	0.0138055690333366
YER056C	-0.91567128121833	-0.955236849	0.328680571809805
YER056C-A	0.499762887172248	0.162547864	-0.260276487940042
YER057C	-1.01243718127876	-0.921586203	-0.301456141278137
YER058W		-1.541906542	1.4475012332237
YER059W	-2.27853567562953	-0.747509886	-0.0423040346833407
YER060W	-1.20956833197618	-0.959051425	-0.119881190130178
YER060W-A	-0.72637293278859	-0.502855329	-5.04435186348261
YER061C	-0.162103682708935	1.590023591	1.07199209768902
YER062C		2.057232503	-0.552498766610574
YER063W	-0.869272948958172	-0.38699721	0.423880536455633
YER064C	-1.09961315710602	-0.910523199	-0.219923427899168
YER065C	-1.06451917131075	-2.799917029	0.512792693149219
YER066C-A			-3.9448161900393
YER066W		-0.62018822	-0.024421329945036
YER067C-A		0.197918706	-1.66509059335228
YER067W	-0.563303637116889	-0.846806074	2.48289956281169
YER068C-A	-0.756491526885329	-0.701909068	-0.154561177508222
YER068W	-0.801597252002119	-0.465351213	0.524957372861755
YER069W		-0.016273827	0.179568027079949
YER070W	-0.615823100752239	-0.575396431	-0.417238937793675
YER071C	-0.74480950351171	-0.7697174	-0.339260332643231
YER072W		-1.159282368	0.111683881115952
YER073W		-0.874966207	-0.109779655022152
YER074W	0.227998833582283	-0.142076306	0.34058602907789
YER074W-A	-0.588698372809742	1.909304569	-1.24437647189821
YER075C	-0.480705837044067	1.392675404	1.25289196759142
YER077C		1.449549925	-1.72242376859524
YER078C	-0.304975488776475	0.308925476	0.616628504451918
YER079W		-0.602244328	-0.374960581427168
YER080W	-0.128525784061803	-0.346250504	0.847741729444459
YER081W	-0.546806353877631	-0.488048499	0.382376961555571
YER082C	-0.548750883725695	-0.837628713	-0.0538153481733433
YER083C	-0.810508119535968	-0.914698615	-0.285666640126719
YER084W	-0.804179667827644	-0.797409211	0.977295142270395
YER085C	-0.332721379142139	-0.432692208	0.19212620433559
YER086W			
YER087C-B		0.536169711	-0.366890304049662
YER087W	-0.893045395734962	-0.728415029	0.514210574862221
YER088C		-0.992481723	-0.663530080294966
YER089C	-0.820613421343179	-0.827856598	-2.51148705041481
YER090W		-0.349489728	-1.61199977931248
YER091C	-2.48680680722888	-0.134839187	-0.0423040349829399
YER091C-A			
YER092W			4.60977266200855
YER093C		-0.942767497	0.862538731937586
YER093C-A	-0.590481429299775		-0.679988501849193
YER094C	-1.16173320939602	0.703806208	0.141074231089194
YER095W	-0.6512332029176		-0.566260668763975
YER096W	-0.623473255237593	-0.374460181	0.519291915885759
YER097W	-0.287478567014083	-0.370188721	0.862538731964174
YER098W	-0.434428154196062	-0.084879842	-0.390988587842705
YER101C		-1.970437116	1.03246373394486
YER103W	-1.15080681577153	-0.376934285	0.288511708856072
YER104W		1.287126483	
YER106W		-0.476552774	-1.05734040205875
YER107C	-1.02743965891882	-0.677287961	0.0233269392406319
YER110C	-1.37236199953126	-0.380515601	0.493513630344589
YER111C	-0.655310487819819	-0.547337462	-0.202556295652588
YER112W	-0.183341468788988	0.023915043	0.00678120975790884
YER113C	-0.597093497821026	-0.360722479	0.159990734950825
YER114C		-0.315539242	-0.2376254294384
YER115C	-1.59278250570214	-0.59467274	-0.566629095713301
YER116C	0.490622996122061	0.08972611	1.34663240461414
YER117W	-0.615605403189349	0.609220929	0.890947147792091
YER118C	-0.160999808430253	0.002413974	0.247456242430429
YER119C	-1.0649262031045	0.270226227	-0.0379255942650719
YER119C-A		-0.458181689	-0.502916738223256
YER120W		-0.360156106	0.991821748882552
YER121W	-0.735235902742074	-0.776462811	-0.0227826634783955
YER122C	-1.89786445616098	-0.927754926	-0.662012251765681
YER123W	-0.974584821931908	-0.737275346	-1.41321472958917
YER124C	-0.950156715859882	-0.415609448	-1.01052376072064
YER125W	0.104382754588559	-0.462141656	-1.18992868771442
YER126C	-0.681445656889839	-0.573841923	-0.00346612416058291
YER127W	0.608807396587567	-2.751168646	-0.546164201170946
YER128W		-0.57055897	-0.189035433448078
YER129W	-0.265577830835506		0.0211989073063536
YER130C	-0.33983373946837	-0.674834292	-0.026025215995518
YER131W	-0.80560492600067	0.117891191	0.862538732050579
YER132C	-0.40750501274277	-0.279601089	-0.549721683226192
YER133W	-0.923539377736614	-0.915466593	-2.01347255077247
YER134C	-0.546942023000474	0.908044315	0.574033638699685
YER135C	-0.600589981101122	0.732332526	1.26463717505217
YER136W		1.225393813	-2.12733705089631
YER137C	0.184730995667474	0.032776168	0.265386822512727
YER139C			
YER140W	-0.599838777974776	-0.555042324	0.304644474430041
YER141W	-0.819371017935021	-0.712873517	0.669893654560155
YER142C	-0.706430674993212	-0.569113919	0.00471874276775401
YER143W	-0.726438312461595	-0.330490324	0.154719483587691
YER144C	-0.450096510825228	-0.638441972	1.15204534929577
YER145C	1.72727272295263	-0.552189234	1.40443251096699
YER146W		-0.517087919	0.824221800615292
YER147C		-0.486955732	0.155320481933317
YER148W	-0.577905288262197	-0.57148803	0.125887827511713
YER149C	0.586940279950951	-0.526694582	-0.0824199054416177
YER150W	-1.02049734378429	0.247438535	0.124595371002297
YER151C	-0.722311600903848	-0.447747122	-0.39698118963698
YER152C		0.182763385	-0.765492490349776
YER153C		-0.517800881	0.750064002798273
YER154W		0.530224455	0.168474793721302
YER155C		-3.448634701	0.978015949545843
YER156C	-0.508913914413915	-0.70333599	-0.878999592126375
YER157W			
YER158C	0.521398993888883	-1.149298717	2.65044129120031
YER159C		-0.968731163	-0.919076335212979
YER161C	-0.683561841913664	-3.945822346	0.191662328427025
YER162C		-0.698217083	-0.126572951650316
YER163C	0.285770745115007	-0.169117931	-0.785159524215676
YER164W	-0.439672978608716	-0.618659985	0.537916527804728
YER165W		-2.19069501	2.03246373394486
YER166W			
YER167W		-0.126946908	0.0261102372740311
YER168C	-1.07055032698502	-0.655288495	-0.663099488755226
YER169W		-0.127192068	6.76038418909172
YER170W	-0.96347787929243	-0.641442906	-0.429403636318472
YER171W	-1.27955460182031	-0.273220469	-0.770167868876591
YER172C		-0.637379078	1.50639492166095
YER173W	-0.889560690570689	-0.924554694	-0.0302720210803701
YER174C	-0.822378057938908	-0.777030293	-0.285425767358413
YER175C	-0.621119850389096	0.084876133	0.950001573334147
YER176W	-0.822046088146355		2.95000157389911
YER177W		1.296764663	1.16209901382147
YER178W	-0.69473586202161	-0.838755349	0.63129840905295
YER179W	-1.25112509709653	0.016976029	0.546114024442925
YER180C	-1.3780471762546	-0.064878211	0.400958646735559
YER181C	-1.14081783843769	-0.657072494	-0.0153477464581291
YER182W	-0.898971043981546	0.281863397	-0.144717083866397
YER183C	-0.446665446335814		0.228761206153382
YER184C	0.150228999864905	-0.680395851	-0.119831373913075
YER185W	-0.870041790686982	-0.553900674	-0.0621099571518981
YER186C	-0.893506552274848	-1.835126774	3.03579944659535
YER187W	-0.685184632033655	-0.598923406	0.17713314540075
YER188W		0.419802583	0.184466826824948
YFL001W	-0.260854465136052	-0.400941721	-0.756371100479991
YFL002C		-0.260620432	0.371552379864021
YFL003C		-0.804940948	-2.49439581220019
YFL004W	-0.874996968109109	0.027253345	0.159155738889327
YFL005W	-2.35605559398705	-1.033078268	-1.59265589429801
YFL007W	-0.9587393596970171	-0.627106161	-0.763969093068922
YFL008W		-0.997586027	
YFL009W			
YFL010C		1.614525385	0.184466827389913
YFL010W-A			
YFL011W		-0.250889792	-1.58492024484531
YFL012W			
YFL012W-A	-1.32406533587892		0.715990068595819
YFL013C		-0.718469085	-0.533389944084315
YFL014W			-0.688560316279478
YFL015C	-1.15508967475625	0.70695809	-0.346785087064762
YFL016C		0.127621831	-0.0219840504541563
YFL017C		0.642195004	0.669893654560155
YFL017W-A		1.642195004	
YFL018C		-0.942767497	-1.55249876717553
YFL019C		-0.631958987	-1.59689288623746
YFL020C			
YFL021W		-0.50570865	0.525503744848337
YFL022C		-0.188909077	
YFL023W			
YFL024C		1.396053424	-1.81553317317505
YFL025C			
YFL026W		0.128768447	-0.142063169716287
YFL027C	-0.772923140621668	-0.567565471	-0.313232527650357
YFL028C		0.642195004	
YFL029C	0.315555163109389	1.388323077	0.969453936424642
YFL030W	0.23059178897263	-0.257900931	-0.457903834551741
YFL031W	-0.423376393398502	-0.889915615	0.859195288556872
YFL032W			-0.552498766610574
YFL033C		0.646270163	2.81673504304979
YFL034C-A	-0.7321808681033545	-0.1312426545	-0.427299977365089
YFL034C-B	-0.2903525590884985	-0.2583614615	-0.791614430472347
YFL034W	-0.0724084893315925	-0.47035413	-0.291971216976797
YFL036W		0.983141504	-1.3301063460048
YFL037W	-2.03295622107602	-0.60173058	-0.422706952558965
YFL038C	-0.322211465905793	-0.475548428	-1.75290218472261
YFL039C			
YFL040W	-1.95049741333226	3.63668492	-3.42348731635653
YFL041W		0.171155469	-1.97654869283525
YFL042C	-0.407973279793691		
YFL044C		0.287126483	
YFL045C	-1.82239550040114	-1.139459409	-0.259451792102772
YFL046W		-0.890345513	-0.30457125323311
YFL047W	-1.00602320719537	-0.75110396	-0.103568938442142
YFL048C			
YFL049W	-1.03846616622558	-0.205527292	-1.08419611758801
YFL050C	-0.556774796242188	-0.526956201	-0.543258095058744
YFL051C	-1.01272841298639	-0.08606758	-0.111053665970664
YFL052W	-0.252005802035032	-0.71327589	-1.61939065073465
YFL053W	-1.038527244916	-0.505327865	-0.29153868961651
YFL054C	0.0286924167704918	-1.708060438	-0.672067504444293
YFL055W		2.287126483	0.152045349069797
YFL060C	0.100589728267711	-0.058244714	1.21303597893974
YFL063W	-1.52074456981911	-0.386832083	1.04035811706358
YFR001W	-0.858759473351099	-0.926136823	-0.559365486477542
YFR002W	1.80114434376124	-0.518827704	1.54061063731857
YFR003C	-0.53376060525941	-0.447057023	-0.210299256094578
YFR004W	-1.39077130347287	-0.395992831	0.256060910557205
YFR005C		1.287126483	
YFR006W	0.270185609375689	-0.089453632	0.559867756003731
YFR007W		-0.872520112	-0.0647336980274465
YFR008W			
YFR009W	-0.818725809085725	-0.687306311	-0.102575750441552
YFR010W		-0.649662723	0.0551838101160521
YFR011C	0.25110245232382156	-0.460833845	0.0520165311248736
YFR012W	-1.03000816798155	-0.629816967	0.555141955621699
YFR013W	0.018936493388334	-0.217303619	0.117755000267918
YFR014C	-0.753976068083822	-0.907493577	0.20721676029287
YFR015C	-0.64313598206119	-0.825598964	-0.0751769894533698
YFR016C	-0.786122048456478	1.346735777	1.42053418526195
YFR017C		-0.580197418	-0.65001527323831
YFR018C	-0.922413491335239		0.136486797684497
YFR019W	-1.77890469712797	-0.17086578	0.792785306914058
YFR020W	-0.672333822985524	-0.592919357	-0.275277774735079
YFR021W			
YFR022W	-0.559272780399626	-0.525457679	-0.0453897399079712
YFR023W	-1.56827633287105	-0.231145539	0.582853085433334
YFR024C-A		-0.839600771	0.210173550921037
YFR025C	-0.53054462208061	0.305948224	-0.435701005312493
YFR026C		-0.774759698	0.0862028106014999
YFR027W	-0.649812558318355	-0.639254022	-1.10793531577784
YFR028C		-0.565357799	-0.350533061105281
YFR029W			0.14024282675895
YFR030W	-1.17606417291725	-0.923341998	-0.735736595474476
YFR031C	-1.92312522624727	-0.435457552	0.364245728604305
YFR031C-A		0.375672735	1.25158102288256
YFR032C	-0.531255469401757	-0.68273558	-0.176204969374842
YFR032C-A		0.515838336	-1.01792256947934
YFR033C		-0.923258128	3.6698936543826
YFR034C			-3.68536167452688
YFR035C	1.04267151857652	-1.911386817	-2.24094412604083
YFR036W	-1.09865876869868	0.428890455	-0.558541477928196
YFR037C	-0.869323477568087	-0.874562417	-2.17481468236914
YFR038W		1.441558485	
YFR039C	-2.25793429144608	0.872121098	0.829371868413495
YFR040W		-0.460136987	-1.04999842665484
YFR041C	-1.06836835912142	-0.815932307	0.0979578335953057
YFR042W	-0.427446246081895	-0.856575825	-0.0386972952879953
YFR043C		-1.357804996	
YFR044C		-0.742445195	-0.460763638907569
YFR045W		-0.218178301	-0.0950154202225595
YFR046C	-1.09215635760829	-0.509048577	
YFR047C	1.48106555992806	0.844680948	-6.91444254102326
YFR048W	-1.03777595722719		0.254856154716346
YFR049W		-0.357804996	
YFR050C	-1.00842325746228	-0.116986279	-0.842005384574252
YFR051C	-2.18456193529872	0.109255562	-1.21836787356536
YFR052W		-0.477577049	-0.191260970206223
YFR053C		-0.979089683	0.169525593446372
YFR054C		-0.539573892	0.182751714764469
YFR055W		1.313594586	3.95000157404533
YFR056C	-1.25587915948819	-0.634131523	-0.0799549395819875
YFR057W		-0.908198574	-0.967536266755057
YGL001C	-0.334985328620118	-0.69163518	0.233794540107431
YGL002W			
YGL003C			
YGL004C	-0.740331318500559	-0.533247003	-0.897088670089774
YGL005C	-0.633661891781076	-0.665927292	1.2232860763537
YGL006W	-0.397990707969032	-0.468475229	-1.00047015633539
YGL007W	0.537773389031868	-0.988571187	-0.860621062518312
YGL008C	-0.884070463392319	-0.970231842	-0.346256085752268
YGL009C	-1.04167235412116	-0.808295581	-0.330106346309804
YGL010W	-0.582141513315886	-1.175601665	-0.353451435814086
YGL011C	-0.6860705606257	-0.603195726	-0.686799858615576
YGL012W		-0.685452093	0.36503907265509
YGL013C	-0.984670724361988	-0.784151019	-0.890448879751117
YGL014W	-0.994816554357831	-0.476449493	0.0356661662918615
YGL015C		2.227157504	
YGL016W		-0.738972294	-0.250608425921525
YGL017W		-1.01565432	-0.510187962338181
YGL018C	-0.133579011767702	0.374443346	2.24285862166761
YGL019W		0.457991928	
YGL020C	-0.953956287688056	-0.979821091	-0.230570672293616
YGL021W	-0.653477040179856		0.243360515784356
YGL022W	-0.562226161779271	-0.898779485	1.24146438740333
YGL023C		0.287126483	
YGL024W	-1.00373587197301	-0.153188267	-1.29740218121807
YGL025C	-1.10300109932074	-0.822337487	-0.032344563087854
YGL026C	-0.86664448784953	-0.378866612	-0.395601622505818
YGL027C	0.290289652949189	-1.264695592	0.277576231404751
YGL028C			
YGL029W		-0.224538466	1.35487025476857
