orf	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | YPD | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (C-lim) | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (N-lim) | Paget CM~Delneri D, 2014
YAL001C	0.3094635473432901	-0.30003608413991384	0.06966543609745754
YAL002W	1.4677888461186153	0.9464107928144477	0.7802774212377296
YAL003W	0.31152553244054815	0.3680537062429367	0.2315967657693487
YAL004W	0.08444162344958138	-0.11864270798480231	0.5211246255408817
YAL005C	1.6900170232733398	1.509097504014897	0.403877868710199
YAL007C		0.22654480771009364	0.6114899872261964
YAL008W		-0.3383562177399665	-0.19530149333702918
YAL009W	2.269167330017201	-0.012906824063371822	-0.3951689583311979
YAL010C	-0.19999809964806398	-0.18895938285874891	-0.10740783631986035
YAL011W	-1.8671598715152709	0.20265983328581266	-5.109874123033949
YAL012W		0.24176940698548952	1.5589389568057648
YAL013W	-0.9418890334712694	-0.23509353184805135	0.08131061905704065
YAL014C	-0.10727718660745934	-0.0499501720322828	-0.40502506903862534
YAL015C	0.09285565827295156	2.956866004666239	0.43430067661902694
YAL016W	-1.1852435076559802	0.2485803209785922	-0.22958621030095264
YAL017W	-1.2936096926732001	2.886274371896158	-0.022227506255901665
YAL018C	-0.013733696791226935	0.07255083127117268	0.2166329159146834
YAL019W		0.01628394866834928	0.13576772336014378
YAL020C	-0.1161417014311693	0.05640717809288206	0.03030836774844591
YAL021C	0.8025006285232864	0.06059969845428673	-0.5926039060385616
YAL022C	0.4493045736946096	-0.171627610663399	0.09386578456983669
YAL023C		0.5562972880860193	-1.2158924986513127
YAL024C	-0.24424551795963828	-0.25267153606372633	-0.2094684772898702
YAL025C	-0.8299722865906017	0.06730354889856563	0.2628408717829926
YAL026C	3.8611956974587334	1.4936095167422698	1.5187238671810357
YAL027W	1.8193456041011666	-0.427925589756947	0.16451302807802265
YAL028W			
YAL029C	1.4835835893444125	-0.29362141134223135	-0.2366699086483949
YAL030W	-0.2021468468643587	-0.17900231725646906	-0.15750399424003217
YAL031C	0.9162263208202256	1.1485537502880585	0.00437572228397919
YAL032C	0.41772120187274153	-0.747778419159541	0.3590596666652552
YAL033W	-0.06401370918485015	0.051830502616851445	0.1594587106551681
YAL034C	0.2168393789921043		-0.32030769874602355
YAL034C-B		-0.45723733201300304	-0.6394397306280174
YAL034W-A		2.0239657567593374	-1.646229970164677
YAL035W	0.10858207957508643	-0.05957327237015059	-0.12793906661467286
YAL036C	0.8262802046153522	-0.299144364896566	0.47978247186698947
YAL037W	-0.1852881965662862	-0.18038184871633223	-0.36950058729249946
YAL038W	-0.42385501888681926	-0.1894278744931315	-0.46456975088341806
YAL039C		-0.10005515186708312	0.03277944676307475
YAL040C	-0.8455198697096185	0.5336261189150097	0.16124700955114055
YAL041W	0.1065324572559655	0.08173598220969133	0.17233879866286514
YAL042C-A	0.5424036797550207	0.20010925835334442	0.9575359700166806
YAL042W	-0.10363983979987339	-0.1430039821784474	-0.021016915850489183
YAL043C		-0.09351133283500106	0.6621011761315143
