orf	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | YPD | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (C-lim) | Paget CM~Delneri D, 2014	het | growth (pooled culture, barseq) | pH [4.5], temperature [16 C], chemostat | F1 (N-lim) | Paget CM~Delneri D, 2014
YAL044C	0.7221253667427142	0.2932853116849835	1.460412854201905
YAL045C	-0.5170263800811375	0.3492682986668669	-0.22354229944666631
YAL046C	-0.407080162451577	-1.2261359935953762	-0.3069526719229872
YAL047C		0.7150626943679729	-0.9353320828335728
YAL048C	1.8000622134357838	-0.5617788850572146	-0.021724471463025335
YAL049C		0.8294559226374222	
YAL051W		-0.4080253804376142	-0.29537598010186333
YAL053W	0.8230663461572795	0.14577497842962642	-0.021785317214419196
YAL054C		1.6070789155424554	-0.9295582275765353
YAL055W	0.40284040766106155	-0.12437749056671978	0.04754998112362208
YAL056C-A	-0.31468014553465884	0.2640641204604632	0.02951078582690672
YAL056W	-0.5100389351332343	-0.16133837317523073	-0.030536168551018344
YAL058W		-0.15080404916627732	-0.2799937855088584
YAL059W	0.2285819001064196	0.020021956732349768	0.08708509134109754
YAL060W	-0.29014021550180075	-1.9560768672381024	-1.4920168636895317
YAL061W	-0.5942947558172601	-0.07134054632376086	-0.03883029437901275
YAL062W	-0.4379050004851926	-0.06004372443507304	0.2706796098524719
YAL064C-A		0.05670694277149222	-2.0989334776081923
YAL065C	-0.9499086903344575	-4.788043202206456	-0.15839961515260131
YAL066W	-0.4005407280452125	-0.006285792528733744	2.189690347773579
YAL067C		0.5621253104414481	-0.2334761825631249
YAL068C	-0.4218505960173036	0.11421209181567987	0.13122379548559557
YAR002C-A	0.21518814243393852	-0.06390644610986766	0.14618516927188763
YAR002W	2.2377299744963524	1.6699122001351125	0.8181790057433784
YAR003W		-0.08769333006505453	-0.6794738063342405
YAR007C	-0.6882384386364291	-0.0989945783902362	0.5217733235405935
YAR008W	0.29264767346392884	0.6031481733090824	0.72482553652807
YAR014C	-0.14714281171370383	0.04203028913522112	0.0788615934656952
YAR015W	0.5437605621625848	0.18087012335918484	0.35417024946277575
YAR018C	0.5939061655863336	0.11590950381724809	1.0080311109447682
YAR019C	-0.05196882568402992	-0.1041021937869126	1.403594101009532
YAR020C	0.2231020636785723	-0.5602263257150656	-0.4119363207379948
YAR023C	1.129885725676958	1.5146352297403827	-0.5933148344531343
YAR027W	-0.3193990220777852	0.721931712411043	-0.7743874505742857
YAR028W		-0.052520962910336005	0.20559281685355504
YAR029W		1.0604714222873006	0.40962718061195774
YAR030C	-0.42755045351206533	0.06634939462705128	0.04298734371561553
YAR031W	0.26116890660054454		-0.08156955980491039
YAR035W	0.1041878191458097	-0.1066267492630094	0.4280631109732774
YAR042W		0.08759995963902918	0.15162694805196542
YAR047C	-2.3712832841694156	-3.1837845826248277	-0.7410436744111197
YAR050W			
YBL001C	-0.7559256409962449	1.1441184096565018	1.6903925243199691
YBL002W			
YBL003C			0.1461851692996686
YBL004W		0.034065440801145264	0.021180923432712485
YBL005W			0.1461851692996686
YBL006C	-0.7023282058702724	-0.35495242985610626	1.5744422600332515
YBL007C		-0.19288551358986827	-0.40215134993361207
YBL008W	-0.07823990628972195	-0.10931171091349805	2.194855934759959
YBL009W	0.8313331680955224	3.9024673004522836	-0.3046714934038866
YBL010C	0.039831648319002655	4.672577168701008	0.8765775432917718
YBL011W		-0.7901280064885701	-1.0390531283635565
YBL012C	-0.20999336624030981	-0.228540874084951	-0.1321215789065169
YBL013W		0.010893840357345554	0.6211044908123502
YBL014C		-0.9703866115554289	
YBL015W	0.42832877135503405	0.027774390030976256	0.044794158728298734
YBL016W	-3.078188466750235	1.4749886960603635	3.6419818839712574
YBL017C	-0.016379942286702386	-0.11219759990073176	0.6909594155500791
YBL018C	-0.07633074267764572	0.05006745331486875	0.1549146367453102
YBL019W	0.330670555288821	-0.23322767573010328	-0.26261535990403306
YBL020W	0.4010788187883171	0.024291230866170563	0.0823935008206935
YBL021C			
YBL022C			
YBL023C		0.6821688389339966	
YBL024W	0.06274495282132318	-0.19851208093631026	-0.14186643166444132
YBL025W	0.5381445069793976	-0.20385257745010868	0.05543880117663731
YBL026W	1.265001473998808	0.48623155539215746	0.5585256610552591
YBL027W	0.9945882877257669	0.0001473859200815212	-0.012874312790363818
YBL028C	0.07177791842098474	-0.07168493068429721	-0.5056682556022265
YBL029W	0.18836503086308418	0.0468931689087337	-0.2556349187295484
YBL030C		0.2614138119388045	
YBL031W		0.03445330553117959	-0.37483857794802244
YBL032W		0.134594001369029	1.008031111294301
YBL033C	0.43568942663445076	2.0884089074905736	-0.16427087117951314
YBL034C	0.4649946315828375	0.36163297537901445	-0.32209787377315924
YBL035C	0.4833041618564704		0.17411948233938584
YBL036C		-0.06892482656205706	-0.18476606345188923
YBL037W	-0.0077747421891777605	-0.09594472563937584	-0.007458503107106566
YBL038W	0.6250381171894925	2.346416827486908	-0.5493903948944533
YBL039C	0.6064945748871099	0.23734850795654344	-0.27419929645479474
YBL040C	-0.05902121619184559	-4.5728888637044145	-0.17490363330664233
YBL041W	0.6853036621999531	0.37733090461015234	0.38568181423913933
YBL042C	-1.5797615207556357	0.32369319358763055	-0.09603816234922229
YBL043W			
YBL044W			
YBL045C	-0.15169916466036024	0.3009897444870693	-0.13064860711008508
YBL046W	0.3536870612358307	1.1154962165814675	-1.0390531284766376
YBL047C		0.0011778811952733476	0.7248255362111063
YBL048W	-0.011336107812925489	-0.02910916641562351	-0.011051194325818244
YBL049W	0.09986499233007108	-0.1421400660473906	0.34002521006287917
YBL050W	0.6449521226346636	-0.24749050528333955	-0.3939364646389261
YBL051C	1.3673380459966054	-2.4989562270595505	-0.320531277222594
YBL052C	-0.9538010710429179	0.8591569040461858	-0.02026023656261252
YBL053W	-0.8080933035676066	-0.23311778201960748	0.3972283374312558
YBL054W	0.28648739014364893	0.3831278650131637	0.39464696925997267
YBL055C	-0.32559379529120047	-0.04091040584479061	-0.2663127440893798
YBL056W	-0.6132651965174443	0.061841658601343545	0.09072729071544887
YBL057C	0.007390848155636586		-0.26408298233124683
YBL058W			
YBL059W	0.22260903326045417	-0.05646327293858416	-0.1916481322983975
YBL060W	-0.35448253601801993	0.19347333178919446	2.574687119854958
YBL061C		0.01167307967750154	-0.14310574849789018
YBL062W	1.8514725155157061	0.7665288935797127	0.5882363733537147
YBL063W	-0.3939686822192495	-0.15676600923219083	0.22334998976662304
YBL064C	-0.9697487191587234	1.337416452535663	1.0606249515661603
YBL065W		-2.600979222590534	0.6088752722895382
YBL066C	-0.08060554621457183	-0.4422064123149171	0.4540574286538696
YBL067C	0.33409654560816227		1.6255705685783033
YBL068W	-0.12967041908256968	0.32149109092879463	-1.2579204861025768
YBL069W	-0.3152889445001611	-0.3689790116195756	-1.2782189252265816
YBL070C		-1.7657951226352369	-4.177075164501439
YBL071C	0.7707343344898726	-0.1987828890482316	-0.54735410322117
YBL072C	0.36983443763525753	0.734858845307028	0.2885166313673569
YBL073W			
YBL074C	-0.5787988693276689	0.08300655156130796	0.7597479223394498
YBL075C			
YBL076C	0.6032371693922916	0.3047669390650391	0.2566216663873459
YBL077W	-0.2631868039273958	-0.22063565183032416	0.13026901612415215
YBL078C	-2.3808054008017088	0.004635655524594702	-3.0799653137151832
YBL079W	0.38450501836393314	0.16942448552408934	-0.5763630253092011
YBL080C		1.997872608351884	1.2912366858035271
YBL081W	0.08034534528632574	-0.06167974968197347	-0.09600891632411665
YBL082C	0.9707625722369916		-0.01702726348189757
YBL083C			1.4604128542303185
YBL084C	0.19851569124586246	-0.27144447749356804	-0.44638870535186015
YBL085W	0.12369734989557549	0.06948802005676641	0.21251217120021446
YBL086C	0.7608978288490538	0.3271520789454409	0.7428891519526251
YBL087C	-1.3003263299891197	0.403006384970451	0.12126132064362274
YBL088C	-0.21376510464352635	0.3885922867229495	-0.05673950122378312
YBL089W	0.008253384392269343	-0.18439986159187846	-0.021140941355973608
YBL090W		0.039850545814241925	-0.09603498343126968
YBL091C		-1.4587627594388268	-0.8063426949082112
YBL091C-A	0.7010250930909511	0.06747539327476822	-0.01968977819968854
YBL092W	1.4033971991204872	0.02872955810493833	0.4648191572596728
YBL093C		1.3143922122992724	
YBL094C	0.796851009213351	-0.39154684188301253	-0.0362423798687781
YBL095W	-0.35857839311501705	0.8378577419233234	0.6970930144256183
YBL096C	0.4704626209969034		-0.16510457581350418
YBL097W	-0.21362228912606732	-0.001508415987472215	-0.06106704101108278
YBL098W	0.04252725312751767	-0.44336616696026576	-0.2211599117788863
YBL099W		0.47897173374098934	0.8285465824281459
YBL100C		0.8601978944305887	-0.35669171534816285
YBL101C	0.054756555496412306	0.9179252429854627	0.09612901954832029
YBL102W	0.2166135074145545	0.10644903082687712	-0.2420730345868984
YBL103C	-0.2613256384194381	0.6755384127121592	0.6088752726750478
YBL104C	1.3217596941276606	-0.09269961294609926	0.07708086502234493
YBL105C	-0.10814840207100783	-0.27300881090930657	-0.2105812105175022
YBL106C		1.3143922122992724	-0.25297066957659525
YBL107C	-0.19396972379726093	-0.20765003923830336	0.8296045503577469
YBR001C	0.1352636149324847	-0.5006018805474592	-0.5815183965335633
YBR002C	0.09352067408823801	-0.26038923668494357	0.44242986683268193
YBR003W	0.06894562397525385	-0.17336228145170152	0.24083297571528225
YBR004C			
YBR005W		-0.03486276135264019	0.2259915303327779
YBR006W	-2.9198354923976697	2.4379130923627557	0.4181398846224907
YBR007C	-0.026007037226157766	-0.29677227134342204	0.41418983257052977
YBR008C	0.7642663162554909	-0.7528717803347044	0.3430291722807697
YBR009C		2.325782474053074	0.9802985889776751
YBR010W	0.11141995352684443		1.1070078604929101
YBR011C		0.16989942854824214	0.06630896470844808
YBR012C	0.00035545226106833587	-0.9701687642358958	-0.14343456708503588
YBR013C		0.03482519955813707	0.47742170474962087
YBR014C		1.5130369732749962	
YBR015C	1.6844612547598792	0.6619615703313443	-0.20221272742047378
YBR016W			
YBR017C	-0.643253155675481	-0.09068830843826137	-0.01780666461970746
YBR018C		-0.15014910450106514	-0.0018810495291054277
YBR019C	2.1531233327850288	-0.5535005525662422	-0.3090831695606636
YBR020W	1.125555325617759	-0.19292472131679203	-0.15914357105554908
YBR021W	1.5214844280633435	1.349379458419926	0.29142487373005804
YBR022W		-0.3637688828528036	0.047864243496311416
YBR023C			
YBR024W	0.8335540680670547	-0.568454225290721	0.0591499369118354
YBR025C	0.14254793287604553	-0.017657900960488596	-0.214256239407296
YBR026C		0.9960043539499293	-0.7558475535819043
YBR027C		-0.1775034973989108	0.199251636941697
YBR028C		-0.16924807931810315	-0.1850513667113785
YBR029C	0.5423195430452381	-1.71883817971094	-0.010265841650056071
YBR030W	0.5606289089410375	-0.1663193074595883	0.46201545243668013
YBR031W	0.22488010844242026	3.708030717649964	3.4790241128640362
YBR032W	0.1423621460943722	0.7043276754809	0.34426406978283286
YBR033W	-0.32030859536964595	-0.2828044521153812	-0.07998411440761101
YBR034C	2.2247538365157538	-0.12030350200763507	-4.022584798586811
YBR035C		-0.05441717918545859	0.1461851692996686
YBR036C	0.6913701445137893	0.06424730220968655	0.2776387365862504
YBR037C		-2.4337402115009685	-3.2263960133665344
YBR038W		-0.4533539922303621	
YBR039W	0.3232231813679315	-0.1303094148568872	0.2566510768322781
YBR040W	-0.08363267804613547		0.1505832677851304
YBR041W	-0.8858441686365046	0.19701066088479155	0.0063135410862510555
YBR042C	-0.016140299594487935	-0.2021578391646735	-0.5804442131971512
YBR043C	0.35580715442342503	0.08781485659014848	-0.11363480114929077
YBR044C	-0.0048608505397679195	0.21138264964997602	0.065811607536488
YBR045C	0.522180627759671	0.2996763320384611	-0.37526659510351523
YBR046C	0.3900647731460193	-0.15662068370066215	-0.07228633645103996
YBR047W		0.4665886592102273	-0.017156378790130433
YBR048W	1.6894576107173238	0.11779645621839051	-0.03299881398555812
YBR049C	0.002284177091348364	-0.44797461855818	0.6891858280954981
YBR050C		0.5017430413150699	0.5776206018124593
YBR051W		-0.051320976129138586	-2.4791250244306884
YBR052C		0.4917590980156368	
YBR053C	0.09396741557215216	-0.1856657773516139	0.25138546271347345
YBR054W	-0.04716825010832451	-0.20277053381174545	0.3707957384342656
YBR055C		-0.2902455587913525	-0.08181713070135985
YBR056W	0.8515794360120149		-0.3544076318845496
YBR057C	0.41604621217318133		1.2973702845866364
YBR058C	0.1975098525784015	-0.2568150598036046	-0.2994882727043118
YBR059C		0.20551133695776613	0.04246412327109406
YBR060C		2.028416298240499	
YBR061C			0.525161454719686
YBR062C	0.1975527151593446	-0.3115721395417065	0.2710538327833778
YBR063C	0.1336936148562059	-0.2448862050082501	-0.39266227209062654
YBR064W	0.1751398438957948	0.8770830084249172	3.459142250218697
YBR065C		0.37311505883759055	-0.5128287603162301
YBR066C	0.10543631377019892	-0.21468561874804662	-0.17104745751764933
YBR067C		0.06724822374563011	0.09109726410872879
YBR068C	0.00015185714988974613	-0.1101970980899444	-0.07348614076438782
YBR069C	0.3963792367406385	-0.23991030968444596	0.13786004967914217
YBR070C	-0.011408959981555415	0.006168726348721702	-0.1327848495922311
YBR071W		0.36016386338028156	-2.4716952575944973
YBR072W	-0.15806414469465674	-0.09092480194475062	0.745123975909598
YBR073W	0.3475689645044984	-0.411240443213175	0.05179537263437042
YBR074W		2.043791682436949	
YBR076W	-0.34905803760514487	-0.047668043502807796	-0.026374786991177714
YBR077C	0.7209538463094364	0.054773146863699364	0.6581965209613259
YBR078W		-0.6715065193327169	0.8285465824281459
YBR079C			0.35476854852377093
YBR080C		-0.19419508472597588	-0.696166286015604
YBR081C	-0.20221274065265424	0.11213125212704851	0.1739176907547196
YBR082C		-0.19783163211274502	-0.6904556963282916
YBR083W		0.9473622008922348	0.8528549637949765
YBR084C-A	0.12544616988544138	0.16201547758368376	0.045876395064068175
YBR084W	-0.07144338527604036	-0.1619406398874473	-0.1868137291704809
YBR085W	-0.33397662424321123	-0.35337276742916296	0.7859905113177988
YBR086C		-0.17241233176453255	0.04246412327109406
YBR087W	1.2258006888890889	0.20997172478528237	-0.27604927019275755
YBR088C		-0.0977770007665663	0.0738612077097225
YBR089C-A	0.013702747026645968	-0.15176912457383773	0.7287243114461884
YBR089W	1.0432878369050997	-0.3226044703595317	0.09163958862236327
YBR090C	-0.6808802668418173	-0.34676761025543357	-1.0960744665329314
YBR091C	0.35262363216123643	-0.2626049783896138	0.744514981394749
YBR092C		-0.38967286297125864	0.24209133813309452
YBR093C	-0.2920377998568395	-0.1676632197173211	0.07150574009686772
YBR094W	0.55407620782215	-0.2270284593752136	-0.24001733231992975
YBR095C	1.7111412933333787	0.6706157804653441	0.3256696977803159
YBR096W	-0.6110124722851968	-0.23021412099591543	0.20040936441535992
YBR097W			1.8968496835172701
YBR098W	0.560786550763135	-0.06182841669576355	2.7760228590706864
YBR099C		0.049895474589954664	0.011388849653256867
YBR101C		0.9960043539499293	
YBR102C		1.755218518717163	
YBR103W	2.487757380930534	-0.3261563338644153	0.34779286307915364
YBR104W	0.2668034992708565	0.02910339400110055	-0.09852022272565869
YBR105C	-0.03449571399808566	1.0331896148163229	
YBR106W	-0.6244282623149119	0.015382551898409659	-0.14870735083327383
YBR107C	0.2399539572056678		1.2558931411583056
YBR108W			
YBR109C	1.532001861903951	-0.005043027173281221	
YBR110W		2.260480546912868	
YBR111C		-0.6035461299414883	0.7780514407163323
YBR112C	-0.29281538216412556	-0.30193636799905094	-0.8193818186182988
YBR113W	0.8170930586137408	0.3284519036128547	0.29142487373005804
YBR114W		0.7818643888777018	-1.4382089670958975
YBR115C		0.08328509444674329	-0.11209655720492549
YBR116C	0.8116879163046935	-0.5611057264189933	1.2912366855240252
YBR117C	0.5954613613555126	0.38595717816702285	0.08401275592476422
YBR118W	0.5292643089974188	0.21962861294021355	-4.03620105182758
YBR119W		0.01879534150621374	0.5428060527247643
YBR120C		0.22251087186061802	-0.24088223653935573
YBR121C	-1.0187422355374753	1.956288423309602	-2.3063452784574223
YBR122C			
YBR123C		0.03482519955813707	0.8765775432917718
YBR124W	-1.424235486687366	0.01924921122787287	0.4944245354555841
YBR125C	2.897894459378408	-1.3187796035382235	-3.111708660600545
YBR126C		1.36284483556387	
YBR127C		-0.4486143977287111	
YBR128C	0.8366201054363676		0.027888206606212485
YBR129C	-0.33247144763004005		0.024062850691174545
YBR130C	0.7318445100149169	0.1062218692525969	0.8421594125327598
YBR131W			
YBR132C	0.8888760200514216	-0.36191439864618363	3.384335530256286
YBR133C			
YBR134W	-1.4354512461151787	0.22904332074911835	2.898604369267671
YBR135W		-0.3360315209980346	2.9672180118782583
YBR136W	0.7344844434027848	-0.04407580025526755	0.7248255364766744
YBR137W		-0.1391957433255223	-0.0734861407725632
YBR138C	1.2008885983437478	-0.19149237843909506	0.03284961952666644
YBR139W		0.11091862596049501	-0.07348614083894058
YBR140C	-0.41379550912708984	-0.20365963855845803	-0.4845458657865225
YBR141C	0.23342294279807824	0.7498903678065693	-2.228070468734575
YBR142W	-1.2694270276493331		-0.21210236369432958
YBR143C		-0.8636024108254546	0.042464123276730915
YBR144C	0.05242947769626836	-0.34386629149546133	-0.05200661004189484
YBR145W	-0.0067072594920726284	-0.07743814555588015	-0.015998436001357308
YBR146W	0.9161237083930446	-0.14984321016249383	0.17339502596895368
YBR147W		0.3086979310982184	0.07943226369760759
YBR148W	1.0593345719231595	-0.39908370206759675	
YBR149W	-0.5311167998018347		0.9873053045368753
YBR150C	-1.4796724881399872	0.3079090911484305	-0.7856813350401606
YBR151W	-0.0007656848077388201	-0.23838356032074326	0.6579710683003454
YBR152W	-0.027474457670574836		0.4472133826778301
YBR153W	-0.3031796333679194	-0.09190664530892577	-0.38145879351257067
YBR154C	1.9545184883942892		1.3805788584190044
YBR155W	0.06527539076164655	-0.3090611744984233	-0.16125157891706907
YBR156C	1.8522738909703584	0.682557850931317	1.6047350941932506
YBR157C	-0.1159736696746059	-4.654211392093548	0.048694773797027927
YBR158W	1.370305847850297	3.0608378113412695	2.033279366531565
YBR159W	-0.1880422079313535	0.25793732601591757	-0.11895678999917067
YBR160W			-0.5763630250241604
YBR161W		0.30067936095701386	0.6900360708973563
YBR162C			-0.7558475535819043
YBR162W-A	-0.16797512057685743	-0.07409055661517819	-0.3732052800246733
YBR163W	0.07505274539811604	-0.23994749510971283	-0.11914948818830047
YBR164C			
YBR165W	0.07294055217122708	-0.3496253399295163	0.23001787312676378
YBR166C	0.14628063242556547	0.4699599695372359	0.5071055443840271
YBR167C	0.1209141641899475	-0.23072527099781126	0.49100039490228664
YBR168W	-0.29565852136869664	-0.23770639066638577	-0.022408663096914475
YBR169C	-0.3030196054822917	0.7952132043724699	1.0638442430865618
YBR170C	0.06998713680300024	-0.6339717441063041	0.09762303901964019
YBR171W	-0.06477771869027377		0.6227604028165147
YBR172C	-0.6031204695017142	-0.10325864474374111	-0.22634140813561432
YBR173C	1.4653183670915226	0.22184770098844725	2.672598321156453
YBR174C	-0.17727450667064878	-0.16097138729560764	-0.12069018985181183
YBR175W	0.43253689184840644	-0.35820681349434785	-0.01642356177124016
YBR176W	0.1766201009054951	-0.09155475067864317	0.06016729243578624
YBR177C	0.3925375551690411	-1.1825832888066232	0.11159803376869178
YBR178W	0.9297308910296245	-0.20982666955821785	0.18399584868701863
YBR179C	-0.03509555138902748	-0.13437573846843293	0.013135662551917133
YBR180W		0.9217022112919188	0.44492900506568567
YBR181C		-0.03129609916041282	1.0677123787275677
YBR182C		-0.01613287338158822	0.9870529169876461
YBR183W	-0.7400018148847837	-0.11680161533954798	0.09883152422315669
YBR184W		0.24442665037550507	-0.22227296654905923
YBR185C	0.9802422506721103	0.5184960145129297	0.29793717595689073
YBR186W			-0.26856804739645745
YBR187W		1.3383884035920828	-0.3566917148495729
YBR188C	-0.21125197225328476	-0.2355087489150947	-0.09063566426548507
YBR189W	0.6144209702148605	2.7440180216553927	-1.6136835539176095
YBR190W	0.24740234567062191	0.29616766429593677	0.4440476807681396
YBR191W	-0.1613208758497033	1.9083974660462888	0.8307814058895608
YBR192W		-0.06789771386922587	0.3035465327291344
YBR193C	-0.9700530622544453	-2.1824332287031694	1.3956051757876842
YBR194W	0.19433041403759926	-0.5883525625668243	-0.36087193131057627
YBR195C	0.09046528559014459	-0.3975843969637056	1.9340757419866317
YBR196C		0.6630081459098776	0.42939074342338057
YBR197C		0.24471333284833516	0.4560972733458834
YBR198C		0.43051910959251866	
YBR199W	0.6860397370722615	-1.25493019544701	0.6685565402413514
YBR200W		0.8963917378193681	-0.07013580484192147
YBR201W		1.3383884035920828	
YBR202W		2.8173651403107574	-0.755847553890318
YBR203W	1.1154973145540723	0.05557556663982378	-0.7558475537964592
YBR204C	-1.1760075150523481	0.6704127627687133	-1.0385265494839448
YBR205W		-0.4690638086708463	0.04904687909986526
YBR206W	0.7685178808946376	0.17838819796666208	1.100101849947499
YBR207W	0.41674891092008837	1.2386178817641347	0.09263749981348988
YBR208C	-0.1223449451607971	0.1631721342538105	0.22520838842923746
YBR209W	1.5043975488322137	0.5479807819996523	0.07269880473826552
YBR210W	-0.9253382088817119		0.581142750358418
YBR211C	-0.23906775046617518	-0.18330537743960704	-0.19109533048719096
YBR212W			-0.4486516720759419
YBR213W	-0.7267940073390796	0.21914566821286993	0.13389871393472408
YBR214W	0.42245108409060644	-0.6600403668029281	0.6390662872008238
YBR215W		1.87987745577281	
YBR216C			0.2766917049639772
YBR217W	-0.7699853821307402	1.2827135073734286	1.0728387891813704
YBR218C	0.46269946012792335	-0.1566859983873945	-0.07895830288697807
YBR219C	-0.5627717740667882	0.005876769805093054	0.09031545870811633
YBR220C	1.6841617115593446	-0.42458842963497356	-0.48491558790082817
YBR221C		-0.4855472085275082	-1.635757111550156
YBR222C	1.7159316453078324	-0.6812826322464799	-0.022882825260986027
YBR223C		-0.12607795016274315	-1.4382089670958975
YBR224W	0.31982650054474204	0.28868870310276057	2.655959512166498
YBR225W			0.283772335356433
YBR226C	0.7260644755280572	-0.12448525944627883	-0.20608747518940312
YBR227C		2.2271733685519064	-0.4272432106385193
YBR228W	-0.6659425299561513	-0.15824789054562566	4.6752562923995225
YBR229C	-0.4022858271642094	0.030172099110484234	0.049486049949756195
YBR230C	1.4448736274596157	0.02871860691720677	-0.20705906208826488
YBR231C	0.2545209001758327	-0.5348106306852354	0.9528751046371717
YBR232C	-0.07150342258833096	-0.2365758604012758	-0.5694438594686705
YBR233W		0.1251431643632141	0.5847399219821134
YBR233W-A		0.9750131111189145	1.6047350943327732
YBR234C	-0.14078900581990858	-0.25006294458472755	-0.02134850679124088
YBR235W	0.8457844121493384	-0.008930699701867146	6.5427571094188055
YBR236C	-0.2861753883395425	-0.2628158006857337	0.3119010901167146
YBR237W	-0.5760685917201237	0.12596675113238096	3.886714236605381
YBR238C		1.1452869137616855	-2.5197262191160625
YBR239C	0.2920250501539014	0.041871654242525216	0.20168819212256142
YBR240C		-0.37768131328904564	-0.11335707306940052
YBR241C		-0.39256599441468865	0.061086920555476557
YBR242W	0.9675978411411271	-0.3136797817982776	-0.054514370624123634
YBR243C	-0.46968358845064334	0.26846874826947775	1.3794544275540965
YBR244W	0.0474618419032421	-0.1469278996913198	0.15068033405535114
YBR245C	2.4388168653795694	-0.07426418729891958	
YBR246W	0.011303484387505272	-0.23170426210348682	-0.3639118957922563
YBR247C		-2.8253162097863433	-0.07999974872943932
YBR248C			
YBR249C	-0.14756958197270822	-0.16130893754932077	-0.24285301188175448
YBR250W	1.064454176944079	-0.14562422575654752	0.2802627435665102
YBR251W		-0.293340923935972	-0.16703726722083417
YBR252W		-1.042855322980232	-0.15914357080044417
YBR253W	-0.36236261763925387	-0.21199292851115556	-0.35068291081454434
YBR254C		-0.6014680479369345	0.07826586618176491
YBR255W	1.3954183030118923	-0.5904674578860688	-0.08161533150012362
YBR256C	-0.2447238903164974	-0.1208837319956771	0.9229328626705796
YBR257W		-0.18549617359372447	0.06063687249966442
YBR258C	2.2188470519690915	-1.1765179226587812	1.3140432519483796
YBR259W	-0.8477864765083157	-0.11038119913444992	0.041299795115204714
YBR260C	-0.31486621668870146		-0.20567436472628517
YBR261C	-0.2051041837793982	-0.2857693964805881	-0.18303407214368253
YBR262C	-1.2873794103733507	0.11182043638304626	0.0039439148082430955
YBR263W	-0.8901839900350993		1.3392676467479243
YBR264C		0.9960043539499293	
YBR265W	0.3351089768689253	-0.07054767856424789	0.5391300128386604
YBR266C	0.6152268334291519	-0.07003241324918988	-0.01790257902804066
