orf	hap alpha | growth (spot assay) | (S)-lactic acid [5.1% w/v], pH [2.7] | Kawahata M~Iefuji H, 2006	hap alpha | growth (spot assay) | acetic acid [0.5% w/v], pH [4.2] | Kawahata M~Iefuji H, 2006	hap alpha | growth (spot assay) | hydrogen chloride [0.28% w/v], pH [2.4] | Kawahata M~Iefuji H, 2006	hap alpha | growth (spot assay) | (S)-lactic acid [3.1% w/v], pH [2.9] | Kawahata M~Iefuji H, 2006	hap alpha | growth (spot assay) | acetic acid [0.4% w/v], pH [4.3] | Kawahata M~Iefuji H, 2006	hap alpha | growth (spot assay) | hydrogen chloride [0.24% w/v], pH [2.6] | Kawahata M~Iefuji H, 2006
YMR091C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YMR116C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YMR125W	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
YMR140W	9.98150463520449	9.38800380190674	0.0	0.0	0.0	0.0
YMR142C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YMR154C	9.98150463520449	0.0	0.0	0.0	0.0	0.0
YMR183C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR202W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YMR205C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR207C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR214W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR216C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR231W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YMR275C	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YMR294W-A	9.98150463520449	0.0	0.0	0.0	0.0	0.0
YMR302C	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YMR304W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YMR305C	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YMR307W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YMR310C	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YNL032W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YNL051W	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YNL064C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YNL066W	9.98150463520449	0.0	0.0	0.0	0.0	0.0
YNL107W	9.98150463520449	0.0	0.0	0.0	0.0	0.0
YNL133C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YNL138W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YNL148C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YNL197C	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YNL215W	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YNL241C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YNL243W	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YNL265C	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YNL280C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YNL291C	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YNL296W	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YNL297C	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YNL300W	9.98150463520449	0.0	9.671122594864464	0.0	0.0	0.0
YNL307C	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
YNL322C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YNL323W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	0.0
YNL325C	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YNL327W	9.98150463520449	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YNR023W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	0.0
YNR031C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YNR032W	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YNR052C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YNR069C	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YOL012C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOL018C	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YOL051W	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
YOL070C	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YOL072W	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
YOL076W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOL081W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	0.0
YOL091W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOL111C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOL113W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOL136C	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YOL143C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOL148C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR001W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR002W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR035C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YOR067C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR068C	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YOR069W	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YOR070C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR083W	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YOR089C	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YOR092W	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YOR132W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR196C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR239W	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YOR265W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR289W	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YOR295W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR299W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR312C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YOR322C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR323C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YOR331C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YOR332W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YPL019C	9.98150463520449	0.0	0.0	0.0	0.0	0.0
YPL045W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YPL047W	9.98150463520449	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YPL057C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YPL078C	9.98150463520449	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YPL089C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YPL123C	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YPL129W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YPL135W	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YPL144W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPL148C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPL159C	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YPL161C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPL176C	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YPL188W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	0.0
YPL191C	9.98150463520449	0.0	9.671122594864464	0.0	0.0	0.0
YPL194W	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YPL213W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPL221W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YPL226W	0.0	9.38800380190674	9.671122594864464	0.0	0.0	0.0
YPL227C	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YPL234C	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
YPL246C	0.0	0.0	9.671122594864464	0.0	0.0	0.0
YPL254W	0.0	0.0	0.0	-5.983701822450714	-4.606255810589833	-5.1469728462241555
YPL262W	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPR023C	9.98150463520449	9.38800380190674	0.0	0.0	0.0	0.0
YPR036W	0.0	0.0	0.0	-5.983701822450714	0.0	-5.1469728462241555
YPR089W	0.0	0.0	0.0	-5.983701822450714	0.0	0.0
YPR123C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPR138C	0.0	9.38800380190674	0.0	0.0	0.0	0.0
YPR139C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPR156C	0.0	0.0	0.0	0.0	-4.606255810589833	0.0
YPR159W	0.0	0.0	0.0	0.0	0.0	-5.1469728462241555
YPR163C	0.0	0.0	0.0	0.0	-4.606255810589833	-5.1469728462241555
