orf	hom | growth (relative abundance in pooled culture) | iron sulfate pentahydrate [5 mM], time [15 generations] | Jo WJ~Vulpe CD, 2007	hom | growth (relative abundance in pooled culture) | copper(II) sulfate heptahydrate [10 mM], time [15 generations] | Jo WJ~Vulpe CD, 2007
YOL041C	-10.445926749090399	-2.90014488106904
YOL064C	-6.726495686998936	-4.0583389361985525
YOL128C	-4.4078893106302335	-0.03410535481634739
YOR014W	-5.857018295860673	-0.03410535481634739
YOR036W	-3.779933417030376	-0.03410535481634739
YOR061W	-5.035845204230091	-3.155340181351814
YOR085W	-8.368841870260102	-4.097599751626672
YOR136W	-8.99679776385996	-5.295054622184304
YPL057C	-17.83648457376564	-8.730375972144722
YPL140C	-3.4418033204766068	-0.03410535481634739
YPL178W	-6.291756991429805	-0.03410535481634739
YPL195W	-7.644277377644882	-0.03410535481634739
YPL205C	-8.948493464352278	-3.0768185504955756
YPL213W	-6.291756991429805	-0.03410535481634739
YPL214C	-6.0985397933990795	-0.03410535481634739
YPL226W	-11.94336003382852	-7.316986616732436
YPL241C	-10.687448246628804	-0.03410535481634739
YPL263C	-2.572325929338343	-0.03410535481634739
YPR032W	-7.547668778629519	-6.786965608452828
YPR066W	6.219056581059657	3.0282382485769404
YPR087W	-6.823104286014299	-2.605688765358147
YPR164W	-5.132453803245453	-0.03410535481634739
YBL017C	-0.012198055431233003	-3.626469966489243
YBL051C	-0.012198055431233003	-4.882816060189054
YBR151W	-0.012198055431233003	-6.198053377031043
YBR164C	-0.012198055431233003	-7.945159663582341
YBR250W	-0.012198055431233003	2.6945213174379283
YCR024C-A	-0.012198055431233003	-2.978666511925278
YDL041W	-0.012198055431233003	-2.0167765339363606
YDL048C	-0.012198055431233003	-4.392055867337565
YDL117W	-0.012198055431233003	-5.098750545043708
YDR007W	-0.012198055431233003	-4.215382197911029
YDR008C	-0.012198055431233003	-4.509838313621922
YDR072C	-0.012198055431233003	-3.822774043629838
YDR076W	-0.012198055431233003	-2.507536726787849
YDR108W	-0.012198055431233003	-3.489057112490826
YDR146C	-0.012198055431233003	-2.05603734936448
YDR244W	-0.012198055431233003	3.0871294717191193
YDR337W	-0.012198055431233003	3.8330849648533816
YDR354W	-0.012198055431233003	-4.666881575334398
YDR363W-A	-0.012198055431233003	5.16795268940943
YDR372C	-0.012198055431233003	-8.278876594721353
YDR395W	-0.012198055431233003	-9.810048396417997
YDR414C	-0.012198055431233003	-9.103353718711855
YDR443C	-0.012198055431233003	-3.017927327353397
YDR451C	-0.012198055431233003	2.831934171436345
YDR455C	-0.012198055431233003	-9.024832087855616
YDR456W	-0.012198055431233003	-5.550249922467078
YDR484W	-0.012198055431233003	-3.489057112490826
YDR486C	-0.012198055431233003	-4.333164644195386
YDR495C	-0.012198055431233003	-2.2130806110769563
YEL031W	-0.012198055431233003	-4.8435552447609345
YEL042W	-0.012198055431233003	-4.15649097476885
YEL053C	-0.012198055431233003	-4.333164644195386
YER087C-B	-0.012198055431233003	-4.961337691045291
YER145C	-0.012198055431233003	-2.8608840656409207
YER161C	-0.012198055431233003	-3.6853611896314216
YFR012W	-0.012198055431233003	2.1252394937302017
YFR039C	-0.012198055431233003	-3.5872091510611237
YGL005C	-0.012198055431233003	-3.116079365923695
YGL012W	-0.012198055431233003	-3.626469966489243
YGL148W	-0.012198055431233003	-3.822774043629838
YGL165C	-0.012198055431233003	-9.024832087855616
YGL166W	-0.012198055431233003	-9.064092903283735
YGR012W	-0.012198055431233003	-2.330863057361313
YGR058W	-0.012198055431233003	-7.002900093307483
YGR072W	-0.012198055431233003	1.8896746011614873
YGR170W	-0.012198055431233003	-5.628771553323316
YGR178C	-0.012198055431233003	1.6933705240208918
YGR192C	-0.012198055431233003	2.7926733560082257
YGR217W	-0.012198055431233003	-1.62416837965517
YGR229C	-0.012198055431233003	-3.822774043629838
YGR237C	-0.012198055431233003	-4.8435552447609345
YGR289C	-0.012198055431233003	2.419695609441095
YHL027W	-0.012198055431233003	2.6552605020098095
YHL034C	-0.012198055431233003	-3.7246220050595404
YHL040C	-0.012198055431233003	-3.979817305342314
YHR012W	-0.012198055431233003	-5.707293184179554
YHR087W	-0.012198055431233003	-5.138011360471827
YHR151C	-0.012198055431233003	-4.509838313621922
YHR210C	-0.012198055431233003	-3.194600996779933
YIL005W	-0.012198055431233003	-6.72807438531065
YIL006W	-0.012198055431233003	-5.43246747618272
YIL041W	-0.012198055431233003	-4.215382197911029
YIL065C	-0.012198055431233003	-4.8435552447609345
YIL154C	-0.012198055431233003	-7.061791316449662
YIR039C	-0.012198055431233003	-6.198053377031043
YJL004C	-0.012198055431233003	-6.335466231029459
YJL053W	-0.012198055431233003	-6.688813569882531
YJL082W	-0.012198055431233003	-6.571031123598173
YJL105W	-0.012198055431233003	-3.0375577350674567
YJL108C	-0.012198055431233003	-1.1922994099458601
YJL119C	-0.012198055431233003	-2.0364069416504202
YJL120W	-0.012198055431233003	-2.3504934650753726
YJL123C	-0.012198055431233003	-5.628771553323316
YJL154C	-0.012198055431233003	-7.101052131877781
YJR059W	-0.012198055431233003	3.3619551797159524
YJR075W	-0.012198055431233003	-4.274273421053207
YJR088C	-0.012198055431233003	-3.881665266772017
YJR102C	-0.012198055431233003	-4.235012605625089
YJR105W	-0.012198055431233003	-2.7038408039284447
YJR116W	-0.012198055431233003	-7.493660286158971
YJR117W	-0.012198055431233003	-5.255793806756184
YJR137C	-0.012198055431233003	-6.355096638743519
YJR139C	-0.012198055431233003	-7.042160908735602
YKL037W	-0.012198055431233003	-2.939405696497159
YKL041W	-0.012198055431233003	-6.904748054737185
YKL048C	-0.012198055431233003	-4.961337691045291
YKL090W	-0.012198055431233003	-4.607990352192219
YKL126W	-0.012198055431233003	-2.8805144733549803
YKL206C	-0.012198055431233003	-9.024832087855616
YKR010C	-0.012198055431233003	2.3804347940129755
YKR019C	-0.012198055431233003	-5.452097883896779
YKR035C	-0.012198055431233003	-3.3320138507783494
YKR042W	-0.012198055431233003	-7.552551509301151
YLL020C	-0.012198055431233003	-4.706142390762517
YLL046C	-0.012198055431233003	-6.041010115318566
YLL053C	-0.012198055431233003	-5.196902583614006
YLR025W	-0.012198055431233003	-6.904748054737185
YLR027C	-0.012198055431233003	-4.8435552447609345
YLR057W	-0.012198055431233003	-8.887419233857198
YLR130C	-0.012198055431233003	-2.46827591135973
YLR286C	-0.012198055431233003	-3.155340181351814
YLR309C	-0.012198055431233003	-3.4694267047767666
YLR422W	-0.012198055431233003	-4.725772798476577
YLR450W	-0.012198055431233003	-4.333164644195386
YLR455W	-0.012198055431233003	-1.957885310794182
YML071C	-0.012198055431233003	-6.688813569882531
YML072C	-0.012198055431233003	-3.449796297062707
YML097C	-0.012198055431233003	-3.8424044513438975
YML128C	-0.012198055431233003	-1.2708210408020983
YMR054W	-0.012198055431233003	-1.8793636799379438
YMR073C	-0.012198055431233003	2.6552605020098095
YMR074C	-0.012198055431233003	1.5363272623084157
YMR077C	-0.012198055431233003	-2.7038408039284447
YMR080C	-0.012198055431233003	3.0282382485769404
YMR105C	-0.012198055431233003	-9.22113616499621
YMR139W	-0.012198055431233003	-6.0606405230326255
YMR152W	-0.012198055431233003	-1.7812116413676462
YMR183C	-0.012198055431233003	-4.863185652474994
YMR214W	-0.012198055431233003	-4.293903828767267
YMR275C	-0.012198055431233003	4.461258011703287
YMR291W	-0.012198055431233003	-6.590661531312232
YMR300C	-0.012198055431233003	-3.7442524127735997
YMR313C	-0.012198055431233003	-3.940556489914196
YMR315W	-0.012198055431233003	-8.082572517580758
YMR316W	-0.012198055431233003	-2.7823624347846825
YNL025C	-0.012198055431233003	-1.5260163410848722
YNL041C	-0.012198055431233003	-4.784664021618755
YNL072W	-0.012198055431233003	-5.43246747618272
YNL084C	-0.012198055431233003	-5.2754242144702435
YNL099C	-0.012198055431233003	-4.706142390762517
YNL123W	-0.012198055431233003	-3.0375577350674567
YNL197C	-0.012198055431233003	-2.9982969196393374
YNL212W	-0.012198055431233003	-2.743101619356563
YNL291C	-0.012198055431233003	-5.8447060381779705
YNL300W	-0.012198055431233003	-2.7038408039284447
YNR006W	-0.012198055431233003	-5.2754242144702435
YNR029C	-0.012198055431233003	-2.919775288783099
YNR031C	-0.012198055431233003	1.6541097085927727
YNR051C	-0.012198055431233003	2.63563009429575
YNR064C	-0.012198055431233003	-4.8435552447609345
YOL008W	-0.012198055431233003	-6.158792561602923
YOL011W	-0.012198055431233003	-3.2927530353502306
YOL018C	-0.012198055431233003	-3.0964489582096353
YOL028C	-0.012198055431233003	-3.1749705890658735
YOL030W	-0.012198055431233003	-2.291602241933194
YOL043C	-0.012198055431233003	-3.5872091510611237
YOL048C	-0.012198055431233003	-4.922076875617172
YOL070C	-0.012198055431233003	-1.8204724567957653
YOL071W	-0.012198055431233003	-2.684210396214385
YOL075C	-0.012198055431233003	-5.90359726132015
YOL085C	-0.012198055431233003	-2.409384688217551
YOL095C	-0.012198055431233003	3.126390287147238
YOR015W	-0.012198055431233003	-1.5260163410848722
YOR068C	-0.012198055431233003	-8.475180671861947
YOR069W	-0.012198055431233003	-7.218834578162139
YOR070C	-0.012198055431233003	-6.119531746174804
YOR089C	-0.012198055431233003	-5.550249922467078
YOR132W	-0.012198055431233003	-5.196902583614006
YOR216C	-0.012198055431233003	-7.1403129473059
YOR322C	-0.012198055431233003	-2.134558980220718
YPL051W	-0.012198055431233003	-5.039859321901529
YPL102C	-0.012198055431233003	-2.939405696497159
YPL150W	-0.012198055431233003	-1.5063859333708127
YPL162C	-0.012198055431233003	-2.232711018791016
YPL200W	-0.012198055431233003	-5.353945845326482
YPL227C	-0.012198055431233003	-4.922076875617172
YPL259C	-0.012198055431233003	-2.3112326496472537
YPL261C	-0.012198055431233003	-3.155340181351814
YPR038W	-0.012198055431233003	-2.4486455036456705
YPR050C	-0.012198055431233003	-2.3504934650753726
YPR051W	-0.012198055431233003	-5.825075630463911
YPR064W	-0.012198055431233003	-2.9590361042112185
YPR065W	-0.012198055431233003	-3.6853611896314216
