orf	hap a | growth (MIC) | gliotoxin [0.03-16 ug/ml] | Chamilos G~Kontoyiannis DP, 2008
YDR285W	-0.10092548576082351
YDR286C	-0.10092548576082351
YDR287W	-0.10092548576082351
YDR289C	-0.10092548576082351
YDR291W	-0.10092548576082351
YDR293C	-0.10092548576082351
YDR294C	-0.10092548576082351
YDR295C	-0.10092548576082351
YDR296W	-0.10092548576082351
YDR297W	-0.10092548576082351
YDR298C	-0.10092548576082351
YDR300C	-0.10092548576082351
YDR304C	-0.10092548576082351
YDR305C	-0.10092548576082351
YDR306C	-0.10092548576082351
YDR307W	-0.10092548576082351
YDR309C	-0.10092548576082351
YDR310C	-0.10092548576082351
YDR312W	-0.10092548576082351
YDR313C	-0.10092548576082351
YDR314C	-0.10092548576082351
YDR315C	-0.10092548576082351
YDR316W	-0.10092548576082351
YDR317W	-0.10092548576082351
YDR318W	-0.10092548576082351
YDR319C	-0.10092548576082351
YDR320C	-0.10092548576082351
YDR321W	-0.10092548576082351
YDR322W	-0.10092548576082351
YDR323C	-0.10092548576082351
YDR326C	-0.10092548576082351
YDR329C	-0.10092548576082351
YDR330W	-0.10092548576082351
YDR332W	-0.10092548576082351
YDR333C	-0.10092548576082351
YDR334W	-0.10092548576082351
YDR335W	-0.10092548576082351
YDR336W	-0.10092548576082351
YDR337W	-0.10092548576082351
YDR338C	-0.10092548576082351
YDR340W	-0.10092548576082351
YDR344C	-0.10092548576082351
YDR345C	-0.10092548576082351
YDR346C	-0.10092548576082351
YDR347W	-0.10092548576082351
YDR348C	-0.10092548576082351
YDR349C	-0.10092548576082351
YDR350C	-0.10092548576082351
YDR351W	-0.10092548576082351
YDR352W	-0.10092548576082351
YDR354W	-0.10092548576082351
YDR357C	-0.10092548576082351
YDR358W	-0.10092548576082351
YDR359C	-0.10092548576082351
YDR360W	-0.10092548576082351
YDR363W	-0.10092548576082351
YDR363W-A	-0.10092548576082351
YDR364C	-0.10092548576082351
YDR368W	-0.10092548576082351
YDR369C	-0.10092548576082351
YDR370C	-0.10092548576082351
YDR371W	-0.10092548576082351
YDR372C	-0.10092548576082351
YDR374C	-0.10092548576082351
YDR375C	-0.10092548576082351
YDR377W	-0.10092548576082351
YDR378C	-0.10092548576082351
YDR379W	-0.10092548576082351
YDR380W	-0.10092548576082351
YDR382W	-0.10092548576082351
YDR383C	-0.10092548576082351
YDR384C	-0.10092548576082351
YDR385W	-0.10092548576082351
YDR386W	-0.10092548576082351
YDR387C	-0.10092548576082351
YDR388W	-0.10092548576082351
YDR389W	-0.10092548576082351
YDR391C	-0.10092548576082351
YDR392W	-0.10092548576082351
YDR393W	-0.10092548576082351
YDR395W	-0.10092548576082351
YDR399W	-0.10092548576082351
YDR400W	-0.10092548576082351
YDR401W	-0.10092548576082351
YDR402C	-0.10092548576082351
YDR403W	-0.10092548576082351
YDR405W	-0.10092548576082351
YDR406W	-0.10092548576082351
YDR408C	-0.10092548576082351
YDR409W	-0.10092548576082351
YDR410C	-0.10092548576082351
YDR411C	-0.10092548576082351
YDR415C	-0.10092548576082351
YDR417C	-0.10092548576082351
YDR418W	-0.10092548576082351
YDR419W	-0.10092548576082351
YDR420W	-0.10092548576082351
YDR421W	-0.10092548576082351
YDR422C	-0.10092548576082351
YDR423C	-0.10092548576082351
YDR424C	-0.10092548576082351
YDR425W	-0.10092548576082351
YDR426C	-0.10092548576082351
YDR428C	-0.10092548576082351
YDR430C	-0.10092548576082351
YDR431W	-0.10092548576082351
YDR432W	-0.10092548576082351
YDR433W	-0.10092548576082351
YDR435C	-0.10092548576082351
YDR436W	-0.10092548576082351
YDR438W	-0.10092548576082351
YDR439W	-0.10092548576082351
YDR440W	-0.10092548576082351
YDR441C	-0.10092548576082351
YDR442W	-0.10092548576082351
YDR443C	-0.10092548576082351
YDR444W	-0.10092548576082351
YDR445C	-0.10092548576082351
YDR446W	-0.10092548576082351
YDR447C	-0.10092548576082351
YDR448W	-0.10092548576082351
YDR450W	-0.10092548576082351
YDR451C	-0.10092548576082351
YDR452W	-0.10092548576082351
YDR453C	-0.10092548576082351
YDR455C	-0.10092548576082351
YDR456W	-0.10092548576082351
YDR457W	-0.10092548576082351
YDR458C	-0.10092548576082351
YDR459C	-0.10092548576082351
YDR461W	-0.10092548576082351
YDR462W	-0.10092548576082351
YDR463W	-0.10092548576082351
YDR465C	-0.10092548576082351
YDR466W	-0.10092548576082351
YDR467C	-0.10092548576082351
YDR469W	-0.10092548576082351
YDR470C	-0.10092548576082351
YDR471W	-0.10092548576082351
YDR475C	-0.10092548576082351
YDR476C	-0.10092548576082351
YDR479C	-0.10092548576082351
YDR480W	-0.10092548576082351
YDR481C	-0.10092548576082351
YDR482C	-0.10092548576082351
YDR483W	-0.10092548576082351
YDR484W	-0.10092548576082351
YDR485C	-0.10092548576082351
YDR486C	-0.10092548576082351
YDR488C	-0.10092548576082351
YDR490C	-0.10092548576082351
YDR491C	-0.10092548576082351
YDR492W	-0.10092548576082351
YDR493W	-0.10092548576082351
YDR494W	-0.10092548576082351
YDR495C	-0.10092548576082351
YDR496C	-0.10092548576082351
YDR497C	-0.10092548576082351
YDR500C	-0.10092548576082351
YDR501W	-0.10092548576082351
YDR502C	-0.10092548576082351
YDR503C	-0.10092548576082351
YDR504C	-0.10092548576082351
YDR505C	-0.10092548576082351
YDR506C	-0.10092548576082351
YDR507C	-0.10092548576082351
YDR508C	-0.10092548576082351
YDR509W	-0.10092548576082351
YDR511W	-0.10092548576082351
YDR512C	-0.10092548576082351
YDR513W	-0.10092548576082351
YDR514C	-0.10092548576082351
YDR515W	-0.10092548576082351
YDR516C	-0.10092548576082351
YDR517W	-0.10092548576082351
YDR518W	-0.10092548576082351
YDR519W	-0.10092548576082351
YDR520C	-0.10092548576082351
YDR522C	-0.10092548576082351
YDR524C	-0.10092548576082351
YDR525W	-0.10092548576082351
YDR525W-A	-0.10092548576082351
YDR528W	-0.10092548576082351
YDR529C	-0.10092548576082351
YDR530C	-0.10092548576082351
YDR532C	-0.10092548576082351
YDR533C	-0.10092548576082351
YDR534C	-0.10092548576082351
YDR535C	-0.10092548576082351
YDR536W	-0.10092548576082351
YDR537C	-0.10092548576082351
YDR538W	-0.10092548576082351
YDR539W	-0.10092548576082351
YDR540C	-0.10092548576082351
YDR541C	-0.10092548576082351
YEL001C	-0.10092548576082351
YEL003W	-0.10092548576082351
YEL004W	-0.10092548576082351
YEL005C	-0.10092548576082351
YEL006W	-0.10092548576082351
YEL007W	-0.10092548576082351
YEL008W	-0.10092548576082351
YEL009C	-0.10092548576082351
YEL010W	-0.10092548576082351
YEL011W	-0.10092548576082351
YEL012W	-0.10092548576082351
YEL013W	-0.10092548576082351
YEL014C	-0.10092548576082351
YEL015W	-0.10092548576082351
YEL016C	-0.10092548576082351
YEL017C-A	-0.10092548576082351
YEL017W	-0.10092548576082351
YEL018W	-0.10092548576082351
YEL020C	-0.10092548576082351
YEL023C	-0.10092548576082351
YEL024W	-0.10092548576082351
YEL025C	-0.10092548576082351
YEL027W	-0.10092548576082351
YEL028W	-0.10092548576082351
YEL029C	-0.10092548576082351
YEL030W	-0.10092548576082351
YEL031W	-0.10092548576082351
YEL036C	-0.10092548576082351
YEL037C	-0.10092548576082351
YEL038W	-0.10092548576082351
YEL039C	-0.10092548576082351
YEL040W	-0.10092548576082351
YEL041W	-0.10092548576082351
YEL042W	-0.10092548576082351
YEL043W	-0.10092548576082351
YEL044W	-0.10092548576082351
YEL045C	-0.10092548576082351
YEL046C	-0.10092548576082351
YEL047C	-0.10092548576082351
YEL048C	-0.10092548576082351
YEL049W	-0.10092548576082351
YEL050C	-0.10092548576082351
YEL051W	-0.10092548576082351
YEL052W	-0.10092548576082351
YEL053C	-0.10092548576082351
YEL054C	-0.10092548576082351
YEL056W	-0.10092548576082351
YEL057C	-0.10092548576082351
YEL059W	-0.10092548576082351
YEL060C	-0.10092548576082351
YEL061C	-0.10092548576082351
YEL062W	-0.10092548576082351
YEL063C	-0.10092548576082351
YEL064C	-0.10092548576082351
YEL065W	-0.10092548576082351
YEL066W	-0.10092548576082351
YEL067C	-0.10092548576082351
YEL068C	-0.10092548576082351
YEL071W	-0.10092548576082351
YEL072W	-0.10092548576082351
YEL033W	-0.10092548576082351
YER001W	-0.10092548576082351
YER002W	-0.10092548576082351
YER004W	-0.10092548576082351
YER005W	-0.10092548576082351
YER007C-A	-0.10092548576082351
YER007W	-0.10092548576082351
YER010C	-0.10092548576082351
YER011W	-0.10092548576082351
YER014C-A	-0.10092548576082351
YER016W	-0.10092548576082351
YER017C	-0.10092548576082351
YER019C-A	-0.10092548576082351
YER019W	-0.10092548576082351
YER020W	-0.10092548576082351
YER024W	-0.10092548576082351
YER027C	-0.10092548576082351
YER030W	-0.10092548576082351
YER031C	-0.10092548576082351
YER032W	-0.10092548576082351
YER033C	-0.10092548576082351
YER034W	-0.10092548576082351
YER035W	-0.10092548576082351
YER037W	-0.10092548576082351
YER038W-A	-0.10092548576082351
YER039C	-0.10092548576082351
YER040W	-0.10092548576082351
YER041W	-0.10092548576082351
YER042W	-0.10092548576082351
YER044C-A	-0.10092548576082351
YER045C	-0.10092548576082351
YER046W	-0.10092548576082351
YER046W-A	-0.10092548576082351
YER047C	-0.10092548576082351
YER048C	-0.10092548576082351
YER049W	-0.10092548576082351
YER050C	-0.10092548576082351
YER051W	-0.10092548576082351
YER052C	-0.10092548576082351
YER053C	-0.10092548576082351
YER054C	-0.10092548576082351
YER056C	-0.10092548576082351
YER056C-A	-0.10092548576082351
YER057C	-0.10092548576082351
YER058W	-0.10092548576082351
YER059W	-0.10092548576082351
YER060W	-0.10092548576082351
YER060W-A	-0.10092548576082351
YER061C	-0.10092548576082351
YER062C	-0.10092548576082351
YER063W	-0.10092548576082351
YER064C	-0.10092548576082351
YER065C	-0.10092548576082351
YER066C-A	-0.10092548576082351
YER067C-A	-0.10092548576082351
YER067W	-0.10092548576082351
YER068C-A	-0.10092548576082351
YER068W	-0.10092548576082351
YER069W	-0.10092548576082351
YER070W	-0.10092548576082351
YER071C	-0.10092548576082351
YER072W	-0.10092548576082351
YER073W	-0.10092548576082351
YER074W	-0.10092548576082351
YER075C	-0.10092548576082351
YER077C	-0.10092548576082351
YER078C	-0.10092548576082351
YER079W	-0.10092548576082351
YER080W	-0.10092548576082351
YER081W	-0.10092548576082351
YER083C	-0.10092548576082351
YER084W	-0.10092548576082351
YER085C	-0.10092548576082351
YER086W	-0.10092548576082351
YER087C-B	-0.10092548576082351
YER088C	-0.10092548576082351
YER089C	-0.10092548576082351
YER090W	-0.10092548576082351
YER091C	-0.10092548576082351
YER091C-A	-0.10092548576082351
YER092W	-0.10092548576082351
YER093C-A	-0.10092548576082351
YER095W	-0.10092548576082351
YER096W	-0.10092548576082351
YER097W	-0.10092548576082351
YER098W	-0.10092548576082351
YER101C	-0.10092548576082351
YER103W	-0.10092548576082351
YER106W	-0.10092548576082351
YER110C	-0.10092548576082351
YER111C	-0.10092548576082351
YER113C	-0.10092548576082351
YER114C	-0.10092548576082351
YER115C	-0.10092548576082351
YER116C	-0.10092548576082351
YER117W	-0.10092548576082351
YER118C	-0.10092548576082351
YER119C	-0.10092548576082351
YER119C-A	-0.10092548576082351
YER120W	-0.10092548576082351
YER121W	-0.10092548576082351
YER122C	-0.10092548576082351
YER123W	-0.10092548576082351
YER124C	-0.10092548576082351
YER128W	-0.10092548576082351
YER129W	-0.10092548576082351
YER130C	-0.10092548576082351
YER131W	-0.10092548576082351
YER132C	-0.10092548576082351
YER134C	-0.10092548576082351
YER135C	-0.10092548576082351
YER137C	-0.10092548576082351
YER139C	-0.10092548576082351
YER140W	-0.10092548576082351
YER141W	-0.10092548576082351
YER142C	-0.10092548576082351
YER143W	-0.10092548576082351
YER144C	-0.10092548576082351
YER145C	-0.10092548576082351
YER149C	-0.10092548576082351
YER150W	-0.10092548576082351
YER151C	-0.10092548576082351
YER152C	-0.10092548576082351
YER153C	-0.10092548576082351
YER154W	-0.10092548576082351
YER155C	-0.10092548576082351
YER156C	-0.10092548576082351
YER158C	-0.10092548576082351
YER161C	-0.10092548576082351
YER162C	-0.10092548576082351
YER163C	-0.10092548576082351
YER164W	-0.10092548576082351
YER166W	-0.10092548576082351
YER167W	-0.10092548576082351
YER169W	-0.10092548576082351
YER170W	-0.10092548576082351
YER173W	-0.10092548576082351
YER174C	-0.10092548576082351
YER175C	-0.10092548576082351
YER176W	-0.10092548576082351
YER177W	-0.10092548576082351
YER178W	-0.10092548576082351
YER179W	-0.10092548576082351
YER180C	-0.10092548576082351
YER181C	-0.10092548576082351
YER182W	-0.10092548576082351
YER183C	-0.10092548576082351
YER184C	-0.10092548576082351
YER185W	-0.10092548576082351
YER186C	-0.10092548576082351
YER187W	-0.10092548576082351
YER188W	-0.10092548576082351
YER039C-A	-0.10092548576082351
YFL001W	-0.10092548576082351
YFL003C	-0.10092548576082351
YFL004W	-0.10092548576082351
YFL007W	-0.10092548576082351
YFL010C	-0.10092548576082351
YFL010W-A	-0.10092548576082351
YFL011W	-0.10092548576082351
YFL012W	-0.10092548576082351
YFL013C	-0.10092548576082351
YFL012W-A	-0.10092548576082351
YFL014W	-0.10092548576082351
YFL016C	-0.10092548576082351
YFL018C	-0.10092548576082351
YFL019C	-0.10092548576082351
YFL020C	-0.10092548576082351
YFL021W	-0.10092548576082351
YFL023W	-0.10092548576082351
YFL025C	-0.10092548576082351
YFL026W	-0.10092548576082351
YFL027C	-0.10092548576082351
YFL028C	-0.10092548576082351
YFL030W	-0.10092548576082351
YFL031W	-0.10092548576082351
YFL032W	-0.10092548576082351
YFL033C	-0.10092548576082351
YFL034C-A	-0.10092548576082351
YFL034W	-0.10092548576082351
YFL036W	-0.10092548576082351
YFL040W	-0.10092548576082351
YFL041W	-0.10092548576082351
YFL042C	-0.10092548576082351
YFL044C	-0.10092548576082351
YFL046W	-0.10092548576082351
YFL047W	-0.10092548576082351
YFL048C	-0.10092548576082351
YFL049W	-0.10092548576082351
YFL050C	-0.10092548576082351
YFL051C	-0.10092548576082351
YFL052W	-0.10092548576082351
YFL053W	-0.10092548576082351
YFL054C	-0.10092548576082351
YFL055W	-0.10092548576082351
YFL063W	-0.10092548576082351
YFL015C	-0.10092548576082351
YFR001W	-0.10092548576082351
YFR006W	-0.10092548576082351
YFR007W	-0.10092548576082351
YFR008W	-0.10092548576082351
YFR009W	-0.10092548576082351
YFR010W	-0.10092548576082351
YFR011C	-0.10092548576082351
YFR012W	-0.10092548576082351
YFR013W	-0.10092548576082351
YFR014C	-0.10092548576082351
YFR015C	-0.10092548576082351
YFR016C	-0.10092548576082351
YFR017C	-0.10092548576082351
YFR018C	-0.10092548576082351
YFR019W	-0.10092548576082351
YFR020W	-0.10092548576082351
YFR021W	-0.10092548576082351
YFR022W	-0.10092548576082351
YFR023W	-0.10092548576082351
YFR024C-A	-0.10092548576082351
YFR025C	-0.10092548576082351
YFR026C	-0.10092548576082351
YFR030W	-0.10092548576082351
YFR031C-A	-0.10092548576082351
YFR032C	-0.10092548576082351
YFR032C-A	-0.10092548576082351
YFR033C	-0.10092548576082351
YFR034C	-0.10092548576082351
YFR035C	-0.10092548576082351
YFR036W	-0.10092548576082351
YFR038W	-0.10092548576082351
YFR039C	-0.10092548576082351
YFR040W	-0.10092548576082351
YFR041C	-0.10092548576082351
YFR043C	-0.10092548576082351
YFR044C	-0.10092548576082351
YFR045W	-0.10092548576082351
YFR046C	-0.10092548576082351
YFR047C	-0.10092548576082351
YFR048W	-0.10092548576082351
YFR049W	-0.10092548576082351
YFR053C	-0.10092548576082351
YFR054C	-0.10092548576082351
YFR055W	-0.10092548576082351
YFR056C	-0.10092548576082351
YFR057W	-0.10092548576082351
YGL002W	-0.10092548576082351
YGL003C	-0.10092548576082351
YGL004C	-0.10092548576082351
YGL005C	-0.10092548576082351
YGL006W	-0.10092548576082351
YGL007W	-0.10092548576082351
YGL009C	-0.10092548576082351
YGL010W	-0.10092548576082351
YGL012W	-0.10092548576082351
YGL013C	-0.10092548576082351
YGL014W	-0.10092548576082351
YGL015C	-0.10092548576082351
YGL016W	-0.10092548576082351
YGL017W	-0.10092548576082351
YGL019W	-0.10092548576082351
YGL020C	-0.10092548576082351
YGL021W	-0.10092548576082351
YGL023C	-0.10092548576082351
YGL024W	-0.10092548576082351
YGL025C	-0.10092548576082351
YGL026C	-0.10092548576082351
YGL027C	-0.10092548576082351
YGL028C	-0.10092548576082351
YGL029W	-0.10092548576082351
YGL031C	-0.10092548576082351
YGL032C	-0.10092548576082351
YGL033W	-0.10092548576082351
YGL034C	-0.10092548576082351
YGL035C	-0.10092548576082351
YGL036W	-0.10092548576082351
YGL037C	-0.10092548576082351
YGL038C	-0.10092548576082351
YGL039W	-0.10092548576082351
YGL041C	-0.10092548576082351
YGL042C	-0.10092548576082351
YGL043W	-0.10092548576082351
YGL045W	-0.10092548576082351
YGL049C	-0.10092548576082351
YGL050W	-0.10092548576082351
YGL051W	-0.10092548576082351
YGL053W	-0.10092548576082351
YGL054C	-0.10092548576082351
YGL056C	-0.10092548576082351
YGL057C	-0.10092548576082351
YGL058W	-0.10092548576082351
YGL059W	-0.10092548576082351
YGL060W	-0.10092548576082351
YGL062W	-0.10092548576082351
YGL063W	-0.10092548576082351
YGL064C	-0.10092548576082351
YGL066W	-0.10092548576082351
YGL067W	-0.10092548576082351
YGL070C	-0.10092548576082351
YGL071W	-0.10092548576082351
YGL072C	36.2535716738598
YGL076C	-0.10092548576082351
YGL077C	-0.10092548576082351
YGL078C	-0.10092548576082351
YGL079W	-0.10092548576082351
YGL080W	-0.10092548576082351
YGL081W	-0.10092548576082351
YGL082W	-0.10092548576082351
YGL083W	-0.10092548576082351
YGL084C	-0.10092548576082351
YGL085W	-0.10092548576082351
YGL086W	-0.10092548576082351
YGL087C	-0.10092548576082351
YGL088W	-0.10092548576082351
YGL089C	-0.10092548576082351
YGL090W	-0.10092548576082351
YGL094C	-0.10092548576082351
YGL095C	-0.10092548576082351
YGL096W	-0.10092548576082351
YGL101W	-0.10092548576082351
YGL104C	-0.10092548576082351
YGL105W	-0.10092548576082351
YGL107C	-0.10092548576082351
YGL108C	-0.10092548576082351
YGL109W	-0.10092548576082351
YGL110C	-0.10092548576082351
YGL114W	-0.10092548576082351
YGL115W	-0.10092548576082351
YGL117W	-0.10092548576082351
YGL118C	-0.10092548576082351
YGL121C	-0.10092548576082351
YGL124C	-0.10092548576082351
YGL125W	-0.10092548576082351
YGL126W	-0.10092548576082351
YGL127C	-0.10092548576082351
YGL129C	-0.10092548576082351
YGL131C	-0.10092548576082351
YGL132W	-0.10092548576082351
YGL133W	-0.10092548576082351
YGL135W	-0.10092548576082351
YGL136C	-0.10092548576082351
YGL138C	-0.10092548576082351
YGL139W	-0.10092548576082351
YGL140C	-0.10092548576082351
YGL141W	-0.10092548576082351
YGL143C	-0.10092548576082351
YGL144C	-0.10092548576082351
YGL146C	-0.10092548576082351
YGL147C	-0.10092548576082351
YGL149W	-0.10092548576082351
YGL151W	-0.10092548576082351
YGL152C	-0.10092548576082351
YGL153W	-0.10092548576082351
YGL156W	-0.10092548576082351
YGL157W	-0.10092548576082351
YGL158W	-0.10092548576082351
YGL159W	-0.10092548576082351
YGL160W	-0.10092548576082351
YGL161C	-0.10092548576082351
YGL162W	-0.10092548576082351
YGL163C	-0.10092548576082351
YGL164C	-0.10092548576082351
YGL165C	-0.10092548576082351
YGL166W	-0.10092548576082351
YGL167C	-0.10092548576082351
YGL168W	-0.10092548576082351
YGL170C	-0.10092548576082351
YGL173C	-0.10092548576082351
YGL174W	-0.10092548576082351
YGL175C	-0.10092548576082351
YGL176C	-0.10092548576082351
YGL177W	-0.10092548576082351
YGL179C	-0.10092548576082351
YGL180W	-0.10092548576082351
YGL181W	-0.10092548576082351
YGL194C	-0.10092548576082351
YGL195W	-0.10092548576082351
YGL196W	-0.10092548576082351
YGL197W	-0.10092548576082351
YGL198W	-0.10092548576082351
YGL199C	-0.10092548576082351
YGL200C	-0.10092548576082351
YGL202W	-0.10092548576082351
YGL203C	-0.10092548576082351
YGL205W	-0.10092548576082351
YGL206C	-0.10092548576082351
YGL208W	-0.10092548576082351
YGL209W	-0.10092548576082351
YGL210W	-0.10092548576082351
YGL211W	-0.10092548576082351
YGL212W	-0.10092548576082351
YGL213C	-0.10092548576082351
YGL214W	-0.10092548576082351
YGL215W	-0.10092548576082351
YGL216W	-0.10092548576082351
YGL217C	-0.10092548576082351
YGL218W	-0.10092548576082351
YGL219C	-0.10092548576082351
YGL220W	-0.10092548576082351
YGL221C	-0.10092548576082351
YGL222C	-0.10092548576082351
YGL223C	-0.10092548576082351
YGL224C	-0.10092548576082351
YGL226C-A	-0.10092548576082351
YGL226W	-0.10092548576082351
YGL227W	-0.10092548576082351
YGL228W	-0.10092548576082351
YGL229C	-0.10092548576082351
YGL230C	-0.10092548576082351
YGL231C	-0.10092548576082351
YGL232W	-0.10092548576082351
YGL234W	-0.10092548576082351
YGL235W	17.489960236636254
YGL236C	-0.10092548576082351
YGL237C	-0.10092548576082351
YGL240W	-0.10092548576082351
YGL241W	-0.10092548576082351
YGL242C	-0.10092548576082351
YGL243W	-0.10092548576082351
YGL244W	-0.10092548576082351
YGL246C	-0.10092548576082351
YGL248W	-0.10092548576082351
YGL249W	-0.10092548576082351
YGL250W	-0.10092548576082351
YGL251C	-0.10092548576082351
YGL252C	17.489960236636254
YGL253W	-0.10092548576082351
YGL254W	-0.10092548576082351
YGL255W	-0.10092548576082351
YGL256W	-0.10092548576082351
YGL257C	-0.10092548576082351
YGL258W	-0.10092548576082351
YGL259W	-0.10092548576082351
YGL260W	-0.10092548576082351
YGL261C	-0.10092548576082351
YGL262W	-0.10092548576082351
YGL263W	-0.10092548576082351
YGR001C	-0.10092548576082351
YGR003W	-0.10092548576082351
YGR004W	-0.10092548576082351
YGR006W	-0.10092548576082351
YGR007W	-0.10092548576082351
YGR008C	-0.10092548576082351
YGR010W	-0.10092548576082351
YGR011W	-0.10092548576082351
YGR012W	-0.10092548576082351
YGR014W	-0.10092548576082351
YGR015C	-0.10092548576082351
YGR016W	-0.10092548576082351
YGR017W	-0.10092548576082351
YGR018C	-0.10092548576082351
YGR019W	-0.10092548576082351
YGR020C	-0.10092548576082351
YGR021W	-0.10092548576082351
YGR022C	-0.10092548576082351
YGR023W	-0.10092548576082351
YGR025W	-0.10092548576082351
YGR026W	-0.10092548576082351
YGR027C	-0.10092548576082351
YGR031W	-0.10092548576082351
YGR032W	-0.10092548576082351
YGR033C	-0.10092548576082351
YGR034W	-0.10092548576082351
YGR035C	-0.10092548576082351
YGR036C	-0.10092548576082351
YGR037C	-0.10092548576082351
YGR038W	-0.10092548576082351
YGR039W	-0.10092548576082351
YGR040W	-0.10092548576082351
YGR042W	-0.10092548576082351
YGR043C	-0.10092548576082351
YGR044C	-0.10092548576082351
YGR045C	-0.10092548576082351
YGR049W	-0.10092548576082351
YGR050C	-0.10092548576082351
YGR051C	-0.10092548576082351
YGR052W	-0.10092548576082351
YGR053C	-0.10092548576082351
YGR054W	-0.10092548576082351
YGR055W	-0.10092548576082351
YGR056W	-0.10092548576082351
YGR057C	-0.10092548576082351
YGR058W	-0.10092548576082351
YGR059W	-0.10092548576082351
YGR061C	-0.10092548576082351
YGR062C	-0.10092548576082351
YGR063C	-0.10092548576082351
YGR064W	-0.10092548576082351
YGR066C	-0.10092548576082351
YGR067C	-0.10092548576082351
YGR068C	-0.10092548576082351
YGR069W	-0.10092548576082351
YGR070W	-0.10092548576082351
YGR071C	-0.10092548576082351
YGR072W	-0.10092548576082351
YGR076C	-0.10092548576082351
YGR077C	-0.10092548576082351
YGR078C	-0.10092548576082351
YGR079W	-0.10092548576082351
YGR080W	-0.10092548576082351
YGR081C	-0.10092548576082351
YGR084C	-0.10092548576082351
YGR085C	-0.10092548576082351
YGR086C	-0.10092548576082351
YGR087C	-0.10092548576082351
YGR088W	-0.10092548576082351
YGR089W	-0.10092548576082351
YGR092W	-0.10092548576082351
YGR093W	-0.10092548576082351
YGR096W	-0.10092548576082351
YGR097W	-0.10092548576082351
YGR100W	-0.10092548576082351
YGR101W	-0.10092548576082351
YGR102C	-0.10092548576082351
YGR104C	-0.10092548576082351
YGR105W	-0.10092548576082351
YGR106C	-0.10092548576082351
YGR107W	-0.10092548576082351
YGR108W	-0.10092548576082351
YGR109C	-0.10092548576082351
YGR110W	-0.10092548576082351
YGR111W	-0.10092548576082351
YGR112W	-0.10092548576082351
YGR117C	-0.10092548576082351
YGR118W	-0.10092548576082351
YGR121C	-0.10092548576082351
YGR122C-A	-0.10092548576082351
YGR122W	-0.10092548576082351
YGR134W	-0.10092548576082351
YGR155W	-0.10092548576082351
YGR162W	-0.10092548576082351
YGR188C	-0.10092548576082351
YGR201C	-0.10092548576082351
YGR204W	-0.10092548576082351
YGR210C	-0.10092548576082351
YGR219W	-0.10092548576082351
YGR220C	-0.10092548576082351
YGR221C	-0.10092548576082351
YGR222W	-0.10092548576082351
YGR223C	-0.10092548576082351
YGR224W	-0.10092548576082351
YGR225W	-0.10092548576082351
YGR226C	-0.10092548576082351
YGR227W	-0.10092548576082351
YGR228W	-0.10092548576082351
YGR229C	-0.10092548576082351
YGR230W	-0.10092548576082351
YGR231C	-0.10092548576082351
YGR232W	-0.10092548576082351
YGR233C	-0.10092548576082351
YGR234W	-0.10092548576082351
YGR235C	-0.10092548576082351
YGR236C	-0.10092548576082351
YGR237C	-0.10092548576082351
YGR238C	-0.10092548576082351
YGR239C	-0.10092548576082351
YGR240C	-0.10092548576082351
YGR241C	-0.10092548576082351
YGR242W	-0.10092548576082351
YGR243W	-0.10092548576082351
YGR244C	-0.10092548576082351
YGR247W	-0.10092548576082351
YGR248W	-0.10092548576082351
YGR249W	-0.10092548576082351
YGR250C	-0.10092548576082351
YGR252W	-0.10092548576082351
YGR254W	-0.10092548576082351
YGR255C	-0.10092548576082351
YGR256W	-0.10092548576082351
YGR257C	-0.10092548576082351
YGR258C	-0.10092548576082351
YGR259C	-0.10092548576082351
YGR260W	-0.10092548576082351
YGR261C	-0.10092548576082351
YGR262C	-0.10092548576082351
YGR263C	-0.10092548576082351
YGR266W	-0.10092548576082351
YGR268C	-0.10092548576082351
YGR269W	-0.10092548576082351
YGR270W	-0.10092548576082351
YGR271W	-0.10092548576082351
YGR271C-A	-0.10092548576082351
YGR273C	-0.10092548576082351
YGR275W	-0.10092548576082351
YGR276C	-0.10092548576082351
YGR279C	-0.10092548576082351
YGR281W	-0.10092548576082351
YGR282C	-0.10092548576082351
YGR283C	-0.10092548576082351
YGR284C	-0.10092548576082351
YGR285C	-0.10092548576082351
YGR286C	-0.10092548576082351
YGR287C	-0.10092548576082351
YGR288W	-0.10092548576082351
YGR289C	-0.10092548576082351
YGR290W	-0.10092548576082351
YGR291C	-0.10092548576082351
YGR292W	-0.10092548576082351
YGR295C	-0.10092548576082351
YGR041W	-0.10092548576082351
YHL002W	-0.10092548576082351
YHL003C	-0.10092548576082351
YHL005C	-0.10092548576082351
YHL006C	-0.10092548576082351
YHL007C	-0.10092548576082351
YHL008C	-0.10092548576082351
YHL009C	-0.10092548576082351
YHL010C	-0.10092548576082351
YHL011C	-0.10092548576082351
YHL012W	-0.10092548576082351
YHL013C	-0.10092548576082351
YHL014C	-0.10092548576082351
YHL016C	-0.10092548576082351
YHL017W	-0.10092548576082351
YHL019C	-0.10092548576082351
YHL020C	3.417251658718592
YHL021C	-0.10092548576082351
YHL022C	-0.10092548576082351
YHL023C	-0.10092548576082351
YHL024W	-0.10092548576082351
YHL025W	-0.10092548576082351
YHL026C	-0.10092548576082351
YHL027W	-0.10092548576082351
YHL028W	-0.10092548576082351
YHL029C	-0.10092548576082351
