orf	hap alpha | cell death | phosphate starvation [unknown] | Gresham D~Botstein D, 2011	hap alpha | cell death | leucine starvation [unknown] | Gresham D~Botstein D, 2011
YBR145W	0.00227483359005521	0.031097721895585198
YBR146W	0.00403399254658144	0.0316264381639065
YBR147W	0.00222390115200913	0.0296675408600841
YBR148W	0.0023181104608026547	0.026870347254999198
YBR149W	0.0023643541772896	0.0290290313228881
YBR150C	0.00294565267228204	0.0326044534018414
YBR151W	0.00212185607091542	0.0288171913095132
YBR156C	0.00404279866203566	0.028886972790817
YBR159W	0.00130294230144772	0.0403221224678305
YBR161W	0.0026803058064766	0.0306455901941275
YBR162C	-0.00022548843394598	0.0312714159701704
YBR162W-A	0.0024879370946068197	0.03204864697756225
YBR163W	0.00148741714208118	0.0337010426694889
YBR164C	0.00160384671115982	0.0318700796956325
YBR165W	0.00249029963115528	0.0298606238089699
YBR168W	0.00227706629643352	0.0223151065668199
YBR169C	0.00223843300446075	0.0324270340904483
YBR170C	0.00144760982878393	0.0274027381513023
YBR171W	0.01337546817873025	0.03989367631684785
YBR172C	0.00192263778274001	0.0316435838397277
YBR173C	0.0021494750168755	0.0303240019947213
YBR174C	0.001044328957808535	0.0235171249810644
YBR175W	0.00188728918868607	0.0232620807257006
YBR176W	0.00148524529176537	0.0315924987121583
YBR177C	0.002225972005216775	0.030820468983814298
YBR178W	0.00228195225820691	0.0313593103365971
YBR180W	0.00228839856931509	0.0317149970331719
YBR181C	0.00274184419238331	0.0288940285782689
YBR183W	0.00238688288239156	0.0344805845873538
YBR186W	0.00246816801321904	0.0317322826145563
YBR187W	0.0024304014346534647	0.02212284453205695
YBR188C	0.00446700705934823	0.0315463555857427
YBR189W	0.00653336961925787	0.0472036398010902
YBR194W	0.0017339067387952545	0.0468249250988976
YBR195C	0.00200871527914966	0.0208452394206837
YBR197C	0.0016127854761687265	0.0330859733959941
YBR199W	0.002368707118410415	0.035610593092786
YBR200W	0.004573216646369775	0.02198369587688865
YBR201W	0.0018370352067302	0.0264920584351545
YBR204C	0.00216837627340946	0.0312850224717181
YBR205W	0.00252076277047442	0.0274832927595452
YBR206W	0.00127382636514581	0.0277337693183978
YBR207W	0.00321809655671058	0.019006725303302052
YBR208C	0.0027836675217890903	0.03522840098103215
YBR209W	0.00229645760037417	0.0270929201081763
YBR212W	0.00182016387304724	0.0283296203759708
YBR213W	0.00287601913947041	0.0583191562326003
YBR214W	0.001023765081603855	0.0277018081514376
YBR215W	0.002467982603184315	0.03800719089173875
YBR216C	0.00132247964889702	0.045785460390984495
YBR217W	0.00613560216670573	0.0389418071916337
YBR218C	0.00225541350697953	0.0291592361412131
YBR219C	0.00225631556580702	0.03516951964396765
YBR220C	0.002446356466890705	0.02698292352634735
YBR221C	0.002696648652625535	0.0565301758682106
YBR222C	0.001977131592338165	0.031856391965750255
YBR223C	0.00199457389016693	0.0274427588745487
YBR224W	0.00295590235852754	0.0241091653361927
YBR225W	0.0038287140579940397	0.023900215783023447
YBR226C	0.00355387526351637	0.0256260228431606
YBR227C	0.001591090248153775	0.03263466074391
YBR228W	0.00264962927508042	0.0298029657775409
YBR229C	0.001421538519878775	0.0136772472689446
YBR230C	0.00113118126693794	0.0257651340855156
YBR231C	0.00743915712034018	0.0304298165326288
YBR232C	0.002384476661437435	0.030327605866012602
YBR233W	0.0023735167767931897	0.023904949305952203
YBR235W	0.00213919087977349	0.0264633042712743
YBR238C	0.00253639799866439	0.0294995740127256
YBR239C	0.00229831677090667	0.0269954696624949
YBR242W	0.002104729898438305	0.03190178505810215
YBR244W	0.00226656955285572	0.0305916109790069
YBR245C	0.00425753783027217	0.032287712709498595
YBR246W	0.00148137923056727	0.0342426644873808
YBR248C	0.0018818611976708648	0.032126824553092945
YBR249C	0.0024222913752118052	0.03231593880956955
YBR250W	0.00037524234478584	0.02492109726875095
YBR255W	0.0038747475096476847	0.03626642705636405
YBR258C	0.00203567158028995	0.0295573527876769
YBR259W	0.00211589506193925	0.02301542078069415
YBR260C	0.00189698797243085	0.03099795458705125
YBR261C	0.00235193921070713	0.0235274506663284
YBR262C	0.00212412281743976	0.031026312409769
YBR263W	0.00377569674894437	0.0287389197063138
YBR264C	0.0022420777149978	0.0327652450253912
YBR266C	0.00234948459297849	0.0260226733921691
YBR267W	0.004190015311058995	0.03381783585443095
YBR268W	0.00385900670187531	0.0287486832639822
YBR269C	0.00309688286013469	0.02568931043057
YBR270C	0.00256455570711147	0.0274118097106638
YBR271W	0.00195534800956583	0.0313365753449276
YBR272C	0.00223120066412625	0.031152391438143
YBR273C	0.0011175804111455	0.0337476442521776
YBR275C	0.002387015334985755	0.02951894380397015
YBR276C	0.00224222964874076	0.0370459631939884
YBR277C	0.00175670131474238	0.0311716854454076
YBR278W	0.0020037706115442148	0.0309542489055388
YBR279W	0.0110312227474258	
YBR281C	0.002490200330353785	0.0246914265872502
YBR282W	0.00520432139437424	0.087462485671122
YBR283C	0.00475773288592739	0.0151976876039123
YBR284W	0.00287569510552634	0.032026801730292556
YBR285W	0.000798197860235755	0.0351790801552816
YBR286W	0.0021585857844161104	0.02999287719247995
YBR288C	0.00380616419277032	0.0301300811401873
YBR289W	0.005140050317425935	0.06142862486629484
YBR290W	0.00325215032602674	0.0366798351586113
YBR291C	0.00655399368348753	0.038914990489822596
YBR292C	0.030274020531118898	0.05408890585124665
YBR293W	0.00216302978010325	0.0290938213070873
YBR294W	0.0021993476863069903	0.0314955264208525
YBR295W	0.00176570110668523	0.0354736901734296
YBR296C	0.0253852980420993	0.0515466987342757
YBR297W	0.002194638758624575	0.030480122554560597
YBR298C	0.0181081727805253	0.045621242263178846
YBR299W	0.00366743964475052	0.044311128389093
YBR300C	0.02852441950544995	0.04812996710426535
YBR301W	0.00208530724681864	0.030108734721250252
YCL001W	0.0017890231380485319	0.05172266684427465
YCL001W-A	0.011842000040422813	0.05110425379768335
YCL002C	0.003308039539522785	0.0227868860954894
YCL005W	0.003347349899393785	0.0409137325533714
YCL008C	0.004617151888998125	0.0132385857652781
YCL009C	0.00160421990875031	0.0324451223219035
YCL010C	0.010626162008546755	0.08841293381086035
YCL011C	0.0004080081458147665	0.037044449013777
YCL014W	0.0019660165066223566	0.0262294199156223
YCL016C	0.0034116436061341947	0.027215488237795703
YCL022C	0.00201952746047578	0.0278295349362593
YCL023C	0.0008363077707854896	0.028918325158808753
YCL025C	0.00160681965457204	0.0321750966140884
YCL026C-A	0.002336515121905395	0.040368511857898554
YCL027W	0.001353096762904865	0.03604051606386615
YCL028W	0.00202695475135894	0.0291763043190474
YCL029C	0.00227761948807014	0.0242348441065371
YCL030C	0.00200167280137034	0.0386815809042143
YCL032W	0.0023774833853201	0.0365927927531557
YCL033C	0.00202351027491652	0.0229250841155709
YCL034W	0.00258842337842452	0.0700524644886169
YCL035C	-0.0008608601549317375	0.01443022556745135
YCL036W	0.00168097513592958	0.0270957558025906
YCL037C	0.00531179642422743	0.0475064023888597
YCL038C	0.00758182648516774	0.0271978074783976
YCL039W	0.00335647743105774	0.0286798247709815
YCL040W	0.0036579811029375	0.031940400119146
YCL042W	0.00450330974888705	0.0315657291005583
YCL044C	0.00148843706163037	0.0268085755716463
YCL045C	0.00206075017822526	0.0245910482359799
YCL046W	0.0021971389188691	0.0261873504150757
YCL047C	0.0022069524811479	0.0170530587061247
YCL048W	0.0054057581059973	
YCL049C	3.7058340177039935e-05	0.0248110403766076
YCL050C	0.0020878715640947902	0.0301173264557451
YCL051W	0.00202879551910027	0.032517964069954344
YCL055W	0.00190365158314194	0.0245608384737996
YCL056C	0.0016373196634112	0.0319218437985059
YCL057W	0.000370951158168731	0.0217866626383524
YCL058C	0.0074640054917813	0.0370083266695606
YCL061C	0.00183817168240299	0.015009438243141049
YCL063W	0.002000293174459687	0.019382568771532733
YCL064C	0.001915660981255325	0.025031470201719253
YCL069W	0.00074008605617907	0.02262107595701745
YCL076W	0.00215742500879891	0.0279795023055215
YCR001W	0.0021087753901017	0.028978936246289
YCR002C	0.003951559047346965	0.07567599080738145
YCR003W	0.003152847698140255	0.05590662412403625
YCR004C	0.00235628672656696	0.0265120313501715
YCR005C	0.001875967017514345	0.0175443191953936
YCR007C	0.001888592354576855	0.03058919188086075
YCR008W	0.00190518042039	0.0424146304577451
YCR009C	0.004215492172072245	0.03983303029984925
YCR010C	0.00188108164497498	0.032335497163614946
YCR011C	0.0026143561211254803	0.03371416920589845
YCR015C	0.00207127717521096	0.0312362138916071
YCR016W	0.00252028228494018	0.0316499801578805
YCR017C	0.00243124698278975	0.0193107501238916
YCR019W	0.00213352573937693	0.028417886447963
YCR020C	0.002196409719281405	0.0296975645789574
YCR020C-A	0.002795908097766045	0.0222116722510163
YCR021C	0.002374413489289225	0.028997154344262352
YCR022C	0.0033920021771870652	0.02147123470772335
YCR023C	0.00193382366471694	0.0302583998122516
YCR024C	0.0038589866713905803	0.0738324067611916
YCR024C-A	0.00071969997000814	0.018964584256773998
YCR025C	0.0356866279873927	0.0535669803040851
YCR026C	0.0316467218170547	0.0513883337547621
YCR027C	0.00175023420963628	0.021737287002085652
YCR028C	0.00211577797205976	0.0340025940924844
YCR028C-A	0.00556501067937212	0.0349165878663943
YCR031C	0.002127953507727455	0.034511412634410446
YCR033W	0.00356518304682821	0.03540111751391585
YCR034W	0.0007163433058395925	0.0317249832388119
YCR036W	0.0292461952033446	0.04965194454816075
YCR037C	0.00159118308105441	0.0302831752157717
YCR043C	0.002837078717418835	0.050022592237018604
YCR044C	0.00521212457247999	0.0411753758468926
YCR045C	0.03010668064215245	0.052260696092126094
YCR046C	0.004967476881596325	0.09622485785489751
YCR048W	-0.000503563246709143	0.04309596748915345
YCR049C	0.0336156868467263	0.048977683602589195
YCR050C	0.0314495019476365	0.0464409288922608
YCR051W	0.004831245772596275	0.0632281799523607
YCR060W	0.00233454484411607	0.03071930837690235
YCR061W	0.002164624995082025	0.039084923697396246
YCR063W	0.007657914551684	0.0623289670639352
YCR066W	-0.000182311925782057	0.0303699631006091
YCR067C	0.00244770718078109	0.0346961680886079
YCR068W	0.02334783567844605	0.0450530341465013
YCR069W	0.0026198566538286703	0.02904187979515495
YCR071C	0.00306478049744123	0.05417587390160905
YCR073C	0.00156221036900737	0.0295541066336579
YCR073W-A	0.00207611865641023	0.0310763383847592
YCR075C	0.0021708523372041552	0.033036626234352454
YCR076C	0.00186872516957411	0.0330923720785084
YCR077C	0.0191839395672669	0.0194230006185468
YCR079W	0.0218218387299364	0.05913520142976185
YCR082W	0.0008810271057158945	0.0302605901235347
YCR083W	0.002072188854600635	0.0330146245478963
YCR084C	0.00483002525893949	
YCR085W	0.00196733196402658	0.0324266464755088
YCR086W	0.0118997901317104	0.0373287039037032
YCR087C-A	0.0408140762004792	0.0523900717998956
YCR087W	0.037767116546078	0.0567438880225341
YCR088W	0.002006740928164075	0.02959802082062965
YCR090C	0.00151946268412159	0.0323751266820948
YCR091W	0.00222218529016284	0.0289873314100728
YCR092C	0.0017628950647810252	0.0320256932905517
YCR094W	0.00344448633505325	0.0941901217885168
YCR095C	0.000689015318874501	0.0161256877766402
YCR098C	0.00207303732279851	0.0306309806659628
YCR099C	0.00198841873922885	0.0293699296866556
YCR100C	0.00189139731670131	0.0301832160799822
YCR101C	0.00022292469628424548	0.03302583853799955
YCR102C	0.00168236660548386	0.030542046525187102
YCR102W-A	0.0013153099517172451	0.0284256973876805
YCR105W	0.00167756199555389	0.0328527562443723
YCR106W	0.002083757930115745	0.03290846527312205
YCR107W	0.00170955777850496	0.0287663463929433
YDL001W	0.00537770552483803	0.0208544128685228
YDL002C	0.00871967254209888	0.0267867037585344
YDL005C	0.009617888459042014	0.052722466046229696
YDL006W	0.00278771512116656	0.0128587026719119
YDL009C	0.00231107586411157	0.0301420652556435
YDL010W	0.00112300608239433	0.0330026224205875
YDL011C	0.00478840728961013	0.0310713238460872
YDL012C	0.00565784871022954	0.0974720212139672
YDL018C	0.001415433059526105	0.0347504326701521
YDL019C	0.00400634298936711	0.02141450849188195
YDL020C	0.0034784991728852	0.0521506842819197
YDL021W	0.00238071390169503	0.0288917093861663
YDL022W	0.000525541991748409	0.01651072814412275
YDL023C	0.0024655089008054	0.028016712797289803
YDL024C	0.00235613557111236	0.0309884004900687
YDL025C	0.00230820384261603	0.0284687355423879
YDL026W	0.002343410343335925	0.03104232373656395
YDL027C	0.002493965857024005	0.02989690459794015
YDL032W	0.00292242319984645	-0.000518543532776803
YDL034W	-0.0007352695033257216	0.0138772143626282
YDL035C	4.55131788400473e-05	0.015348854527159
YDL036C	0.001559911818913355	0.0291595057633187
YDL037C	0.002289129788402905	0.029123841692870002
YDL039C	0.004041410087594846	0.052559140519827706
YDL041W	-0.00196287579957139	0.0126838524209137
YDL042C	-0.00186062672241782	0.0344649072051878
YDL044C	0.00490695366076196	0.0749206171276263
YDL045W-A	0.00456525293266735	0.128475045887072
YDL047W	0.00368312021568434	-0.002250126039679555
YDL048C	0.002237897404096935	0.02361123281951045
YDL049C	0.002265464022101715	0.02695831959120925
YDL050C	0.00310976716351222	0.03030939396813315
YDL051W	0.00296515631641779	0.0276876036410504
YDL052C	0.00293479977384264	0.0312891479943008
YDL053C	0.00155739408670425	0.0261060906386442
YDL054C	0.00299937021505172	0.028515590760592
YDL056W	-0.00118605628909283	0.0165469940392332
YDL057W	0.00173818869708136	0.0370479434918785
YDL059C	0.0024386548922355547	0.02392137615554965
YDL061C	0.0028943578139453098	0.0347193926806874
YDL062W	0.0027420222354544097	0.03092468079239255
YDL063C	0.002625727032049325	0.03106461973560085
YDL065C	0.006213332792599835	0.013911694612993249
YDL066W	0.0050628692144532505	0.029988430032817148
YDL067C	0.00558779069774176	0.042224565595712055
YDL068W	0.004312302768394271	0.04530744064690115
YDL070W	0.0018673851769744	0.0255700518081121
YDL071C	0.00241580955573192	0.0298853533222478
YDL072C	0.004790690517884635	0.0347165594886771
YDL073W	0.001992727338882755	0.024437160956738
YDL074C	0.008946379020081	0.027908995708239702
YDL075W	0.00259575388566001	0.0334715374301781
YDL076C	0.00227274151894031	0.0174747737455516
YDL078C	0.001552786356634893	0.03159377251623605
YDL079C	0.00197697998375209	0.0272883565516625
YDL080C	-0.000471565443599012	0.0287780439798106
YDL081C	0.00497955954185531	0.0572859095199344
YDL082W	0.00214572257382299	0.0302746482514723
YDL083C	0.001971001190797785	0.028281536781784647
YDL086W	0.002445399722570695	0.030291838404993048
YDL088C	0.0030420279065158	0.041396135680523846
YDL089W	0.00211313923967191	0.02839592769290255
YDL090C	0.02890032626676025	0.0646796665739426
YDL091C	0.00478868008634735	0.0700429618750567
YDL094C	0.00228227204638568	0.0249232053285821
YDL096C	0.00369200571470892	0.02594291742441775
YDL099W	0.00621070837680581	0.0507552941447601
YDL100C	0.0033813361884192502	0.0507866881526633
YDL101C	0.00236922131627526	0.0280206062293457
YDL104C	0.0028451263285600003	0.02983849954524925
YDL106C	0.012846071598372751	0.02567580361946795
YDL109C	0.00203411738537567	0.02479169817643655
YDL110C	0.0025671026176019547	0.029932540593475603
YDL112W	0.00262424978927255	0.0300914741726799
YDL114W	0.00473656785216321	0.0790838267591187
YDL115C	0.002786959204640225	0.036732228525663005
YDL117W	0.002216970897819145	0.0274297261869119
YDL118W	0.00109496129505959	
YDL119C	0.003524492475967015	0.049036966926341505
YDL121C	0.002286818176627795	0.026299118736879103
YDL122W	-0.0040742279837847	
YDL124W	0.0024301126504292347	0.009930710768528923
