orf	hap alpha | chronological lifespan | phosphate starvation | phosphate limiting | Gresham D~Botstein D, 2011	hap alpha | chronological lifespan | leucine starvation | leucine limiting | Gresham D~Botstein D, 2011
YJL126W	-0.10552592789039515	-0.35634762490576305
YJL128C	-0.5767813678720164	-0.3563476029644374
YJL129C	-0.10610838640266303	-0.3563473971090597
YJL130C	1.3893597795449428	-0.35634758093428437
YJL131C	-0.11945597754558034	-0.3563476429096614
YJL132W	-0.10547233221739884	-0.3563475624991359
YJL133W	-0.5269404824781898	-0.3563469014876892
YJL134W	-0.4581938092232559	-0.35634767410080825
YJL135W	-0.050982843514132015	-0.35634765640431854
YJL136C	-0.17211615807190295	-0.3563479491565732
YJL137C	-0.07521070335840943	-0.3563471812573771
YJL138C	-0.14340996175661405	-0.35634795374071604
YJL139C	0.051464895039470354	-0.3563468392287018
YJL141C	-0.25584489217120243	-0.35634721515063433
YJL142C	-0.08451765159554213	-0.35634765221598125
YJL144W	0.030924284454237935	-0.3563474489560299
YJL145W	0.18950348440788636	-0.35634750240019397
YJL146W	0.3342654839275418	-0.3563474783247002
YJL147C	0.899370078711541	-0.356346886561048
YJL148W	-0.3772119623533157	-0.3563476987718569
YJL149W	-0.12590308102835127	-0.35634743610108816
YJL150W	0.31045294423610476	-0.35634737330980076
YJL151C	-0.125987430429481	-0.35634665866127113
YJL152W	0.08035395300401887	-0.3563470295986558
YJL153C	-0.14093669465113004	-0.3563478764561552
YJL154C	-0.13172277315937533	-0.3563474390486337
YJL155C	-0.06995707279583269	-0.35634757399212813
YJL157C	-7.481398204816281	-0.3563472759217143
YJL158C	0.031194543500205854	-0.3563477787474949
YJL159W	-0.2635534487200383	-0.35634678008570925
YJL160C	-0.01204705593249495	-0.3563474717398301
YJL162C	-0.43460797640084153	-0.3563468005118329
YJL163C	0.07000536484602482	-0.35634760308669927
YJL164C	-0.07939980760908859	-0.35634804183180846
YJL165C	0.21949104281609577	-0.35634555727274053
YJL168C	-0.11363238764838546	-0.3563477405916238
YJL169W	-0.16729131913717094	-0.3563477506555647
YJL170C	-0.10765211566419731	-0.35634765732648216
YJL171C	0.2915349008979917	-0.3563471941340431
YJL172W	-0.10613226108425057	-0.35634689471423786
YJL175W	0.057027524872637375	-0.3563479008000959
YJL176C	-0.16491393482957975	
YJL177W	-0.07164989263955723	-0.35634754196044505
YJL178C	-0.12383225128398634	-0.35634783582945284
YJL179W	-0.15327355016272923	-0.35634790097545177
YJL180C	-0.14240039935826684	-0.3563476347426893
YJL181W	-0.10234198331213011	-0.35634766850212984
YJL183W	-0.12055966397083523	-0.35634796144488806
YJL184W	-0.15179234638838804	
YJL185C	-0.014275527131854114	-0.35634760240313246
YJL186W	-0.4342486922860284	-0.3563472054928907
YJL187C	0.38976108598385045	-0.356346893138389
YJL188C	-0.15108251715509396	-0.3563481038191939
YJL189W	-0.15789205926013336	-0.3563480143330884
YJL190C	-0.13583259227108319	-0.35634783818463306
YJL191W	-0.08913383610723036	-0.356347653227528
YJL193W	0.5103127608380726	-0.3563478893431845
YJL196C	0.11716902464529118	-0.35634713801033
YJL197W	-0.06060389601070603	-0.3563477754902242
YJL198W	0.6838179546679708	-0.35634763204276015
YJL199C	-0.2662862897023008	-0.35634795329468144
YJL200C	-0.07772571934305586	-0.3563474635106448
YJL201W	-0.12762036196012758	-0.3563478693917287
YJL204C	-0.12784905288844062	-0.35634802231952345
YJL206C	-0.08436264328086004	-0.3563475656628203
YJL207C	-0.1874943973403688	-0.35634772683126537
YJL208C	-0.06999260245348192	-0.3563469408636456
YJL209W	-0.14097312864428319	-0.35634788310696025
YJL210W	-0.1331210035922724	-0.3563469052538414
YJL211C	-0.13363984750192362	-0.35634726442138437
YJL212C	-0.06937916527000625	-0.3563477189404723
YJL213W	1.7086194529581693	-0.3563471793097357
YJL214W	-0.09552624528679791	-0.35634741714213786
YJL215C	-0.07197807595120327	-0.35634754614558595
YJL216C	-0.10617642537726238	-0.3563476203388818
YJL217W	-0.0540611696851457	-0.3563474194274181
YJL218W	-0.5961096231927329	-0.3563473892843328
YJR001W	-0.11671449139328355	-0.35634764719850315
YJR003C	-0.10897081495204933	-0.35634759152221124
YJR004C	-0.11636357066245634	-0.3563476344347718
YJR005W	-0.10027924157749789	-0.35634761445581387
YJR009C	-0.9421653274655484	-0.35634678554972316
YJR010C-A	-0.10206923952524415	-0.356345888245658
YJR010W	-0.12674216148527284	-0.356348067568158
YJR011C	-0.11935262634487064	-0.35634737973627445
YJR014W	-0.09719388312678857	-0.3563476386339125
YJR015W	-1.2029666423830394	-0.3563478414320881
YJR018W	-0.15770169324043162	-0.3563480175111753
YJR019C	-0.061222855597556254	-0.35634773821459187
YJR020W	-0.09871288632342069	-0.3563476242474672
YJR021C	-0.11268533171540653	-0.35634738166940993
YJR024C	-0.0842039569947067	-0.35634801682844
YJR025C	-0.10493165812546784	-0.3563476304938442
YJR031C	-0.10986759927764185	-0.3563476475023015
YJR032W	-0.12775874503431578	-0.35634744860120193
YJR033C	0.08328288092912596	-0.35634799010599455
YJR035W	-0.10569001376203992	-0.35634760745902105
YJR036C	-0.1086006019314083	-0.35634765442568084
YJR037W	-0.11099476656098523	-0.35634762444566265
YJR038C	-0.08868638043351312	-0.3563476866862964
YJR039W	-0.10025169040419894	-0.35634745958391295
YJR040W	0.07111005369404683	-0.35634734210803365
YJR043C	-0.1206526736742516	-0.3563474213327481
YJR044C	-0.1489765095108184	-0.35634625016746824
YJR047C	-0.0825544268864527	-0.3563476646784396
YJR048W	0.44426603515214247	-0.35634802690263695
YJR049C	-0.13083568811265076	-0.35634719858830116
YJR050W	-0.14173789533971984	-0.35634757375571496
YJR051W	-0.10727026116657148	-0.3563476333341878
YJR052W	-0.12678355042503942	-0.35633034498290894
YJR053W	-0.08383936584122312	-0.35634748813578876
YJR054W	-0.11549539668819922	-0.35634766010756647
YJR055W	-0.15220253923679405	-0.3563476193170943
YJR056C	-0.08175305356810243	-0.3563427099135699
YJR058C	-0.07373098398427876	-0.3563475206582572
YJR059W	-0.1136600918418922	-0.356347640030954
YJR060W	-0.15637046493531154	-0.35634764174492517
YJR061W	-0.10837000804709747	-0.35634763715146905
YJR062C	-0.09596554408152413	-0.35634767376442467
YJR063W	-0.14793611346658986	-0.3563479006274959
YJR066W	-0.08891274109716593	-0.35633981846608465
YJR073C	-0.16202060630957016	-0.3563237798551069
YJR074W	-0.15434854411226806	-0.35634781908334673
YJR075W	-0.09706541999361151	-0.3563480485785212
YJR077C	-0.1515329340565389	-0.3563478215802661
YJR078W	-0.12017966047735579	-0.3563476301826106
YJR079W	-0.12943606551365863	-0.3563477543594178
YJR080C	-0.11375150884537405	-0.35634758975773145
YJR082C	-0.1314832193369493	-0.3563477226454559
YJR083C	-0.1069660145676866	-0.3563476323575694
YJR084W	-0.13088930283348743	-0.3563478113671933
YJR087W	-0.1002471722667024	-0.3563475862917959
YJR088C	0.18605757652295202	-0.356347123380795
YJR092W	0.07105888665862933	-0.3563471403631766
YJR094C	-0.11424823225527894	-0.35634762138015585
YJR095W	-0.10544112436004976	-0.3563475970832827
YJR096W	-0.10971063382576567	-0.3563475479814594
YJR097W	-0.07289671469284799	-0.3563478375848987
YJR098C	-0.12066432019537311	-0.3563476221032241
YJR099W	-0.111898541701115	-0.3563477264626775
YJR100C	-0.11055997361311642	-0.35634762723822155
YJR102C	-0.1513306556009453	-0.3563468356953649
YJR105W	-0.1649027819923912	-0.3563457689088834
YJR107W	-0.10077474585641569	-0.35634767376397014
YJR108W	-0.11228617598605554	-0.3563476208144787
YJR109C	-0.14521193243404726	
YJR110W	0.020479043812388756	-0.35634478858596136
YJR111C	-0.1328493196179951	-0.35634759787516146
YJR113C	-0.13545175932344583	-0.35634792871335835
YJR115W	-0.11438644636752286	-0.3563459604326397
YJR116W	-0.11225721823415942	-0.3563475846077278
YJR117W	-0.12546836100273498	-0.3563477873484057
YJR118C	-0.09014757077170918	-0.3563469533496925
YJR119C	-0.10547995638828365	-0.35634746215425395
YJR121W	-0.1573237976101402	-0.3563477055353854
YJR122W	-0.16134132126040804	
YJR124C	-0.1150783062043187	-0.35634759616359957
YJR125C	-0.035933785265210176	-0.3563474280926833
YJR126C	-0.14638749327614775	-0.3563476410301135
YJR127C	-0.10109621157967205	-0.35634784933888924
YJR128W	-0.1155202857192098	-0.35634785318911893
YJR129C	0.17456918778419683	-0.35634779916879566
YJR130C	-0.10420863800524054	-0.35634747930218447
YJR133W	0.027086827700457197	-0.3563476824085059
YJR134C	-0.09107304195396572	-0.3563477333670362
YJR135C	-0.10745950832331012	-0.3563475717758491
YJR137C	-0.13532561034186544	-0.3563480756203724
YJR140C	-0.053301535358790494	-0.3563478634560758
YJR142W	-0.10026799083995838	-0.35634743768462657
YJR145C	-0.11610316932939019	-0.3563478310664439
YJR146W	-0.11172508593856072	-0.35634761989679437
YJR147W	-0.13229883645566765	-0.35634768772230674
YJR148W	-0.11943807555971203	-0.3563479287693082
YJR149W	-0.10987678684618064	-0.3563474649920126
YJR150C	-0.10917272895001616	-0.3563475404496981
YJR152W	-0.10826632344698063	-0.3563476216786773
YJR153W	-0.09842693623312761	-0.3563475460951417
YJR154W	-0.10903501799704222	-0.3563475865014721
YKL001C	-0.1354714755019828	-0.3563480053262891
YKL002W	-0.16739219434772676	-0.3563478840066686
YKL003C	-0.14252429369627942	-0.3563480531303268
YKL005C	-0.05713778394674934	-0.35634765221236164
YKL006W	-0.13516381965677773	-0.3563480322809333
YKL007W	-0.11287332804588286	-0.35634736152256946
YKL008C	-0.10852826107668789	-0.35634766136425444
YKL010C	0.031100847915168213	-0.3563480436463931
YKL011C	-0.1456522362850701	-0.3563477488017937
YKL015W	-0.09805850338415453	-0.35634747392550864
YKL016C	-0.13959721932197172	-0.35634821208720024
YKL017C	-0.09592823703503453	-0.35634757080455115
YKL020C	-0.10578064679656224	-0.35634766396222817
YKL023W	-0.09696086749872389	-0.35634763078744125
YKL025C	-0.1424864027681912	-0.3563472377398367
YKL026C	-1.1391258763670804	-0.3563474843016092
YKL027W	-0.13723601055824275	-0.3563476234264905
YKL029C	-3.2644743631915154	-0.35634777525294986
YKL030W	0.10648699739621181	-0.3563474892137081
YKL031W	-0.11885877316399122	-0.3563476640414481
YKL032C	-0.11793435953988621	-0.35634722909703076
YKL033W-A	-0.10233826537789176	-0.35634744555364833
YKL034W	-0.13339238577103496	-0.35634686201520577
YKL037W	-0.13359632017119483	-0.3563470884260291
YKL038W	-0.11824587718209384	-0.35634747294806307
YKL039W	-0.09855233916677456	-0.35634769665894217
YKL040C	-0.15785559006510208	
YKL041W	-0.1683780999633767	-0.35634780501596325
YKL043W	-0.1010213391040265	-0.35634762236788686
YKL044W	-0.11582665405768201	-0.35634766800782325
YKL046C	-0.12305703124669387	-0.3563476342071381
YKL047W	-0.11002918600779225	-0.3563476080958487
YKL048C	0.08014613757115327	-0.3563475942534035
YKL050C	-0.09180170987751389	-0.35634756349254876
YKL051W	-0.09342557802131188	-0.35634747550258666
YKL053C-A	-0.11893461445541532	-0.35634747168904746
YKL053W	-0.1614680381356691	-0.35634773878501597
YKL054C	-0.1686130493555739	-0.3563463229490175
YKL055C	-0.1490638195724207	-0.3563479835320922
YKL056C	-0.09668787711886141	-0.3563476622019057
YKL057C	-0.16220706677855729	-0.3563479999949684
YKL061W	-0.09649485354052835	-0.35634789834224456
YKL062W	-0.12595740180619325	-0.3563476958967042
YKL063C	-0.1261558678829336	-0.35634763216885407
YKL064W	-0.0937724677077381	-0.3563477542267751
YKL065C	-0.12660626401330896	-0.3563477301898122
YKL066W	-0.10530103955034266	-0.3563475827210059
YKL067W	-0.10199553984776819	-0.3563476133517031
YKL068W	-0.09505072742156641	-0.3563474085180748
YKL069W	-0.1395294192332674	-0.3563474915881087
YKL070W	-0.10604367107921822	-0.3563476660893373
YKL071W	-0.10336664271375454	-0.35634749863452503
YKL072W	-0.10732004795637384	-0.35634767481660207
YKL073W	-0.1391225912703974	-0.35634709329834674
YKL074C	-0.11010918992904047	-0.356347261499531
YKL075C	-0.10546271097161648	-0.35634745068438733
YKL076C	-0.08546692091845678	-0.3563475067276087
YKL077W	-0.13275155345238915	-0.3563477911533016
YKL079W	-0.09630408824897077	-0.3563475989160101
YKL081W	-0.09811935516314707	-0.35634753734780455
YKL084W	-0.09955492385578738	-0.356347295894359
YKL085W	-0.13001675653451283	-0.3563472317313202
YKL086W	-0.09479459193252274	-0.3563477008920278
YKL087C	-0.1480679341083843	-0.3563480658162969
YKL091C	-0.10252313905439282	-0.35634752951211807
YKL092C	-0.1180218692505835	-0.3563476614377054
YKL096W	-0.1087513027567844	-0.35634749973242563
YKL096W-A	-0.050664952919416424	-0.3563476032184027
YKL097C	-0.06583053506334176	-0.3563475811653873
YKL098W	-0.13342095657012498	-0.3563477221036275
YKL100C	-0.11019606536106918	-0.3563476631094629
YKL101W	-0.09103993266889207	-0.3563476780292378
YKL102C	-0.10877115210638756	-0.3563476192086556
YKL103C	-0.10535288643980363	-0.35634763068435826
YKL106W	-0.12937594328176238	-0.35634783500189676
YKL107W	-0.10003463996366672	-0.356347638410602
YKL109W	-0.1491651192506079	-0.3563480569005899
YKL110C	-0.10909649446822606	-0.3563474797116347
YKL113C	-0.09885577849902975	-0.3563466989423775
YKL115C	-0.1432673706982018	-0.35634772518018126
YKL116C	-0.12765034311475287	-0.35634772682251753
YKL117W	-0.10815704940108073	-0.3563476389473992
YKL120W	-0.09982165636646509	-0.35634797402474855
YKL121W	-0.11438458217873575	-0.35634760462365966
YKL126W	-0.37166097365480666	-0.3563477866659624
YKL127W	-0.10813143376821086	-0.35634763917923873
YKL128C	-0.1002935107137342	-0.3563475663597886
YKL130C	-0.10265373698403217	-0.35634766626752873
YKL131W	-0.13705075433744876	-0.35634764485765835
YKL132C	-0.10849971159096394	-0.35634765518019096
YKL133C	-0.10774438884669751	-0.3563476862219789
YKL134C	-0.1276031156264314	-0.3563477205995167
YKL136W	-0.11840336678626183	-0.3563478165719795
YKL137W	-0.11399573449792344	-0.35634756362511816
YKL138C	-0.150978415887095	-0.3563481537044692
YKL139W	-0.15875582668889396	-0.35634770910340335
YKL140W	-0.12078762101691702	-0.35634766513317667
YKL142W	-0.13135770833638533	-0.3563477630000312
YKL143W	-0.07869365611218429	-0.3563476089146536
YKL146W	-0.10485913754372135	-0.3563473003842179
YKL148C	-0.12079135165790049	-0.35634685118738857
YKL149C	-0.15514366338567076	-0.35634747875676326
YKL150W	-0.09833371620220141	-0.3563475778378279
YKL151C	-0.11009775688958306	-0.35634727769674496
YKL155C	-0.1346929289922341	-0.35634797287305364
YKL156W	-0.05485671519617625	-0.3563479047831626
YKL157W	-0.10402202239722178	-0.35634738907857555
YKL159C	-0.10708801810226944	-0.35634774012838516
YKL160W	-0.03501633872923171	-0.35634761792674724
YKL161C	-0.22174473980802512	-0.3563476610487197
YKL162C	-0.12312877713281052	-0.3563475090583235
YKL162C-A	-0.10587113303881923	-0.3563477586924638
YKL163W	-0.10278552919674767	-0.35634762873970166
YKL164C	-0.10905460672125779	-0.35634764164859345
YKL166C	-0.05802076330711083	-0.3563476161918889
YKL167C	-0.11966393029205216	-0.35634748816870104
YKL168C	-0.09717069046641602	-0.3563476640913118
YKL169C	-0.13107381045331581	-0.3563476758585842
YKL170W	-0.13853271966053773	-0.35634819628009234
YKL171W	-0.04740071865558877	-0.3563474471828596
YKL174C	-0.1049339484131445	-0.3563475398656862
YKL175W	-0.12953968983850742	-0.3563474817339972
YKL176C	-0.14446515223965098	-0.35634591489972717
YKL177W	-0.09923290386842276	-0.3563478051650095
YKL178C	-0.11701881812020316	-0.35634798299261
YKL179C	-0.10140532996692606	-0.35634777721658484
YKL183W	-0.10028720715167035	-0.3563475660911549
YKL184W	-0.09504564222848792	-0.3563477838742124
YKL185W	-0.13376057998768306	-0.3563477708991896
YKL187C	-0.10789185005579949	-0.3563475091960211
YKL188C	-0.10570828375088773	-0.35634767868048817
YKL190W	0.10420122486816405	-0.35634778153251767
YKL191W	-0.09342501774303237	-0.35634780711034614
YKL194C	-0.14693220657929432	-0.356347890638982
YKL197C	-0.142764597661618	-0.35634687106487767
YKL198C	-0.09565909960818852	-0.35634764290897886
YKL201C	0.04264891367476045	-0.356347543382671
YKL202W	-0.09655049479573806	-0.35634772884033183
YKL204W	-0.17016184675267987	-0.35634766534156354
YKL205W	-0.07782949898177187	-0.3563481451006698
YKL206C	-0.47558765402386804	-0.3563478250344332
YKL207W	0.04818880359359343	-0.35634728461617654
YKL208W	-0.13843773230335696	-0.35634807133087987
YKL211C	-0.08477493682244078	
YKL212W	-0.14803950408601632	-0.3563478931848859
YKL213C	-0.1703304629616072	-0.35634814933175174
YKL214C	-0.10016716843376121	-0.3563477065427801
YKL215C	-0.04879897069642563	-0.3563473974698168
YKL217W	-0.08898705501610539	-0.3563477016103634
YKL218C	-0.10691158966874356	-0.35634771896916084
YKL220C	-0.4243614170300135	-0.3563470848754836
YKL222C	0.21541500643182068	-0.35634731193855473
YKR001C	-0.16046812739765798	-0.3563474976768721
YKR003W	-0.2656175823295867	
YKR005C	0.10391318081232502	-0.35634731181388873
YKR006C	-0.15633170787143716	-0.35634798384079175
YKR007W	-0.12939629952743473	-0.3563468903964948
YKR009C	-0.108900820399039	-0.3563476306126018
YKR010C	-0.011657378655364013	-0.35634773816355936
YKR011C	-0.08783889236405387	-0.35634765001141006
YKR012C	-0.10686060239511468	-0.35634771014440253
YKR013W	9.29478978635181	-0.35634692911941745
YKR014C	-0.08782548893337565	-0.35634768900918423
YKR015C	-0.10623195177777042	-0.3563476363704738
YKR016W	-0.14692660711900798	-0.35634784355342053
YKR017C	-0.10525618725718298	-0.3563472919797496
YKR018C	-0.5911702025076163	-0.356347749529906
YKR019C	15.487611165242178	-0.35634689557067395
YKR021W	-0.0654482599295928	-0.3563472046968827
YKR023W	0.5747345121913671	-0.35634763194349595
YKR024C	-0.1398625596862436	-0.35634800171980274
YKR026C	-0.06253865490676568	-0.35634804901202266
YKR027W	-0.09292215293708399	-0.35634754545219444
YKR028W	-0.13121672953378485	-0.3563460469664504
YKR029C	-0.13150889964984877	-0.3563476637382215
YKR030W	-0.0913617375790744	-0.3563476372151193
YKR031C	-0.10705343210719455	-0.3563474774831927
YKR032W	-0.10842462131914175	-0.35634761160714457
YKR033C	-0.10991872257064553	-0.35634765382817923
YKR034W	-0.11718714654084404	-0.35634762587752683
YKR035C	-0.16527141530770825	-0.3563475044319349
YKR035W-A	-0.16286276661911112	-0.35634744883009856
YKR036C	-0.11142573980862157	-0.356347619784935
YKR039W	-0.037402650014261574	-0.35634765979856803
YKR040C	-0.2991093908514852	-0.35634766343324437
YKR042W	0.12480608781921389	-0.35634796406059605
YKR043C	-0.10728651172530773	-0.35634761167880047
YKR044W	-0.11666650603105737	-0.3563477575848283
YKR045C	-0.29744033836779277	-0.35634763804643355
YKR046C	-0.12423114589047927	-0.3563477014862302
YKR047W	-0.07971085381949777	-0.3563471524607665
YKR048C	-0.09334741471470384	-0.3563469392871177
YKR049C	-0.004127299487272141	-0.35634733695170556
YKR050W	-0.11640218387228811	-0.3563476001943596
YKR051W	-0.11380002256825167	-0.3563473649259647
YKR052C	-0.10681741304494746	-0.35634742616710907
YKR053C	-0.06556857800377551	-0.35634759951067363
YKR054C	-0.12673983752874876	-0.3563475495454481
YKR055W	-0.10875704529862297	-0.3563475400549293
YKR056W	-0.10486644856484156	-0.3563471699800592
YKR057W	-0.09110479472902684	-0.3563474473697024
YKR058W	-0.10500246818787014	-0.35634762124379826
YKR059W	-0.09754559769429819	-0.35634751752498955
YKR061W	-0.12470924437903269	-0.3563475213999758
YKR065C	-0.13302020079169066	-0.35634765076542235
YKR066C	-0.10687915859767201	-0.35634750820156536
YKR067W	-0.12121226661510652	-0.35634769746220557
YKR069W	-0.11757064482486017	-0.3563480383289592
YKR070W	-0.10209440668282388	-0.3563466312857365
YKR072C	-0.10582939577551116	-0.3563475859452014
YKR073C	-0.04401314474031435	-0.356347526201388
YKR074W	-0.11904319144990382	-0.3563471487100928
YKR075C	-0.10947054835456274	-0.35634767877746176
YKR076W	-0.08567867388677523	-0.3563476008020633
YKR077W	-0.09727734169215783	-0.35634746123702454
YKR078W	-0.1063930888838221	-0.3563476600725755
YKR080W	-0.10960441362440276	-0.3563475925950636
YKR082W	-0.15542411238512643	-0.35634774554310444
YKR085C	-0.1390481858741618	-0.3563481321260729
YKR087C	-0.09145800958599001	-0.356347282035562
YKR088C	-0.07956125980369158	-0.35634755636839194
YKR089C	-0.10824486328360347	-0.35634747402115585
YKR090W	-0.06512123376878183	-0.35634752626224997
YKR091W	-0.033630882152203154	-0.35634764861625595
YKR092C	0.621263911179576	-0.35634756739731854
YKR093W	-0.37228546151759223	-0.35634784700944955
YKR094C	-0.13732292207676816	-0.3563478405537417
YKR095W	-0.13819563762355808	-0.35634633457888865
YKR096W	-0.057750673630176934	-0.3563475356215445
YKR097W	-0.13886865408927435	-0.356347506657016
YKR099W	1.6705581223598651	-0.35634624842657897
YKR100C	-0.09396086423478021	-0.3563455456649189
YKR102W	-0.10196730611581993	-0.35634749867585663
YKR103W	9.372803379753133	-0.35634697394777987
YKR104W	-0.0988911574205522	-0.3563475275636125
YKR105C	-0.09210185665334475	-0.35634759542944394
YKR106W	-0.11332453766450179	-0.35634754800522006
YLL001W	-0.09333059425907021	-0.35634742047477586
YLL002W	-0.13712516535263847	-0.3563471021120458
YLL005C	-0.11486264840622355	-0.356347604337137
YLL006W	-0.1666304233609865	-0.35634757212331997
YLL007C	-0.12006355937676738	-0.35634820430602276
YLL009C	-0.14446337443222748	-0.3563479666005531
YLL010C	0.5213452921633331	-0.3563469043895114
YLL012W	-0.11801463038485345	-0.35634757974650877
YLL013C	-0.061940437088324675	-0.3563470166158366
YLL014W	-0.09474693617819288	-0.35634738985428027
YLL015W	-0.11525921436954444	-0.35634763352555093
YLL018C	-0.11697913790607467	
YLL018C-A	-0.14244893844294923	-0.35634796479946396
YLL019C	-0.16291244742255057	-0.3563475708601422
YLL020C	-0.15533468569055858	-0.35634752085767785
YLL021W	-0.10288332011605315	-0.35634752206527226
YLL023C	-0.1196896992876379	-0.3563476556189348
YLL024C	-0.11607699610645186	-0.35634772067894555
YLL025W	-0.10917410870486385	-0.35634749777275265
YLL026W	-0.5054008310046156	-0.35634794272507303
YLL027W	-0.1583111430383551	
YLL028W	-0.09164533586706976	-0.35634767934200295
YLL029W	-0.08857379399107719	-0.3563467315477135
YLL030C	-0.10527936954606916	-0.3563474290001749
YLL032C	0.7393920837620723	-0.35634800843217607
YLL033W	-0.14573859158672706	-0.35634815903751654
YLL038C	-0.10402333210920806	-0.35634741562710087
YLL039C	-0.14989760863317683	-0.35634765627857623
YLL040C	-0.13895305369847208	-0.35634749580081854
YLL041C	-0.14964327677249956	-0.3563431798072759
YLL042C	-0.15944445689482126	-0.3563482920867301
YLL043W	-0.16713225998320316	-0.3563480135907592
YLL044W	-0.08973098330073695	-0.3563475284316651
YLL045C	-0.086120792485209	-0.3563471946795402
YLL046C	-0.09765125265649152	-0.356347482340451
YLL047W	-0.10694733608927394	-0.3563473965662577
YLL048C	-0.07910463340881514	-0.3563474944799613
YLL049W	-0.12471942310029185	-0.3563476085985618
YLL052C	-0.10675711294171526	-0.3563475848611344
YLL053C	-0.11040621214636533	-0.35634757963298086
YLL054C	-0.11392497591000805	-0.35634761616912825
YLL055W	-0.10425052943962616	-0.35634789184714627
YLL056C	-0.10891500342585235	-0.3563474227614149
YLL057C	-0.08850596244540418	-0.3563475420353642
YLL058W	-0.11224486205546157	-0.3563476319072627
YLL059C	-0.1065271911049545	-0.35634763782615103
YLL060C	2.6767838712031056	-0.3563476371569328
YLL061W	-0.11192523801224726	-0.35634766513983956
YLL062C	-0.11180880948159784	-0.35634758004800426
YLL063C	-0.09731315266501751	-0.3563476225777586
YLR001C	-0.12061624250356265	-0.3563476590783649
YLR003C	0.10219643954399525	-0.35634775958759
YLR004C	-0.08568441618105911	-0.35634759116730547
YLR006C	0.09669042278404219	-0.35634755932419926
YLR011W	-0.10480187928591268	-0.3563474380397697
YLR012C	-0.11306480380889797	-0.3563475676195036
YLR013W	-0.11784984209949208	-0.35634754409527025
YLR014C	-0.11166310888056787	-0.35634724935471435
YLR015W	-0.13933742696418214	-0.35634739419403944
YLR016C	-0.10420563166273597	-0.35634751405710224
YLR017W	-0.11018845640658871	-0.35634770347501765
YLR018C	-0.1467873005656733	-0.3563477329386507
YLR019W	-0.043969898521426035	-0.3563476300711768
YLR020C	-0.11803877281884902	-0.3563475869902259
YLR021W	-0.1559779128910149	-0.35634780911650926
YLR023C	0.08597727065081358	-0.35634793250069974
YLR025W	-0.16557947599344125	-0.3563473858243112
YLR028C	-0.10954078576766121	-0.3563476525617219
YLR030W	-0.10170685749992268	-0.35634773316075175
YLR031W	-0.03187829495462574	-0.3563478516323127
YLR032W	-0.11216610997735181	-0.3563473387478992
YLR034C	-0.12194355335489486	-0.35634760848490515
YLR035C	-0.10506904141491219	-0.35634763958427207
YLR036C	-0.1224740202531098	-0.35634762924337954
YLR037C	-0.10795760765811299	-0.356347603861881
YLR038C	-0.1502068918806522	-0.35634797856867173
YLR039C	-0.08018539411378477	-0.35634774126795205
YLR040C	-0.1086074039946519	-0.3563477836755251
YLR041W	-0.11635875634332202	-0.3563477446166735
YLR042C	-0.12401133777244452	-0.35634757868436795
YLR043C	-0.11757854173425089	-0.35634754680715536
YLR044C	-0.14685008678966555	-0.35634812249474984
YLR046C	-0.13086580364815562	-0.35634767447754684
YLR047C	-0.12280978387620063	-0.35634749436540647
YLR048W	-0.10717019515178784	-0.35634745676785473
YLR049C	-0.29091833844805515	-0.35634701361384713
YLR050C	-0.10352226252830975	-0.35634768359677893
YLR052W	-0.15942492899917532	-0.35634758267437194
YLR053C	-0.10442500957509716	-0.356347513677826
YLR054C	-0.10092525058022081	-0.35634754857292666
YLR055C	-0.1500312854276051	-0.35634808961425546
YLR056W	0.0016242832245704655	-0.35634790927374044
YLR057W	-0.11655498123199176	-0.356347574903394
YLR058C	-0.2741316616133686	-0.356347935049118
YLR059C	-0.11854845573722277	-0.3563476600858717
YLR061W	-0.09732248091921926	-0.3563475331605349
YLR062C	-0.1726686203499515	-0.35634819821619257
YLR063W	-0.11383517212230182	-0.3563475287730256
YLR064W	-0.005149932485429154	-0.3563471864573461
YLR065C	-0.1350504642451199	-0.3563474003338996
YLR066W	0.08190270255733824	-0.35634805747392373
YLR067C	-0.1446690295621921	-0.3563479723948018
YLR068W	-0.11165667003348541	-0.35634752481206533
YLR069C	-0.14373997241774533	-0.35634806329439556
YLR070C	-0.14048309087506428	-0.3563481999311255
YLR072W	-0.1052872049440069	-0.3563474801833941
YLR073C	-0.11996113463310955	-0.35634744118612244
YLR074C	-0.11506613676000954	-0.3563474913320265
YLR077W	-0.11605581691061395	-0.35634782713949376
YLR079W	-0.1338287544652034	-0.35634765760234205
YLR080W	-0.1110333983743921	-0.3563475786183273
YLR081W	-0.10555262502549036	-0.35634753506012984
YLR082C	0.11964984653890041	-0.3563481331464361
YLR085C	-0.13597645150124665	-0.3563474801610557
YLR089C	-0.14167237076210457	-0.35634705732306216
YLR090W	-0.10968349028364345	-0.35634748137842137
YLR091W	-0.14396017466631947	-0.3563478189948772
YLR092W	-0.12422245405752959	-0.356347587251148
YLR093C	-0.10578735009214166	-0.35634770210802885
YLR094C	-0.11114361737060516	-0.35634734537546875
YLR095C	-0.14502522228250783	-0.3563475826947404
YLR096W	-0.12373677136724864	-0.35634777929757894
YLR097C	-0.11759071189648303	-0.35634764583374556
YLR098C	-0.11249796456746514	-0.35634759440510755
YLR099C	-0.10442413092301585	-0.3563475100356829
