orf	hom | growth (pooled culture, microarray) | gossypol [200 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	hom | growth (pooled culture, microarray) | gossypol [300 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	hom | growth (pooled culture, microarray) | gossypol [400 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [200 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [300 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [400 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018
YAL001C	0.198283510972283	1.12225494805825	0.272642570414003	0.405437208461165	0.164445710774985	0.425580223624598
YAL002W	-0.159037626175994	0.278997998230996	-0.0866165808707649	0.61029055726452	0.084284975426702	-0.0400419457511166
YAL003W		0.100562930023844		1.32127345108873		0.41277971823684
YAL004W	-0.0142237442485288	-1.04638287492713	-0.281499744039861	-0.0670752837868621	-0.291025082519682	-0.200039657298548
YAL005C	0.430502332784439	-0.046586234950491	0.276461558600379	-0.139995439763177	0.899274253820104	-0.057483557183697
YAL007C	0.0585877651944231	-2.36871683993094	-1.17619811248354	-1.33699585065523	-0.761079379764135	-2.11480596790203
YAL008W	-0.243012936727843	0.0966058512811662	-1.00122537578684	-0.416520689453398	-0.870487068682426	-0.07461629223874
YAL009W	-0.254742701649136	0.371355167949787	-0.000364626360812787	0.760730427678188	0.727766892509086	0.175866904900981
YAL010C	0.207971619232885	0.0505525846756172	0.265430835332168	-0.526102637803366	0.364808710881359	0.927288016310577
YAL011W	-0.0093163420520379	-1.48561397520488	0.345951301198192	-0.0624294948178944	-0.150979647376246	-0.00426042737477281
YAL012W		-1.14041563410572		-0.233758444254601		-1.16831587219812
YAL013W	0.55137361919599	0.457981779022447	-0.0775948913129657	0.042359728302043	-0.828245512747628	0.127286371282917
YAL014C	0.138097194652537	1.27973709446227	-0.00256119410694579	0.0434200576548896	0.470581195348628	-0.0811693878730828
YAL015C	-0.0139995818758805	-0.086001928431607	-1.00665560116227	-0.616488201659351	0.309450146527611	-0.00554803100093236
YAL016W		-0.0152124816787747		-0.0236739819290155		0.100903941390676
YAL017W	-0.0614153813039525	0.0293339179710692	0.636970608072902	0.25698662265567	-0.0280104353538665	0.580571077442163
YAL018C	0.0152913155149944	0.0815006428876476	0.0515461247996525	0.562177110277407	0.202363607597416	0.365867864104643
