orf	hom | growth (pooled culture, microarray) | gossypol [200 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	hom | growth (pooled culture, microarray) | gossypol [300 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	hom | growth (pooled culture, microarray) | gossypol [400 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [200 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [300 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018	het | growth (pooled culture, microarray) | gossypol [400 uM] | YPD + DMSO [2%] | Prescott TAK~Hoepfner D, 2018
YAR019C		-0.09065584332502458		-0.6603282260212382		-0.04522063752838617
YAR020C	-0.11327252644179468	-0.1318390878986846	-0.10261691681819028	-1.3863830201116705	-1.496107604492403	-1.3401395773674112
YAR023C	-0.9160563842980097	-0.007452650949404616	-0.059932252513560186	-0.052497400574658196	0.09646077269246221	-0.08465689804209507
YAR027W	0.2264161982785845	-0.03136950770891019	-0.008721254488697873	-0.8063742738901022	0.2147751491025524	1.0489242113028383
YAR028W	-0.35807190319427834	0.20482298455835898	0.04793990004837697	-0.08825596165649124	0.0633433885720272	-0.07096807997843972
YAR029W	0.9373824143601556	2.136202215491572	0.10260294045709747	-0.08578287647502209	0.24336770295882254	-0.02873014263770633
YAR030C	0.825826277069986	0.1074933207863812	-0.20256534154913972	0.10458591856067756	2.04114552315153	0.02139219497434211
YAR031W	0.3006347625602709	-0.0018766304977050772	-0.002686865783067473	-0.2402500843591286	-0.007570779316522828	-0.2816589618904201
YAR035W	-0.2306006008528315	0.014397802761491786	0.2661712593264694	0.01585327964146108	-0.06012024103045916	-0.7516837235804283
YAR042W	-0.07395277501983107	0.01725554638984764	-0.4685599619768345	0.5502180265491552	0.19021537611505424	-0.31985310813935613
YAR047C	-0.025789064401961725	-0.007044855936562743	-0.06656323844220426	-0.022932567076130027	-0.04976306183834978	0.00784524290868038
YAR050W	-0.0666912748847703	-0.08083288820758062	-0.13978722520244377	-0.3099023344723136	-0.005178610933829023	-0.09331436451480349
YBL001C	-0.1222439917020135	0.231060149555242	-0.08363771604136297	0.5228456730335698	-0.21644188599871633	0.7791666774527758
YBL002W	-0.39232054393407195	-0.02051872278524393	-1.1489388432038024	-0.6258284115254237	-2.5574010303769077	0.10343810599465308
YBL003C	-0.11000415682431094		0.3535649023209685		0.4486425375438712	
YBL004W		1.7910118816187006		1.129599427116681		0.30766369754531625
YBL005W	0.007195102885941951		0.433361330183225		0.004640820397509649	
YBL006C	-0.01952826378230586	-0.5564902989267818	-0.11731470824620882	-0.789705392057836	0.029737662604257892	0.05883898343003638
YBL007C	0.155388220824994	-0.043195366028155824	-0.07839284363401974	0.2192828211875072	-1.189097601998673	1.2116820206411298
YBL008W	0.03828217245298748	0.924329881945926	1.5097453285143891	0.23819577416723278	0.14019378197276278	0.7090296489115133
YBL009W	-0.05212951314488024	0.4171039920294236	-0.38325390408824184	-0.043062556231699696	-0.21007537889171055	-0.07779212503227152
YBL010C	0.7382086511273774	-0.15457750922904484	1.0129322246484216	-0.1164673454302769	1.2684441047509885	-0.8400305769400214
YBL011W	-2.056473183012199	0.06479022237551572	0.73227817569998	-0.16625413059190972	-0.46103797175136446	-1.3664838627979294
YBL012C	-2.40299902588481	0.020704515701598973	-1.4841038807581826	0.11023198358978172	-3.01311005762065	0.23756634250910266
YBL013W	1.2533945444871566	0.590682556648444	0.5806757353758595	-0.09465369267417141	0.24170359756982887	-0.3089106394225953
YBL015W	1.384165576315321	2.0290369685034526	-0.02985063431260634	-0.00350208587359559	0.053039906520103625	0.9009197749073166
YBL016W		-1.2500505706862426		-0.5790974607670343		-1.1008377084518943
YBL017C	-1.3612233125557478	-1.9816818388225677	-0.15067592221841772	-1.3067378474296973	-0.03236339047309047	-0.09860974814420377
YBL018C		0.10016028223636533		0.21233469481770373		-0.2510457038345858
YBL019W	0.06252364366992322	0.18572867304942245	0.39464271679770835	1.6934014936825545	-0.0038786456555510124	1.4505329238232358
YBL020W		-1.142816758832838		-0.16184465854799315		-0.20770414623545147
YBL022C	-0.07165355784823955		-0.25292343126615896		0.048770633955390566	
YBL023C		1.045152459704652		0.0049021030034687415		0.016239913730150594
YBL024W	0.025631228374742337	0.8330123442857652	0.7444083740833332	0.45173482420781885	-0.012551149026753706	1.287428845801871
YBL025W		-0.03011272314636072		0.012064630858437406		-1.5838069289822345
YBL026W		0.2355205287824898		0.09858725088550643		0.08620382574702569
YBL027W	0.3326298339876812	0.303483228101892	0.20594499619255474	0.8034693986286616	0.9586879953279385	-0.08350304865488642
YBL028C	0.2683434022436771	0.4727507861365044	-0.09731038404172039	0.07340867841969984	-0.09658641035352346	0.5112231549768286
YBL029W	-1.9702522417850523	1.4109698154319479	-0.1614004910549328	0.976252179067366	-1.7114889182621928	1.0084153132709606
YBL030C		-0.21242117589127446		-0.055410851525668325		-0.2055373749424454
YBL031W	0.2700416343466364	0.9768710321552478	-0.0938346988219095	0.4652611128833206	-0.3416449078910164	0.06690879552030393
YBL032W	-0.2572672993851914	-0.15930021709117773	-0.1327575458113696	-0.2256254767869145	-0.046201352720570285	-0.354301115847961
YBL033C		0.2454197815963267		2.3945845028835255		0.40401240900583757
YBL034C		0.07916775096018257		-1.2103656436096641		-1.2216128391525765
YBL035C		-1.2863930866948226		-0.32098715996832305		-1.631916534469417
YBL036C	0.4082839223739586	0.9062605420060148	1.0689073873054464	-0.02597274974952731	0.17103152098583096	1.8946252670195745
YBL037W	0.3412959061551275	1.180966872063768	-0.011375251660934881	0.08119925062459919	0.06779771406300471	0.1443068571902174
YBL038W	1.6406960990536095	-1.5729096649807883	0.47330596350805354	-0.3258161694837799	0.7581028841149279	0.005566393321102495
YBL039C	-0.03002520469243899	-2.497952908862958	-0.03220498079981444	-2.3315233304858007	0.01800074750401694	-1.6681247257624003
YBL040C		0.9903200084647978		2.8011942702765986		0.47685951630522394
YBL041W		0.014130831857163932		-0.6558931428822177		-0.01178214978535497
YBL042C	-0.04491597028145218	0.0929349263688537	-0.32125868682577374	-0.0502841241269299	-0.030896346617535674	-0.07022191483551343
YBL043W	-0.23181279798181312	3.0669689068862445	-1.0998038732603868	1.7463775528289374	-1.1708930599951135	0.773050888981608
YBL044W	0.07772203107091687	0.016513949459661104	1.1942222621487535	-0.22557895209045636	-0.029423990303903233	-0.009223815112124705
YBL045C	-0.24614591524490056	0.001281392656362466	-0.4227631408885354	0.2394661176118857	-0.1121921582147973	-0.1341550640702202
YBL046W	-0.6157553952795329	-0.4099179979070325	-0.3018666391849979	-0.3219822175984532	-0.5361860195858328	-0.4524602539436581
YBL047C	-0.00863423706072936	0.248623872149137	-0.07604560285506308	0.008668609345606992	-0.03661863184515477	-1.1934658088981827
YBL048W	0.19625495250402705	0.5034886042746696	-0.02179798648376834	1.194940690851448	0.7632151834017208	1.1002067998442975
YBL049W	0.004511609752237468	0.04016110787005848	-0.07135871814857402	-0.04848936861357941	0.018066092131814662	-0.0018434678791833853
YBL050W		-1.4524941940818608		-1.376657305824968		-0.47075290019825705
YBL051C	0.05078832090272203	1.6532110951802284	0.5853591734098841	1.4652081262634844	0.02533283515603033	0.6614547648153695
YBL052C	1.7206879569971751	-0.03670955604170625	1.1072514816746317	-1.6558916299977497	1.8402433962289118	-0.04367628031283388
YBL053W	0.625365527662617	-0.0018037041173301223	-0.30571790831610146	0.1405144002950415	0.744639074024097	-0.3300192826904854
YBL054W	2.217233650975045	-0.05996650150392749	-0.776870282165951	-0.10285980885946149	0.23724099011158292	-1.287930704725524
YBL055C	-0.2978292748788041	0.18533771798185195	0.08532704792223501	0.02577751379114033	0.10919517128890367	0.009999580924578281
YBL056W	0.21582976295443146	-0.799399319166723	-0.029563294424703172	-0.1004993744902416	0.04282599229380575	-1.6586517654176327
YBL057C	-0.35793580167374095	0.6431767688251478	-0.1548277630128828	0.032429815055325516	-0.09563120156074163	0.20656367213592103
YBL058W		0.036431796763711		-0.053114197294165326		0.20809622578445136
YBL059W	-0.3034365669099693	1.2260779205335204	-0.37995789342673114	-0.01440526568380408	-0.13792964087555273	-0.0008100009636506037
YBL060W	1.0269899796133444	-0.024936979785311682	0.4266313894607421	0.23863478635905108	0.3222555818384886	-0.5080637408455184
YBL061C	1.8821233925777328	-0.5547530643584379	0.4137167430615705	-0.20122774687429434	0.23454318067860844	-0.4355526043368062
YBL062W	0.5036761839915775	0.15251600674279647	0.996827914440185	1.515395352911155	-0.02312174723176201	0.4564499793398231
YBL063W	0.03358946356324649	0.5379097393180191	-0.09047839700510903	0.15015487714256148	-0.2923368579588234	2.6798263733220375
YBL064C	-0.15282271825587662	0.09806653075175323	-0.45424938865064274	0.2389517486281218	-2.42778018227246	-1.4628239820614943
YBL065W	4.720970307008092	0.7034876568892693	5.463604514434854	0.51869370035745	4.674482275751145	0.2533569058031694
YBL066C	-0.11573178055444644	0.4263963633706345	-0.10114224281517228	-0.23540031556593288	-0.039370613537592115	-0.23289552880719613
YBL067C	-0.07046687505843331	-0.08281446351460492	-0.16579412890010065	0.10012557077326938	-0.8310353535471714	-0.3322740581919661
YBL068W	1.114346218561016	0.356532344051358	0.1560800766487172	0.20421293843600066	0.12966780912605524	0.8921687583882346
YBL069W	0.03517949392454161		0.008730606318252478		0.10604451513360984	
YBL070C	0.053741165488543095	0.8923917024848268	-0.18806118265295918	-0.04485050460864272	-0.17062705645313678	-1.1024436555332118
YBL071C	-0.13109868023707655	-0.9746244817321515	-0.2560730322638093	-0.35618159195252286	-0.06767675158336575	-0.15351129469392513
YBL072C	0.3005933933493437	0.014253966449670814	0.9671972013607877	0.5582595162484396	0.09407121431707886	-0.07719795778267063
YBL073W		0.633864512484029		-0.7372760304047031		0.310713703426926
YBL074C		0.4512438369257056		-0.12192283990505043		-0.6110309187105881
YBL075C	0.7010186060102167		-0.06407605037239872		0.12718977502917275	
YBL076C		-3.1628153433906974		-0.9999673054260149		-1.7734189732595302
YBL077W		-0.13158623677663026		0.12539111435451655		-0.0007862617678682618
YBL078C	0.049395922418215846	-0.01785901158285887	-0.09737634878451475	-1.3191371196579613	0.921076566445045	0.016064984007467212
YBL079W	-0.08836943962358249	-0.03202349766991729	-0.1024013178424896	-0.29456205988825707	-0.10405419649130167	-1.2580260784537565
YBL080C	-0.669727997450042	-0.01898926186459288	0.014247571469619122	-0.12480388334071059	0.006255890563520316	-0.06379912163607375
YBL081W	-0.06305431599596288	-1.370536573367119	-0.6451259512107742	0.8530802362486186	-0.12745676639187836	-0.30513958492733734
YBL082C	0.22204174628775272	-0.7890630126463513	0.1301220152007513	-0.055327064503120506	0.16014231588885894	1.1362699096581712
YBL083C	-0.1781687209110987	-0.16311264664070005	-1.0213117739392368	-0.35047440010292497	-0.6036904427764793	-0.9243300672520292
YBL084C		-3.5658899238664863		-1.1763767878396278		-1.903111540959614
YBL085W	-0.06693637588590942	-0.45835859460241385	-0.13428910836248703	-1.0182294269758134	-0.25401198742337516	-1.6014005227303791
YBL086C	0.6801829435983885	-0.41769216093747064	-0.8181521311187051	-0.45909764935947545	0.17082048112500103	-0.008205002047481164
YBL087C	-0.19978034037256837	0.21688042424330387	-0.6953483967168128	-0.0738800493091012	-1.219389588615785	-0.012113939570646654
YBL088C	-1.2493928571248125	0.4248840159675345	-1.4263914385505256	0.30361958355201396	-0.17543947585749456	0.25526618836023274
YBL089W	0.2849428231072734	0.026899096498041113	-0.11814375521685855	-0.06549996787561613	-0.22081222141753404	-0.052495042195160976
YBL090W		0.2390775048181915		0.969416168863863		0.25819097379649714
YBL091C	-0.012070861192003212		-0.20342961984690952		-0.3814865730099923	
YBL091C-A	-0.1210298706047491	-0.2003499404000055	-1.12450152897196	-0.32678772027403213	-0.12721559937169052	-0.8313848702187235
YBL092W		-0.9633517222241124		0.05166746988274158		0.24431453843252712
YBL093C	-0.6773896479829418	0.41389980730600107	-3.756235793244002	0.6905299915373696	-3.5667032445544278	0.555296526016163
YBL094C	-0.3532070596835225	-0.4452900408664524	0.03377692953932795	0.607809688639271	-0.08257769594502376	0.001202684977249385
YBL095W	-0.049699422024289244	-0.595744269770866	-0.108249672875312	-1.495114438332674	-0.44405083227124154	-0.12056436655520625
YBL096C	0.6663684891653191	-0.6981479939425552	-0.10921923042047535	-0.06266044860613225	-0.06554663199766983	-0.022432833468704578
YBL097W		-0.09532241409056949		-0.1666792723298471		-0.3322691571298959
YBL098W	0.9881449095816227	1.8520355219555484	0.9610258207030697	0.22935372841158008	2.446075201759084	0.45789611685776566
YBL099W	-0.04669509205041946	0.01796018263236556	-0.7879076004113031	-0.01664720251298948	-0.03466376219272152	-0.03867062523658586
YBL100C	-0.021235873279572794	-1.6022926854961115	-0.640614755686109	-0.38757710539450907	-0.03284924290332586	-1.3050803424446153
YBL101C	1.1969841889561075	0.00953508402808877	-0.06639731288244817	-0.08612304639083641	0.1215806297227333	-0.02028729181024393
YBL102W	-0.12902911683133708	0.23025697450139726	-0.4299127399962251	0.05314271029538097	-0.7011368309437188	-0.09746372185906747
YBL103C		-0.1446987548656712		-0.09529119480745178		-1.5746956729072292
YBL104C	-0.788880321647786	-0.107861869495707	-0.7216637626351079	-0.13205713552419868	-0.5531192563547279	-0.45798487408494715
YBL105C		0.49643821886305073		-0.02292846751018653		0.18774376912642962
YBL106C	0.002706570198976846	-0.016589256564797525	-0.3645701974993686	-0.024125518204758833	-0.009621980803615744	0.0002863202292255405
YBL107C	0.26690495017026833	-0.017713492183535552	1.271574288497117	-0.0315431610211081	-0.72670467725074	-0.2440076523659891
YBR001C	-0.9170910616002779	-0.035283012581479624	-0.19524963088254954	-0.12403423346994767	-0.894974115551944	0.007956041654147684
YBR002C		-0.19939281290416297		-0.01959651261989528		-0.058269930977647176
YBR003W		-1.6322151053403682		-0.1171022136303784		-0.42929892784135143
YBR004C		0.2971341222076264		-1.2837634547233903		-0.27269364185875683
YBR005W	-0.0949308330121664	-0.11673512897182624	-0.15068424696149793	-1.0134941237250024	-0.916402906566591	-0.539979685799583
YBR006W	-0.7089322964294369	0.12971133495010836	-1.8416476892647373	0.09531588883522395	-1.440087951120373	-1.4818255360913364
YBR007C	-0.03675841836385339	0.01548983991878837	-0.06732434341552956	-0.11657143758081803	-0.17726674808612528	0.002817696181123177
YBR008C	-1.838451585620874	-0.11902745884906293	-2.5749666386113605	-1.554680103227854	-1.1304876391535	-0.20125416523281095
YBR009C	0.503218111170704	0.9030511680783718	0.07530245319614359	-0.13080953345552487	-0.2525484113966387	-0.06433685081203061
YBR010W	-0.45122552561735935	-1.9126724888070494	-0.38934861022426204	-2.2092669143534343	-0.2225364894010993	-2.079458466433979
YBR011C		0.8566317249148924		-0.0712971448706667		0.8557382279832118
YBR012C	-1.007919981708571	0.5050182247001074	-0.7276689844835735	-0.002162725749809498	-0.05883321154552528	0.25570016862375927
YBR013C	-0.05049292840463136	0.026138333996935666	-0.24576524100350328	-0.04739017116469663	1.4068734520454393	-0.13137811932896618
YBR014C	-1.4592585641481153	-0.2426719987957649	-0.3895329809999714	-0.307988028658104	-0.03296503363935445	0.05267916410315382
YBR015C	-1.084191144141719	1.0403021086437274	-0.8017413878654024	0.15143263453295117	-0.25117840096367494	2.008508100866897
YBR016W	0.1139594496250187	-1.896964941874708	-0.1048835418926249	-0.6843032477874469	0.06338183560739168	-1.829275809988338
YBR017C		0.09245462683999722		-0.44533938665224726		-0.005878735074309877
YBR018C	-0.1682663464770288	0.3740415637307096	-0.4138426969012061	1.2227488170634195	-0.10751414108608691	0.17624909080345882
YBR019C	-0.2643478908219436	-1.5073013102251163	-0.14057704615519973	-1.8659261307693351	-0.22385849077202047	-0.409011519682966
YBR020W	-1.2999375535120872	-0.27702688135020836	-1.449474782895575	-2.542213156693649	-1.421500849923399	-1.8291197883396257
YBR021W		-0.8297123317397049		-0.6855472785891263		-1.2837405277416833
YBR022W	-0.6390615940601648	0.013995573677124538	-0.006506663391776068	-0.77911204296225	-0.06965330522379894	-0.024403367416092916
YBR023C	-0.0458939094930538	0.038083132443760014	-0.07496923033272951	2.036141197813638	-0.4718474516165562	0.2650181554054957
YBR024W	0.10132140576012755	-0.2052704897020225	-0.46120509796592285	-2.435220178073215	-0.16795100317285003	-0.02911686438086967
YBR025C	-0.048553245881748995	-1.4849639383258009	-0.9120825815134179	-1.1656885355039288	-0.014864439126145766	-2.0238429083945926
YBR026C	0.9442382295838289	0.2398983698612958	0.1123389398849302	0.33945629201205973	0.024907548315339464	0.17561120329538807
YBR027C	-0.08687824063032619	-0.15239925393713274	-0.2804703037918398	-0.6515382045306715	-0.06403918119882171	-0.28782694265197817
YBR028C	-0.05352381220411448	0.0030529334972013663	-0.07707209599916076	-0.11707149234122162	-0.3889509335950808	-0.5198545421110597
YBR029C		-0.31392027793166805		-1.2887230954588824		-0.2931488545480907
YBR030W	1.953767438734207	-0.38014968417927447	1.1382206484796078	0.43752311055254156	0.4483214057310902	-0.755466639066054
YBR031W	-0.021511091040500113	-1.2723466095818927	-0.044752562349334876	-0.122859941344399	0.387674167720219	-0.30091993196981826
YBR032W	-1.7385060474887775	0.2244195433491342	-0.7049870089910569	0.37773103185242385	-0.29962356588025923	-0.09722362677940086
YBR033W	0.0815223775618218	-0.034973123904560116	-0.05394252381001595	-0.03536691474244059	0.02470431915774257	0.04714077017106461
YBR034C	0.34661574487814223	0.5387121432709148	-0.22611789386342707	-0.3590477116523084	-0.06538826049844139	-0.22194406000670414
YBR035C	0.3661396433369483	0.3755295990030391	1.0322742112328025	-0.12271248006832589	1.656950698014603	-0.048803194230335106
YBR036C	-0.14555626374692401	1.2072894827446075	-0.13085955443668335	0.5277868678149374	0.07194166566055997	1.2380509180013703
