orf	hom | growth (relative abundance in pooled culture) | antimycin A [1 ug/ml], hydrogen peroxide [1 mM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | YPD [standard] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | wortmannin [1.5 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | antimycin A [1 ug/ml], raffinose [6%] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | ethanol [75%], lovastatin [100 ug/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | hygromycin B [7 ug/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | GLYE [standard] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | Calcofluor White [3 ug/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | caffeine [6 mM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | antimycin A [1 ug/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | actinomycin D [400 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | cytarabine [400 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | arsenic [20-100 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | benomyl [10-15 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | bleomycin [0.01 U/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | camptothecin [250-300 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | camptothecin [5 ug/ml] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | doxorubicin [0.2 mM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | hydrogen peroxide [3 mM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | hydroxyurea [100 mM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | idarubicin [50-100 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | mechlorethamine [20 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | melphalan [800 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | methyl methanesulfonate [0.03%] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | topotecan [20 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | tirapazamine [250-300 uM] | Brown JA~Brown JM, 2006	hom | growth (relative abundance in pooled culture) | UVA [36-288 J/cm2] | Brown JA~Brown JM, 2006
YAL002W	-3.728380398721899	-0.9901241576775801	0.9621455357462566	-3.4172193767437444	-1.4399800340208697	-5.664210668608809	-1.0023680041605982	-4.349057107530132	-2.4437623657933267	-0.023429741152542084	-7.321731756811162	-1.7206209060495987	1.6735868645424146	-1.3166136283733936	-7.114813236204906	-0.3826826292742803	-0.8316345031233794	-3.651058751468384	-0.6068405431639106	-2.137321097867514	-0.7058473500184875	-0.7433910007994659	-0.8363717714635299	0.15284213219978407	-0.37051312391238694	-3.2000151033000446	-1.585074899698184
YAL004W	-0.5260938491623579	-0.020859319057838232	-0.4374973360005603	-1.017168230750808	-0.5761922624707712	-0.2462214690312317	0.06382118378550546	0.4758720907383111	0.3021480872307065	1.3615735662821447	-0.7257883394036074	-1.7166687594706584	2.069902502561665	0.08801025317228367	0.12126303102430795	-0.02193915490185639	-0.3261138487274468	1.490581711016236	0.9725809060001954	1.086991314053824	-0.0005480181288965024	-0.6208380534478596	-0.16410542200569922	0.5155443016298974	-0.45504880208975734	0.3561882936989655	-0.45293068167751427
YAL005C	-0.8843157343673236	0.18107085565460798	-0.2521564991025799	-1.7260801350832409	-0.8546812161399286	-0.8225320085039238	-0.21023448776402123	-0.6025591088746645	-0.637826650057844	0.736305082828621	-0.1310476325326951	-1.811520277365228	2.1202282978656974	-0.3113702315225221	-0.12072646894012747	0.9250124653257563	-0.3844431550039005	-0.20992181755184808	-0.0030137522540949254	0.09401722613468638	0.2009660766967009	-0.5995244973867107	0.23925438766899917	-0.4070573332311675	-1.0467985493313505	0.21744524535608825	1.203131339363359
YAL007C	-1.253392828214864	0.23222649991509434	-0.6611845529463986	-1.2306959127786492	-0.8121998503259892	-0.6918569443211623	-0.21023448776402123	-0.5780493088834604	-0.8561672386406175	0.7699216679605309	-0.1848432743602148	-2.159309176311983	2.0195767072576336	-0.19182777351863467	-0.026291542124738044	-0.05951660014898388	0.5682688475115109	-0.15474323697884235	-0.35110213760210635	0.5220232985136251	-0.33382132880199994	0.562064307945905	0.11974036998760705	-0.3401511078023117	0.029110082017000712	0.35253716084783704	-0.061497840340580624
YAL008W	-0.41482796057596716	-0.03162892837583537	0.16965368142385803	-0.05202310798496521	-1.449420337535078	-0.1457021888906459	-0.8334295764930819	-0.4134835089425194	-0.5638128912162259	-0.0973862284427438	-0.13702492606908617	-2.2778735736801954	1.4974465809783026	-0.235297758247321	-0.17974829819974586	0.3914127428165461	0.21829300985278827	0.36694516116593856	0.09170417573175851	0.6304515035162895	-0.05738532692585989	-0.210552099270743	0.16455812661812907	0.2373552590572862	-0.9007823779340745	0.2722122381230135	0.13120755847144827
YAL009W	-0.36597952168438097	-3.3378989890009545	-0.22659224573734135	-1.1879903763730808	-0.19858012190242208	-0.45396131465510914	-1.3402448594956313	-2.6088613081546477	-4.194187762397596	-3.667467569451572	0.15885110398227217	-3.068302889468276	3.3972453537055065	-0.45536455593629555	0.1448717627281553	0.8799195310292035	0.6460412558801159	1.4153381920530463	-0.13561885143428973	0.6703987369383237	1.3712979351069012	0.07718090755476732	-2.599203532264063	0.7726050624881331	-1.1390192891612094	2.2328705791789356	-1.753692123658709
YAL011W	-0.06746128401357625	-1.0978202508575514	-1.7987938276995192	0.5116899725685359	-2.681379946139317	-0.5410780241102836	1.0887143116351052	0.28679649080616604	-0.8598679265826984	0.09758996532233347	1.2676390549828171	-3.6966941955198007	1.0633865964810276	-3.1912567197979924	0.05633901883872771	1.9922119103441776	0.5682688475115109	-0.3202789786978594	0.38532975248790413	0.7445864561506732	1.722655844033584	0.15710674278407574	-2.1360867137486688	1.3501114293477308	-1.9228955777150079	0.1663293854402914	-2.030706134451001
YAL012W	-0.6834943744796913	-2.799418523101098	-1.4536764072687973	-2.691225257849084	-0.354345129886866	-0.5946883068519293	-0.8559547001820841	2.3631266900610184	-0.8376637989302129	1.6170596132846597	0.47265901464280385	0.09736652026298691	-0.5533295776609967	1.3051698255755013	0.22750232369162104	0.8648885529303525	1.0932326039995945	-0.5911556469653417	-0.3179508628070576	0.6418649987797279	1.0509421946149258	1.196142600765085	-0.2388016830565693	0.9028961330601154	-1.4233665703032734	-2.0608616537480002	-0.7841430858856889
YAL014C	-0.8218982846725191	0.14337722304161804	-0.009296092132812666	0.5287721871307632	-0.8121998503259892	-0.20601375697499738	-0.21023448776402123	0.13273489086145526	-0.06792070697738424	-0.20495930086485536	-0.43290095612044455	-2.467576609469335	2.900278125078192	-0.5395876513481254	-0.17384611527378402	0.45153665521195	-0.45249401232642994	0.45723738392176605	0.18168620731831925	-0.05435821229001238	-0.2123961690993964	-1.1003930648237101	0.045044108936736965	0.4662449776296878	-1.0775387959413034	-0.2791088223973669	-0.2301150643011059
YAL015C	-0.03218185592520843	-0.7478079480226446	0.572290671926367	0.23837453957289897	-0.547871351928145	-0.06193612210682435	-0.14265911669701464	-0.29793730898398624	0.017195115690476638	-0.2856391051814391	-0.4478441899614223	-2.522906661574501	0.8243390687868761	-0.039682826968232464	0.5521223846195222	-0.47286849786738633	0.06274819311557825	0.19639318484937554	0.6268604688518303	0.145377954820159	0.31205718025440204	-0.6901071106465935	-0.6571007449414417	1.0014947810605346	-0.40893843217482806	-0.7391515616395387	-0.7540328673213094
