orf	het | genome instability (diploid mating) | standard [standard] | Choy JS~Basrai MA, 2013
YAL001C	1.1666666666666665
YAL002W	0.6666666666666666
YAL003W	0.6666666666666666
YAL004W	1.0
YAL005C	2.0
YAL007C	0.8333333333333333
YAL008W	0.8333333333333333
YAL009W	0.5
YAL010C	0.8333333333333333
YAL011W	1.0
YAL012W	0.6666666666666666
YAL013W	0.16666666666666666
YAL014C	0.3333333333333333
YAL015C	0.16666666666666666
YAL016C-B	0.6666666666666666
YAL016W	0.5
YAL017W	1.0
YAL018C	0.5
YAL019W	0.6666666666666666
YAL020C	1.0
YAL021C	1.4166666666666665
YAL022C	0.8333333333333333
YAL023C	0.5
YAL024C	0.6666666666666666
YAL025C	0.5
YAL026C	1.1666666666666665
YAL027W	0.3333333333333333
YAL028W	0.16666666666666666
YAL029C	0.0
YAL030W	0.3333333333333333
YAL031C	0.5
YAL032C	0.3333333333333333
YAL033W	1.1666666666666665
YAL034C	0.16666666666666666
YAL034C-B	1.1666666666666667
YAL034W-A	0.16666666666666666
YAL035W	0.16666666666666666
YAL036C	0.3333333333333333
YAL037C-A	2.1666666666666665
YAL037W	0.5
YAL038W	0.6666666666666666
YAL039C	0.6666666666666666
YAL040C	0.0
YAL041W	0.0
YAL042C-A	0.5
YAL042W	0.3333333333333333
YAL043C	0.0
YAL044C	0.5
YAL044W-A	1.5
YAL045C	0.0
YAL046C	0.16666666666666666
YAL047C	1.3333333333333333
YAL048C	0.3333333333333333
YAL049C	0.75
YAL051W	0.3333333333333333
YAL053W	0.0
YAL054C	1.0
YAL055W	0.0
YAL056C-A	1.0
YAL056W	0.16666666666666666
YAL058W	0.5
YAL059W	0.0
YAL060W	0.5
YAL061W	0.8333333333333333
YAL062W	0.5
YAL064C-A	0.8333333333333333
YAL065C	0.16666666666666666
YAL066W	0.5
YAL067C	0.0
YAL067W-A	0.6666666666666666
YAL068C	0.3333333333333333
YAR002C-A	1.0
YAR002W	2.0
YAR003W	0.16666666666666666
YAR007C	1.0
YAR008W	1.0
YAR014C	0.6666666666666666
YAR015W	1.0
YAR018C	2.0
YAR019C	0.6666666666666666
YAR020C	1.0
YAR023C	1.1666666666666665
YAR027W	0.8333333333333333
YAR028W	0.6666666666666666
YAR029W	1.1666666666666665
YAR030C	0.0
YAR031W	0.16666666666666666
YAR035C-A	0.6666666666666666
YAR035W	0.3333333333333333
YAR042W	0.9444444444444444
YAR047C	0.6666666666666666
YAR050W	0.5
YBL001C	0.16666666666666666
YBL002W	0.8333333333333333
YBL003C	1.1666666666666665
YBL004W	1.5
YBL005W	0.5
YBL006C	1.0
YBL007C	1.3333333333333333
YBL008W	1.5
YBL008W-A	0.3333333333333333
YBL009W	1.1666666666666665
YBL010C	1.0
YBL011W	1.0
YBL012C	1.3333333333333333
YBL013W	0.3333333333333333
YBL014C	0.8333333333333333
YBL015W	1.0
YBL016W	0.3333333333333333
YBL017C	1.3333333333333333
YBL018C	1.1666666666666667
YBL019W	1.0
YBL020W	1.0
YBL021C	1.3333333333333333
YBL022C	0.8333333333333333
YBL023C	2.1666666666666665
YBL024W	0.8333333333333333
YBL025W	0.8333333333333333
YBL026W	0.8333333333333333
YBL027W	1.5
YBL028C	1.0
YBL029C-A	0.0
YBL029W	0.5
YBL030C	0.6666666666666666
YBL031W	0.6666666666666666
YBL032W	0.3333333333333333
YBL033C	0.5
YBL034C	1.3333333333333335
YBL035C	1.1666666666666667
YBL036C	0.8333333333333333
YBL037W	1.1666666666666665
YBL038W	0.5
YBL039C	1.3333333333333333
YBL039W-B	1.5
YBL040C	0.3333333333333333
YBL041W	0.3333333333333333
YBL042C	0.3333333333333333
YBL043W	1.0
YBL044W	0.3333333333333333
YBL045C	1.0
YBL046W	1.0
YBL047C	0.6666666666666666
YBL048W	1.3333333333333335
YBL049W	0.6666666666666666
YBL050W	0.0
YBL051C	1.1666666666666665
YBL052C	1.0
YBL053W	0.8333333333333333
YBL054W	0.8333333333333333
YBL055C	0.6666666666666666
YBL056W	0.5
YBL057C	0.8333333333333333
YBL058W	0.6666666666666666
YBL059W	1.3333333333333335
YBL060W	0.5
YBL061C	0.6666666666666666
YBL062W	0.5
YBL063W	0.8333333333333333
YBL064C	1.0
YBL065W	0.8333333333333333
YBL066C	0.5
YBL067C	1.8333333333333333
YBL068W	1.1666666666666665
YBL069W	0.16666666666666666
YBL070C	1.0
YBL071C	1.5
YBL071C-B	0.16666666666666666
YBL071W-A	0.3333333333333333
YBL072C	0.16666666666666666
YBL073W	0.5
YBL074C	0.5
YBL075C	1.8333333333333333
YBL076C	1.1666666666666665
YBL077W	1.0
YBL078C	1.1666666666666665
YBL079W	0.6666666666666666
YBL080C	1.3333333333333333
YBL081W	0.8333333333333333
YBL082C	0.3333333333333333
YBL083C	1.0
YBL084C	0.3333333333333333
YBL085W	0.8333333333333334
YBL086C	0.8333333333333333
YBL087C	1.5
YBL088C	1.1666666666666665
YBL089W	1.5
YBL090W	1.5
YBL091C	2.6666666666666665
YBL091C-A	1.0833333333333335
YBL092W	1.0
YBL093C	1.1666666666666665
YBL094C	1.1666666666666667
YBL095W	2.166666666666667
YBL096C	0.5
YBL097W	0.3333333333333333
YBL098W	0.6666666666666666
YBL099W	0.5
YBL100C	0.3333333333333333
YBL100W-C	0.3333333333333333
YBL101C	1.1666666666666667
YBL102W	0.8333333333333333
YBL103C	0.5
YBL104C	0.5
YBL105C	0.8333333333333333
YBL106C	0.3333333333333333
YBL107C	0.6666666666666666
YBR001C	0.0
YBR002C	0.5
YBR003W	0.3333333333333333
YBR004C	0.5
YBR005W	0.8333333333333333
YBR006W	0.8333333333333333
YBR007C	0.6666666666666666
YBR008C	1.0
YBR009C	0.5
YBR010W	1.1666666666666667
YBR011C	0.6666666666666666
YBR012C	0.5
YBR013C	0.6666666666666666
YBR014C	1.0
YBR015C	0.8333333333333333
YBR016W	0.16666666666666666
YBR017C	0.6666666666666666
YBR018C	0.6666666666666666
YBR019C	0.6666666666666666
YBR020W	0.41666666666666663
YBR021W	0.5833333333333333
YBR022W	1.0
YBR023C	0.8333333333333334
YBR024W	0.3333333333333333
YBR025C	0.16666666666666666
YBR026C	0.3333333333333333
YBR027C	0.3333333333333333
YBR028C	0.5
YBR029C	1.0
YBR030W	0.6666666666666666
YBR031W	1.1666666666666665
YBR032W	1.3333333333333335
YBR033W	0.6666666666666666
YBR034C	1.1666666666666667
YBR035C	1.0
YBR036C	0.5
YBR037C	0.5
YBR038W	0.8333333333333333
YBR039W	0.9166666666666666
YBR040W	1.1666666666666665
YBR041W	0.5
YBR042C	0.8333333333333333
YBR043C	1.3333333333333335
YBR044C	0.16666666666666666
YBR045C	0.8333333333333333
YBR046C	0.6666666666666666
YBR047W	0.3333333333333333
YBR048W	0.5
YBR049C	0.3333333333333333
YBR050C	0.6666666666666666
YBR051W	0.6666666666666666
YBR052C	0.5
YBR053C	1.1666666666666665
YBR054W	0.3333333333333333
YBR055C	0.6666666666666666
YBR056W	0.5
YBR056W-A	0.3333333333333333
YBR057C	0.3333333333333333
YBR058C	0.5
YBR058C-A	0.8333333333333333
YBR059C	0.5
YBR060C	0.16666666666666666
YBR061C	0.8333333333333333
YBR062C	0.9166666666666667
YBR063C	1.0
YBR064W	0.6666666666666666
YBR065C	0.5
YBR066C	0.3333333333333333
YBR067C	0.5
YBR068C	0.3333333333333333
YBR069C	1.1666666666666667
