ORF	het | genome instability (diploid mating) | standard [standard] | Choy JS~Basrai MA, 2013
YDR362C	0.833
YEL031W	0.833
YER068W	1.167
YGR209C	0.833
YDR363W	0.667
YEL032W	0.500
YER068C-A	0.833
YGR211W	0.500
YDR364C	1.000
YEL035C	0.500
YER069W	0.667
YGR212W	1.167
YDR365C	0.000
YEL036C	0.500
YER070W	0.667
YGR213C	0.500
YDR367W	1.000
YEL037C	0.000
YER071C	1.333
YGR214W	0.333
YDR368W	0.500
YEL038W	0.500
YER072W	0.333
YGR215W	0.000
YDR369C	0.500
YEL039C	0.333
YER073W	0.333
YGR216C	0.667
YDR370C	1.167
YEL040W	0.333
YER074W	0.500
YGR217W	0.167
YDR371W	1.167
YEL041W	0.333
YER075C	0.167
YGR218W	0.500
YDR372C	0.833
YEL042W	0.500
YER079W	1.000
YHL047C	0.500
YDR373W	0.333
YEL043W	0.667
YER080W	0.500
YHL046C	0.500
YDR374C	0.500
YEL044W	0.333
YER081W	0.667
YHL045W	0.667
YDR375C	0.667
YEL047C	0.667
YER082C	0.667
YHL044W	0.833
YDR376W	0.333
YEL048C	0.500
YER083C	0.333
YHL043W	0.667
YDR378C	0.333
YEL049W	0.500
YER084W	0.500
YHL042W	1.000
YDR380W	0.667
YEL050C	0.667
YER085C	0.667
YHL041W	0.500
YDR381W	0.500
YEL051W	0.833
YER087W	0.333
YHL038C	1.000
YDR382W	0.667
YEL052W	1.000
YER087C-B	0.250
YHL037C	0.333
YDR383C	0.333
YEL053C	0.667
YGR123C	0.333
YHL036W	0.667
YDR384C	0.333
YEL054C	0.833
YGR124W	0.333
YHL035C	0.167
YDR385W	0.667
YEL055C	0.500
YGR125W	0.500
YHL034C	0.333
YDR386W	0.500
YEL056W	1.000
YGR126W	1.167
YHL033C	0.333
YDR387C	0.500
YEL057C	0.500
YGR127W	1.333
YHL032C	0.500
YDR388W	0.333
YEL059W	0.833
YGR128C	0.833
YHL031C	0.667
YDR389W	0.667
YEL060C	0.667
YGR129W	0.500
YHL030W	0.667
YDR390C	1.000
YEL062W	0.500
YGR130C	0.500
YHL029C	0.167
YDR391C	0.667
YEL063C	0.500
YGR131W	0.833
YHL028W	0.000
YDR392W	1.333
YEL064C	0.833
YGR132C	1.167
YHL027W	0.500
YHL026C	0.500
YHR109W	0.333
YCL039W	0.667
YLR181C	0.833
YHL023C	1.000
YHR110W	0.833
YCL040W	0.833
YLR182W	0.667
YHL022C	0.833
YHR111W	1.500
YCL041C	0.333
YLR183C	1.000
YHL021C	1.167
YHR112C	1.000
YCL042W	0.333
YLR184W	0.500
YHL020C	0.500
YHR113W	1.333
YCL043C	0.500
YLR185W	1.000
YHL019C	0.833
YHR114W	0.667
YCL044C	0.500
YLR186W	0.333
YHL017W	1.167
YHR115C	0.667
YCL045C	0.000
YLR187W	0.167
YHL016C	0.167
YHR116W	0.667
YCL046W	0.333
YLR188W	0.333
YHL015W	1.667
YHR117W	1.000
YCL047C	0.333
YLR189C	0.500
YHL014C	0.667
YHR118C	0.333
YCL048W	0.500
YLR190W	0.500
YHL013C	0.167
YHR120W	0.667
YCL049C	0.500
YLR191W	1.667
YHL012W	1.667
YHR121W	1.333
YCL050C	1.167
YLR193C	0.833
YHL010C	0.333
YHR122W	0.333
YCL051W	0.333
YLR195C	0.500
YHL009C	0.167
YHR123W	0.500
YCL052C	0.167
YLR196W	0.167
YHL008C	0.000
YHR124W	0.500
YCL054W	0.667
YLR197W	0.667
YHL007C	0.333
YHR125W	0.167
YCL055W	0.000
YLR198C	1.500
YHR129C	0.667
YCL056C	1.000
YLR199C	0.167
YHL006C	0.000
YCL057W	0.000
YLR200W	1.167
YHL005C	0.500
YHR130C	0.167
YLR201C	0.500
YHL003C	0.833
YHR132C	0.333
YCL061C	0.722
YHR001W-A	0.833
YHR133C	1.000
YLR202C	1.167
YHR010W	0.333
YHR134W	0.333
YCL063W	0.667
YLR203C	0.000
YHR011W	0.667
YHR135C	0.833
YLR204W	0.500
YHR012W	1.667
YHR136C	0.500
YCL064C	0.500
YLR205C	0.500
YHR013C	0.833
YHR137W	0.500
YCL069W	0.000
YLR206W	1.167
YHR014W	1.000
YHR138C	0.333
YCR001W	0.667
YLR207W	0.333
YHR015W	0.833
YHR139C	0.500
YCR002C	0.167
YLR208W	0.667
YHR018C	1.167
YHR142W	1.167
YCR003W	0.833
YLR209C	0.833
YHR019C	0.333
YHR143W	0.667
YCR004C	0.167
YLR210W	0.500
YHR020W	0.667
YHR143W-A	1.167
YCR005C	1.000
YLR211C	0.833
YHR021C	1.000
YHR147C	1.000
YCR006C	0.500
YLR212C	2.000
YHR022C	1.333
YHR150W	0.500
YCR007C	1.167
YLR213C	0.667
YHR024C	1.000
YHR151C	0.333
YCR008W	0.500
YLR214W	0.500
YHR028C	1.500
YHR152W	0.667
YCR009C	0.500
YLR216C	1.333
YHR029C	0.667
YHR153C	0.667
YCR010C	0.667
YLR217W	1.000
YHR030C	0.333
YHR154W	1.167
YCR011C	0.333
YLR218C	0.833
YHR031C	1.000
YHR155W	0.500
YCR012W	0.417
YLR219W	0.667
YHR033W	1.667
YHR156C	0.000
YCR013C	0.333
YLR220W	0.000
YHR034C	0.833
YHR157W	0.667
YCR014C	0.667
YLR221C	0.667
YHR035W	0.833
YHR158C	0.500
YCR015C	0.333
YLR222C	0.500
YHR036W	1.000
YHR159W	0.667
YCR016W	0.667
YLR223C	0.667
YHR037W	1.000
YHR161C	0.667
YCR017C	1.000
YLR224W	0.667
YHR038W	0.833
YHR163W	1.500
YCR019W	0.500
YLR225C	1.333
YHR039C	1.167
YHR164C	1.167
YCR020C	0.500
YLR226W	1.000
YHR040W	0.833
YHR166C	0.833
YCR020C-A	0.167
YLR227C	0.833
YHR042W	0.667
YHR167W	1.000
YCR021C	0.667
YKL001C	0.833
YHR043C	0.667
YHR172W	0.833
YCR022C	1.167
YKL002W	1.000
YHR044C	0.167
YHR176W	1.000
YCR023C	0.833
YKL003C	1.167
YHR046C	0.333
YHR177W	0.000
YLR420W	0.333
YKL004W	0.667
YHR047C	0.667
YHR178W	0.833
YLR451W	0.167
YKL006C-A	0.833
YHR048W	0.333
YHR179W	0.667
YLR126C	1.000
YKL006W	1.167
YHR049W	0.667
YHR182W	0.667
YLR127C	0.667
YKL007W	0.833
YHR049C-A	1.000
YHR183W	1.000
YLR128W	0.667
YKL009W	2.000
YHR050W	0.667
YHR184W	2.000
YLR129W	1.167
YKL011C	1.000
YHR051W	1.833
YHR186C	1.167
YLR130C	1.167
YKL012W	1.333
YHR057C	0.833
YHR188C	0.333
YLR131C	0.667
YKL013C	0.333
YHR060W	0.833
YHR189W	1.667
YLR132C	0.833
YKL014C	0.833
YHR061C	1.167
YHR190W	1.167
YLR133W	0.833
YKL015W	1.000
YHR062C	0.333
YHR198C	0.667
YLR134W	0.167
YKL016C	1.167
YHR065C	1.167
YHR199C	1.167
YLR135W	0.833
YKL017C	0.833
YHR066W	0.333
YHR200W	0.500
YLR136C	1.000
YKL018W	0.500
YHR068W	1.333
YHR202W	0.667
YLR137W	0.000
YKL019W	0.500
YHR069C	0.833
YHR203C	0.500
YLR138W	0.500
YKL020C	1.000
YHR070W	0.500
YHR204W	0.667
YLR139C	1.167
YKL021C	0.833
YHR072W	1.167
YHR206W	1.333
YLR140W	0.833
YKL022C	1.333
YHR073W	1.167
YHR209W	0.000
YLR141W	0.833
YKL023W	1.167
YHR074W	0.667
YHR210C	1.333
YLR142W	1.000
YKL024C	1.500
YHR075C	1.167
YCL001W	1.000
YLR143W	1.000
YKL025C	1.167
YHR076W	0.667
YCL002C	0.667
YLR144C	0.833
YKL026C	0.833
YHR077C	1.167
YCL004W	0.750
YLR145W	1.000
YKL027W	1.000
YHR078W	1.167
YLR147C	1.000
YKL028W	1.000
YHR080C	0.833
YCL005W	0.500
YLR148W	1.167
YKL029C	1.333
YHR081W	0.667
YCL007C	0.333
YLR149C	0.167
YKL031W	0.667
YHR082C	0.667
YCL008C	0.333
YLR150W	0.000
YKL032C	0.833
YHR083W	1.167
YCL009C	0.833
YLR151C	1.000
YKL033W	0.167
YHR084W	0.500
YCL010C	0.500
YLR152C	0.833
YKL034W	0.500
YHR085W	0.500
YCL011C	0.833
YLR154C	0.500
YKL035W	1.167
YHR086W	0.667
YCL014W	1.167
YLR163C	1.000
YKL036W	0.500
YHR087W	1.167
YCL013W	1.000
YLR164W	0.667
YKL037W	0.833
YHR088W	1.000
YLR165C	0.667
YKL038W	0.833
YHR091C	0.917
YCL016C	0.833
YLR166C	1.000
YKL039W	0.833
YHR092C	0.833
YCL017C	0.667
YLR167W	0.500
YKL040C	0.667
YHR093W	1.500
YCL024W	0.667
YLR168C	1.000
YKL041W	0.333
YHR094C	0.333
YCL025C	1.167
YLR169W	1.000
YKL042W	1.500
YHR095W	0.667
YCL026C	1.000
YLR170C	0.833
YKL043W	0.500
YHR096C	1.167
YCL027W	0.167
YLR171W	0.500
YKL044W	1.333
YHR097C	0.500
YCL028W	0.000
YLR172C	0.333
YKL045W	1.333
YHR100C	0.833
YCL029C	0.167
YLR173W	1.000
YKL046C	1.167
YHR101C	0.667
YCL030C	0.500
YLR174W	1.167
YKL047W	0.833
YHR103W	0.500
YCL031C	0.333
YLR175W	1.333
YKL048C	1.167
YHR104W	1.000
YCL032W	0.333
YLR176C	1.333
YKL049C	0.417
YHR105W	0.833
YCL033C	0.333
YLR177W	0.667
YKL050C	0.667
YHR106W	0.833
YCL034W	0.500
YLR178C	0.667
YKL051W	1.000
YHR107C	1.000
YCL036W	0.333
YLR179C	1.333
YKL052C	0.500
YHR108W	1.167
YCL037C	0.833
YLR180W	1.000
YKL053W	0.667
YKL054C	0.667
YKL058W	1.500
YGR094W	0.667
YOR178C	0.333
YKL055C	0.500
YKL059C	0.667
YGR095C	0.667
YOR179C	1.000
YKL056C	0.667
YKL060C	0.667
YGR097W	0.167
YOR181W	0.167
YKL057C	1.167
YKL061W	0.333
YGR098C	0.500
YOR182C	0.667
YKL154W	0.333
YKL062W	0.500
YGR099W	1.000
YOR183W	0.000
YKL155C	0.500
YKL063C	0.000
YGR100W	0.333
YOR184W	0.500
YKL156W	0.500
YKL064W	0.667
YGR101W	0.500
YOR185C	0.500
YKL157W	0.556
YKL065C	0.250
YGR102C	0.500
YOR186W	0.167
YKL066W	0.833
YGR103W	0.500
YOR187W	0.500
YKL159C	0.500
YKL067W	1.000
YGR104C	0.833
YOR188W	0.833
YKL160W	0.667
YKL068W	0.500
YGR105W	1.000
YOR189W	0.500
YKL161C	0.667
YKL069W	2.167
YGR107W	0.500
YOR190W	0.333
YKL162C	0.833
YKL070W	0.667
YGR108W	1.000
YOR191W	0.167
YKL163W	1.000
YKL071W	0.500
YGR109C	0.167
YOR192C	0.167
YKL164C	0.167
YKL072W	0.333
YGR112W	0.333
YOR193W	0.333
YKL165C	0.000
YKL073W	0.167
YGR113W	0.167
YOR194C	0.333
YKL166C	0.000
YKL074C	0.500
YGR114C	0.500
YOR195W	0.500
YKL167C	0.333
YKL075C	0.833
YGR115C	0.500
YOR196C	0.667
YKL168C	0.833
YKL076C	0.167
YGR118W	0.333
YOR197W	0.167
YKL169C	0.667
YKL077W	0.333
YGR119C	0.333
YOR198C	0.500
YKL078W	0.000
YGR120C	0.500
YOR199W	0.500
YKL170W	0.667
YGR121C	0.667
YOR200W	0.333
YKL171W	0.667
YKL079W	0.333
YOR201C	0.500
YKL172W	0.250
YKL080W	0.333
YGR122W	0.333
YKL173W	0.333
YKL081W	0.000
YOR098C	0.167
YOR203W	0.333
YKL174C	0.667
YKL083W	0.667
YOR099W	0.333
YOR205C	0.500
YKL175W	0.667
YKL084W	1.000
YOR100C	0.167
YOR206W	1.000
YKL176C	1.000
YKL085W	0.500
YOR101W	0.333
YOR207C	0.333
YKL177W	1.667
YKL086W	0.667
YOR102W	0.667
YOR208W	0.333
YKL178C	0.667
YKL087C	1.333
YOR103C	0.500
YOR209C	1.000
YKL179C	0.167
YKL088W	0.667
YOR104W	0.667
YOR210W	1.167
YKL180W	0.667
YKL089W	0.500
YOR105W	0.333
YOR211C	0.333
YKL181W	0.833
YKL090W	1.000
YOR107W	0.833
YOR212W	0.333
YKL182W	0.167
YKL091C	1.000
YOR108W	0.667
YOR213C	0.667
YKL183W	0.333
YKL092C	0.500
YOR109W	0.667
YOR214C	0.667
YKL184W	0.167
YKL093W	1.167
YOR110W	0.167
YOR215C	0.333
YKL185W	0.167
YKL094W	0.333
YOR111W	0.167
YOR216C	0.667
YKL186C	1.167
YKL095W	0.667
YOR113W	0.333
YOR217W	0.833
YKL187C	0.500
YKL096W	0.833
YOR115C	0.667
YOR218C	0.667
YKL188C	0.000
YKL097C	0.500
YOR116C	1.000
YOR219C	0.833
YKL189W	0.500
YKL098W	1.000
YOR117W	0.667
YOR220W	0.500
YKL190W	1.000
YKL099C	0.833
YOR118W	1.000
YOR221C	1.167
YGR027C	0.500
YKL100C	1.000
YOR119C	1.333
YOR222W	1.167
YGR029W	0.333
YKL101W	1.167
YOR120W	0.833
YOR224C	1.167
YGR030C	0.833
YKL102C	1.000
YOR121C	0.833
YOR225W	0.833
YGR031W	1.167
YKL103C	1.667
YOR122C	0.667
YOR226C	1.333
YGR033C	0.667
YKL104C	0.167
YOR123C	0.333
YOR227W	1.000
YGR034W	1.333
YKL105C	0.333
YOR124C	0.833
YOR228C	0.333
YGR035C	0.667
YKL106W	1.167
YOR125C	0.667
YOR229W	0.500
YGR036C	1.333
YKL107W	0.833
YOR126C	0.667
YOR230W	0.500
YGR037C	0.500
YKL108W	1.667
YOR127W	0.500
YOR231W	0.833
YGR039W	0.500
YKL109W	0.667
YOR128C	0.667
YOR232W	1.000
YGR041W	0.833
YKL110C	0.667
YOR129C	0.667
YOR233W	0.500
YGR042W	0.333
YKL111C	0.333
YOR130C	0.667
YOR234C	0.833
YGR043C	0.500
YKL112W	0.667
YOR133W	1.167
YOR235W	0.167
YGR044C	0.667
YKL113C	0.333
YOR134W	0.500
YOR236W	0.500
YGR045C	0.667
YKL114C	0.500
YOR135C	0.500
YOR237W	0.167
YGR047C	1.000
YKL116C	0.833
YOR136W	1.000
YOR238W	0.500
YGR049W	1.000
YKL117W	0.667
YOR137C	0.500
YOR239W	1.222
YGR051C	0.667
YKL118W	1.000
YOR138C	0.667
YGR052W	0.833
YKL119C	0.667
YOR139C	0.667
YOR241W	0.167
YGR054W	1.333
YKL120W	0.333
YOR140W	0.667
YOR242C	1.000
YGR055W	0.500
YKL121W	0.500
YOR141C	0.667
YOR243C	1.000
YGR056W	0.667
YKL122C	0.500
YOR142W	0.500
YOR244W	1.167
YGR057C	0.667
YKL123W	0.500
YOR143C	1.000
YOR245C	1.000
YGR058W	0.500
YKL124W	0.333
YOR144C	0.833
YOR246C	0.333
YGR059W	0.333
YKL125W	1.000
YOR145C	0.333
YOR247W	0.333
YGR060W	1.500
YKL126W	0.833
YOR146W	1.000
YOR248W	0.833
YGR061C	0.833
YKL127W	1.500
YOR147W	0.500
YOR249C	1.167
YGR062C	0.583
YKL128C	1.667
YOR148C	0.833
YOR250C	1.667
YGR064W	0.667
YKL129C	1.000
YOR150W	0.667
YOR251C	1.000
YGR065C	0.833
YKL130C	0.333
YOR151C	0.333
YOR252W	0.500
YGR066C	0.333
YKL131W	1.167
YOR152C	0.333
YOR253W	1.333
YGR067C	0.667
YKL132C	0.333
YOR153W	0.833
YOR254C	1.167
YGR068C	1.000
YKL133C	0.500
YOR154W	0.833
YOR255W	0.667
YGR069W	0.500
YKL134C	0.167
YOR155C	0.833
YOR256C	1.333
YGR070W	0.667
YKL135C	0.833
YOR156C	1.000
YOR257W	0.333
YGR071C	0.333
YKL136W	0.833
YOR157C	0.667
YOR258W	1.167
YGR072W	0.667
YKL137W	0.417
YOR158W	0.667
YOR259C	0.833
YGR073C	0.500
YKL138C	0.833
YOR159C	0.500
YOR260W	0.167
YGR074W	0.500
YKL139W	0.667
YOR160W	0.500
YOR261C	0.500
YGR075C	0.333
YKL140W	0.833
YOR163W	0.667
YOR262W	0.833
YGR076C	0.667
YKL141W	1.500
YOR164C	1.333
YOR263C	1.500
YGR077C	0.500
YKL142W	1.167
YOR165W	1.167
YOR264W	1.000
YGR078C	1.167
YKL143W	0.167
YOR166C	1.167
YOR277C	1.167
YGR079W	0.667
YKL144C	0.333
YOR167C	1.000
YOR280C	1.000
YGR080W	1.167
YKL145W	1.000
YOR168W	1.167
YOR282W	1.000
YGR081C	0.333
YKL146W	0.667
YOR169C	1.333
YOR283W	0.833
YGR083C	0.667
YKL147C	1.000
YOR170W	0.500
YOR284W	0.500
YGR084C	0.667
YKL148C	0.833
YOR171C	1.500
YOR285W	0.333
YGR085C	0.500
YKL149C	0.833
YOR172W	0.500
YOR286W	1.333
YGR087C	0.333
YKL150W	0.333
YOR173W	1.000
YOR287C	0.667
YGR088W	0.167
YKL151C	0.833
YOR175C	0.167
YOR288C	0.667
YGR090W	0.833
YKL152C	1.167
YOR176W	0.333
YJL218W	0.667
YGR091W	1.500
YKL153W	0.833
YOR177C	1.167
YJL217W	0.833
YJL216C	0.667
YLR258W	0.667
YLR333C	0.333
YDR165W	1.083
YJL215C	0.667
YLR259C	0.167
YLR335W	1.667
YDR166C	0.917
YJL214W	0.667
YLR260W	0.667
YLR336C	0.667
YDR167W	0.083
YJL212C	0.667
YLR261C	0.833
YLR337C	0.500
YDR168W	0.500
YJL210W	1.000
YLR262C	0.667
YLR338W	0.000
YDR169C	0.667
YJL211C	0.667
YLR263W	0.167
YLR339C	0.667
YDR170C	0.083
YJL209W	0.500
YLR264W	0.500
YLR340W	0.500
YDR171W	1.083
YJL208C	0.667
YLR265C	0.833
YLR341W	0.667
YDR172W	0.667
YJL207C	0.167
YLR266C	0.833
YLR342W	0.333
YDR173C	0.250
YJL205C	0.833
YLR267W	1.167
YLR344W	0.833
YDR175C	0.500
YJL204C	0.500
YLR268W	1.333
YLR345W	0.333
YDR176W	0.083
YJL203W	0.167
YLR269C	2.000
YLR347C	1.333
YDR177W	0.917
YJL202C	0.333
YLR270W	0.833
YLR348C	0.500
YDR178W	0.167
YJL201W	0.500
YLR271W	0.167
YLR349W	0.167
YDR179C	0.417
YJL199C	0.167
YLR272C	0.500
YLR350W	0.667
YDR179W-A	0.333
YJL198W	0.667
YLR273C	0.333
YLR351C	0.667
YDR180W	0.750
YJL197W	0.667
YLR274W	0.167
YLR352W	0.667
YDR181C	0.417
YJL194W	0.333
YLR275W	0.667
YLR353W	0.667
YDR182W	0.333
YJL195C	0.083
YLR276C	0.500
YLR354C	0.500
YDR183W	0.750
YJL193W	0.167
YLR277C	1.000
YLR355C	0.500
YDR184C	0.333
YJL192C	1.333
YLR278C	1.833
YLR356W	1.167
YDR185C	0.667
YJL190C	1.000
YLR279W	0.833
YLR357W	0.833
YDR186C	0.417
YJL188C	0.000
YLR280C	0.167
YLR359W	0.500
YDR187C	0.917
YJL187C	0.833
YLR281C	0.000
YLR360W	0.833
YDR188W	0.750
YLR282C	0.500
YLR362W	0.333
YDR189W	0.417
YJL186W	0.500
YLR363C	0.167
YDR190C	0.333
YJL185C	0.333
YLR283W	0.333
YDR191W	0.750
YJL184W	0.333
YLR284C	0.833
YLR364W	0.333
YJL183W	0.500
YLR285W	0.333
YLR365W	0.333
YDR192C	0.167
YJL181W	0.667
YLR287C	0.333
YLR366W	0.500
YDR193W	0.500
YJL182C	0.333
YLR287C-A	0.667
YLR367W	0.833
YDR194C	0.583
YJL180C	0.833
YLR288C	0.833
YLR368W	0.500
YDR195W	0.667
YJL179W	1.000
YLR289W	0.667
YLR369W	1.000
YDR196C	0.500
YJL178C	0.167
YLR290C	0.500
YLR371W	0.750
YDR197W	0.833
YJL176C	0.000
YLR291C	0.833
YLR372W	0.833
YDR198C	0.583
YJL173C	0.167
YLR292C	0.667
YLR373C	0.000
YDR199W	0.667
YJL171C	0.667
YLR293C	0.167
YLR374C	0.667
YDR200C	0.917
YJL170C	0.667
YLR294C	0.500
YLR375W	0.667
YDR201W	0.917
YJL169W	0.000
YLR295C	0.333
YLR376C	0.333
YDR203W	0.500
YJL168C	0.167
YLR296W	1.000
YLR377C	0.667
YDR204W	0.833
YJL167W	0.000
YLR297W	0.500
YLR378C	0.833
YDR206W	0.417
YJL164C	0.000
YLR298C	0.500
YLR379W	0.500
YDR207C	0.500
YJL162C	1.500
YLR299W	0.500
YLR380W	1.167
YDR208W	0.417
YJL160C	0.667
YLR300W	0.333
YLR381W	1.167
YDR209C	0.583
YJL159W	0.333
YLR303W	0.833
YLR384C	1.167
YDR210W	0.750
YJL158C	0.833
YLR304C	0.167
YLR385C	0.667
YDR211W	0.750
YJL157C	0.833
YLR305C	1.500
YLR386W	1.167
YDR212W	1.250
YJL156C	0.667
YLR306W	0.833
YLR387C	1.167
YDR213W	1.083
YJL155C	0.000
YLR307W	0.167
YLR388W	0.833
YDR214W	0.500
YJL154C	0.333
YLR308W	0.500
YLR389C	0.667
YDR215C	0.833
YJL153C	0.500
YLR309C	0.000
YLR390W	1.000
YDR216W	0.750
YJL152W	0.167
YLR310C	0.500
YLR390W-A	0.667
YDR217C	0.583
YJL150W	0.833
YLR311C	0.833
YLR392C	0.833
YDR218C	0.667
YJL149W	0.000
YLR312C	0.667
YLR393W	0.500
YDR219C	0.750
YJL148W	1.000
YLR312W-A	0.500
YLR395C	1.167
YDR220C	0.583
YJL147C	0.500
YLR313C	0.500
YLR396C	0.667
YDR221W	0.583
YJL146W	0.333
YLR314C	0.667
YLR397C	1.167
YDR222W	0.583
YJL145W	0.500
YLR315W	0.667
YLR398C	0.833
YDR223W	0.917
YJL144W	1.000
YLR316C	0.750
YLR399C	0.500
YDR224C	0.722
YJL143W	1.500
YLR317W	1.167
YLR400W	0.333
YDR225W	1.083
YJL142C	0.167
YLR318W	0.500
YLR401C	0.000
YDR226W	0.333
YJL138C	0.333
YLR319C	0.167
YLR402W	0.833
YDR227W	1.083
YJL135W	0.500
YLR320W	0.333
YLR403W	0.333
YDR228C	0.833
YJL134W	0.667
YLR321C	0.833
YLR404W	0.667
YDR229W	0.333
YJL133W	0.833
YLR322W	0.167
YLR405W	1.000
YDR230W	0.583
YJL132W	0.333
YLR323C	1.000
YLR407W	0.667
YDR231C	0.750
YJL131C	0.167
YLR324W	1.000
YLR408C	0.500
YDR232W	0.583
YJL130C	0.167
YLR325C	0.667
YLR409C	0.667
YDR233C	0.500
YJL129C	0.750
YLR326W	0.333
YLR410W	0.833
YDR234W	0.583
YLR228C	1.333
YLR327C	0.500
YLR412W	0.833
YDR235W	0.583
YLR229C	0.000
YLR328W	0.500
YLR413W	1.333
YDR236C	0.833
YLR230W	0.167
YLR329W	0.667
YLR414C	0.333
YDR237W	1.250
YLR231C	0.333
YLR330W	0.833
YLR415C	0.667
YDR238C	0.750
YLR232W	1.000
YLR331C	0.000
YLR416C	0.833
YDR239C	0.667
YLR233C	0.333
YLR332W	0.583
YLR417W	0.833
YDR240C	0.833
YLR234W	0.833
YGL216W	0.667
YLR418C	0.667
YDR241W	0.833
YLR235C	1.167
YGL220W	0.583
YLR421C	1.167
YGL194C	0.667
YLR236C	0.167
YGL221C	0.833
YDR147W	0.333
YGL195W	0.583
YLR238W	1.167
YGL222C	0.500
YDR148C	0.833
YGL196W	0.333
YLR239C	0.500
YGL223C	0.750
YDR149C	0.500
YGL197W	0.417
YLR240W	1.167
YGL224C	1.000
YDR150W	0.500
YGL198W	0.417
YLR241W	0.000
YGL225W	0.583
YDR151C	0.667
YGL200C	0.417
YLR242C	0.667
YGL226C-A	0.667
YDR152W	0.500
YGL201C	0.750
YLR243W	0.000
YGL226W	0.167
YDR153C	0.333
YGL202W	0.833
YLR244C	0.000
YGL227W	0.750
YDR154C	1.833
YGL203C	0.917
YLR247C	0.500
YGL228W	0.417
YDR155C	1.167
YGL205W	0.417
YLR248W	1.000
YGL229C	0.333
YDR156W	1.167
YGL206C	0.500
YLR249W	1.000
YGL230C	0.750
YDR157W	1.167
YGL207W	0.333
YLR250W	0.500
YGL231C	0.500
YDR158W	0.667
YGL208W	1.000
YLR251W	0.917
YGL232W	0.500
YDR159W	1.333
YGL209W	0.333
YLR252W	0.000
YGL233W	0.833
YDR160W	0.750
YGL210W	0.417
YLR253W	0.333
YGL234W	0.667
YDR161W	1.250
YGL211W	0.556
YLR254C	0.000
YGL236C	0.333
YDR162C	0.750
YGL212W	0.917
YLR255C	0.000
YGL237C	0.722
YDR163W	1.000
YGL213C	1.000
YLR257W	0.167
YGL238W	1.333
YDR164C	0.833
YGL215W	1.333
YPL068C	0.167
YPR131C	0.667
YPL067C	0.833
YPR132W	0.500
YPL066W	0.667
YPR133C	0.500
YPL065W	0.667
YPR134W	0.667
YPL064C	0.167
YPR135W	0.333
YPL063W	0.667
YPR136C	0.833
YPL062W	0.833
YPR137W	0.500
YPL061W	0.000
YPR138C	0.667
YPL060W	0.167
YPR139C	0.500
YPL059W	0.333
YPR140W	1.833
YPL058C	0.333
YPR141C	1.500
YPL057C	0.833
YPR142C	0.000
YPL056C	0.167
YPR143W	1.167
YPL055C	1.000
YPR144C	0.333
YPL054W	0.833
YPR145W	0.500
YPL053C	0.167
YPR146C	0.667
YPL052W	1.167
YPR147C	0.500
YPL051W	0.333
YPR148C	0.500
YPL050C	1.000
YPR149W	0.167
YPL049C	0.667
YPR150W	1.000
YPL048W	0.333
YPR152C	0.833
YPL047W	0.167
YPR153W	0.667
YPL046C	0.500
YPR154W	0.167
YPL045W	0.167
YPR155C	0.167
YPL043W	1.000
YPR156C	0.833
YPL044C	0.333
YPR157W	0.833
YGL240W	0.000
YPL042C	0.167
YPR158W	0.333
YGL241W	0.833
YPL041C	0.500
YPR159W	0.500
YGL242C	0.500
YPL040C	0.000
YPR160W	0.500
YPL039W	0.500
YPR161C	0.833
YGL243W	1.000
YPR162C	0.833
YGL244W	0.833
YPL038W	0.500
YGL245W	0.500
YPL037C	1.167
YPR163C	0.667
YGL246C	1.000
YPL035C	1.000
YPR164W	0.833
YGL247W	0.500
YPL033C	0.667
YPR165W	1.833
YGL248W	0.500
YPL032C	0.500
YPR166C	0.167
YGL249W	0.333
YPL031C	1.667
YPR167C	0.833
YGL250W	0.167
YPL030W	0.667
YPR168W	0.833
YGL251C	0.833
YPL029W	0.500
YPR169W	0.667
YGL252C	0.667
YPL028W	0.833
YPR170C	0.500
YGL253W	2.000
YPL026C	1.167
YPR171W	1.167
YGL254W	1.333
YPL025C	1.333
YPR172W	0.833
YGL255W	1.333
YPL024W	1.000
YPR173C	1.000
YGL256W	0.500
YPL023C	0.833
YPR174C	0.833
YGL257C	0.667
YPL022W	0.667
YPR175W	0.333
YGL258W	0.667
YPL021W	0.667
YPR176C	0.333
YGL259W	1.000
YPL020C	0.667
YPR177C	2.000
YGL260W	0.500
YPL019C	0.000
YPR178W	0.833
YGL261C	0.333
YPL018W	0.667
YPR179C	0.500
YGL262W	0.667
YPL017C	0.417
YPR180W	1.167
YGL263W	0.000
YPL016W	0.500
YPR181C	1.833
YGR001C	0.500
YPL015C	0.167
YPR182W	0.833
YGR002C	0.333
YPL014W	0.667
YPR183W	0.500
YGR003W	1.000
YPL013C	0.667
YPR184W	0.833
YGR004W	1.333
YPL012W	0.833
YPR185W	0.833
YGR005C	0.667
YPL011C	1.000
YPR186C	0.833
YGR006W	1.000
YPL010W	0.167
YPR187W	0.500
YGR007W	0.833
YPL009C	1.000
YPR188C	0.667
YGR008C	0.667
YPL008W	0.833
YPR189W	0.667
YGR009C	0.667
YPL007C	0.667
YPR190C	1.167
YGR010W	0.667
YPL006W	0.500
YPR191W	0.667
YGR012W	0.500
YPL005W	0.333
YPR192W	0.167
YGR013W	0.500
YPL003W	0.167
YPR193C	0.667
YGR014W	0.333
