ORF	het | genome instability (diploid mating) | standard [standard] | Choy JS~Basrai MA, 2013
YPL002C	0.500
YPR194C	0.167
YGR015C	0.500
YPL001W	0.500
YPR195C	0.500
YGR016W	0.167
YPR001W	0.833
YPR196W	0.333
YGR017W	0.833
YPR002W	0.833
YPR197C	0.833
YGR019W	1.667
YPR003C	1.333
YPR198W	0.833
YGR020C	0.667
YPR004C	0.667
YPR199C	0.833
YGR021W	1.167
YPR005C	0.667
YPR200C	0.500
YGR023W	0.833
YPR105C	0.667
YPR201W	0.833
YGR026W	0.500
YPR106W	0.667
YCR090C	0.333
YPL091W	0.667
YPR107C	0.833
YCR091W	0.500
YPL090C	0.500
YPR108W	0.333
YCR092C	0.333
YPL089C	1.333
YPR109W	0.167
YCR093W	0.333
YPL088W	0.833
YPR110C	0.333
YCR094W	0.000
YPL087W	0.500
YPR111W	0.667
YCR098C	0.167
YPL086C	0.667
YPR112C	0.500
YCR099C	0.667
YPL085W	0.500
YPR113W	0.333
YCR100C	1.000
YPL084W	0.833
YPR114W	0.500
YCR101C	0.333
YPL083C	0.333
YPR115W	0.500
YCR102C	1.167
YPL082C	0.167
YPR116W	1.000
YCR105W	0.333
YPL081W	1.333
YPR117W	0.667
YCR106W	0.000
YPL080C	1.500
YPR119W	0.833
YDL130W-A	1.167
YPL079W	1.167
YPR120C	0.500
YDL363W-A	0.667
YPL078C	0.667
YPR121W	0.667
YDR525W-A	0.333
YPL077C	0.500
YPR122W	0.667
YDR535C	1.167
YPL076W	0.667
YPR123C	0.500
YDR536W	1.167
YPL075W	0.500
YPR124W	1.667
YDR538W	0.500
YPL074W	0.167
YPR125W	0.833
YDR539W	0.167
YPL072W	0.667
YPR126C	1.167
YDR540C	0.167
YPL073C	0.500
YPR127W	0.833
YDR541C	0.833
YPL071C	0.167
YPR128C	0.500
YER039C-A	0.500
YPL070W	0.167
YPR129W	1.000
YER048W-A	1.000
YPL069C	0.333
YPR130C	0.500
YER091C-A	1.500
YER144C	1.333
YBL037W	1.167
YGL039W	0.667
YNL195C	0.833
YER188W	0.667
YBL038W	0.500
YGL040C	0.833
YNL194C	0.667
YFL034C-A	0.500
YBL039C	1.333
YGL041C	0.833
YNL193W	0.833
YFR032C	1.000
YBL040C	0.333
YGL042C	0.667
YNL192W	0.833
YFR032C-A	0.667
YBL041W	0.333
YGL043W	0.167
YNL191W	0.833
YFR033C	1.000
YBL042C	0.333
YGL044C	0.583
YNL190W	0.167
YFR034C	1.000
YBL043W	1.000
YGL045W	0.722
YNL189W	1.000
YFR035C	0.333
YBL044W	0.333
YNL188W	0.500
YFR036W	1.333
YBL045C	1.000
YGL047W	1.167
YNL187W	0.500
YFR037C	0.667
YBL046W	1.000
YGL048C	1.000
YNL185C	0.000
YFR038W	0.833
YBL047C	0.667
YGL049C	0.667
YNL184C	1.000
YFR040W	0.667
YBL048W	1.333
YGL050W	0.500
YNL183C	0.333
YFR041C	0.833
YBL049W	0.667
YGL051W	1.667
YNL182C	0.000
YFR042W	0.167
YBL050W	0.000
YGL053W	0.667
YNL181W	0.667
YFR043C	0.667
YBL051C	1.167
YGL054C	0.500
YNL180C	0.667
YFR044C	0.500
YBL052C	1.000
YGL055W	0.500
YNL179C	0.667
YFR045W	1.250
YBL053W	0.833
YGL056C	0.833
YNL178W	1.333
YFR046C	0.167
YBL054W	0.833
YGL057C	0.500
YNL177C	0.833
YFR047C	1.500
YBL055C	0.667
YGL058W	0.833
YNL176C	1.000
YFR048W	1.667
YBL056W	0.500
YGL061C	0.833
YNL175C	0.000
YFR049W	0.667
YBL057C	0.833
YGL062W	0.667
YNL173C	0.500
YFR050C	1.167
YBL058W	0.667
YGL063W	1.000
YNL172W	1.000
YFR051C	0.833
YBL059W	1.333
YGL064C	1.000
YNL170W	0.667
YFR052W	1.000
YBL060W	0.500
YGL065C	0.667
YNL171C	0.333
YFR053C	1.667
YBL061C	0.667
YGL066W	1.000
YNL169C	2.000
YFR054C	0.833
YBL062W	0.500
YGL067W	0.500
YNL168C	0.333
YFR055W	0.167
YBL063W	0.833
YGL068W	0.500
YNL167C	0.333
YFR056C	0.167
YBL064C	1.000
YGL069C	0.500
YNL165W	0.667
YFR057W	0.333
YBL065W	0.833
YGL070C	0.500
YNL164C	0.167
YGR219W	0.500
YBL066C	0.500
YGL071W	1.333
YNL163C	0.833
YGR220C	0.667
YBL067C	1.833
YGL072C	1.000
YNL162W	1.167
YGR221C	0.833
YBL068W	1.167
YGL073W	1.500
YNL161W	0.833
YBL069W	0.167
YGL074C	1.167
YNL160W	0.667
YGR222W	0.667
YGL075C	1.000
YNL159C	0.500
YGR223C	0.500
YBL070C	1.000
YNL158W	0.667
YGR224W	0.167
YBL071C	1.500
YGL076C	0.333
YGR225W	0.250
YBL072C	0.167
YGL077C	1.167
YNL157W	0.833
YGR226C	0.667
YBL073W	0.500
YGL078C	0.500
YNL156C	0.500
YGR227W	0.833
YBL074C	0.500
YGL079W	0.167
YNL155W	1.000
YGR228W	0.667
YBL075C	1.833
YGL080W	1.667
YNL154C	1.000
YGR229C	1.333
YBL076C	1.167
YGL081W	1.000
YNL153C	1.167
YGR230W	1.167
YBL077W	1.000
YGL082W	1.333
YNL152W	1.333
YGR231C	1.667
YBL078C	1.167
YGL083W	1.500
YNL151C	1.667
YGR232W	1.333
YBL079W	0.667
YGL084C	1.500
YNL150W	1.500
YGR233C	1.833
YBL080C	1.333
YGL085W	1.333
YNL149C	1.000
YGR234W	0.667
YBL081W	0.833
YGL087C	1.000
YNL148C	1.167
YGR235C	1.333
YBL082C	0.333
YGL089C	0.667
YKL191W	0.667
YGR236C	0.500
YBL083C	1.000
YGL090W	0.667
YKL192C	0.667
YGR237C	0.167
YBL084C	0.333
YGL091C	0.833
YKL193C	0.833
YGR240C	1.167
YBL085W	0.833
YGL092W	1.333
YKL196C	0.833
YGR241C	0.833
YBL086C	0.833
YNL243W	0.750
YKL197C	1.000
YGR242W	0.667
YBL087C	1.500
YNL242W	0.500
YKL198C	0.778
YGR243W	1.333
YBL088C	1.167
YNL241C	0.667
YGR244C	1.000
YBL089W	1.500
YNL240C	1.500
YKL201C	1.278
YGR245C	1.333
YBL090W	1.500
YNL239W	1.333
YKL203C	1.333
YGR246C	1.333
YBL091C	2.667
YNL238W	1.167
YKL205W	1.333
YGR247W	1.167
YBL092W	1.000
YNL237W	1.167
YKL206C	1.333
YGR249W	1.833
YBL093C	1.167
YNL236W	1.000
YKL207W	1.000
YGR251W	1.333
YBL094C	1.167
YNL235C	0.500
YKL208W	0.667
YBL001C	0.167
YGL001C	1.167
YNL234W	1.000
YKL209C	0.750
YBL002W	0.833
YGL002W	0.500
YNL233W	0.833
YKL210W	0.667
YBL003C	1.167
YGL003C	1.333
YNL232W	0.333
YKL211C	1.000
YBL004W	1.500
YGL004C	0.833
YNL231C	0.833
YKL212W	1.000
YBL005W	0.500
YGL005C	0.833
YNL230C	0.833
YKL213C	1.167
YBL006C	1.000
YGL006W	0.500
YNL229C	1.000
YKL214C	1.500
YBL007C	1.333
YGL007W	1.000
YNL228W	1.167
YKL216W	0.833
YBL008W	1.500
YGL008C	1.167
YNL226W	1.500
YKL217W	1.333
YBL009W	1.167
YGL009C	1.167
YNL227C	1.000
YKL218C	0.667
YBL010C	1.000
YGL010W	1.167
YNL225C	0.667
YKL221W	0.667
YBL011W	1.000
YGL011C	1.333
YNL224C	1.333
YKL222C	0.833
YBL012C	1.333
YGL012W	0.333
YNL223W	1.333
YKR001C	0.833
YBL013W	0.333
YGL013C	0.500
YNL222W	1.500
YKR002W	0.500
YBL014C	0.833
YGL014W	1.500
YNL221C	0.667
YKR003W	1.333
YBL015W	1.000
YGL015C	0.667
YNL219C	0.500
YKR005C	1.000
YBL016W	0.333
YGL016W	0.667
YNL218W	1.250
YKR006C	0.333
YBL017C	1.333
YGL018C	1.000
YNL217W	0.833
YKR007W	1.167
YBL018C	1.167
YGL019W	1.000
YNL216W	1.167
YKR008W	1.167
YBL019W	1.000
YGL020C	1.167
YNL215W	1.333
YKR009C	0.667
YBL020W	1.000
YGL021W	0.833
YNL214W	0.667
YKR011C	0.167
YBL021C	1.333
YGL022W	0.833
YNL213C	0.917
YKR012C	0.667
YBL022C	0.833
YGL023C	0.667
YNL212W	0.667
YKR013W	0.667
YBL023C	2.167
YGL024W	0.833
YNL211C	0.667
YKR014C	1.500
YBL024W	0.833
YGL025C	0.667
YNL210W	0.667
YKR015C	1.167
YBL025W	0.833
YGL027C	0.500
YNL207W	0.833
YKR016W	0.833
YBL026W	0.833
YGL028C	1.000
YNL206C	1.000
YKR017C	0.500
YBL027W	1.500
YGL029W	0.333
YNL205C	1.000
YKR018C	1.000
YBL028C	1.000
YGL030W	2.500
YNL204C	1.333
YKR020W	1.000
YBL029W	0.500
YGL031C	1.333
YNL202W	1.667
YKR021W	0.667
YBL030C	0.667
YGL032C	0.417
YNL203C	1.333
YKR022C	1.667
YBL031W	0.667
YGL033W	0.583
YNL201C	1.000
YKR024C	0.667
YBL032W	0.333
YGL034C	1.333
YNL200C	1.167
YKR025W	0.833
YBL033C	0.500
YGL035C	1.167
YNL199C	0.667
YKR026C	0.667
YBL034C	1.333
YGL036W	0.667
YNL198C	1.167
YKR030W	0.833
YBL035C	1.167
YGL037C	0.667
YNL197C	0.667
YKR031C	0.667
YBL036C	0.833
YGL038C	0.833
YNL196C	1.000
YKR032W	1.333
YKR033C	0.333
YDR315C	0.500
YFL028C	0.500
YIR025W	0.167
YKR035C	0.167
YDR316W	0.667
YFL030W	0.667
YIR026C	1.500
YKR037C	0.500
YDR317W	0.667
YFL031W	0.583
YIR027C	0.167
YKR042W	0.333
YDR318W	0.417
YFL032W	0.333
YIR028W	1.000
YKR043C	0.833
YDR319C	0.333
YFL034W	0.167
YIR029W	0.500
YKR044W	0.667
YDR320C	0.500
YFL034C-B	0.778
YIR031C	0.167
YKR045C	1.333
YDR321W	1.000
YIR033W	0.500
YKR047W	1.167
YDR322W	0.667
YIR034C	0.000
YKR048C	0.667
YDR323C	0.333
YFL036W	1.333
YIR035C	0.500
YKR049C	0.833
YDR324C	1.167
YFL037W	1.833
YIR036C	0.500
YKR050W	1.000
YDR325W	0.000
YFL038C	0.000
YIR037W	0.333
YKR051W	1.167
YDR328C	1.667
YFL040W	0.500
YIR038C	0.000
YKR052C	0.667
YDR329C	0.500
YFL041W	0.000
YIR039C	0.167
YKR054C	0.417
YDR330W	0.000
YFL042C	0.667
YIR042C	0.167
YKR055W	0.667
YDR331W	0.500
YFL044C	0.667
YKL033W-A	0.167
YKR056W	0.167
YDR332W	1.000
YFL045C	0.667
YKL162C-A	0.500
YKR057W	0.833
YDR333C	0.833
YFL046W	0.500
YKR035W-A	0.167
YKR058W	0.667
YDR334W	0.500
YFL047W	0.667
YKR066C	0.833
YKR059W	1.000
YDR335W	0.000
YFL048C	0.333
YKR067W	0.500
YKR060W	0.333
YDR336W	0.667
YFL049W	0.500
YKR068C	0.500
YKR061W	0.667
YDR337W	0.333
YFL050C	0.667
YKR069W	0.500
YKR062W	0.667
YIL001W	0.333
YFL051C	0.167
YKR070W	0.500
YKR063C	0.667
YIL002C	0.833
YFL052W	0.167
YKR071C	0.667
YKR064W	0.000
YIL004C	0.167
YFL053W	0.500
YKR072C	0.333
YKR065C	0.667
YIL005W	0.167
YFL054C	0.500
YKR073C	0.667
YDR242W	0.333
YIL011W	0.000
YFL055W	0.500
YKR074W	0.167
YDR243C	0.833
YIL012W	0.500
YFL056C	0.333
YKR075C	0.500
YDR244W	0.500
YIL013C	0.667
YFR001W	0.000
YKR076W	1.333
YDR245W	0.833
YIL014W	0.667
YFR003C	0.333
YKR077W	0.167
YDR246W	0.167
YIL015W	1.000
YFR004W	0.500
YKR078W	1.500
YDR247W	1.333
YIL016W	0.667
YFR005C	0.167
YKR079C	0.833
YDR248C	0.333
YIL017C	0.833
YFR006W	1.333
YKR080W	0.500
YDR249C	0.000
YIL020C	0.333
YFR007W	0.667
YKR081C	0.667
YDR250C	0.333
YIL021W	0.167
YFR008W	0.667
YKR082W	0.833
YDR251W	0.167
YIL022W	0.000
YFR009W	0.000
YKR083C	0.667
YDR252W	0.500
YIL023C	0.500
YFR010W	0.500
YKR084C	0.000
YIL024C	0.167
YFR011C	0.500
YMR059W	0.667
YDR253C	1.333
YFR012W	0.000
YMR061W	0.333
YDR254W	0.500
YIL025C	1.000
YMR062C	0.000
YDR255C	0.500
YIL026C	0.833
YFR013W	0.667
YDR256C	0.500
YIL027C	0.833
YFR014C	1.167
YMR063W	0.667
YDR257C	0.167
YIL028W	1.000
YFR015C	1.167
YMR064W	1.000
YDR258C	1.167
YIL029C	0.667
YFR016C	0.667
YMR065W	1.167
YDR259C	1.167
YIL032C	0.667
YFR017C	0.833
YMR066W	1.667
YDR260C	0.000
YIL034C	1.000
YFR018C	0.667
YMR067C	0.500
YDR261C	0.667
YIL035C	0.500
YFR020W	0.833
YMR068W	1.167
YDR262W	0.833
YIL036W	1.000
YFR021W	0.667
YMR069W	1.500
YDR263C	0.500
YIL037C	0.667
YFR022W	0.500
YMR070W	1.833
YDR264C	0.667
YIL039W	0.333
YFR023W	0.333
YMR071C	0.500
YDR265W	0.167
YIL040W	0.833
YFR024C-A	0.667
YMR072W	1.000
YDR266C	1.167
YIL041W	0.500
YFR026C	0.667
YMR073C	0.833
YDR268W	0.167
YIL043C	0.333
YFR027W	0.500
YMR075C-A	0.500
YDR270W	0.333
YIL044C	0.667
YFR031C-A	0.833
YMR075W	0.667
YDR272W	0.833
YIL045W	1.333
YGR253C	0.500
YMR076C	1.000
YDR273W	0.500
YIL046W	0.833
YGR256W	1.000
YMR077C	0.500
YDR274C	0.833
YIL048W	0.833
YGR259C	1.000
YMR078C	0.667
YDR275W	1.000
YIL049W	0.500
YGR260W	0.333
YMR079W	0.500
YDR276C	0.833
YIL050W	0.833
YGR261C	0.500
YMR080C	0.333
YDR277C	1.000
YIL053W	0.333
YGR262C	0.833
YMR081C	0.333
YDR278C	0.167
YIL057C	0.833
YGR263C	0.667
YMR082C	0.833
YDR279W	0.000
YIL063C	0.667
YGR264C	0.167
YMR083W	0.500
YDR280W	0.333
YIL064W	0.500
YGR265W	0.000
YMR084W	0.833
YDR281C	0.833
YIL065C	0.333
YGR266W	0.500
YMR085W	0.667
YDR282C	0.167
YIL068C	0.667
YGR267C	0.667
YMR086C-A	0.667
YDR283C	0.167
YIL072W	0.333
YGR268C	0.333
YMR086W	0.667
YDR284C	0.333
YIL073C	0.167
YGR269W	0.500
YMR087W	0.333
YDR285W	0.833
YIL076W	1.000
YGR270W	0.500
YMR088C	0.667
YDR286C	0.833
YIL077C	0.333
YGR274C	1.000
YMR089C	0.333
YDR287W	0.167
YIL078W	0.167
YGR275W	0.000
YMR090W	0.500
YDR288W	1.500
YIL079C	0.833
YGR277C	1.000
YMR091C	0.000
YDR289C	1.000
YIL084C	0.667
YGR278W	1.167
YMR092C	1.000
YDR291W	0.833
YIL086C	0.500
YGR279C	0.667
YMR093W	0.833
YDR292C	0.333
YIL087C	1.333
YGR280C	0.500
YNR070W	0.500
YDR293C	0.500
YIL088C	0.333
YGR281W	0.167
YNR071C	0.333
YDR294C	0.667
YIL090W	0.000
YGR282C	1.167
YNR072W	0.500
YDR295C	0.500
YIL093C	0.500
YGR283C	0.000
YNR073C	0.167
YDR296W	0.500
YIL095W	0.500
YGR284C	0.667
YNR074C	0.000
YDR297W	0.167
YIL096C	1.167
YGR285C	0.667
YNR075W	0.333
YDR298C	0.167
YIL097W	0.000
YGR286C	0.833
YOL013W-B	0.500
YDR299W	0.667
YFL007W	0.667
YGR287C	0.500
YOL086C	0.000
YDR300C	0.167
YFL008W	1.667
YGR288W	0.167
YOL087C	0.667
YDR301W	0.333
YFL009W	0.667
YGR290W	0.167
YOL088C	1.500
YDR302W	1.000
YFL011W	1.000
YHR005C-A	1.000
YOL089C	0.333
YDR303W	0.333
YFL015C	0.167
YHR021W-A	0.667
YOL090W	1.500
YDR304C	0.167
YFL017C	0.500
YHR039C-A	0.333
YOL091W	0.667
YDR305C	0.833
YFL018C	0.333
YHR079C-A	0.500
YOL092W	1.167
YDR306C	0.667
YFL017W-A	0.500
YIL009C-A	0.500
YOL093W	0.500
YDR307W	0.500
YFL020C	0.833
YIR017C	0.833
YOL094C	0.667
YDR308C	0.333
YFL021W	0.667
YIR018W	0.167
YOL095C	0.500
YDR309C	0.333
YFL022C	0.833
YIR019C	0.000
YOL096C	0.333
YDR310C	0.500
YFL023W	0.500
YIR020C	0.333
YOL097C	1.000
YDR311W	0.333
YFL024C	0.667
YIR020W-A	1.333
YOL098C	1.333
YDR312W	1.500
YFL025C	0.500
YIR021W	0.333
YOL099C	0.500
YDR313C	0.333
YFL026W	0.917
YIR022W	0.833
YOL100W	0.333
YDR314C	0.500
YFL027C	1.000
YIR024C	0.333
YOL101C	0.333
YOL102C	0.333
YMR271C	1.000
YMR108W	0.417
YPR095C	0.167
YOL103W	0.500
YMR279C	0.333
YMR109W	0.333
YPR096C	1.000
YOL104C	0.333
YMR306W	0.833
YMR110C	0.667
YPR097W	0.333
YOL105C	0.500
YMR311C	0.833
YMR111C	1.000
YPR098C	0.917
YOL106W	0.333
YMR312W	0.667
YMR112C	0.500
YPR099C	1.167
YOL107W	0.667
YMR313C	0.333
YMR113W	0.000
YPR100W	0.000
YOL108C	0.833
YMR314W	1.333
YMR114C	0.500
YPR101W	1.167
YOL109W	2.167
YMR315W	0.333
YMR115W	0.500
YPR103W	0.833
YOL110W	0.000
YMR316C-A	0.833
YMR116C	1.167
YJL127C	0.333
YOL111C	0.000
YMR316C-B	0.500
YMR117C	0.833
YJL126W	0.500
YOL112W	0.500
YMR316W	1.167
YMR119W-A	0.167
YJL124C	0.667
YOL113W	0.833
YMR317W	2.000
YMR120C	0.500
YJL123C	0.333
YOL114C	0.167
YMR318C	0.333
YMR121C	0.167
YJL122W	0.167
YOL115W	0.333
YMR319C	0.167
YMR122C	0.333
YJL120W	0.000
YOL116W	0.500
YMR320W	0.500
YMR123W	0.500
YJL121C	0.667
YOL117W	0.167
YNL244C	0.833
YMR124W	0.833
YJL118W	0.500
YOL118C	0.500
YNL250W	0.667
YMR125W	0.167
YJL119C	0.167
YOL119C	0.667
YNL252C	0.667
YMR126C	0.500
YJL117W	0.500
YOL120C	1.167
YNL256W	0.500
YMR127C	0.500
YJL116C	0.500
YOL121C	0.333
YNL260C	0.167
YMR128W	0.333
YJL115W	0.333
YOL122C	0.667
YNL279W	1.000
YMR129W	0.667
YJL112W	0.667
YOL123W	1.000
YNL287W	0.667
YMR130W	0.167
YJL111W	2.000
YOL124C	0.333
YNL300W	1.167
YMR131C	0.667
YJL110C	0.167
YOL126C	0.500
YNL316C	0.500
YMR132C	0.667
YJL109C	0.833
YOL016C	0.500
YMR133W	0.500
YJL108C	0.500
YOL128C	0.667
YOL078W	0.333
YMR134W	0.667
YJL107C	0.333
YOL129W	0.167
YOR096W	0.667
YMR135C	0.667
YJL106W	1.000
YOL130W	0.167
YOR306C	0.583
YPR072W	1.167
YJL104W	0.500
YOL131W	0.333
YOR317W	1.333
YPR006C	0.333
YJL102W	0.167
YOL132W	0.000
YPL131W	0.833
YPR009W	0.833
YJL100W	0.333
YOL133W	0.667
YPL132W	0.500
YPR012W	0.500
YJL099W	0.667
YOL134C	0.333
YPL134C	0.333
YPR014C	0.500
YJL098W	1.000
YOL135C	0.667
YML070W	0.833
YPR015C	0.667
YJL096W	0.583
YOL136C	0.333
YML071C	0.667
YPR016C	0.500
YJL095W	0.500
YOL137W	0.333
YML074C	0.667
YPR017C	0.333
YJL093C	0.667
YOL138C	1.000
YML090W	0.667
YPR018W	0.500
YJL092W	0.333
YBR232C	0.333
YML091C	0.000
YPR019W	0.167
YJL091C	0.167
YDR424C	0.500
YML092C	0.667
YPR020W	0.333
YJL090C	0.333
YEL011W	0.667
YML093W	0.333
YPR025C	1.167
YJL089W	1.167
YEL034W	0.833
YML094W	0.500
YPR027C	0.833
YJL088W	0.833
YML095C	0.500
YPR028W	0.667
YJL087C	0.500
YER064C	0.333
YPR029C	0.500
YJL085W	1.167
YER077C	0.500
YML094C-A	1.167
YJL086W	0.500
YER078C	1.000
YML096W	0.500
YPR030W	0.500
YER088C	0.500
YML097C	0.667
YPR032W	1.167
YJL084C	1.000
YER090W	0.667
YML098W	0.500
YPR033C	0.667
YJL083W	0.667
YER091C	0.833
YML099C	0.500
YPR034W	0.667
YJL082W	0.833
YER092W	0.833
YML100W	0.167
YPR035W	0.833
YJL081C	1.167
YER093C	0.500
YML099W-A	0.333
YPR036W	0.667
YJL080C	0.833
YER093C-A	0.333
YML101C	1.000
YPR038W	0.833
YJL079C	0.667
YER094C	0.833
YML101C-A	0.833
YPR039W	0.500
YJL077C	0.667
YER095W	0.333
YML102W	1.333
YPR040W	0.833
YJL076W	0.833
YER096W	0.500
YML103C	1.000
YPR041W	1.667
YJL075C	0.667
YER097W	0.833
YML104C	0.583
YPR042C	1.000
YJL074C	1.167
YER098W	1.167
YML105C	0.500
YPR044C	0.833
YJL073W	0.500
YGR134W	0.500
YML106W	0.833
YPR045C	1.000
YJL072C	0.833
YGR210C	0.500
YML107C	1.000
YPR046W	0.333
YJL071W	0.500
YHL024W	0.500
YML108W	0.333
YPR047W	0.333
YJL069C	1.167
YHL025W	0.667
YML109W	0.167
YPR048W	0.667
YJL068C	1.000
YHR016C	1.000
YML110C	0.667
YPR049C	0.833
YJL067W	0.167
YHR017W	0.500
YML111W	0.167
YPR051W	0.500
YJL066C	0.667
YHR032W	0.833
YML112W	0.667
YPR052C	0.333
YJL064W	0.500
YHR045W	0.833
YML113W	1.167
YPR053C	0.333
YJL065C	0.167
YHR064C	0.833
YML114C	0.667
YPR054W	1.167
YJL063C	0.833
YHR140W	0.667
YML116W	0.500
YPR055W	1.167
YJL062W	1.000
YHR162W	0.500
YML117W	0.833
YPR056W	0.833
YJL061W	0.667
YHR168W	0.833
YML116W-A	0.500
YPR057W	0.833
YJL060W	0.667
YHR170W	1.833
YML118W	0.833
YPR058W	0.833
YJL059W	0.250
YHR181W	0.500
YML119W	1.000
YPR059C	0.667
YJL058C	0.833
YHR191C	0.833
YML120C	0.500
YPR060C	0.667
YJL057C	0.333
YHR193C	0.667
YML121W	0.667
YPR061C	0.833
YJL056C	0.833
YLL030C	0.833
YML122C	0.333
YPR062W	1.167
YJL055W	1.000
YLL044W	0.333
YML123C	0.833
YPR063C	0.333
YJL054W	0.500
YLL048C	0.333
YML124C	0.667
YPR065W	0.667
YJL053W	1.000
YLL049W	0.667
YML125C	0.667
YPR066W	0.667
YJL052W	0.500
YLL059C	0.667
YML126C	0.667
YPR068C	0.500
YJL051W	0.500
YLR030W	1.000
YML127W	0.500
YPR069C	0.667
YJL050W	0.833
YLR031W	0.333
YML128C	0.833
YPR070W	0.500
YJL049W	1.000
YLR032W	0.500
YML129C	0.833
YPR071W	0.667
YJL048C	1.000
YLR033W	0.667
YML130C	1.000
YPR073C	0.667
YJL047C	0.500
YLR034C	0.667
YML131W	0.667
YPR074C	0.667
YJL046W	1.333
YLR035C	1.000
YMR004W	0.500
YPR075C	0.500
YJL045W	0.833
YLR036C	0.500
YMR094W	1.167
YPR076W	0.500
YJL044C	0.667
YLR037C	0.500
YMR095C	0.833
YPR077C	1.167
YJL043W	0.833
YLR038C	1.000
YMR096W	0.667
YPR079W	0.833
YJL039C	0.333
YLR039C	0.833
YMR097C	0.167
YPR082C	0.667
YJL038C	0.667
YLR040C	1.000
YMR098C	0.833
YPR084W	0.333
YJL037W	1.667
YLR041W	0.333
YMR099C	1.000
YPR085C	1.167
YJL036W	1.333
YLR050C	0.667
YMR100W	0.667
YPR087W	0.667
YJL035C	0.667
YLR052W	0.833
YMR101C	0.833
YPR088C	0.667
YJL034W	0.500
YMR142C	0.667
YMR102C	0.500
YPR089W	1.111
YJL033W	0.833
YMR158W	0.333
YMR103C	0.833
YJL032W	0.167
YMR171C	0.667
YMR105C	0.667
YPR092W	0.500
YJL031C	0.500
YMR181C	0.333
YMR106C	0.167
YPR093C	0.500
YJL030W	1.167
YMR209C	0.833
YMR107W	0.833
YPR094W	0.167
YEL012W	0.833
YER031C	0.667
YLR427W	0.500
YJR090C	1.000
YDL229W	0.000
YER046W	1.167
YLR428C	0.167
YJR091C	0.500
YDL230W	0.167
YER063W	0.500
YLR429W	0.667
YJR093C	0.500
YDL231C	0.500
YER066W	0.167
YLR430W	1.000
YJR094C	0.833
YDL232W	0.667
YGR188C	1.167
YLR431C	1.000
YJR094W-A	0.333
YDL233W	0.667
YGR201C	0.833
YLR432W	0.833
YJR095W	0.667
YDL234C	0.167
YGR204W	1.333
YLR433C	1.333
YJR096W	0.500
YDL235C	0.500
YHL002W	1.333
YLR434C	1.167
YJR097W	0.333
YDL236W	0.500
YHL011C	1.167
YLR435W	1.000
YJR098C	1.500
YDL237W	0.667
YHL039W	0.833
YLR436C	1.167
YJR099W	1.167
YDL238C	1.833
YHR003C	0.833
YLR437C	0.500
YJR100C	1.333
YDL239C	0.500
YHR004C	1.167
YLR438C-A	1.583
YJR104C	0.333
YDL240W	0.333
YHR005C	0.667
YLR438W	0.833
YJR106W	1.000
YDL241W	0.833
YHR006W	0.167
YLR440C	0.667
YJR107W	1.000
YDL242W	0.667
YHR007C	0.333
YLR441C	0.000
YJR109C	0.667
YDL243C	0.500
YHR008C	0.333
YLR442C	1.083
YJR112W	0.667
YDR001C	0.500
YHR009C	0.500
YLR443W	0.333
YJR113C	0.667
YDR002W	0.833
YHR023W	0.833
YLR444C	0.667
YJR116W	0.667
YDR003W	0.833
YHR025W	0.333
YLR445W	0.583
YJR117W	0.500
YDR004W	0.167
YHR026W	1.833
YLR446W	0.833
YJR118C	1.000
YDR005C	0.500
YHR041C	0.667
YLR447C	0.667
YJR119C	1.000
YDR006C	0.833
YHR058C	0.500
YLR448W	0.500
YJR120W	0.833
YDR008C	0.500
YHR059W	0.500
YLR449W	0.167
YJR121W	0.667
YDR009W	0.500
YHR067W	0.667
YLR450W	0.333
YJR122W	0.667
YDR010C	0.167
YHR127W	1.000
YLR452C	0.167
YJR123W	0.167
YDR011W	0.000
YHR131C	0.167
YLR453C	0.667
YJR124C	0.667
YDR013W	1.000
YHR180W	0.167
YLR454W	0.667
YJR125C	0.667
YDR014W	0.167
YHR185C	1.000
YLR456W	0.500
YJR126C	0.500
YDR015C	0.333
YHR194W	0.500
YLR458W	0.500
YJR131W	0.667
YDR016C	0.167
YLL007C	0.833
YLR459W	0.667
YJR133W	1.000
YDR017C	0.833
YMR154C	0.500
YLR460C	0.833
YJR134C	1.000
YDR018C	0.500
YNL274C	0.333
YLR461W	0.500
YJR139C	0.833
YDR019C	0.667
YOL141W	0.500
YJR140C	0.667
YDR020C	0.833
YOL143C	0.667
YML009C-A	1.333
YJR141W	0.667
YDR021W	1.000
YOL144W	0.833
YML021C	1.333
YJR142W	0.333
YDR022C	0.833
YOL149C	0.667
YML081C-A	1.000
YJR144W	1.000
YDR023W	1.000
YOL150C	1.000
YMR060C	0.333
YJR145C	1.333
YDR024W	0.833
YOL158C	1.000
YMR158C-A	0.333
YJR148W	0.833
YDR025W	0.667
YOL159C	0.500
YJR150C	0.500
YDR026C	0.833
YOL160W	0.667
YJR153W	1.167
YDR027C	1.000
YOL162W	0.833
YKL005C	1.333
YDR028C	0.667
YOL163W	0.500
YMR194C-A	0.500
YKL030W	1.333
YDR029W	1.333
YOR008C-A	0.667
YMR326C	0.667
YKL082C	1.167
YDR030C	1.167
YJR072C	1.167
YNR032C-A	0.833
YLR146C	0.833
YDR031W	0.833
YNR050C	0.833
YLR153C	0.667
YDR032C	1.333
YJR073C	1.167
YLR286C	0.500
YDR033W	2.167
