orf	hap a (post-SGA) | growth (colony size) | actinomycin D [20 uM] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | benomyl [30 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | Ps-341 [1300 uM] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | caspofungin [0.1 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | concanamycin A [100 nM] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | cycloheximide [0.1 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | fluconazole [16 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | galactose [2%] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | geldanamycin [10 uM] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | MMS [0.01%] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | monensin [50 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | rapamycin [100 nM] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | sorbitol [1 M] | SGA final selection medium | Costanzo M~Andrews B, 2021	hap a (post-SGA) | growth (colony size) | tunicamycin [1 ug/ml] | SGA final selection medium | Costanzo M~Andrews B, 2021
YAL002W	-6.001825873480945	-2.3372541245862286	-2.1816928720120745	-0.4807438467639902	-1.4806240755312678	-1.0623157500727323	-0.42386130808144357	-1.1006752840251195	-1.2532845367415375	-0.8995615864320774	-0.8772437084293372	-3.534203151190736	-1.9052777855161027	-1.3420881784780345
YAL004W	-0.18867107115232948	-0.25112183967946927	-0.047826739784584404	0.196394109343759	-0.37978090679614435	-0.600236403599971	-0.1608739083568079	-0.20437042374650938	0.43288489090930393	0.2631128750829009	-0.3077924532987714	1.7955676117157087	1.361304521417217	0.0458755570959555
YAL005C	-0.27001769378986656	0.6449830936997228	-0.05844298919865149	0.8520356224004685	-0.2746048078724065	0.0730792155460525	1.7221158736715836	-0.2357097545254818	-0.02520738134265875	-0.06755600846723056	-0.6448146247025756	2.1191000222435763	2.011329715995888	0.7603894328056426
YAL007C	-0.27627512630044637	0.9245678329140307	0.7165432180282478	-0.7924422710040653	1.1908488371316748	0.6671812324396027	0.5965298028501429	0.2594516717822819	0.7057909254423881	-0.7182270373884568	-0.3077924532987714	0.7795623225141609	-0.5064893921189632	-0.11838050628558179
YAL008W	0.3619829897786912	0.3080476387491466	-0.3238492245503294	0.9702660591811867	0.8122148810062184	1.0104401755336538	-0.9393166115417295	0.39734472720976033	1.1346432654229488	0.2204459223667549	0.41273770625418926	0.29710171032348154	-0.5311738931789126	-0.3154877823434265
YAL010C	-1.164830542802775	-2.1867084957785243	-0.9608241893943563	-2.254200398474762	1.0646375184231893	-0.07214572191681531	2.763545976581141	1.4628819736948215	-3.6412123389060236	3.0151313252743175	-0.19157791143539066	0.5184659912109697	1.6657467011565945	-0.6604255154446548
YAL011W	-0.19492850366290926	-3.484268439311595	-0.39816297044879917	0.4006103183286358	-0.8916379215583354	-1.5904064317558881	-0.48697828401535614	-1.1758896778946533	1.0469234686087432	-0.6862268228513475	-0.3658997242304618	-0.2875270315075769	-1.1482864196776508	-1.2106833277728046
YAL013W	0.2868937996517338		-3.89090902767688	0.08891189408856073	-6.087337208390988	0.5879676301871294	1.5643234338368024	-0.7684783777680123	-0.1714070426996681	0.32711330415711987	-1.005079704479056	2.0112558854009537	1.871450876656174	-2.4343909999652573
YAL014C	0.6623397502865206	-0.06473201353659735	-0.663569205800477	0.884280286977028	-0.18345218880516698	-0.8906862785257067	-0.3291858441805747	0.6982023026878953	0.43288489090930393	-0.1635566520785591	-0.23806372818074295	-0.9970279317879875	-0.6957372335785762	0.2922596521682614
YAL015C	-0.07603728596189341	0.9962562275843662	0.631613222715711	1.572166464610297	-0.04321739024018309	-0.5738318695158132	0.1967889552686967	0.008737025550502835	-0.4638063654136868	-0.654226608314238	0.017608263918694692	0.13817350866066955	-0.547630227218879	-0.44689263304865634
