orf	hap a | growth (colony size) | manganese(II) chloride [12 mM] | Chesi A~Gitler AD, 2012	hap a | growth (colony size) | manganese(II) chloride [25 mM] | Chesi A~Gitler AD, 2012
YBL022C	-0.7279654905655941	-0.06503115557701683
YBL024W	-1.5459080491120116	-0.18371783539571648
YBL025W		
YBL027W	-0.24014602721780837	1.6710091304299166
YBL028C	-1.3660574868572013	0.21499978312040344
YBL029W	1.868599445004337	2.9310717076767894
YBL031W	-0.8182793765717299	-0.28537113813643655
YBL032W	1.8608969724458901	2.0337241603877803
YBL033C	2.10170061630134	0.9085501653011209
YBL036C	0.26317638654708697	-0.28138582498370507
YBL037W	-0.3463645520312662	-0.42776354036000863
YBL038W	0.5329491660534775	-0.037154345713262316
YBL039C	-0.7619145406181251	-0.18427275775781002
YBL042C	0.6541905607362279	0.8123552134637124
YBL043W	0.40320453337125967	0.7281477686788921
YBL044W	3.719728342643293	2.3906129431066234
YBL045C	0.7869305014164572	1.015530414753634
YBL046W	0.04700498223433631	0.09917396935872431
YBL047C	-2.821146973979564	-0.8162060460894424
YBL048W	1.32885052012012	1.4627937548119447
YBL049W	0.43740224273901274	-0.15412019259276985
YBL051C	-0.23861546570016237	-0.6238407569817301
YBL052C	-0.28695577310045645	-0.3071059541010018
YBL053W	-0.2955486863679154	-0.2881460414789055
YBL054W	-0.3160331737982404	-0.23312542498264568
YBL055C	-0.3083647366964605	0.9114260347951111
YBL056W	0.34293297004479495	0.8225602740476641
YBL057C	0.07795481060042359	0.7332143619386955
YBL058W	-0.740072880160202	0.05251227154525698
YBL059W	0.26386025550410225	0.30991419321680336
YBL060W	0.06911435755874813	0.3412496356393433
YBL061C	0.046878075313597806	-0.10886535153864552
YBL062W	0.8124543393455529	0.05445253761888623
YBL063W	-0.1364598795695387	-0.5793425112655872
YBL064C	0.8206465078439671	0.12038703302634886
YBL065W	-0.17042283485215884	-0.10219474336542239
YBL066C	-0.20658965424775919	0.20315299079868632
YBL067C	0.2710142788535082	0.7405307046135402
YBL068W	0.17904072908099858	0.48172092468603994
YBL069W	0.240714071106236	0.6115672184813892
YBL070C	-0.2141047834998936	0.08568989130155549
YBL071C	0.21702126635744576	0.03401174867026862
YBL072C	-0.48012686503045976	-0.6377541783547548
YBL075C	0.4988624970962812	0.09202115824379078
YBL078C	0.6055481633703894	0.2323327463800234
YBL079W	-0.0995632570777682	-0.6953136996068612
YBL080C	0.5129103604722741	-0.3062571196880554
YBL081W	-0.32898476895067086	0.2903586432632565
YBL082C	-0.21719948003791592	0.074519674194837
YBL083C	-0.2276119895471989	0.2930467500754036
YBL085W	0.9242655160599121	1.0861477107865962
YBL086C	-0.08670627522269347	0.3989520316150016
YBL087C	0.3529156107166114	0.22417088536415514
YBL088C	0.2592604658283745	0.8100663665973857
YBL089W	0.7480301937812017	0.656564878613019
YBL090W	0.967701632928768	0.15440845646483706
YBL091C	-0.2811197221604859	-0.36698302198624505
YBL091C-A	0.20097806795704187	0.2185073552963248
YBL093C		
YBL094C	-0.5364346161355027	-0.8159926097269262
YBL095W	0.2829390721482777	0.12357179795919963
YBL096C	0.44266824083443196	0.10023152911047134
YBL098W	-0.1352669899594216	-0.07144004251733295
YBL099W	1.0078402573785483	-0.04936631110393984
YBL100C	0.6911886151776033	-0.18119107313766522
YBL101C	-0.24125267688482155	-0.5466711430068844
YBL102W	-0.7102946251301	-0.16805019130886897
YBL103C	0.3696820006812622	1.5617286263571952
YBL104C	-1.7826334554624497	-1.1508579153239837
YBL106C	0.616549979701722	0.3039614453541384
YBL107C	-0.1776564798227232	-0.24977907099623098
YBR001C	-0.43063272764773375	-0.385853254341789
YBR003W	0.8716784762743349	-0.0038128261482220007
YBR005W	-1.1852810632905788	-0.8452814069956184
YBR006W	-0.05949303608911424	0.3305085659071472
YBR007C	0.24591816279156758	0.05822212845549362
YBR008C	0.18829894227899446	0.1499022350292597
YBR009C	0.43314163875820694	0.3004215205186336
YBR010W	0.5397456190227551	0.1937513728967833
YBR012C	0.3566700355752384	0.05573126278577928
YBR013C	0.5739508148426921	0.042352232628267
YBR014C	2.0590285695751818	2.9156407053809867
YBR015C	-0.5240293273880405	-0.7255902401243667
YBR016W	-0.40665987443691504	-0.21932510188125562
YBR018C	-0.3451463532611668	-0.14985089736016352
YBR019C	-0.14765861633696387	-0.18486176245370037
YBR020W	-0.17544790901869023	-0.30699311810653174
YBR021W	-0.608238586160575	-0.4996760824687022
YBR022W	-0.23692933496702398	-0.4059677573871603
YBR023C	0.01584008882661479	-0.5829193556016042
YBR024W	0.3317477908439256	-0.3692699073621905
YBR025C	-0.17250589935155905	-0.5758265861635775
YBR026C	-0.8641436430753424	-1.0562677365801791
YBR027C	-0.30242080043211406	-0.28507480862871126
YBR028C	-0.7441460413198845	-0.2804099763571202
YBR030W	-0.2391174907832586	-0.005550729353939903
YBR031W	0.529609653368752	0.5705723344794649
YBR032W	1.585955449597225	1.3108674943521197
YBR033W	0.543302437631648	0.03209458426296336
YBR034C	0.48982149188005075	0.7903096854941717
YBR035C	1.2062943999788531	0.37258504553771965
YBR036C	-2.7032172598950974	-2.2176450124701463
YBR037C	1.8846575830388745	0.21739323473760228
YBR040W	0.4302053811009365	0.05295472712922379
YBR041W	1.6815597693877473	0.18083415481106177
YBR042C	0.7723924577023016	0.2129328735211701
YBR043C	-0.07400074375965614	-0.15728157401202872
YBR044C	-1.080684335414591	-0.9104826024354918
YBR045C	0.10472266608128226	-0.045110630545945184
YBR046C	0.30394275728908604	0.21208104810548012
YBR047W	0.4306871046412577	1.235287044914552
YBR048W	0.22733315780460714	0.2897979714713409
YBR050C	0.2055356086147599	0.45808637557712
YBR051W	-0.26113998048698034	0.09658772651943885
YBR052C	0.3144625468268095	0.1355966183141445
YBR053C	0.4220586826125359	-0.16629576041559901
YBR054W	0.43563548760178983	-0.1515538623730593
YBR056W	-0.5891531426613984	-0.8645327669837585
YBR057C	-0.27355619999027836	-0.20647084747170125
YBR058C	-0.9777196347660491	-1.4477978942246608
YBR059C	0.07048895208185361	-0.192633933334725
YBR061C	0.344825811963076	-0.36335755395184305
YBR062C	0.31026342811635294	0.33210668004559085
YBR063C	0.10144991070896281	0.20864066504496345
YBR064W	0.3400240354860993	0.14191546243000716
YBR065C	0.5395359619872356	0.09746848411811566
YBR066C	0.918365301930457	-0.49105841208782663
YBR067C	0.5372348753440311	-0.07885651883558736
YBR068C	-0.24605863185876617	-0.49530163704636
YBR069C	0.4670040570326191	0.16766435426782111
YBR071W	0.2348891992462789	-0.29955380964778083
YBR072W	-0.07632162066863905	-0.07467591922044049
YBR073W	0.1440343527815771	0.20204236014529964
YBR074W	0.13637287682498345	0.03213575989819591
YBR076W	0.3763737182961345	0.29103013018580876
YBR077C	-1.2624190311139203	-0.8640084121587525
YBR078W	0.0050390604599885635	-0.48816092246444615
YBR081C	-1.9733696925941644	-1.2858513880550773
YBR082C	0.5817913043388422	-0.19039588000937907
YBR083W	0.18405660967373022	0.4044542722739771
YBR084C-A	1.3743044024029611	0.8140180544438189
YBR084W	0.2686491192775944	-0.5530313673281205
YBR085W	0.42108689593894494	0.1644838785329864
YBR089C-A	-0.5141714045095604	-0.5419431641707283
YBR090C	0.36074159956180596	-0.008151639175822506
YBR092C	-0.2243391967887245	-0.27430511322961765
YBR093C	0.19829342496018373	0.07528406791739688
YBR094W	-0.4486694675816242	0.06689326790831475
YBR095C	0.014228023676436424	-0.5697186135266303
YBR097W		
YBR098W	0.006905921175779753	-0.0512975353174877
YBR099C	-0.32198429085938696	0.1394297283531228
YBR101C		
YBR103W	0.3050614814033405	0.08090725471675118
YBR104W	0.3816921735269085	-0.835375810481969
YBR105C	0.9769504149539907	-0.13340545633159745
YBR106W	0.17331810980758647	-0.7667945549674522
YBR107C	-0.3181855257666112	-0.6416749187694558
YBR108W	-0.14818352620257383	-0.21348968180558103
YBR111C	-0.37163257402659156	-0.30161560305630897
YBR112C		
YBR113W	-0.37176863776274066	-0.26910161187989107
YBR114W	-1.1253014745803307	-0.22475984364778875
YBR115C	-0.15419528801635052	0.26896891661973876
YBR116C	-0.18418286575718137	-0.1833520991166061
YBR119W	-0.28735760221504714	-0.3246909853356819
YBR120C	1.2688309677535485	0.24913550542061738
YBR121C	0.32483030050174166	-0.21165335775659433
YBR122C	0.8652442937521639	0.7182149068361863
YBR125C	0.45908295451062237	0.8226512237281609
YBR126C	0.7133327101402739	-0.8169962895912518
YBR127C	-2.0003347012992903	-0.356877855983909
YBR128C	-0.20749266995532265	0.08294396696086576
YBR129C	-1.1057034145744704	-0.7388258547060667
YBR130C	-0.10137492202223623	0.062397743624274825
YBR131W	0.1337397415329799	-1.3400493463478202
YBR132C	-0.24261915572660023	0.01716539677117376
YBR133C	0.3300107042499993	0.6773410779638767
YBR134W	-0.06176220150013678	0.05951850582572827
YBR137W	-0.1576639254545889	-0.11302031319413033
YBR138C	0.039883654674882286	-0.2113238149101824
YBR139W	0.15727028152977368	-0.10108331070982249
YBR141C	0.4967204663249766	-0.3446952786277136
YBR144C	0.00884977494206867	-0.23215472385427505
YBR145W	-0.0665904444859932	-0.24907666466621264
YBR146W	0.18674682570524767	0.11976075838724919
YBR147W	-1.1091865759175328	-0.06791552701810918
YBR148W	0.16054390762759277	0.18985261195204936
YBR149W	0.11607150109913232	0.3215560445322859
YBR150C	-0.4653294698205242	-0.7089185532494183
YBR151W	-0.4992627456176013	-0.9473031340119872
YBR156C	-0.13092935180726287	-0.048671881685143734
YBR157C	0.001433600386413095	-0.09284957826126272
YBR158W	0.20696167950239266	-0.11022301763147432
YBR159W	0.3781978845864502	-0.2282816031665388
YBR161W	0.341030925548361	-0.3726221582453372
YBR162C	-0.4109426830088104	-0.5324578156750799
YBR162W-A	-0.3556279020658154	-0.5813521248362707
YBR163W	0.9177208369337938	0.08485826783196015
YBR164C	-3.1370964643759844	-1.1671110331334817
YBR165W	0.17524437316136102	0.3222855296904217
YBR166C	0.2236074958510902	0.40412614071538033
YBR168W	0.14701760703458797	0.7038345848123014
YBR169C	-0.7581291991731723	-0.4373763694158882
YBR170C	0.41287925515003165	0.6007385534772075
YBR171W	-0.9769148436081834	-0.8985406030205442
YBR172C	0.5569774504413344	0.3276585813151718
YBR173C	-0.12117467169975363	-1.3042495718103502
YBR174C	0.5275521241021682	-0.49412773888971917
YBR175W	0.7200189972972341	-0.3663279976856964
YBR176W	0.01936327679393804	-0.7225604989679728
YBR177C	-0.37106433993052096	-0.2678357653552128
YBR178W	-0.2331164019289322	0.3751956382186382
YBR179C	1.0695162176826691	1.2388162040355437
YBR180W	0.03444693841041689	0.26201640475971816
YBR181C	0.0894761606754468	0.23959041905879394
YBR182C	0.23694208051573595	0.5192807170037874
YBR183W	0.25288344695669923	0.4531152563092634
YBR184W	-0.002570139061189807	0.006139734083539225
YBR185C	0.3697891803607955	0.08515746619458402
YBR186W	0.03626558086958607	-0.30482913731710715
YBR187W	-0.34115697818801893	-0.628096538459692
YBR188C	0.037366631330846244	-0.41914628887488453
YBR189W	-2.0150322100948848	0.581693113277362
YBR191W	-2.464904292030806	0.4948387111444589
YBR194W	1.3677723795666183	2.959429469368836
YBR195C	-0.37285858618034656	-0.15565377543666106
YBR197C	0.3773788744164453	0.02739267677040486
YBR199W	0.1412027498129564	0.4090328144879198
YBR200W	2.4268151999424075	1.5396021049142201
YBR201W	-0.2401530537708811	0.19690365664406828
YBR203W	-0.20879485797652197	0.3509282726368636
YBR204C	-0.05179776432273793	0.33080906324214937
YBR205W	0.214500810325166	0.04527782232811094
YBR206W	0.24856425161348636	0.042389250662215716
YBR207W	-0.3637338804971064	-0.6665643153795617
YBR208C	-0.03266083044383827	-0.5913227160418678
YBR209W	0.20126251836993286	0.15507046336354546
YBR210W	-0.028575086314318897	-0.16904049933790036
YBR212W	-0.04307863270702232	-0.08598493910625285
YBR213W	-0.019583103677582446	0.13674794758650355
YBR214W	-0.11655205416620762	0.23278795529968574
YBR215W	0.8215938904760922	2.6298548887074777
YBR216C	-0.17353758953862805	0.5757176677056397
YBR217W	0.08201050602389984	0.8060074321972948
YBR218C	-0.49611320979435647	-0.09702830188690659
YBR219C	-0.3291351330853587	-0.13078250442005981
YBR220C	0.13738496407521836	-0.10028030873274836
YBR221C	-1.0698530011786638	-1.3071152992450792
YBR222C	-0.21351220246969896	0.018536106069730957
YBR223C	-0.09011292243147373	-0.23301576310943725
YBR224W	-0.004569029073172628	0.279233852085546
YBR225W	0.4502323183527852	1.0877039930562813
YBR226C	0.2378073754171746	1.785560002406378
YBR227C	-0.06486576965628808	0.4563582914496685
YBR228W	0.4410513074072464	0.8199805695755396
YBR229C	0.5786244682673785	1.120691207429699
YBR230C	0.07340040570528346	0.1130019703726114
YBR231C	-3.8648367946506794	-1.4451646305461434
YBR232C	-0.0866596939465218	-0.4321162315931198
YBR233W	0.49801299111836145	-0.0262914547601097
YBR235W	0.11443945154072506	-0.7972770793072257
YBR238C	1.0648120259302978	0.759362287584846
YBR239C	0.1982044230147377	-0.1288016062701836
YBR240C	0.4112490458276457	-0.0684186466318173
YBR241C	0.3005915943794	0.25491607810367484
YBR242W	0.43326693976339414	0.7136106730572702
YBR244W	0.2684138219739768	0.37261306165429525
YBR245C	-0.12242280791169514	0.08185447580101765
YBR246W	-0.7089849539692679	0.08660486144090133
YBR248C	-0.9334656974838461	-0.5197542082475313
YBR249C	0.40866242566859273	0.1945426246990411
YBR250W	0.33611794054987304	-0.011498402642493234
YBR251W	0.9403770691295968	-0.1417095809128102
YBR255W	1.0033946641334437	-0.06671053753183667
YBR258C	-0.04240782662952343	-0.21667793439932506
YBR259W	-0.0022388944306324706	-0.16611075416992319
YBR260C	0.09734370187158685	0.16707840455511724
YBR261C	0.2875534877276226	0.23131620617927587
YBR262C	0.4974198702314352	0.2574970188295026
YBR263W	0.35501719498988454	0.5693880824133278
YBR264C	0.054106412277364804	0.31219750346352615
YBR266C	1.484799043513502	0.9042927343494874
YBR267W	1.0135494784493762	-0.5416697751202645
YBR268W	3.8938274576889103	4.416351505210692
YBR269C	-0.44204518850929503	-1.0417035393501675
YBR270C	-0.7965705192273412	-0.250330245426266
YBR271W	0.14442550265831294	0.2430254709306908
YBR272C	-0.5693285941028164	-0.23196011694536578
YBR273C	0.03281207002912079	0.012212330333003061
YBR274W	-0.3625529886087095	-0.23606907040383088
YBR275C	-0.5834157541551114	-0.4064948724556655
YBR276C	-0.4578904599764511	-0.04952926418012041
YBR277C	-0.1956759900675712	-0.7951656755486062
YBR278W	-0.37529794831700725	-1.247539936813263
YBR279W	-0.2986426124827733	0.49613727732739676
YBR280C	-0.06189850128423126	-0.17873637269480533
YBR281C	-0.618059744920006	-1.2353731253430165
YBR282W	0.7299711388584463	0.1354483727539805
YBR283C	-0.5893073391180296	-0.767676810751567
YBR284W	-0.3563607751174997	-1.2179831909184375
YBR285W	0.2354571726672817	-0.1487895134347842
YBR286W	-0.6866246016410996	-1.150715865260698
YBR287W	-2.338239397657331	-0.919926201027071
YBR288C	2.6660220871921245	-0.22823864934244004
YBR289W	-2.2605021385048434	-1.1151370102977796
YBR290W	-1.2739597149133375	-0.33329793123511237
YBR291C	-1.0521286362923292	-0.9370385914808499
YBR292C	0.23894737044884995	0.30645819527937423
YBR293W	0.30495822628429725	0.23028916261275018
YBR294W	-0.611479368797914	-0.7116015726754946
YBR295W	-0.8420186695585686	-0.9811400300049326
YBR296C	0.6007612992095808	-0.15366258064276722
YBR297W	-0.5439469090422987	-1.2847890274977392
YBR298C	-0.41359042318410066	-1.2323388601291803
YBR299W	-0.6760404328966331	-0.6140044803913692
YBR300C	-0.6283060780326838	-0.5862038216171265
YBR301W	-0.6883801565660322	-0.5519964053385596
YCL001W	-0.727063277072892	-0.5622424237003906
YCL001W-A	-0.769623852504681	-1.3248622510079526
YCL002C	0.039607594050051834	-0.1931888940598602
YCL005W	0.16368656744195223	-0.5241119578732304
YCL007C		
YCL008C	-0.5927967511232946	-0.42379279778658174
YCL009C	-0.05308413730741438	0.19924933228376154
YCL010C	0.033853149025564265	0.6251293898385877
YCL011C	0.07743291893581379	-0.0547403440219037
YCL014W	0.6168764526467654	-0.1648930360553406
YCL016C	-1.7078819872742117	-1.2542947285488486
YCL022C	-0.048076336486088535	-0.03894737593082595
YCL023C	0.7575149464038949	0.7913249679571375
YCL024W	-0.06861710307733579	0.003445656678610503
YCL025C	0.07238259534885716	0.27852523108514665
YCL026C-A	-0.3093536276694595	-0.32809803002094934
YCL027W	-0.0944126972928465	0.15658951404030763
YCL028W	0.3741987535520991	0.6815314495614998
YCL029C	-0.13200687534350142	0.39808004957236404
YCL030C	-0.3172503383474555	0.27610580379756733
YCL032W	-0.8182464917775496	-0.755850785731244
YCL033C	-1.0207072310494265	-1.0846603054915367
YCL034W	0.3907567088334819	-0.3041612996301805
YCL035C	-0.5459475568014625	-0.680034369234181
YCL036W	-0.6449081643249445	-1.2672772181562009
YCL037C	-1.3880221442105654	-0.9334880663636664
YCL038C	-1.111720240609328	-1.0005440633659315
YCL039W	-0.16398989786043414	0.20157710614359628
YCL040W	0.10923968574080219	0.5637122109092824
YCL042W	0.23866263282228223	0.5027297642692001
YCL044C	0.6348851043327157	0.5737790249302407
YCL045C	0.04985314301280562	0.36011057700609633
YCL046W	-0.25901973203849804	0.1115994882979831
YCL047C	-0.5481990709541246	-0.20800347284252205
YCL048W	0.0696419616333913	0.09864482748212904
YCL049C	0.3569739955170107	0.03051961552084996
YCL050C	-0.6269451785410494	-0.8958403269873162
YCL051W	-0.2827480472615741	-0.6311107941306251
YCL055W	-0.06367422937302676	-0.3518025183914332
YCL056C	-1.0330727268595699	-0.8113909431417264
YCL057W	0.05136796298543112	0.020479816010173603
YCL058C	0.04665226628092069	-0.3736652609477584
YCL061C	-1.3621833535439565	-0.4566172448233924
YCL063W	0.06427733169570664	0.39737614166796353
YCL064C	-0.5613759206720417	-0.2610476204324074
YCL069W	0.2934416826869076	0.008268923700455188
YCL076W	0.8796347756737395	0.3259610498936764
YCR001W	0.28137506926140704	0.3530177427223657
YCR002C	-0.525834208548454	-1.3390762466218662
YCR003W	0.9527688631180626	-0.06814961946745501
YCR004C	1.7983745480956306	0.4840837140465482
YCR005C	-0.3199259460821891	-0.2560081303186767
YCR006C	-0.22140875503251883	-0.06119073511545673
YCR007C	0.25090031446448496	0.08848145621650519
YCR008W	-1.2648905830201347	-0.32405189087223596
YCR009C	-3.13229832718528	-1.304657935790703
YCR010C	0.3964161101158699	0.558170910302158
YCR011C	0.7159186724567903	0.6540195039453822
YCR014C	0.8772045887966251	0.6593397771685394
YCR015C	0.33620923741007835	0.11178874225601104
YCR016W	0.5106539020336471	0.17535940660311028
YCR017C	-0.6017168548631006	-0.7708674810308525
YCR019W	-1.1095665192460231	-0.7991390135316918
YCR020C	0.3127562324485808	0.16554072364878195
YCR020C-A	0.7530402688183778	0.9584020431359505
YCR020W-B	-2.7655289231994797	-1.252046011732973
YCR021C	0.3249461684238087	0.17610391291753863
YCR022C	0.3477279623244001	0.2844109345587482
YCR023C	0.07445748732855895	0.22831325161941002
YCR024C	4.094962178070664	7.592312746460619
YCR024C-A	-0.7354267652276477	-1.0889454877816975
YCR025C	-0.7645570060789816	-1.0721158188274083
YCR026C	-1.0570286853694466	-1.0254231994667173
YCR027C	-0.7331718934068177	-1.2686846088618757
YCR028C	-1.3671323946411686	-0.14245417755253648
YCR028C-A	0.8585404908975153	0.5353592593059364
YCR030C	-1.4224324341086143	-0.957539795372368
YCR031C	0.4267150387667948	-0.46455006856665226
YCR032W	-0.2328700532602303	0.4768770918476927
YCR033W	-0.1869727475994079	-0.05560557397295123
YCR034W	-0.8353881117664615	-0.7871846999625557
YCR036W	-0.9601064346725845	-1.2955411260588856
YCR037C	2.1503272876967254	4.162938129797781
YCR043C	0.33992462267754137	0.0005188364919545462
YCR044C		
YCR045C	-1.1250382852368346	-1.2043013504962237
YCR046C	-0.03221928181394599	0.0746705927733408
YCR047C	-1.6652037515357903	-1.163148376624523
YCR048W	-1.2196727717562048	-1.2445879141095606
YCR049C	-0.11829054225035554	0.03808360337105051
YCR050C	-0.8878582094729226	-1.105620147123971
YCR051W	0.3815820912840484	0.2869212221201127
YCR053W	-0.04550496392523318	-0.4101794148968452
YCR059C	0.26227128706340963	0.16645550837583856
YCR060W	0.1303542916127103	-0.3528260732785521
YCR061W	-0.4589618101460024	-0.7275631458216624
YCR063W	-1.0722456843411383	-1.044288026104277
YCR065W	-0.6793763735367276	-0.4043503663056834
YCR066W	0.1424751001311873	-0.2152386486031941
YCR067C	-0.5197507542202072	-0.6876096385222183
YCR068W	-0.39232461663396806	-1.267389276615618
YCR069W	-0.36553881053484877	-0.3858785286675963
YCR071C	0.215855682693819	-0.011536098034244307
YCR073C	-0.10436102701558607	-0.02176037810737063
YCR073W-A	-0.12400241517576362	-0.18000112376538097
YCR075C	0.05942452223835844	0.10569265262811292
YCR076C	-0.5310805022486186	-0.8004847756332487
YCR077C	0.1723981426880163	0.012728481897483128
YCR079W	0.40120022264060023	-0.5284748455732275
YCR081W	-0.37294362478001536	-0.5558685645400353
YCR082W	0.028711125270207187	-0.0517723100823196
YCR083W	-0.1753368504031332	-0.003524075218386529
YCR084C	0.7661230039468032	-2.2176450124701463
YCR085W	-0.8267495211299105	-1.1386449511127463
YCR086W	-1.1883074761129153	-0.4144428473576814
YCR087C-A	-0.6261485404808961	-1.0179597689045994
YCR087W	-0.5835406396192745	-0.9978905187421204
YCR088W	-0.10459348527277665	-0.259917809717684
YCR089W	-0.31055202915817925	-0.43336584371569803
YCR090C	3.4825473675266294	2.931740806665762
YCR091W	0.0391263589557205	1.0882242132420812
YCR092C	-0.4220169720176377	-0.5842919926188002
YCR094W	-1.9579227203318164	-0.17024691194875463
YCR095C	-0.7972138737538406	-0.20146241097770243
YCR098C	2.0768992306985252	2.049270051982477
YCR099C	3.181683098790556	7.540026649317544
YCR100C	2.0939964101275743	4.643029074229835
YCR101C	3.5481376996367335	6.694018356207468
YCR102C	0.13732058695446642	-0.09318792148327047
YCR102W-A	-0.6486710263265587	-0.15595756788410592
YCR105W	0.18117598957498507	-0.025754103389369135
YCR106W	0.2301829929493334	-0.46514232549185935
YCR107W	-0.5416336289725823	-0.5439610271189455
YDL001W	1.886684753544102	1.4922844500626027
YDL002C	0.6476427904388967	0.7719204818756896
YDL006W	-1.9228703900488733	-1.3824975745155224
YDL009C	-0.4480915172034464	0.31970070324473426
YDL010W	-0.1077084987139967	-0.013061624449810114
YDL011C	-0.2726064000978161	-0.20603449249469294
YDL012C	-0.008235091069219134	0.42166252337405724
YDL013W	1.830562591728977	0.47995280566460635
YDL018C	0.5317239995625135	0.2594539239631426
YDL019C	0.5069193992946257	0.3986182181246544
YDL020C	0.20789415094626224	0.4710882654248251
YDL021W	0.5547308945529846	-0.19938203867454343
YDL022W	0.34771388958895805	-0.7765140044096711
YDL023C	0.5279808761436243	-0.947833029884857
YDL024C	-0.4915685054503277	-0.473511634906875
YDL025C	-0.40750816268449924	0.1648092495210259
YDL026W	-0.8516305541382828	-0.5925435524962789
