orf	hap a | growth (colony size) | manganese(II) chloride [12 mM] | Chesi A~Gitler AD, 2012	hap a | growth (colony size) | manganese(II) chloride [25 mM] | Chesi A~Gitler AD, 2012
YBL027W	0.629690949227373	0.413355408388521
YBL028C	0.4854318418314256	0.25858480749219565
YBL029W	0.89987714987715	0.5472972972972974
YBL031W	0.5556167400881057	0.2053964757709251
YBL032W	0.8988902589395809	0.4519112207151665
YBL033C	0.9297435897435898	0.3323076923076923
YBL036C	0.6941798941798941	0.2058201058201058
YBL037W	0.6160815402038505	0.19026047565118911
YBL038W	0.728744939271255	0.23178137651821862
YBL039C	0.5628385698808234	0.2161430119176598
YBL042C	0.7442791762013731	0.3220823798627002
YBL043W	0.7121212121212122	0.31313131313131315
YBL044W	1.1370558375634519	0.4898477157360405
YBL045C	0.7612866817155757	0.3436794582392777
YBL046W	0.6664826062948648	0.24627277747101048
YBL047C	0.29899630216587425	0.14896988906497624
YBL048W	0.8307210031347964	0.39122257053291537
YBL049W	0.7165028453181583	0.21934816347646147
YBL051C	0.6298870547350129	0.16941789748045177
YBL052C	0.6236933797909409	0.203086112493778
YBL053W	0.6225923997917752	0.20510150963040083
YBL054W	0.6199677938808373	0.2109500805152979
YBL055C	0.620950323974082	0.3326133909287257
YBL056W	0.7043988269794721	0.3231671554252199
YBL057C	0.6704480998298356	0.3136698808848554
YBL058W	0.5656370656370656	0.2413127413127413
YBL059W	0.694267515923567	0.2686740011580776
YBL060W	0.6693154034229828	0.2720048899755501
YBL061C	0.6664663461538463	0.22415865384615385
YBL062W	0.7645569620253164	0.24151898734177213
YBL063W	0.6429758935993349	0.1741479634247714
YBL064C	0.7656065959952886	0.24852767962308597
YBL065W	0.6386243386243385	0.22486772486772486
YBL066C	0.6339904102290891	0.25732551944592436
YBL067C	0.6951841359773371	0.31444759206798867
YBL068W	0.6833998859098687	0.2869366799771819
YBL069W	0.6913018760659465	0.3007390562819784
YBL070C	0.6330275229357798	0.2448394495412844
YBL071C	0.6882661996497373	0.23934617629889082
YBL072C	0.5989430416911333	0.16793893129770993
YBL075C	0.7243775332947308	0.24551244933410543
YBL078C	0.7380467955239064	0.26042726347914547
YBL079W	0.6477033291192583	0.16182048040455121
YBL080C	0.7261774370208106	0.20317634173055862
YBL081W	0.6183083511777302	0.26659528907922914
YBL082C	0.6326310102647218	0.24365207995678012
YBL083C	0.6312968917470525	0.26688102893890675
YBL085W	0.7788829380260137	0.351185921958684
YBL086C	0.6493506493506493	0.27813852813852813
YBL087C	0.7056778679026651	0.25955967555040554
YBL088C	0.6936781609195402	0.3218390804597701
YBL089W	0.7563025210084033	0.30552220888355336
YBL090W	0.7844482561463694	0.2521440823327616
YBL091C	0.624441132637854	0.19672131147540983
YBL091C-A	0.6862106406080347	0.25895765472312704
YBL093C		
YBL094C	0.591728525980912	0.1489925768822906
YBL095W	0.6967120181405896	0.24886621315192745
YBL096C	0.7171775592828223	0.24638519375361478
YBL098W	0.6431287343834873	0.22813688212927757
YBL099W	0.7895910780669145	0.23048327137546468
YBL100C	0.7490196078431373	0.2164705882352941
YBL101C	0.6295491580662683	0.17762085822922327
YBL102W	0.5694524495677232	0.21786743515850143
YBL103C	0.7078260869565217	0.40173913043478265
YBL104C	0.4320574162679426	0.11339712918660287
YBL106C	0.739456419868791	0.26804123711340205
YBL107C	0.6376975169300225	0.20917983446200153
YBR001C	0.6052845528455284	0.19471544715447153
YBR003W	0.772145144076841	0.2353255069370331
YBR005W	0.5085940943146761	0.14587924195680915
YBR006W	0.6528373867429661	0.2708631378159275
YBR007C	0.6919686581782567	0.24191968658178256
YBR008C	0.6845861084681256	0.25166508087535683
YBR009C	0.7159569489939167	0.2676649508656995
YBR010W	0.7296157450796625	0.2563261480787254
YBR012C	0.7061589092618712	0.24165491302303715
YBR013C	0.7339983374896093	0.24023275145469658
YBR014C	0.9242761692650334	0.5456570155902004
YBR015C	0.5933179723502304	0.1586021505376344
YBR016W	0.6083561108941821	0.21241702459976575
YBR018C	0.6162376237623762	0.2198019801980198
YBR019C	0.6415410385259632	0.21608040201005024
YBR020W	0.6379804934021801	0.20309810671256454
YBR021W	0.5825285338015803	0.1826163301141352
YBR022W	0.6301030927835051	0.19257731958762886
YBR023C	0.6624895572263992	0.17376775271512113
YBR024W	0.7029657089898054	0.19647822057460612
YBR025C	0.6383574428371441	0.17452169855342978
YBR026C	0.5497403116260487	0.12345185777067519
YBR027C	0.6217118997912316	0.20542797494780793
YBR028C	0.5651151857075694	0.2059238363892807
YBR030W	0.629822732012513	0.235140771637122
YBR031W	0.7283170591614014	0.2963813900057438
YBR032W	0.8636629607957871	0.3750731421884143
YBR033W	0.7300714678394722	0.23914238592633313
YBR034C	0.7232191408374116	0.3197389885807504
YBR035C	0.815018315018315	0.27533577533577536
YBR036C	0.3141062250142776	0.0
YBR037C	0.9019346230820547	0.2588392261507672
YBR040W	0.7155807365439093	0.2413597733711048
YBR041W	0.875912408759124	0.2549530761209593
YBR042C	0.7594239728928419	0.25836509953409575
YBR043C	0.6509785647716683	0.21901211556383968
YBR044C	0.5219957081545064	0.13894849785407723
YBR045C	0.6738777717685235	0.23093564088696591
YBR046C	0.6994031470428649	0.25827455236028213
YBR047W	0.7156424581005587	0.3670391061452514
YBR048W	0.6895874263261297	0.266535690897184
YBR050C	0.6867945823927766	0.2844243792325057
YBR051W	0.6270010672358592	0.24599786552828176
YBR052C	0.7007510109763142	0.25014442518775276
YBR053C	0.7145369284876906	0.21805392731535758
YBR054W	0.7162764771460424	0.21962095875139356
YBR056W	0.5849738850944154	0.14383286460425873
YBR057C	0.6254102203469293	0.21378340365682139
YBR058C	0.5351882160392799	0.08183306055646482
YBR059C	0.6694915254237288	0.21525423728813559
YBR061C	0.7046413502109705	0.19710669077757687
YBR062C	0.7002129925452609	0.27103301384451545
YBR063C	0.6734584450402146	0.25790884718498663
YBR064W	0.7040261153427639	0.25081610446137104
YBR065C	0.7295888824551245	0.2460914881297047
YBR066C	0.7781269641734758	0.1835323695788812
YBR067C	0.7292940522512507	0.22734852695942193
YBR068C	0.6289333878218226	0.18308132407029018
YBR069C	0.7202956225127913	0.2535531552018192
YBR071W	0.6905555555555555	0.20388888888888887
YBR072W	0.6506811989100818	0.22779291553133518
YBR073W	0.6789146410401357	0.2572074618428491
YBR074W	0.6779330028541386	0.23914676280606884
YBR076W	0.7086834733893558	0.26666666666666666
YBR077C	0.4987106756059824	0.14388860237235687
YBR078W	0.6611056591429506	0.1838403663722604
YBR081C	0.4076190476190476	0.09904761904761904
YBR082C	0.7350029120559115	0.215492137449039
YBR083W	0.6840425531914894	0.27872340425531916
YBR084C-A	0.8365448504983388	0.32225913621262453
YBR084W	0.6948810963321241	0.1769447803305119
YBR085W	0.7144124168514413	0.2532150776053215
YBR089C-A	0.5945810336176618	0.17812343201204214
YBR090C	0.7066805845511482	0.2348643006263048
YBR092C	0.631716223265519	0.20657276995305165
YBR093C	0.6858666666666667	0.24373333333333336
YBR094W	0.6029735682819383	0.24284140969162993
YBR095C	0.6622830089426618	0.1751709626512362
YBR097W		
YBR098W	0.6613448534936137	0.2302779864763336
YBR099C	0.6192052980132451	0.25055187637969095
YBR101C		
YBR103W	0.6995464852607709	0.24433106575963717
YBR104W	0.7093649085037674	0.14693218514531753
YBR105C	0.7856332703213611	0.22155009451795843
YBR106W	0.6826666666666666	0.15422222222222223
YBR107C	0.6196920205319645	0.1675221651889874
YBR108W	0.6414737836561172	0.2130373169579594
YBR111C	0.6128440366972477	0.2036697247706422
YBR112C		
YBR113W	0.6128266033254157	0.20712589073634208
YBR114W	0.5162790697674419	0.21183932346723044
YBR115C	0.6407035175879396	0.264321608040201
YBR116C	0.6368613138686131	0.21624087591240876
YBR119W	0.6236418948283354	0.2012168622338114
YBR120C	0.8230309072781656	0.2622133599202393
YBR121C	0.7020793950850662	0.21323251417769376
YBR122C	0.7713207547169811	0.3120754716981132
YBR125C	0.7192807192807192	0.32317682317682317
YBR126C	0.7518568534773802	0.1488858879135719
YBR127C	0.4041641151255358	0.19779546846295162
YBR128C	0.6338747099767981	0.2445475638051044
YBR129C	0.5187901008249312	0.15719523373052244
YBR130C	0.6474712068102153	0.242363545317977
YBR131W	0.6775956284153005	0.0932864949258392
YBR132C	0.6293740758994578	0.23755544603252832
YBR133C	0.7027431421446384	0.3077306733167082
YBR134W	0.6525466464952092	0.24205748865355523
YBR137W	0.6402590931738914	0.223716990533134
YBR138C	0.6655701754385965	0.2132675438596491
YBR139W	0.6806105144149237	0.22498586772187676
YBR141C	0.7241030823648308	0.1990904497220819
YBR144C	0.6615939126952342	0.2110532639167
YBR145W	0.6519280205655527	0.20925449871465293
YBR146W	0.6843872411863459	0.24846110800223842
YBR147W	0.5183438155136268	0.22851153039832287
YBR148W	0.6810299527062532	0.255911718339464
YBR149W	0.6753318584070797	0.26991150442477874
YBR150C	0.600838980316231	0.16037431429493385
YBR151W	0.5964912280701754	0.13503455608718767
YBR156C	0.643684500827358	0.23055708769994485
YBR157C	0.6606437041219649	0.22586109542631283
YBR158W	0.6869772998805257	0.22401433691756273
YBR159W	0.7089171974522293	0.21146496815286622
YBR161W	0.7041551246537396	0.1961218836565097
YBR162C	0.6078073695731485	0.17913170375775264
YBR162W-A	0.6148946594806467	0.1739343459088682
YBR163W	0.7780443911217757	0.244751049790042
YBR164C	0.2585147962032384	0.11166945840312675
YBR165W	0.6829134720700987	0.26998904709748084
YBR166C	0.6891100702576112	0.2786885245901639
YBR168W	0.6792968749999999	0.310546875
YBR169C	0.5633235724743778	0.18923865300146414
YBR170C	0.7133608004708651	0.29958799293702176
YBR171W	0.5352913311226907	0.14021790620558977
YBR172C	0.7318235995232418	0.27056019070321813
YBR173C	0.6449343339587242	0.09709193245778612
YBR174C	0.7280534351145039	0.183206106870229
YBR175W	0.752713544124587	0.19679093912222745
YBR176W	0.6629409710094306	0.1589242053789731
YBR177C	0.612916842549599	0.20726044744617983
YBR178W	0.6305916305916306	0.2756132756132756
YBR179C	0.7974934036939314	0.36741424802110817
YBR180W	0.6648735879505111	0.263582571274879
YBR181C	0.6719242902208201	0.261198738170347
YBR182C	0.6908185840707964	0.29092920353982304
YBR183W	0.6928610957387935	0.28389596015495294
YBR184W	0.6601307189542484	0.2363834422657952
YBR185C	0.7078398195149463	0.24478285391990975
YBR186W	0.6651066042641706	0.20332813312532502
YBR187W	0.6167487684729064	0.16896551724137931
YBR188C	0.6652476780185759	0.19117647058823528
YBR189W	0.4022809745982375	0.2975635044064282
YBR191W	0.34464043419267304	0.28833107191316143
YBR194W	0.8357079252003562	0.5503116651825468
YBR195C	0.6126869520371325	0.2191851469829809
YBR197C	0.7088122605363985	0.2386425834701697
YBR199W	0.6785518376302798	0.2792100932528799
YBR200W	0.9713993871297243	0.3993871297242084
YBR201W	0.6296900489396411	0.25666122892876564
YBR203W	0.6337078651685393	0.2730337078651685
YBR204C	0.6538233550681684	0.2708950800237107
YBR205W	0.6879432624113475	0.24054373522458627
YBR206W	0.6923076923076923	0.24023668639053256
YBR207W	0.6138560687432868	0.1648764769065521
YBR208C	0.6562753036437247	0.1728744939271255
YBR209W	0.6862470862470863	0.2522144522144522
YBR210W	0.6567987957852484	0.2177621675865529
YBR212W	0.6549405069839627	0.22659079151577857
YBR213W	0.6579509071504803	0.25026680896478126
YBR214W	0.6455266138165345	0.260475651189128
YBR215W	0.7657279808268423	0.5152786099460754
YBR216C	0.6382252559726962	0.29692832764505117
YBR217W	0.6709677419354838	0.32140762463343103
YBR218C	0.5968947671075331	0.2254169062679701
YBR219C	0.6182890855457227	0.22182890855457227
YBR220C	0.6780626780626781	0.22507122507122507
YBR221C	0.5233834892232615	0.09678731191541277
YBR222C	0.6331034482758621	0.23770114942528736
YBR223C	0.6489141675284384	0.2109617373319545
YBR224W	0.6598746081504702	0.2654127481713689
YBR225W	0.7181467181467182	0.35135135135135137
YBR226C	0.6909294512877939	0.425531914893617
YBR227C	0.6521489971346704	0.2842406876790831
YBR228W	0.7169703872437357	0.3228929384965831
YBR229C	0.7345971563981043	0.35485781990521326
YBR230C	0.6698645598194132	0.2477426636568849
YBR231C	0.16527196652719664	0.08211297071129707
YBR232C	0.6493566176470588	0.18979779411764702
YBR233W	0.7242686890574215	0.23293607800650054
YBR235W	0.6751227495908347	0.1509819967266776
YBR238C	0.7968906720160481	0.31644934804413244
YBR239C	0.6858552631578947	0.22203947368421054
YBR240C	0.7131519274376417	0.22845804988662133
YBR241C	0.6989737742303308	0.2628278221208666
YBR242W	0.7159730033745781	0.31158605174353204
YBR244W	0.694850948509485	0.2753387533875339
YBR245C	0.644774414620217	0.24443175328383782
YBR246W	0.569620253164557	0.24493670886075952
YBR248C	0.5408583186360965	0.18048206937095826
YBR249C	0.7128205128205128	0.2564102564102564
YBR250W	0.7035256410256411	0.23450854700854704
YBR251W	0.7809472551130248	0.2206673842841765
YBR255W	0.7890214797136038	0.2286396181384248
YBR258C	0.6550264550264551	0.2126984126984127
YBR259W	0.6601731601731602	0.21807359307359309
YBR260C	0.6729323308270677	0.2534908700322234
YBR261C	0.697303247110622	0.26031920748486514
YBR262C	0.7241926945473796	0.26310217046056117
YBR263W	0.7059471365638765	0.2962555066079295
YBR264C	0.6673924877517692	0.26891671203048445
YBR266C	0.8507021433850702	0.3318551367331855
YBR267W	0.7903225806451613	0.17815249266862168
YBR268W	1.159362549800797	0.7051792828685259
YBR269C	0.6038223140495868	0.125
YBR270C	0.5583982202447163	0.20912124582869857
YBR271W	0.678964757709251	0.2615638766519824
YBR272C	0.5875139353400223	0.211073950204385
YBR273C	0.6646641179683234	0.23702894593118512
YBR274W	0.6140073723012112	0.21063717746182203
YBR275C	0.5857089966679008	0.19252128841169938
YBR276C	0.6017921146953404	0.23046594982078855
YBR277C	0.6353887399463808	0.1512064343163539
YBR278W	0.612374405076679	0.10312004230565837
YBR279W	0.6221959858323495	0.28846910665092484
YBR280C	0.6525291828793774	0.21673151750972763
YBR281C	0.581270182992465	0.10441334768568353
YBR282W	0.7539886773031395	0.2501286670097787
YBR283C	0.584954128440367	0.15412844036697246
YBR284W	0.6148007590132828	0.10626185958254271
YBR285W	0.6906283280085197	0.2199148029818956
YBR286W	0.5724852071005917	0.11341222879684419
YBR287W	0.3608695652173913	0.13794466403162053
YBR288C	1.0020481310803893	0.2114695340501792
YBR289W	0.37082976903336184	0.11719418306244653
YBR290W	0.49723200805234014	0.2003019627579265
YBR291C	0.5256544502617801	0.13612565445026178
YBR292C	0.691075514874142	0.26830663615560646
YBR293W	0.6995332555425904	0.2602100350058343
YBR294W	0.5821133036282623	0.16008911521323999
YBR295W	0.5525751072961372	0.13143776824034334
YBR296C	0.7374334713187464	0.21939680662329986
YBR297W	0.5907660020986358	0.09916054564533053
YBR298C	0.6074681238615665	0.10473588342440802
YBR299W	0.5738413197172035	0.1704634721131186
YBR300C	0.579957356076759	0.1734186211798152
YBR301W	0.5722602739726027	0.17705479452054795
YCL001W	0.5673039406944986	0.1759656652360515
YCL001W-A	0.5618508026440038	0.09490084985835694
YCL002C	0.66553480475382	0.21519524617996602
YCL005W	0.6814326107445805	0.18001885014137606
YCL007C		
YCL008C	0.5845070422535211	0.19068255687973995
YCL009C	0.6536585365853659	0.25691056910569104
YCL010C	0.664797507788162	0.30218068535825543
YCL011C	0.6703812316715542	0.22991202346041054
YCL014W	0.7394982497082847	0.21820303383897316
YCL016C	0.4416350611040876	0.10240202275600506
YCL022C	0.654300168634064	0.23159078133783026
YCL023C	0.7575177692728267	0.31984691088026246
YCL024W	0.6516683518705764	0.23609706774519715
YCL025C	0.6697341513292434	0.26533742331288346
YCL026C-A	0.6208236208236207	0.20085470085470086
YCL027W	0.6483632523759238	0.25237592397043296
YCL028W	0.7084048027444254	0.3081761006289308
YCL029C	0.6435464414957781	0.2780458383594692
YCL030C	0.6198118428334255	0.26508024349750964
YCL032W	0.55562095350206	0.15538552089464389
YCL033C	0.5296803652968036	0.12043378995433789
YCL034W	0.7105263157894737	0.20339912280701755
YCL035C	0.5905096660808435	0.1634446397188049
YCL036W	0.5778301886792453	0.10102201257861636
YCL037C	0.48261758691206547	0.13650306748466257
YCL038C	0.5180191858957739	0.12937516204303864
YCL039W	0.6394485683987275	0.25715800636267233
YCL040W	0.6744565217391304	0.2956521739130435
YCL042W	0.691039032435404	0.2891698735568994
YCL044C	0.7418056354226568	0.29672225416906267
YCL045C	0.6668475311991319	0.27400976668475313
YCL046W	0.6272727272727272	0.24759358288770053
YCL047C	0.5902211874272411	0.21362048894062866
YCL048W	0.6693830034924331	0.2462165308498254
YCL049C	0.7061978545887961	0.23897497020262212
YCL050C	0.5801317233809	0.14050493962678373
YCL051W	0.6242325010233319	0.1686451084731887
YCL055W	0.6523016650342801	0.1983349657198825
YCL056C	0.5280960174577196	0.14948172394980905
YCL057W	0.6670416197975253	0.23790776152980878
YCL058C	0.6664374140302614	0.19601100412654746
YCL061C	0.48592822101729927	0.18719339013684483
YCL063W	0.668695652173913	0.27797101449275363
YCL064C	0.5885328836424958	0.20798201236649802
YCL069W	0.6980576809888168	0.23660977045320775
YCL076W	0.7731645569620252	0.270379746835443
YCR001W	0.6965116279069766	0.27325581395348836
YCR002C	0.593086719223772	0.0933899332929048
YCR003W	0.7825349724459517	0.22848664688427298
YCR004C	0.8908794788273615	0.28718783930510317
YCR005C	0.6194690265486725	0.20851769911504428
YCR006C	0.6320916905444127	0.22922636103151867
YCR007C	0.6926070038910506	0.24513618677042803
YCR008W	0.49839400428265523	0.2012847965738758
YCR009C	0.2591295647823912	0.09704852426213106
YCR010C	0.7112514351320322	0.2950631458094145
YCR011C	0.7521881838074398	0.3052516411378556
YCR014C	0.7728531855955679	0.3058171745152355
YCR015C	0.703537338573835	0.24761370016844472
YCR016W	0.7258883248730964	0.25437112239142695
YCR017C	0.5833641404805915	0.15378927911275417
YCR019W	0.5182951347004423	0.15078407720144751
YCR020C	0.7005323868677906	0.25332741792369123
YCR020C-A	0.7569444444444444	0.3376068376068376
YCR020W-B	0.30612244897959184	0.10264105642256902
YCR021C	0.7020942408376963	0.2544502617801047
YCR022C	0.7050131926121372	0.26596306068601583
YCR023C	0.67	0.26
YCR024C	1.1851332398316972	1.0427769985974755
YCR024C-A	0.5662323561346363	0.11997828447339849
YCR025C	0.5625	0.12176724137931035
YCR026C	0.5250266240681577	0.12673056443024494
YCR027C	0.5665212649945474	0.10087241003271537
YCR028C	0.4852941176470588	0.22058823529411764
YCR028C-A	0.7704618198445359	0.2926383173296754
YCR030C	0.4782087165133947	0.13394642143142743
YCR031C	0.7151335311572701	0.18635014836795255
YCR032W	0.6306231943871234	0.2864217911679736
YCR033W	0.6365038560411311	0.22982005141388173
YCR034W	0.5534246575342465	0.15205479452054793
YCR036W	0.5374449339207048	0.09801762114537445
YCR037C	0.935973955507325	0.6782419967444384
YCR043C	0.7040133779264214	0.23578595317725753
YCR044C		
YCR045C	0.5163127912998446	0.10771620921802175
YCR046C	0.6563318777292576	0.24366812227074233
YCR047C	0.4471032745591939	0.11209068010075567
YCR048W	0.5041876046901173	0.10343383584589615
YCR049C	0.6453038674033148	0.23977900552486184
YCR050C	0.5467018469656992	0.11820580474934038
YCR051W	0.7093508040500298	0.2662298987492555
YCR053W	0.6546296296296296	0.19212962962962965
YCR059C	0.6940639269406392	0.2534246575342466
YCR060W	0.6771618625277163	0.19822616407982263
YCR061W	0.6016548463356974	0.15839243498817968
YCR063W	0.5230769230769231	0.12472527472527474
YCR065W	0.5734138972809668	0.19274924471299093
YCR066W	0.678714859437751	0.21285140562248997
YCR067C	0.5938661710037174	0.16263940520446096
YCR068W	0.6101928374655647	0.10101010101010101
YCR069W	0.6136248093543467	0.1947127605490595
YCR071C	0.6881168574812475	0.23450454007106197
YCR073C	0.6470886075949367	0.23341772151898732
YCR073W-A	0.6445720250521921	0.2165970772442589
YCR075C	0.6680738786279684	0.24696569920844327
YCR076C	0.5924145299145299	0.15064102564102563
YCR077C	0.682548794489093	0.23708381171067738
YCR079W	0.711864406779661	0.1795550847457627
YCR081W	0.6126760563380281	0.1766431924882629
YCR082W	0.6641386782231853	0.2302275189599133
YCR083W	0.6379947229551451	0.23535620052770448
YCR084C	0.7586206896551724	0.0
YCR085W	0.554531490015361	0.11469534050179213
YCR086W	0.5082063305978899	0.19167643610785465
YCR087C-A	0.5802337938363443	0.12752391073326247
YCR087W	0.5856929955290611	0.12965722801788376
YCR088W	0.6470588235294118	0.20810210876803553
YCR089W	0.6206700738216921	0.18966496308915387
YCR090C	1.1066666666666667	0.5473684210526316
YCR091W	0.6654731457800512	0.3514066496163683
YCR092C	0.6063884595569294	0.17362184441009787
YCR094W	0.40959821428571425	0.21763392857142855
YCR095C	0.5583157894736842	0.2143157894736842
YCR098C	0.9265658747300215	0.4535637149028077
YCR099C	1.0681179775280898	1.0372191011235954
YCR100C	0.9287564766839379	0.7292746113989638
YCR101C	1.1150705270972532	0.947290274684484
YCR102C	0.6780544296467863	0.22582513028372903
YCR102W-A	0.5773480662983426	0.21915285451197053
YCR105W	0.6836734693877551	0.23299319727891157
YCR106W	0.689952565761104	0.18628719275549807
YCR107W	0.5910623946037099	0.17790893760539628
YDL001W	0.9021943573667712	0.3943573667711599
YDL002C	0.7434402332361516	0.3177842565597668
YDL006W	0.41408934707903783	0.08877434135166093
YDL009C	0.603047619047619	0.26971428571428574
YDL010W	0.6466597077244259	0.23434237995824633
YDL011C	0.625531914893617	0.21382978723404256
YDL012C	0.6594048884165781	0.28055260361317746
YDL013W	0.8950036205648082	0.28674873280231716
YDL018C	0.728587962962963	0.2633101851851852
YDL019C	0.7254098360655737	0.2781030444964871
YDL020C	0.6870967741935484	0.28580645161290325
YDL021W	0.731535756154748	0.21453692848769051
YDL022W	0.7050113895216401	0.1531890660592255
YDL023C	0.7281083696178036	0.13497822931785197
YDL024C	0.5974770642201835	0.18539755351681955
YDL025C	0.6082474226804124	0.2532496638278799
YDL026W	0.5513435700575816	0.17274472168905952
YDL027C	0.6787878787878788	0.24462809917355371
YDL032W	0.8214285714285714	0.36358313817330207
YDL033C	0.845956354300385	0.3151476251604621
YDL034W	0.7176403207331042	0.2766323024054983
YDL035C	0.5439591605218378	0.19852524106636418
YDL036C	0.7139548349739433	0.28604516502605676
YDL037C	0.7005163511187608	0.2208835341365462
YDL039C	0.7255413514218627	0.2228019827811114
YDL040C	0.49925205684367985	0.12715033657442032
YDL041W	0.7481577806675337	0.30862592110966625
YDL042C	0.7984009137635637	0.33866362078812107
YDL044C	0.7519566526189043	0.19626730885009033
YDL045W-A	0.7799631223110018	0.265519360786724
YDL046W	0.6626173384870238	0.27664273881833246
YDL047W	0.48634812286689416	0.24957337883959044
YDL048C	0.686027397260274	0.30246575342465754
YDL049C	0.9435483870967742	0.40053763440860213
YDL050C	0.6769662921348315	0.27584269662921346
YDL051W	0.6383098591549297	0.2422535211267606
YDL052C	0.6984667802385008	0.3242475865985236
YDL053C	0.790824685963954	0.25341343528126703
YDL054C	0.7261055634807418	0.24536376604850213
YDL056W	0.5660941000746826	0.15907393577296491
YDL057W	0.7957957957957958	0.24174174174174173
YDL059C	0.5396971087654887	0.17714547957778795
