orf	hap ? | growth (colony size) | expression of MELK | SC - Leu, Gal [2%] | Zhou L~Foijer F, 2021	hap ? | growth (colony size) | expression of MELK-kd | SC - Leu, Gal [2%] | Zhou L~Foijer F, 2021
YAL002W	0.05044411643595926	0.04174729617895577
YAL004W	-0.012234451388574706	-0.027207168468745692
YAL005C	-0.037341378233840004	-0.05414574209466266
YAL007C	-0.01901035207902536	0.0020190819673465902
YAL008W	0.040191120928784435	0.09595156989648476
YAL009W	-0.05154843464950205	-0.07344673016907588
YAL010C	-0.010278197065559961	0.02314973065040513
YAL011W	0.00643442201240809	0.011844209963351716
YAL012W	-0.04554982473161648	-0.05395854482976781
YAL013W	-0.04131154435386283	-0.07209251993411224
YAL014C	-0.009598416151682589	-0.0028477610807105687
YAL015C	-0.01254367733103713	-0.010018284582772362
YAL016C-B	-0.021915288505898804	-0.02979417085133204
YAL017W	-0.03192757081767315	-0.02740893453591342
YAL018C	0.003615751710734248	0.009717762143967903
YAL019W	-0.02654359098697768	0.003787626737558784
YAL020C	-0.02003019355917883	-0.01070572149878531
YAL021C	-0.031040215995005945	0.014820445461245913
YAL022C	0.011659476181873567	-0.062048118471998426
YAL023C	-0.04552434249231655	0.021114278552479573
YAL024C	-0.07109862350645049	-0.04887777152003683
YAL027W	-0.018581824903205875	-0.013193654008319528
YAL028W	0.0904283835170581	0.10149834681820019
YAL029C	-0.0030629828166331054	0.028634298400090637
YAL030W	-0.009575173718671894	0.000402310058862561
YAL031C	-0.013896647386846756	-0.02463945385755099
YAL034C	0.009141515847700935	0.006335419796588042
YAL035W	0.031430726229027726	0.025922954684931866
YAL036C	-0.016646449758410842	-0.02716933540005531
YAL037C-A	-0.039352619098494385	-0.03525143115754222
YAL039C	-0.002348048057645372	-0.050404757571031966
YAL040C	-0.012303588362076944	-0.04489066583177871
YAL042C-A	-0.17166627491124506	-0.15206054697781482
YAL042W	-0.013195673347485996	-0.031401021149387344
YAL044C	-0.02962487910176457	-0.06398976589005533
YAL044W-A	0.016933737035176456	0.020893960301027602
YAL045C	-0.006058346886215961	0.003135219748396286
YAL046C	-0.0035024489331682467	0.016078084635494965
YAL048C	-0.038681613822763014	-0.05127926636913457
YAL049C	-0.011103994838502865	-0.017836828274339484
YAL051W	0.001502296380807545	-0.008202908415929371
YAL053W	-0.026501994439386268	-0.044505252615640596
YAL054C	-0.016411509088947864	-0.0038116177798151194
YAL055W	0.5060526852049744	-0.039946835251700764
YAL056C-A	0.041557784514475754	0.024115808795550784
YAL056W	-0.05408352078251133	0.004324140645399765
YAL059W	-0.07386704250017143	-0.056329179576947004
YAL060W	-0.08222487299812782	-0.028890150480646477
YAL061W	0.03933416529480724	0.06437489868066021
YAL062W	-0.07135594082951195	-0.041120889858373665
YAL064C-A	-0.01959392248607812	-0.04656131965358716
YAL065C	-0.0474734782368542	-0.05194611739533018
YAL066W	-0.03370437319756342	-0.05571419597408094
YAL067C	0.044743716685307	-0.00923109736026887
YAL067W-A	-0.04490249944266715	-0.023774198801258587
YAL068C	-0.03433240418708027	-0.0376810909278956
YAR002C-A	-0.04248573831195507	-0.06693550052857002
YAR002W	0.004489183009193049	-0.05576125287989677
YAR003W	0.03979556064524744	0.06764346790472517
YAR014C	-0.005057221749265554	0.020960364511587205
YAR015W	-0.023666317149568145	-0.004834800179442633
YAR018C	0.002764654584604577	0.01406032105839927
YAR020C	0.019855434538033564	0.025437063766207756
YAR023C	-0.011828788290153236	-0.02570128799990108
YAR027W	0.031180843776182438	-0.008129113751306758
YAR028W	0.011453567397894528	0.05509521540239158
YAR029W	0.05270683229430031	0.01616594163326995
YAR030C	-0.040510752260949856	-0.018533570292244454
YAR031W	0.08667047950297059	0.08128145298966273
YAR035C-A	-0.049598798182264474	-0.0029894179901169015
YAR035W	-0.04262285336191774	-0.005468101804662458
YAR042W	-0.00427275079513503	0.015332041308291659
YAR047C	0.04097159049866876	0.04385705977002975
YAR050W	0.026476737094605688	0.007820773933635426
YBL001C	0.024533527745943667	-0.10958017847858938
YBL002W	-0.04218906239629317	-0.024955996316742498
YBL003C	-0.011138527951160606	-0.04602073096006772
YBL005W	0.02423377686737422	-0.02798770774418427
YBL006C	-0.010985205216362873	-0.03611064236771361
YBL007C	-0.07698948925152545	-0.13788452692794487
YBL008W	-0.017529816731934156	-0.03698258248171311
YBL008W-A	-0.027349812901279087	0.03196267279771344
YBL009W	-0.03345984830515288	-0.041202884191971365
YBL010C	0.007093133477540695	-0.05885528396276271
YBL011W	8.947312507495644	6.138173088444799
YBL012C	-0.08405809185226303	0.058057969283576205
YBL015W	-0.10224675814373982	-0.00857385787125286
YBL016W	-0.013247160190949177	-0.00397042681385985
YBL017C	-0.08119829068935558	-0.049953053151106305
YBL019W	-0.03347952180750661	-0.020545188095939887
YBL021C	-0.045967979462455316	-0.0472975835286178
YBL022C	-0.035851088004717785	0.004810790791282411
YBL024W	-0.012963215291111493	0.14083452247405345
YBL027W	-0.10972154170349911	0.16374747983738044
YBL028C	0.008440523851087341	0.05586216616361195
YBL029C-A	-0.016551395294456477	0.034389694012355504
YBL029W	0.006841649011086936	0.0117509738430418
YBL031W	-0.028235305335939678	0.011626358643419654
YBL032W	-0.02401890813921584	-0.07793327811768143
YBL033C	-0.00986869723928929	0.0002135729212363539
YBL036C	-0.00044122521550535125	-0.022512489963338028
YBL037W	0.0024434947539139287	-0.10443894499687809
YBL038W	-0.030641876920357792	0.026964598650349825
YBL039C	0.007658898188786522	-0.005508357819550196
YBL039W-B	-0.045210124308486546	-0.016213841879013813
YBL042C	0.03888605473430162	0.02745269411228801
YBL043W	-0.016898682943269877	0.0005835320717817215
YBL044W	-0.037551473178541996	-0.008398780057083739
YBL045C	0.0023407199058965667	-0.053717948880625775
YBL046W	15.490704625687806	17.581971112060053
YBL047C	5.184774368783653	9.683775061659988
YBL048W	0.0008258901044217255	-0.016300699347279825
YBL049W	-0.014175099564823487	0.016043927838400817
YBL051C	0.00800779396440224	0.00836691519241864
YBL052C	-0.011560081593486355	-0.00907199171957262
YBL053W	-0.02312035988612075	-0.04182507971659464
YBL054W	-0.016486197059951798	0.019840474893850987
YBL055C	0.034281432097516475	0.03194694949896224
YBL056W	0.04871110572272814	0.028803342426604317
YBL057C	-0.053647946321215736	0.15964633492461397
YBL058W	-0.108115158528768	-0.07832722756627881
YBL059W	-0.03289424995077516	-0.04900999433467513
YBL060W	0.01622633377467814	0.026152093947716035
YBL061C	0.093709896376308	0.12179017080623576
YBL062W	-0.029537026688248067	0.05771665155247344
YBL063W	20.082678890950987	10.72021724957259
YBL064C	-0.04032125605493699	-0.02279151572943987
YBL065W	-0.022742114046317152	-0.01945547774944064
YBL066C	-0.016762259620897654	0.007894898629119657
YBL067C	5.837210126045855	4.983930035324929
YBL068W	7.918940719277411	5.0178012045804845
YBL069W	1.8069821366998933	5.107994960128969
YBL070C	0.02128949263075911	0.032131703649116126
YBL071C	-0.013939149930992278	-0.012705230522771411
YBL071C-B	0.1296824083687652	0.018488713279857287
YBL072C	1.1193445883694113	2.0163867233235875
YBL075C	-0.03875634173212926	0.06513639729044418
YBL078C	-0.019209971161388794	0.025506607452505978
YBL079W	0.04730209530315873	-0.05322600073597083
YBL080C	-0.031131416119154928	-0.025934348905960167
YBL081W	-0.05771190748122596	-0.024408589576689625
YBL082C	-0.049819089202520164	-0.012420041521904826
YBL083C	0.20525371877250675	0.7334939961309219
YBL085W	-0.011535537974902955	0.035751982407390935
YBL086C	9.872284435991869e-05	-0.06717577705157057
YBL088C	0.03968718629732382	0.02816690925885599
YBL089W	-0.0257376726217289	-0.08155555256302963
YBL090W	-0.09399586707095899	-0.09995108684343741
YBL091C	-0.05785704696510918	-0.016966559482476894
YBL091C-A	-0.024459883120238026	0.010431225590562407
YBL093C	-0.023322231311416627	-0.07060993169281733
YBL094C	-0.0374613999667281	-0.07580654344731015
YBL095W	-0.026680876133774435	-0.02333772617588744
YBL096C	-0.050228692291566235	-0.05893012744938065
YBL098W	0.31799416678453823	0.33896673206537237
YBL099W	0.17044845010406046	0.09382092283327065
YBL100C	-0.029056525099348446	0.1037038085958141
YBL101C	-0.03824760772348689	-0.0373746130121386
YBL102W	-0.011359532148934771	0.007061830178497796
YBL103C	-0.04051536968386274	-0.04413670014247829
YBL104C	0.004627729370680944	-0.03846515910202847
YBL106C	0.057148100277664524	0.020798936750259192
YBR010W	-0.07454395599110578	-0.018766367302850265
YBR012C	-0.004286226962588075	-0.023651145202864574
YBR013C	-0.049459888621947064	-0.033111595230245094
YBR014C	0.003219426165422385	-0.005381675033675599
YBR015C	0.012240339595133216	0.019583617716156902
YBR016W	0.12104940926457837	0.09979225490464966
YBR018C	0.09066804856548921	-0.017470967037011526
YBR019C	-0.0037082685768214086	0.002493133881188337
YBR020W	0.09121579176459124	0.14014204456884116
YBR021W	0.018505378735591098	-0.006162329418356904
YBR022W	0.020787778651069094	0.048077599206951184
YBR023C	0.0037669853773676714	-0.009771569698693583
YBR024W	-0.008335411872280471	-0.005839061623539422
YBR027C	-0.03234283680613143	-0.02604369601055796
YBR028C	0.050800240102202056	0.056697350040998434
YBR030W	-0.013419627971679131	-0.015451593882677857
YBR031W	0.14833973152500138	0.09277519853862663
YBR032W	-0.06709767400979133	0.04579261486515785
YBR033W	-0.028629424152054925	0.7478158575306851
YBR034C	0.05652901644678596	0.04996182470600024
YBR036C	0.01081162335030509	0.013808012884518123
YBR037C	-0.01747849929942925	0.0026649621514817693
YBR040W	0.0010564418360247535	0.01815230791908426
YBR041W	0.06960503836759269	0.16233000407449447
YBR042C	-0.013764651378998287	-0.03697065904006128
YBR043C	-0.005885243145130049	0.010284408395418368
YBR044C	-0.03322835229292029	-0.005897962037130077
YBR045C	-0.012636327995608187	-0.021398894657795913
YBR046C	-0.0019357465824948348	0.0055876070012464895
YBR047W	0.022578035237954895	0.009151447167217176
YBR048W	0.07478526727076515	-0.007495509652105371
YBR050C	-0.00712090392012425	-0.010670245431615457
YBR051W	0.006354414019501908	0.010534723035512573
YBR052C	-0.009799485872880462	-0.008211730575007669
YBR053C	-0.0034749483072219114	0.027928463820102334
YBR054W	0.004434105828778865	0.014117762424852204
YBR056W	0.001933422669069601	-0.0008189531778026318
YBR057C	0.004248191809586991	0.018145895013242885
YBR058C	-0.0002767073734237066	-0.04481794408104117
YBR058C-A	-0.049733871432505426	-0.028855919813668963
YBR059C	0.014704650791448134	-0.006396717763266762
YBR061C	0.006040040828001098	-0.02083338231236416
YBR062C	-0.0017840522715449386	-0.004979381370401094
YBR063C	0.02991295261027159	0.015112469029033142
YBR064W	-0.022909673046757062	-0.03703234631609097
YBR065C	-0.011765630493821792	2.772499545612065e-05
YBR066C	-0.011914420807279504	-0.02236194116097382
YBR067C	0.00013270297774788602	-0.02753831454522047
YBR068C	-0.011938529620861211	0.004267249633748059
YBR069C	-0.015961416416703962	0.00045175331420314885
YBR071W	-0.02262152411329474	-0.012572552216701168
YBR072W	-0.014799096112628321	0.0010266929257374095
YBR073W	-0.02859998691185563	0.01074838685070184
YBR074W	-0.007071689006039204	-0.016859335496313344
YBR076W	-0.014023413543965482	-0.0453433084953986
YBR077C	-0.04689526476615096	-0.11217566199041182
YBR078W	0.03233269707515506	0.06309626143479502
YBR081C	-0.013247160190949177	0.2023579896769455
YBR082C	0.01968053362173433	0.040626153517954317
YBR083W	-0.07263338049547115	-0.049501464734561705
YBR084C-A	-0.03591520783954381	-0.09860558716520045
YBR084W	-0.02588464149729795	0.015488379105429119
YBR085C-A	-0.05271807846099808	-0.030388757454937014
YBR090C	-0.013760707110872943	0.030330131786490373
YBR098W	-0.019033138815273663	0.011846627011948897
YBR105C	-0.0048324791390607635	-0.020928842678735526
YBR111W-A	-0.01938369504224468	-0.03093530099878015
YBR112C	-0.0996578472237895	-0.08955949174336929
YBR120C	-0.025049484040514422	-0.016832769748531595
YBR121C	-0.06515777832129571	-0.05878373397242547
YBR125C	-0.050613297450766814	-0.06751420797832557
YBR126C	0.4083308983253077	0.517655213112993
YBR127C	-0.06559332062421594	-0.018885152241302917
YBR128C	-0.04009176930236191	-0.01567663445122624
YBR129C	-0.04283038936497929	-0.03100043042456961
YBR130C	-0.13738729097514246	-0.06208379918164759
YBR131W	0.03402538730979207	-0.07310956352628148
YBR132C	-0.0236470579185827	-0.004142348127244813
YBR133C	-0.009785989416289508	-0.003343612812733122
YBR134W	-0.060340394862888905	-0.05178262133305812
YBR137W	-0.038096438944555694	-0.02051437198043023
YBR144C	-0.0029559633642387605	-0.053091532551441126
YBR145W	-0.005892157170118354	-0.06546412530112744
YBR146W	0.0012697274911606844	0.021681765681859904
YBR147W	-0.02646425481436304	-0.02441330722074838
YBR148W	-0.020720426090518274	-0.00016761040757669912
YBR149W	0.02417273337508057	-0.007212981690619739
YBR151W	-0.030908809912903665	-0.012779360018170859
YBR156C	-0.046056349493526445	-0.011792468521386603
YBR157C	-0.07896231581171066	-0.0074809320766751905
YBR159W	-0.022051400689352837	-0.018171208952589182
YBR161W	-0.044072006847215316	-0.013425232646809034
YBR162C	0.06092334779865638	0.03163255751934803
YBR162W-A	-0.0023673383723896374	0.006340288116981933
YBR163W	-0.03775020613288715	0.02278390210854084
YBR164C	0.05260515099738416	0.08411511571351284
YBR165W	0.038875288749580066	0.023984335579270287
YBR166C	0.009846883169315424	0.02387576802250929
YBR170C	0.059636156183542406	0.08473715360609722
YBR171W	0.018980738362756284	-0.013761261012177266
YBR172C	-0.016756282988924634	-0.014487141700960951
YBR173C	0.0004664657088579331	0.02229766390563076
YBR174C	-0.03481171587835359	-0.04199230082044732
YBR175W	0.027109855260872097	0.06248851058620425
YBR176W	-0.016058604825029694	-0.041138858584369296
YBR177C	-0.08460004563531462	-0.022316159120670486
YBR178W	-0.058053697199309445	-0.04049007629470683
YBR179C	0.21073290290681704	0.09499659749011147
YBR180W	9.532168559577238	3.6981556885014495
YBR181C	-0.008298062010750043	-0.017209317119407975
YBR182C	-0.029090385674948347	0.010996108698818865
YBR182C-A	0.025022100230886222	0.0024559525304859065
YBR183W	0.15747832705749296	0.18357829432302247
YBR184W	0.04453940318741817	0.026799456395802397
YBR185C	-0.01042846103605628	-0.01375422050966218
YBR186W	-0.035007456741583474	-0.01848481953712712
YBR187W	-0.048885109484872846	-0.02072913323200851
YBR188C	0.6404388056953151	0.38161386249892904
YBR191W	-0.08945228263805106	-0.0428482871087012
YBR194W	-0.04533024560655393	-0.015680469063929964
YBR195C	0.03474072300907489	-0.02217005645510005
YBR196C-A	-0.038812664468401696	0.01672132362420566
YBR196C-B	-0.033350118878489564	-0.015273335639467537
YBR197C	-0.007268446507682599	0.0006632262685328155
YBR199W	0.0081407028716149	0.01680527772756426
YBR200W	-0.07987828413176595	-0.06203690361689858
YBR200W-A	-0.06363448007183198	0.08315439203154028
YBR201W	0.044606709274526	0.11254796118223297
YBR203W	0.13932379756313637	0.08375690974825126
YBR204C	-0.0038192405389449458	0.0343085271384141
YBR205W	-0.011558078667560059	-0.017409113650928523
YBR206W	0.03876094141947738	0.032318288247849665
YBR207W	-0.05662040560815865	-0.027584674312652296
YBR208C	-0.030175478074445913	-0.04107097583324963
YBR209W	-0.0536881172977997	-0.009744841033950524
YBR210W	-0.020978393861166053	-0.006277664473689454
YBR212W	0.004286335475421243	0.0012181108118719682
YBR213W	0.03032577902181471	0.0019353913506466368
YBR214W	0.002194652777850078	0.011642826721019591
YBR216C	-0.03561907926056157	-0.024701828467044804
YBR218C	0.22617413758580582	0.14716698611662196
YBR219C	0.06493125956363775	0.09492933070196086
YBR220C	0.4477200114030034	0.23250212158193
YBR221C	-0.03732721265683899	0.01558856649098737
YBR221W-A	-0.04029577182607058	-0.03421274849980714
YBR222C	-0.03142192717502984	-0.03588792149703715
YBR223C	-0.09750815322958264	-0.03282912013329932
YBR224W	-0.011155004531664488	-0.024624669575151935
YBR225W	-0.02494806178134067	-0.015457859194866344
YBR226C	0.3636150341755608	0.29660478927351525
YBR228W	0.9603132470457177	0.5343412616798079
YBR229C	0.1485196404808335	0.5455689389802528
YBR231C	-0.02099635558882222	-0.013587645195000126
YBR232C	0.00568985683274459	-0.0010448187738470165
YBR233W	0.173104789602924	0.13942036890870005
YBR235W	-0.11474447153039433	0.02626771401010791
YBR238C	-0.05207662702432673	-0.03979537948216007
YBR239C	-0.03148102348893255	-0.03334852029113204
YBR240C	0.003235120015906046	-0.006867098391684276
YBR241C	-0.03762422612750871	-0.024921644287898927
YBR246W	2.5428038693445374	5.0163370200386455
YBR249C	0.10357693336953544	0.0748216202618286
YBR251W	-0.11023869464810057	-0.06830039205349707
YBR255W	-0.05556619603683705	-0.004767988567733583
YBR258C	-0.12864502470377817	-0.018570645500212833
YBR259W	-0.05979671598830362	-0.035041909259837904
YBR260C	-0.031906511861572555	-0.036728446146417786
YBR266C	0.45825739865540255	1.4097531451282068
YBR267W	0.016485731150172645	0.06642907907073274
YBR269C	0.013562221984523467	0.03575241308320434
YBR271W	0.039551386133392756	0.018543836453745303
YBR273C	-0.036607238467224246	-0.013040057401474254
YBR274W	-0.03313104687745682	-0.04227107755609649
YBR277C	-0.0235222688798605	-0.023599308665007254
YBR278W	-0.005179296659557856	0.02976535617564985
YBR279W	-0.09718699455964798	-0.0767787314840966
YBR281C	-0.025326800011037754	-0.026894359498293358
YBR282W	-0.03898223202398406	-0.054145288330938596
YBR283C	-0.04455127976473097	-0.04529645368356349
YBR284W	0.03229157992624184	-0.027632222364729817
YBR285W	-0.017660001143049865	-0.020321597098767435
YBR286W	-0.0474219422166616	-0.008564381687525088
YBR288C	0.12797535934740836	0.12012226976917807
YBR289W	0.06611852917410327	-0.06707953706723678
YBR290W	0.00589306931743497	0.025626822799743425
YBR291C	0.014315091210475972	0.05853394708279423
YBR292C	-0.02038120967232171	0.01563550933996648
YBR293W	-0.013605796679126408	0.012615452286330275
YBR294W	0.02982463522720852	0.046197701029959
YBR295W	0.04266154064715605	0.03809858729093033
YBR296C	-0.0056796525166539855	-0.010608173677854703
YBR296C-A	-0.00865096124478479	-0.015026568612460985
YBR297W	-0.015418928531425092	-0.054736017725370095
YBR298C	-0.04622264752125081	-0.0721726114497651
YBR299W	0.9878429534021653	2.2264517046370695
YBR300C	-0.0014223248296097385	-0.045536851030271136
YBR301W	0.00345552397085614	-0.008516669677416152
YCL001W	-0.017640200456831102	-0.032010828275026645
YCL001W-A	-0.015057576695636773	-0.009970247909359244
YCL001W-B	-0.009649814711797365	-0.012287213600550156
YCL002C	0.481847347710419	1.156152887505776
YCL005W	0.05944101215244566	0.030649726884649307
YCL007C	0.027792856975936083	-0.005879630576476572
YCL008C	-0.024882262887278433	-0.04000214463889144
YCL009C	-0.0062297778874479525	0.011757479394797501
YCL010C	-0.03533812880319824	0.05178242237117637
YCL011C	-0.01580557665315671	-0.028201848019366062
YCL014W	-0.005008469711881287	0.004837089007121182
YCL016C	-0.008189883100276695	-0.06397593923520341
YCL021W-A	-0.03584614932747139	-0.005581162617566619
YCL022C	0.011065297903344973	0.0017927440106832396
YCL023C	-0.03923802632648259	0.03901369426479578
YCL024W	0.007035612565009264	-0.027668710438153662
YCL025C	-0.004259519768250144	-0.002744842288209775
YCL026C-A	-0.02608413493251469	-0.02378174684038805
YCL026C-B	-0.035400216113989025	-0.007222499387577951
YCL027W	-0.0328393294938735	0.012598528406353603
YCL028W	-0.01687502448343206	-0.01876824391406881
YCL029C	-0.028538127581224905	-0.014905817874212017
YCL030C	-0.023023749854937544	-0.006102348219522813
YCL032W	-0.1374695370745429	0.07276407155914338
YCL033C	-0.021879736836776086	0.010385418230704171
YCL034W	-0.018827623045273932	0.056466804234842224
YCL035C	-0.10276858730421248	-0.05981027001515347
YCL036W	-0.014546281366664087	0.020848030016958213
YCL037C	0.015336348407517134	0.022833726883991587
YCL038C	0.012859360334883224	0.04268594525368989
YCL039W	-0.022119362241149427	-0.018656220699376214
YCL040W	-0.0012326078000880162	-0.005088111924353676
YCL042W	0.0037720687700455824	0.0158479861282802
YCL044C	0.020914343865736856	0.015790051554920807
YCL045C	-0.011668033918454423	0.021562351624402926
YCL046W	0.0035109219622550774	-0.020801065868921786
YCL047C	-0.017905580437237136	0.004600451050170549
YCL048W	-0.002824624448291664	-0.0031045857119510784
YCL049C	-0.012970183470766372	-0.005284237649386191
YCL050C	-0.014535846112216094	0.03411926960949853
YCL051W	-0.03468588303385611	0.024634738977450162
YCL055W	0.1058340127012521	0.09785078352457519
YCL056C	-0.014018515397981065	-0.008469084604449902
YCL057C-A	0.004837081609614491	0.005471652823643978
YCL057W	-0.014740490339326002	-0.0053275824252687854
YCL058C	-0.11810598282817734	-0.055097642583820196
YCL061C	-0.01586860311800205	-0.0032225231588166145
YCL063W	0.06701827753386536	0.0348219009612075
YCL064C	0.03664717921589041	0.054527285677929006
YCL069W	-0.017089691660645053	-0.0044571856500591886
YCL076W	0.0021164428655341765	-0.0019803854781594377
YCR001W	-0.03258518888878283	0.0011696412640511155
YCR002C	-0.0014478482464780258	-0.010121641434853655
YCR003W	-0.038804412132589734	-0.09169635626443755
YCR004C	-0.029134435269585056	-0.024425941738556892
YCR005C	-0.03166035374144397	-0.024003765338705036
YCR006C	-0.010710460593573355	-0.006098361936343454
YCR007C	-0.01388684716943724	-0.009032465819307424
YCR008W	-0.01753939953110077	-0.008246255566547882
YCR009C	-0.02790985965210954	-0.022076589509178898
YCR014C	-0.013339203882720524	0.004950277774127051
YCR015C	0.03264185564431009	0.0026311282097957233
YCR016W	-0.03558513924534732	0.0028650412647707093
YCR017C	-0.0013791385181943481	-0.00827459757154575
YCR019W	0.039723315836473004	0.04001065778206007
YCR020C	0.012212812476461056	0.0009185568788667651
YCR020W-B	-0.014884807609500329	-0.010985106331611672
YCR023C	-0.015531183981270914	-0.017657099709706723
YCR024C	-0.0019805402791594068	-0.016360290478088128
YCR024C-A	-0.011026303100111927	0.008014254798268115
YCR025C	0.3367920714733373	0.09102108590904723
YCR026C	-0.049606617431965504	-0.049641529899629167
YCR027C	0.01564378804229397	-0.022020471237983563
YCR028C	1.0658199955635188	0.5240313473445612
YCR028C-A	-0.03440104259435939	0.322401101603753
YCR030C	-0.040508929958288635	-0.02664544759471067
YCR031C	-0.02191495216881688	0.035329965284821754
YCR032W	-0.04016619768012181	-0.007242517008013523
YCR033W	0.03136000318774705	0.4713705372400075
YCR034W	0.06168911268472288	0.022199173092679433
YCR036W	0.03114462976413826	0.010042492460334432
YCR037C	-0.05028479561676133	-0.01446365638507402
YCR043C	-0.030527271855241036	-0.02965861969345116
YCR044C	-0.054214603710598545	-0.06594027266469588
YCR045C	-0.025354432409719737	-0.06768624220384811
YCR046C	-0.06530287473489094	-0.01232909711099322
YCR047C	-0.04051391216383128	-0.03449798972456388
YCR049C	0.006982614945568147	0.03141843940941659
YCR050C	0.10709236555364393	-0.03445918067673574
YCR051W	0.019881283412653713	0.02787814839721296
YCR059C	0.015615618682954403	0.03563860685965524
YCR061W	-0.006553637567599846	-0.006516851556240299
YCR063W	-0.08202132036656955	-0.0013343883330563609
YCR065W	-0.006455523088681162	-0.00897632399991609
YCR066W	-0.022551215104587626	-0.0010601193718987082
YCR067C	0.008081389110069157	0.005001699411242329
YCR068W	-0.004526423759950087	0.013519099175065904
YCR069W	-0.02090581911919072	0.004912057099794317
YCR073C	0.40878970273130216	0.4001541350809841
YCR073W-A	-0.026765920451614696	0.00678983517057281
YCR075C	-0.009356987252056397	-0.00010348140918796028
YCR075W-A	-0.0002249310925050268	-0.01464308395424615
YCR076C	-0.013719100861642897	0.003366974196477932
YCR077C	-0.02113024041148898	-0.012020344432846134
YCR079W	0.016620194953185997	0.014691203480185194
YCR081W	-0.0375134691326158	0.04830742119199491
YCR083W	0.043233526820318835	0.03577856507838103
YCR084C	0.04600588234585558	0.23584419214897206
YCR085W	0.023405539182775683	0.051931508635489225
YCR086W	0.0266311509507142	0.026219094287669855
YCR087C-A	0.009439713786781342	0.04526431227797003
YCR087W	-0.019409751248496972	-0.08963783711332549
YCR088W	-0.01654783448763776	0.0054388944750649905
YCR089W	-0.011221513108998469	0.037286935207839614
YCR090C	8.209103619300809	2.893084972916884
YCR091W	-0.02255025940730791	-0.0705251828409635
YCR092C	0.025743369674320758	0.023951894271613094
YCR094W	0.04689906620523972	0.012323888014963964
YCR098C	0.07494151533224475	0.18189119915675062
YCR099C	-0.014353507317493226	0.08254465741868429
YCR100C	0.06998682700280452	0.08496277380554328
YCR101C	0.08052585891190368	0.10557530835652891
YCR102C	12.22392832451836	10.215100949638561
YCR102W-A	0.015257863055624014	0.02563590192308622
YCR105W	0.002849064822772547	-0.039060632055230686
YCR106W	-0.07277404374562614	-0.045792707968520516
YCR107W	0.016965321086792017	0.0777992660033526
YDL001W	0.002684155229527967	0.017239469675934833
YDL002C	-0.05842067625841711	-0.03947847288861112
YDL009C	-0.006055810629512222	0.00955540502282377
YDL010W	0.00040553108487218463	0.0014230240505275118
YDL011C	0.006761261276452915	0.005223286393508671
YDL012C	0.0040445083593555085	-0.018263314507029543
YDL019C	-0.01744901573962335	-7.689151965729597e-06
YDL020C	0.021705955925726148	0.032701998692327865
YDL021W	-0.007512907127110394	0.007552831705428817
YDL022W	-0.008785927312539169	0.007857792132100916
YDL023C	-0.04748259539300195	-0.0334559317200389
YDL024C	-0.01897706499215892	0.01089557058464871
YDL025C	0.007405365332632465	0.028131830304746717
YDL026W	0.1861105638929192	0.0010964236167798303
YDL027C	-0.016492892009198862	0.00899796178413357
YDL032W	0.3906873565631586	0.3490359988177909
YDL033C	0.005391592490171361	0.016704020472393288
YDL034W	-0.03900907900227163	-0.03468790685246301
YDL035C	0.007847138001502814	0.030017936982570853
YDL036C	0.015262931757163289	-0.06085421328456885
YDL037C	0.023351360405677018	0.02345112254544322
YDL039C	-0.05326685936880039	0.02951590045006326
YDL041W	-0.013247160190949177	0.0009633936622930211
YDL042C	-0.013247160190949177	-0.00397042681385985
YDL044C	0.004293104973383573	0.0110374956482127
YDL045W-A	-0.034528064591546136	-0.058475072075668676
YDL046W	-0.01766064039931444	-0.1028913831331265
YDL047W	0.4628757952206902	1.744440933269906
YDL048C	-0.011372771786760305	0.016580873996286747
YDL049C	-0.016291488208620534	0.001961972174599355
YDL050C	0.034817861845732996	0.028201068346729308
YDL052C	-0.020390578887658335	-0.013606912988273606
YDL053C	-0.143274024743248	-0.0679892518966212
YDL054C	-0.05603823804896705	-0.027138810873655893
YDL057W	-0.06486072512202855	-0.011008018131985313
YDL059C	-0.03340431866610516	-0.028143837437025938
YDL061C	-0.0719263746382087	-0.0061143968626673345
YDL065C	-0.06471687435255266	0.023310781122479942
YDL066W	0.030356505025074098	0.041208383097074884
YDL067C	-0.026289260993411667	-0.025970303165337112
YDL068W	-0.05066872816024662	-0.05287908932222308
