orf	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YAL047C	0.4500814124615262	-0.5566471765285246	1.0688210286433821	-2.842185738312198	-2.440560443317774	-2.4692747260192345
YAL048C	0.06550153124117178	0.6455497191911609	-1.3699264775352313	-1.1875409571375333	-1.880481197853446	0.15866047338134556
YAL049C	0.18230064061703846	-0.0034718708276158484	-0.25282262074674494	-0.5953136050245638	-0.1596322613213365	0.3309845798921733
YAL051W	0.022333622165122337	0.1784007070090153	-0.9373651478257543	-0.5031426236538702	-0.11345804136676298	1.2610244233323207
YAL053W	0.1807000610684259	0.14994220199308708	-0.6666622578421815	-0.42766114135231353	-0.3404046794564187	0.1869613075323692
YAL054C	-0.3605895338504226	-0.06678300112539301	0.19526984312184578	0.647860771994777	0.16416908521244236	-0.1577485467178656
YAL055W	-0.08729584244631337	0.3752568288396399	0.037395226978194855	-0.3321041218559771	-0.0019683214885578434	-0.2883602580602689
YAL056C-A	1.6022990133621888	0.9741874820314727	0.15631333426283472	-0.003336342522416514	-0.5801828749893244	-0.6512615826786723
YAL056W	0.3673078333401313	0.4518814265310264	-1.2951038662130125	0.6395158553239653	0.21087850988227985	-1.1157961777107317
YAL058W	0.8849242058622214	1.0691803800867077	0.2914709558569749	-0.024395126867171196	-1.626142378867854	-1.045624308414149
YAL059W	0.10682834441601	0.1900022647985293	0.33803722654826446	-0.8221604430008544	-1.0399510446373461	-0.8129802496448243
YAL060W	-0.1374127458679508	0.14987235174715846	-0.4700700969487317	-0.1881244034235779	-0.2107874867492468	0.23876827781476545
YAL061W	0.0669641557352666	0.08220918644802977	0.204711704667832	-0.5478332183066322	-0.10416690739753505	-0.5330442340762032
YAL062W	0.011295719077070188	0.06736634230935186	-1.1342559702354846	-0.5453068483296173	-0.2802789875841461	-0.271851973379918
YAL064C-A	0.4441139201373551	-0.4240030848543107	-0.7123327433914173	-0.18477251296141917	-0.12555293956230706	0.5611255879674537
YAL065C	0.025202536204818948	0.2943536581274342	-0.3420061319157937	-0.3299437158945404	-0.3612252397407212	-0.44150480545409515
YAL066W	0.029247966263189127	-0.29028063617684313	-0.911990983052571	-0.31708920883525205	-0.014901417808271115	0.24777266799760345
YAL067C	0.018076504775702888	0.2457512468726136	-0.2018055656281014	-0.2982210331237464	-0.33467526412630716	-0.4854275439852424
YAL068C	0.49750202861164267	-0.36771037892813346	0.0937456658924093	-0.3010818398417722	-0.6236501768376872	-0.6116635162093926
YAR002C-A	0.6841529126916517	-0.003986613139417607	-0.07122346986994693	-0.08344224645651564	0.2197209185687548	-0.24314908467371776
YAR002W	-0.35775625359760016	1.0509632115300642	-1.7436898743440896	-0.2611189906392178	-0.9326643468840086	1.3697013904919857
YAR003W	-0.054758783865955514	-0.40910971149656494	-1.0693545943768874	-0.06531907574636849	-0.7175383536857441	-0.15163278942393799
YAR014C	3.09792503078799	-0.2365716135283926	-0.6475837392444728	-3.7755110368036964	0.4085796358799018	0.16205223288503806
YAR015W	-0.027883461764892484	0.44302124543651905	-0.39758983147904264	-0.679168847486077	-0.28047739142123	0.29014312732260283
YAR018C	3.041670826192311	-0.18819001940981908	-0.11498969537417537	-3.5167250544500344	0.21699993711907312	-0.09618252583193501
YAR020C	0.18158819320119107	-0.076335574535937	-0.928556801644297	0.20348581378358116	-0.20536883910969028	0.5040372675181832
YAR023C	1.2826157516728172	1.544974587490977	-0.8340565291048708	-0.9438355166360984	-1.7015847420433554	1.1062036399557176
YAR027W	0.3891467938730077	-1.0697649441316752	-0.3793626396569233	0.37683909491679346	-0.5133160957421083	0.7039109994321269
YAR028W	0.7164172498600032	-0.03436549147030746	0.6904112542742826	-0.12866659070197994	-0.5567736416291852	-0.9629247128443926
YAR029W	0.004904024668805203	0.6497043360777643	0.4548030615956927	0.27773849121396993	-1.2601949243002808	-1.4967289398290133
YAR030C	-0.05506847386824354	0.3293924280029137	-0.43723167498367105	0.024884769674889867	-0.2066353797707505	0.41902929728545985
YAR031W	0.008332736523546564	0.19297710682355235	-0.022812038320355155	0.1623653338145335	-0.2114319126221864	0.11604703989320815
YAR035W	0.5988353387810829	-0.3279986468859912	-0.12404024602514516	0.032424527665636214	-0.020791027432067153	-0.12380937345789104
YAR042W	-0.31331021171480977	-0.3105790229671605	-0.22754667939516	-0.0009010488304857014	-0.14899136789106393	0.15148718296938532
YAR047C	0.08583915017526646	0.3357533939477874	0.36739708434233576	0.12239382906779749	-0.2143111974629438	-0.8764065072244949
YAR050W	0.2341955392554087	-0.38949350422904794	0.15470621525735156	0.29671175143701317	0.13235533001406255	-0.5465973052489443
YBL001C	0.9704789532624691	1.0219203769467893	-0.27294899085651636	-0.17303138974961602	-0.5857535758625757	0.38842272885364515
YBL002W	-0.825665546373511	-0.5118791650690323	-0.7645262985575019	-3.042782426884255	-1.6417452772343017	-1.1356767846360434
YBL003C	0.2863929718666876	1.4497458396595793	-0.3422326736052783	0.6001292428998016	-0.20732684918654448	0.029999829565332443
YBL005W	0.37115150513139605	1.334495739108125	0.0821038489611023	0.6955606412588539	-0.24895738774738213	-0.1538529441349538
YBL006C	0.15319400459615462	-1.2357837603271191	-4.875984457599344	-0.5143196044116406	-1.5734763486811678	-2.388744662733509
YBL007C	0.6959430828790762	-3.7604363217094865	-0.3333573267431531	-1.5742160272249535	-1.0813860372470303	0.07650390095928153
YBL008W	-1.0224738940916032	0.3804238184422098	0.09069374500663231	-0.08496659815444726	-0.5479930259174045	-0.2912675443115266
YBL009W	0.07702625508545458	0.5022245886686956	0.5968206755003524	-0.8248592745275909	-0.628025122577973	-0.7198949141355628
YBL010C	0.2659123884623629	1.5739625798128902	0.6640656294831127	0.5379226546918933	-0.42976111049941185	-0.4077611553390325
YBL011W	0.8097170418181526	0.6732156062557988	-0.8515201269065276	0.3486531159104743	-0.381863341625467	0.13745396893955772
YBL012C	-1.2376422050869447	2.3639917238962207	-2.480133638701337	-0.41443142399309524	-1.4922817579819698	0.0812554172458528
YBL013W	-0.6370309414773137	0.9840184833613111	-0.9793161982673813	-0.2589209127448927	-0.47758931138296656	1.3189057476931678
YBL015W	-0.5807016756560961	1.8340025621282408	-0.5945693758885104	0.6823373749744024	-0.25201188057023965	-0.18412396276935078
YBL016W	-0.3007010108400315	1.6407559657821311	-0.5706330212951272	0.27936951041498415	-0.5963270334615334	0.9370203070272377
YBL017C	-0.1470165861324826	1.755465638627636	-0.4719514875277745	0.3236647490871904	-0.4974380730035358	-0.997345101550861
YBL019W	0.2891194522351701	0.6098697086292876	-0.09820824326739827	0.6792454390036279	-0.17691039076036924	0.8260364255277085
YBL021C	-1.360833163036967	2.0279348971336777	-0.3981088982524893	-2.109873685701819	-1.4527155878760913	-1.9020568102943587
YBL022C	-1.6720316336811447	1.8135008136405022	0.30734807325567565	-0.10742327353642077	-1.6529899700251744	-2.100882198800301
YBL024W	-0.6462988796352149	-5.391534941988492	2.8467863858462223	-4.875128152416975	-1.959801516491009	-4.225120629448638
YBL025W	0.6501875207947977	1.2911599732786296	-0.8097569675106128	-3.5607643095574626	-4.226783560637666	-0.09607561880166302
YBL027W	-0.17167931937110315	2.607706525541135	-0.7063516614235423	0.10317123999200462	-2.3254621489287035	0.6143375070807293
YBL028C	-0.7058337968306228	1.4225021398243494	0.002891421836869414	0.48736110556700274	-0.12513769118342719	0.020763671566053583
YBL029W	-0.013562613598898049	1.0247725953222078	0.19185450336548215	0.7703487540526738	0.1524631100578277	-0.48827119133649
YBL031W	-0.2013465506252224	0.5446807042625655	0.05309943376610957	0.01669299206719909	-0.21758761491558434	-0.5414785798658245
YBL032W	-0.39890519836398103	1.7545242031845178	0.171184793379458	0.5533429902898919	-0.010683324984078372	-0.05609888191208789
YBL033C	-0.8615217692587763	2.5360396121722237	-1.2972434013416598	-0.2708051026597803	-0.722331145838541	0.3242120270051742
YBL036C	-1.4744942179030207	1.0905161236794494	-0.1166135645498255	0.45777087474069145	-0.279466488656652	0.4009171184580058
YBL037W	-1.1373499166815095	1.0299894829669245	-0.014980810324485333	1.113594558687208	-0.18284608477352246	-0.2139451850300735
YBL038W	-0.8474374857247661	2.2909039611472757	-0.5343247467431148	-0.576923331386699	-1.8550580710017748	-0.18606043127920885
YBL039C	0.3782639933797396	1.8606185915808793	-0.3327592091991724	0.33489633536883545	-0.6349152428318231	0.10981288052928817
YBL042C	0.509255854678216	1.5832738420136354	-0.08748190289843051	0.6573511905278114	-0.20798739079569348	0.07099229071215708
YBL043W	0.3180500905726208	1.0130405592369607	0.5283766885031408	0.2535209336911116	-0.13937033062964743	-0.26281170940125975
YBL044W	-0.9183243829082629	2.066976135192405	0.05894379745516651	-1.109105693299621	-2.844890574363376	-0.5020100122363204
YBL045C	-0.15630222799873675	1.8301087615715657	-1.2869393546973475	-0.8225521027729972	-1.3284587791271603	-0.07651899498760481
YBL046W	1.1057169256766535	0.8389943648289396	-0.09020086430044232	0.572748960483296	0.023238395131893283	0.1289916641788988
YBL047C	0.6844513466324561	0.8634494548962384	-1.0856541052036375	-0.7104897798741825	-0.8960821855211347	-0.1656636923291435
YBL048W	0.9796488497197923	0.5762507011069223	-0.3725235123262657	0.6874849868391778	-0.24078424113705638	0.8294839175356218
YBL049W	0.880478295752246	0.51411322676113	-0.03688183229872003	0.7564581723033644	-0.24757608143419552	-0.5402137504063781
YBL051C	2.4875606162730106	0.3495440486263966	-0.23062228918416974	-0.13983891373766213	-0.6938104621294432	-0.6275769120385428
YBL052C	1.9917743524296203	-0.18216217461771733	-0.27849057403283434	0.6110343948084946	-0.0009164587100543665	-0.058825003808654484
YBL053W	1.3355429080370298	0.7077999638135127	-1.0788395776407143	0.31590137432966187	-0.041108887538652744	1.0457339571660873
YBL054W	1.4259504698281238	0.2520056140486003	0.0004623231266307242	0.24043492660556948	0.10509702541432078	-0.2558238378783986
YBL055C	0.04185920446948418	1.4483408398333406	-0.2484719136009688	0.13574573262633605	-0.3633096799507016	-0.0018955993860517242
YBL056W	1.7392665163109036	0.09924281061425891	2.7637633697865525	-0.23357106672855665	-0.29171233216572884	-3.477127475082999
YBL057C	0.8634348389282378	0.18914147973976644	-0.5464875388331414	0.2378573553049438	0.010312819113898636	0.2306159429638678
YBL058W	9.501252305390873	7.58124965907324	-0.18457456338137468	-8.50665510069848	-5.806225649037725	
YBL059W	1.489176001357397	-0.5066374861974725	-0.39240054557130033	0.4045368824044298	0.05823882233487182	-0.023485292188586034
YBL060W	1.9334841277029537	-0.21079003722234227	0.12467979042368987	0.5017448122358291	0.0818080464132594	-0.1589691323910666
YBL061C	-0.2815017918717503	1.6517526106235958	-0.5592750599261137	0.5402534330000112	-0.2756773449360645	0.6603503262043188
YBL062W	0.03858244163890319	1.3708130980987123	-0.016952145827705937	0.6078451740175325	-0.32441089667801243	0.23728194178469267
YBL063W	0.9454214304499282	1.2415828495307983	-0.244421101800972	0.7402005417600537	-0.3137531157844564	0.18934439468539774
YBL064C	0.8691199461759667	1.1944071435752235	0.16244738616272553	0.5301929223469067	-0.5738822935388996	-0.0437181909994142
YBL065W	-3.4357927098283896	0.947129768995643	6.300204862389404	1.86583607525801	-0.8989344026587094	-9.57394242705427
YBL066C	0.8336053705160917	1.2332914289729184	0.10016990452010326	0.5245638351508769	-0.5550968377406105	-0.3157319727001379
YBL067C	0.3618622257307097	1.787388323109317	0.652707119745433	1.7298566712217225	-1.0611878149008458	-0.31080579081277065
YBL068W	0.5764082685503593	0.6011703373881078	0.09835520304862247	0.511436009424619	-0.48521941268755264	-0.08914422785618499
YBL069W	1.181703052888246	0.6107319664341995	-0.4413269794231738	0.8076985942682757	-0.18288394197482086	0.2444302939661175
YBL070C	1.5260614123109608	0.46455062008248243	-0.2165732833634228	0.561840427427614	-0.37815328891927763	-0.23638541594573995
YBL071C	-0.172392650801488	1.289497733791682	0.11332506941497661	-0.04735787734585138	-0.8856563984116265	-0.2858456786105307
YBL072C	0.11537353336392872	3.469777502084475	-0.10878794486985978	-0.11217499919531708	-2.802814475726326	0.20664252661930488
YBL075C	0.041691550039148394	1.2807103484354014	0.11066632886285077	0.7174136090037029	-0.12673233011745427	0.06074227337041379
YBL078C	-0.7560682410108036	1.638726381327137	0.49508761966079823	-0.07686367555274624	-0.3298260228540149	-0.96848335160645
YBL079W	-0.3560759312541881	3.1794378015437483	-0.38025728288354427	0.34514307037679204	-3.288540705833611	-0.5099925724098301
YBL080C	-0.3096921841463644	1.931359498275853	-0.4814287811673505	-1.147210943227998	-2.3359657644934146	-0.23595102777196217
YBL081W	-0.208926766476961	1.4375627224680945	-0.30000669728656965	0.8073593115367649	-0.5066179941034893	-0.19488925395895926
YBL082C	0.3779703678535495	1.5033704906097443	-0.3968728752789193	-0.15012230729496354	-0.25203168611122917	0.8167058164431232
YBL083C	0.4816615496984227	1.5228114410855187	-0.793770226230373	-0.22223391902074888	-0.17914157166814362	0.011025078129449677
YBL085W	-0.4096551898211315	0.9823444619051706	0.4748580004552321	0.5484049634318936	-0.2020381042072654	-0.42400232521920844
YBL086C	0.8796139051666392	0.6629073650428837	0.08333752890491679	0.294638385996719	0.04301372082878567	0.08835056456744633
YBL087C	1.0817454800975235	1.4632472750468133	0.15545867677074454	0.2761450334822351	-1.085045571925758	0.16930009670866913
YBL088C	0.6499790728989188	0.5859754543217188	-0.282035627904598	-0.034912746020209766	-0.20414442486171916	0.5413757737324012
YBL089W	0.08286061052705714	1.1886366436399842	-0.05403819409222509	-0.0036392510283066366	-0.7062894014703615	0.07052983504405198
YBL090W	0.030642695318460002	1.5403681180596767	-0.39693461504769595	-1.5814978498069778	-2.4328231360565846	-0.47091768091608394
YBL091C	2.1667288304071843	-0.1304441760071376	-0.3076044573228133	-3.3832628221340664	-0.053455827783792535	0.3754134204727654
YBL091C-A	0.42458157795140883	0.21114307991882256	0.1774219884402876	-0.1143798874112766	-0.20113525889270162	-0.7167011685443258
YBL093C	9.144329558580882	7.634517063886095	0.14434449019969664	-9.266950878249826	-6.6041552932932674	
YBL094C	0.5085720294284192	-0.060917754521228495	0.8841320571282195	-1.5169449914902013	-0.9366702729971604	-3.0915446227554737
YBL095W	0.5539962480329094	-0.3431143786132122	0.7938360773006994	-2.3463026635076503	-0.40067414256555606	-1.6872385869111677
YBL096C	0.23550040715964013	1.3255860456907003	-1.4306758551119974	-0.4973465462187014	-0.43960034979844126	-0.13069488749965646
YBL098W	0.5530232309898785	1.3323711975918986	-0.34332021018382475	0.6371522184146529	-0.036665736197434004	-0.22378256205458055
YBL099W	0.8712738036884768	-0.03640382473873488	0.2095488148205099	-2.429039453282854	-1.2841959044743452	-0.8853509799078995
YBL100C	0.13377216300772377	0.845114677039974	-1.658520343918203	-2.32566180622071	-2.0306572311322832	0.22807328442993638
YBL101C	0.9291132863802561	0.7893217931044928	0.1273647529683985	0.44212916622800347	-0.07735478143013831	0.33886909822919714
YBL102W	1.110299407251065	0.6460231720127112	0.29284347277672684	0.146830008481204	-0.2012946902678646	0.08355296486682466
YBL103C	-4.729950900880914	3.721665343549189		1.3091234304634336	-8.028876542462214	
YBL104C	0.4692606796315051	0.519773831781339	0.5390552210947571	0.18777815753575489	0.11740087422050594	-0.6321508378636156
YBL106C	0.693125976384502	0.23629628672617792	-0.547008189955831	-0.4329231320406343	0.0827651406666434	0.2027056767572938
YBL107C	1.6413840554375136	0.5694409333058035	0.20070387749350924	0.6436982726741391	-0.12857623053466322	-0.9309496720505454
YBR001C	1.6177346487436586	0.293805516036894	0.13981087717790097	0.6590427783664812	-0.10835309564448051	-1.0793036516314762
YBR003W	-0.38833286845978904	0.9198639779681765	-0.5923589516468354	-0.7465898252117965	-1.202576874650435	-1.2321299244498147
YBR005W	1.427399238906731	0.27609896960937313	0.053000677554500226	0.544600358520057	-0.3890125899200555	-0.5377356769269636
YBR006W	0.12568686457184822	0.2721616529105305	0.2349865903589702	-0.07016245354194559	-0.5162227614790271	0.17387262332084105
YBR007C	0.6020260653358858	0.2926960823366252	0.245782473845149	0.1891142638750658	-0.3389832374630138	0.05587173969733349
YBR008C	0.46949513667916154	0.7179579147884508	0.20633053882209265	0.834663702572214	-0.3462478738807738	-0.5828897607413599
YBR009C	0.8074757585853816	0.9943709069586991	0.3938251638402204	0.683332753910307	-0.6049611688171836	-0.9844487374667608
YBR010W	1.324700619998061	0.8470336652722478	0.04325778653662958	0.4100819788354793	-0.24634735491039914	-0.14536277733668115
YBR012C	0.5874482011640604	0.023016958942740494	0.0033251316001209627	-0.7411728588827856	-0.32075595419133474	-0.6856461018038171
YBR013C	-1.1441186657318707	-0.12830680494335645	-0.5615671038585801	0.2851550063969619	-0.15640673882880113	0.18980922416876314
YBR014C	-1.325120006098214	0.09512659032368546	-0.22208442584730567	0.5494407778120185	0.08774563720138977	-0.1696364449616396
YBR015C	-0.9035765381574734	0.30835940387458055	0.6314641152447661	0.6730124789553366	-0.11203111262386271	-1.2399982970500214
YBR016W	-0.7533157046553363	-0.47225584162756645	0.4437614092436714	0.25686777740716776	0.38193171307631674	-0.9416430681411292
YBR018C	-0.697062936339347	-0.009363679460540864	0.032908649032448355	0.4719214052180663	0.11784127052748203	0.16046025312007592
YBR019C	-0.9669026092650466	-0.12383160277894052	-0.7003135241885361	0.47236845432543123	0.1523246317823027	0.2511656439104029
YBR020W	-0.64802666165534	-0.08977191103684248	-0.1228452011464479	-0.33754007639910194	0.1113950073630225	-0.42836766717412883
YBR021W	1.009564370019452	0.8280678507564797	-0.8572164809074128	-1.9473817859926406	-0.6571310974107227	0.8872553109648222
YBR022W	-0.5452921982013633	-0.016507883366350624	-0.2651824018171725	0.6371233249767456	-0.08792639902034621	-0.060329216680059604
YBR023C	-1.2358768300071075	-0.05406945862888766	-0.015546951120619382	0.5897269597614944	0.08040199393984453	-0.1936099961700966
YBR024W	-0.4608827901834748	0.3446222712576514	0.14367612849901693	-0.16697746911882494	0.03672409917515868	-0.24322098398723915
YBR025C	-0.811992975534986	0.4713533046759319	0.7812538081068935	0.18475747155335168	-0.7446731741238154	-1.2051258572141499
YBR026C	0.6149848988388962	0.6936946323743798	1.5952860556351782	-1.4648849180197212	-1.2578568134372154	-2.4481178177744876
YBR027C	-0.7613313318174452	-0.02857028797168633	-0.41525417115915947	0.28036920799772497	0.24138441426571106	0.3065402799397506
YBR028C	0.08522549967771464	0.2360646097307711	-0.37762019198867386	-0.3506136904282651	-0.1820888937686078	0.25945977497560374
YBR030W	-1.0499390587931827	-0.3344618722584198	-0.21596243805807083	0.7017677509015282	0.13453807367022738	0.21455013618369004
YBR031W	-0.6036496158387447	0.17641982837309492	-0.5569204147252332	-0.2467358199590335	-0.4851870285335567	0.31214609367050095
YBR032W	-0.8087527910012926	0.18265883691066964	0.12505482473966015	0.4091350425146191	-0.09737803068895672	-0.2647043513600446
YBR033W	-0.5245028614988962	-0.10995486258137821	-1.36376600423597	0.3567412805740102	-0.201308744313419	1.2117154695276733
YBR034C	-1.9775908955807306	-0.1141189734208357	-0.5037676256698331	0.18519334750680247	0.020690810038675633	0.38408837767331827
YBR035C	-2.7147083665708145	0.6681418555106206	-1.554932406139446	0.6951018810878266	-0.7188977051711251	1.503890307621409
YBR036C	-0.6639308988974073	0.5372633234787905	0.1959618843785651	0.33572611494652177	-0.124303197789641	-1.2082799865365066
YBR037C	-0.29293976130041	1.3233898305285512	0.8017255071527297	-0.670833059912136	-1.2817162303849148	-2.1349906936792693
YBR040W	-0.1789403064500039	0.3008816404986925	-0.035865057088228236	-0.3481032411389693	0.03682249168559634	-0.2556511783780267
YBR041W	1.0675417980084143	-1.374850550555623	-0.9174690364726196	-0.6128265017564449	-0.6071270392016219	0.804806631777215
YBR042C	-0.3190386493351428	-0.9128277819992556	-0.9838774291292736	0.3604409623472337	-0.15652707111910064	0.7921264165848247
YBR043C	-0.20427278315276495	-0.48723829859464035	-0.3702910702842373	0.4284069348610537	0.12594188164394463	0.35249144729851895
YBR044C	6.932781561785018	3.3812721910775516	-0.8377779582803568	-7.657648599920705	-2.7701563405126786	
YBR045C	-0.6860596600812124	0.343760749825814	-0.5014710576958707	-0.2703600380551653	-0.1295272375888881	0.4252610459572735
YBR046C	-1.0370045483744876	-0.15007467241883932	-0.2579111080811695	0.16392708560882008	0.07542419477962707	0.24341603319284338
YBR047W	-0.13921758741579138	0.5603587883273964	0.6805281553588092	-0.09382373169862715	-0.279129185690978	-1.2707363324915657
YBR048W	0.29448720411835233	1.057000629172135	1.141772007856231	-0.8564093410996109	-1.5871015586644195	-1.5008984931257303
YBR050C	1.9706582933211503	0.7068836351856982	-0.16869707209494705	-2.4041697647188887	-0.6551606007212996	0.30966710564530486
YBR051W	-0.8769594653893664	0.043365243775204634	-0.11819505978308895	0.5080669116138343	-0.07105023129860726	-0.04077268347768021
YBR052C	-0.18206874217912103	0.022108975876437505	-0.38476120688302257	0.1293352469922646	-0.16281731255227058	0.2788289558885278
YBR053C	-0.9248614537999329	-1.2102085416172783	-1.81889674254621	0.2072179545679005	-0.1691056995404519	0.2568959786335266
YBR054W	0.1779885640633399	-0.47800773937632723	-0.5204226414102829	0.3490364457659438	-0.1283903886722087	0.426226165699149
YBR056W	-0.0842763297975997	-0.5563401440218223	-0.5258027611717215	0.31165414653924606	-0.12384343331077648	0.23677733061345171
YBR056W-A	-1.7961369397712086	-0.538217231218721	-0.44754577297637577	0.1261526655444811	0.05390833042299785	0.03875694732522127
YBR057C	-0.3948345943816965	0.39763569749055644	-0.3332103577091547	-1.213414969308074	-0.40787152470605603	-0.9683829117213479
YBR058C	0.008075517565150766	0.549000058325561	0.30621813469316306	-0.757527512975835	-0.3378397855574885	-0.9715640138225168
YBR061C	0.1367253862749299	-1.1231062667750615	0.5975180010369459	-0.11087100606797808	-0.37373892001279996	-2.573442923472645
YBR062C	-0.41241877928551757	0.06165987176621384	-0.028173438769598182	-0.2728315354745377	-0.2179374456004057	-0.293439561041356
YBR063C	4.742310657205165	1.2829316704128542	-1.1628711433808834	-7.443742733192972	-2.3619240755070607	
YBR064W	0.8164056089936459	-0.19658303370084487	0.14029568493050112	-0.79097624727076	-0.23313233377132947	-0.7087244875936978
