orf	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YAL002W	-1.0136355284548975	0.7608864312423361	-1.1730847091952756	-0.05356622514149986	-1.1048206392384428	-1.499460068547647
YAL004W	0.5718723411719868	-0.0016532397257876933	-1.6349173600850844	0.11861791779881868	-0.22531683005318712	1.7328897054769514
YAL005C	4.754989384945154	0.013751369405309575	-0.6886972064002065	-4.6870985109741765	0.047932573155502624	0.621823732300872
YAL007C	0.5619927664304468	-0.8139256546181642	-0.015796483789579797	0.03783892739670525	-0.13172148178910298	0.24729572605075265
YAL008W	0.2781255117950205	0.3756491754268363	0.390804300561628	-0.29908770370463306	-0.306333148372734	-0.39430645894801564
YAL009W	-0.7350872546401364	0.8569763147863416	-0.5335005361749219	-0.626631517433654	-1.8123963641331822	-0.39031873589646665
YAL010C	3.2581661347273245	0.6137272515783874	0.44275550170310934	-3.7789877165641355	-0.961874415318136	-1.7509408223775509
YAL011W	0.3435498626357952	-0.34226313133903397	-0.9344720045946849	-0.01717065891205647	-0.6927689858577774	0.7282603046291702
YAL012W	0.30650393181513835	-0.37772957617659597	0.7213011603503903	0.006553466314285851	-0.11351044124359892	-0.12067959549740585
YAL013W	5.828363910989989	-0.21398637413174726	2.2227510194115423	-4.849058894376661	-1.745895785776292	-3.8647413776550867
YAL014C	-0.06701772764307118	-0.45391378770401786	-1.2422047350544936	-0.260835687022546	-0.20180808843262366	0.7825034778931838
YAL015C	3.985849621137955	-0.23906421446987447	-0.9250370225828745	-3.7921182472079846	0.2563806108535018	1.2893188514483764
YAL016W	-1.1744240422969505	-0.7210621020368323	0.284882854701487	-0.28915241651982043	-2.7820267302363653	-1.8615002703444827
YAL017W	0.7614396848329521	0.19797294228436643	0.8538148473463916	-0.23363521726880385	-0.6910389391628264	-1.5566222143354258
YAL018C	0.7537983022005025	-1.047826917494722	-0.30504689702105975	0.07735301674678463	-0.33814990141515666	0.08912031446672702
YAL019W	-0.4465123123094966	0.6857580033768944	0.6203335274654297	0.09514172285988047	-0.9732469848022051	-0.6145254966212391
YAL020C	0.11535026016884323	0.25338992529798277	0.2971962736937739	0.0550209865801235	-0.9302962947721811	-0.5981787240975166
YAL021C	0.4732826062216873	-0.5060066599302758	-0.4134201646180443	0.23022555327184294	-0.2466354161099996	-0.5765242017996574
YAL022C	-0.030919694582606023	0.51975896405831	-0.1241033582734528	-0.1405877378982333	-0.149755237246885	0.09659094657593084
YAL023C	-0.08280988823411135	1.8496163362778943	-0.7421623537256172	0.051962662284191136	-0.31421628122098283	-0.49273167976867055
YAL026C	-0.18951756966269634	0.1896028350036634	-0.20273167306481	-0.23315825941888182	-0.6189817379570768	-0.26220388625971924
YAL027W	0.2570101630205274	0.307609495561614	-0.23328677514436624	-0.28789752878918007	0.07830562890720066	-0.34544131851217974
YAL028W	0.3405525186518619	0.028352577979382013	0.9515369353547166	-0.08147836101884498	-0.2487237242532668	-1.3649277626569636
YAL029C	-0.06337867887242386	0.5868153404113183	0.6802575603478976	0.0829463406289793	-0.4191446749939543	-1.0647381066320574
YAL030W	0.7795023382143718	-0.8669193390395945	-0.06212129778681083	-0.12551883026541907	-0.3743375649020804	0.21401308392418233
YAL031C	0.39678655288493825	-1.0610824744058256	0.8104517475893509	-0.5629732030282558	-0.2345622593795445	-0.8623747408742801
YAL034C	0.010321390648235415	-0.03961278080338764	-0.4485534502521787	-0.5241328610067386	-0.07419417099627829	0.80286702768182
YAL035W	-0.05499085231804058	0.6476074962152949	-0.7520575666034437	-0.5200298007132851	-0.18982101572854396	0.4256504612368785
YAL036C	0.045521093209549626	0.18192803923225684	-0.8654431076374469	-0.6417691046146853	-0.35954167871363135	0.5458348355574524
YAL037W	0.09345483589065376	0.23415393199462436	-0.6812392679109145	-0.4821219175559745	-0.10041729792877395	0.5276037173116781
YAL039C	-0.044498142266228904	0.4314223175508427	-1.71527480591015	-0.7416506303212019	-0.6553450557260954	-0.18708843974068384
YAL040C	-0.43996243979450267	0.4327484202619513	1.0667946568667557	-0.6419400523326865	-0.20604572547741432	-1.6187003176416035
YAL042C-A	0.32804684700278175	-0.14538160025416438	-0.04433102181520155	-0.19845601098428076	-0.5045938592015543	0.16636293810487687
YAL042W	0.36463888221792756	-0.23563763386265418	-0.5010072998222974	-0.19813644840836286	-0.6802698925486808	0.14631568998046568
YAL044C	0.5297870044946701	1.6491736217242194	0.8859247241496592	-0.659064236269403	-1.5008582971488402	-1.1828828773870381
YAL045C	0.26820222419335016	-0.0074289644033177895	-0.40624238954974246	-0.5219999720105856	-0.19100309607307764	0.7171599356657733
YAL046C	0.23291799188875878	-0.18481676174659756	-0.25123165369106565	-0.8016906563827153	-0.18761441655468403	0.46262702226091296
