ORF	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YMR231W	0.013	0.124	0.194	-0.279	-0.175	-0.070
YMR232W	-0.180	0.032	0.018	0.088	0.027	0.017
YMR233W	-0.087	-0.007	-0.005	0.067	0.030	0.040
YMR234W	-0.091	0.011	-0.012	0.040	0.036	0.053
YMR237W	-0.130	0.040	0.033	0.102	0.033	0.046
YMR238W	-0.034	0.026	0.045	-0.038	-0.004	0.005
YMR241W	-0.018	0.022	0.066	-0.118	-0.058	-0.021
YMR242C	0.058	0.197	-0.087	-0.238	-0.406	0.050
YMR243C	-0.081	0.010	0.018	-0.025	0.030	0.009
YMR244C-A	-0.113	0.028	-0.025	0.040	-0.010	0.009
YMR244W	-0.177	0.067	0.003	0.055	0.010	0.024
YMR245W	-0.199	0.074	-0.041	0.120	-0.017	0.030
YMR246W	-0.197	0.037	0.004	0.059	0.031	0.008
YMR247C	-0.118	0.027	-0.014	-0.016	0.001	0.052
YMR250W	-0.186	0.020	0.007	0.022	0.029	0.024
YMR251W	-0.174	0.000	-0.064	0.012	0.036	0.105
YMR251W-A	-0.221	0.014	0.012	0.070	0.021	0.027
YMR252C	-0.125	0.030	-0.037	-0.064	0.041	0.082
YMR253C	-0.210	0.039	0.027	0.045	0.038	0.024
YMR254C	-0.255	0.072	0.006	0.063	0.025	0.034
YMR255W	0.554	0.311	0.720	-0.665	-0.249	-0.687
YMR256C	-0.136	0.073	-0.033	-0.001	-0.069	0.006
YMR257C	-0.212	0.120	-0.089	0.004	-0.062	0.087
YMR258C	0.004	-0.042	0.015	0.019	0.014	0.044
YMR259C	-0.152	0.004	-0.039	0.050	0.004	0.066
YMR261C	-0.132	-0.008	0.039	0.073	0.030	0.029
YMR262W	-0.216	-0.001	0.010	0.075	0.018	0.047
YMR263W	-0.193	0.095	0.042	0.210	-0.127	-0.093
YMR264W	-0.139	0.074	-0.039	-0.038	-0.016	0.088
YMR265C	-0.178	0.033	0.028	0.135	-0.031	-0.015
YMR266W	0.074	-0.055	-0.007	0.043	-0.017	0.017
YMR267W	-0.182	0.024	-0.055	-0.041	-0.168	0.009
YMR269W	-0.093	0.087	-0.067	-0.069	-0.075	0.068
YMR271C	0.029	-0.003	0.054	0.107	-0.025	-0.099
YMR272C	0.164	-0.122	-0.068	-0.249	-0.097	0.049
YMR273C	0.005	-0.005	-0.019	0.003	-0.007	0.033
YMR274C	-0.079	-0.048	0.010	0.066	0.007	0.039
YMR275C	0.668	-0.434	-0.715	-1.039	-0.171	-0.120
YMR276W	-0.142	0.022	0.056	0.086	-0.009	-0.028
YMR277W	0.169	-0.087	0.129	0.057	0.061	-0.067
YMR278W	-0.132	0.044	0.018	0.124	-0.011	-0.003
YMR280C	-0.073	-0.004	0.183	0.081	0.016	-0.223
YMR282C	-0.092	0.073	-0.045	0.034	-0.123	-0.006
YMR283C	0.070	-0.166	-0.046	0.046	0.014	0.034
YMR284W	0.052	-0.073	-0.030	-0.030	-0.000	0.012
YMR285C	0.040	-0.071	0.008	-0.030	-0.010	0.045
YMR286W	-0.048	0.086	0.012	-0.086	-0.359	0.010
YMR287C	-0.227	0.120	-0.143	0.090	-0.241	0.072
YMR289W	-0.216	0.038	0.022	0.118	0.002	-0.021
YMR291W	-0.248	0.057	-0.030	0.102	-0.011	-0.002
YMR292W	-0.163	0.122	-0.022	0.092	-0.022	-0.001
YMR293C	0.297	-0.006	0.009	0.012	0.050	0.044
YMR294W	-0.059	-0.014	0.340	0.227	-0.022	-0.325
YMR294W-A	-0.069	0.006	0.163	0.294	0.108	0.018
YMR295C	-0.129	0.031	0.173	0.233	0.108	-0.024
YMR297W	-0.110	-0.051	0.082	0.271	0.089	0.002
YMR299C	-0.093	-0.014	0.144	0.233	0.039	-0.004
YMR300C	-0.319	0.090	-0.013	-0.276	-0.231	0.013
YMR302C	-0.101	0.010	0.112	0.180	0.052	-0.021
YMR303C	-0.205	0.010	0.086	0.372	0.091	0.008
YMR304C-A	-0.139	0.072	0.140	0.126	0.114	0.008
YMR304W	1.255	-0.165	0.074	-0.681	0.043	0.066
YMR305C	-0.086	0.066	0.048	0.301	0.104	0.077
YMR306C-A	-0.158	0.042	0.143	0.273	0.097	0.006
YMR306W	0.032	-0.002	0.049	0.075	0.067	-0.029
YMR307W	0.212	0.211	0.216	-0.158	-0.040	-0.095
YMR310C	-0.116	-0.024	0.136	0.251	0.076	0.027
YMR311C	0.158	0.029	-0.140	-0.017	0.050	-0.046
YMR312W	-0.009	0.101	0.077	-0.037	-0.097	-0.111
YMR313C	0.199	-0.110	0.110	0.032	0.045	0.014
YMR315W	-0.145	0.012	0.058	0.247	0.093	-0.062
YMR316C-A	0.046	-0.030	0.003	0.117	0.062	-0.044
YMR316C-B	-0.015	0.023	0.113	0.125	0.062	-0.051
YMR316W	0.012	0.020	0.047	0.090	-0.036	-0.057
YMR317W	-0.018	-0.025	0.108	0.143	0.073	-0.023
YMR318C	0.070	-0.008	0.165	0.108	0.063	-0.044
YMR319C	0.082	0.045	0.044	0.029	0.037	0.012
YMR320W	0.148	-0.010	0.125	-0.047	0.052	-0.048
YMR322C	0.001	-0.009	0.024	0.007	0.014	0.017
YMR326C	0.043	0.199	-0.037	-0.036	-0.169	0.122
YNL001W	-0.114	-0.073	0.065	-0.103	-0.078	0.055
YNL003C	0.060	0.090	-0.146	-0.235	0.009	0.127
YNL004W	-0.302	0.055	0.003	0.294	0.005	0.013
YNL005C	0.089	0.024	-0.078	0.171	-0.167	0.040
YNL008C	0.251	-0.081	0.016	0.193	-0.017	0.062
YNL009W	0.241	-0.104	0.072	0.201	-0.010	0.040
YNL010W	0.127	-0.094	0.084	0.116	-0.019	0.023
YNL011C	0.630	-0.122	0.032	-0.564	0.072	0.021
YNL012W	0.279	0.001	0.085	0.333	-0.031	-0.005
YNL013C	0.094	-0.045	0.108	0.255	-0.003	-0.017
YNL014W	0.789	-0.052	0.136	-0.543	0.129	-0.098
YNL015W	0.243	-0.037	0.133	0.220	-0.057	-0.186
YNL016W	-0.009	-0.021	-0.026	0.079	-0.068	0.035
YNL020C	-0.160	-0.097	0.140	-0.048	0.086	-0.101
YNL021W	-0.107	0.013	0.049	-0.828	-0.034	-0.068
YNL022C	-0.109	-0.026	0.138	0.240	0.091	-0.047
YNL023C	-0.145	0.021	-0.175	0.276	-0.003	-0.017
YNL024C	-0.121	-0.044	0.096	0.250	0.098	-0.022
YNL025C	0.074	-0.176	0.091	0.038	-0.064	-0.124
YNL027W	-0.015	-0.171	-0.028	0.291	0.072	-0.044
YNL028W	-0.235	0.045	0.155	0.258	0.091	-0.077
YNL029C	-0.036	-0.038	0.032	0.296	0.036	-0.048
YNL030W	0.011	-0.009	0.102	0.346	0.065	-0.088
YNL031C	-0.017	-0.010	0.210	0.273	0.054	-0.043
YNL032W	-0.028	0.018	0.055	0.149	0.043	0.060
YNL034W	-0.199	-0.011	0.187	0.330	0.092	-0.086
YNL035C	-0.128	-0.003	0.145	0.209	0.091	-0.036
YNL037C	-0.265	0.111	-0.002	-0.421	-0.113	-0.298
YNL040W	-0.111	0.105	0.057	0.310	-0.036	-0.212
YNL041C	0.067	0.050	0.188	0.113	0.040	-0.100
YNL043C	-0.110	-0.047	0.170	0.275	0.067	-0.062
YNL044W	0.111	-0.110	0.065	0.338	0.046	-0.009
YNL045W	-0.007	-0.014	0.094	0.229	0.044	-0.072
YNL046W	-0.034	-0.092	0.406	0.184	0.073	-0.128
YNL047C	-0.508	-0.564	0.466	-0.297	0.298	-0.547
YNL049C	-0.068	0.021	0.030	0.227	0.058	-0.074
YNL050C	-0.242	0.035	0.174	0.300	0.087	-0.081
YNL051W	-0.019	0.107	0.093	0.132	-0.023	-0.053
YNL052W	-0.070	0.068	0.096	0.107	0.029	-0.015
YNL053W	0.390	-0.295	-0.053	-0.420	0.316	-0.019
YNL054W	0.005	-0.039	-0.013	0.217	0.003	0.089
YNL055C	-0.146	0.127	0.011	-0.130	-0.251	0.020
YNL056W	0.071	0.102	0.045	0.236	0.023	0.044
YNL057W	0.050	-0.038	0.039	0.183	-0.018	-0.031
YNL058C	0.096	-0.033	0.085	0.222	-0.027	-0.001
YNL059C	-1.676	0.040	1.122	0.227	-0.603	-1.122
YNL063W	0.040	-0.024	0.047	0.263	0.003	0.056
YNL064C	0.003	-0.145	0.030	-0.198	-0.305	0.120
YNL065W	-0.093	0.009	0.116	-0.009	0.007	0.019
YNL066W	-0.106	0.055	0.220	0.184	0.061	-0.095
YNL067W	-0.014	0.084	0.039	0.029	-0.061	0.004
YNL068C	0.036	0.001	0.149	0.012	0.015	-0.093
YNL069C	0.045	0.003	-0.051	-0.217	-0.162	0.128
YNL070W	-0.154	-0.019	-0.526	0.040	-0.005	-0.059
YNL071W	-0.025	0.044	0.178	0.117	0.036	-0.094
YNL072W	0.009	0.022	0.115	0.245	0.041	-0.022
YNL073W	-0.195	0.212	-0.052	-0.011	-0.228	0.032
YNL074C	0.116	-0.055	0.097	0.006	-0.020	-0.049
YNL076W	-0.252	-0.045	-0.028	0.220	0.077	0.034
YNL077W	-0.266	0.042	0.045	0.206	-0.023	0.042
YNL078W	-0.079	0.079	-0.075	0.130	0.062	-0.036
YNL079C	-0.044	-0.072	0.025	0.065	-0.051	0.074
YNL080C	-0.445	0.165	-0.053	-0.219	-0.355	0.045
YNL081C	-0.434	0.136	-0.210	0.267	-0.086	0.033
YNL082W	-0.015	0.003	0.002	-0.172	-0.045	0.009
YNL083W	-0.105	-0.014	0.038	0.037	0.027	0.061
YNL084C	0.365	-0.046	-0.407	-0.040	-0.275	-0.050
YNL085W	0.015	0.071	-0.123	0.068	0.025	-0.029
YNL086W	0.413	-0.037	0.036	-0.467	0.041	-0.027
YNL087W	0.018	0.054	0.095	0.149	0.032	-0.036
YNL089C	0.197	-0.041	-0.034	0.056	-0.009	0.039
YNL090W	0.005	0.061	-0.105	0.177	0.050	0.002
YNL091W	-0.120	0.143	0.015	0.233	-0.020	-0.012
YNL092W	0.126	-0.045	0.066	0.198	0.019	0.046
YNL093W	-0.134	0.069	0.076	0.060	0.037	0.023
YNL094W	0.164	-0.087	0.150	0.173	-0.002	0.007
YNL095C	-0.023	0.014	0.163	-0.010	0.046	-0.039
YNL096C	0.001	0.093	-0.116	-0.053	-0.084	0.106
YNL097C	-0.064	-0.050	0.156	0.078	-0.003	-0.122
YNL098C	0.253	0.009	0.017	0.341	0.021	-0.011
YNL099C	0.079	0.062	0.069	0.179	0.042	0.017
YNL100W	-0.233	0.095	-0.577	0.036	0.012	-0.023
YNL101W	0.119	-0.004	0.076	0.205	0.009	-0.000
YNL104C	-0.146	0.031	0.155	0.038	0.046	-0.094
YNL105W	-0.041	0.029	0.102	0.087	0.053	-0.052
YNL106C	-0.391	0.052	-0.146	0.115	0.029	-0.121
YNL107W	0.060	-0.171	-0.251	-0.043	-0.082	-0.022
YNL108C	0.029	-0.004	0.106	0.219	0.016	-0.001
YNL109W	-0.068	0.116	0.049	-0.055	-0.041	-0.010
YNL111C	-0.029	-0.027	0.093	-0.049	0.003	-0.032
YNL115C	-0.088	0.057	0.126	0.075	0.025	-0.031
YNL116W	0.117	-0.056	0.109	0.283	0.015	0.016
YNL117W	-0.145	0.116	-0.052	0.184	-0.022	0.001
YNL119W	-0.087	0.150	0.212	-0.011	-0.117	-0.125
YNL120C	-0.124	0.123	0.108	0.124	-0.109	-0.036
YNL121C	-0.071	0.025	0.110	-0.009	0.015	0.002
YNL122C	-0.209	0.077	-0.020	0.215	-0.031	-0.049
YNL123W	0.025	0.023	0.081	0.258	-0.016	0.013
YNL125C	-0.041	-0.028	0.158	0.005	0.046	-0.069
YNL127W	0.244	-0.104	0.197	0.265	-0.015	-0.017
YNL128W	0.166	-0.040	0.122	0.176	0.020	0.026
YNL129W	0.020	-0.005	0.147	0.222	0.013	-0.030
YNL130C	0.050	-0.073	0.132	0.018	0.013	-0.035
YNL133C	-0.243	0.270	-0.069	0.037	-0.293	0.125
YNL134C	0.055	-0.078	0.089	0.177	0.007	0.021
YNL135C	-0.146	0.065	-0.040	0.202	-0.076	0.055
YNL136W	-0.243	0.008	0.053	0.135	-0.014	-0.059
YNL138W	0.005	0.018	-0.011	0.379	0.091	0.007
YNL139C	-0.682	-0.003	-0.217	-0.102	-0.230	-0.127
YNL140C	-0.055	-0.018	-0.120	-0.140	-0.011	0.115
YNL141W	-0.063	0.092	0.159	0.178	-0.025	-0.099
YNL142W	0.155	-0.006	-0.049	0.337	0.078	-0.009
YNL143C	-0.220	0.048	0.100	0.153	-0.026	-0.113
YNL144C	0.009	-0.051	0.093	0.166	0.007	0.047
YNL145W	-0.068	-0.038	0.016	0.159	-0.006	-0.047
YNL146W	-0.041	0.049	0.080	0.158	0.002	0.003
YNL147W	0.157	0.023	-0.116	-0.239	-0.085	0.134
YNL148C	0.059	0.003	0.006	-0.140	-0.139	-0.043
YNL153C	-0.191	-0.281	0.084	-0.056	-0.103	-0.048
YNL154C	-0.100	-0.034	0.082	0.169	0.016	0.010
YNL155W	-0.261	0.089	0.022	0.201	-0.004	0.102
YNL156C	-0.272	0.049	0.065	0.230	0.012	0.012
YNL157W	-0.053	0.059	0.197	0.234	0.003	-0.111
YNL159C	0.157	-0.012	0.174	0.155	-0.004	-0.052
YNL160W	-0.021	0.046	0.137	0.131	-0.131	-0.075
YNL162W	0.067	0.056	0.098	-0.020	-0.177	-0.031
YNL164C	0.029	-0.044	0.062	0.187	0.044	-0.002
YNL165W	-0.312	-0.084	0.108	0.118	0.018	-0.008
YNL166C	-0.075	0.009	0.124	0.230	0.012	-0.027
YNL167C	-0.125	0.028	0.096	0.072	0.012	0.008
YNL168C	-0.276	0.074	0.049	0.187	0.017	0.005
YNL169C	-0.031	0.079	-0.021	0.422	-0.119	-0.163
YNL170W	0.275	0.092	0.056	0.430	-0.300	-0.230
YNL171C	0.082	-0.034	-0.072	-0.102	-0.249	-0.098
YNL173C	-0.009	-0.005	0.099	0.200	0.001	-0.016
YNL175C	-0.091	0.034	0.120	0.192	0.019	-0.054
YNL176C	0.006	0.045	0.074	0.126	0.014	-0.016
YNL177C	-0.248	0.139	0.124	-0.004	-0.267	-0.119
YNL179C	0.138	-0.111	0.167	-0.044	0.013	-0.036
YNL183C	0.038	-0.001	0.097	0.151	0.043	0.027
YNL184C	-0.348	0.210	-0.144	0.183	-0.179	-0.127
YNL187W	-0.349	0.124	0.078	0.247	-0.000	-0.025
YNL190W	-0.415	-0.076	-0.451	0.120	-0.013	-0.013
YNL191W	0.080	0.009	0.138	0.109	0.009	0.008
YNL192W	0.164	-0.096	0.034	0.344	-0.075	-0.019
YNL193W	0.019	-0.028	0.115	0.243	0.026	-0.015
YNL194C	-0.142	0.053	0.019	-0.011	0.006	-0.011
YNL195C	-0.009	-0.016	0.124	0.177	0.027	-0.007
YNL196C	-0.133	0.046	0.053	0.198	0.009	0.039
YNL197C	0.068	-0.052	0.098	-0.226	-0.142	-0.102
YNL198C	-0.043	-0.086	-0.028	0.205	-0.279	-0.086
YNL199C	0.527	-0.143	-0.144	0.185	-0.276	0.025
YNL200C	-0.081	0.033	0.099	0.225	0.018	-0.002
YNL201C	0.164	-0.078	0.143	0.280	0.035	-0.138
YNL202W	-0.069	0.022	0.089	0.189	0.024	-0.008
YNL203C	0.117	-0.012	0.076	0.238	0.033	-0.015
YNL204C	-0.065	0.031	0.071	0.133	0.023	0.009
YNL205C	0.045	-0.008	0.060	0.153	0.037	0.007
YNL206C	-0.098	-0.011	0.078	0.209	-0.045	-0.001
YNL208W	-0.143	0.090	0.126	-0.056	0.021	-0.084
YNL211C	-0.386	0.090	0.123	0.252	0.007	-0.071
YNL212W	-0.219	0.056	0.014	0.233	-0.002	0.010
YNL213C	-0.383	0.139	-0.135	0.213	-0.202	-0.037
YNL214W	-0.001	-0.029	0.088	0.235	0.045	-0.031
YNL215W	-0.176	0.091	-0.066	-0.317	-0.238	-0.030
YNL217W	-0.122	0.037	0.008	0.203	0.012	0.023
YNL218W	-0.236	0.042	-0.149	-0.103	0.010	-0.732
YNL219C	-0.071	0.045	0.034	0.110	0.019	0.043
YNL220W	0.250	-0.284	-0.024	-0.247	0.233	-0.027
YNL223W	-0.244	0.107	0.035	0.199	0.012	-0.027
YNL224C	-0.136	0.068	0.037	0.180	-0.004	-0.024
YNL225C	-0.272	0.010	-0.072	-0.250	-0.207	-0.025
YNL226W	-0.281	-0.026	0.086	-0.501	-0.110	-0.071
YNL227C	-0.308	-0.021	0.021	-0.174	-0.102	-0.026
YNL228W	-0.036	0.044	0.070	0.167	-0.060	-0.011
YNL229C	-0.265	0.149	-0.097	-0.896	-0.205	-0.061
YNL230C	-0.236	-0.146	-0.153	-0.810	-0.024	-0.006
YNL231C	0.097	-0.025	-0.070	0.278	0.069	0.057
YNL233W	-0.199	0.000	0.113	0.195	0.048	-0.012
YNL234W	-0.107	-0.075	0.384	-0.709	-0.013	-0.340
YNL235C	-0.201	0.033	0.004	0.336	0.079	0.028
YNL236W	-0.208	-0.013	0.118	-0.293	-0.083	-0.086
YNL237W	-0.163	-0.090	-0.023	-0.111	0.031	0.033
YNL238W	-0.265	0.013	0.021	-0.884	-0.056	-0.019
YNL239W	-0.051	-0.154	0.077	0.103	0.044	0.053
YNL241C	-0.197	0.275	0.132	-0.749	-0.380	-0.063
YNL242W	-0.284	-0.109	0.129	-0.962	-0.034	-0.026
YNL246W	-0.076	-0.138	0.079	-0.906	-0.134	0.012
YNL248C	-0.408	0.092	0.073	-0.436	-0.309	0.084
YNL249C	-0.226	-0.103	-0.022	-0.871	-0.021	-0.022
YNL250W	0.084	-0.045	0.018	0.121	-0.137	0.109
YNL252C	-0.158	0.025	0.167	0.208	-0.101	-0.135
YNL253W	-0.184	-0.208	-0.016	-1.112	-0.025	-0.035
YNL254C	-0.180	-0.169	0.079	-0.587	0.005	-0.041
YNL255C	-0.051	0.053	0.181	-0.002	0.052	-0.116
YNL257C	-0.066	0.038	0.509	0.245	0.066	-0.351
YNL259C	0.817	0.024	0.170	-0.713	0.017	-0.050
YNL264C	-0.100	0.003	0.191	0.212	0.145	-0.044
YNL265C	-0.075	-0.021	-0.078	0.130	0.081	0.115
YNL266W	-0.098	0.065	0.115	0.264	0.093	0.024
YNL268W	-0.036	-0.130	-0.013	-0.091	0.035	0.032
YNL269W	-0.144	0.001	0.125	0.353	0.084	-0.011
YNL270C	-0.109	0.022	0.282	0.152	0.081	-0.182
YNL271C	-0.192	-0.101	0.215	0.151	-0.010	-0.053
YNL273W	0.014	-0.058	0.118	0.221	0.045	0.044
YNL274C	-0.022	0.010	-0.133	0.104	0.050	0.148
YNL275W	-0.116	0.023	0.146	0.246	0.060	0.018
YNL276C	-0.029	0.027	0.048	0.087	0.091	0.099
YNL277W	-0.114	0.020	0.055	0.208	0.090	0.117
YNL278W	-0.153	0.034	0.079	0.271	0.065	0.123
YNL279W	0.093	-0.006	0.094	0.123	0.071	-0.035
YNL280C	-0.084	-0.014	0.058	0.246	0.083	0.031
YNL281W	-0.090	-0.045	0.073	0.193	0.082	-0.030
YNL283C	-0.055	0.048	0.075	0.233	0.069	0.020
YNL284C	0.090	-0.055	-0.017	-0.625	-0.167	0.105
YNL285W	-0.044	0.031	0.086	0.255	0.090	0.001
YNL286W	-0.000	-0.050	0.214	0.245	0.084	-0.054
YNL288W	0.159	-0.218	0.160	0.087	0.026	-0.002
YNL289W	-0.104	0.010	0.012	0.231	0.092	0.132
YNL291C	0.112	-0.160	0.079	0.120	0.061	0.049
YNL292W	-0.095	0.046	0.160	0.138	0.119	0.017
YNL293W	-0.682	-0.234	0.146	0.204	0.069	0.055
YNL294C	-0.006	-0.159	0.027	0.192	0.037	0.014
YNL295W	-0.132	0.039	0.156	0.297	0.099	-0.005
YNL296W	-1.531	-0.463	0.049	-0.179	-0.170	-0.049
YNL297C	-0.970	-0.449	0.000	-0.102	0.008	-0.009
YNL298W	0.003	-0.063	0.126	0.214	0.073	-0.069
YNL299W	0.112	-0.081	0.192	0.043	0.025	-0.011
YNL300W	-0.005	0.038	0.095	0.135	0.066	-0.078
YNL301C	-0.079	-0.018	0.134	0.128	0.097	0.030
YNL302C	0.057	0.153	0.111	-0.145	-0.238	0.047
YNL303W	-0.048	0.027	-0.018	0.148	0.105	0.150
YNL304W	-0.134	0.045	0.139	0.234	0.092	0.027
YNL305C	-0.086	0.021	0.077	0.265	0.093	0.054
YNL307C	0.303	-0.249	-0.041	0.116	-0.029	-0.075
YNL309W	-0.324	0.047	0.098	0.353	0.093	-0.034
YNL311C	-0.128	0.056	0.121	0.222	0.079	-0.027
YNL314W	-0.106	-0.013	0.160	0.244	0.103	-0.027
YNL315C	-0.155	0.069	-0.100	0.008	-0.005	0.025
YNL316C	-0.025	-0.030	0.222	0.304	0.104	-0.095
YNL318C	-0.166	0.062	0.154	0.198	0.089	-0.019
YNL319W	-0.273	0.128	0.042	0.190	-0.011	-0.036
YNL320W	-0.034	-0.017	0.141	-0.028	0.082	0.019
YNL321W	-0.161	0.065	0.112	0.248	0.101	0.013
YNL322C	0.083	0.010	0.187	0.199	0.087	0.009
YNL323W	-0.170	0.159	0.109	0.403	0.097	0.043
YNL324W	-0.062	-0.022	0.029	0.317	0.082	0.079
YNL325C	0.004	0.013	0.037	0.268	0.096	0.081
YNL326C	-0.201	0.068	0.035	0.239	0.059	0.105
YNL327W	-0.177	0.073	0.022	0.264	0.109	0.143
YNL328C	0.039	-0.102	0.013	0.210	0.086	0.159
YNL329C	-0.098	0.058	0.171	0.138	0.121	-0.064
YNL330C	-0.107	0.040	0.072	0.142	0.089	0.074
YNL332W	-0.101	0.027	0.080	0.211	0.092	0.075
YNL333W	-0.181	0.077	0.076	0.275	0.096	0.079
YNL334C	0.021	-0.132	-0.010	0.204	0.076	0.022
YNL335W	-0.069	0.021	0.247	0.174	0.072	-0.134
YNL336W	0.012	-0.077	0.081	0.223	0.072	0.009
YNL338W	-0.015	-0.060	0.156	0.158	0.062	-0.032
YNL339C	-0.145	0.053	0.151	0.214	0.091	-0.011
YNR001C	-0.091	0.154	-0.017	0.333	0.023	-0.030
YNR002C	-0.016	-0.019	0.104	0.205	0.075	-0.001
YNR004W	0.077	0.037	0.043	0.134	0.013	0.048
YNR005C	0.034	-0.081	-0.213	-0.176	-0.050	-0.026
YNR006W	0.041	-0.047	-0.067	-0.059	-0.127	-0.063
YNR007C	-0.071	-0.127	0.158	-0.307	0.034	-0.026
YNR008W	-0.013	0.013	0.249	0.233	0.048	-0.174
YNR009W	-0.126	0.003	0.040	0.276	0.058	0.047
YNR010W	-0.096	-0.101	0.032	0.147	-0.104	-0.087
YNR012W	-0.306	0.054	0.154	0.195	0.063	-0.099
YNR013C	0.125	-0.017	-0.041	0.228	0.033	-0.026
YNR014W	-0.127	0.115	0.085	0.406	0.043	-0.103
YNR015W	0.074	0.048	-0.031	0.257	0.033	0.028
YNR018W	-0.001	0.038	0.015	0.270	0.007	-0.003
YNR019W	0.070	0.014	0.090	0.301	0.022	-0.059
YNR020C	-0.105	0.044	-0.028	-0.872	-0.357	-0.011
YNR021W	-0.013	0.043	0.218	0.158	0.013	-0.067
YNR022C	-0.137	-0.006	-0.019	0.198	0.070	0.074
YNR024W	-0.059	-0.075	0.150	0.264	0.085	-0.073
YNR025C	-0.204	-0.079	0.036	-0.714	0.009	-0.077
YNR027W	-0.121	0.052	0.166	0.262	0.076	-0.068
YNR028W	-0.143	0.096	0.131	0.163	0.080	-0.053
YNR029C	-0.202	-0.249	0.139	0.209	-0.011	-0.073
YNR030W	-0.081	-0.002	0.079	0.136	0.081	0.016
YNR031C	-0.040	-0.008	0.093	0.188	0.019	-0.092
YNR032C-A	-0.006	0.062	0.036	0.112	-0.084	0.086
YNR032W	-0.154	0.023	0.101	0.356	0.054	-0.076
YNR033W	-0.025	0.058	-0.094	0.001	0.013	0.124
YNR034W	0.112	0.011	0.139	0.167	0.004	-0.100
YNR036C	-0.185	0.119	0.033	0.641	-0.077	-0.154
YNR037C	-0.251	0.174	0.116	0.059	-0.398	-0.165
YNR039C	-0.288	0.028	0.229	-0.631	-0.028	-0.235
YNR040W	-0.037	0.009	-0.019	0.243	0.054	-0.043
YNR041C	0.037	0.113	0.075	-0.276	-0.230	-0.021
YNR042W	-0.075	0.060	0.086	0.260	0.062	-0.036
YNR045W	-0.076	-0.026	0.068	0.000	0.016	-0.001
YNR047W	-0.181	-0.028	-0.047	-0.250	-0.010	-0.099
YNR048W	-0.041	0.054	0.121	0.213	0.060	-0.073
YNR049C	-0.163	0.036	0.048	0.278	0.095	0.074
YNR050C	-0.423	0.016	-0.003	-0.820	-0.174	-0.868
YNR051C	0.439	0.112	-0.195	0.439	-0.175	-0.116
YNR052C	-0.130	-0.115	0.134	-0.222	-0.260	-0.235
YNR055C	-0.129	0.018	0.188	0.232	0.105	-0.008
YNR056C	-0.138	0.041	0.034	0.228	-0.014	0.023
YNR057C	-0.019	0.133	-0.051	0.077	-0.103	0.147
YNR058W	-0.009	-0.003	0.083	0.176	-0.030	0.003
YNR059W	-0.022	-0.009	0.030	-0.191	-0.062	0.019
YNR060W	0.319	-0.284	-0.102	-0.383	0.286	0.150
YNR061C	0.085	0.058	-0.104	0.076	-0.073	0.160
YNR062C	-0.176	0.075	0.037	0.237	-0.018	0.034
YNR063W	-0.055	0.045	-0.038	0.219	-0.045	0.077
YNR064C	-0.078	0.112	-0.188	0.204	-0.086	0.162
YNR065C	-0.082	0.055	-0.060	0.153	-0.053	0.025
YNR066C	-0.041	0.041	-0.035	0.117	-0.061	0.069
YNR067C	0.151	0.071	-0.070	-0.060	-0.057	0.157
YNR068C	0.102	0.056	-0.055	0.169	-0.115	0.142
YNR069C	-0.043	0.014	0.167	0.153	0.107	0.017
YNR070W	0.289	-0.054	0.108	-0.020	-0.046	-0.098
YNR071C	0.032	-0.001	0.164	-0.007	-0.027	-0.148
YNR072W	0.263	-0.037	0.120	-0.034	-0.043	-0.084
YNR073C	0.322	-0.090	0.101	0.014	-0.022	-0.091
YNR074C	0.263	-0.090	0.071	0.105	-0.010	-0.059
YNR075W	0.270	-0.066	0.067	0.066	0.004	-0.075
YOL001W	-0.539	-0.051	-0.185	-0.557	-0.274	0.025
YOL002C	-0.205	0.035	-0.079	0.144	0.037	0.086
YOL003C	-0.110	-0.011	-0.105	0.298	-0.004	0.136
YOL004W	-0.538	-0.252	-0.249	0.194	-0.283	-0.047
YOL006C	-0.002	-0.174	0.179	-0.227	-0.091	-0.214
YOL007C	0.397	0.225	0.029	-0.332	-0.189	0.009
YOL008W	0.024	0.003	-0.042	0.038	0.012	0.077
YOL009C	0.023	0.181	-0.299	-0.039	-0.278	0.045
YOL011W	0.163	-0.006	0.215	-0.090	-0.018	-0.248
YOL012C	-0.191	0.021	-0.358	0.047	-0.143	0.108
YOL013C	-0.111	0.092	-0.228	0.101	0.057	0.243
YOL013W-A	0.355	-0.144	0.079	0.031	-0.028	-0.076
YOL014W	-0.107	0.028	0.050	0.090	0.023	-0.004
YOL015W	-0.221	-0.131	0.188	-0.066	-0.004	-0.167
YOL016C	-0.031	0.046	-0.050	0.080	0.023	0.079
YOL017W	-0.012	0.006	-0.154	0.150	0.022	0.183
