orf	hap a | growth (lag phase) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | sodium chloride [0.85 M] | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (lag phase) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (exponential growth rate) | standard | minimal complete | Warringer J~Blomberg A, 2003	hap a | growth (stationary phase cell density) | standard | minimal complete | Warringer J~Blomberg A, 2003
YAL002W	-0.27789226174354553	0.10099344700574875	-0.1197064146399498	0.04374232119880617	-0.1206839308142662	-0.17992379888892174
YAL004W	0.10044344514608383	0.01998245343565941	-0.18872956931591034	0.08547842502593994	-0.016070889309048653	0.1772197149693966
YAL005C	1.0986236333847046	0.02161901444196701	-0.04731232672929764	-1.079390048980713	0.016430904157459736	0.05445762746967375
YAL007C	0.09808596968650818	-0.06631206721067429	0.05325598642230034	0.065898222848773	-0.004938141559250653	0.013075890485197306
YAL008W	0.030349239706993103	0.06006645783782005	0.11402446776628494	-0.01577018527314067	-0.025707417749799788	-0.05781497061252594
YAL009W	-0.21142475306987762	0.11120188236236572	-0.024117423221468925	-0.09516427107155323	-0.20484689623117447	-0.057374365627765656
YAL010C	0.7414499521255493	0.08535949140787125	0.12178882956504822	-0.8592710196971893	-0.10368111729621887	-0.2077099997550249
YAL011W	0.04596087336540222	-0.016203396022319794	-0.08404457569122314	0.05256432481110096	-0.0716722309589386	0.06621784344315529
YAL012W	0.03712093085050583	-0.019971294328570366	0.16341884434223175	0.05831486918032169	-0.0027720197977032512	-0.027581837959587574
YAL013W	1.3547534942626953	-0.0025754787493497133	0.3878178894519806	-1.1186479926109314	-0.1969369500875473	-0.4412645995616913
YAL014C	-0.05200923606753349	-0.02806498296558857	-0.13003674149513245	-0.006498192436993122	-0.01327462971676141	0.07221119158202782
YAL015C	0.9150906205177307	-0.005239708349108696	-0.08263447135686874	-0.8624537587165833	0.04122486524283886	0.1282094083726406
YAL016W	-0.31625980138778687	-0.056446392089128494	0.09819398820400238	-0.013361948542296886	-0.32018008828163147	-0.21992575377225876
YAL017W	0.14567822217941284	0.04119041934609413	0.1832236647605896	9.499094448983669e-05	-0.07146644964814186	-0.1862396653741598
YAL018C	0.14385482668876648	-0.09116136282682419	0.010026093572378159	0.07547613233327866	-0.029491878114640713	-0.004400968842674047
YAL019W	-0.14256466925144196	0.09301192313432693	0.1483287364244461	0.079787977039814	-0.10503383353352547	-0.08214705297723413
YAL020C	-0.00849237758666277	0.047077830880880356	0.10003428906202316	0.0700630210340023	-0.09992504119873047	-0.08034089207649231
YAL021C	0.0769178494811058	-0.03359924629330635	-0.006170822773128748	0.11253125220537186	-0.01860663970001042	-0.07794827595353127
YAL022C	-0.04339548200368881	0.07537645101547241	0.03706899285316467	0.022648979909718037	-0.0070831760531291366	-0.0035755359567701817
YAL023C	-0.05577757954597473	0.21665836870670319	-0.05530295521020889	0.06932170689105988	-0.026645081117749214	-0.06869000941514969
YAL026C	-0.08124028891324997	0.04030119255185127	0.025317605584859848	0.0002106018364429474	-0.06289556808769703	-0.043218908831477165
YAL027W	0.02531067095696926	0.0528380312025547	0.020750995725393295	-0.01305777346715331	0.020043643191456795	-0.05241584329633042
YAL028W	0.04524564370512962	0.023170223459601402	0.19782871007919312	0.036976635456085205	-0.018855034606531262	-0.16505927499383688
YAL029C	-0.051140882074832916	0.0825004130601883	0.157284677028656	0.07683191075921059	-0.03912584390491247	-0.13189120963215828
YAL030W	0.1499883532524109	-0.0719420313835144	0.04633251577615738	0.026301566511392593	-0.03379623871296644	0.009398479131050408
YAL031C	0.05866427347064018	-0.09256961196660995	0.17674283683300018	-0.07973398827016354	-0.0171705917455256	-0.10953200701624155
YAL034C	-0.03355448693037033	0.015949692577123642	-0.011421664617955685	-0.070319389924407	0.0019044745713472366	0.07446116767823696
YAL035W	-0.049139369279146194	0.08895887434482574	-0.056781843304634094	-0.06932483986020088	-0.011848821071907878	0.03278237069025636
YAL036C	-0.025155093520879745	0.039485834538936615	-0.07372786849737167	-0.09883350506424904	-0.03203633427619934	0.046061586355790496
YAL037W	-0.013717088848352432	0.04503422975540161	-0.04619770124554634	-0.06013626232743263	-0.0012146490043960512	0.04404722340404987
YAL039C	-0.04663558676838875	0.06599170714616776	-0.20073938369750977	-0.12304401397705078	-0.06722082197666168	-0.03491937555372715
YAL040C	-0.14100173115730286	0.06613259017467499	0.21505454182624817	-0.09887494146823883	-0.013778677675873041	-0.19309869781136513
YAL042C-A	0.042261525988578796	0.004712982568889856	0.048991359770298004	0.00862215831875801	-0.0492896419018507	0.004133597016334534
YAL042W	0.05099315941333771	-0.004875673912465572	-0.019261149689555168	0.008699617814272642	-0.07018551975488663	0.0019185692071914673
YAL044C	0.09040099382400513	0.19536365568637848	0.188022643327713	-0.1030257111415267	-0.16779083758592606	-0.14494506875053048
YAL045C	0.027981333434581757	0.01936884969472885	-0.0050980690866708755	-0.06980239413678646	-0.011989424237981439	0.06499135959893465
YAL046C	0.01956176944077015	0.0005234541604295373	0.01806904561817646	-0.1375972516834736	-0.011586355976760387	0.03686792450025678
YAL047C	0.07138155400753021	-0.03897921368479729	0.21535739302635193	-0.6321974694728851	-0.2795642018318176	-0.28707897663116455
YAL048C	-0.02038733847439289	0.0887402594089508	-0.1491253823041916	-0.2311243787407875	-0.21294528245925903	0.0032825488597154617
YAL049C	0.007483399007469416	0.01978924497961998	0.017831267789006233	-0.08757305145263672	-0.008258003857918084	0.022322702687233686
YAL051W	-0.03068811446428299	0.039111096411943436	-0.08447697013616562	-0.06523151881992817	-0.0027657870668917894	0.12508314661681652
YAL053W	0.007101466879248619	0.03608771041035652	-0.04401909559965134	-0.04693539161235094	-0.029760073870420456	0.0064095184206962585
YAL054C	-0.12206167727708817	0.01306317187845707	0.08480088412761688	0.2137627974152565	0.03025671700015664	-0.031677599996328354
YAL055W	-0.05684802308678627	0.06002477556467056	0.061205748468637466	-0.023773109540343285	0.010495416092453524	-0.046108935959637165
YAL056C-A	0.3463250398635864	0.12365420907735825	0.07897864282131195	0.05591765604913235	-0.058280616998672485	-0.08620603661984205
YAL056W	0.05163002759218216	0.06816525012254715	-0.13794277608394623	0.21174005419015884	0.03581259399652481	-0.13753263466060162
YAL058W	0.1751442402601242	0.13374610245227814	0.09917861223220825	0.050813169684261084	-0.18269281834363937	-0.1297793190460652
YAL059W	-0.01052588690072298	0.04034362733364105	0.10613816976547241	-0.1425589695572853	-0.11296798288822174	-0.10407439153641462
YAL060W	-0.0688069760799408	0.036080289632081985	-0.014637432992458344	0.011126460041850805	-0.014342688955366611	0.012133689597249031
YAL061W	-0.02003832533955574	0.02889186330139637	0.08621201664209366	-0.07606417313218117	-0.0016606482677161694	-0.07314415834844112
YAL062W	-0.03332199156284332	0.027314983308315277	-0.11390326917171478	-0.07545180059969425	-0.02260839194059372	-0.044284929521381855
YAL064C-A	0.06995758414268494	-0.024887317791581154	-0.05084477365016937	0.011938932351768017	-0.004204421071335673	0.04775106720626354
YAL065C	-0.030003530904650688	0.05142975226044655	0.00450235465541482	-0.023249443853273988	-0.032236586324870586	-0.06302993325516582
YAL066W	-0.029038205742836	-0.010680858977138996	-0.08068467676639557	-0.0201336108148098	0.008957082172855735	0.01312858797609806
YAL067C	-0.03170395269989967	0.046266309916973114	0.02545601688325405	-0.015560111030936241	-0.02907858556136489	-0.06788297276943922
YAL068C	0.08269711583852768	-0.01890687085688114	0.06962759792804718	-0.016253548441454768	-0.06345085799694061	-0.08183083171024919
YAR002C-A	0.12723596394062042	0.019734559580683708	0.04497215151786804	0.0365006048232317	0.03686435893177986	-0.041113536804914474
YAR002W	-0.1213855966925621	0.1318107396364212	-0.20498615503311157	-0.006566863041371107	-0.10020671039819717	0.1370909046381712
YAR003W	-0.04908399283885956	-0.023305069655179977	-0.10420344024896622	0.040893521159887314	-0.07461843639612198	-0.031001867726445198
YAR014C	0.7032130360603333	-0.004974898416548967	-0.041167717427015305	-0.8584282994270325	0.05932825803756714	0.0036573056131601334
YAR015W	-0.042670972645282745	0.06722395867109299	-0.003804901847615838	-0.10789891332387924	-0.02263199118897319	0.017810115590691566
YAR018C	0.6897895932197571	0.00016508466796949506	0.0384310744702816	-0.7957005798816681	0.03654071036726236	-0.024875147733837366
YAR020C	0.007313393987715244	0.012048321776092052	-0.08316051959991455	0.10604974627494812	-0.013698165072128177	0.04144335770979524
YAR023C	0.2700418531894684	0.1842937171459198	-0.06903699040412903	-0.17205206584185362	-0.1916663497686386	0.10797694139182568
YAR027W	0.05684126541018486	-0.09349202364683151	-0.001080758636817336	0.14806924015283585	-0.05032711289823055	0.06352747976779938
YAR028W	0.1349349170923233	0.016507156193256378	0.15880219638347626	0.025538573740050197	-0.05549619346857071	-0.12064181035384536
YAR029W	-0.034847185015678406	0.08918163925409317	0.1235893964767456	0.12404802069067955	-0.1391650065779686	-0.17962203547358513
YAR030C	-0.04915789142251015	0.05515221506357193	-0.009729569777846336	0.06275823526084423	-0.013848814414814115	0.03205079585313797
YAR031W	-0.034029021859169006	0.040659669786691666	0.052207477390766144	0.09608246013522148	-0.014419340528547764	-0.00142582505941391
YAR035W	0.1068773865699768	-0.014687960036098957	0.03707842528820038	0.06458581425249577	0.008256539469584823	-0.027927648276090622
YAR042W	-0.11077983118593693	-0.01283732708543539	0.021608881186693907	0.056507952394895256	-0.006992317212279886	0.002489969367161393
YAR047C	-0.015534352511167526	0.055827993899583817	0.11052614450454712	0.08639367669820786	-0.014761818572878838	-0.11108238203451037
YAR050W	0.019866619259119034	-0.02122107520699501	0.07873845100402832	0.12864699214696884	0.026472613215446472	-0.07464164216071367
YBL001C	0.19555941224098206	0.12872527539730072	0.014823283068835735	0.0147848897613585	-0.05894322693347931	0.028669064864516258
YBL002W	-0.23303864896297455	-0.03422313183546066	-0.05864535644650459	-0.6808205544948578	-0.18454871326684952	-0.13972925022244453
YBL003C	0.032322030514478683	0.17417676746845245	0.004468496888875961	0.20219304412603378	-0.0139310616068542	-0.01093321293592453
YBL005W	0.052547208964824677	0.1619327813386917	0.06788767129182816	0.22532487660646439	-0.01888282783329487	-0.031247173435986042
YBL006C	0.0005379401263780892	-0.11112959682941437	-0.6731229424476624	-0.0679407324641943	-0.1764284297823906	-0.27818118035793304
YBL007C	0.13004934787750244	-0.379344642162323	0.005794961005449295	-0.3248514235019684	-0.11789648979902267	-0.005794961005449295
YBL008W	-0.28000128269195557	0.06057370826601982	0.0691714733839035	0.0361311137676239	-0.054451778531074524	-0.04643016308546066
YBL009W	-0.01763729564845562	0.07351362705230713	0.1448146253824234	-0.14321314543485641	-0.06397123821079731	-0.09378935862332582
