orf	het | loss of heterozygosity at MAT locus (diploid mating) | standard | YPD + G418 [200 ug/ml] | Hoffert KM~Strome ED, 2019
YIL075C	13.0
YIL076W	9.0
YIL077C	7.0
YIL078W	7.0
YIL079C	6.0
YIL083C	9.0
YIL084C	6.0
YIL085C	9.0
YIL086C	13.0
YIL087C	20.0
YIL088C	11.0
YIL089W	5.0
YIL090W	18.0
YIL091C	6.0
YIL092W	6.5
YIL093C	10.0
YIL094C	9.0
YIL095W	8.0
YIL096C	7.0
YIL097W	9.0
YIL098C	16.0
YIL099W	6.0
YIL100W	4.0
YIL101C	7.0
YIL102C	3.0
YIL103W	3.0
YIL104C	8.0
YIL105C	7.0
YIL106W	6.5
YIL107C	10.0
YIL108W	7.0
YIL109C	5.0
YIL110W	6.0
YIL111W	13.0
YIL112W	6.0
YIL113W	5.0
YIL114C	8.0
YIL115C	6.0
YIL116W	5.0
YIL117C	4.0
YIL118W	4.0
YIL119C	5.0
YIL120W	8.0
YIL121W	5.0
YIL122W	16.0
YIL123W	8.0
YIL124W	13.0
YIL125W	6.0
YIL126W	16.0
YIL127C	4.0
YIL128W	4.0
YIL129C	10.0
YIL130W	5.0
YIL131C	5.0
YIL132C	16.0
YIL133C	7.0
YIL134C-A	4.0
YIL134W	4.0
YIL135C	5.0
YIL136W	8.0
YIL137C	6.0
YIL138C	8.0
YIL139C	6.0
YIL140W	9.0
YIL141W	4.0
YIL142W	17.0
YIL143C	3.0
YIL144W	5.0
YIL145C	5.0
YIL146C	8.0
YIL147C	4.0
YIL148W	5.0
YIL149C	5.0
YIL150C	8.0
YIL152W	13.0
YIL153W	8.0
YIL154C	8.0
YIL155C	6.0
YIL156W	7.0
YIL157C	7.0
YIL158W	7.0
YIL159W	4.0
YIL160C	6.0
YIL161W	6.0
YIL162W	6.0
YIL163C	4.0
YIL164C	6.0
YIL165C	10.0
YIL166C	7.0
YIL167W	8.0
YIL168W	9.0
YIL170W	8.0
YIL171W	14.0
YIL173W	6.0
YIR001C	5.0
YIR002C	3.0
YIR003W	8.0
YIR004W	9.0
YIR005W	15.0
YIR006C	7.0
YIR007W	7.0
YIR008C	6.0
YIR009W	9.0
YIR010W	7.0
YIR011C	6.0
YIR012W	8.0
YIR013C	5.0
YIR014W	5.0
YIR015W	8.0
YIR016W	5.0
YIR017C	10.0
YIR018C-A	5.0
YIR018W	7.0
YIR019C	7.0
YIR020C	8.0
YIR020W-B	11.0
YIR021W	5.0
YIR021W-A	5.0
YIR022W	6.0
YIR023W	5.0
YIR024C	9.0
YIR025W	8.0
YIR026C	7.0
YIR027C	6.0
YIR028W	8.0
YIR029W	7.0
YIR030C	5.0
YIR031C	5.0
YIR032C	6.0
YIR033W	8.0
YIR034C	6.0
YIR035C	5.0
YIR036C	6.0
YIR037W	12.0
YIR038C	6.0
YIR039C	9.0
YIR042C	6.0
YIR043C	4.0
YIR044C	6.0
YJL001W	13.0
YJL002C	10.0
YJL003W	7.0
YJL004C	17.0
YJL005W	7.0
YJL006C	4.0
YJL007C	4.0
YJL008C	11.5
YJL009W	15.0
YJL010C	6.0
YJL011C	6.0
YJL012C	5.666666666666667
YJL013C	5.0
YJL014W	6.0
YJL015C	3.0
YJL016W	7.666666666666667
YJL019W	5.5
YJL020C	7.333333333333333
YJL022W	8.0
YJL023C	8.0
YJL024C	11.0
YJL025W	5.0
YJL026W	8.0
YJL027C	6.0
YJL028W	12.0
YJL029C	6.0
YJL030W	9.0
YJL031C	7.0
YJL032W	7.0
YJL033W	5.0
YJL034W	6.0
YJL035C	10.0
YJL036W	7.0
YJL037W	8.0
YJL038C	7.0
YJL039C	8.0
YJL041W	13.0
YJL042W	7.0
YJL043W	6.0
YJL044C	6.0
YJL045W	9.0
YJL046W	6.0
YJL047C	8.0
YJL047C-A	6.0
YJL048C	7.0
YJL049W	10.0
YJL050W	6.0
YJL051W	8.0
YJL052W	12.0
YJL053W	8.0
YJL054W	12.0
YJL055W	9.0
YJL056C	9.0
YJL057C	8.0
YJL058C	7.0
YJL059W	7.0
YJL060W	5.0
YJL061W	5.0
YJL062W	6.0
YJL062W-A	6.0
YJL063C	6.0
YJL064W	7.0
YJL065C	6.0
YJL066C	8.0
YJL067W	8.0
YJL068C	10.0
YJL069C	11.0
YJL070C	6.0
YJL071W	10.0
YJL072C	7.0
YJL073W	7.0
YJL074C	6.0
YJL075C	8.0
YJL076W	6.0
YJL077C	11.0
YJL077W-B	6.0
YJL078C	14.0
YJL079C	9.0
YJL080C	10.0
YJL081C	5.0
YJL082W	5.0
YJL083W	6.0
YJL084C	8.0
YJL085W	6.0
YJL086C	3.0
YJL086W	9.0
YJL087C	7.0
YJL088W	6.5
YJL089W	7.0
YJL090C	7.0
YJL091C	6.0
YJL092W	5.0
YJL093C	7.0
YJL094C	11.0
YJL095W	9.0
YJL096W	8.5
YJL097W	5.0
YJL098W	8.0
YJL099W	10.0
YJL100W	6.0
YJL101C	15.0
YJL102W	5.0
YJL103C	7.0
YJL104W	8.0
YJL105W	4.0
YJL106W	7.0
YJL107C	5.0
YJL108C	18.0
YJL109C	8.0
YJL110C	5.0
YJL111W	19.0
YJL112W	5.0
YJL115W	7.0
YJL116C	5.0
YJL117W	9.0
YJL118W	6.0
YJL119C	7.0
YJL120W	18.0
YJL121C	8.0
YJL122W	7.0
YJL123C	7.0
YJL124C	9.0
YJL125C	5.0
YJL126W	13.0
YJL127C	7.0
YJL127C-B	7.0
YJL128C	6.0
YJL129C	6.5
YJL130C	6.0
YJL131C	5.0
YJL132W	5.5
YJL133W	11.0
YJL134W	8.0
YJL135W	6.0
YJL136C	8.0
YJL136W-A	6.0
YJL137C	13.0
YJL138C	5.0
YJL139C	12.0
YJL140W	6.0
YJL141C	7.0
YJL142C	6.0
YJL143W	7.0
YJL144W	4.0
YJL145W	7.0
YJL146W	6.0
YJL147C	6.0
YJL148W	5.0
YJL149W	5.0
YJL150W	6.0
YJL151C	6.0
YJL152W	4.0
YJL153C	5.0
YJL154C	8.0
YJL155C	3.0
YJL156C	6.0
YJL157C	6.0
YJL158C	7.0
YJL159W	4.0
YJL160C	8.333333333333334
YJL161W	6.0
YJL162C	8.0
YJL163C	7.0
YJL164C	7.0
YJL165C	7.0
YJL167W	7.0
YJL168C	5.0
YJL169W	7.0
YJL170C	7.0
YJL171C	4.0
YJL172W	8.0
YJL173C	6.0
YJL174W	7.0
YJL175W	7.0
YJL176C	5.0
YJL177W	6.0
YJL178C	17.0
YJL179W	7.0
YJL180C	7.0
YJL181W	4.0
YJL182C	10.0
YJL183W	4.0
YJL184W	6.5
YJL185C	5.0
YJL186W	5.0
YJL187C	5.0
YJL188C	6.0
YJL189W	10.0
YJL190C	4.0
YJL191W	7.0
YJL192C	7.0
YJL193W	5.0
YJL194W	6.0
YJL195C	6.5
YJL196C	8.0
YJL197W	6.0
YJL198W	3.0
YJL199C	5.0
YJL200C	6.0
YJL201W	6.0
YJL202C	7.0
YJL203W	8.0
YJL204C	4.0
YJL205C	6.0
YJL206C	5.0
YJL207C	5.0
YJL208C	6.0
YJL209W	6.0
YJL210W	3.0
YJL211C	7.0
YJL212C	7.0
YJL213W	8.0
YJL214W	8.0
YJL215C	6.0
YJL216C	3.0
YJL217W	10.0
YJL218W	4.0
YJR001W	6.0
YJR002W	7.0
YJR003C	11.0
YJR004C	5.0
YJR005C-A	6.0
YJR005W	11.0
YJR006W	7.0
YJR007W	6.0
YJR008W	7.0
YJR009C	5.0
YJR010C-A	17.0
YJR010W	8.0
YJR011C	7.0
YJR012C	13.0
YJR013W	10.0
YJR014W	7.0
YJR015W	5.0
YJR016C	4.0
YJR017C	4.0
YJR018W	9.0
YJR019C	4.0
YJR020W	7.0
YJR021C	5.0
YJR022W	6.0
YJR023C	6.0
YJR024C	10.0
YJR025C	3.0
YJR026W	5.0
YJR030C	7.0
YJR031C	8.0
YJR032W	16.0
YJR033C	6.0
YJR034W	6.0
YJR035W	7.0
YJR036C	5.0
YJR037W	10.0
YJR038C	7.0
YJR039W	7.0
YJR040W	5.0
YJR041C	8.0
YJR042W	12.0
YJR043C	6.0
YJR044C	9.0
YJR045C	5.0
YJR046W	7.0
YJR047C	10.0
YJR048W	10.0
YJR049C	7.0
YJR050W	5.0
YJR051W	12.0
YJR052W	8.0
YJR053W	10.0
YJR054W	6.0
YJR055W	12.5
YJR056C	6.0
YJR057W	10.0
YJR058C	6.0
YJR059W	8.0
YJR060W	9.5
YJR061W	4.0
YJR062C	7.0
YJR063W	4.0
YJR064W	6.0
YJR065C	4.0
YJR066W	9.0
YJR067C	6.0
YJR068W	5.0
YJR069C	11.0
YJR070C	6.0
YJR072C	7.0
YJR073C	11.0
YJR074W	7.0
YJR075W	13.0
YJR076C	4.0
YJR077C	9.0
YJR078W	9.0
YJR079W	7.0
YJR080C	18.0
YJR082C	6.0
YJR083C	5.0
YJR084W	6.0
YJR085C	7.0
YJR086W	12.0
YJR087W	6.0
YJR088C	14.0
YJR089W	8.0
YJR090C	6.0
YJR091C	6.0
YJR092W	5.0
YJR093C	9.0
YJR094C	12.0
YJR094W-A	6.0
YJR095W	14.0
YJR096W	6.0
YJR097W	8.0
YJR098C	10.0
YJR099W	15.0
YJR100C	14.0
YJR101W	6.0
YJR102C	7.0
YJR103W	6.0
YJR104C	8.0
YJR105W	3.0
YJR106W	8.0
YJR107W	7.0
YJR108W	4.0
YJR109C	5.0
YJR110W	5.0
YJR111C	6.0
YJR112W	7.0
YJR112W-A	9.0
YJR113C	17.0
YJR114W	6.0
YJR115W	8.0
YJR116W	8.0
YJR117W	6.0
YJR118C	17.0
YJR119C	6.0
YJR120W	6.0
YJR121W	6.0
YJR122W	3.0
YJR123W	5.0
YJR124C	10.0
YJR125C	8.0
YJR126C	4.0
YJR127C	6.0
YJR128W	7.0
YJR129C	8.0
YJR130C	7.0
YJR131W	5.0
YJR133W	3.0
YJR134C	7.0
YJR135C	6.0
YJR135W-A	5.0
YJR137C	9.0
YJR139C	14.0
YJR140C	7.0
YJR141W	7.0
YJR142W	7.0
YJR143C	8.0
YJR144W	4.0
YJR145C	8.0
YJR146W	9.0
YJR147W	5.0
YJR148W	17.0
YJR149W	7.0
YJR150C	6.0
YJR151C	7.0
YJR151W-A	4.0
YJR152W	6.0
YJR153W	5.0
YJR154W	8.0
YKL001C	6.0
YKL002W	6.0
YKL003C	7.0
YKL004W	5.0
YKL005C	6.0
YKL006C-A	5.5
YKL006W	3.0
YKL007W	5.0
YKL008C	9.0
YKL009W	4.0
YKL010C	15.0
YKL011C	6.0
YKL012W	6.0
YKL013C	5.0
YKL014C	7.0
YKL015W	4.0
YKL016C	6.0
YKL017C	5.0
YKL018C-A	16.0
YKL018W	6.0
YKL019W	9.0
YKL020C	7.0
YKL021C	7.0
YKL022C	10.0
YKL023W	7.0
YKL024C	6.0
YKL025C	7.0
YKL026C	10.0
YKL027W	8.0
YKL028W	7.0
YKL029C	8.0
YKL030W	5.0
YKL031W	4.0
YKL032C	4.0
YKL033W	18.0
YKL033W-A	9.0
YKL034W	7.0
YKL035W	6.0
YKL036C	2.0
YKL036W	7.0
YKL037W	7.0
YKL038W	7.0
YKL039W	7.0
YKL040C	6.0
YKL041W	6.0
YKL042W	8.0
YKL043W	6.0
YKL044W	7.0
YKL045W	7.0
YKL046C	7.0
YKL047W	14.0
YKL048C	8.0
YKL049C	6.0
YKL050C	8.0
YKL051W	9.0
YKL052C	12.0
YKL053C-A	5.0
YKL053W	12.0
YKL054C	4.0
YKL055C	5.0
YKL056C	5.0
YKL057C	16.0
YKL058W	5.0
YKL059C	8.0
YKL060C	6.0
YKL061W	5.0
YKL062W	5.0
YKL063C	5.0
YKL064W	4.0
YKL065C	6.0
YKL066W	6.0
YKL067W	5.0
YKL068W	5.0
YKL068W-A	6.0
YKL069W	5.0
YKL070W	13.0
YKL071W	4.0
YKL072W	3.0
YKL073W	4.0
YKL074C	7.0
YKL075C	4.0
YKL076C	7.0
YKL077W	3.0
YKL078W	4.0
YKL079W	5.0
YKL080W	4.0
YKL081W	7.0
YKL082C	13.0
YKL083W	6.0
YKL084W	4.0
YKL085W	5.0
YKL086W	3.0
YKL087C	4.0
YKL088W	5.0
YKL089W	6.0
YKL090W	5.0
YKL091C	6.0
YKL092C	6.0
YKL093W	3.0
YKL094W	6.0
YKL095W	6.0
YKL096C-B	7.0
YKL096W	5.0
YKL096W-A	7.0
YKL097C	5.0
YKL098W	6.0
YKL099C	6.0
YKL100C	11.0
YKL101W	5.0
YKL102C	5.0
YKL103C	5.0
YKL104C	3.0
YKL105C	2.0
YKL106C-A	6.0
YKL106W	4.0
YKL107W	5.0
YKL108W	5.0
YKL109W	3.0
YKL110C	10.0
YKL111C	15.0
YKL112W	11.0
YKL113C	4.0
YKL114C	6.0
YKL115C	6.0
YKL116C	4.0
YKL117W	8.0
YKL118W	6.0
YKL119C	6.0
YKL120W	5.0
YKL121W	6.0
YKL122C	5.0
YKL123W	6.0
YKL124W	5.0
YKL125W	8.0
YKL126W	10.0
YKL127W	7.0
YKL128C	5.0
YKL129C	4.0
YKL130C	4.0
YKL131W	6.0
YKL132C	2.0
YKL133C	6.0
YKL134C	6.0
YKL135C	4.0
YKL136W	5.0
YKL137W	9.0
YKL138C	5.0
YKL138C-A	14.0
YKL139W	5.5
YKL140W	8.0
YKL141W	5.0
YKL142W	4.0
YKL143W	6.0
YKL144C	6.0
YKL145W	8.0
YKL146W	5.0
YKL147C	6.0
YKL148C	5.0
YKL149C	6.0
YKL150W	6.0
YKL151C	5.0
YKL152C	4.0
YKL153W	7.0
YKL154W	5.0
YKL155C	4.0
YKL156W	4.0
YKL157W	6.333333333333333
YKL159C	5.0
YKL160W	3.0
YKL161C	6.0
YKL162C	7.0
YKL162C-A	4.0
YKL163W	5.0
YKL164C	6.0
YKL165C	7.0
YKL166C	4.0
YKL167C	2.0
YKL168C	8.0
YKL169C	7.0
YKL170W	6.0
YKL171W	7.0
YKL172W	9.5
YKL173W	6.0
YKL174C	5.0
YKL175W	12.0
YKL176C	6.0
YKL177W	4.0
YKL178C	7.0
YKL179C	8.0
YKL180W	4.0
YKL181W	8.0
YKL182W	3.0
YKL183W	4.0
YKL184W	6.0
YKL185W	7.0
YKL186C	6.0
YKL187C	15.0
YKL188C	5.0
YKL189W	6.0
YKL190W	12.0
YKL191W	5.0
YKL192C	6.0
YKL193C	7.0
YKL194C	7.0
YKL195W	3.0
YKL196C	6.0
YKL197C	6.0
YKL198C	6.333333333333333
YKL201C	6.0
YKL202W	7.0
YKL203C	8.0
YKL204W	6.0
YKL205W	11.0
YKL206C	4.0
YKL207W	6.0
YKL208W	4.0
YKL209C	5.5
YKL210W	5.0
YKL211C	3.0
YKL212W	14.0
YKL213C	11.0
YKL214C	7.0
YKL215C	6.0
YKL216W	4.0
YKL217W	5.0
YKL218C	6.0
YKL220C	6.0
YKL221W	4.0
YKL222C	8.0
YKR001C	5.0
YKR002W	6.0
YKR003W	5.0
YKR004C	3.5
YKR005C	6.0
YKR006C	4.0
YKR007W	6.0
YKR008W	7.0
YKR009C	7.0
YKR010C	18.0
YKR011C	6.0
YKR012C	7.0
YKR013W	7.0
YKR014C	8.0
YKR015C	4.0
YKR016W	7.0
YKR017C	12.0
YKR018C	7.0
YKR019C	8.0
YKR020W	10.0
YKR021W	13.0
YKR022C	9.0
YKR023W	5.0
YKR024C	8.0
YKR025W	6.0
YKR026C	8.0
YKR027W	6.0
YKR028W	9.0
YKR029C	6.0
YKR030W	6.0
YKR031C	6.0
YKR032W	15.0
YKR033C	5.0
YKR034W	5.0
YKR035C	7.0
YKR036C	8.0
YKR037C	6.0
YKR038C	7.0
YKR039W	5.0
YKR040C	9.0
YKR041W	4.0
YKR042W	7.0
YKR043C	2.0
YKR044W	8.0
YKR045C	8.0
YKR046C	9.0
YKR047W	6.0
YKR048C	7.0
YKR049C	5.0
YKR050W	5.0
YKR051W	9.0
YKR052C	8.0
YKR053C	7.0
YKR054C	5.0
YKR055W	7.0
YKR056W	5.0
YKR057W	9.0
YKR058W	7.0
YKR059W	10.0
YKR060W	6.0
YKR061W	6.0
YKR062W	5.0
YKR063C	12.0
YKR064W	9.0
YKR065C	7.0
YKR066C	7.0
YKR067W	8.0
YKR068C	7.0
YKR069W	8.0
YKR070W	6.0
YKR071C	6.0
YKR072C	5.0
YKR073C	15.0
YKR074W	8.0
YKR075C	8.0
YKR076W	16.0
YKR077W	9.0
YKR078W	18.0
YKR079C	7.0
YKR080W	5.0
YKR081C	7.0
YKR082W	7.0
YKR083C	4.0
YKR084C	5.0
YKR085C	9.0
YKR086W	5.0
YKR087C	6.0
YKR088C	5.0
YKR089C	7.0
YKR090W	8.0
YKR091W	6.5
YKR092C	5.0
YKR093W	4.0
YKR094C	10.0
YKR095W	6.0
YKR096W	5.0
YKR097W	7.0
YKR098C	8.0
YKR099W	6.0
YKR100C	4.333333333333333
YKR101W	5.0
YKR102W	7.0
YKR103W	8.0
YKR104W	10.0
YKR105C	7.0
YKR106W	9.0
YLL001W	7.0
YLL002W	8.0
YLL003W	8.0
YLL004W	6.0
YLL005C	6.0
YLL006W	7.0
YLL006W-A	5.0
YLL007C	6.0
YLL008W	7.0
YLL009C	4.0
YLL010C	10.0
YLL011W	13.0
YLL012W	7.0
YLL013C	5.0
YLL014W	15.0
YLL015W	6.0
YLL016W	8.0
YLL017W	7.0
YLL018C	5.0
YLL018C-A	7.0
YLL019C	5.0
YLL020C	5.0
YLL021W	6.0
YLL023C	7.0
YLL024C	6.0
YLL025W	5.0
YLL026W	8.0
YLL027W	14.0
YLL028W	7.0
YLL029W	6.0
YLL030C	6.0
YLL031C	7.0
YLL032C	6.0
YLL033W	7.0
YLL034C	7.0
YLL035W	8.0
YLL036C	8.0
YLL037W	4.0
YLL038C	7.0
YLL039C	5.0
YLL040C	7.0
YLL041C	7.0
YLL042C	4.0
YLL043W	8.0
YLL044W	5.0
YLL045C	6.0
YLL046C	7.0
YLL047W	8.0
YLL048C	7.0
YLL049W	10.0
YLL050C	6.0
YLL051C	5.0
YLL052C	10.0
YLL053C	3.0
YLL054C	6.0
YLL055W	9.0
YLL056C	5.0
YLL057C	3.0
YLL058W	5.0
YLL059C	7.0
YLL060C	6.0
YLL061W	7.0
YLL062C	7.0
YLL063C	6.0
YLR001C	7.0
YLR002C	7.0
YLR003C	5.0
YLR004C	5.0
YLR005W	9.0
YLR006C	6.0
YLR007W	4.0
YLR008C	8.0
YLR009W	6.0
YLR010C	7.0
YLR011C	8.0
YLR012C	8.0
YLR013W	8.0
YLR014C	7.0
YLR015W	6.0
YLR016C	6.0
YLR017W	7.0
YLR018C	10.0
YLR019W	10.0
YLR020C	5.0
YLR021W	7.0
YLR022C	4.0
YLR023C	6.0
YLR024C	6.0
YLR025W	6.0
YLR026C	7.0
YLR027C	8.0
YLR028C	16.0
YLR029C	15.0
YLR030W	6.0
YLR031W	6.0
YLR032W	7.0
YLR033W	5.0
YLR034C	8.0
YLR035C	5.0
YLR036C	8.0
YLR037C	11.0
YLR038C	16.0
YLR039C	12.0
YLR040C	9.0
YLR041W	7.0
YLR042C	4.0
YLR043C	7.0
YLR044C	6.0
YLR045C	12.0
YLR046C	4.0
YLR047C	9.0
YLR048W	12.0
YLR049C	10.0
YLR050C	8.0
YLR051C	4.0
YLR052W	13.0
YLR053C	12.0
YLR054C	9.0
YLR055C	7.0
YLR056W	7.0
YLR057W	9.0
YLR058C	8.0
YLR059C	6.0
YLR060W	8.0
YLR061W	8.0
YLR062C	9.0
YLR063W	7.0
YLR064W	17.0
YLR065C	7.0
YLR066W	17.0
YLR067C	6.0
YLR068W	5.0
YLR069C	13.0
YLR070C	7.0
YLR071C	6.0
YLR072W	4.0
YLR073C	6.0
YLR074C	7.0
YLR075W	5.0
YLR076C	7.0
YLR077W	4.0
YLR078C	4.0
YLR079W	7.0
YLR080W	6.0
YLR081W	7.0
YLR082C	6.0
YLR083C	7.0
YLR084C	4.5
YLR085C	5.0
YLR086W	3.0
YLR087C	9.0
YLR088W	7.0
YLR089C	6.0
YLR090W	7.0
YLR091W	6.0
YLR092W	7.0
YLR093C	8.0
YLR094C	7.0
YLR095C	5.0
YLR096W	5.0
YLR097C	7.0
YLR098C	6.0
YLR099C	8.0
YLR099W-A	4.0
YLR100W	8.0
YLR101C	4.0
YLR102C	7.0
YLR103C	5.0
YLR104W	7.0
YLR105C	8.0
YLR106C	3.0
YLR107W	7.0
YLR108C	6.0
YLR109W	5.0
YLR110C	8.0
YLR111W	9.0
YLR112W	6.0
YLR113W	7.0
YLR114C	6.0
YLR115W	7.0
YLR116W	6.0
YLR117C	6.0
YLR118C	7.0
YLR119W	7.0
YLR120C	4.0
YLR121C	7.0
YLR122C	5.0
YLR123C	16.0
YLR124W	10.0
YLR125W	8.5
YLR126C	9.0
YLR127C	6.0
YLR128W	6.0
YLR129W	7.0
YLR130C	10.0
YLR131C	7.0
YLR132C	5.0
YLR133W	11.0
YLR134W	7.0
YLR135W	5.0
YLR136C	5.0
YLR137W	8.0
YLR138W	8.0
YLR139C	6.0
YLR140W	8.0
YLR141W	6.0
YLR142W	8.0
YLR143W	7.0
YLR144C	10.0
YLR145W	6.0
YLR146C	13.0
YLR147C	8.0
YLR148W	6.0
YLR149C	5.0
YLR150W	5.0
YLR151C	8.0
YLR152C	7.0
YLR153C	5.0
YLR154C	6.0
YLR163C	10.0
YLR164W	9.0
YLR165C	8.0
YLR166C	10.0
YLR167W	8.0
YLR168C	5.0
YLR169W	11.0
YLR170C	7.0
YLR171W	7.0
YLR172C	7.0
YLR173W	8.0
YLR174W	8.0
YLR175W	8.0
YLR176C	7.0
YLR177W	8.0
YLR178C	8.0
YLR179C	8.0
YLR180W	8.0
YLR181C	11.0
YLR182W	5.0
YLR183C	6.0
YLR184W	11.0
YLR185W	7.0
YLR186W	7.5
YLR187W	7.0
YLR188W	9.0
YLR189C	6.0
YLR190W	6.0
YLR191W	7.0
YLR192C	4.0
YLR193C	6.0
YLR194C	6.0
YLR195C	8.0
YLR196W	6.0
YLR197W	7.0
YLR198C	5.0
YLR199C	7.0
YLR200W	8.0
YLR201C	9.0
YLR202C	11.0
YLR203C	5.0
YLR204W	8.0
YLR205C	5.0
YLR206W	7.0
YLR207W	8.0
YLR208W	7.0
YLR209C	4.0
YLR210W	7.0
YLR211C	7.0
YLR212C	12.0
YLR213C	8.0
YLR214W	11.0
YLR215C	7.0
YLR216C	8.0
YLR217W	8.0
YLR218C	6.0
YLR219W	7.0
YLR220W	8.0
YLR221C	5.0
YLR222C	9.0
YLR223C	5.0
YLR224W	8.0
YLR225C	10.0
YLR226W	9.0
YLR227C	10.0
YLR228C	8.0
YLR229C	8.0
YLR230W	9.0
YLR231C	5.0
YLR232W	5.0
YLR233C	11.0
YLR234W	7.0
YLR235C	8.0
YLR236C	8.0
YLR237W	8.0
YLR238W	7.0
YLR239C	7.0
YLR240W	7.0
YLR241W	5.0
YLR242C	6.0
YLR243W	9.0
YLR244C	11.0
YLR246W	5.0
YLR247C	7.0
YLR248W	10.0
YLR249W	7.0
YLR250W	7.0
YLR251W	5.5
YLR252W	6.0
YLR253W	8.0
YLR254C	11.0
YLR255C	4.0
YLR257W	5.0
YLR258W	6.0
YLR259C	8.0
YLR260W	12.0
YLR261C	7.0
YLR262C	4.0
YLR262C-A	12.0
YLR263W	7.0
YLR264C-A	11.0
YLR264W	8.0
YLR265C	6.0
YLR266C	6.0
YLR267W	6.0
YLR268W	8.0
YLR269C	5.0
YLR270W	6.0
YLR271W	7.0
YLR272C	5.0
YLR273C	7.0
YLR274W	7.0
YLR275W	8.0
YLR276C	10.0
YLR277C	3.0
YLR278C	16.0
YLR279W	6.0
YLR280C	7.0
YLR281C	4.0
YLR282C	5.0
YLR283W	7.0
YLR284C	5.0
YLR285C-A	6.0
YLR285W	15.0
YLR286C	5.0
YLR287C	7.0
YLR287C-A	6.0
YLR288C	8.0
YLR289W	6.0
YLR290C	8.0
YLR291C	5.0
YLR292C	8.0
YLR293C	8.0
YLR294C	8.0
YLR295C	5.0
YLR296W	5.0
YLR297W	5.0
YLR298C	5.0
YLR299W	7.0
YLR300W	17.0
YLR303W	18.0
YLR304C	3.0
YLR305C	8.0
YLR306W	4.0
YLR307C-A	6.0
YLR307W	4.0
YLR308W	5.0
YLR309C	6.0
YLR310C	2.0
YLR311C	6.0
YLR312C	9.0
YLR312W-A	6.0
YLR313C	8.0
YLR314C	7.0
YLR315W	4.0
YLR316C	5.5
YLR317W	9.0
YLR318W	6.0
YLR319C	6.0
YLR320W	9.0
YLR321C	6.0
YLR322W	2.0
YLR323C	6.0
YLR324W	5.0
YLR325C	6.0
YLR326W	6.0
YLR327C	8.0
YLR328W	8.0
YLR329W	5.5
YLR330W	5.0
YLR331C	6.0
YLR332W	12.5
YLR333C	5.0
YLR334C	4.0
YLR335W	6.0
YLR336C	5.0
YLR337C	6.0
YLR338W	4.0
YLR339C	6.0
YLR340W	6.0
YLR341W	7.0
YLR342W	10.0
YLR342W-A	18.0
YLR343W	17.0
YLR344W	8.0
YLR345W	8.0
YLR346C	5.0
YLR347C	5.0
YLR348C	10.0
YLR349W	6.0
YLR350W	7.0
YLR351C	4.0
YLR352W	4.0
YLR353W	6.0
YLR354C	7.0
YLR355C	5.0
YLR356W	7.0
YLR357W	8.0
YLR358C	3.0
YLR359W	4.0
YLR360W	6.0
YLR361C	7.0
YLR361C-A	6.0
YLR362W	7.0
YLR363C	8.0
YLR363W-A	5.0
YLR364W	6.0
YLR365W	5.0
YLR366W	7.0
YLR367W	8.0
YLR368W	5.0
YLR369W	6.0
YLR370C	6.0
YLR371W	4.0
YLR372W	6.0
YLR373C	4.0
YLR374C	14.0
YLR375W	3.0
YLR376C	6.0
YLR377C	6.0
YLR378C	12.0
YLR379W	12.0
YLR380W	7.0
YLR381W	15.0
YLR382C	8.0
YLR383W	4.0
YLR384C	5.0
YLR385C	5.0
YLR386W	5.0
YLR387C	4.0
YLR388W	5.0
YLR389C	9.0
YLR390W	6.0
YLR390W-A	11.5
YLR392C	8.0
YLR393W	7.0
YLR394W	7.0
YLR395C	4.0
YLR396C	4.0
YLR397C	10.0
YLR398C	4.0
YLR399C	6.0
YLR400W	6.0
YLR401C	5.0
YLR402W	7.0
YLR403W	16.0
YLR404W	6.0
YLR405W	7.0
YLR406C	6.0
YLR406C-A	6.0
YLR407W	10.0
YLR408C	6.0
YLR409C	12.0
YLR410W	8.0
YLR412C-A	5.0
YLR412W	6.0
YLR413W	6.0
YLR414C	5.0
YLR415C	13.0
YLR416C	6.0
YLR417W	5.0
YLR418C	6.0
YLR419W	6.0
YLR420W	5.0
YLR421C	7.0
YLR422W	8.0
YLR423C	5.0
YLR424W	6.0
YLR425W	7.0
YLR426W	8.0
YLR427W	11.0
YLR428C	7.0
YLR429W	6.0
YLR430W	12.0
YLR431C	5.0
YLR432W	4.0
YLR433C	4.0
YLR434C	11.0
YLR435W	6.0
YLR436C	6.0
YLR437C	6.0
YLR438C-A	4.5
YLR438W	6.0
YLR439W	8.0
YLR440C	4.0
YLR441C	4.0
YLR442C	6.0
YLR443W	5.0
YLR444C	3.0
YLR445W	6.0
YLR446W	4.0
YLR447C	6.0
YLR448W	7.0
YLR449W	6.0
YLR450W	6.0
YLR451W	6.0
YLR452C	7.0
YLR453C	5.0
YLR454W	4.0
YLR455W	11.0
YLR456W	6.0
YLR457C	6.0
YLR458W	2.0
YLR459W	5.0
YLR460C	6.0
YLR461W	5.0
YML001W	10.0
YML002W	5.0
YML003W	7.0
YML004C	6.0
YML005W	5.0
YML006C	8.0
YML007C-A	3.0
YML007W	5.0
YML008C	7.0
YML009C	5.5
YML010C-B	9.0
YML010W	7.0
YML010W-A	9.0
YML011C	6.0
YML012W	5.0
