ORF     	TAG          	PreSpo1	Spore1	Germ1_0	Germ1_1	Germ1_2	Germ1_3	Germ1_4	PreSpo2	Spore2	Germ2_0	Germ2_1	Germ2_2	Germ2_3	HomDip1	HomDip2	HomDip3	HomDip4	HomDip5
YJL024C  	tag_3998_at    	8946.3	5651.85	8866.51	8200.21	4772.8	4925.29	5223.25	15981.5	8195.59	7221.34	6809.5	7808.37	9274.14	20558	37428.3	20496.7	24164.4	17831.7
YJL024C  	tag_4094_at    	1276.5	1174.48	1842.5	2925.05	2399.3	2120.37	1767.12	4120.8	3396.47	2992.71	3161	2558.02	2593.52	2128.5	2113.47	3464.43	2621.86	3477.91
YJL024C  	tag_3998_st    	4683.8	4066.91	6380.08	5683.74	3669.5	3543.65	4419.75	6987	4358.31	3840.21	2459.3	2716.77	3291.19	10581	11447.4	9178.4	10193.3	9141.12
YJL024C  	tag_4094_st    	4380.5	3419.91	5365.08	7922.34	6187.5	6061.43	5130.49	16249.3	10234.8	9018.12	8730	7535.06	7375.95	8649.5	5178.86	11221.7	9516.96	10459.5
YJL025W  	tag_3997_at    	479.8	522.219	819.247	592.266	493.8	567.447	608.502	572.3	798.549	703.621	598	599.479	774.886	504.3	873.201	558.903	797.255	674.162
YJL025W  	tag_4093_at    	794.8	758.189	1189.43	1049.86	1089.5	1094.5	1065.85	2164.3	2066.67	1821	2686.3	2716.77	2825.98	1052.3	1627.85	1206.03	1389.89	1378.78
YJL025W  	tag_3997_st    	467.8	538.789	845.24	577.883	519.5	524.562	646.517	613.3	823.633	725.723	623	651.49	773.918	517.8	891.136	530.191	826.972	702.515
YJL025W  	tag_4093_st    	577.3	565.642	887.368	755.448	678.3	735.008	756.8	969	1499.16	1320.94	1033.8	1097.13	1159.98	620.5	1012.27	687.122	935.65	857.616
YJL026W  	tag_3996_at    	515.3	549.416	861.912	650.436	495.3	567.198	620.827	648.5	892.336	786.259	619.8	667.156	835.493	557	962.573	551.78	833.764	677.25
YJL026W  	tag_4092_at    	550.8	525.076	823.728	617.342	485.3	624.378	607.593	616.5	961.038	846.795	664.3	657.234	820.272	583.3	987.652	526.027	835.462	685.672
YJL026W  	tag_3996_st    	508.5	577.641	906.191	636.817	559.3	611.575	691.538	686.5	881.951	777.108	735.3	735.563	944.116	571	923.815	574.246	866.877	728.482
YJL026W  	tag_4092_st    	549.3	556.501	873.026	598.885	514.5	602.252	633.542	644.5	904.319	796.818	584	618.278	776.27	541.5	948.438	512.109	852.952	717.674
YJL027C  	tag_3995_at    	1074.5	1047.64	1643.51	1837.13	1594.5	1666.91	1707.44	3320.3	2698.26	2377.5	4975.8	4805.75	4765.27	1962.3	1899.16	1661.37	2101.39	2425.89
YJL027C  	tag_4091_at    	8281.5	12712.1	19942.5	12921.9	15933.3	13622.8	14351	19614.8	18810.6	16574.5	23683	23633.5	23590.9	13662.3	27129.7	18351.5	20445.6	17979.1
YJL027C  	tag_3995_st    	1152.8	1231.61	1932.13	2918.69	3145.3	2931.46	3536.83	3130.8	3527	3107.73	4099.8	4125.65	4030.52	2568	1661.74	1673.42	2069.64	2387.29
YJL027C  	tag_4091_st    	13906	17416.4	27322.5	21310.1	24318	25695.8	25248.9	35814.5	33161	29219	35594	38190.7	37456.1	23048.5	32033.8	28383.8	34287.6	28524.5
YJL028W  	tag_3994_at    	499	574.784	901.709	638.981	517	583.979	650.409	632.8	862.458	759.933	665.5	701.098	861.092	588.3	909.375	581.369	845.311	713.463
YJL028W  	tag_4090_at    	1117	1235.61	1938.41	2473.19	2867.8	2800.56	2763.95	3767	4811.26	4239.32	3975.3	3923.56	3505.67	2869.3	2184.9	2838.68	2919.02	3366.32
YJL028W  	tag_3994_st    	477.8	557.986	875.357	609.068	475.3	574.284	611.745	589.3	833.22	734.17	601.5	657.756	837.569	551.5	972.453	552.876	820.179	698.023
YJL028W  	tag_4090_st    	2828	3137.09	4921.4	5201.33	5495.3	5719.22	5498.57	11204	10148.5	8942.1	11873.5	12169.2	11656.9	7852.8	7168.76	8494.02	8771.16	10352.2
YJL029C  	tag_3993_at    	504.5	584.84	917.484	610.341	543	584.849	655.858	707.5	887.543	782.036	765.5	727.939	915.749	652.3	1024.43	576.985	880.461	773.819
YJL029C  	tag_4089_at    	589	558.215	875.715	628.798	541.8	628.356	666.887	675.8	927.965	817.653	624	682.508	859.017	1931.5	1443.18	648.766	891.159	738.729
YJL029C  	tag_3993_st    	511.8	579.926	909.776	654.891	558.3	626.243	652.615	716.3	890.419	784.57	714.3	731.385	893.61	589.5	944.334	596.711	842.764	744.343
YJL029C  	tag_4089_st    	632.8	664.258	1042.07	619.633	533	643.894	653.653	664.8	908.313	800.337	704.3	773.892	897.761	4068.8	3878.11	869.588	1052.82	731.71
YJL030W  	tag_1976_at    	13577.8	10252.2	16083.4	15111.3	14168.5	12914.5	12498.7	36443.3	34054.6	30006.4	26646	26957	27933	21457.8	21038.9	23747.7	27091	25739.4
YJL030W  	tag_1976_st    	14587.3	14012.3	21982.2	16983.3	17743.8	15495.1	17277.4	35582.5	34077.8	30026.8	24495.5	25036.9	27538.2	23723.5	21644.3	20687.6	24540.8	24135.1
YJL030W  	tag_2072_at    	16198.8	17794.3	27915.3	18865.8	16085.3	17319.6	16408.8	33150.5	33887.7	29859.3	21509.3	22576.6	23546.9	25358.3	36583.7	28080.8	37768.1	33086
YJL030W  	tag_2072_st    	26965.3	27642	43364.1	28681.6	24771	26170.7	24168.2	41741.5	49949.7	44011.9	31137.8	35002.7	35950.6	36046.8	64154.8	40732.9	60639.8	49051.6
YJL031C  	tag_1975_at    	504	564.271	885.217	635.798	542.5	604.489	645.219	654.5	913.905	805.264	656.8	732.117	857.91	556.5	929.134	534.794	843.613	722.868
YJL031C  	tag_1975_st    	530	549.987	862.808	643.436	545	623.756	665.33	689	938.67	827.085	612	714.362	850.023	545	908.919	520.876	919.178	722.868
YJL031C  	tag_2071_at    	538.3	587.354	921.428	778.105	678.5	755.146	751.869	808.3	1174.82	1035.16	936.3	966.373	1098.68	644	1046.93	660.273	988.29	847.79
YJL031C  	tag_2071_st    	600.3	680.256	1067.17	864.915	742.5	772.3	818.688	951.8	1321.81	1164.68	1004.3	1022.46	1221.83	756.5	1238.44	784.985	1074.55	994.189
YJL032W  	tag_1974_at    	523	530.561	832.333	636.817	545.3	631.836	641.327	613.3	978.294	861.999	604.3	952.483	834.11	559.5	962.573	497.534	864.33	686.794
YJL032W  	tag_1974_st    	508	571.699	896.869	654	535.3	610.953	649.76	650.8	1082.15	953.506	688.8	1059.53	875.898	526.3	931.414	538.629	954.329	720.06
YJL032W  	tag_2070_at    	490	594.21	932.184	662.274	533.3	621.27	623.811	658	1189.51	1048.11	657	782.038	891.534	589	916.975	614.246	882.669	737.606
YJL032W  	tag_2070_st    	535	561.414	880.735	610.086	508	577.143	628.353	661.3	1278.99	1126.95	629.3	747.782	879.773	566.3	928.678	589.04	870.782	721.464
YJL033W  	tag_1973_at    	529.8	567.128	889.698	658.455	634.3	656.946	717.876	742	1500.75	1322.35	702.5	770.759	946.468	613.3	1028.69	543.013	903.386	758.379
YJL033W  	tag_1973_st    	545	583.126	914.795	689.259	633	681.185	714.892	705.5	1348.49	1188.19	721	724.284	954.079	608.5	940.838	582.246	933.102	759.362
YJL033W  	tag_2069_at    	585	631.12	990.087	821.001	703.5	782.492	809.346	1019.3	1346.89	1186.78	1049.5	1078.12	1285.2	745.8	1111.83	770.958	1111.4	949.553
YJL033W  	tag_2069_st    	542.8	633.405	993.673	755.448	590	686.157	735.392	819.3	1185.2	1044.31	824.3	902.665	978.294	688.3	974.732	643.835	983.706	848.492
YJL034W  	tag_1972_at    	531.5	583.926	916.05	698.805	588.5	669.749	682.845	757	1013.44	892.971	809	805.746	941.348	597	972.757	542.246	915.272	802.874
YJL034W  	tag_1972_st    	528.8	572.841	898.662	686.713	643.5	682.801	710.74	752.5	1078.95	950.691	784	765.85	945.5	636	997.531	582.465	908.48	754.449
YJL034W  	tag_2068_at    	482.3	537.075	842.551	632.616	483.8	563.718	676.358	574.3	930.362	819.765	643.8	599.792	794.95	528.5	938.558	588.821	822.387	688.9
YJL034W  	tag_2068_st    	508.5	583.126	914.795	626.252	527.8	583.606	637.435	589	1015.04	894.378	605	651.49	803.253	541.5	1034.31	603.068	813.387	690.303
YJL035C  	tag_1971_at    	499.5	555.929	872.13	631.98	545.8	605.111	684.791	669.3	944.742	832.435	698	709.662	816.813	612.3	962.117	559.78	805.745	726.798
YJL035C  	tag_1971_st    	526.3	583.926	916.05	667.366	581.3	625.87	674.671	717.5	962.636	848.202	743.5	746.007	897.346	569.5	991.452	513.205	875.877	740.132
YJL035C  	tag_2067_at    	496.8	538.217	844.344	621.797	485.8	588.33	598.122	607.5	947.138	834.547	615	608.67	779.729	560.8	913.479	599.999	871.631	705.322
YJL035C  	tag_2067_st    	488.8	546.788	857.789	639.999	484.8	618.163	628.353	600	940.268	828.493	599.5	646.268	786.648	562.5	921.079	601.424	872.48	752.765
YJL036W  	tag_1970_at    	3903.5	1931.53	3030.14	2607.47	1005.3	1133.03	1142.79	18269	7559.37	6660.75	820	1032.17	1014.96	12119.3	5774.98	11610.9	12729.4	14209.6
YJL036W  	tag_1970_st    	2130	1388.74	2178.62	1839.3	832	970.191	1007.86	8252.8	3505.91	3089.15	707.8	792.169	873.823	5602	3019.8	4630.46	5536.29	6219.19
YJL036W  	tag_2066_at    	4690	3837.8	6020.66	1958.95	1164.8	1227.5	1100.62	11331.5	4137.02	3645.23	913	854.623	1061.73	15866.8	13714	13532.9	17751	16534.4
YJL036W  	tag_2066_st    	5408.3	3855.28	6048.08	2266.34	1340.5	1362.12	1131.37	12405.3	4455.29	3925.66	986.5	808.148	1079.72	16310.5	18878.3	15163	24827.5	20727.1
YJL037W  	tag_1969_at    	12309.5	9658.2	15151.6	13349	14505.3	12647	11918.1	34009.5	28361.4	24989.9	28728.3	35785.5	31425.1	19476.5	24653	21457.8	26742.9	21881.6
YJL037W  	tag_1969_st    	6463	6306.63	9893.7	11030.4	12037	9821.24	10630.6	21089.3	19811.1	17456.1	12470.3	15620.7	12900.9	11453.8	9079.77	10149.9	14376.6	11654.7
YJL037W  	tag_2065_at    	2021.5	2661.38	4175.11	4471.59	3972.8	4346.28	3861.84	7782.5	7319.23	6449.15	4438	4020.37	4425.57	4618.5	4072.66	5098.4	7241.52	6840.99
YJL037W  	tag_2065_st    	3039	3236.5	5077.36	6036.97	4931.3	6007.6	2631.87	8666.3	7733.52	6814.2	5747	5110.72	5581.95	5597	9912.24	7815.11	12540.9	10366.9
YJL038C  	tag_1968_at    	9971.8	7004.59	10988.7	16446.1	15375	14403.5	15968	23756.5	18527.8	16325.3	24542.3	32333.5	27188.5	14073.8	34758.3	19890.9	33048	20576.2
YJL038C  	tag_1968_st    	3455.8	3146.23	4935.74	6382.55	6383.3	5283.91	6548.59	8876.8	8082.63	7121.8	6859	9197.2	7198.14	4757.8	7443.11	4854.57	10385.5	6172.17
YJL038C  	tag_2064_at    	1475	1813.26	2844.6	4237.76	3725.8	3801.83	3445.75	6353.5	6877.14	6059.61	4865.5	4100.27	4924.4	3593	2465.79	3147.94	4859.6	4895.57
YJL038C  	tag_2064_st    	2184	2304.05	3614.54	4964.83	4396.5	4589.05	3995.87	5460.8	5287.39	4658.85	6059.3	5174.42	5796.84	3964	4495.96	4299.5	7047.09	6206.13
YJL039C  	tag_1967_at    	584	624.492	979.69	740.556	780.3	730.658	733.705	826	1181.53	1041.07	913.8	2981.73	1089.41	756	1178.4	723.287	1521.49	859.721
YJL039C  	tag_1967_st    	555.8	640.261	1004.43	659.092	615.5	651.973	695.171	762	1414	1245.91	762.8	3588.31	1064.08	708.5	1211.84	756.492	2067.09	772.696
YJL039C  	tag_2063_at    	543.5	619.35	971.623	801.017	674.3	754.275	736.689	901.3	1304.23	1149.19	1042	939.95	1177.97	827.5	1017.29	718.136	1068.95	947.167
YJL039C  	tag_2063_st    	531	602.78	945.629	777.087	630.3	694.858	706.848	837.8	1274.19	1122.72	1028	993.214	1203.84	758	1004.37	653.15	1087.63	790.663
YJL041W  	tag_1966_at    	555	617.064	968.038	722.099	694.5	714.125	767.179	860	1195.91	1053.74	980.3	1030.81	1134.65	696.8	1027.47	692.054	1169.14	863.932
YJL041W  	tag_1966_st    	518.3	613.065	961.763	704.915	655.5	670.619	728.905	783.8	1086.94	957.73	740.3	856.399	966.532	623.8	996.011	580.054	999.837	774.802
YJL041W  	tag_2062_at    	506.3	588.268	922.862	670.802	534.5	638.051	661.437	683	1049.39	924.646	709.3	714.362	935.813	598.8	979.292	621.15	867.726	793.049
YJL041W  	tag_2062_st    	497	572.27	897.765	614.796	505	650.482	615.378	651.8	1060.1	934.079	638	693.474	868.288	605.8	1022.91	650.739	901.688	737.325
YJL042W  	tag_1965_at    	12330	11230	17617.4	18298.1	18194.3	17204.9	15769.8	33734	32699	28811.9	35051.3	36615.2	38389.8	21415.8	19460.9	20528.7	26755.2	25095.4
YJL042W  	tag_1965_st    	6586.8	7707.59	12091.5	12713.2	14098.3	11242	11767.2	14410.3	15705.7	13838.7	15060.3	16038.5	15597.8	9676.3	11655.3	9474.51	12607.2	11627.4
YJL042W  	tag_2061_at    	4073.8	5175.91	8119.86	8461.78	7965	8338.92	3340.01	12326	13232.1	11659.2	14413	14436.4	16962.1	9326.3	9580.59	8474.84	11940.7	11082.1
YJL042W  	tag_2061_st    	15441	16528	25928.7	25569.4	23510.3	24899.9	23217.1	37279.3	47331	41704.5	37549	39776.1	45172.4	22555	25088	24133.4	33403.7	28535.7
YJL043W  	tag_1964_at    	16405.5	14272.2	22390	19606.4	20722.5	19465.1	18860.7	34695	33589.2	29596.3	38282.8	40627	45823.4	26141.5	37190.5	25512.6	33892.8	29138.3
YJL043W  	tag_1964_st    	16823.5	19096.4	29958.1	24239.6	28024.8	25592	26945.3	32814.3	38494.7	33918.7	27510.5	30952	32035	28114	34672.7	26192.3	33742.5	32090.1
YJL043W  	tag_2060_at    	764	868.461	1362.42	1256.96	1160.8	1212.58	1222.19	1402.5	1579.04	1391.33	1463.3	1678.85	1856.96	1134.3	2103.59	1189.04	1861.62	1541.6
YJL043W  	tag_2060_st    	1863.3	2157.78	3385.08	3874.36	3522.3	3965.29	3285.52	3879.5	3646.51	3213.03	4591.5	5031.87	5327.34	3194.3	9300.16	4446.9	7566.7	5452.11
YJL044C  	tag_1963_at    	4958	4124.05	6469.72	9295.51	9298.8	8229.53	8192.07	15259	12281.5	10821.5	20581.3	21753.4	22090.2	8398.5	11037	7774.56	11883.8	10849.1
YJL044C  	tag_1963_st    	3790.8	4679.75	7341.49	8388.21	9154.8	7840.21	8311.43	11614	11002.5	9694.57	10287.5	11522.5	12048.8	7822.8	6288.72	6133.69	8238.81	8666.69
YJL044C  	tag_2059_at    	638.5	740.82	1162.18	1297.05	1168.3	1321.35	1124.88	1337.5	1603.33	1412.73	1498.3	1349.35	1642.48	996.5	1202.72	962.19	1489.74	1345.8
YJL044C  	tag_2059_st    	1212.3	1255.61	1969.78	3150.35	2473.5	2728.22	2371.73	3104.3	3454.31	3043.67	3859.8	3427.16	4045.04	2005.5	2695.3	2362.52	3949.77	3352.98
YJL045W  	tag_1962_at    	15034.8	12534.7	19664.2	19208.2	18857.3	18192.2	17809.4	33163.5	27670.4	24381.1	35003.3	37702.2	41722.8	23271.8	37040.7	24529.6	34514.3	29867.5
YJL045W  	tag_1962_st    	11664.3	13818.6	21678.3	18479.5	19899.5	18908.5	20423.5	25016	26746.9	23567.4	19053.3	21410.8	21967.1	19257.5	21594.9	17328	23018.5	23732.2
YJL045W  	tag_2058_at    	1274.3	1470.67	2307.16	3845.72	3555.8	3472.43	2791.45	6713	8468	7461.37	8238.8	6329	7853.75	3471.3	2403.01	3264.43	4169.67	4689.94
YJL045W  	tag_2058_st    	2712	2747.65	4310.46	7598.78	6941	7199.68	5579.4	11972.5	12520.7	11032.3	14211.8	12456.7	14894.8	5731	4308.7	6403.06	9436.81	9270.95
YJL046W  	tag_1961_at    	669.5	740.82	1162.18	793.634	757	705.797	746.031	872	1543.09	1359.66	917.8	1059.32	1100.75	20871.8	18623	3481.42	1662.94	875.863
YJL046W  	tag_1961_st    	603.5	671.115	1052.83	791.725	786	717.233	797.02	854	1277.07	1125.26	913.8	947.574	1094.53	6425.5	3759.55	1194.3	1089.84	824.35
YJL046W  	tag_2057_at    	524.3	564.5	885.575	634.526	505.5	597.901	627.704	637.3	931.48	820.75	636.5	653.787	820.964	3769.8	1584.53	719.232	835.462	717.674
YJL046W  	tag_2057_st    	530	568.842	892.387	604.995	494.3	602.625	615.638	648.5	934.676	823.566	631.3	634.257	801.869	6911.3	4961.82	932.601	830.028	728.903
YJL047C  	tag_1960_at    	3485.3	3203.02	5024.83	8267.67	7127.3	6057.95	4555.72	9241	8178.49	7206.27	7990.8	7650.67	8883.93	7510	4844.78	3440.54	3427.26	2350.09
YJL047C  	tag_1960_st    	2588.8	3254.79	5106.04	8060.19	7597.5	6078.46	5588.74	6408.3	8141.27	7173.47	5107.3	4757.5	5031.64	6479.3	2932.71	2216.44	2501.8	1954.97
YJL047C  	tag_2056_at    	569.5	679.342	1065.74	984.31	725	835.073	689.592	850.8	1247.83	1099.5	981.3	920.629	1168.56	855.5	1106.21	724.383	1053.67	793.47
YJL047C  	tag_2056_st    	1038.3	1279.04	2006.53	2291.55	1547.8	1598.92	1259.82	1833.3	2625.08	2313.02	1672.3	1374.21	1700.6	2089	2376.11	1214.57	1468	984.363
YJL048C  	tag_1959_at    	21833.8	16201.1	25416	24974.1	24731.5	24429.8	23832.1	42108.8	35677.9	31436.7	42269.5	44580.6	49828.6	32006.8	55151.5	36948.8	44955.3	40256
YJL048C  	tag_1959_st    	20943.8	21974.7	34473.4	22830.2	25831	24353	26843.9	39173.8	39917.5	35172.3	26385.8	30548.4	29826.2	36842.5	37616.5	35663	39322.4	39591.1
YJL048C  	tag_2055_at    	3039.8	3161.31	4959.4	5723.46	4867.8	5344.44	4278.06	9181.8	8692.96	7659.58	8508.3	7238.14	8204.8	6748.3	6904.75	6559.99	10947.3	8902.5
YJL048C  	tag_2055_st    	8077	7746.44	12152.5	13049.8	11391.3	12803.9	9521.04	20829	18767.8	16536.8	19858.8	19777.4	20878.8	14726.8	24613.5	18090.9	28882	22545.8
YJL049W  	tag_1958_at    	17520.5	15804	24793.1	19896.2	20844.8	20758.7	19321.9	38950	39931.9	35185	37420	39976.6	46181.1	30050.8	37021	30255.3	38117.1	34086.1
YJL049W  	tag_1958_st    	12626.8	15164.1	23789.2	17226.8	18732.3	17891	19765.9	26529.5	29321.7	25836	17778	19691.4	21068.6	20953.5	24947.1	20511.2	24243.3	23305.5
YJL049W  	tag_2054_at    	2412	3304.49	5184.02	6933.96	6010.8	6499.6	5241.03	9098.8	10713.6	9440.04	7242.3	6343.41	7426.87	7786.3	4299.13	6357.8	8498.11	8395.09
YJL049W  	tag_2054_st    	2309.5	2358.9	3700.59	4390.13	3623.5	4288.85	2998.14	6311.5	6314.25	5563.64	6919.8	6002.94	7127.29	3307.3	5040.85	3879.23	6306.38	5334.9
YJL050W  	tag_1957_at    	537.3	644.489	1011.06	674.366	570.3	645.51	672.076	702	1031.02	908.457	718.8	812.326	936.782	606	1030.21	624.657	1007.82	774.521
YJL050W  	tag_1957_st    	532.8	604.495	948.318	645.09	535.5	635.192	674.671	725.8	1080.87	952.38	672.3	776.816	912.29	652	975.492	612.054	900.839	788.136
YJL050W  	tag_2053_at    	492	574.784	901.709	609.705	479.8	575.9	655.858	571.3	919.497	810.192	601.3	662.456	763.125	518.3	971.237	589.04	821.028	717.253
YJL050W  	tag_2053_st    	517.8	553.987	869.083	648.909	503.3	599.144	634.84	652.5	957.523	843.697	1067.3	1063.5	1169.94	586.5	912.415	594.301	869.084	750.94
YJL051W  	tag_1956_at    	9145.8	5682.71	8914.91	12059.2	11948.5	11185.2	10504.8	17550.5	17659.8	15560.5	22425.8	24285	26175.9	12029.5	18996.1	11593.4	18697.7	14466.5
YJL051W  	tag_1956_st    	7489.8	6286.97	9862.87	9429.42	10478.8	10828.7	10239.4	13908.5	15079.4	13286.9	10614.5	11981.8	12867	16857.8	14744.1	17375.3	19697.9	20455.8
YJL051W  	tag_2052_at    	1924.3	2360.04	3702.39	6459.81	6086.3	6249.75	4991.01	10730	15327.1	13505.1	9750.5	8453.6	9517.68	7106	2860.97	4887.12	6566.53	6540.62
YJL051W  	tag_2052_st    	5083.8	5441.36	8536.3	11865.1	11188.8	12150.4	8869.33	16086.8	22600.8	19914.1	21769.3	18971.3	22501.9	13678.5	5581.65	12467.9	12908.1	15549.1
YJL052W  	tag_1955_at    	7239.8	6632.3	10404.6	13927.1	11848	10757.9	9796.1	10294.5	12653.3	11149.1	12437.3	12889.8	12929.3	17104.5	23546.8	14715	18454	14843.1
YJL052W  	tag_1955_st    	5147.5	7505.1	11773.8	11740.7	11549.3	9222.1	9708.78	8381	13641.2	12019.6	6564	6137.66	6695.85	17448	12501.1	13157.2	14021.2	14113.9
YJL052W  	tag_2051_at    	1185.3	1719.21	2697.06	4456.7	3793.3	3414.63	2488.5	4303.5	5626.91	4958.01	3888.5	2864.03	4084.07	4850.3	2135.5	2918.35	3865.37	3988.12
YJL052W  	tag_2051_st    	2646	3574.4	5607.45	9089.94	7535.8	7860.97	5589.39	7515.3	10311.5	9085.69	8430.3	7214.64	8822.63	9065.8	3593.12	7457.85	8971.88	9275.58
YJL053W  	tag_1954_at    	3676.8	2552.59	4004.45	4916.46	3920.5	3530.6	2772.64	14351.8	10102.5	8901.55	6295	6035.31	5092.11	10070	4401.42	8369.3	8530.88	8760.45
YJL053W  	tag_1954_st    	3001.8	3099.03	4861.7	5045.66	4184.8	3375.22	3144.1	8982.8	8074.64	7114.76	2797.8	2643.35	2501.08	9365.5	3821.11	6877.8	6968.13	7700.72
YJL053W  	tag_2050_at    	2784.3	3497.61	5486.98	3574.22	1697	1779.16	1465.2	8316	6540.33	5762.85	2119.8	1691.39	2004.33	8726	5429.65	7595.39	9449.04	7236.82
YJL053W  	tag_2050_st    	5954	6474.03	10156.3	6881.13	2923	3354.09	2676.37	12540.3	11087.5	9769.46	3509.3	3346.74	3191.29	14500.3	11611.5	14733.1	18597.5	13474.1
YJL054W  	tag_1953_at    	522.3	740.82	1162.18	711.534	674.5	664.155	711	722.3	1498.36	1320.24	1916	17797.7	1458.86	683.3	1002.09	1522.19	2862.14	778.311
YJL054W  	tag_1953_st    	524	762.189	1195.71	636.435	808.8	637.057	742.787	780.5	1987.26	1751.03	1935	16197.2	1403.51	741.3	1006.2	1521.64	2469.03	806.804
YJL054W  	tag_2049_at    	523	728.25	1142.46	721.717	647.5	714.498	690.889	762	1573.45	1386.41	3141.3	4200.84	2238.59	649	969.413	1107.94	4372.25	797.26
YJL054W  	tag_2049_st    	493	1072.44	1682.41	647.891	525.8	679.32	649.371	707.5	2223.73	1959.38	2580	7040.54	1159.56	672.8	1041.61	2086.9	9911.43	807.506
YJL055W  	tag_1952_at    	15847.5	13230.3	20755.4	19497.6	19583	20201.9	17449.1	40783	44007.3	38775.9	39196.5	41850.5	48608.6	26692.5	23092.8	23476.7	29262.1	28889.4
YJL055W  	tag_1952_st    	17231	18136.3	28451.9	23900.4	27954.5	27257.1	27443.6	38872.3	50003.2	44059.1	34326.3	38182.6	40604.7	34406.8	24565.1	29903.8	31433.4	35293.5
YJL055W  	tag_2048_at    	3289.8	3996.41	6269.48	8674.99	7798.3	8517.05	6739.32	13119.5	15268	13453	14935	14562.4	16938.6	9981.3	5258.96	8275.6	10629.2	11714.4
YJL055W  	tag_2048_st    	6908.3	7677.65	12044.5	15657.6	13268.8	14761.7	11416.9	24298.3	27582.2	24303.4	24825.8	23175.8	28264.7	14890	9649.29	16237.2	22036.2	21418.6
YJL056C  	tag_1951_at    	1561.8	1517.86	2381.19	4155.28	3486	3404.68	2958.82	1639.8	3882.18	3420.68	1967	1555.93	2282.87	8926.5	3427.45	1424.66	1169.99	814.805
YJL056C  	tag_1951_st    	1048.8	1303.83	2045.43	3257.27	2974.3	2789.13	2424.66	1133.5	2628.76	2316.26	1256.8	1045.43	1460.52	5169.5	2056.47	1120.33	980.309	838.667
YJL056C  	tag_2047_at    	564.5	710.195	1114.14	1097.6	818.5	869.878	821.931	648.3	948.257	835.532	665.3	666.32	780.836	1954.8	1330.4	682.739	860.933	689.602
YJL056C  	tag_2047_st    	990.8	1372.97	2153.88	3124.26	2051.8	2434.86	1800.59	929.5	1192.39	1050.64	1102.8	1037.08	1207.02	6528.5	2895.17	1590.46	1020.55	796.558
YJL057C  	tag_1950_at    	11532.8	9284.53	14565.4	13715.8	14155.8	13682.5	12436.7	31961.3	30293.1	26692	30320.5	32516	34930.8	18720	17266.1	17237	20440.8	20468.1
YJL057C  	tag_1950_st    	6364.3	6355.76	9970.79	13864.7	16377	14371.1	14400.1	24743	31443.5	27705.6	24477.5	24682	24580.9	13292.5	5517.05	10180.6	11251.6	13656.3
YJL057C  	tag_2046_at    	6297.3	7638.23	11982.7	13794.7	12714.5	12504.7	10613.5	22723.3	28375.5	25002.3	21320.5	16953.6	21353.4	15816	8331.2	14209.3	16243.6	19054.2
YJL057C  	tag_2046_st    	12383	14012.5	21982.5	23315.5	19976.3	22981	18675.4	36802	42751.4	37669.3	35291.8	36124.2	41594.5	20940.3	18271.9	23030.1	28763.7	28389
YJL058C  	tag_1949_at    	5040.5	4643.41	7284.48	8980.73	9082.5	10185.8	7122.32	20158.5	23087.3	20342.8	24715.8	23466.7	25264.1	12472.5	5189.05	11435.1	11428.2	14106.2
YJL058C  	tag_1949_st    	3126.3	3405.05	5341.77	10117.4	11307.3	10159.1	9587.21	11600.8	16835.3	14834	13553.8	11592.5	12454.9	8492.5	3061.9	6431	5720.54	8957.24
YJL058C  	tag_2045_at    	1014	1442.45	2262.88	3554.49	3107.8	3120.4	2442.44	4793.8	7793.76	6867.27	6010	4257.24	5793.38	3107.3	1953.57	2835.39	3265.09	4135.5
YJL058C  	tag_2045_st    	1794.8	2037.46	3196.32	7084.54	5996.5	6140.61	4826.88	9662	11819.3	10414.2	10977.8	9605.24	11558.9	5399.5	2505.3	5254.57	6764.86	7797.15
YJL059W  	tag_1948_at    	640	744.82	1168.46	1008.49	886.3	972.056	929.619	1393	2381.91	2098.76	2727.5	3136.82	3307.8	969.3	1121.41	783.561	1066.91	1034.47
YJL059W  	tag_1948_st    	576	643.347	1009.27	811.454	692.3	757.632	777.559	1116.8	1832.28	1614.47	1177.5	1259.85	1475.05	869.5	1074.59	660.821	1071.16	935.938
YJL059W  	tag_2044_at    	462	593.41	930.929	686.077	525	625.621	665.978	733.3	1110.43	978.424	862	791.647	954.771	676.5	1011.51	602.739	884.707	765.398
YJL059W  	tag_2044_st    	530.8	609.637	956.385	844.931	678.8	771.057	765.233	987.5	1378.05	1214.23	1180.8	1101.1	1205.22	830.5	1051.49	734.246	1041.78	891.022
YJL060W  	tag_1947_at    	4597	4068.97	6383.31	10852.9	11080.3	11206	8943.03	17212.5	20730.6	18266.3	22856.5	21479.4	23252.5	12396.3	4854.66	11521.6	10763.9	13244.6
YJL060W  	tag_1947_st    	3016.3	3302.78	5181.33	7901.97	8745.5	8499.89	6973.12	9936.5	13713.4	12083.2	11298.5	10009.7	10272.8	7029.5	3059.62	6047.11	5543.09	7435.01
YJL060W  	tag_2043_at    	3359	3683.53	5778.65	7685.59	6584.3	7209.62	5336.39	13195.3	15657.5	13796.2	12638.5	11028	13998.5	8801.3	4846	6991.22	8968.48	9499.04
