orf	het | growth (relative abundance in pooled culture) | YPD+ 0.1mM dinitrophenol (dinitrophenol [0.1 mM], YPD [standard]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPD+ 0.1mM dinitrophenol (dinitrophenol [0.1 mM], YPD [standard]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPD+ 0.25mM dinitrophenol (dinitrophenol [0.25 mM]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPD+ 0.25mM dinitrophenol (dinitrophenol [0.25 mM]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPDGE (ethanol [2%], glucose [0.1%], glycerol [3%]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPDGE (ethanol [2%], glucose [0.1%], glycerol [3%]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPE (YPE [2%]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPE (YPE [2%]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPG+ 0.1mM dinitrophenol (dinitrophenol [0.1 mM], YPG [3%]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPG+ 0.1mM dinitrophenol (dinitrophenol [0.1 mM], YPG [3%]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPG+ 0.25mM dinitrophenol (dinitrophenol [0.25 mM], YPG [3%]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPG+ 0.25mM dinitrophenol (dinitrophenol [0.25 mM], YPG [3%]) | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPG [3%] | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPG [3%] | Steinmetz LM~Davis RW, 2002	het | growth (relative abundance in pooled culture) | YPL (YPL [standard]) | Steinmetz LM~Davis RW, 2002	hom | growth (relative abundance in pooled culture) | YPL (YPL [standard]) | Steinmetz LM~Davis RW, 2002
YAL001C	0.45802854200696486	-0.06963935580629796	0.5640087106024002	-0.19375196794564714	1.0662121139142697	0.08762637471165505	1.0896519536447657	0.3911146902570378	0.7592920357452515	-0.7885032666755929	0.838680209069975	-0.5781060222220822	0.9219164320444464	-0.08783041575341391	0.6577073538786552	0.06869447741219699
YAL002W	1.2122622870565474	0.6778295163356612	0.5151497486096298	0.2829576357196071	-0.7950189421947178	-0.7221421963964111	-0.1606393040223466	-0.6801243829050114	1.960730913714918	-0.5877916027539791	2.4725728481780394	-0.3583100790628904	3.6217967377018923	-0.5028572694314514	-0.45973651029681123	-0.16659224688067062
YAL003W	-0.608638599050216		0.09118004615617065		1.4183989859052695		0.8868243737015276		-0.03709683533878241		-0.10447523967381814		0.11323723281867137		0.6092680832342757	
YAL004W	0.6093634681981486	1.336968733575672	1.1492655241502905	2.089560752921196	-0.06959054825671941	0.18567675490994284	-0.4159454079546799	-0.04202744534271245	0.6627427393225775	0.11663082928587551	1.0213857148475733	0.08429054134772762	0.4352634084785881	0.1441911354650386	-0.8409869766616077	-0.029639550822778287
YAL005C	-1.1026739064872315	-0.5535775358469299	0.6344076450866228	0.6852800206009986	0.617173852125738	1.0070155675542665	2.131752862493843	0.4564748812988523	1.0655075557603404	-0.3016940713066572	0.5203253055211051	-0.10696201654169106	1.0285223542859712	0.31967722098698576	2.177071890426647	0.3360364540557968
YAL007C	0.6877159057906712	-0.4467069864018781	-0.176493514438659	0.06551807312064307	0.9167240992267817	0.8095797792881337	3.2411756734676116	0.30940198765022703	2.169397366486394	-0.20024073462186964	1.3454047795453594	-0.0275868605557067	2.4505369441857097	0.4170878283820627	1.7051021865834788	0.26571414542530364
YAL008W	-0.07115552248090232	-0.1904676573231096	0.34230460349540215	-0.04971305624215939	1.0581730657492645	0.49332651063042626	1.0752873941587042	0.11825708112519648	0.3710953084126846	-0.1378146659218406	-0.12393671644185608	0.04351427667662511	0.037348271223007594	0.17319382936734312	0.8468710573433371	0.1439979495706863
YAL009W	-0.7675402715509541	-0.4204580795206426	-0.21221834686348592	-0.9285477312111233	1.4599340680911654	1.4112323391735175	0.7336981695800731	0.1917436727313228	-0.0478086655631914	-0.23579988767884846	-0.02445080908283485	-0.0719260998097234	-0.15277566166348605	0.0948922093776867	0.17237509261634928	0.43478069575778466
YAL010C	-0.725557033962424	1.0326064085479687	0.16814604542437667	1.7693208163530298	1.4170591445444425	-0.5700973556955937	1.2151982035529771	-1.0908815255392617	0.05816704145696679	-1.5328309704793892	-0.04768839328348026	-1.7438717171443958	-0.12486940329893774	-0.48934529312998504	0.736734353615278	-1.1872619547284564
YAL011W	-0.006960223144963591	-0.22650782312037152	0.10562758868092369	-0.3344365488286426	0.24488935972219955	-0.10090922775736083	-0.36490333991419643	-0.552046327385241	-1.0295836117309833	-0.19958223178747977	-1.2188626369961453	-0.03681100586480252	-1.104800677236633	0.6041071489060994	-0.5011813172921086	7.162457360560373e-05
