orf	hap a (post-SGA) | nucleolus size (Nop10-GFP) | standard | LFD + met + NAT + G418 | Neumuller RA~Perrimon N, 2013
YAL001C	0.61799769
YAL002W	0.254927009375
YAL005C	0.18278526
YAL007C	0.164116889375
YAL008W	0.080018586875
YAL010C	-0.337353584705882
YAL011W	0.421182370625
YAL013W	-0.0162082862745098
YAL014C	-0.281892707647059
YAL015C	-0.199351352156863
YAL017W	-0.146346841960784
YAL018C	-0.0218830133333333
YAL019W	0.4202380725
YAL020C	-0.113491557058824
YAL022C	-0.0176269431372549
YAL023C	-0.76119001627451
YAL024C	0.371556255625
YAL026C	-0.150610333137255
YAL027W	-0.0202899603921569
YAL028W	-0.109045337058824
YAL029C	-0.13757725254902
YAL030W	-0.0154113450980392
YAL031C	-0.246901864117647
YAL034C	0.231025430625
YAL034W-A	1.06443094
YAL036C	0.05150179375
YAL037W	0.17696167
YAL038W	0.096621308
YAL040C	-0.00538644019607843
YAL041W	1.455539973
YAL042W	-0.0533855858823529
YAL046C	0.308100213125
YAL048C	-0.139809913333333
YAL049C	-0.162624377254902
YAL051W	-0.14281026745098
YAL053W	-0.22166847745098
YAL054C	-0.170779952156863
YAL055W	-0.03753119
YAL056W	0.316436424375
YAL058W	0.15770117375
YAL059W	0.7928529925
YAL060W	-0.0452952
YAL061W	0.0424916375
YAL062W	-0.260383602745098
YAL064C-A	-0.177175653529412
YAL065C	-0.358550569215686
YAL067C	0.287250354375
YAL068C	0.493660883125
YAR002C-A	0.875431371875
YAR002W	0.237630570625
YAR003W	-0.0066517862745098
YAR007C	0.103811367
YAR014C	-0.19997944627451
YAR015W	-0.05876863
YAR018C	0.13224716375
YAR019C	0.555877796
YAR020C	-0.318026741372549
YAR023C	-0.187917990392157
YAR027W	-0.182229619607843
YAR028W	0.14691690875
YAR029W	0.762812838125
YAR031W	-0.062140682745098
YAR035W	0.14350880125
YAR042W	-0.236000608235294
YAR050W	0.08034132375
YBL005W	0.3424132575
YBL007C	0.059955811875
YBL008W	1.89597580375
YBL009W	0.609133990625
YBL010C	-0.15254586254902
YBL011W	0.1594742775
YBL013W	0.051612026875
YBL015W	0.479397780625
YBL016W	0.594842734375
YBL017C	0.4193159
YBL019W	-1.0932456454902
YBL021C	-0.100343298039216
YBL023C	1.053039185
YBL024W	0.068062408125
YBL027W	-0.000207736274509804
YBL028C	0.57961961375
YBL029W	0.48584842
YBL031W	0.375777435625
YBL032W	0.601840134375
YBL034C	1.459131118
YBL035C	-0.232167071
YBL036C	0.126542474375
YBL037W	0.37557107875
YBL039C	-0.0597128198039216
YBL043W	-0.0514975733333333
YBL046W	0.805967238125
YBL047C	-0.0147538276470588
YBL049W	-0.0260477519607843
YBL050W	-2.438295207
YBL051C	-0.325495920196078
YBL052C	-0.660714927647059
YBL054W	0.568609105625
YBL055C	1.21389848125
YBL056W	0.104243905
YBL057C	0.6747025125
YBL059W	0.498178561875
YBL060W	0.276526079375
YBL061C	0.125579268125
YBL063W	0.13352511875
YBL064C	0.321546508125
YBL066C	-0.293407714705882
YBL067C	-0.530526016470588
YBL068W	0.205008665
YBL069W	0.1921053375
YBL072C	-0.160365928431373
YBL075C	0.28443216125
YBL076C	-0.817045764
YBL078C	0.08683441
YBL079W	0.161862269375
YBL081W	0.62282998
YBL082C	0.349331765625
YBL084C	2.49125598785112
YBL085W	0.293774896875
YBL086C	0.534762499375
YBL087C	0.54609445625
YBL088C	0.349481374375
YBL089W	-0.05310826
YBL091C	0.357621304375
YBL091C-A	-0.0389541992156863
YBL093C	2.262633569
YBL095W	0.530699806875
YBL097W	1.672887435
YBL098W	-0.119961938627451
YBL101C	0.34816114
YBL102W	0.431548061875
YBL103C	0.03842414125
YBL104C	0.7137780175
YBL105C	1.435269646
YBL106C	0.133310955625
YBL107C	0.29160788625
YBR008C	0.25780932375
YBR009C	1.101409254375
YBR013C	0.152402705
YBR014C	0.042453105
YBR015C	0.234302254375
YBR016W	1.209462120625
YBR018C	0.274264624375
YBR019C	-0.0633695196078431
YBR020W	0.564614400625
YBR022W	0.3442741875
YBR023C	0.178686796875
YBR024W	0.38714119625
YBR025C	0.800836670625
YBR028C	0.1540233425
YBR030W	0.049909838125
YBR031W	0.1315309975
YBR033W	0.208114065625
YBR034C	-0.112567781764706
YBR036C	0.388115649375
YBR040W	0.158614375
YBR041W	0.627419821875
YBR042C	0.11753603875
YBR043C	0.445906108125
YBR044C	-0.0401917592156863
YBR045C	-0.0301625823529412
YBR046C	0.381453090625
YBR047W	0.166489905
YBR048W	-0.103634923529412
YBR050C	-0.0370878145098039
YBR052C	0.427229935
YBR053C	-0.00919785941176471
YBR054W	0.36040316875
YBR055C	1.380187325
YBR056W	-0.0124849392156863
YBR057C	-0.423881400196078
YBR058C	-0.0958526537254902
YBR058C-A	-1.511527524
YBR059C	0.349241498125
YBR060C	0.444482262
YBR061C	0.556811149375
YBR062C	0.3425190775
YBR063C	0.159903846875
YBR065C	0.34087223375
YBR066C	0.26131445
YBR067C	-0.0470338105882353
YBR068C	0.430019653125
YBR069C	0.083573083125
YBR071W	-0.0606153456862745
YBR072W	1.14051225375
YBR073W	1.094789580625
YBR074W	0.51106443625
YBR076W	1.453772451875
YBR077C	-0.275320048431373
YBR078W	1.37696968125
YBR079C	-1.521195782
YBR080C	-1.936112123
YBR082C	0.987705554375
YBR083W	0.335670955
YBR084C-A	0.6300414625
YBR084W	-0.0468492811764706
YBR085W	0.851708159375
YBR086C	0.448887145
YBR087W	0.719983456
YBR090C	-0.0347039205882353
YBR092C	0.5501224175
YBR093C	-0.108715014313726
YBR094W	0.37751137
YBR095C	0.57739069875
YBR098W	0.28432362625
YBR101C	0.56478541625
YBR102C	0.229465914
YBR103W	-0.0350520696078431
YBR104W	-0.0933416
YBR105C	0.983865259375
YBR107C	0.694368919375
YBR108W	0.309705845625
YBR109C	1.435307385
YBR110W	0.658891539
YBR111C	0.291547008125
YBR114W	0.011781828125
YBR118W	0.765242334375
YBR119W	0.303915673125
YBR121C	0.403904838125
YBR122C	0.50184852375
YBR123C	0.206375734
YBR125C	-0.0122997121568627
YBR126C	-0.257368692941176
YBR128C	0.220783963125
YBR129C	-0.0146270078431373
YBR130C	-0.0367390937254902
YBR131W	0.232396009375
YBR132C	-0.0707966892156863
YBR135W	1.895097923
YBR137W	-0.282568065490196
YBR138C	-0.0517300962745098
YBR139W	0.13087129125
YBR141C	-0.00871987509803922
YBR143C	-3.691081249
YBR145W	0.17471534125
YBR146W	0.512724133125
YBR147W	-0.0715967594117647
YBR148W	-0.0619971980392157
YBR149W	0.28605487625
YBR150C	0.5295380675
YBR151W	-0.000837973725490196
YBR154C	0.764278869
YBR155W	-0.559165457135094
YBR156C	0.162788448
YBR157C	-0.0376034737254902
YBR158W	0.28326977625
YBR159W	-0.0637445407843137
YBR160W	2.909760406
YBR161W	1.23308171125
YBR162C	0.3956131025
YBR162W-A	0.211459559375
YBR164C	-0.0329804015686275
YBR165W	0.310161809375
YBR166C	-0.00762160156862745
YBR168W	0.254667365
YBR169C	0.894240754375
YBR170C	-0.161496206470588
YBR171W	0.69961504625
YBR172C	0.443982735
YBR175W	0.2273928425
YBR176W	0.52786673875
YBR177C	0.093124588125
YBR180W	0.587025635
YBR181C	1.031366139375
YBR182C	0.778787630625
YBR183W	-0.146468228627451
YBR184W	0.937708681875
YBR185C	0.6061345125
YBR186W	0.333904115625
YBR187W	0.84269434375
YBR188C	0.555248166875
YBR189W	-0.180081671568627
YBR193C	-0.958019851
YBR194W	1.159342634375
YBR195C	1.128035186875
YBR196C	0.091397352
YBR197C	0.3629126025
YBR198C	-2.578971105
YBR199W	-0.0345188862745098
YBR201W	0.13375689375
YBR202W	0.971306822
YBR203W	0.312262031875
YBR204C	0.49291923625
YBR205W	0.699957265625
YBR207W	0.81246406375
YBR208C	0.63547745
YBR210W	0.051404688125
YBR211C	1.020067383
YBR212W	0.220662803125
YBR213W	0.575765844375
YBR214W	-0.0466168503921569
YBR215W	0.463215450625
YBR216C	0.76552240625
YBR217W	0.556742559375
YBR218C	0.428392411875
YBR219C	0.45919918
YBR220C	0.22349682
YBR221C	-0.372400044509804
YBR222C	0.307987795
YBR223C	0.851810850625
YBR225W	-0.0214273149019608
YBR227C	0.185256454375
YBR228W	0.0545570125
YBR229C	-0.0397085782352941
YBR230C	0.34990980875
YBR233W	-0.073167388627451
YBR235W	-0.101453552352941
YBR236C	-0.578664299
YBR237W	-0.513012847
YBR238C	0.120910193125
YBR239C	0.04312028375
YBR240C	0.129922886875
YBR241C	0.03367775375
YBR242W	0.21020476875
YBR244W	0.233800241875
YBR245C	0.2851779525
YBR246W	0.13122864
YBR247C	-0.658281058
YBR249C	-0.066385327254902
YBR250W	0.078636489375
YBR255W	0.0924583075
YBR258C	-0.105097602352941
YBR259W	1.096468511875
YBR260C	-0.0752954145098039
YBR261C	-0.0415164188235294
YBR262C	0.259201955
YBR263W	-0.139730686470588
YBR264C	0.062897244375
YBR265W	0.044501259
YBR267W	0.657721654375
YBR269C	0.2231841025
YBR270C	0.712247025625
YBR271W	-0.00463906764705882
YBR272C	0.22453128125
YBR273C	-0.027391821372549
YBR274W	-0.123998811176471
YBR275C	0.307272314375
YBR276C	0.04013623875
YBR278W	-0.155355341764706
YBR280C	-0.168708324117647
YBR281C	0.0518964225
YBR283C	-0.000898239019607843
YBR284W	0.462378614375
YBR285W	0.24335524125
YBR286W	0.192380234375
YBR287W	0.17046958875
YBR288C	0.1810614975
YBR289W	-1.02743851411765
YBR290W	-0.101510126078431
YBR291C	0.009557221875
YBR293W	-0.108307521960784
YBR294W	1.028482915
YBR295W	1.061850706875
YBR296C	0.311271793125
YBR297W	0.10575401875
YBR298C	0.26981806125
YBR299W	0.50561512625
YBR301W	-0.117065215490196
YCL001W	-0.0819665047058824
YCL001W-A	0.101995579375
YCL002C	0.13862331
YCL009C	0.6111685875
YCL010C	-0.0377110601960784
YCL011C	0.400401199375
YCL014W	0.199301695
YCL016C	2.180209465625
YCL024W	0.30925485375
YCL025C	0.022310314375
YCL026C-A	0.2976887275
YCL027W	0.40473317125
YCL028W	0.3740359925
YCL029C	0.545550304375
YCL032W	0.277049999375
YCL033C	0.22389533375
YCL034W	0.213968701875
YCL035C	0.1505465975
YCL036W	-0.00420399137254902
YCL037C	0.31806095125
YCL038C	0.32354239875
YCL039W	0.255138978125
YCL040W	-0.0173960323529412
YCL042W	0.243111951875
YCL044C	0.30557187125
YCL045C	0.276843536875
YCL047C	0.138396739375
YCL048W	0.923805928125
YCL049C	0.25184353625
YCL050C	0.391395643125
YCL051W	0.46391254875
