orf	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YAL002W	-1.3799507742223864	6.2142027551489285
YAL004W	0.5984032240222789	0.7351378168186746
YAL005C	0.8085580443486352	1.06195923419276
YAL007C	1.2940881464819414	1.029917918763928
YAL008W	1.5477232744620266	1.7668681736270617
YAL009W	0.3230279422153291	-0.18765206753168415
YAL010C	0.9534924031943982	-0.14279422593131952
YAL011W	1.323075018251094	3.074153843123403
YAL012W	-0.26395621111001116	-0.23891817221781517
YAL013W	1.3158283003088058	-0.5849643788491997
YAL014C	0.4679623010610921	1.2093492851653866
YAL015C	0.6853638393297367	0.6966882383040762
YAL016W		
YAL017W	-0.010321083129925877	-0.3414503815900773
YAL018C	-0.4741110314363676	-0.7451709559933593
YAL019W	-0.14800872403340073	-0.6554552727926299
YAL020C	0.0838862501198201	0.11353629749933569
YAL021C	1.1056734799824495	-1.5974699464002877
YAL022C	0.37375496781134615	0.6646469228752443
YAL023C	-0.4233840058403505	-0.8348866391940885
YAL024C	-0.2422160572831467	-0.540106537248835
YAL026C	-0.04655467284136663	1.5810285441398366
YAL027W	-0.04655467284136663	0.1840271914427659
YAL028W	0.5839097881377026	0.8633030785340021
YAL029C	0.5186893266571092	0.9017526570486004
YAL030W	0.40998855752278685	0.5941560289318142
YAL031C	-0.7422395953010291	-0.3734916970189092
YAL034C	-0.03206123695679033	-0.3991247493619747
YAL035W	-1.068341902703996	-1.3411394229696327
YAL036C	-1.2350164153766234	-1.3219146337123333
YAL037W	-0.350916826417469	-0.6105974311922653
YAL039C	-0.3654102623020453	-0.5465148003346014
YAL040C	-0.4886044673209438	-0.5657395895919005
YAL042C-A	-0.7929666208970462	-0.4760239063911713
YAL042W	0.8085580443486352	1.267023652937284
YAL044C	0.2795476345616002	0.9337939724774323
YAL045C	0.4534688651765158	0.5108486088168512
YAL046C	-0.2422160572831467	0.08790324515627017
YAL047C	2.0260066586530447	-0.8028453237652566
YAL048C	0.3085345063307528	-0.23891817221781517
YAL049C	0.2795476345616002	0.05586192972743828
YAL051W	0.40998855752278685	0.5108486088168512
YAL053W	0.047652660408379344	-0.28377601381817985
YAL054C	-0.5320847749746728	-0.24532643530358156
YAL055W	-0.14800872403340073	0.5364816611599168
YAL056C-A	1.801358402442112	1.43363849316721
YAL056W	-0.5248380570323846	0.09431150824203656
YAL058W	0.8013113264063471	0.38268334710152363
YAL059W	0.9969727108481271	1.5169459132821728
YAL060W	-0.5610716467438254	-0.6874965882214618
YAL061W	-0.11177513432195998	-0.3670834339331428
YAL062W	-0.6190453902821306	-0.7195379036502937
YAL064C-A	-0.14076200609111258	-0.8989692700517523
YAL065C	-0.4886044673209438	-0.6041891681064988
YAL066W	0.4244819934073632	0.44035771487342107
YAL067C	-0.4161372878980623	-0.5785561157634334
YAL068C	0.011419070696938576	-0.6874965882214618
YAR002C-A	0.5694163522531263	-0.033853753473291046
YAR002W	1.3085815823665177	1.3375145468807141
YAR003W	0.8302981981754997	-0.8669279546229204
YAR014C	2.1492008636719433	0.5364816611599168
YAR015W	1.424529069443128	0.337825505501159
YAR018C	1.4897495309237214	0.9786518140777969
YAR020C	1.0187128646749917	1.318289757623415
YAR023C	1.0549464543864324	1.0042848664208626
YAR027W	0.272300916619312	0.337825505501159
YAR028W	1.1201669158670258	1.382372388481079
YAR029W	1.6854109153655015	2.10650611717268
YAR030C	-0.7567330311856054	-0.5785561157634334
YAR031W	0.417235275465075	0.5428899242456832
YAR035W	-0.7422395953010291	-0.8220701130225558
YAR042W	-1.256756569203488	0.5557064504172159
YAR047C	0.3085345063307528	0.4788072933880193
YAR050W	0.4679623010610921	0.1968437176142986
YBL001C	-0.28569636493687567	0.049453666641671896
YBL002W	0.7868178905217709	0.7415460799044408
YBL003C	-0.401643852013486	-0.07871159507365572
YBL005W	-0.2132291855139941	-0.1748355413601514
YBL006C	2.4100827095943167	0.9081609201343669
YBL007C	-2.1843364658163713	-0.04667027964482378
YBL008W	0.272300916619312	-0.49524869564847046
YBL009W	-0.35816354435975717	-0.02744549038752466
YBL010C	-1.4886515433567087	0.011004088127073616
YBL011W	-0.734992877358741	-0.4311660647908066
YBL012C	0.7723244546371946	0.32500897932962625
YBL013W	-0.5175913390900965	-0.3158173292470117
YBL015W	-0.45961759555179127	-0.4567991171338721
YBL016W	1.0549464543864324	1.8886251722566227
YBL017C	-0.3291766725906045	0.9209774463058996
YBL019W	0.8665317878869405	1.2221658113369194
YBL021C	0.30128778838846465	0.33141724241539255
YBL022C	0.8013113264063471	-0.3991247493619747
YBL024W	2.3883425557674522	0.7992204476763384
YBL025W		
YBL027W	2.8376390681893175	-0.5272900110773022
YBL028C	-0.23496933934085856	-0.11716117358825398
YBL029W	-1.6843129277984887	-1.4308551061703618
YBL031W	-0.19148903168712963	0.27374287464349517
YBL032W	0.09113296806210826	0.33141724241539255
YBL033C		
YBL036C	1.3303217361933821	1.4977211240248738
YBL037W	0.11287312188897271	0.23529329612889693
YBL038W	0.4534688651765158	-0.02744549038752466
YBL039C	1.0549464543864324	1.741235121283996
YBL042C	0.9752325570212627	-0.10434464741672121
YBL043W	-0.5683183646861135	-0.2261016460462824
YBL044W	2.3521089660560115	1.1132253388788909
YBL045C	-0.37265698024433347	-0.2709594876466471
YBL046W	-0.26395621111001116	0.337825505501159
YBL047C	4.236255631050931	0.6710551859610108
YBL048W	0.221573891023295	0.3954998732730564
YBL049W	-0.2422160572831467	0.06867845589897104
YBL051C	-0.40889056995577416	0.13276108675663484
YBL052C	0.17809358336956607	0.203251980700065
YBL053W	0.3085345063307528	0.3570502947584581
YBL054W	-0.6625256979358596	-0.5593313265061342
YBL055C	-0.6480322620512833	-0.168427278274385
YBL056W	0.417235275465075	-0.36067517084737644
YBL057C	0.16360014748498977	0.5621147135029823
YBL058W		
YBL059W	0.07663953217753194	0.9337939724774323
YBL060W	0.14185999365812532	0.49803208264531845
YBL061C	-0.401643852013486	-0.35426690776161
YBL062W	0.19983373719643052	0.7415460799044408
YBL063W	-0.22047590345628226	-0.059486805816356556
YBL064C	1.1998808132321954	0.6197890812748797
YBL065W	-0.04655467284136663	0.7607708691617401
YBL066C	0.14185999365812532	0.41472466253035556
YBL067C	0.03315922452380304	-0.4824321694769377
YBL068W	-0.23496933934085856	0.07508671898473741
YBL069W	-0.0827882625528074	0.030228877384372774
YBL070C	0.5839097881377026	0.9209774463058996
YBL071C	0.4534688651765158	0.895344393962834
YBL072C	-1.8147538507596757	-0.8412949022798548
YBL075C	-0.010321083129925877	0.40190813635882283
YBL078C	2.0042665048261803	-0.6554552727926299
YBL079W	1.134660351751602	-0.1620190151886186
YBL080C	1.2361144029436362	0.7799956584190392
YBL081W	0.366508249869058	1.5297624394537055
YBL082C	0.9317522493675338	0.9530187617347314
YBL083C	0.9969727108481271	0.6390138705321788
YBL085W	0.2360673269078713	0.4595825041307202
YBL086C	-0.5393314929169609	-0.14279422593131952
YBL087C	1.4390225053277044	1.3951889146526115
YBL088C	0.16360014748498977	-0.033853753473291046
YBL089W	0.34476809604219355	-1.0015014794240142
YBL090W	0.4679623010610921	0.07508671898473741
YBL091C	0.025912506581514894	0.0045958250413072315
YBL091C-A	-0.13351528814882446	-0.6362304835353307
YBL093C		
YBL094C	2.134707427787367	0.24170155921466327
YBL095W	-0.3436701084751808	-0.1620190151886186
YBL096C	-0.3654102623020453	-0.08511985815942207
YBL098W	0.054899378350667494	0.28655940081502795
YBL099W	-0.401643852013486	1.8181342783131926
YBL100C	-0.003074365187637719	3.4202000497547878
YBL101C	1.2143742491167717	0.23529329612889693
YBL102W	0.30128778838846465	0.22888503304313054
YBL103C	-1.1770426718383182	2.7729654780923836
YBL104C	0.40998855752278685	-0.29018427690394627
YBL106C	0.018665788639226733	0.13276108675663484
YBL107C	-0.640785544108995	-0.4439825909623394
YBR001C	0.011419070696938576	-0.09793638433095483
YBR003W	-0.9234075438582329	-0.7836205345079575
YBR005W	-0.3654102623020453	-0.1107529105024876
YBR006W	0.34476809604219355	0.16480240218546674
YBR007C	-0.3436701084751808	-0.12356943667402037
YBR008C	-0.495851185263232	-0.059486805816356556
YBR009C	1.0549464543864324	1.1132253388788909
YBR010W	0.9462456852521101	1.0747757603642927
YBR012C	0.7288441469834657	1.2029410220796204
YBR013C	0.17084686542727792	0.2673346115577288
YBR014C	-0.16250215991797706	0.6966882383040762
YBR015C	0.054899378350667494	-0.15561075210285222
YBR016W	-1.2060295436074708	-0.911785796223285
YBR018C	-0.6045519543975543	-0.7451709559933593
YBR019C	-1.307483594799505	-1.1360750042251082
YBR020W	-0.6226687492532746	-0.28057188227529667
YBR021W	-0.6697724158781477	-0.20046859370321693
YBR022W	-0.6915125697050122	-0.8348866391940885
YBR023C	0.38824840369592245	0.08790324515627017
YBR024W	-0.8147067747239107	-0.8861527438802196
YBR025C	-0.017567801072214013	0.7223212906471418
YBR026C	0.19258701925414237	2.2410796419737737
YBR027C	-0.5393314929169609	-0.45039085404810575
YBR028C	0.7215974290411774	-0.2709594876466471
YBR030W	-1.0321083129925552	-0.7515792190791256
YBR031W	1.5042429668082977	1.7604599105412955
YBR032W	-1.2060295436074708	-0.911785796223285
YBR033W	-0.6117986723398424	-0.3991247493619747
YBR034C	-0.5683183646861135	-0.3991247493619747
YBR035C	-0.6552789799935714	0.05586192972743828
YBR036C	0.19983373719643052	1.0106931295066288
YBR037C	1.852085428038129	1.4784963347675744
YBR040W	0.14185999365812532	0.2096602437858314
YBR041W	-0.8147067747239107	1.331106283794948
YBR042C	-1.2784967230303523	0.1712106652712331
YBR043C	0.9752325570212627	0.28015113772926153
YBR044C	-0.2132291855139941	-0.04667027964482378
YBR045C	0.9172588134829576	0.7351378168186746
YBR046C	0.3954951216382106	0.38909161018729005
YBR047W	-0.4523708776095031	-0.033853753473291046
YBR048W	0.5911565060799907	2.7088828472347197
YBR050C	-0.20598246757170596	0.24810982230042966
YBR051W	0.7940646084640589	0.9786518140777969
YBR052C	0.5911565060799907	0.32500897932962625
YBR053C	0.22882060896558315	0.28015113772926153
YBR054W	-0.6262921082244187	-0.860519691537154
YBR056W	-1.0973287744731486	-0.6810883251356954
YBR057C	0.3520148139844817	0.7735873953332729
YBR058C	-0.9886280053388263	-0.5977809050207324
YBR059C	0.8158047622909234	0.9017526570486004
YBR061C	0.24331404485015942	1.06195923419276
YBR062C	0.33027466015761725	0.9722435509920305
YBR063C	-0.5320847749746728	-0.168427278274385
YBR064W	-0.024814519014502174	0.28015113772926153
YBR065C	0.44622214723422765	0.5557064504172159
YBR066C	1.228867685001348	0.38268334710152363
YBR067C	0.127366557773549	0.28655940081502795
YBR068C	-0.9451476976850974	-0.6362304835353307
YBR069C	-0.4886044673209438	-0.46320738021963853
YBR071W	-0.3799036981866216	0.011004088127073616
YBR072W	-0.590058518512978	-0.1748355413601514
YBR073W	0.272300916619312	0.8568948154482358
YBR074W	0.052483805703238115	-0.11716117358825398
YBR076W	-0.22772262139857039	0.24170155921466327
YBR077C	0.5331827625416855	-0.7387626929075928
YBR078W	2.5912506581515204	0.32500897932962625
YBR081C	1.2071275311744836	-0.1620190151886186
YBR082C	0.5476761984262618	-0.46320738021963853
YBR083W	-0.8364469285507752	-0.860519691537154
YBR084C-A	1.0766866082132969	1.1132253388788909
YBR084W	0.4244819934073632	0.876119604705535
YBR085W	0.17809358336956607	-0.6939048513072281
YBR089C-A	-0.4378774417249268	-0.39271648627620825
YBR090C	-0.401643852013486	-0.4183495386192738
YBR092C	0.11287312188897271	0.6646469228752443
YBR093C	0.4389754292919395	0.844078289276703
YBR094W	0.4389754292919395	0.6774634490467771
YBR095C	2.9318464014390635	0.5364816611599168
YBR097W		
YBR098W	0.3399369507473348	0.542889924245683
YBR099C	0.6418835316760078	1.0555509711069935
YBR101C	-2.7495804653148475	-1.2514237397689032
YBR103W	1.5332298385774503	1.2734319160230503
YBR104W	0.699857275214313	1.8437673306562583
YBR105C	-0.44512415966721497	0.7287295537329082
YBR106W	0.699857275214313	-0.06589506890212293
YBR107C	-0.5683183646861135	-1.3539559491411655
YBR108W	-0.590058518512978	-0.28377601381817985
YBR111C	0.366508249869058	0.8056287107621046
YBR112C		
YBR113W	-1.1045754924154367	-0.7451709559933593
YBR114W	0.605649941964567	1.2734319160230503
YBR115C		
YBR116C	0.7071039931566011	1.1004088127073581
YBR119W	-0.07554154461051923	0.33141724241539255
YBR120C	1.9897730689416038	1.9975656447146513
YBR121C	-0.28569636493687567	0.011004088127073616
YBR122C	-0.06104810872594292	-0.48884043256270404
YBR125C	0.221573891023295	0.4595825041307202
YBR126C	1.6781641974232135	1.2798401791088168
YBR127C	-4.53951979706002	1.196532758993854
YBR128C	2.859379222016182	-0.7195379036502937
YBR129C	-0.6915125697050122	0.1776189283569995
YBR130C	-0.16250215991797706	0.5557064504172159
YBR131W	-1.307483594799505	2.17699701111611
YBR132C	-1.6770662098562008	0.33141724241539255
YBR133C	1.1056734799824495	0.6133808181891133
YBR134W	-0.26395621111001116	-0.3222255923327781
YBR137W	-0.2132291855139941	-0.02744549038752466
YBR138C	-0.03206123695679033	-0.15561075210285222
YBR139W	-0.7712264670701817	0.12635282367086845
YBR141C	-0.5030979032055202	-0.39271648627620825
YBR144C	0.5331827625416855	0.1712106652712331
YBR145W	0.09113296806210826	0.4595825041307202
YBR146W	0.13461327571583717	0.09431150824203656
YBR147W	-0.4886044673209438	-0.5977809050207324
YBR148W	-0.6335388261667069	0.1712106652712331
YBR149W	0.6926105572720248	0.8184452369336375
YBR150C	0.13461327571583717	-0.07871159507365572
YBR151W	0.6418835316760078	0.7992204476763384
YBR156C	0.11287312188897271	0.049453666641671896
YBR157C	-0.14800872403340073	0.011004088127073616
YBR158W	-0.15525544197568888	0.28015113772926153
YBR159W	-0.3654102623020453	0.31219245315809346
YBR161W	-0.1697488778602652	-0.36067517084737644
YBR162C	0.13461327571583717	0.9914683402493297
YBR162W-A	0.17084686542727792	0.13916934984240123
YBR163W	1.7941116844998237	2.0552400124865486
YBR164C	-0.8581870823776396	0.8568948154482358
YBR165W	-0.3436701084751808	-0.5272900110773022
YBR166C	-0.5683183646861135	-0.7708040083364247
YBR168W	1.373802043847111	0.9530187617347314
YBR169C	-0.11177513432195998	-0.07230333198788932
YBR170C	0.605649941964567	0.10712803441356931
YBR171W		
YBR172C	-0.053801390783654784	-0.21328511987474968
YBR173C	-1.0610951847617078	-0.033853753473291046
YBR174C	0.7578310187526183	-0.3414503815900773
YBR175W	1.3303217361933821	0.12635282367086845
YBR176W	0.31578122427304095	0.3057841900723271
YBR177C	-0.8509403644353515	-0.7515792190791256
YBR178W	0.1853403013118542	-0.41194127553350746
YBR179C	0.8810252237715168	0.9786518140777969
YBR180W	0.9172588134829576	0.6518303967037117
YBR181C	0.25780748073473575	1.548987228711005
YBR182C	-0.3001898008214519	-0.21969338296051608
YBR183W	-0.6625256979358596	-0.7003131143929945
YBR184W	-0.37265698024433347	-0.29659253998971263
YBR185C	0.5621696343108381	0.7287295537329082
YBR186W	-0.26395621111001116	0.011004088127073616
YBR187W		
YBR188C	-0.1697488778602652	-0.06589506890212293
YBR189W	-0.350916826417469	-0.08511985815942207
YBR191W	4.1855286054549135	1.5425789656252382
YBR194W	1.3085815823665177	2.1321391695157454
YBR195C	0.9462456852521101	1.6387029119117342
YBR197C	0.8085580443486352	0.22247676995736415
YBR199W	-0.7712264670701817	-0.4183495386192738
YBR200W	1.7288912230192304	-1.9178831006886068
YBR201W	-2.03215538902832	-0.5785561157634334
YBR203W	0.2940410704461765	0.11994456058510208
YBR204C	-0.4378774417249268	0.13916934984240123
YBR205W	0.004172352754650439	-0.06589506890212293
YBR206W	-0.16250215991797706	-0.053078542730590164
YBR207W	0.1853403013118542	0.6646469228752443
YBR208C	0.14910671160041344	-0.09152812124518844
YBR209W	-0.07554154461051923	-0.43757432787657297
YBR210W	-0.640785544108995	-0.3734916970189092
YBR212W	-1.1842893897806064	-0.21969338296051608
YBR213W	0.46071558311880395	0.6197890812748797
YBR214W	-0.9089141079736566	-0.10434464741672121
YBR215W	0.44622214723422765	-0.4247578017050402
YBR216C	-0.35816354435975717	-0.12997769975978676
YBR217W	2.2651483507485537	-0.4696156433054049
YBR218C	0.2505607627924476	0.16480240218546674
YBR219C	0.03315922452380304	0.4916238195595521
YBR220C	-0.6335388261667069	0.15198587601393398
YBR221C	1.1056734799824495	1.9591160662000533
YBR222C	-1.6045990304333193	-1.1232584780535755
YBR223C	-0.22772262139857039	0.030228877384372774
YBR224W	2.569510504324656	0.35064203167269176
YBR225W	1.1708939414630428	-0.18765206753168415
YBR226C	0.17809358336956607	-0.48884043256270404
YBR227C	-0.6480322620512833	-0.5208817479915359
YBR228W	0.018665788639226733	-0.14279422593131952
YBR229C	1.0694398902710087	1.9591160662000533
YBR230C	-0.03206123695679033	0.04304540355590551
YBR231C	-0.03930795489907847	1.1837162328223212
YBR232C	-1.4161843639338272	-1.3731807383984644
YBR233W	0.004172352754650439	0.27374287464349517
YBR235W	-0.7422395953010291	-0.6490470097068636
YBR238C	1.453515941212281	0.7030965013898427
YBR239C	-0.9523944156273856	-0.5785561157634334
YBR240C	-0.09003498049509555	-0.07871159507365572
YBR241C	0.9462456852521101	1.1516749173934893
YBR242W	-0.3654102623020453	0.0045958250413072315
YBR244W	-0.7567330311856054	-0.6490470097068636
YBR245C	0.4534688651765158	-0.06589506890212293
YBR246W	-0.5538249288015372	-0.9630519009094162
YBR248C	0.9752325570212627	3.4650578913551526
YBR249C	0.8302981981754997	0.6966882383040762
YBR250W	0.5186893266571092	0.9402022355631986
YBR251W	-0.06829482666823108	-0.21328511987474968
YBR255W	2.2071746072102485	0.6774634490467771
YBR258C	0.5621696343108381	0.7864039215048056
YBR259W	-0.24946277522543486	-0.39271648627620825
YBR260C	0.31578122427304095	0.6197890812748797
YBR261C	-0.9379009797428092	-0.35426690776161
YBR262C	-0.06829482666823108	-0.23250990913204878
YBR263W	-1.1842893897806064	-1.2770567921119689
YBR264C	0.47520901900338025	0.472399030302253
YBR266C	1.6854109153655015	1.2862484421945832
YBR267W	0.2940410704461765	1.484904597853341
YBR268W	0.7288441469834657	0.43394945178765476
YBR269C	-0.6987592876473003	-0.41194127553350746
YBR270C	-0.06104810872594292	-0.30940906616124536
YBR271W	0.1853403013118542	-0.4311660647908066
YBR272C	-0.03206123695679033	0.203251980700065
YBR273C	0.6853638393297367	0.1776189283569995
YBR274W	1.0259595826172798	0.43394945178765476
YBR275C	0.0838862501198201	0.1455776129281676
YBR276C	0.6418835316760078	0.8504865523624694
YBR277C	2.185434453383384	2.7216993734062522
YBR278W	-0.22772262139857039	0.421132925616122
YBR279W	0.699857275214313	-0.4760239063911713
YBR280C	-0.5103446211478083	-0.5465148003346014
YBR281C	1.460762659154569	2.1193226433442125
YBR282W	0.09113296806210823	0.45317424104495385
YBR283C	1.127413633809314	1.5169459132821728
YBR284W	-0.8219534926661989	0.05586192972743828
YBR285W	0.004172352754650439	-0.5913726419349661
YBR286W	-0.8944206720890803	0.10712803441356931
YBR287W	-0.5103446211478083	-0.7195379036502937
YBR288C	-1.4089376459915393	-0.6810883251356954
YBR289W	0.9969727108481271	0.6197890812748797
YBR290W	1.0766866082132969	0.4595825041307202
YBR291C	-0.734992877358741	-0.18765206753168415
YBR292C	0.011419070696938576	-0.28377601381817985
YBR293W	1.2868414285396532	1.0940005496215919
YBR294W	1.1926340952899073	0.9722435509920305
YBR295W	0.047652660408379344	1.3054732314518824
YBR296C	0.4027418395804988	0.35064203167269176
