orf	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YAL040C	-0.041948808	-0.042523001	-0.045546529	-0.019272856		-0.060324707000000005	-0.03622066	-0.034322147000000004	-0.015888578	0.107577034	-0.036633419	-0.033190893	-0.029527124	-0.033634596														
YAL041W															0.16878238199999998	0.094621939	0.022964283	0.083632396	0.05285978	0.14971689999999999	0.021719817000000002	0.043180865	0.13803986699999998	0.0071361309999999996	0.041544091	0.019787646000000002	0.076293129	0.06363114
YAL042C-A	-0.098312229	-0.007496404	-0.039799682999999995	-0.025806838		0.03518963	-0.042445877	0.070825428	-0.104668745	0.161407809	-0.053756082000000004	-0.013919876000000001	-0.014542881	-0.024158769														
YAL042W	-0.079876312	0.058671129	-0.029464399	-0.014905456000000001		0.003414576	-0.04106392	0.065274668	-0.07985294799999999	0.063888348	-0.062769903	-0.022046	-0.007331982	0.011123562														
YAL043C															0.07412759	0.06618837400000001	0.032998049	0.12082828699999999	0.05981488	0.121467181	0.039433707	0.033861943	0.01927039	0.007202114	0.021088917999999998	0.037826717	0.146330828	0.037027303
YAL044C	-0.117047765	-0.019282765	0.019763782	0.023697996000000002		-0.11155773199999999	0.07122619999999999	-0.094725045	-0.066253836	0.487391876	0.036817951	-0.012153009	-0.023864745	0.00344642														
YAL044W-A	-0.078023644	-0.049773067000000004	-0.020193861	0.026940701	0.050510732	0.108608204	0.010091275	0.055272811	0.048976744	-0.075320575	-0.0010172789999999998	0.0014053660000000001	0.016465613	0.008674038														
YAL045C	0.006057837	-0.050924387	-0.022005552999999997	-0.017893416000000002		-0.067068499	-0.020516534	-0.08763962800000001	-0.08758584400000001	0.097248479	0.032721019	-0.02465506	-0.011083329	0.009336212														
YAL046C	-0.042386689000000005	-0.05239342	-0.014101348	-0.0075237590000000005		-0.023500571	-0.005230705	-0.097908547	-0.172081932	0.175029482	-0.027230512000000002	-0.02499169	-0.007922631	0.005580629														
YAL047C	-0.104677376	-0.156738904	-0.032362888	-0.004745093	0.001977114	-0.096879811	-0.024584863999999998	-0.035000975	-0.051489434	-0.045041795999999995	-0.046297628	-0.004750359	-0.024825696	0.040168522000000005														
YAL048C	-0.076369946	-0.036669162000000005	0.033024482	-0.040081099999999995		-0.380964485	-0.00055837	-0.27740038100000003	-0.294002524	0.0035657320000000003	0.007141306	-0.048790942000000004	-0.007337883000000001	-0.026671426														
YAL049C	-0.02247108	-0.038787004	-0.007613036	0.001121129	-0.152156046	-0.016520696	0.001046799	-0.04176636	-0.021851713999999998	0.058440677	-0.014630457	-0.007810934	0.062453327	-0.02220482														
YAL051W	-0.054517915	-0.0026520959999999996	0.019387386	-0.00189993		-0.11601773300000001	0.000280286	-0.068673495	-0.109824206	0.11671488	0.035447942	0.001342191	0.0062331	0.008048996999999999														
YAL053W	-0.04424167	-0.07308379799999999	-0.058012786	0.042838130999999995	0.125732125	-0.055061900999999996	-0.049099078	-0.027308866	-0.051910914	0.062619801	-0.077701555	-0.045272262	-0.000849881	0.014575848														
YAL054C	-0.05072759599999999	-0.030081579	-0.001334087	-0.015854643	-0.02503908	-0.019051236000000003	-0.02196707	-0.026507882000000003	0.029039447000000003	-0.03300027	-0.031484422000000005	-0.020669837	-0.015333063000000001	0.037149902														
YAL055W	0.326804313	-0.061313832	-0.031278985	-0.0066595330000000005	-0.085358504	-0.046271438	-0.041922387	-0.10652428900000001	-0.13916555	0.045821892999999995	-0.050195791	-0.039965002	0.010764168999999999	0.060382074														
YAL056C-A	-0.05908188599999999	-0.045958382	-0.030593666000000002	-0.018877945	-0.024172597	0.000389001	-0.002149808	0.020661432	0.053688216	-0.020569737	-0.063313606	-0.010597805	-6.8753e-05	0.020824436														
YAL056W	-0.046647409	0.018704209	0.033013703	0.032312266		-0.12524801900000002	0.05053763	-0.13883451900000002	-0.163961604	0.09422183199999999	0.09372172699999999	0.030110979	0.050844659	-0.007107824														
YAL058W	0.180809183	-0.085508498	-0.10826827800000001	-0.000192132		0.010991811	-0.052098822	0.012277733	-0.070828798	0.099989135	-0.11557147699999999	-0.032944283	0.0064587640000000005	0.049019908														
YAL059W	-0.07173080400000001	-0.1306113	-0.104146131	-0.016183884		-0.02546141	-0.052317422999999995	-0.037232235	-0.070956383	-0.018668005	-0.116591969	-0.041009786	-0.019782627	-0.025348749														
YAL060W	-0.053385077	-0.00806508	-0.0037934379999999997	-0.007649119	0.028496397000000003	0.021990955	0.009318136999999999	-0.036295655	-0.10143338199999999	0.079308874	-0.013781603	0.014652348999999999	0.009897334	-0.0006915360000000001														
YAL061W	-0.047935317000000005	-0.017244644	-0.011635783	-0.024098502		0.001907149	0.009584968000000001	-0.038365932	-0.032816592	0.080435003	-0.013879515	0.008547586999999999	-0.014101387	-0.006089703														
YAL062W	-0.013696993999999999	0.006716461	0.012280128000000001	-0.011957963	-0.050044094000000004	-0.076341555	0.010786953	-0.088793063	-0.10329068699999999	0.28631016	-0.006180801999999999	0.004177199	0.004116949	0.0045552940000000005														
YAL064C-A	-0.00606156	-0.04733321	-0.00042551300000000003	0.023581906	0.07941748900000001	0.014424781000000001	-0.007484920999999999	0.010804221999999999	0.031326612000000004	0.007818269000000001	-0.05217114	0.007246882	-0.025537377000000003	-0.017656497														
YAL065C	-0.03938714	-0.033723411	-0.032078905	0.000180615		0.00071094	-0.006756562	-0.039774659	-0.050327656	0.07367209599999999	-0.003719143	-0.007677437	0.004220113	-0.002565716														
YAL066W	-0.037749818	-0.011162686000000002	0.0029184140000000003	0.018289927		0.050113708	0.018877843999999998	-0.009992721999999999	-0.070037401	0.09706723199999999	-0.001065079	0.023418542	0.012329861000000001	0.025734085														
YAL067C	0.066012901	0.012061175	0.004360744000000001	-0.006801041999999999		-0.02115712	0.004501306	-0.016222576000000002	-0.030986757	0.080930204	0.014455866999999999	0.003319967	0.03204439	0.056778613														
YAL067W-A	0.321985166	-0.022144477000000003	-0.009179595	-0.004186979	-0.056264941	0.176110359	0.031527834	0.037866086	0.104813564	-0.16229765	-0.014888086000000002	-0.021476541000000002	0.041396653	0.007991008														
YAL068C	-0.020635142	-0.013583946999999999	0.000401934	-0.015750256		-0.00972216	0.005643763	-0.042132204000000006	-0.07027802	0.154690792	0.015990416	0.005004608	0.019830491000000002	0.007207656999999999														
YAR002C-A	-0.056079471	0.018977247	0.001153715	0.007080901	0.146259685	0.00744932	-0.01587118	0.068867277	0.144374495	-0.060485139	-0.040701568	0.003133095	-0.049889922999999996	-0.008651254														
YAR002W	0.030147766	-0.07574159	-0.023162303999999998	0.054472948	-0.015168474	0.016199088	0.012450211000000001	0.079203558	0.077232005	0.11280751300000001	-0.078904414	0.01422072	0.0039221790000000005	0.07670088900000001														
YAR003W	-0.09859622400000001	-0.085197274	-0.007735769	0.181032327	0.0033007490000000004	-0.064737297	-0.050056008	-0.014086359	0.27797640100000004	0.18144859300000002	-0.094406352	-0.030740027000000003	0.014922983999999999	0.055472693														
YAR007C															-0.219600976	0.048642788	0.0032844259999999996	0.07000524400000001	0.069053012	0.107575078	0.0027634990000000004	0.016422829	0.001181889	0.020772919	0.040236153	-0.006676446999999999	0.040783831	0.011968768999999999
YAR008W															-0.098837355	0.10688993699999999	0.067011042	0.036591215	0.04076415	0.11371739	0.028928621	0.003776555	0.128235251	-0.046974071	0.06898409	0.024787498999999998	-0.005414943	0.012936457
YAR014C	-0.041703897999999996	-0.050395132	-0.074871487	0.003913533	0.024779193999999997	0.058326971	-0.024812112999999997	0.01382043	-0.065346741	0.04036896	-0.10332873	-0.037887185	-0.020298627	0.042014540999999996														
YAR018C	-0.135666339	-0.054640767	-0.049403367999999996	0.01763575	0.049747982	0.036226278	-0.0225202	0.034018053	-0.054124068	0.07553560200000001	-0.104185708	-0.026400009	-0.027545527	-0.016904987														
YAR019C															-0.06654787599999999	0.063571889	0.025803572	0.06857717099999999	0.07967473900000001	0.107284232	0.043135335999999996	0.041148835	0.186323168	0.022705385	0.014316283999999999	0.040500825	0.016616575	0.032632134
YAR020C	-0.161666026	-0.052328239000000006	-0.040548182	0.014066471		-0.05443804	-0.041458748	-0.029301591000000002	0.016113177	0.069191281	-0.052063	-0.037659033	-0.043181874	-0.026800268999999998														
YAR023C	-0.19016559100000002	-0.058151165	-0.025539002	-9.3187e-05		-0.052289362	-0.042183747	-0.027034698	-0.05323858099999999	0.082527121	-0.056312354	-0.017706106	-0.068505366	-0.052661664000000004														
YAR027W	-0.14559408	-0.059897728	0.002438498	0.030562587999999998		-0.035992444	-0.010358115	0.027702402	0.046834638	0.133740954	0.004130744	0.005449825	-0.019804846	-0.027590639														
YAR028W	0.014479243999999999	-0.053414422	-0.016172271999999998	0.02335589		-0.053672625999999994	-0.031419621	-0.019361101999999998	0.053404558	0.097856775	-0.006467593000000001	-0.016056682	-0.063865525	0.03114756														
YAR029W	-0.070401876	0.18328049800000001	0.019136283	0.021698409		-0.075607786	-0.007566744	0.033264687	-0.044974865999999995	-0.019234778	0.106217467	0.016014679	-0.042942835	-0.043698077														
YAR030C	-0.167793815	-0.026118662999999997	-0.015511088999999999	0.019622841000000002		-0.046017345	-0.009395335999999999	-0.037892535	-0.043838812000000005	0.080406902	-0.020965978	-0.012081673999999999	-0.046527309	-0.000789377														
YAR031W	0.083396887	-0.02379938	-0.00691571	0.043205267		-0.025944146	-0.010299761	-0.018374125	-0.0036743920000000003	0.127249859	0.009031499	-0.015100318	-0.042027037	0.07532889799999999														
YAR035C-A	-0.030805935	-0.033696926	-0.00283253	-0.001457049	-0.105770844	-0.037952098999999996	-0.014707518999999999	-0.039175939	0.049649107000000005	-0.032559209	0.025626901	-0.027563469	0.02050266	0.014514088														
YAR035W	-0.167568228	-0.039031657000000004	-0.019157943	0.062995799		-0.040509394	-0.012107681	-0.018770699999999998	-0.04450351599999999	0.10545285199999999	-0.048420014000000004	-0.018143942	-0.040532435	-0.018374308														
YAR042W	-0.0370500855	-0.0037180930000000004	-0.021221624	0.018936612000000002	-0.0246979725	0.036678549	-0.019049978	0.177879366	0.0484420655	0.044171617	-0.0329691415	0.009140516000000001	-0.010335926	-0.006900972														
YAR047C	-0.08250753400000001	-0.047452102	-0.026773036	-0.015333898		-0.018715064	-0.028756719	-0.000475386	0.017092436000000003	0.095684745	-0.030374103	-0.006597342	-0.01945347	-0.0017556370000000002														
YAR050W	-0.056899487	0.006374775	0.008964943000000001	-0.017341566	-0.008876714	-0.041939422999999997	-0.004419524	0.031300257000000005	0.075526975	-0.06323501	-7.3005e-05	0.007008756	-0.017515472	0.024188263999999998														
YBL001C	-0.013748723999999999	-0.014351463	-0.010036315	0.017567835	0.024232629	0.03597303	0.006320047	0.049850369000000005	-0.056493878	0.032826414	-0.042181419000000005	-0.002228537	-0.029509603	0.030280099999999997														
YBL002W	-0.0981068	0.054452348	0.10842660800000001	-0.03656796	0.033858569	-0.11843142	0.074423543	-0.11502002800000001	-0.305456628	-0.133813499	0.077307537	0.08337634	0.283239693	0.057296634000000006														
YBL003C	-0.049162721	0.009503023000000001	0.006611255	0.005555989	0.056071460999999996	0.001432289	-0.001604393	0.042285313	0.225860559	-0.017974076999999998	0.05605165	0.006303846	-0.054362174000000006	-0.009487136														
YBL004W															0.11799372	-0.014832423999999999	-0.013498429	0.010180584	-0.014098616000000001	0.03780117	0.025428186000000002	0.039211407000000004	0.019403174	0.094925501	-0.024275779	0.026012688	0.015429421	0.030117698
YBL005W	0.145782561	-0.017590467	0.007470353000000001	0.027514048	0.059084527000000005	0.056630337	0.02526281	0.061417834000000004	0.15284035199999998	-0.002822245	0.002677293	0.040352093	-0.041314923999999996	0.10646635300000001														
YBL006C	-0.10666444800000001	-0.08891874	0.040970214	0.007125065999999999	0.034310125	0.126519193	0.08240443900000001	0.040472852000000004	-0.14657044800000002	0.1534738	0.002774216	0.050032089	-0.021183584	0.046313277														
YBL007C	0.9350821159999999	-0.086390534	-0.130645392	-0.089994702	-0.06656371700000001	-0.20506518899999998	-0.12305137	0.10092379900000001	0.14163919	-0.108036465	-0.238862591	-0.050115192	-0.140081727	0.044365189000000006														
YBL008W	0.034094184	-0.014458773000000001	0.004251881	-0.046112407	-0.053324709000000005	0.06938439099999999	-0.036102141000000004	0.021274900000000003	0.223397492	-0.057591654000000006	-0.158945801	-0.032298945	0.191602556	0.029505696														
YBL008W-A	0.12720421099999998	-0.029362275	0.017516636000000002	-0.075027396	0.003587892	-0.08534031800000001	-0.009692539	-0.07351438099999999	0.17958079	-0.029758291	0.051547670999999996	-0.045083323	0.011940326000000001	0.10789277														
YBL009W	0.13590138300000001	-0.007799464	-0.010289834	-0.049601045999999996	-0.055481182999999996	0.057931752	-0.007907325	0.017851804	0.022899823	-0.06595187599999999	-0.040669906	-0.008567968	-0.089378943	0.034740964														
YBL010C	0.0750321	-0.0032512759999999996	-0.017426505	-0.060617251	-0.104994739	0.018616972	0.003053413	0.023206654	-0.066683841	-0.010085478	-0.141282475	0.007423205	-0.09286333199999999	-0.0006065630000000001														
YBL011W	-0.000596001	0.008743737	0.017420645	-0.023900716000000002	-0.07298615900000001	-0.05910527	0.015658075	0.047911681	0.12954642	0.061913208	-0.12187047599999999	0.02691226	-0.110806586	0.017873662														
YBL012C	-0.141221428	-0.027997353	0.061204546	-0.050211182	-0.09358028800000001	-0.27317191	-0.02055005	-0.14313172	-0.181064161	-0.136076277	-0.12089449199999999	-0.049178639	-0.04750632	-0.016118257														
YBL013W	-0.054124835999999996	0.041177042999999997	0.035131946000000004	-0.031612728	-0.075991683	0.004810061	0.015739255	-0.04748538099999999	-0.20486102	0.114942976	-0.11675100599999999	-0.008835606	-0.10559136599999999	0.036612501														
YBL014C															-0.07532722900000001	0.060016745	0.092364435	0.005442794	0.031511166	-0.118723452	-0.03386922	-0.167400259	-0.177244806	-0.239242575	0.054883454000000005	-0.021576436	0.12201555	0.013427453999999998
YBL015W	-0.03975282	-0.039970076	-0.008614915	-0.082926681	-0.037187097	-0.019118803	-0.018260019	-0.050300947	-0.19995016	0.07350540900000001	-0.11260913199999999	-0.02222429	-0.107469778	0.022510024														
YBL016W	-0.054580872999999995	-0.020120664	0.0015822770000000002	-0.069838676	-0.057970575	0.035074186	-0.035685626	0.050602164000000005	0.148627542	-0.07822385400000001	-0.033163129	-0.027508842000000002	-0.130561688	-0.007979295														
YBL017C	0.20273182899999997	0.219249424	0.073833252	-0.002774225	0.018182041	-0.030464786	-0.011771373	0.352444198	0.290879745	-0.16803705300000002	-0.095666818	0.018842014	-0.107958625	0.018515928														
YBL018C															0.166971648	-0.031012162000000003	-0.023213635	0.007014531	-0.047409081	0.039976978999999996	0.023216372000000002	0.033280585	-0.117260887	0.062377808	-0.023479307	0.015567991000000002	0.01264708	0.037125282
