ORF	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YJR014W	-0.061	-0.077	-0.040	-0.047	-0.113	0.104	0.026	0.044	0.079	0.040	-0.079	-0.032	-0.071	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR015W	-0.007	0.016	0.007	-0.039	1.802	-0.041	0.014	0.042	0.021	-0.015	-0.027	-0.035	-0.055	-0.048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR016C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.020	-0.006	-0.016	0.046	0.045	0.035	0.002	0.029	0.052	0.099	-0.024	-0.017	0.064	0.018
YJR017C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.034	-0.025	-0.032	0.026	0.021	0.023	-0.017	0.009	-0.011	0.083	-0.032	-0.038	0.046	-0.004
YJR018W	0.023	-0.168	-0.052	-0.017	0.031	0.085	-0.065	-0.067	-0.178	-0.251	-0.199	-0.022	-0.032	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR019C	-0.054	-0.029	-0.011	-0.045	0.026	0.011	-0.020	-0.012	0.017	0.034	-0.031	-0.000	-0.026	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR020W	-0.038	-0.052	-0.018	-0.040	-0.045	0.011	0.019	0.009	0.060	0.052	-0.058	-0.012	-0.033	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR021C	-0.029	-0.006	0.008	-0.040	-0.021	-0.030	0.017	-0.028	-0.072	0.050	-0.003	0.003	-0.033	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR022W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.025	0.022	-0.002	-0.007	-0.032	0.081	-0.001	0.001	0.088	0.041	-0.058	-0.008	0.032	-0.002
YJR023C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.097	-0.067	-0.041	-0.016	-0.061	-0.104	-0.060	-0.088	-0.044	-0.021	-0.080	-0.077	-0.018	-0.037
YJR024C	-0.042	-0.027	0.001	-0.034	0.162	-0.014	0.042	-0.036	-0.014	0.053	-0.005	-0.009	-0.041	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR025C	-0.093	-0.023	0.053	-0.046	-0.043	-0.051	0.076	-0.078	-0.140	0.063	0.004	0.038	-0.001	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR026W	-0.057	-0.041	-0.011	-0.025	0.002	-0.045	0.041	-0.044	-0.059	0.215	-0.010	-0.001	-0.004	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR030C	-0.059	-0.043	-0.012	-0.020	-0.095	0.002	0.038	-0.033	-0.044	0.054	-0.033	0.000	-0.020	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR031C	-0.083	-0.070	0.003	-0.051	-0.090	-0.025	0.011	0.042	-0.152	0.122	-0.034	-0.020	-0.038	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR032W	-0.226	-0.017	-0.012	-0.002	-0.008	0.257	-0.058	0.018	-0.125	-0.193	0.045	-0.010	0.019	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR033C	-0.025	-0.048	0.016	-0.049	-0.014	-0.125	0.003	-0.153	-0.035	0.144	-0.014	-0.087	-0.024	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR034W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR035W	-0.025	-0.062	-0.036	-0.022	-0.048	-0.001	0.011	0.025	0.004	0.138	-0.025	-0.019	0.228	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR036C	-0.046	-0.057	-0.020	-0.031	-0.118	0.028	0.043	0.019	-0.045	0.057	-0.040	-0.018	0.112	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR037W	-0.226	-0.032	0.016	0.011	0.329	0.168	0.007	0.075	0.073	-0.039	0.017	0.040	0.026	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR038C	-0.079	-0.027	-0.021	0.033	0.023	0.022	0.004	0.031	0.004	0.183	-0.023	0.019	0.120	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR039W	-0.040	0.216	0.027	0.019	-0.047	0.025	0.043	0.271	0.228	-0.378	0.123	0.067	0.043	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR040W	0.048	0.097	0.046	0.014	-0.035	0.065	0.008	0.307	-0.372	0.151	0.126	0.031	0.063	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR041C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.072	-0.043	-0.025	0.006	-0.028	-0.028	-0.023	-0.017	-0.046	0.065	-0.063	-0.047	0.050	-0.002
YJR042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.081	-0.067	-0.083	-0.015	-0.053	-0.022	-0.047	-0.042	-0.055	0.055	-0.138	-0.055	0.008	-0.021
YJR043C	-0.097	-0.152	-0.105	-0.034	0.592	0.026	0.054	0.075	0.066	-0.006	0.543	-0.045	-0.033	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR045C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.068	-0.006	-0.018	-0.017	0.039	-0.085	-0.002	-0.027	0.053	0.007	-0.021	-0.038	0.027	-0.031
YJR046W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.061	-0.011	-0.028	0.010	-0.024	-0.012	-0.014	-0.021	0.004	0.069	-0.032	-0.045	0.068	0.014
YJR047C	0.322	-0.023	0.030	-0.007	0.384	0.009	0.019	0.009	-0.112	0.035	0.040	0.036	0.037	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR048W	-0.100	-0.013	0.023	-0.019	-0.125	-0.151	0.052	-0.137	-0.196	0.282	0.004	-0.018	-0.037	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR049C	-0.123	-0.157	-0.032	-0.017	-0.068	-0.004	0.043	0.071	-0.242	0.349	0.182	-0.019	0.246	-0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR050W	-0.107	-0.171	-0.036	-0.026	-0.131	-0.063	0.064	0.080	-0.271	0.360	-0.024	-0.018	0.247	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR051W	-0.111	-0.047	0.004	-0.053	-0.115	-0.040	0.066	-0.064	-0.124	0.124	-0.008	-0.016	-0.057	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR052W	-0.079	-0.060	-0.017	-0.030	-0.045	0.012	0.035	0.024	-0.014	0.030	-0.017	-0.026	-0.049	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR053W	-0.082	-0.005	0.027	-0.019	-0.056	0.034	0.060	0.009	-0.056	0.056	0.006	0.018	-0.027	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR054W	-0.134	-0.150	-0.023	-0.005	-0.098	0.203	0.044	0.082	0.068	0.245	-0.002	0.044	0.043	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR055W	-0.051	-0.081	-0.003	-0.012	0.002	-0.051	0.026	-0.074	-0.038	0.005	-0.027	-0.005	0.039	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR056C	0.125	-0.144	-0.033	0.007	-0.011	0.057	0.081	0.157	-0.125	0.766	-0.011	0.031	1.036	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR057W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.024	0.065	0.018	-0.007	-0.032	-0.009	-0.021	-0.086	0.331	-0.127	-0.027	-0.019	-0.153	0.031
YJR058C	0.101	0.271	0.065	0.012	0.087	-0.040	0.061	0.252	0.417	-0.164	0.145	0.050	0.054	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR059W	0.011	-0.170	-0.059	-0.019	-0.056	-0.425	-0.035	-0.140	0.116	0.229	-0.048	-0.017	0.034	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR060W	-0.066	-0.152	-0.073	-0.027	-0.003	-0.135	0.061	-0.097	0.014	-0.160	-0.046	0.003	-0.008	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR061W	-0.042	0.013	0.040	-0.012	-0.070	-0.083	0.032	-0.057	-0.116	0.247	0.042	0.021	-0.016	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR062C	0.342	0.015	0.019	-0.031	-0.025	-0.109	0.058	-0.075	-0.233	0.069	0.048	0.022	0.030	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR063W	0.131	-0.041	-0.013	-0.017	-0.057	0.035	0.030	0.017	0.000	0.087	-0.003	-0.008	-0.021	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR064W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.090	-0.065	-0.050	-0.006	-0.005	-0.010	-0.007	-0.062	0.021	0.041	-0.060	-0.039	0.090	0.007
YJR065C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.033	0.036	-0.044	0.007	-0.025	-0.004	-0.016	-0.014	-0.022	0.049	-0.078	-0.035	0.098	-0.000
YJR066W	-0.094	-0.090	-0.058	-0.001	0.034	0.055	-0.051	-0.043	0.108	0.172	-0.041	-0.034	-0.033	-0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR067C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.065	0.019	0.006	0.004	-0.011	0.101	-0.007	-0.020	-0.002	0.029	-0.039	-0.004	-0.032	0.007
YJR068W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.051	0.024	-0.004	0.013	-0.043	0.103	-0.006	-0.072	-0.034	0.008	-0.023	-0.008	-0.044	-0.018
YJR069C	-0.142	-0.032	0.024	0.205	-0.017	-0.033	-0.007	-0.011	0.000	0.014	0.089	-0.001	0.002	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR070C	-0.096	-0.026	0.026	0.033	0.002	-0.018	0.057	-0.008	0.007	-0.051	0.077	0.049	-0.006	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR072C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.061	0.000	-0.013	-0.027	0.004	0.076	-0.000	-0.052	0.047	-0.017	-0.039	-0.016	-0.041	-0.019
YJR073C	-0.128	-0.023	-0.110	-0.003	-0.049	0.197	-0.126	-0.131	-0.099	-0.310	-0.179	-0.088	-0.005	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR074W	-0.033	0.033	0.039	0.025	0.024	0.164	0.109	-0.061	0.029	0.100	0.018	0.073	0.066	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR075W	-0.077	-0.120	-0.009	0.020	-0.069	0.229	0.020	0.065	-0.078	0.142	-0.059	0.068	0.113	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR076C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.125	0.013	0.011	0.007	-0.004	0.100	0.007	-0.043	0.070	0.064	-0.035	0.013	-0.001	-0.007
YJR077C	-0.167	0.003	0.043	0.018	0.098	-0.126	0.030	-0.177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR078W	-0.047	0.051	0.038	0.002	-0.078	0.080	-0.008	0.027	0.144	-0.368	0.061	-0.005	-0.004	-0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR079W	0.084	0.002	0.031	0.020	-0.045	-0.016	0.007	-0.006	-0.023	-0.102	0.055	0.001	0.009	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR080C	0.007	-0.025	-0.012	-0.006	-0.057	-0.051	0.001	-0.039	-0.166	-0.037	-0.051	-0.002	-0.001	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR082C	0.115	0.246	0.012	0.011	0.035	-0.088	-0.035	0.126	0.119	-0.423	0.257	-0.012	0.034	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR083C	0.073	0.245	0.030	0.099	0.005	-0.051	0.021	0.138	0.206	-0.413	0.198	0.032	0.044	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR084W	0.013	0.104	0.033	0.010	-0.014	0.007	0.044	-0.017	-0.160	-0.222	0.021	0.033	0.042	-0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR085C	0.319	-0.006	0.023	-0.000	0.006	-0.037	0.022	-0.022	0.069	-0.064	0.024	0.028	-0.006	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR086W	-0.055	-0.021	0.017	0.001	-0.043	-0.013	0.024	-0.036	0.051	-0.117	0.047	0.034	0.008	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR087W	0.047	0.046	-0.031	0.006	-0.051	-0.005	-0.004	0.050	-0.188	-0.100	-0.084	0.010	0.029	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR088C	0.098	0.247	0.021	0.028	0.405	0.024	-0.037	0.228	0.205	-0.302	0.061	0.013	-0.008	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR089W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.008	0.046	0.099	0.006	-0.078	-0.041	0.049	-0.004	-0.076	-0.047	0.145	0.040	-0.021	-0.020
YJR090C	0.074	0.131	0.100	-0.281	-0.003	-0.074	-0.107	-0.032	0.040	0.051	0.341	0.005	0.074	-0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR091C	0.018	-0.021	0.005	-0.007	-0.071	0.032	0.025	0.028	-0.203	-0.052	-0.032	0.005	0.013	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR092W	0.025	-0.023	-0.016	0.023	0.059	-0.027	0.028	0.035	0.111	0.048	-0.012	0.034	0.026	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR093C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.073	0.007	-0.009	-0.011	0.039	0.061	-0.028	-0.078	-0.025	-0.017	-0.032	-0.044	-0.109	0.004
YJR094C	-0.037	-0.003	0.009	-0.004	0.014	-0.010	0.023	-0.066	-0.210	-0.093	0.017	0.013	0.030	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR094W-A	0.011	-0.050	-0.009	0.000	-0.059	-0.017	0.007	-0.033	-0.135	-0.080	-0.064	0.006	0.022	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR095W	-0.050	-0.026	-0.006	0.014	-0.060	-0.013	-0.002	0.066	-0.220	-0.037	-0.058	0.028	0.027	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR096W	-0.014	0.090	0.026	0.012	-0.039	0.031	0.033	0.044	-0.143	-0.184	0.035	0.032	0.042	-0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR097W	-0.102	-0.027	-0.009	0.014	-0.076	0.073	0.012	0.021	-0.221	-0.107	-0.031	0.012	0.034	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR098C	-0.151	-0.038	0.029	0.006	-0.082	-0.000	0.036	0.040	-0.173	0.034	0.053	0.057	0.132	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR099W	-0.165	0.013	0.032	0.024	0.032	0.008	0.029	0.022	-0.042	0.039	0.038	0.025	0.053	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR100C	-0.121	0.047	0.031	0.008	-0.047	-0.022	0.013	-0.025	-0.023	-0.109	0.044	0.027	0.115	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR101W	0.027	-0.011	0.042	0.003	0.003	-0.323	0.025	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR102C	0.331	0.234	-0.045	0.034	0.056	-0.189	0.013	0.267	0.109	0.116	-0.114	-0.024	0.054	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR103W	0.009	0.032	-0.001	-0.007	-0.012	0.003	-0.022	0.053	0.140	-0.165	-0.000	-0.000	0.016	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR104C	-0.113	-0.111	-0.025	0.023	-0.017	0.022	-0.045	-0.012	-0.190	0.004	-0.130	0.011	0.018	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR105W	-0.073	-0.018	0.020	0.002	0.038	-0.060	0.069	-0.068	0.035	-0.056	0.001	0.008	0.027	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR106W	-0.074	0.174	-0.001	-0.026	-0.085	-0.034	0.002	0.033	-0.120	-0.357	0.080	-0.001	0.000	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR107W	-0.158	0.041	0.033	0.054	0.118	-0.017	0.018	-0.029	0.012	-0.125	0.035	0.018	0.015	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR108W	0.080	0.107	-0.004	-0.002	0.345	-0.036	0.034	0.167	0.233	-0.325	0.115	0.048	0.033	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR109C	-0.149	-0.050	-0.021	-0.001	-0.091	-0.014	-0.044	0.029	-0.194	-0.106	-0.075	-0.009	-0.015	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR110W	0.019	-0.011	0.002	0.017	0.014	-0.025	0.046	0.068	0.105	0.087	0.006	0.031	0.034	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR111C	-0.085	0.010	0.032	0.004	-0.022	-0.019	0.026	-0.067	0.013	-0.061	0.083	0.029	0.006	-0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR112W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.126	0.023	-0.020	-0.012	-0.053	0.093	-0.038	-0.071	0.019	-0.006	-0.023	-0.044	-0.121	-0.005
YJR112W-A	0.021	-0.062	0.010	-0.016	-0.010	0.082	-0.009	-0.010	0.067	-0.235	0.028	-0.009	-0.043	0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR113C	-0.141	-0.176	-0.029	0.019	-0.050	-0.209	0.240	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR114W	0.158	-0.046	0.058	0.017	0.025	-0.291	0.043	-0.202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR115W	-0.003	0.062	0.006	0.001	0.058	-0.008	0.005	0.073	0.167	-0.216	0.055	0.003	0.021	-0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR116W	-0.148	-0.019	-0.011	-0.000	-0.056	0.066	-0.000	0.015	-0.194	-0.015	-0.014	0.013	0.017	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR117W	-0.175	0.070	0.027	0.037	-0.069	0.145	0.065	0.027	-0.187	-0.066	-0.001	0.039	0.006	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YJR118C	0.047	-0.107	-0.060	0.031	-0.014	0.052	0.007	0.026	-0.057	-0.199	-0.083	-0.014	0.004	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
