orf	hom | growth (pooled culture, microarray) | temperature [37 C], time [32.5 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [12 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [24 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [36 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | temperature [37 C], time [32.5 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [12 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [24 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [36 h] | YPD | Sinha H~Steinmetz LM, 2008
YAL001C					-0.7753271149580602	-0.06361455873667463	0.41356466618194965	-0.261287415606998
YAL002W	-0.8452499662214391	-1.1514538263908491	-0.6660427563984023	-0.4281352295820499				
YAL003W					0.12574077922685317	-0.499282584009593	-0.7572592654411454	-0.40749207470033355
YAL004W	-0.2526340594592484	1.298116670462122	1.2135575972932091	0.7119254991093051				
YAL005C	-0.15163570605149632	-0.11921344214592368	0.3472428790781113	1.2821084188629164				
YAL007C	-0.14062611161244978	0.6339327164597173	1.6143286212595571	1.1222157046168817				
YAL008W	-0.056594471864278205	1.5607348504337022	1.9043335056531052	0.25424344645812197				
YAL009W	-0.7774339856170416	-0.9718081967606652	-1.724000661776295	-0.44250604420241557				
YAL010C	0.1263145719789061	-1.3467400724820604	2.0006665080127353	0.28194219076729127				
YAL011W	0.2160282666578348	0.16963676105115139	0.7425787232417793	0.543804204290546				
YAL012W	-0.34074794213033965	-0.9199632806903251	-0.48544923023245606	-0.04152996923283309				
YAL013W	-0.07211164670341591	-0.4783177598955195	1.8624234798577983	2.8548713413153224				
YAL014C	-0.16055251796439457	1.214890473784389	1.888164092637313	2.0800034973230415				
YAL015C	-0.3045939728388111	0.20192287779627888	0.6635627923465481	0.9511292314694184				
YAL016C-B	-0.12570009041437172	0.7495377697524723	0.05480994094757295	0.5398717408963436				
YAL016W	0.009457811529559669	0.19741751010734743	-0.43246622805949725	1.6964795556679162				
YAL017W	0.1254457454588789	0.1341074152768219	0.8328762307279372	1.6792757043040447				
YAL018C	-0.0028400045153223106	1.3732481788925897	2.588967509441064	0.8401463081831694				
YAL019W	0.5591943933697701	0.5182068654787325	0.48503898682996843	1.172428515546096				
YAL020C	-0.1648771726949621	-1.378369888437326	-0.7255003710783184	-0.3215151282949582				
YAL021C	-0.339531719083998	-2.006717600086554	-1.9469967962757968	-0.3532804196505399				
YAL022C	-0.15492069904708072	0.3754854152641652	1.7498544564766696	1.3512371677135033				
YAL023C	-0.0673717895806597	-0.2549616397562058	-0.655757394112607	0.5568747924508991				
YAL024C	-0.3825760544771999	0.08396573615559827	-0.8873404503072022	-0.4458104091686627				
YAL025C					-0.03606388403365553	1.326192435624605	1.8449147379451913	-0.925937566650597
YAL026C	-0.05975234184031484	0.6816890391771474	3.6159236764451115	0.6506562243116285				
YAL027W	0.09059642652627903	1.5996438866090146	1.959137369992183	0.06014110339310324				
YAL028W	0.208173876170398	0.7505228652856388	1.3949447620639022	0.3800962250189193				
YAL029C	-0.24759973510638925	2.75450196226626	1.310537119074557	-0.3426398329869048				
YAL030W	-0.2772401684451388	0.2712135960120308	0.9500260990532875	1.7098011210911355				
YAL031C	-0.12240166649353774	0.07447265081491669	0.8596752740895861	0.7961766951838245				
YAL032C					-0.342595898825576	0.09252693551899506	0.8899089647910899	0.8406065558166472
YAL033W					0.48112252884048295	2.0011675958005757	3.158828600937446	0.7070847070060656
YAL034C	-0.08890409631649605	0.3815970740819954	0.7235284707335532	1.3805588779446643				
YAL034C-B					-0.1401481313824948	0.288220599087582	0.9416722583063114	0.2015683133696746
YAL034W-A					-0.22050117145769832	0.5100311888292384	0.7175344894770475	0.33485075415237125
YAL035W	0.10030807058911337	-1.4658456736216094	-1.2467550761249182	0.6051049606862211				
YAL036C	-0.03873600284345261	0.7825529810852603	1.8797151189242363	1.2805561340778389				
YAL037C-A	-0.17971421271967916	0.06725705612992042	-0.48041492343352926	-0.19660473010432272				
YAL037W	-0.10892882926150534	1.579369328643416	2.0273989892880877	0.2792601391707078				
YAL038W					-0.7623787950368095	1.4875257960200063	2.2755324173900062	-0.529905112202556
YAL039C	0.0535131860169999	-0.11028920479297763	0.824911244839932	1.7031637863437945				
YAL040C	1.4390366817715274	0.43534245051983156	-0.28439763245401	0.2209632870525593				
YAL041W					1.6670448696312121	1.5192033188180865	3.1590644984093625	0.6017585417159604
YAL042C-A	-0.2489178024401669	0.5921511101977078	1.6730818867123407	0.15399260906706447				
YAL042W	-0.1251175212813117	1.0884563222877137	2.197740666511904	0.6204350129021424				
YAL043C					0.01374018883337909	-0.8226800457508536	-0.6283123084498311	-0.05402013435226091
YAL044C	0.2542992377206093	-0.741984779313774	-0.4414636892190719	0.013781478219434023				
YAL044W-A	-0.060065454125190695	1.566447205961371	0.8564171311480103	0.24199866891172686				
YAL045C	-0.049740903739106106	-0.10513349803832525	0.37232875551519495	0.7115321754069608				
