orf	hom | growth (pooled culture, microarray) | temperature [37 C], time [32.5 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [12 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [24 h] | YPD | Sinha H~Steinmetz LM, 2008	hom | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [36 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | temperature [37 C], time [32.5 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [12 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [24 h] | YPD | Sinha H~Steinmetz LM, 2008	het | growth (pooled culture, microarray) | rapamycin [10 ng/ml], time [36 h] | YPD | Sinha H~Steinmetz LM, 2008
YAL001C					0.2781021897810219	1.07663927553245	1.3330538319637766	0.6461512661412041
YAL002W	0.14134742404227216	0.6857621440536014	0.8020100502512564	0.02534896705750977				
YAL003W					0.64629576246757	0.9681871960036808	0.9831733929275667	0.6052320231365846
YAL004W	0.6431329288472144	1.4874591057797164	1.8729552889858232	0.45147219193020716				
YAL005C	0.7286512370311253	1.0235944215419701	1.3793526883606702	0.6645908253661961				
YAL007C	0.7379733879222109	1.2700845665961944	2.1013037350246653	0.6048273431994362				
YAL008W	0.8091254752851712	1.573408947700063	2.2665406427221173	0.2804032766225583				
YAL009W	0.19876923076923075	0.7445566778900112	0.19921436588103256	0.019977553310886645				
YAL010C	0.964	0.6218487394957983	2.3214285714285716	0.2907563025210084				
YAL011W	1.0399632521819018	1.1181294964028776	1.6046043165467627	0.3886330935251799				
YAL012W	0.5685242850495723	0.7615245143935678	0.9049073372271019	0.16985133973537522				
YAL013W	0.7959866220735786	0.9060665362035224	2.2426614481409	1.2524461839530332				
YAL014C	0.7211011073165683	1.4602207841644461	2.2573277502854965	0.9628219769064839				
