orf	hap a (post-SGA) | growth (colony size) | expression of GFP [prTDH3] | SC - Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | growth (colony size) | expression of GFP [prTDH3] | SC - Leu, Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | growth (colony size) | expression of tGFP [prPYK1] | SC - Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | growth (colony size) | expression of tGFP [prPYK1] | SC - Leu, Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | growth (colony size) | expression of NES-tGFP [prPYK1] | SC - Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | growth (colony size) | expression of NES-tGFP [prPYK1] | SC - Leu, Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | expression of GFP | expression of GFP [prTDH3] | SC - Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | expression of GFP | expression of NES-tGFP [prPYK1] | SC - Ura | Kintaka R~Moriya H, 2020	hap a (post-SGA) | expression of GFP | expression of tGFP [prPYK1] | SC - Ura | Kintaka R~Moriya H, 2020
YAR014C	-1.1671969434647531	-2.6073849984846067	-2.2712036384033216	-0.9910254453733213	-1.8142236950587134	-1.02129460780836	-2.080105123566267	-1.0944167719684805	-1.4487309415851741
YAR015W	0.5494589882683597	-1.3561128411068422	-0.057044405772287705	-0.8797064655265889	-0.07327790438049017	-1.9631832267332374	-0.17489222326614545	-0.520138006465586	-0.36218273539629325
YAR018C	-2.5632148649277227	-4.083947472218841	-4.042138376780693	-6.114568342769531	0.568525308734742	-1.155707558856841	-1.3180403705992434	-0.520138006465586	-1.2314213003473977
YAR020C	-0.8726264462362449	-0.8488338448166013	-0.8362631696626638	1.1983485205403623	-0.3331333598364023	0.4648573108144502	-0.2179038588185163	0.8198457797078349	0.07243654707925942
YAR023C	-1.8618239673730517	-0.700504191640351	-0.5085892923458349	0.8720947939882027	-0.5601657889656001	0.6076905627406782	-0.14659193587167343	1.3941245452107311	-0.14487309415851693
YAR027W	0.5220994993616872	-0.10544193891017295	-1.1623477585588402	-0.5705961639576097	-0.5987581833402404	0.30892581307839345	-0.2573642470923402	-0.13728549613032234	-0.36218273539629325
YAR028W	-0.21744268550173243	-0.2581006293903106	-0.029465577296263604	0.8034455723595191	-0.26031457933960606	0.5822425423101538	0.5114630102317165	0.2455670142049404	0.7243654707925875
YAR029W	0.9790789626834158	-0.042250019377039996	1.1330521586337696	-0.03288168871423513	0.07890866899182923	-0.02408149348672946	0.48227895856911907	0.628419524540204	1.593604035743692
YAR030C	-0.6507105917710115	-0.5136340813558817	0.12983721498558412	0.16324815569686651	0.1783912856020134	0.24524338940298784	0.6727489354924129	1.3941245452107303	0.2897461883170348
YAR031W	-0.09584495702763199	0.312911416096049	-0.3713495628448065	0.1790321901527465	-0.12481239464642414	0.46878678455739886	1.035234755823339	1.2026982900430985	0.9416751120303639
YAR035W	0.20548941384724814	-0.9128675216032679	-0.07471355350777437	-1.483426903040007	0.23475957071891243	-0.329894346846684	-0.0896168908969732	-0.13728549613032234	0.5070558295548121
YAR042W	-0.1823693406949841	0.4265486453230912	-0.04133849667407736	0.0026135083875044765	-0.9304188816629079	-0.8699786824052904	-0.18946633511809663	-0.04157236854650602	-0.2535279147774056
YAR047C	0.9767990052745265	1.255739665571842	0.8292176076267241	1.2318801535471124	0.9471985602046986	0.8034781512980712	-0.15775505624436353	1.7769770555459938	0.2897461883170348
YAR050W	-1.8289925806850447	-0.27770154829402266	-0.5137311078244157	1.1077224853869847	-0.13471387764759454	1.4840879526164121	0.21119371394374173	0.628419524540204	0.07243654707925942
YBL001C	-0.1566438212646822	-0.27806230140267996	-0.6395653557184106	-1.5327425705026365	0.039848488018708265	-0.7882705775915966	0.7277612043730421	1.0112720348754676	2.6801522419325736
YBL003C	0.1895297119850225	0.29601614550726657	-0.6906095602875942	-0.0168710891704717	0.19889593150207488	0.07465433087974173	0.1397716914838304	-0.13728549613032234	0.2897461883170348
YBL005W	-0.5940916494502585	0.09285201981511017	0.45947433093968926	0.5055124817927898	0.40612539462893193	-0.1482653382837251	-0.09075740997568062	-0.13728549613032234	0.07243654707925942
YBL007C	-0.7396289307176974	-3.2141717272461463	1.4966252567465077	-0.0791764883384189	-0.6018767606634438	-1.4822904877152383	-1.5986955994120045	-1.477269282303744	-1.2314213003473977
YBL008W	0.24227272671066358	-0.17951657722113376	0.8828794637122763	-0.20061537544394506	0.9637270200176759	1.5064797156913097	-0.47596561957820743	-0.520138006465586	-0.36218273539629325
YBL009W	1.0378258652524657	0.6288108882436044	2.2416275758157824	0.33234123295387713	1.8161901313152884	1.1027418817531114	-0.02948272314129219	0.2455670142049404	0.07243654707925942
YBL010C	-0.040669987732508905	0.034830894839398115	1.4237984520589728	1.174181577832795	0.1435411840152169	0.275369354765594	-0.0072178268675737465	0.2455670142049404	0.2897461883170348
YBL011W	2.408308263735874	-0.23831933393226995	0.7892049344479503	-1.8071128919294877	-0.016441832665110664	-1.5446007142105667	-0.660302423389307	-1.668695537471376	-0.5794923766340696
YBL013W	2.1651128067876733	1.4359358433461518	2.566683801616243	2.725850343050544	2.389228714453889	2.126213860293494	-0.2882298083664195	-0.13728549613032234	-0.36218273539629325
YBL015W	0.597870083917111	1.9772458828863955	0.886992916095141	-0.2737958988302976	-0.28035143864118706	0.3481581779087854	0.03658916463277664	0.2455670142049404	0.07243654707925942
YBL016W	-1.8726157657751281	-4.030195259028907	-3.2189804624369907	-1.2809532361681688	-2.324578874000928	-1.8806019055322216	-0.8978624667160675	-1.2858430271361123	-1.6660405828229503
YBL017C	0.6696127437168303	-0.3013910024291839	1.7720395912901246	-0.4493838419399669	1.050891256201207	0.41857684228638864	0.8542525232665117	0.05414075903730945	-0.5794923766340696
YBL019W	0.5335752849864305	-0.5578263371663981	-0.6376021170811341	-1.2186478370002216	0.38866136161899356	-0.6758127814243525	0.9156984470621533	0.05414075903730945	0.9416751120303629
YBL021C	2.0104556958846764	2.4278265155993344	2.9103440506937504	0.7062491496575214	2.357887012355696	1.3767447095749106	0.07350237356138203	-0.7115642616332173	0.07243654707925942
YBL024W	1.7742521083237364	1.1923072439662707	2.843219986809732	0.5765783976922302	1.8685042659120235	1.0852151814075788	0.7210059665779996	-0.3287117512979541	0.2897461883170348
YBL025W	0.09042756327863062	3.781913308944423	0.5444545176675059	0.4083915807867533	0.23109524236414852	1.4801584788734634	-2.9518555356811125	-2.8172530684771653	-3.1872080714873836
YBL027W	-2.3726104255445697	-4.014201871211767	-3.7764467478693016	-7.337340122076481	1.3745995823497061	-0.540464241389455	-1.9683947354412055	-2.0515480478066386	-1.6660405828229503
YBL028C	1.6291708185380753	0.4879367993129378	1.089019520626287	0.013866241085715558	0.9093078457277789	0.6201027099604685	0.23288721755006386	0.05414075903730945	1.593604035743693
YBL029W	-0.4573702034971918	1.408999611233075	-0.4122971115651406	1.1395926410825894	0.9778385824051706	0.2844133816342853	0.3200609128502059	0.05414075903730945	0.7243654707925875
YBL031W	-4.5145544126158486	-1.3159489950096652	-4.9353184691872505	-3.6732539991294573	-4.710134597385266	-3.838727281502529	-2.402533122142927	-2.8172530684771653	-3.6218273539629355
YBL032W	0.28931584791408116	0.26360849124622115	0.19350223936582955	0.6607095669929491	0.10136242571889276	0.8311092126969005	-0.19082811282572432	-0.3287117512979541	-0.36218273539629325
YBL036C	-0.4968894652512744	1.3798988604680549	0.37589645752421275	1.3599649498972195	0.6423576268615793	1.6826199355339595	0.6062989516935409	0.05414075903730945	0.7243654707925875
YBL037W	0.5027198613861275	-0.5499498942940475	-0.19175997131110378	-0.7596269689483633	-0.6161442519170987	-0.4173407307770648	0.3211046662950576	-0.520138006465586	-0.5794923766340696
YBL039C	1.2559417907028834	0.07060557811457809	0.727035710934201	0.3560550454856776	0.48978123132385953	-0.784465849046837	0.22589775482618907	-0.13728549613032234	0.2897461883170348
YBL042C	0.1772179419770198	0.05503306892420567	0.5231393553199347	0.6986214583654455	0.1920350613910277	0.12155852539874759	1.031969125543115	0.2455670142049404	1.1589847532681403
YBL043W	0.6901323603968347	0.10704164208896307	-0.10098355622561427	0.1387036045094934	-0.04638017496786199	0.4584329331077247	0.2960505602430808	-0.13728549613032234	0.5070558295548121
YBL046W	0.6446852093796397	0.1640406332568128	1.6007703920763072	0.4406393449621635	0.459686960154948	0.05263680339941048	1.3156545704751892	1.585550800378362	0.5070558295548121
YBL047C	1.0564455174250624	-1.4446777292822037	0.7883635464605463	-0.9797727126751101	1.1305709068090506	-0.9181927015052792	-0.28795395024487946	-0.7115642616332173	0.07243654707925942
YBL048W	-1.2132520831243188	0.2648110016084121	0.1109527290460693	0.9552441812414268	0.6170971505436328	0.945375814237883	-0.24466779064890906	-0.13728549613032234	0.2897461883170348
YBL049W	-0.6537505349828641	-0.0792873385325204	-1.5545280482433186	-0.08325465992032091	0.20739405470780375	0.32483082584747125	0.13845795639280933	0.628419524540204	0.07243654707925942
YBL051C	-0.5877837672856646	-1.181688713071049	-0.4380061889580445	-0.8118879825534778	-0.38669492536241845	-0.9246794518110991	-0.7504925935297981	-1.0944167719684805	-0.7968020178718455
YBL052C	-0.1938071270295791	0.8718382324423898	-0.4031353312578513	1.109837092873897	0.0016459158094682858	1.4853354045983005	-0.21801839298558476	-0.13728549613032234	-0.36218273539629325
YBL053W	0.8973044902845833	-0.6590777096628737	0.5994251995112421	-0.30823379218858116	0.04522803390123392	-0.09768116041814827	0.32298733880069197	0.2455670142049404	0.07243654707925942
YBL054W	0.7142999089310622	0.9685801910806495	1.3278802214949028	0.8067685269818096	0.587626594839362	1.0662539112828742	0.48916439328342043	0.43699326937257216	1.3762943945059156
YBL055C	0.6178577105350412	0.3475437145271476	0.4041296988793289	0.43588147811661127	-0.1348698065137547	-0.2510553815913337	0.12402647370311377	0.43699326937257216	0.5070558295548121
YBL056W	0.2752561105592633	0.15117377238136992	0.8811966877374681	0.36171917268276377	0.01248297200759964	0.374666532523915	0.8716196780253764	0.43699326937257305	0.7243654707925875
YBL057C	-2.450888963249772	-0.08770491106785684	0.057197385406361295	-0.3231870879888885	-0.4790827785623151	-0.3040720908215931	1.2859217564231753	2.5426820762165203	0.5070558295548112
YBL059W	0.20700938545317443	0.24286518749842775	1.423891939613129	0.8233833000932622	0.4286571157890755	0.2659510923023362	-0.447829729627255	-0.9029905168008486	-0.36218273539629325
YBL060W	0.07028793950010774	0.29270924201124154	0.07299678205872766	-0.4968114670035681	0.16583901187612024	0.594654689529944	-0.12662102366618985	-0.520138006465586	-0.36218273539629325
YBL061C	1.098168738007738	0.25236501935973604	-0.28178848596334516	-0.25967334168556294	-0.3915287202133834	0.4443367257123852	-0.49791900838112	0.43699326937257305	-0.14487309415851693
YBL062W	-0.2183546684652882	0.31790183409914136	-0.434453661900116	0.5567917133504093	0.5327396339509846	0.5815564437201152	-0.005847564387669821	-0.3287117512979541	-0.36218273539629325
YBL063W	-0.6352068813905637	-0.8987981503656343	-1.4326202776238766	-0.4150969919736057	-1.328115454804404	-0.16460695924646382	-0.16947616112872088	0.8198457797078358	-0.5794923766340696
YBL064C	0.5688386262439196	-0.3141977377865171	0.3988009082924362	-0.21549314954829127	0.4851033653390546	-0.22361143798978775	0.17237935294478235	0.628419524540204	-0.14487309415851693
YBL065W	-0.7226812473116198	-0.10983110173216983	0.10244536161787192	0.6576886991545032	-0.7787780593221492	-0.6550427059259097	1.0389603446946953	-0.520138006465586	0.2897461883170348
YBL066C	-0.19836704184735793	-0.8407168998718126	-0.3333001283033089	-0.6833500560276038	-0.28604284225603305	-1.4332032522279277	0.1860287964247018	-0.520138006465586	-0.5794923766340696
YBL067C	-1.158381108150381	-0.02691801225910573	0.5478200696171224	1.1972912167969065	0.26321658879314225	0.9526734083319303	1.0450363164522498	0.43699326937257216	1.3762943945059156
YBL068W	-0.5738760270914393	0.0078946627263215	0.5484744824962144	-0.14691944961556877	-0.336641759325006	0.1965303895102437	0.35092925436832134	0.8198457797078358	0.7243654707925875
YBL069W	0.771602838474482	0.3310091970470224	0.16966291305604606	0.07337733750310027	0.6241139495208402	-0.12899220516354848	0.9077248211330649	0.628419524540204	0.7243654707925875
YBL070C	2.2911184529189597	0.8504335479953914	1.8294409495419173	0.5188043002819519	1.6448243074052693	0.1037823346568371	0.7706548314509115	0.628419524540204	0.9416751120303629
YBL071C	-1.6949310850423491	1.360899196745438	-0.5853425743079225	1.337761571284642	-2.008589026727357	0.6722462028034057	-0.5327560294373506	0.2455670142049404	0.07243654707925942
YBL072C	0.004397170383204551	-1.100038259478285	0.42450998568534	0.39238098124298987	-0.5289800157335675	0.4072250292512037	-3.1872328873606275	-2.434400558141902	-2.3179695065362784
YBL075C	-1.5138264681962357	-0.21781653225691466	-0.4164105639480052	0.39638363112893077	0.0762578782671064	1.6097687397916736	-0.4728411809006903	-0.13728549613032234	-0.36218273539629325
YBL078C	-1.9580381700281837	-1.7775927230547603	-1.878181960731439	0.05978343223009362	-0.5279664781035264	0.6805417584829639	-0.5799362663870175	-0.13728549613032234	-0.5794923766340696
YBL079W	-0.07996125374570257	-0.12853013786423864	-0.21494488474179524	1.4441716408938996	-2.721339873945463	-3.469918103057207	-2.06406336063325	-2.8172530684771653	-1.6660405828229503
YBL081W	0.571650573714883	0.08912423769231831	1.5833817070032885	-0.48291547494671677	-0.37476636710116595	-1.1952517866827048	0.070723158778657	-0.9029905168008486	-0.36218273539629325
YBL082C	-0.2900213296847111	-0.4286165987489834	0.7260073478384849	0.5283955556690176	0.8740679219755819	1.1752188419008307	0.5552368809913009	0.2455670142049404	0.2897461883170348
YBL083C	-0.8890421395802482	-1.3645304136421785	0.23407583786953962	-0.2547644314480883	0.6850041717563838	0.19827682228488755	0.051346355879465205	0.628419524540204	0.2897461883170348
YBL085W	1.2016028057910195	0.8843443402091754	0.44208564586667065	1.234749977993636	-0.341397589742891	0.19297515136186164	1.5180035724744017	2.5426820762165203	3.332081165645902
YBL086C	-0.7100654829824318	-0.29832460100559693	-0.7208060402799865	0.5261299047901832	0.4597649245880281	0.4708450803275149	0.5279886468766982	0.628419524540204	0.07243654707925942
YBL087C	-1.5937009760876604	-1.6249340325746227	-0.6860286701339494	-1.2041476713756811	-1.2568559629692098	-1.545536303196983	-1.1473446939095227	-0.9029905168008486	-1.0141116591096213
YBL088C	0.6853444498381671	1.9821160498532686	0.9930078025080606	1.4271792593026413	1.423483281890917	1.1577545141543921	0.44612973414289603	1.3941245452107303	0.9416751120303639
YBL089W	0.7077640310255792	0.15706607315610543	0.692445315896476	-0.48805095027207485	-0.6119341725307743	0.374666532523915	-0.6422433996245487	-0.7115642616332173	-0.7968020178718455
YBL091C	1.4230626687744752	0.30329133319852164	0.03569524795047809	-0.5140304136827097	0.2917515713004521	0.325828787432982	0.0492768332506118	0.2455670142049404	0.07243654707925942
YBL091C-A	1.033797940496761	-0.2530500858691087	-0.39715212779186637	-1.2834454521348866	-0.32868938715083773	-0.45863139137757253	-0.3333082969416267	-0.13728549613032234	-0.36218273539629325
YBL094C	-2.0575963102163537	-1.0569883885118503	-1.792360386016218	1.9355913165130905	-1.5085251529517132	-0.47160489198921257	-1.1074541524055688	-2.2429743029742704	-2.3179695065362784
YBL095W	0.1912776793318377	0.7948775692621709	-0.2819754610716572	1.0384690901906122	-0.33695361705732635	0.5484989662000711	1.8520328346397623	0.628419524540204	0.9416751120303629
YBL096C	0.11702706638234009	-0.25960376734304924	-0.8180330966022411	-1.1595143490626427	-1.0200000152719215	-0.5157646921480639	0.7163498696527468	0.43699326937257216	0.5070558295548112
YBL098W	1.2397540930997688	0.010900938631798788	0.3988009082924362	-1.0833129578378442	0.6641876681240022	-0.2295368349037579	0.9932335041523535	1.0112720348754676	0.9416751120303639
YBL100C	-0.21113480333713844	-0.6266099298837189	0.10553045090502049	-0.7024570451057742	0.0869390055990776	-0.2335910538448954	0.9305226054317962	0.43699326937257305	0.2897461883170348
YBL101C	0.5374512125815423	-0.07730319643490538	1.801020733078489	0.9907393783431663	0.5525425999533253	0.22054384016159648	0.29274411455913196	0.43699326937257305	0.5070558295548112
YBL102W	0.10631126656055999	-0.172602142638536	-1.663534536389231	-0.5960469754965166	-0.6998000886120262	-0.5733346011122159	0.5202746228279889	0.43699326937257216	0.2897461883170348
YBL103C	0.15624233381523747	-0.5931801418148112	0.3459336964172103	-1.0359986153181848	-0.6396505284907433	-0.28202337704171465	-1.3521712485731003	-1.0944167719684805	-1.6660405828229503
YBL104C	0.7513872161156628	-0.2653758170815657	1.8426226946779154	-0.0010115330186306162	1.484139610827221	0.4551895579548147	-0.4635814580315054	-0.3287117512979541	-0.36218273539629325
YBL106C	0.2772320736469674	1.007481401297526	0.39319165504307535	-0.23021988026071516	-0.1054772152425639	-0.19286174663623734	-0.3413030389257909	-0.13728549613032234	-0.14487309415851693
YBL107C	-0.4454384263906707	0.3170600768456077	-0.34573397300605874	1.2544611406394959	0.005544137463472365	0.6632645485338089	-0.3951212073973204	-0.3287117512979541	-1.0141116591096218
YBR001C	-0.7644044678942955	-0.6679762863430866	-0.46895056938368507	0.20908982514528346	-0.16231328695794345	0.796804283194968	-0.17134742521900614	1.0112720348754676	-0.14487309415851693
YBR005W	-0.6583864483809391	-1.3158287439734462	-0.9319009375642661	-3.2435355491105247	-0.8252448614378777	-0.6599701412543691	1.2131646291845934	0.43699326937257305	0.5070558295548121
