orf	hap a | growth (spot assay) | standard | SC | Teng X~Hardwick JM, 2013
YAL002W	2.489224087771084
YAL009W	2.489224087771084
YAL013W	2.489224087771084
YAL020C	2.489224087771084
YAL021C	2.489224087771084
YAL026C	2.489224087771084
YAL027W	2.489224087771084
YAL028W	2.489224087771084
YAL040C	2.489224087771084
YAL060W	2.489224087771084
YAL067C	2.489224087771084
YAR014C	2.489224087771084
YAR029W	2.489224087771084
YBL001C	2.489224087771084
YBL007C	2.489224087771084
YBL017C	2.489224087771084
YBL021C	2.489224087771084
YBL024W	2.489224087771084
YBL027W	2.489224087771084
YBL047C	2.489224087771084
YBL051C	2.489224087771084
YBL059W	2.489224087771084
YBL071C	2.489224087771084
YBL081W	2.489224087771084
YBL086C	2.489224087771084
YBL089W	2.489224087771084
YBL093C	2.489224087771084
YBL098W	2.489224087771084
YBL101C	2.489224087771084
YBL102W	2.489224087771084
YBL103C	2.489224087771084
YBL106C	2.489224087771084
YBR012C	2.489224087771084
YBR025C	2.489224087771084
YBR036C	2.489224087771084
YBR044C	2.489224087771084
YBR058C	2.489224087771084
YBR078W	2.489224087771084
YBR081C	2.489224087771084
YBR082C	2.489224087771084
YBR092C	2.489224087771084
YBR095C	2.489224087771084
YBR097W	2.489224087771084
YBR103W	2.489224087771084
YBR107C	2.489224087771084
YBR113W	2.489224087771084
YBR114W	2.489224087771084
YBR126C	2.489224087771084
YBR129C	2.489224087771084
YBR144C	2.489224087771084
YBR147W	2.489224087771084
YBR162W-A	2.489224087771084
YBR164C	2.489224087771084
YBR170C	2.489224087771084
YBR172C	2.489224087771084
YBR184W	2.489224087771084
YBR203W	2.489224087771084
YBR207W	2.489224087771084
YBR248C	2.489224087771084
YBR271W	2.489224087771084
YCL007C	2.489224087771084
YCL008C	2.489224087771084
YCL037C	2.489224087771084
YCR009C	2.489224087771084
YCR031C	2.489224087771084
YCR033W	2.489224087771084
YCR044C	2.489224087771084
YCR053W	2.489224087771084
YCR061W	2.489224087771084
YCR063W	2.489224087771084
YCR077C	2.489224087771084
YCR081W	2.489224087771084
YCR084C	2.489224087771084
YCR088W	2.489224087771084
YCR094W	2.489224087771084
YDL001W	2.489224087771084
YDL006W	2.489224087771084
YDL020C	2.489224087771084
YDL025C	2.489224087771084
YDL026W	2.489224087771084
YDL047W	2.489224087771084
YDL075W	2.489224087771084
YDL076C	2.489224087771084
YDL077C	2.489224087771084
YDL079C	2.489224087771084
YDL081C	2.489224087771084
YDL133C-A	2.489224087771084
YDL151C	2.489224087771084
YDL160C	2.489224087771084
YDL167C	2.489224087771084
YDL176W	2.489224087771084
YDL179W	2.489224087771084
YDL184C	2.489224087771084
YDL185W	2.489224087771084
YDL189W	2.489224087771084
YDL191W	2.489224087771084
YDL192W	2.489224087771084
YDL194W	2.489224087771084
YDL198C	2.489224087771084
YDL204W	2.489224087771084
YDL226C	2.489224087771084
YDL232W	2.489224087771084
YDR007W	2.489224087771084
YDR024W	2.489224087771084
YDR027C	2.489224087771084
YDR028C	2.489224087771084
YDR035W	2.489224087771084
YDR049W	2.489224087771084
YDR058C	2.489224087771084
YDR069C	2.489224087771084
YDR071C	2.489224087771084
YDR072C	2.489224087771084
YDR077W	2.489224087771084
YDR080W	2.489224087771084
YDR092W	2.489224087771084
YDR098C	2.489224087771084
YDR105C	2.489224087771084
YDR120C	2.489224087771084
YDR126W	2.489224087771084
YDR127W	2.489224087771084
YDR129C	2.489224087771084
YDR136C	2.489224087771084
YDR137W	2.489224087771084
YDR144C	2.489224087771084
YDR146C	2.489224087771084
YDR159W	2.489224087771084
YDR162C	2.489224087771084
YDR200C	2.489224087771084
YDR205W	2.489224087771084
YDR225W	2.489224087771084
YDR253C	2.489224087771084
YDR257C	2.489224087771084
YDR293C	2.489224087771084
YDR296W	2.489224087771084
YDR310C	2.489224087771084
YDR320C	2.489224087771084
YDR323C	2.489224087771084
YDR345C	2.489224087771084
YDR346C	2.489224087771084
YDR348C	2.489224087771084
YDR354W	2.489224087771084
YDR363W-A	2.489224087771084
YDR372C	2.489224087771084
YDR378C	2.489224087771084
YDR382W	2.489224087771084
YDR388W	2.489224087771084
YDR419W	2.489224087771084
YDR420W	2.489224087771084
YDR421W	2.489224087771084
YDR432W	2.489224087771084
YDR442W	2.489224087771084
YDR443C	2.489224087771084
YDR455C	2.489224087771084
YDR456W	2.489224087771084
YDR457W	2.489224087771084
YDR463W	2.489224087771084
YDR484W	2.489224087771084
YDR486C	2.489224087771084
YDR490C	2.489224087771084
YDR495C	2.489224087771084
YDR507C	2.489224087771084
YDR508C	2.489224087771084
YDR509W	2.489224087771084
YDR530C	2.489224087771084
YDR532C	2.489224087771084
YEL008W	2.489224087771084
YEL009C	2.489224087771084
YEL043W	2.489224087771084
YEL044W	2.489224087771084
YEL050C	2.489224087771084
YEL051W	2.489224087771084
YEL053C	2.489224087771084
YEL054C	2.489224087771084
YEL061C	2.489224087771084
YEL062W	2.489224087771084
YER004W	2.489224087771084
YER040W	2.489224087771084
YER090W	2.489224087771084
YER120W	2.489224087771084
YER122C	2.489224087771084
YER131W	2.489224087771084
YER145C	2.489224087771084
YER161C	2.489224087771084
YER162C	2.489224087771084
YER164W	2.489224087771084
YFL001W	2.489224087771084
YFL016C	2.489224087771084
YFL025C	2.489224087771084
YFL036W	2.489224087771084
YFR001W	2.489224087771084
YFR009W	2.489224087771084
YFR012W	2.489224087771084
YFR013W	2.489224087771084
YFR019W	2.489224087771084
YFR021W	2.489224087771084
YFR025C	2.489224087771084
YFR043C	2.489224087771084
YFR044C	2.489224087771084
YGL016W	2.489224087771084
YGL023C	2.489224087771084
YGL026C	2.489224087771084
YGL027C	2.489224087771084
YGL035C	2.489224087771084
YGL042C	2.489224087771084
YGL043W	2.489224087771084
YGL045W	2.489224087771084
YGL058W	2.489224087771084
YGL080W	2.489224087771084
YGL117W	2.489224087771084
YGL118C	2.489224087771084
YGL124C	2.489224087771084
YGL148W	2.489224087771084
YGL151W	2.489224087771084
YGL167C	2.489224087771084
YGL168W	2.489224087771084
YGL195W	2.489224087771084
YGL205W	2.489224087771084
YGL206C	2.489224087771084
YGL208W	2.489224087771084
YGL209W	2.489224087771084
YGL210W	2.489224087771084
YGL211W	2.489224087771084
YGL212W	2.489224087771084
YGL216W	2.489224087771084
YGL220W	2.489224087771084
YGL235W	2.489224087771084
YGL244W	2.489224087771084
YGL246C	2.489224087771084
YGL253W	2.489224087771084
YGL255W	2.489224087771084
YGR007W	2.489224087771084
YGR034W	2.489224087771084
YGR043C	2.489224087771084
YGR045C	2.489224087771084
YGR050C	2.489224087771084
YGR055W	2.489224087771084
YGR076C	2.489224087771084
YGR078C	2.489224087771084
YGR080W	2.489224087771084
YGR081C	2.489224087771084
YGR086C	2.489224087771084
YGR087C	2.489224087771084
YGR089W	2.489224087771084
YGR104C	2.489224087771084
YGR107W	2.489224087771084
YGR110W	2.489224087771084
YGR111W	2.489224087771084
YGR122W	2.489224087771084
YGR157W	2.489224087771084
YGR162W	2.489224087771084
YGR166W	2.489224087771084
YGR167W	2.489224087771084
YGR173W	2.489224087771084
YGR188C	2.489224087771084
YGR200C	2.489224087771084
YGR206W	2.489224087771084
YGR223C	2.489224087771084
YGR240C	2.489224087771084
YGR252W	2.489224087771084
YGR255C	2.489224087771084
YGR257C	2.489224087771084
YGR270W	2.489224087771084
YGR271C-A	2.489224087771084
YGR282C	2.489224087771084
YGR285C	2.489224087771084
YGR286C	2.489224087771084
YGR290W	2.489224087771084
YHL003C	2.489224087771084
YHL006C	2.489224087771084
YHL007C	2.489224087771084
YHL008C	2.489224087771084
YHL012W	2.489224087771084
YHL013C	2.489224087771084
YHL016C	2.489224087771084
YHL017W	2.489224087771084
YHL019C	2.489224087771084
YHL022C	2.489224087771084
YHL023C	2.489224087771084
YHL026C	2.489224087771084
YHL027W	2.489224087771084
YHL028W	2.489224087771084
YHL031C	2.489224087771084
YHL032C	2.489224087771084
YHL033C	2.489224087771084
YHL034C	2.489224087771084
YHL036W	2.489224087771084
YHL037C	2.489224087771084
YHL040C	2.489224087771084
YHL041W	2.489224087771084
YHL042W	2.489224087771084
YHL043W	2.489224087771084
YHL044W	2.489224087771084
YHL045W	2.489224087771084
YHL046C	2.489224087771084
YHL047C	2.489224087771084
YHR008C	2.489224087771084
YHR010W	2.489224087771084
YHR011W	2.489224087771084
YHR012W	2.489224087771084
YHR015W	2.489224087771084
YHR022C	2.489224087771084
YHR028C	2.489224087771084
YHR041C	2.489224087771084
YHR046C	2.489224087771084
YHR059W	2.489224087771084
YHR060W	2.489224087771084
YHR064C	2.489224087771084
YHR091C	2.489224087771084
YHR103W	2.489224087771084
YHR111W	2.489224087771084
YHR117W	2.489224087771084
YHR120W	2.489224087771084
YHR123W	2.489224087771084
YHR124W	2.489224087771084
YHR147C	2.489224087771084
YHR162W	2.489224087771084
YHR167W	2.489224087771084
YHR168W	2.489224087771084
YHR200W	2.489224087771084
YHR207C	2.489224087771084
YIL005W	2.489224087771084
YIL006W	2.489224087771084
YIL007C	2.489224087771084
YIL008W	2.489224087771084
YIL010W	2.489224087771084
YIL014C-A	2.489224087771084
YIL017C	2.489224087771084
YIL018W	2.489224087771084
YIL028W	2.489224087771084
YIL029C	2.489224087771084
YIL036W	2.489224087771084
YIL038C	2.489224087771084
YIL040W	2.489224087771084
YIL041W	2.489224087771084
YIL042C	2.489224087771084
YIL050W	2.489224087771084
YIL053W	2.489224087771084
YIL064W	2.489224087771084
YIL065C	2.489224087771084
YIL073C	2.489224087771084
YIL076W	2.489224087771084
YIL077C	2.489224087771084
YIL084C	2.489224087771084
YIL086C	2.489224087771084
YIL090W	2.489224087771084
YIL092W	2.489224087771084
YIL098C	2.489224087771084
YIL110W	2.489224087771084
YIL112W	2.489224087771084
YIL128W	2.489224087771084
YIL132C	2.489224087771084
YIL133C	2.489224087771084
YIL137C	2.489224087771084
YIL141W	2.489224087771084
YIL145C	2.489224087771084
YIL152W	2.489224087771084
YIL153W	2.489224087771084
YIR001C	2.489224087771084
YIR016W	2.489224087771084
YIR026C	2.489224087771084
YJL004C	2.489224087771084
YJL027C	2.489224087771084
YJL029C	2.489224087771084
YJL053W	2.489224087771084
YJL082W	2.489224087771084
YJL098W	2.489224087771084
YJL121C	2.489224087771084
YJL124C	2.489224087771084
YJL137C	2.489224087771084
YJL139C	2.489224087771084
YJL140W	2.489224087771084
YJL147C	2.489224087771084
YJL154C	2.489224087771084
YJL163C	2.489224087771084
YJL164C	2.489224087771084
YJL168C	2.489224087771084
YJL169W	2.489224087771084
YJL178C	2.489224087771084
YJL180C	2.489224087771084
YJL182C	2.489224087771084
YJL191W	2.489224087771084
YJL192C	2.489224087771084
YJL204C	2.489224087771084
YJL205C	2.489224087771084
YJL206C	2.489224087771084
YJL208C	2.489224087771084
YJL210W	2.489224087771084
YJL212C	2.489224087771084
YJL215C	2.489224087771084
YJL216C	2.489224087771084
YJR032W	2.489224087771084
YJR034W	2.489224087771084
YJR039W	2.489224087771084
YJR044C	2.489224087771084
YJR055W	2.489224087771084
YJR058C	2.489224087771084
YJR070C	2.489224087771084
YJR077C	2.489224087771084
YJR078W	2.489224087771084
YJR083C	2.489224087771084
YJR088C	2.489224087771084
YJR102C	2.489224087771084
YJR104C	2.489224087771084
YJR105W	2.489224087771084
YJR108W	2.489224087771084
YJR118C	2.489224087771084
YJR122W	2.489224087771084
YJR128W	2.489224087771084
YJR129C	2.489224087771084
YJR130C	2.489224087771084
YJR146W	2.489224087771084
YKL002W	2.489224087771084
YKL007W	2.489224087771084
YKL009W	2.489224087771084
YKL031W	2.489224087771084
YKL032C	2.489224087771084
YKL041W	2.489224087771084
YKL046C	2.489224087771084
YKL056C	2.489224087771084
YKL057C	2.489224087771084
YKL110C	2.489224087771084
YKL114C	2.489224087771084
YKL118W	2.489224087771084
YKL119C	2.489224087771084
YKL126W	2.489224087771084
YKL129C	2.489224087771084
YKL135C	2.489224087771084
YKL143W	2.489224087771084
YKL149C	2.489224087771084
YKL155C	2.489224087771084
YKL198C	2.489224087771084
YKL204W	2.489224087771084
YKL211C	2.489224087771084
YKL213C	2.489224087771084
YKL214C	2.489224087771084
YKL216W	2.489224087771084
YKL217W	2.489224087771084
YKL222C	2.489224087771084
YKR001C	2.489224087771084
YKR020W	2.489224087771084
YKR026C	2.489224087771084
YKR029C	2.489224087771084
YKR030W	2.489224087771084
YKR033C	2.489224087771084
YKR035C	2.489224087771084
YKR035W-A	2.489224087771084
YKR036C	2.489224087771084
YKR064W	2.489224087771084
YKR065C	2.489224087771084
YKR094C	2.489224087771084
YKR095W	2.489224087771084
YKR096W	2.489224087771084
YKR098C	2.489224087771084
YLL027W	2.489224087771084
YLR024C	2.489224087771084
YLR025W	2.489224087771084
YLR032W	2.489224087771084
YLR034C	2.489224087771084
YLR039C	2.489224087771084
YLR061W	2.489224087771084
YLR062C	2.489224087771084
YLR091W	2.489224087771084
YLR119W	2.489224087771084
YLR148W	2.489224087771084
YLR150W	2.489224087771084
YLR169W	2.489224087771084
YLR170C	2.489224087771084
YLR171W	2.489224087771084
YLR177W	2.489224087771084
YLR178C	2.489224087771084
YLR179C	2.489224087771084
YLR180W	2.489224087771084
YLR184W	2.489224087771084
YLR185W	2.489224087771084
YLR192C	2.489224087771084
YLR261C	2.489224087771084
YLR262C	2.489224087771084
YLR337C	2.489224087771084
YLR338W	2.489224087771084
YLR346C	2.489224087771084
YLR357W	2.489224087771084
YLR358C	2.489224087771084
YLR360W	2.489224087771084
YLR370C	2.489224087771084
YLR384C	2.489224087771084
YLR386W	2.489224087771084
YLR394W	2.489224087771084
YLR399C	2.489224087771084
YLR402W	2.489224087771084
YLR407W	2.489224087771084
YLR410W	2.489224087771084
YLR417W	2.489224087771084
YLR418C	2.489224087771084
YLR425W	2.489224087771084
YLR426W	2.489224087771084
YLR429W	2.489224087771084
YLR431C	2.489224087771084
YLR432W	2.489224087771084
YLR443W	2.489224087771084
YLR445W	2.489224087771084
YLR446W	2.489224087771084
YLR447C	2.489224087771084
YLR449W	2.489224087771084
YLR452C	2.489224087771084
YLR454W	2.489224087771084
YLR456W	2.489224087771084
YLR460C	2.489224087771084
YLR461W	2.489224087771084
YML009C-A	2.489224087771084
YML021C	2.489224087771084
YML036W	2.489224087771084
YML042W	2.489224087771084
YML062C	2.489224087771084
YML071C	2.489224087771084
YML086C	2.489224087771084
YML094C-A	2.489224087771084
YML094W	2.489224087771084
YML097C	2.489224087771084
YML128C	2.489224087771084
YMR038C	2.489224087771084
YMR057C	2.489224087771084
YMR058W	2.489224087771084
YMR073C	2.489224087771084
YMR075C-A	2.489224087771084
YMR075W	2.489224087771084
YMR077C	2.489224087771084
YMR078C	2.489224087771084
YMR087W	2.489224087771084
YMR091C	2.489224087771084
YMR097C	2.489224087771084
YMR100W	2.489224087771084
