orf	hap a | growth (spot assay) | standard | SC | Teng X~Hardwick JM, 2013
YMR135W-A	2.489224087771084
YMR138W	2.489224087771084
YMR140W	2.489224087771084
YMR142C	2.489224087771084
YMR145C	2.489224087771084
YMR152W	2.489224087771084
YMR154C	2.489224087771084
YMR163C	2.489224087771084
YMR164C	2.489224087771084
YMR166C	2.489224087771084
YMR167W	2.489224087771084
YMR171C	2.489224087771084
YMR174C	2.489224087771084
YMR186W	2.489224087771084
YMR215W	2.489224087771084
YMR242C	2.489224087771084
YMR263W	2.489224087771084
YMR264W	2.489224087771084
YMR275C	2.489224087771084
YMR312W	2.489224087771084
YMR316W	2.489224087771084
YNL015W	2.489224087771084
YNL016W	2.489224087771084
YNL023C	2.489224087771084
YNL025C	2.489224087771084
YNL040W	2.489224087771084
YNL041C	2.489224087771084
YNL046W	2.489224087771084
YNL055C	2.489224087771084
YNL059C	2.489224087771084
YNL065W	2.489224087771084
YNL067W	2.489224087771084
YNL068C	2.489224087771084
YNL069C	2.489224087771084
YNL074C	2.489224087771084
YNL076W	2.489224087771084
YNL080C	2.489224087771084
YNL082W	2.489224087771084
YNL085W	2.489224087771084
YNL095C	2.489224087771084
YNL097C	2.489224087771084
YNL104C	2.489224087771084
YNL119W	2.489224087771084
YNL120C	2.489224087771084
YNL122C	2.489224087771084
YNL140C	2.489224087771084
YNL141W	2.489224087771084
YNL147W	2.489224087771084
YNL148C	2.489224087771084
YNL154C	2.489224087771084
YNL179C	2.489224087771084
YNL190W	2.489224087771084
YNL194C	2.489224087771084
YNL196C	2.489224087771084
YNL197C	2.489224087771084
YNL201C	2.489224087771084
YNL205C	2.489224087771084
YNL208W	2.489224087771084
YNL215W	2.489224087771084
YNL219C	2.489224087771084
YNL226W	2.489224087771084
YNL228W	2.489224087771084
YNL235C	2.489224087771084
YNL236W	2.489224087771084
YNL246W	2.489224087771084
YNL257C	2.489224087771084
YNL259C	2.489224087771084
YNL278W	2.489224087771084
YNL281W	2.489224087771084
YNL284C	2.489224087771084
YNL288W	2.489224087771084
YNL291C	2.489224087771084
YNL294C	2.489224087771084
YNL296W	2.489224087771084
YNL297C	2.489224087771084
YNL301C	2.489224087771084
YNL305C	2.489224087771084
YNL319W	2.489224087771084
YNL320W	2.489224087771084
YNL324W	2.489224087771084
YNL325C	2.489224087771084
YNR004W	2.489224087771084
YNR005C	2.489224087771084
YNR006W	2.489224087771084
YNR010W	2.489224087771084
YNR013C	2.489224087771084
YNR022C	2.489224087771084
YNR025C	2.489224087771084
YNR037C	2.489224087771084
YNR047W	2.489224087771084
YNR059W	2.489224087771084
YNR062C	2.489224087771084
YNR070W	2.489224087771084
YNR074C	2.489224087771084
YNR075W	2.489224087771084
YOL003C	2.489224087771084
YOL004W	2.489224087771084
YOL018C	2.489224087771084
YOL030W	2.489224087771084
YOL039W	2.489224087771084
YOL049W	2.489224087771084
YOL050C	2.489224087771084
YOL067C	2.489224087771084
YOL068C	2.489224087771084
YOL091W	2.489224087771084
YOL093W	2.489224087771084
YOL101C	2.489224087771084
YOL103W	2.489224087771084
YOL104C	2.489224087771084
YOL105C	2.489224087771084
YOL108C	2.489224087771084
YOL110W	2.489224087771084
YOL113W	2.489224087771084
YOL119C	2.489224087771084
YOL129W	2.489224087771084
YOL141W	2.489224087771084
YOR030W	2.489224087771084
YOR043W	2.489224087771084
YOR051C	2.489224087771084
YOR061W	2.489224087771084
YOR068C	2.489224087771084
YOR069W	2.489224087771084
YOR070C	2.489224087771084
YOR082C	2.489224087771084
YOR083W	2.489224087771084
YOR089C	2.489224087771084
YOR106W	2.489224087771084
YOR109W	2.489224087771084
YOR123C	2.489224087771084
YOR124C	2.489224087771084
YOR132W	2.489224087771084
YOR135C	2.489224087771084
YOR138C	2.489224087771084
YOR187W	2.489224087771084
YOR199W	2.489224087771084
YOR200W	2.489224087771084
YOR211C	2.489224087771084
YOR275C	2.489224087771084
YOR299W	2.489224087771084
YOR306C	2.489224087771084
YOR323C	2.489224087771084
YOR327C	2.489224087771084
YOR328W	2.489224087771084
YOR331C	2.489224087771084
YOR337W	2.489224087771084
YOR357C	2.489224087771084
YOR358W	2.489224087771084
YOR364W	2.489224087771084
YOR375C	2.489224087771084
YOR376W	2.489224087771084
YPL002C	2.489224087771084
YPL026C	2.489224087771084
YPL033C	2.489224087771084
YPL047W	2.489224087771084
YPL057C	2.489224087771084
YPL060W	2.489224087771084
YPL061W	2.489224087771084
YPL065W	2.489224087771084
YPL079W	2.489224087771084
YPL084W	2.489224087771084
YPL086C	2.489224087771084
YPL087W	2.489224087771084
YPL090C	2.489224087771084
YPL095C	2.489224087771084
YPL101W	2.489224087771084
YPL102C	2.489224087771084
YPL107W	2.489224087771084
YPL110C	2.489224087771084
YPL120W	2.489224087771084
YPL127C	2.489224087771084
YPL139C	2.489224087771084
YPL166W	2.489224087771084
YPL171C	2.489224087771084
YPL179W	2.489224087771084
YPL180W	2.489224087771084
YPL186C	2.489224087771084
YPL187W	2.489224087771084
YPL189W	2.489224087771084
YPL205C	2.489224087771084
YPL212C	2.489224087771084
YPL241C	2.489224087771084
YPL244C	2.489224087771084
YPL248C	2.489224087771084
YPL259C	2.489224087771084
YPL264C	2.489224087771084
YPL265W	2.489224087771084
YPR032W	2.489224087771084
YPR036W	2.489224087771084
YPR040W	2.489224087771084
YPR051W	2.489224087771084
YPR060C	2.489224087771084
YPR069C	2.489224087771084
YPR070W	2.489224087771084
YPR084W	2.489224087771084
YPR101W	2.489224087771084
YPR124W	2.489224087771084
YPR132W	2.489224087771084
YPR133W-A	2.489224087771084
YPR145W	2.489224087771084
YPR155C	2.489224087771084
YPR159W	2.489224087771084
YPR160W	2.489224087771084
YPR170C	2.489224087771084
YPR172W	2.489224087771084
YPR173C	2.489224087771084
YPR174C	2.489224087771084
YPR185W	2.489224087771084
YPR188C	2.489224087771084
YPR189W	2.489224087771084
YPR192W	2.489224087771084
YPR193C	2.489224087771084
YPR194C	2.489224087771084
YPR201W	2.489224087771084
